"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA PRATAP","2 - PARASNATH YADAV","3 - RAVI KISHAN","4 - SUBHASH PANDEY","5 - ANUPATI RAM YADAV","6 - ARVIND","7 - GULAB CHAND DUBEY","8 - PRAMOD KUMAR ALIAS PRAMOD BHAI PATEL","9 - PREMCHAND BIND","10 - DR. K. P. YADAV","11 - RAVISHANKAR MAURYA","12 - RAJESH PRAJAPATI","13 - SHAHABUDDIN","14 - SARFARAJ","15 - ANIL KUMAR SINGH","16 - JOGENDRA PRASAD","17 - DHANANJAY SINGH","18 - YOGISH CHANDRA DUBEY","19 - RAVIKANT YADAV","20 - VIMAL KUMAR YADAV","21 - DR. SANJIVAN BIND","22 - None of the Above","Total Votes Secured"
156,"UMV KANDHAPUR",504,440,0,944,343,253,0,596,102,0,68,59,12,51,4,0,1,0,38,328,1,1,1,1,1,1,25,1,1,1,0,1,596
157,"UMV KANDHAPUR",437,385,0,822,220,228,0,448,1,0,87,38,14,142,0,0,0,1,3,118,0,0,2,0,0,1,42,0,0,0,0,0,448
158,"P S KANDHAPUR",275,212,0,487,111,109,0,220,215,0,54,63,19,16,0,0,0,0,0,18,1,0,6,0,1,1,41,0,0,0,0,0,220
159,"P S ADANPUR",481,378,0,859,232,221,0,453,368,0,219,46,7,151,2,0,0,0,1,3,0,1,1,2,1,1,16,1,0,0,0,1,453
160,"P S CHAK NAWABAD",613,503,0,1116,295,331,0,626,15,0,288,36,60,69,3,1,3,2,18,95,0,2,2,1,4,6,28,0,3,3,0,2,626
161,"P S GANESHPUR",218,180,0,398,91,135,0,226,220,0,28,41,6,126,1,1,1,0,0,2,1,1,2,2,0,2,9,1,0,1,1,0,226
162,"P S ITAHA",538,465,0,1003,316,278,0,594,581,0,180,15,148,117,2,1,0,1,0,4,1,6,8,2,4,3,95,3,1,0,1,2,594
163,"P S VISPALPUR",824,678,0,1502,419,400,0,819,11,0,133,55,13,133,3,0,0,7,4,297,2,1,9,1,2,7,143,3,1,0,0,5,819
164,"P S BHAUPUR",740,622,0,1362,378,384,0,762,560,0,201,227,45,92,3,3,1,1,4,11,3,1,13,1,2,13,132,0,3,1,1,4,762
165,"P S ADHAKACHA",783,675,0,1458,385,397,0,782,562,0,244,179,53,236,6,0,3,0,2,7,5,3,1,2,8,7,24,1,0,1,0,0,782
166,"P S ADHAKACHA",467,385,0,852,227,208,0,435,435,0,129,70,25,104,0,0,0,0,0,5,1,0,3,1,0,4,85,2,3,1,1,1,435
167,"PANCHAYAT BHAWAN SAKARA STHIT GAON RAMPUR",462,386,0,848,250,200,0,450,50,0,268,92,22,4,2,1,2,0,1,13,0,1,0,0,2,2,34,1,2,0,1,2,450
168,"P S KATKA",287,233,0,520,223,171,0,394,394,0,306,5,6,8,1,0,1,0,0,6,0,0,1,0,1,2,57,0,0,0,0,0,394
169,"P S KAPURPUR",402,347,0,749,205,192,0,397,390,0,204,20,23,86,2,0,1,2,0,8,1,2,5,0,2,5,32,2,1,0,0,1,397
170,"JHS DHANAUWA",597,542,0,1139,370,339,0,709,709,0,64,259,0,125,2,0,1,1,16,199,2,2,5,2,0,3,19,2,3,1,0,3,709
171,"U M V JIRIKPUR",614,530,0,1144,280,283,0,563,139,0,170,18,29,134,4,0,2,3,22,116,1,1,2,0,0,1,53,2,1,4,0,0,563
172,"U M V JIRIKPUR",242,222,0,464,142,124,0,266,266,0,41,156,3,40,0,0,0,0,0,3,0,0,0,0,1,1,18,0,0,1,0,2,266
173,"P S CHORAHA",515,491,0,1006,291,269,0,560,560,0,140,163,10,135,3,0,1,0,1,43,0,1,8,0,1,6,43,1,1,3,0,0,560
174,"P S CHORAHA",453,382,0,835,222,209,0,431,430,0,185,34,38,77,1,0,0,0,0,5,11,1,3,2,0,6,62,0,4,1,0,1,431
175,"P S BARAIPAR",759,600,1,1360,357,299,0,656,656,0,312,93,34,21,2,0,0,2,21,26,3,3,8,1,2,2,124,1,0,0,0,1,656
176,"P S BARAIPAR",676,540,0,1216,368,286,0,654,654,0,272,78,10,88,3,1,0,0,4,158,1,2,5,0,1,2,28,1,0,0,0,0,654
177,"RAGHUVIR UMV BARI",696,531,0,1227,310,277,0,587,110,0,152,192,15,113,0,1,0,1,0,65,2,2,3,0,1,2,33,1,0,1,3,0,587
178,"RAGHUVIR UMV BARI",311,255,0,566,139,121,0,260,7,0,87,19,11,88,1,0,0,0,0,26,0,0,4,0,0,2,20,0,0,1,0,1,260
179,"P S SAHIJADPUR",216,204,0,420,103,132,0,235,235,0,37,36,6,145,3,0,0,0,0,3,0,0,2,0,0,2,1,0,0,0,0,0,235
180,"P S SAHIJADPUR",675,569,0,1244,326,324,0,650,650,0,150,122,16,240,1,1,1,4,2,74,1,1,8,0,1,2,21,2,2,0,1,0,650
181,"P S BARAHATA",754,679,0,1433,522,475,0,997,400,0,124,476,11,119,5,2,3,1,5,171,2,4,8,0,1,8,37,1,8,4,4,3,997
182,"P S TARAPUR",496,428,0,924,251,264,0,515,515,0,119,179,10,181,2,1,3,0,3,1,0,0,0,1,0,3,10,1,0,0,1,0,515
183,"JHS RAJGARH",324,288,0,612,167,176,0,343,343,0,126,76,8,3,1,0,2,0,95,3,2,3,2,1,1,3,15,0,0,0,1,1,343
184,"P S KAURAHA",399,374,0,773,209,211,0,420,419,0,181,65,17,129,0,0,0,0,1,1,1,3,1,1,0,4,10,2,1,0,0,3,420
185,"P S KAURAHA",529,479,0,1008,210,331,0,541,400,0,224,94,22,167,2,1,1,0,2,12,0,0,0,0,3,6,4,0,2,1,0,0,541
186,"P S RAMPUR TALUKA KATAHIT EAST SIDE",530,422,0,952,233,209,0,442,210,0,213,39,45,102,2,0,1,1,1,10,0,1,1,0,1,3,20,1,1,0,0,0,442
187,"P S RAMPUR TALUKA KATAHIT WEST SIDE",549,475,0,1024,224,280,0,504,73,0,167,21,34,175,5,0,1,0,1,61,1,1,4,0,1,9,21,0,2,0,0,0,504
188,"P S FATTUPUR KALA NORTH SIDE",688,578,0,1266,420,300,0,720,709,0,261,251,11,149,1,1,0,0,0,5,0,3,2,0,4,3,20,2,1,1,1,4,720
189,"P S FATTUPUR KALA SOUTH SIDE",633,528,0,1161,314,270,0,584,289,0,185,140,50,138,1,1,0,1,1,11,0,0,3,4,3,9,12,13,1,5,1,5,584
190,"P S RAMNAGAR NORTH SIDE",711,586,0,1297,371,305,0,676,496,0,360,65,43,160,3,0,0,2,0,2,0,0,0,3,1,4,28,1,2,0,2,0,676
191,"P S RAMNAGAR SOUTH SIDE",189,164,0,353,87,82,0,169,1,0,50,20,4,86,1,0,0,0,1,0,1,1,0,0,1,2,1,0,0,0,0,1,169
192,"P S MAJHAGAWA",299,272,0,571,195,192,0,387,51,0,242,24,16,91,3,0,2,0,0,0,1,1,0,1,1,1,3,0,0,0,0,1,387
193,"P S CHANDAUKI",735,655,0,1390,389,340,0,729,729,0,312,185,39,113,1,0,1,0,0,14,0,0,4,1,3,2,40,5,1,1,2,5,729
194,"P S UKANI",423,363,0,786,241,213,0,454,27,0,143,56,6,185,2,0,0,2,0,1,0,1,1,2,1,2,49,1,1,0,1,0,454
195,"P S RAIPUR",356,290,0,646,208,164,0,372,372,0,191,89,9,54,1,1,1,0,0,1,0,0,0,0,2,2,6,4,4,4,1,2,372
196,"P S GOVARDHANPUR",472,391,0,863,223,231,0,454,345,0,179,89,13,132,2,1,2,0,0,6,1,0,2,0,3,1,13,1,0,4,3,2,454
197,"P S SARAI KASHI",583,440,0,1023,305,258,0,563,563,0,148,77,29,242,2,0,2,1,2,2,1,0,2,1,0,4,42,3,1,0,1,3,563
198,"P S HOLPUR",562,465,0,1027,308,264,0,572,20,0,265,102,25,165,1,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,2,572
199,"P S BANVIRPUR",711,624,0,1335,358,403,0,761,700,0,331,212,10,150,5,0,1,1,0,8,0,0,1,0,1,3,30,3,1,0,0,4,761
200,"P S BANVIRPUR",325,292,0,617,158,163,0,321,293,0,156,84,4,23,1,3,1,0,7,20,1,0,0,1,2,5,11,0,0,0,0,2,321
201,"P S UMARGANJ",323,254,0,577,178,160,0,338,208,0,122,169,12,10,0,0,0,0,0,13,2,0,1,0,1,6,1,1,0,0,0,0,338
202,"P S MADARDEEH NORTH SIDE",507,419,0,926,248,254,0,502,502,0,140,231,10,55,2,2,0,5,0,1,0,1,4,0,2,4,30,1,11,2,1,0,502
203,"P S MADARDEEH NORTH SIDE",588,495,0,1083,339,292,0,631,373,0,276,154,40,79,3,2,2,2,1,11,1,0,2,4,2,5,37,4,3,1,0,2,631
204,"JHS JAIPALPUR MIDDLE SIDE",528,483,0,1011,297,264,0,561,561,0,294,57,12,103,2,3,2,2,0,2,0,0,5,1,4,9,51,2,2,1,0,9,561
205,"JHS JAIPALPUR MIDDLE SIDE",762,637,0,1399,470,362,0,832,22,0,483,45,10,209,2,1,1,1,1,13,1,3,2,1,6,10,28,1,3,3,3,5,832
206,"P S ITAHARA NORTH SIDE",622,546,0,1168,339,354,0,693,53,0,314,109,7,107,4,1,3,1,16,6,5,0,5,0,1,5,66,10,4,14,7,8,693
207,"P S ITAHARA SOUTH SIDE",726,624,0,1350,370,359,0,729,40,0,255,131,18,224,4,2,1,1,2,3,2,3,5,1,4,11,48,3,3,0,2,6,729
208,"P S JAMALPUR",438,344,0,782,246,175,0,421,12,0,145,149,4,60,2,0,0,0,11,1,0,1,2,0,0,6,35,1,0,0,1,3,421
209,"P S PURA DAYAL",665,524,0,1189,371,351,0,722,722,0,468,145,9,35,6,0,1,0,23,15,2,2,0,2,1,2,9,0,1,0,0,1,722
210,"P S GAURAIYADEEH NORTH SIDE",862,756,0,1618,485,415,0,900,59,0,328,262,10,215,2,0,1,3,1,10,0,2,2,2,3,4,47,3,1,0,1,3,900
211,"P S GAURAIYADEEH SOUTH SIDE",562,457,2,1021,267,210,0,477,177,0,246,121,10,56,1,0,0,0,3,1,0,1,2,2,4,10,14,1,4,1,0,0,477
212,"P S GAURAIYADEEH",487,382,0,869,218,207,0,425,425,0,117,200,4,58,1,0,1,0,17,9,3,0,2,0,3,1,6,0,1,1,0,1,425
213,"P S GAURAIYADEEH WEST SIDE",142,109,0,251,61,49,0,110,100,0,52,38,2,15,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,110
214,"P S BHAIROPUR",753,672,0,1425,454,442,0,896,20,0,325,72,29,406,5,1,2,3,12,6,0,0,2,1,2,9,11,2,2,3,1,2,896
215,"P S RAMCHAUKI",722,555,0,1277,383,290,0,673,75,0,279,160,13,162,2,0,1,3,15,4,2,1,2,0,4,5,15,2,2,0,0,1,673
216,"P S LAUH EAST SIDE",785,641,0,1426,414,314,0,728,23,0,558,70,4,74,0,0,0,1,2,4,1,0,2,2,1,1,8,0,0,0,0,0,728
217,"P S LAUH WEST SIDE",830,730,0,1560,414,341,0,755,26,0,349,180,6,189,1,0,1,0,0,0,0,1,0,1,4,10,9,0,2,0,1,1,755
218,"P S SAMASPUR",561,418,0,979,290,285,0,575,4,0,291,92,9,119,1,0,3,2,21,3,0,1,1,0,2,3,21,2,1,1,0,2,575
219,"P S PURA MADHU",378,293,0,671,225,201,0,426,15,0,258,29,5,107,1,0,1,1,3,0,0,0,4,0,1,3,13,0,0,0,0,0,426
220,"P S KODAHU",735,648,0,1383,460,398,0,858,843,0,331,193,10,293,2,0,3,1,0,3,1,2,0,1,2,3,8,0,0,4,1,0,858
221,"P S PURAUPUR",435,385,0,820,271,256,0,527,7,0,287,27,7,129,2,0,1,0,27,3,1,0,0,0,2,7,28,1,0,0,0,5,527
222,"P S BHEEKHPUR EAST SIDE",859,723,0,1582,462,383,0,845,712,0,379,155,15,200,6,1,2,1,15,2,0,2,0,1,0,10,46,3,3,1,0,3,845
223,"P S BHEEKHPUR WEST SIDE",926,768,0,1694,471,435,0,906,904,0,334,250,25,204,2,2,3,2,0,3,2,1,8,1,2,3,58,3,0,0,0,3,906
224,"PANCHAYAT BHAWAN RAKHAULI",675,570,0,1245,300,245,0,545,6,0,153,63,11,99,3,1,1,2,1,2,1,1,12,2,3,8,167,4,3,3,3,2,545
225,"P S PANDEPUR EAST SIDE",514,438,0,952,270,235,0,505,400,0,209,128,13,125,3,0,3,1,0,0,0,0,0,0,2,7,13,0,1,0,0,0,505
226,"P S HASANPUR",704,615,0,1319,354,389,0,743,743,0,377,160,10,129,2,1,2,1,0,10,4,1,3,0,5,5,14,5,3,4,2,5,743
227,"P S CHHANEHATA",841,750,0,1591,378,430,0,808,700,0,410,123,33,169,7,0,0,2,9,3,1,0,3,3,6,10,24,1,0,0,1,3,808
228,"P S SARAI CHAUHAN",712,576,0,1288,300,330,0,630,5,0,280,152,11,170,0,1,0,0,1,4,0,0,0,1,0,3,1,1,5,0,0,0,630
229,"P S SOHASA NORTH SIDE",431,360,0,791,158,150,0,308,308,0,231,10,3,47,1,0,0,0,7,1,0,0,0,1,0,4,1,0,0,0,0,2,308
230,"P S SOHASA",514,414,0,928,256,201,0,457,12,0,180,113,9,47,1,0,0,2,74,2,0,5,1,0,2,2,10,2,5,0,1,1,457
231,"P S SOHASA SOUTH SIDE",672,548,0,1220,332,269,0,601,601,0,415,114,13,22,0,0,1,0,5,14,0,0,1,0,1,1,7,3,0,1,0,3,601
232,"P S SOHASA SOUTH SIDE",359,296,0,655,161,163,0,324,321,0,196,74,2,33,1,2,0,0,2,7,0,0,0,1,0,1,3,0,0,0,0,2,324
233,"P S FATTUPUR NISFI",824,693,0,1517,409,399,0,808,650,0,420,154,20,153,2,2,4,1,2,2,1,0,3,1,6,15,13,1,1,2,2,3,808
234,"P S BABHANPUR WEST SIDE",470,446,0,916,206,246,0,452,253,0,228,66,5,120,2,0,2,1,1,0,1,5,2,0,0,4,13,2,0,0,0,0,452
235,"P S HALAU KA PURA TARHATI NORTH SIDE",359,306,0,665,197,189,0,386,186,0,136,65,4,100,3,1,2,0,42,1,2,1,2,1,1,8,7,1,1,3,2,3,386
236,"P S BANGAON DEEH TARHATI WEST SIDE",517,425,0,942,265,230,0,495,128,0,279,57,3,125,2,1,1,0,10,5,1,0,1,0,3,2,3,0,0,0,0,2,495
237,"P S BANGAON DEEH TARHATI NORTH SIDE",778,643,0,1421,362,340,0,702,702,0,388,74,12,169,4,1,3,0,0,3,1,1,1,1,3,7,22,2,1,5,1,3,702
238,"P S TARHATI HEMAPUR",720,625,0,1345,323,334,0,657,654,0,320,35,9,173,4,2,0,0,3,70,2,0,3,11,3,7,7,0,0,3,1,4,657
239,"P S TARHATI KILHAPUR",316,256,0,572,204,174,0,378,378,0,169,11,6,177,3,0,0,1,0,3,0,0,0,0,2,2,3,0,0,1,0,0,378
240,"P S TARHATI KILHAPUR SOUTH SIDE",817,664,0,1481,456,403,0,859,10,0,311,196,28,206,4,2,0,4,6,54,0,1,4,4,3,15,10,1,3,0,2,5,859
241,"P S KABIRPUR NORTH SIDE{RASAINA}",750,681,1,1432,377,385,0,762,7,0,221,79,15,354,4,0,2,0,23,20,2,2,6,2,9,11,7,0,0,0,1,4,762
242,"P S KABIRPUR WEST SIDE{RASAINA}",770,678,0,1448,364,403,0,767,9,0,133,368,12,56,3,2,0,4,142,17,3,0,4,1,1,11,5,1,0,2,2,0,767
243,"P S HAIDAREPUR EAST SIDE",453,396,0,849,207,210,0,417,415,0,186,85,4,114,1,0,0,1,17,2,1,1,1,1,0,3,0,0,0,0,0,0,417
244,"P S HAIDAREPUR WEST SIDE",491,436,0,927,224,231,0,455,8,0,176,137,14,116,1,1,0,0,0,1,0,0,1,0,0,2,2,0,0,2,1,1,455
245,"P S BARAGAON EAST SIDE",775,669,0,1444,388,358,0,746,746,0,335,125,23,233,1,0,0,0,0,4,1,0,1,0,1,3,13,0,3,0,0,3,746
246,"P S BARAGAON MIDDLE SIDE",262,227,0,489,161,145,0,306,15,0,145,51,14,68,1,1,0,1,0,3,1,0,1,1,0,0,14,2,1,1,0,1,306
247,"P S GODHUWA",817,682,1,1500,392,410,0,802,605,0,205,133,10,361,2,0,4,1,1,14,1,0,6,0,2,5,50,2,0,1,3,1,802
248,"P S ADEPUR",653,557,0,1210,302,279,0,581,581,0,272,95,12,153,2,0,1,1,15,6,1,2,3,1,2,7,5,0,1,0,1,1,581
249,"P S SARAIFATTU",570,513,0,1083,267,308,0,575,575,0,111,349,23,60,2,1,0,2,0,2,0,2,2,1,2,4,10,1,2,0,0,1,575
250,"P S PAKADI",921,752,1,1674,517,399,0,916,600,0,316,60,31,439,3,2,0,0,0,6,0,1,3,1,0,6,23,3,2,12,4,4,916
251,"P S KAMALPUR",828,747,0,1575,459,490,0,949,949,0,637,116,40,110,2,1,2,2,0,11,1,1,1,3,6,4,5,1,2,1,2,1,949
252,"P S RAMPUR JAKHANIYA NORTH SIDE",859,720,0,1579,445,357,0,802,802,0,328,108,34,280,8,2,1,1,1,7,0,3,4,0,0,6,6,2,1,1,1,8,802
253,"P S RAMPUR JAKHANIYA SOUTH SIDE",644,516,0,1160,297,248,0,545,97,0,202,217,21,79,2,2,1,0,0,6,0,0,0,0,1,7,5,0,0,1,1,0,545
254,"P S NARAINDEEH",585,478,0,1063,305,261,0,566,560,0,195,192,2,138,2,0,1,0,1,9,2,0,1,0,2,3,14,3,0,0,0,1,566
255,"P S NARAINDEEH",382,330,0,712,208,196,0,404,404,0,84,174,8,107,6,2,1,0,0,2,1,0,1,0,0,2,6,3,3,2,1,1,404
256,"P S DHAURAHARA",637,581,0,1218,381,325,0,706,698,0,427,38,31,174,3,0,3,1,1,8,1,0,0,1,2,3,10,1,0,1,0,1,706
257,"P S BIJADHARMAU",327,309,0,636,199,197,0,396,7,0,114,23,5,219,0,1,1,0,0,4,0,1,2,1,0,9,8,0,2,2,1,3,396
258,"P S BIJADHARMAU",347,276,0,623,178,172,0,350,7,0,51,115,3,136,3,0,0,0,1,1,0,0,2,0,1,2,16,8,3,5,0,3,350
259,"HINDU I C BADSHAHPUR MIDDLE SIDE",825,670,0,1495,409,350,0,759,450,0,453,171,36,54,0,0,1,0,0,31,1,1,0,0,0,0,7,0,0,0,0,4,759
260,"HINDU I C BADSHAHPUR SOUTH SIDE",584,510,0,1094,302,292,0,594,594,0,369,150,40,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,594
261,"HINDU I C BADSHAHPUR SOUTH SIDE",338,314,0,652,219,127,0,346,346,0,195,100,22,23,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,346
262,"HINDU I C BADSHAHPUR SOUTH SIDE",507,459,0,966,302,274,0,576,400,0,243,193,13,100,1,0,0,0,1,8,0,0,0,0,0,2,15,0,0,0,0,0,576
263,"HINDU I C BADSHAHPUR",680,608,0,1288,221,183,0,404,404,0,277,42,28,31,0,1,0,0,0,1,1,2,0,0,1,0,14,1,3,2,0,0,404
264,"HINDU I C BADSHAHPUR",498,459,0,957,312,242,0,554,234,0,368,111,51,10,0,0,0,0,0,2,1,0,1,0,0,0,6,1,1,0,0,2,554
265,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",486,471,0,957,246,193,0,439,409,0,261,119,30,21,1,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,439
266,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",452,407,0,859,251,168,0,419,88,0,198,119,40,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,419
267,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",472,424,0,896,221,183,0,404,404,0,277,42,28,31,0,1,0,0,0,1,1,2,0,0,1,0,14,1,3,2,0,0,404
268,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",383,324,0,707,190,168,0,358,358,0,176,72,13,80,1,0,0,0,0,2,0,0,2,0,0,0,12,0,0,0,0,0,358
269,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",559,468,0,1027,300,188,0,488,288,0,345,63,30,37,2,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,488
270,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",438,334,0,772,238,174,0,412,412,0,253,83,29,38,0,0,0,0,1,2,0,0,0,0,0,0,4,1,0,0,0,1,412
271,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",401,332,0,733,122,85,0,207,42,0,33,12,2,156,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,207
272,"B HINDU I C MUNGARABADSHAHPUR NORTH KHAND",520,451,0,971,334,229,0,563,559,0,340,66,51,78,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,563
273,"P S PAKADI",584,457,0,1041,279,231,0,510,510,0,159,125,21,178,1,0,0,2,0,4,0,1,2,0,2,2,12,1,0,0,0,0,510
274,"P S PAKADI",755,638,0,1393,411,319,0,730,35,0,396,109,39,156,1,3,1,1,0,4,2,0,3,2,0,5,7,1,0,0,0,0,730
275,"P S MUNGARDEEH NORTH SIDE",533,416,0,949,353,270,0,623,623,0,378,84,40,73,0,0,1,1,0,15,1,1,2,2,1,2,20,0,1,0,0,1,623
276,"P S SARAIDINGUR",359,363,0,722,247,207,0,454,452,0,125,87,12,190,2,0,0,0,0,0,0,0,1,0,0,2,33,2,0,0,0,0,454
277,"S V K BHAWAN AHMADPUR KAITHAULI",335,295,0,630,222,181,0,403,403,0,104,263,7,11,1,0,1,0,0,0,0,0,0,0,1,0,11,2,0,1,1,0,403
278,"P S GOVINDDASPUR",366,313,0,679,230,200,0,430,400,0,215,107,7,69,0,0,1,0,0,7,0,0,1,1,1,2,14,4,0,1,0,0,430
279,"P S NAUWADADI NORTH SIDE",412,373,0,785,261,259,0,520,110,0,175,41,16,194,2,0,2,1,0,13,1,1,3,3,1,5,56,2,1,1,0,2,520
280,"P S NAUWADADI SOUTH SIDE",339,295,0,634,185,167,0,352,310,0,135,48,7,148,2,1,1,0,0,3,1,1,2,0,0,1,1,1,0,0,0,0,352
281,"P S GADIYA",346,297,0,643,241,221,0,462,15,0,210,73,9,149,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,1,462
282,"P S SARAI RAICHANDA NORTH SIDE",675,574,0,1249,400,317,0,717,217,0,285,287,9,81,2,2,0,1,0,2,2,0,1,1,0,2,22,5,6,3,3,3,717
283,"P S BIRDHAULPUR",420,334,0,754,224,217,0,441,127,0,211,132,9,69,2,1,1,1,0,0,0,1,1,1,2,3,6,0,0,0,0,1,441
284,"P S SATAHARIYA",875,713,0,1588,523,431,0,954,900,0,405,324,22,109,2,2,0,0,19,18,5,2,0,0,3,6,21,2,3,2,3,6,954
285,"P S SAROKHANPUR",712,595,0,1307,441,426,0,867,526,0,555,203,4,49,2,0,0,0,1,32,0,0,3,1,2,9,2,1,2,0,0,1,867
286,"INTER COLLEGE NIBHAPUR NORTH SIDE",461,394,0,855,238,234,0,472,16,0,93,62,7,256,4,0,0,0,0,1,0,1,4,0,3,8,21,1,3,5,2,1,472
287,"INTER COLLEGE NIBHAPUR SOUTH SIDE",523,434,0,957,242,196,0,438,136,0,280,36,15,89,1,0,0,1,0,3,0,0,1,0,0,1,9,0,1,0,0,1,438
288,"P S AMODH EAST SIDE",505,405,0,910,253,235,0,488,11,0,159,243,7,50,2,0,0,0,0,5,1,0,2,0,0,0,16,0,2,0,0,1,488
289,"P S AMODH",430,378,0,808,204,227,0,431,431,0,129,185,4,77,0,0,0,0,0,1,1,0,1,2,0,0,26,2,1,0,0,2,431
290,"P S SAJAIKALA KHURD NORTH SIDE",633,552,0,1185,277,336,0,613,586,0,111,147,33,263,2,2,1,0,2,7,0,0,0,1,0,0,41,3,0,0,0,0,613
291,"P S SAJAIKALA KHURD SOUTH SIDE",627,545,1,1173,373,310,0,683,648,0,187,249,14,191,3,0,1,0,0,17,0,1,0,1,4,1,10,1,2,0,0,1,683
292,"P S UCHAURA",429,345,0,774,273,229,0,502,350,0,78,254,7,138,1,0,0,0,0,10,0,0,0,1,0,1,7,0,1,2,0,2,502
293,"P S SARAWA SOUTH SIDE",716,563,0,1279,394,331,0,725,725,0,305,161,8,187,3,1,0,2,1,6,1,1,3,0,0,3,31,3,3,3,0,3,725
294,"JHS BHASOT",471,386,0,857,279,256,0,535,352,0,77,81,12,339,2,1,0,0,0,1,1,1,2,1,1,7,3,1,0,4,0,1,535
295,"JHS BHASOT WEST SIDE",528,407,0,935,252,242,0,494,492,0,123,282,15,30,3,0,0,0,0,12,0,0,1,0,2,8,16,1,0,0,0,1,494
296,"JHS PAWARA EAST SIDE",599,548,0,1147,309,289,0,598,592,0,189,162,27,198,1,0,1,0,0,0,0,0,0,0,0,3,13,0,1,1,1,1,598
297,"JHS PAWARA MIDDLE SIDE",581,511,0,1092,265,284,0,549,10,0,214,218,26,65,1,1,4,0,0,1,1,0,1,1,0,3,8,2,0,1,0,2,549
298,"P S HIMMATPUR",834,671,0,1505,448,355,0,803,86,0,264,205,29,242,1,1,1,1,2,3,1,1,3,0,4,5,33,2,1,0,2,2,803
299,"P S SARAI PAWARA",521,443,0,964,235,256,0,491,244,0,238,151,11,64,0,0,2,0,0,8,1,1,0,3,0,1,6,1,1,1,2,0,491
300,"P S SARAI PAWARA",482,391,0,873,225,219,0,444,232,0,137,68,5,209,4,1,0,0,0,0,0,2,3,0,2,0,11,1,0,0,0,1,444
301,"P S KUDURIYA",481,409,0,890,273,252,0,525,488,0,293,104,16,97,1,0,0,0,0,6,0,0,1,0,0,1,5,0,1,0,0,0,525
302,"P S KUDURIYA",443,377,0,820,208,219,0,427,70,0,126,130,0,6,152,2,0,1,0,0,1,0,1,0,0,0,2,1,1,2,0,2,427
303,"P S MADAWA DODAK SOUTH SIDE",909,729,0,1638,357,443,0,800,372,0,214,365,11,172,3,0,0,0,2,6,0,1,4,1,7,4,7,1,1,0,0,1,800
304,"P S MADAWA DODAK WEST SIDE",567,512,0,1079,274,332,0,606,606,0,228,110,8,217,4,1,3,1,7,3,0,0,3,1,0,7,5,4,1,0,2,1,606
305,"P S BANKAT WEST SIDE",694,555,0,1249,418,342,0,760,12,0,399,92,12,239,2,0,0,1,0,6,1,0,1,1,0,1,3,0,0,1,0,1,760
306,"P S BANKAT EAST SIDE",484,434,0,918,261,249,0,510,350,0,195,133,8,162,0,0,1,2,0,0,0,1,0,0,1,0,3,0,1,1,0,2,510
307,"P S MADHUPUR",835,682,0,1517,459,432,0,891,488,0,459,133,29,191,4,3,3,0,2,7,0,1,3,1,3,6,37,0,4,1,2,2,891
308,"P S JAKHANIYA",802,664,0,1466,430,415,0,845,17,0,357,175,9,267,1,0,0,0,0,4,0,0,3,0,1,5,18,3,1,0,0,1,845
309,"P M V RAMPUR HARGIR",803,711,0,1514,384,399,0,783,783,0,393,231,16,94,3,0,1,1,0,4,2,1,2,2,1,5,18,2,1,0,2,4,783
310,"P S JAGDISHPUR TALUKA KUNWARPUR",610,496,0,1106,313,337,0,650,650,0,255,178,3,141,1,0,0,0,0,4,0,0,6,0,0,3,56,1,0,0,0,2,650
311,"P S SARAIBIKA NORTH SIDE",567,506,0,1073,273,297,0,570,452,0,260,159,20,83,0,1,2,2,1,18,0,1,1,1,0,5,8,1,0,0,4,3,570
312,"P S SARAIBIKA NORTH SIDE",380,320,0,700,218,175,0,393,227,0,203,72,9,90,2,0,0,1,0,4,0,0,2,0,0,1,6,1,0,0,0,2,393
313,"P S SARAIBIKA SOUTH SIDE",503,455,0,958,267,284,0,551,291,0,209,163,20,132,3,0,1,0,1,3,0,2,0,1,1,5,6,2,1,1,0,0,551
