"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
131,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N. 5",777,648,2,1427,435,398,0,833,750,0,18,133,3,652,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,833
132,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N.6",559,461,0,1020,341,271,0,612,551,0,5,61,12,502,11,0,0,0,0,1,0,0,0,1,0,1,1,1,1,14,1,612
133,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N.7",474,375,0,849,331,222,0,553,498,0,8,83,10,437,2,0,0,0,1,2,0,0,1,1,0,0,0,0,0,7,1,553
134,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N.8",796,601,0,1397,424,315,0,739,665,0,7,88,17,600,5,1,0,0,0,1,0,0,1,0,0,3,1,1,2,8,4,739
135,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N.9",491,400,0,891,286,200,0,486,437,0,14,50,30,372,1,0,0,0,1,0,1,2,2,1,1,0,3,2,0,6,0,486
136,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N. 10",603,510,0,1113,372,286,0,658,592,0,18,149,16,408,7,3,0,2,0,8,0,1,0,0,0,3,9,3,4,24,3,658
137,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N. 11",864,689,0,1553,429,332,0,761,685,0,11,121,29,586,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,761
138,"RAMANLAL SORAWALA PUBLIC SCHOOL R.N. 12",934,582,1,1517,452,253,0,705,635,0,68,77,7,517,5,0,1,1,1,0,0,0,0,1,0,2,6,2,1,10,6,705
139,"SHRI KRISHN KANYA P.S. KRISHNANAGAR SECTOR-D R.N.1",769,619,1,1389,419,290,0,709,638,0,6,40,223,412,6,1,0,0,0,0,0,2,3,3,1,3,3,0,1,4,1,709
140,"SHRI KRISHN KANYA P.S. KRISHNANAGAR SECTOR-D R.N. 2",876,785,0,1661,517,447,0,964,868,0,5,50,704,165,11,0,0,1,0,0,2,2,1,3,4,2,0,1,8,3,2,964
141,"SHRI KRISHN KANYA P.S. KRISHNANAGAR SECTOR-D R.N.3",382,326,0,708,248,201,0,449,404,0,1,42,341,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,449
142,"PREMDEVI AGRAWAL GIRLS INTER COLLEGE R.N. 1",820,641,2,1463,432,312,0,744,670,0,17,286,82,314,8,1,1,2,2,4,0,0,2,1,0,4,6,4,4,5,1,744
143,"PREMDEVI AGRAWAL GIRLS INTER COLLEGE R.N. 2",591,442,0,1033,348,226,0,574,517,0,18,263,32,225,10,2,1,1,0,1,0,1,0,0,0,1,10,2,0,7,0,574
144,"PREMDEVI AGRAWAL GIRLS INTER COLLEGE R.N.3",467,334,0,801,312,176,0,488,439,0,18,365,50,16,3,2,0,1,1,9,0,1,1,0,3,2,16,0,0,0,0,488
145,"PREMDEVI AGRAWAL GIRLS INTER COLLEGE R.N. 4",848,704,0,1552,496,387,0,883,795,0,13,130,93,611,8,3,0,2,0,2,1,0,1,1,2,2,2,0,1,10,1,883
146,"PREMDEVI AGRAWAL GIRLS INTER COLLEGE R.N. 5",549,435,0,984,246,336,0,582,524,0,5,49,32,464,16,0,1,0,0,0,0,1,0,0,0,1,1,0,1,10,1,582
147,"PREMDEVI AGRAWAL GIRLS INTER COLLEGE R.N.6",567,465,0,1032,344,282,0,626,563,0,2,70,19,509,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,5,626
148,"SHASHTRI BAL NIKETAN B.S.A ENGINEERING  ROAD JANAKPURI MATHURA R.N. 1",794,561,0,1355,468,335,0,803,723,0,7,166,150,444,5,1,0,1,4,4,1,1,0,0,3,1,2,0,0,12,1,803
149,"SHASHTRI BAL NIKETAN B.S.A ENGINEERING  ROAD JANAKPURI MATHURA R.N. 2",525,404,0,929,335,241,0,576,518,0,7,60,15,478,6,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5,1,576
150,"MASOLIYA JILA UDHYOG KENDRA R.N. 1",593,450,0,1043,323,249,0,572,515,0,4,50,6,479,11,0,1,1,0,2,1,2,4,1,0,2,1,0,0,6,1,572
151,"MASOLIYA JILA UDHYOG KENDRA R.N. 2",556,456,0,1012,308,242,0,550,495,0,7,61,8,446,7,0,0,0,0,0,0,0,4,1,1,2,0,0,1,11,1,550
152,"MASOLIYA JILA UDHYOG KENDRA R.N. 3",900,699,0,1599,571,414,0,985,887,0,41,122,34,728,24,0,0,0,0,1,1,2,6,0,2,4,2,3,1,12,2,985
153,"PRIMARY SCHOOL  DHAULIPYAU R.N. 1",649,576,0,1225,385,316,0,701,631,0,9,92,32,500,8,0,0,2,0,3,0,0,1,1,2,2,7,7,1,29,5,701
154,"PRIMARY SCHOOL  DHAULIPYAU R.N.2",635,487,0,1122,377,274,0,651,586,0,17,97,11,484,11,1,0,0,1,1,0,2,0,0,0,1,0,1,0,20,4,651
155,"PRIMARY SCHOOL  DHAULIPYAU R.N 3",272,241,0,513,164,134,0,298,268,0,5,95,10,166,8,0,0,0,0,3,0,0,0,0,0,2,3,0,1,3,2,298
156,"POORVA MADHYAMIK VIDHALAY DHAULIPAYU R.N.1",427,365,0,792,228,171,0,399,359,0,14,27,28,298,14,0,2,1,0,1,0,0,0,0,1,4,1,0,0,7,1,399
157,"POORVA MADHYAMIK VIDHALAY DHAULIPAYU R.N.2",534,446,0,980,230,146,0,376,338,0,9,42,21,275,14,1,0,0,0,0,1,1,0,1,0,1,1,2,1,4,2,376
158,"SHANTIDEVI GIRLS INTER COLLEGE DHAULIPYAU R.N.1",294,287,0,581,199,168,0,367,330,0,8,59,11,261,13,0,0,1,0,0,0,3,3,0,0,2,1,0,0,3,2,367
159,"SHANTIDEVI GIRLS INTER COLLEGE DHAULIPYAU R.N.2",604,480,0,1084,364,276,0,640,576,0,17,37,11,541,13,0,1,1,0,0,0,1,2,1,1,2,1,0,0,8,3,640
160,"SHANTIDEVI GIRLS INTER COLLEGE DHAULIPYAU R.N. 3",555,484,0,1039,374,316,0,690,621,0,7,78,27,513,36,0,2,0,0,1,0,0,4,0,2,6,0,1,1,9,3,690
161,"SHANTIDEVI GIRLS INTER COLLEGE DHAULIPYAU R.N. 4",620,539,1,1160,403,299,0,702,632,0,22,74,16,547,15,4,0,0,0,1,0,2,0,0,1,5,1,0,1,10,3,702
162,"PRIMARY SCHOOL  DEMPIYARNAGAR R.N. 1",403,368,0,771,234,213,0,447,402,0,4,27,8,381,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,447
163,"PRIMARY SCHOOL  DEMPIYARNAGAR R.N.2",472,414,0,886,298,230,0,528,475,0,11,36,17,443,12,0,0,1,0,0,1,2,0,0,0,1,0,0,0,4,0,528
164,"PRIMARY SCHOOL  DEMPIYARNAGAR R.N. 3",714,625,0,1339,397,284,0,681,613,0,10,64,29,520,38,1,1,0,0,1,0,0,0,0,3,1,3,0,0,6,4,681
165,"KISHORI RAMAN GIRLS DEGREE COLLEGE",612,507,0,1119,359,270,0,629,566,0,13,51,97,436,16,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,2,629
166,"KISHORI RAMAN DEGREE COLLEGE R.N. 1",530,405,0,935,357,240,0,597,537,0,7,53,10,495,10,1,0,0,0,2,0,1,1,0,1,1,2,0,1,12,0,597
167,"KISHORI RAMAN DEGREE COLLEGE R.N.2",390,325,0,715,271,196,0,467,420,0,6,34,10,382,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14,5,467
168,"KISHORI RAMAN DEGREE COLLEGE R.N. 3",728,596,0,1324,480,323,0,803,723,0,21,77,6,658,13,0,0,0,0,0,1,1,0,0,0,0,1,0,1,17,7,803
169,"KISHORI RAMAN DEGREE COLLEGE R.N. 4",825,682,0,1507,547,388,0,935,842,0,4,27,79,778,14,0,0,0,1,0,0,3,4,0,3,1,2,3,2,11,3,935
170,"KISHORI RAMAN DEGREE COLLEGE R.N. 5",533,458,0,991,306,209,0,515,464,0,5,139,124,226,4,4,0,1,0,1,0,0,0,0,0,0,6,1,0,3,1,515
171,"KISHORI RAMAN DEGREE COLLEGE R.N. 6",467,407,0,874,276,191,0,467,420,0,9,295,23,101,5,1,0,1,0,0,0,0,0,0,0,2,16,6,0,5,3,467
172,"KISHORI RAMAN INTER COLLEGE R.N. 1",728,606,0,1334,485,357,0,842,758,0,6,95,13,683,10,0,0,1,0,3,1,1,0,0,2,4,6,2,2,8,5,842
173,"KISHORI RAMAN INTER COLLEGE R.N. 2",497,394,0,891,345,243,0,588,529,0,5,29,25,497,6,1,0,0,1,0,0,1,1,0,0,1,2,0,0,18,1,588
174,"KISHORI RAMAN INTER COLLEGE R.N. 3",354,277,0,631,227,144,0,371,334,0,9,306,5,12,0,3,1,0,1,5,2,0,0,2,3,4,13,5,0,0,0,371
175,"KISHORI RAMAN INTER COLLEGE R.N. 4",836,528,0,1364,581,312,0,893,804,0,21,170,20,601,8,1,2,1,1,6,0,0,2,2,0,5,7,7,5,30,4,893
176,"KISHORI RAMAN INTER COLLEGE R.N.  5",697,552,0,1249,397,259,0,656,590,0,5,216,9,409,1,0,1,0,0,4,0,1,1,0,0,0,4,1,0,3,1,656
177,"KISHORI RAMAN INTER COLLEGE R.N. 6",802,579,0,1381,439,333,0,772,695,0,9,292,9,422,4,0,0,1,0,1,0,1,1,2,4,4,13,1,1,6,1,772
178,"KISHORI RAMAN GIRLS INTER COLLEGE R.N. 1",774,574,0,1348,536,352,0,888,799,0,13,52,54,729,8,1,1,1,0,1,1,2,3,0,1,4,2,1,0,13,1,888
179,"KISHORI RAMAN GIRLS INTER COLLEGE R.N. 2",707,590,0,1297,498,407,0,905,815,0,19,68,7,774,16,0,0,1,1,0,0,0,0,0,0,1,3,1,2,10,2,905
180,"CHAMPA AGRAWAL INTER COLLEGE R.N. 1",663,466,0,1129,390,291,0,681,613,0,5,57,3,583,9,1,0,1,0,0,0,0,1,0,0,2,0,0,0,16,3,681
181,"CHAMPA AGRAWAL INTER COLLEGE R.N. 2",633,483,1,1117,408,265,0,673,606,0,5,40,4,601,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,6,673
182,"CHAMPA AGRAWAL INTER COLLEGE R.N. 3",593,495,0,1088,402,257,0,659,593,0,2,61,5,563,4,0,2,1,2,0,0,1,2,0,0,1,1,0,0,14,0,659
183,"CHAMPA AGRAWAL INTER COLLEGE R.N. 4",671,543,0,1214,489,318,0,807,726,0,7,194,10,557,11,0,0,2,0,1,0,2,2,0,1,1,5,1,0,8,5,807
184,"CHAMPA AGRAWAL INTER COLLEGE R.N. 5",718,564,0,1282,437,299,0,736,662,0,11,47,2,652,9,1,0,0,0,1,0,0,1,0,1,3,0,0,0,6,2,736
185,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 1",792,589,0,1381,502,241,0,743,669,0,16,494,8,156,3,5,0,3,0,13,2,1,0,1,11,6,17,3,1,1,2,743
186,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 2",758,599,1,1358,452,220,0,672,605,0,20,566,7,31,8,2,1,0,0,6,0,1,1,2,6,0,16,3,0,0,2,672
187,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 3",408,284,0,692,216,76,0,292,263,0,13,243,2,16,0,0,0,0,1,5,0,2,0,0,2,1,5,1,1,0,0,292
188,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 4",774,567,0,1341,468,268,0,736,662,0,4,372,192,145,2,1,2,2,1,3,0,2,0,0,2,4,1,0,1,1,1,736
189,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 5",892,661,0,1553,517,287,0,804,724,0,13,545,136,36,9,2,2,0,0,4,0,1,1,0,1,1,43,8,0,0,2,804
190,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 6",664,515,0,1179,351,195,0,546,491,0,7,434,20,52,5,2,2,0,1,2,0,0,1,0,3,1,11,3,0,2,0,546
191,"ISLAMIYAN INTER COLLEGE MATHURA R.N. 7",826,604,0,1430,394,314,0,708,637,0,13,462,155,36,2,11,0,0,1,4,0,0,0,1,9,2,8,2,0,2,0,708
192,"JAIN IDIYAL MANTESARI SCHOOL R.N. 1",811,589,0,1400,468,262,0,730,657,0,9,329,9,349,12,0,0,2,0,2,0,0,1,0,2,1,7,2,1,4,0,730
193,"JAIN IDIYAL MANTESARI SCHOOL R.N. 2",934,645,0,1579,607,278,0,885,797,0,77,703,9,54,3,4,0,0,3,12,1,1,1,0,2,1,7,5,2,0,0,885
194,"JAIN IDIYAL MANTESARI SCHOOL R.N. 3",692,484,0,1176,479,220,0,699,629,0,14,536,11,78,4,1,1,3,0,10,3,2,0,2,4,8,16,1,0,2,3,699
195,"JAIN IDIYAL MANTESARI SCHOOL R.N. 4",513,372,0,885,350,160,0,510,459,0,17,402,9,48,2,2,2,1,0,4,2,0,0,0,4,3,8,5,0,0,1,510
196,"JAIN IDIYAL MANTESARI SCHOOL R.N. 5",567,422,0,989,313,176,0,489,440,0,9,87,3,363,0,0,0,1,1,5,0,1,3,1,0,0,3,2,0,10,0,489
197,"JAIN IDIYAL MANTESARI SCHOOL R.N. 6",686,563,0,1249,435,281,0,716,644,0,12,309,25,337,5,0,0,2,0,2,0,1,2,4,1,2,6,0,1,6,1,716
198,"JAIN IDIYAL MANTESARI SCHOOL R.N. 7",662,527,0,1189,432,358,0,790,726,0,7,191,3,542,9,2,0,0,0,3,2,1,0,1,2,5,11,5,1,2,3,790
199,"JAIN IDIYAL MANTESARI SCHOOL R.N. 8",446,369,0,815,317,225,0,542,488,0,8,59,1,438,11,1,1,2,0,1,1,2,1,0,1,0,5,0,1,7,2,542
200,"ULABRAY PRIMARY SCHOOL DEEGGATE",746,559,0,1305,480,271,0,751,676,0,26,404,9,269,2,0,0,1,5,6,2,1,1,1,2,0,15,3,1,1,2,751
201,"NAVIN KANYA PRIMARY SCHOOL DEEGGATE R.N. 1",573,459,0,1032,358,217,0,575,518,0,10,262,7,279,3,1,0,0,0,2,0,0,0,0,1,2,5,0,0,1,2,575
202,"NAVIN KANYA PRIMARY SCHOOL DEEGGATE R.N. 2",708,492,0,1200,463,237,0,700,630,0,24,523,9,91,3,1,1,1,0,9,4,1,1,1,1,2,18,9,0,0,1,700
203,"NAVIN KANYA PRIMARY SCHOOL DEEGGATE R.N. 3",353,282,0,635,195,139,0,334,301,0,3,139,11,163,2,2,1,0,0,0,1,0,1,0,2,0,8,0,1,0,0,334
204,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N. 1",667,636,0,1303,534,396,0,930,837,0,11,106,27,715,19,1,1,1,1,0,2,0,8,2,3,0,9,2,1,19,2,930
205,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N. 2",831,707,1,1539,590,417,0,1007,906,0,7,205,15,690,18,6,0,1,0,4,1,2,2,0,1,3,18,2,3,25,4,1007
206,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N.  3",554,463,0,1017,360,228,0,588,529,0,4,30,5,534,6,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3,1,588
207,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N. 4",302,279,0,581,206,169,0,375,338,0,2,78,19,269,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,375
208,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N. 5",912,707,1,1620,698,480,0,1178,1060,0,6,92,297,721,6,1,0,3,1,3,0,3,0,0,1,2,4,0,8,21,9,1178
209,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N. 6",587,511,0,1098,405,326,0,731,658,0,5,88,5,610,11,1,0,0,0,0,0,1,1,0,0,1,1,1,0,5,1,731
210,"NARAYANDAS MAIMORAIYAL PRIMARY SCHOOL R.N. 7",487,424,0,911,351,290,0,641,577,0,8,64,3,558,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,641
211,"JAWAHAR INTER COLLEGE MASANI R.N. 1",553,447,0,1000,385,243,0,628,565,0,6,30,66,487,8,1,0,0,0,0,0,0,12,1,0,0,2,0,2,11,2,628
212,"JAWAHAR INTER COLLEGE MASANI R.N. 2",333,243,0,576,239,142,0,381,343,0,0,44,8,309,1,1,0,1,0,0,0,1,5,1,0,3,1,0,0,4,2,381
213,"JAWAHAR INTER COLLEGE MASANI R.N.3",798,628,0,1426,609,426,0,1035,932,0,3,53,44,879,17,0,1,1,1,3,0,0,2,0,2,1,1,0,2,22,3,1035
214,"JAWAHAR INTER COLLEGE MASANI R.N. 4",849,732,0,1581,578,446,0,1024,922,0,7,48,137,783,18,0,3,4,1,0,1,2,1,1,1,4,1,1,1,6,4,1024
215,"JAWAHAR INTER COLLEGE MASANI R.N.5",844,754,0,1598,490,373,0,863,777,0,11,65,6,756,14,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,1,863
216,"JAWAHAR INTER COLLEGE MASANI R.N.6",733,640,1,1374,469,387,0,856,770,0,0,71,9,733,15,1,0,3,0,0,1,0,1,0,3,2,1,0,0,16,0,856
217,"JAWAHAR INTER COLLEGE MASANI R.N.7",326,251,0,577,187,122,0,309,277,0,1,17,4,276,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,309
218,"JAWAHAR INTER COLLEGE MASANI R.N.8",614,520,0,1134,430,374,0,804,724,0,10,103,16,638,16,0,0,0,0,0,0,0,1,0,3,1,4,1,0,8,3,804
219,"JAWAHAR INTER COLLEGE MASANI R.N. 9",687,592,0,1279,433,320,0,753,678,0,13,84,5,622,16,0,0,1,0,0,0,0,1,0,1,1,0,0,2,5,2,753
220,"JAWAHAR INTER COLLEGE MASANI R.N. 10",624,534,0,1158,394,303,0,697,627,0,11,42,12,613,5,1,0,0,0,0,0,1,2,0,0,1,2,0,1,4,2,697
221,"JAWAHAR INTER COLLEGE MASANI R.N. 11",629,540,0,1169,363,300,0,663,597,0,9,75,1,555,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,663
222,"JAWAHAR INTER COLLEGE MASANI R.N.12",702,601,0,1303,467,333,0,800,720,0,14,28,3,721,5,1,0,0,0,3,0,2,2,1,2,3,1,1,1,9,3,800
223,"JAWAHAR INTER COLLEGE MASANI R.N. 13",909,667,0,1576,539,347,0,886,797,0,7,663,16,102,4,2,4,1,0,23,2,2,3,2,11,12,19,4,3,6,0,886
224,"JAWAHAR INTER COLLEGE MASANI R.N. 14",888,656,3,1547,571,293,0,864,778,0,21,702,15,21,7,2,2,3,1,15,1,0,2,1,9,16,33,6,3,2,2,864
225,"SARASWATI SHISHU MANDIR KISHANGANGA R.N. 1",522,415,0,937,365,227,0,592,533,0,3,138,2,427,3,1,0,1,0,5,0,0,2,0,0,0,5,1,0,2,2,592
226,"SARASWATI SHISHU MANDIR KISHANGANGA R.N. 2",465,408,0,873,363,230,0,593,534,0,1,60,0,508,7,0,0,0,0,0,0,1,1,0,1,1,2,1,0,8,2,593
227,"JAWAHAR PRIMARY SCHOOL R.N. 1",661,579,0,1240,580,308,0,888,799,0,5,97,5,744,18,0,0,0,0,2,0,0,0,0,0,2,1,0,0,13,1,888
228,"JAWAHAR PRIMARY SCHOOL R.N. 2",719,576,0,1295,505,319,0,824,742,0,18,257,5,510,5,2,0,0,0,2,2,4,4,0,3,2,5,1,0,4,0,824
229,"JAWAHAR PRIMARY SCHOOL R.N. 3",382,325,0,707,245,191,0,436,392,0,3,42,24,349,8,0,0,0,0,1,0,0,1,0,0,1,0,0,2,3,2,436
230,"JAWAHAR PRIMARY SCHOOL R.N. 4",836,702,0,1538,646,458,0,1104,994,0,2,68,5,985,21,0,0,2,0,0,0,0,3,0,2,1,0,1,1,12,1,1104
231,"AGRASEN GIRLS INTER COLLEGE R.N. 1",713,597,0,1310,547,339,0,886,797,0,3,93,5,745,15,1,0,0,0,2,0,1,2,1,0,3,5,0,0,7,3,886
232,"AGRASEN GIRLS INTER COLLEGE R.N. 2",724,620,0,1344,509,341,0,850,765,0,27,199,5,583,8,0,2,1,1,2,0,1,0,3,0,0,5,2,0,8,3,850
233,"AGRASEN GIRLS INTER COLLEGE R.N. 3",807,618,0,1425,526,336,0,862,776,0,17,188,4,611,7,1,1,0,0,4,0,0,1,0,5,1,5,2,0,10,5,862
234,"AGRASEN GIRLS INTER COLLEGE R.N. 4",551,455,0,1006,379,263,0,642,578,0,1,52,3,556,17,0,0,0,0,0,0,0,2,0,1,1,0,0,0,6,3,642
235,"JANKEEBAYE KANYA INTER COLLEGE R.N. 1",520,442,0,962,364,261,0,625,563,0,8,165,3,428,8,0,0,0,1,0,0,0,1,1,2,1,1,0,1,3,2,625
236,"JANKEEBAYE KANYA INTER COLLEGE R.N.2",542,448,0,990,370,241,0,611,550,0,8,53,3,503,7,0,0,0,0,2,0,1,0,0,0,2,0,0,0,28,4,611
237,"JANKEEBAYE KANYA INTER COLLEGE R.N.3",389,326,0,715,266,200,0,466,419,0,0,59,1,387,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,466
238,"JANKEEBAYE KANYA INTER COLLEGE R.N.4",548,447,0,995,353,228,0,581,523,0,15,74,5,472,9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,581
239,"MATHAMA GANDHI PRIMARY BASIC SCHOOL GANDHIPARK",513,469,0,982,368,278,0,646,582,0,26,163,12,423,7,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8,1,646
240,"NAYABAS KANYA PRIMARY SCHOOL GANDHIPARK EXTRA ROOM",539,479,0,1018,357,230,0,587,528,0,7,351,6,178,1,1,2,1,2,2,0,0,2,0,1,6,23,2,0,2,0,587
241,"MAHARANI LAXMIBAI KANYA PRIMARY SCHOOL. R.N.1",751,631,0,1382,492,338,0,830,747,0,18,112,16,652,8,0,1,1,0,1,0,1,1,1,2,1,3,0,1,9,2,830
242,"MAHARANI LAXMIBAI KANYA PRIMARY SCHOOL. R.N.2",589,483,0,1072,402,303,0,705,635,0,15,122,5,540,7,0,0,0,0,2,0,0,0,0,0,2,5,0,1,5,1,705
243,"MAHARANI LAXMIBAI KANYA PRIMARY SCHOOL. R.N.3",698,598,0,1296,475,332,0,807,726,0,20,49,6,690,20,0,0,0,0,0,0,2,2,0,0,1,2,3,1,7,4,807
244,"KAMALA NEHRU SCHOOL R.N. 1",769,626,0,1395,520,385,0,905,815,0,17,78,4,750,11,1,0,0,1,1,1,0,5,2,0,4,4,2,1,18,5,905
245,"KAMALA NEHRU SCHOOL R.N. 2",561,475,0,1036,385,265,0,650,585,0,10,69,2,541,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,650
246,"KAMALA NEHRU SCHOOL R.N. 3",732,664,0,1396,467,352,0,819,737,0,8,151,7,616,9,0,0,1,0,1,0,0,1,1,2,1,6,1,0,10,4,819
247,"SUBASH INTER COLLEGE R.N. 1",696,554,0,1250,449,303,0,752,677,0,9,55,5,657,12,0,0,0,0,0,0,0,2,0,0,2,0,0,3,4,3,752
248,"SUBASH INTER COLLEGE R.N.2",655,516,0,1171,415,285,0,700,630,0,28,87,1,553,11,2,0,1,0,0,0,0,0,0,2,1,1,0,0,8,5,700
249,"NAGAR PALIKA PARISHAD KARYALAY R.N. 1",573,487,0,1060,401,285,0,686,620,0,17,76,206,333,12,0,0,0,1,2,0,2,1,2,1,1,2,1,10,15,4,686
250,"NAGAR PALIKA PARISHAD KARYALAY R.N.2",424,363,1,788,297,242,0,539,486,0,6,66,23,411,14,1,1,3,0,0,0,0,0,0,1,0,4,1,2,4,2,539
251,"GOVERMENT INTER COLLEGE R.N. 1",651,499,0,1150,384,240,0,624,562,0,9,112,40,424,14,0,1,0,0,1,0,0,3,0,3,3,7,0,1,2,4,624
252,"GOVERMENT INTER COLLEGE R.N.2",635,579,0,1214,417,305,0,722,650,0,9,32,12,632,16,0,0,0,0,0,1,0,2,0,1,1,0,0,1,12,3,722
253,"GOVERMENT INTER COLLEGE R.N. 3",546,441,0,987,310,217,0,527,474,0,17,35,30,420,9,1,1,0,1,0,0,0,0,2,2,1,2,0,0,5,1,527
254,"GOVERMENT INTER COLLEGE R.N. 4",415,355,0,770,288,204,0,492,443,0,4,51,107,298,10,2,0,0,5,2,0,0,2,0,2,4,2,0,0,1,2,492
255,"GOVERMENT INTER COLLEGE R.N.5",912,739,2,1653,584,424,0,1008,907,0,16,59,12,858,28,1,0,1,1,1,0,1,0,1,0,2,4,3,3,14,3,1008
256,"BLACK STONE H.M.S. R.N. 1",538,494,1,1033,327,285,0,612,551,0,21,57,20,478,13,0,0,4,0,3,0,1,3,2,0,1,0,0,1,6,2,612
257,"BLACK STONE H.M.S. R.N. 2",592,493,0,1085,368,272,0,640,576,0,28,21,20,541,9,2,0,0,1,2,0,0,4,1,3,1,2,0,3,1,1,640
258,"CLENSI INTER COLLEGE R.N. 1",787,763,0,1550,504,442,0,946,851,0,15,58,8,825,19,0,0,0,0,0,0,1,0,0,0,0,2,0,0,15,3,946
259,"CLENSI INTER COLLEGE R.N. 2",527,456,0,983,345,267,0,612,551,0,8,180,11,375,14,1,0,0,2,0,3,4,0,0,3,5,1,1,1,3,0,612
260,"CLENSI INTER COLLEGE R.N. 3",470,376,0,846,286,197,0,483,435,0,6,40,72,348,7,0,0,2,0,0,2,0,1,0,1,0,0,0,0,3,1,483
261,"SETH B.N. PODDAR INTER COLLEGE R.N. 1",538,475,0,1013,368,278,0,646,581,0,20,34,92,457,26,2,2,0,0,0,2,3,0,0,3,2,0,0,0,3,0,646
262,"SETH B.N. PODDAR INTER COLLEGE R.N. 2",567,526,0,1093,418,326,0,744,670,0,67,57,10,564,18,2,0,5,1,0,1,1,2,1,1,1,1,0,1,8,3,744
263,"SETH B.N. PODDAR INTER COLLEGE R.N. 3",259,182,0,441,131,75,0,206,185,0,4,26,8,154,7,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,206
264,"SETH B.N. PODDAR INTER COLLEGE R.N. 4",585,472,1,1058,392,247,0,639,575,0,49,85,20,442,16,0,0,1,1,1,1,4,1,1,0,7,3,2,0,4,1,639
265,"SETH B.N. PODDAR INTER COLLEGE R.N. 5",674,573,0,1247,390,271,0,661,595,0,18,99,4,506,12,1,0,2,0,1,0,1,0,1,0,0,8,1,0,6,1,661
266,"SETH B.N. PODDAR INTER COLLEGE R.N.  6",522,436,0,958,317,208,0,525,473,0,24,68,102,288,13,0,0,1,0,3,0,0,1,2,1,1,4,2,3,11,1,525
267,"SETH B.N. PODDAR INTER COLLEGE R.N. 7",490,429,0,919,306,258,0,564,508,0,11,96,273,154,9,2,1,0,0,4,0,2,0,1,2,0,2,2,0,3,2,564
268,"RASIK PRIMARY SCHOOL SADARBAZAR R.N. 1",585,453,1,1039,372,286,0,658,592,0,19,127,6,459,22,5,1,0,1,0,0,1,1,0,1,0,3,2,1,5,4,658
