"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY AGRAWAL","2 - PRAVESH SINGH","3 - SONIA GANDHI","4 - ARCHANA SRIVASTAVA","5 - ANJU SINGH","6 - KIRAN CHAUDHARI","7 - KAILASH KUMAR","8 - JAWAHAR LAL","9 - MOHAMMAD ASHRAF","10 - RATIRAM","11 - SHIV SEWAK","12 - SAHAR NAQVI","13 - SURESH CHANDRA","14 - PRAMOD KUREEL","15 - MANGAL SAIN","16 - SHAKIL AHAMAD","17 - SAHADAT ALI KHAN","18 - None of the Above","Total Votes Secured"
190,KORIHAR,522,464,0,986,207,235,0,442,403,0,86,98,242,4,0,0,0,0,0,0,0,1,1,0,3,4,2,1,442
191,KORIHAR,726,650,0,1376,328,320,0,648,603,0,93,80,427,8,2,3,3,0,0,2,6,3,1,8,3,8,0,1,648
192,KORIHAR,712,632,0,1344,342,291,0,633,616,0,127,10,450,5,4,2,4,3,2,3,0,1,3,3,4,7,4,1,633
193,"PURE ASHARAM MAJRE KORIHAR",463,398,0,861,181,222,0,403,402,0,26,35,301,12,6,1,3,2,3,1,1,0,1,1,1,2,1,6,403
194,"SHIVMANGAL KHEDA MAJRE SATANV",242,194,0,436,118,82,0,200,190,0,71,2,111,2,2,1,4,1,0,0,0,0,2,1,0,2,0,1,200
195,SATANV,640,530,0,1170,362,264,0,626,609,0,136,67,367,5,0,3,0,1,2,2,3,2,6,11,4,10,2,5,626
196,SATANV,443,367,0,810,198,159,0,357,322,0,126,9,213,1,0,0,0,1,0,0,0,0,1,0,0,1,2,3,357
197,SATANV,448,382,0,830,235,222,0,457,436,0,150,28,253,8,1,0,0,1,1,0,0,0,1,2,2,3,6,1,457
198,SATANV,772,658,0,1430,330,355,0,685,670,0,104,59,464,5,3,1,3,1,6,2,1,2,4,11,7,7,2,3,685
199,"KODAR MAJRE SATANV",530,440,0,970,170,305,0,475,442,0,77,8,359,3,2,0,1,0,1,1,0,3,2,7,4,4,1,2,475
200,"ONAI PAHADPUR",886,729,0,1615,554,337,0,891,856,0,150,26,649,9,9,4,2,3,4,3,2,3,4,6,5,7,1,4,891
201,"ONAI PAHADPUR",237,194,0,431,118,111,0,229,217,0,35,2,178,3,0,0,2,0,0,0,3,0,0,1,0,3,1,1,229
202,"ONAI PAHADPUR",816,722,0,1538,379,392,0,771,760,0,147,24,552,11,3,1,2,1,0,1,2,2,3,6,1,5,5,5,771
203,"GADI DOOLARAI",498,411,0,909,284,221,0,505,495,0,273,28,169,6,0,2,3,5,1,0,0,0,2,3,1,3,8,1,505
204,BARDAR,528,436,0,964,204,169,0,373,364,0,50,18,278,3,1,2,8,0,0,2,0,1,0,6,1,2,0,1,373
205,BARDAR,595,532,0,1127,284,261,0,545,484,0,114,4,397,6,2,1,2,1,2,2,0,1,3,4,2,3,0,1,545
206,BARDAR,493,426,0,919,153,236,0,389,381,0,24,58,269,6,1,3,1,1,1,0,0,2,1,7,4,7,0,4,389
207,BARDAR,627,519,0,1146,214,210,0,424,410,0,31,8,335,6,2,2,10,1,3,3,0,4,3,6,3,4,2,1,424
208,GOJHARI,550,446,0,996,265,253,0,518,510,0,100,9,366,9,0,1,0,0,0,0,0,3,1,15,1,1,6,6,518
209,"BELAHAUMAU MAJRE GOJHARI",571,483,0,1054,259,231,0,490,481,0,205,24,236,3,0,1,1,0,2,2,0,5,2,3,1,4,0,1,490
210,"BAKHARI MAJRE GOJHARI",775,629,0,1404,293,256,0,549,527,0,172,4,349,1,0,0,2,3,1,2,0,1,4,3,2,2,0,3,549
211,"DILIPSHAH KHEDA M. GOJHARI",256,214,0,470,132,144,0,276,268,0,43,18,191,5,2,0,1,2,2,0,0,0,1,4,1,3,0,3,276
212,"SWAMI MKHEDA MAJRE KRISHNAPUR TALA",873,746,1,1620,338,283,0,621,600,0,127,28,421,9,3,3,1,1,0,2,0,1,5,3,5,3,2,7,621
213,"KANDOORI MAJRE KRISHNA TALA",357,299,0,656,161,199,0,360,345,0,17,14,315,4,2,0,1,0,0,1,0,0,2,2,0,0,0,2,360
214,"KHAGIYA KHEDA MAJRE KONSHA",461,372,0,833,213,217,0,430,405,0,78,3,319,5,1,1,0,0,0,2,1,1,3,8,1,4,2,1,430
215,"KHAGIYA KHEDA MAJRE KONSHA",408,333,0,741,146,166,0,312,300,0,16,10,266,1,0,3,0,0,0,2,2,3,1,3,0,4,1,0,312
216,KONSHA,253,225,0,478,124,113,0,237,227,0,91,5,121,8,2,0,0,2,0,0,1,0,1,0,0,3,0,3,237
217,KONSHA,366,299,0,665,157,134,0,291,288,0,117,3,147,1,2,1,0,1,1,0,1,1,1,2,3,5,1,4,291
218,KONSHA,617,523,0,1140,204,168,0,372,342,0,65,41,245,2,0,0,1,0,0,1,1,5,2,5,2,1,0,1,372
219,"BAND MAJRE KONSHA",374,313,0,687,163,151,0,314,311,0,109,33,159,2,1,0,0,3,0,1,0,0,0,1,1,1,1,2,314
220,AGHAURA,635,544,0,1179,295,300,0,595,595,0,170,37,331,6,4,0,1,1,1,5,3,4,3,5,3,10,3,8,595
221,"SANRAI UMAR",827,660,0,1487,298,264,0,562,530,0,89,56,377,7,3,1,3,0,2,4,0,2,2,4,3,6,2,1,562
222,"DIGHAURA SOMMAU",857,664,0,1521,413,349,0,762,748,0,226,44,432,10,2,1,0,1,2,2,1,1,3,9,2,15,4,7,762
223,"DIGHAURA SOMMAU",439,383,0,822,210,164,0,374,350,0,103,37,189,3,3,0,7,1,1,2,0,2,1,3,3,8,2,9,374
224,"NANDA KHEDA",512,406,0,918,308,292,0,600,600,0,144,25,359,16,2,5,20,2,1,1,0,1,1,4,0,1,11,7,600
225,"TERA BARAULA",495,410,0,905,248,206,0,454,445,0,79,70,258,3,3,6,1,1,2,3,1,2,4,5,2,3,2,9,454
226,"TERA BARAULA",536,458,0,994,282,230,0,512,494,0,212,93,158,3,1,10,10,2,1,0,1,1,1,4,3,6,3,3,512
227,"MADAN TOOSI",362,309,0,671,210,178,0,388,381,0,81,7,277,2,1,1,8,3,0,1,1,0,0,3,0,2,1,0,388
228,UFARAPUR,688,563,0,1251,357,248,0,605,598,0,136,20,402,9,1,0,6,0,1,0,1,0,3,2,4,4,12,4,605
229,PASHCHIMGANV,688,610,0,1298,343,294,0,637,637,0,133,134,314,5,3,3,18,1,1,0,3,1,1,6,2,7,3,2,637
230,PASHCHIMGANV,458,336,0,794,250,191,0,441,438,0,60,55,312,2,0,0,0,1,1,0,0,1,2,2,2,3,0,0,441
231,PASHCHIMGANV,803,690,0,1493,496,385,0,881,875,0,225,113,477,6,3,2,2,2,0,1,3,2,4,12,5,6,7,11,881
232,"JOHWA HISAR",516,426,0,942,302,304,0,606,606,0,171,51,348,4,5,5,0,1,2,0,2,2,2,2,0,4,4,3,606
233,"BALIYAKHEDA M. JOHVASHARKI",389,344,0,733,198,168,0,366,360,0,62,27,190,6,8,3,45,1,1,1,1,0,0,5,4,8,3,1,366
234,"PAHRA KHEDA M. JOHWASHARKI",493,414,0,907,311,220,0,531,501,0,33,47,220,4,1,5,210,0,1,0,1,0,2,3,2,0,1,1,531
235,"JOHWA SHARKI",589,499,0,1088,276,272,0,548,528,0,57,72,351,6,3,1,27,3,2,2,0,1,4,9,2,6,1,1,548
236,"JOHWA SHARKI",697,653,0,1350,378,347,0,725,685,0,217,70,402,5,3,4,10,0,1,0,1,3,0,1,2,3,1,2,725
237,"JOHWA SHARKI",684,571,0,1255,326,299,0,625,610,0,88,22,455,6,2,2,4,1,1,1,3,1,7,12,6,13,0,1,625
238,"JOHWA SHARKI",492,411,0,903,291,186,0,477,477,0,62,86,257,7,2,5,22,0,1,2,1,0,14,2,2,3,2,9,477
239,"RAMPUR M. JOHWASHARKI",300,231,0,531,177,149,0,326,310,0,29,74,196,3,2,1,3,0,1,3,1,5,1,2,1,0,3,1,326
240,"DOOLAMPUR M. SERI",370,314,0,684,202,171,0,373,350,0,80,45,235,4,1,0,4,0,0,0,1,0,1,0,0,1,0,1,373
241,SERI,345,282,0,627,174,162,0,336,336,0,42,63,205,5,1,3,3,1,0,1,1,2,0,6,1,2,0,0,336
242,"PURE GAJA SINGH M. DATAULI",652,578,0,1230,323,245,0,568,553,0,100,35,374,4,2,1,28,1,4,2,0,1,3,5,4,3,0,1,568
243,"PURE LASODHAI M. KAKKEPUR",274,233,0,507,105,102,0,207,187,0,35,16,102,2,0,3,41,0,2,1,1,0,1,2,0,1,0,0,207
244,PAIDEPUR,526,475,0,1001,292,312,0,604,587,0,165,53,297,16,3,11,27,2,2,1,0,2,7,3,2,3,4,6,604
245,"MOHAMMADPUR DIGHAURA",300,253,0,553,149,134,0,283,280,0,41,71,149,5,2,3,0,0,2,0,0,1,0,2,4,1,0,2,283
246,SYOTHI,586,473,0,1059,292,247,0,539,539,0,137,26,335,7,0,1,2,1,1,1,0,4,0,4,4,5,5,6,539
247,SYOTHI,520,434,0,954,200,164,0,364,344,0,115,80,152,3,0,0,1,0,2,0,1,0,1,1,2,2,3,1,364
248,ITKUTI,321,290,0,611,150,186,0,336,330,0,62,23,203,5,1,3,5,2,1,0,2,2,2,4,6,5,6,4,336
249,TENGNA,217,204,0,421,104,88,0,192,171,0,117,6,57,0,0,0,0,1,0,0,0,1,0,1,0,3,5,1,192
250,"KHIJIRPUR KARAUNDI",571,512,0,1083,327,272,0,599,599,0,172,49,327,9,5,0,4,3,3,0,1,1,2,5,4,3,5,6,599
251,KAMALPUR,237,194,0,431,127,101,0,228,220,0,50,41,106,5,0,2,12,1,0,0,1,0,2,1,2,1,1,3,228
252,BALDUPUR,259,228,0,487,159,131,0,290,289,0,55,14,193,2,2,0,6,1,0,1,0,1,1,7,0,5,1,1,290
253,HASNAPUR,320,276,0,596,164,136,0,300,294,0,113,14,148,1,0,0,15,0,1,0,0,0,0,1,3,3,0,1,300
254,RANHWA,666,564,0,1230,332,271,0,603,592,0,156,33,374,6,3,1,1,1,1,0,0,2,5,5,6,3,1,5,603
255,RANHWA,643,573,0,1216,339,307,0,646,625,0,197,56,346,1,4,1,5,0,3,1,2,1,1,6,4,14,2,2,646
256,CHAKSUNDA,441,387,0,828,229,196,0,425,406,0,159,9,243,3,0,1,0,0,0,0,1,1,1,1,0,2,1,3,425
257,RUKNAPUR,373,310,0,683,198,163,0,361,352,0,117,53,168,1,1,0,1,1,2,0,0,0,2,5,5,2,2,1,361
258,SOHLIYA,610,488,0,1098,233,277,0,510,510,0,151,19,286,8,2,4,3,0,1,1,0,1,1,5,1,10,13,4,510
259,SIRSHA,288,243,0,531,123,122,0,245,207,0,25,10,189,2,1,0,3,0,0,0,0,1,2,7,2,2,1,0,245
260,PARA,804,639,0,1443,335,403,0,738,710,0,79,65,462,8,3,3,14,0,4,3,3,0,4,13,11,13,17,36,738
261,MAVAIYA,203,172,0,375,125,130,0,255,245,0,86,21,141,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,255
262,PADERA,535,435,0,970,232,226,0,458,435,0,124,61,249,3,1,0,1,0,3,1,0,1,2,2,0,8,1,1,458
263,PADERA,492,430,0,922,164,227,0,391,377,0,32,10,307,9,2,2,1,0,3,0,1,1,2,2,3,5,3,8,391
264,"AJMAT ULLA GANJ",625,540,0,1165,269,306,0,575,575,0,181,34,328,5,1,2,5,0,0,1,0,2,5,4,3,2,1,1,575
265,"AJMAT ULLA GANJ",320,255,0,575,123,103,0,226,218,0,26,50,133,4,3,0,1,0,0,0,0,0,0,2,1,2,1,3,226
266,CHAUHANIYA,486,385,0,871,292,233,0,525,510,0,69,109,326,2,1,1,3,2,1,0,0,0,1,2,1,1,0,6,525
267,KANKHARA,262,223,0,485,112,120,0,232,218,0,54,18,133,2,3,0,6,2,0,0,3,1,0,1,0,8,0,1,232
268,"CHAKHILAL GANJ",673,567,0,1240,347,291,0,638,634,0,191,38,378,4,0,2,1,1,1,1,1,0,3,2,4,9,0,2,638
269,FARIDPUR,337,275,0,612,208,208,0,416,409,0,135,33,202,5,1,1,1,0,2,2,0,1,2,6,2,8,8,7,416
270,BARGADHA,377,345,0,722,206,224,0,430,430,0,243,18,146,4,3,1,0,0,0,0,1,0,3,1,2,3,4,1,430
271,HILALGANJ,330,302,0,632,179,177,0,356,346,0,70,59,205,2,1,1,3,1,1,1,1,2,0,2,3,4,0,0,356
272,"ROOPKHEDA MAJRE HIDIN",579,477,0,1056,278,298,0,576,240,0,86,103,344,4,1,5,2,1,1,0,4,2,9,4,3,2,2,3,576
273,"ROOPKHEDA MAJRE HIDIN",466,441,0,907,256,257,0,513,483,0,140,57,271,8,1,3,8,1,0,1,0,4,6,3,5,1,2,2,513
274,KANHAT,214,202,0,416,138,114,0,252,252,0,29,16,185,3,0,0,8,0,0,0,0,4,0,0,1,5,1,0,252
275,PYAREPUR,736,590,0,1326,388,345,0,733,733,0,208,86,378,5,6,2,1,3,1,4,5,2,5,7,9,5,4,2,733
276,BALA,554,484,0,1038,292,299,0,591,570,0,111,45,363,6,0,1,2,2,1,2,6,6,2,17,5,15,3,4,591
277,BALA,713,625,0,1338,296,224,0,520,483,0,26,23,431,4,1,0,5,1,2,0,0,1,2,8,2,5,1,8,520
278,"MAJHIGANVA HARDOI",389,358,0,747,186,231,0,417,402,0,50,119,225,5,2,1,3,0,1,2,1,0,3,1,2,0,0,2,417
279,"MALIKPUR BARNA",266,257,0,523,119,191,0,310,310,0,32,19,242,4,3,0,1,0,0,0,0,0,4,4,0,1,0,0,310
280,"GUNAVAR KAMANGPUR",660,588,0,1248,340,310,0,650,630,0,138,219,240,2,1,3,1,3,3,2,2,2,3,10,9,9,2,1,650
281,"PIDARI SARGAHI",488,422,0,910,295,253,0,548,522,0,170,21,303,13,1,4,5,2,0,1,2,2,3,5,6,4,3,3,548
282,"SALEEMPUR KHAS",539,488,0,1027,330,276,0,606,590,0,115,69,372,2,1,0,0,0,3,1,3,4,2,10,2,19,1,2,606
283,SHOBHAPUR,426,354,0,780,257,238,0,495,478,0,61,102,296,6,5,1,1,0,0,0,1,1,1,8,3,5,1,3,495
284,HARCHANDPUR,765,670,0,1435,449,414,0,863,836,0,186,28,617,9,0,4,2,1,0,1,1,1,1,10,0,1,1,0,863
285,HARCHANDPUR,641,542,0,1183,348,300,0,648,625,0,165,60,370,5,3,2,1,5,2,2,0,3,2,8,8,7,1,4,648
286,KANDAURA,742,646,0,1388,498,383,0,881,869,0,290,11,547,4,1,3,2,0,3,2,2,1,1,2,3,4,3,2,881
287,KANDAURA,662,583,0,1245,373,283,0,656,635,0,210,56,336,11,1,3,7,3,1,0,1,3,3,1,4,11,1,4,656
288,"TERI MANIYA TIKAR",381,341,0,722,239,195,0,434,414,0,82,55,248,2,2,3,1,0,2,0,0,5,2,7,7,9,8,1,434
289,CHATAIYA,440,387,0,827,262,205,0,467,450,0,79,26,334,3,2,3,8,0,0,0,0,1,2,0,1,3,1,4,467
290,KATHVARA,554,456,0,1010,289,181,0,470,459,0,93,39,294,1,3,14,5,1,0,1,3,0,3,2,2,7,1,1,470
291,KATHVARA,572,493,0,1065,280,213,0,493,459,0,76,64,296,16,0,2,2,1,4,2,3,2,5,3,6,8,1,2,493
292,KATHVARA,627,512,0,1139,304,217,0,521,489,0,142,30,308,13,2,4,1,3,1,1,1,1,1,1,4,5,3,0,521
293,MAHMADMAU,361,309,0,670,184,163,0,347,320,0,59,55,197,3,2,3,2,2,1,2,2,5,3,2,2,3,0,4,347
294,GOOLUPUR,669,507,1,1177,375,313,0,688,680,0,188,36,363,15,5,6,3,5,4,3,0,2,6,4,9,15,9,15,688
295,GOOLUPUR,526,455,0,981,226,176,0,402,356,0,34,24,297,9,3,3,6,1,1,0,0,2,2,3,3,7,6,1,402
296,ADOVAR,541,454,0,995,276,196,0,472,455,0,115,61,263,7,2,4,0,0,1,0,2,2,0,5,3,4,0,3,472
297,"LALOOPUR KHAS",574,485,0,1059,328,320,0,648,600,0,59,68,479,12,3,1,1,0,0,3,1,2,2,4,5,4,0,4,648
298,"MAJHIGANVA KARAN",723,576,0,1299,361,348,0,709,589,0,129,83,436,5,3,5,0,3,1,0,2,3,1,9,8,15,1,5,709
299,"MAJHIGANVA KARAN",528,470,0,998,298,264,0,562,467,0,139,83,301,7,0,1,1,0,0,1,0,1,4,7,5,9,1,2,562
300,KASOKHAS,470,448,0,918,307,266,0,573,550,0,94,44,403,1,1,5,5,0,1,1,3,0,4,4,1,6,0,0,573
301,KASOKHAS,703,582,0,1285,360,235,0,595,562,0,52,35,464,12,3,1,1,1,3,0,1,0,1,8,3,7,1,2,595
302,HILGI,306,274,0,580,183,178,0,361,273,0,28,11,282,9,2,1,0,0,4,3,0,2,3,4,4,4,0,4,361
303,CHAUPURA,365,334,0,699,258,220,0,478,461,0,114,86,234,6,1,1,2,0,0,2,2,0,0,2,8,5,5,10,478
304,SARANVA,439,410,0,849,263,190,0,453,422,0,79,33,314,3,0,1,0,0,2,4,1,0,3,3,5,3,2,0,453
305,SARANVA,287,242,0,529,164,131,0,295,284,0,20,51,200,2,0,2,3,1,0,1,0,1,3,4,2,5,0,0,295
306,CHAKLOHARAHAR,237,215,0,452,163,133,0,296,272,0,31,28,215,6,0,0,0,1,0,0,0,1,1,1,5,3,2,2,296
307,SHORA,826,666,0,1492,421,350,0,771,749,0,128,92,492,8,1,2,10,3,1,0,1,4,2,6,11,6,2,2,771
308,SHORA,580,538,0,1118,236,365,0,601,601,0,181,42,357,5,0,0,1,0,1,0,1,1,1,2,2,2,4,1,601
309,TANDA,496,439,0,935,327,265,0,592,580,0,61,51,440,14,2,1,2,2,2,0,0,1,1,2,3,3,2,5,592
310,DIDAULI,576,502,0,1078,470,185,0,655,610,0,175,14,426,6,3,1,4,0,2,1,2,1,1,2,3,4,3,7,655
311,"GADI KHAS",549,488,0,1037,366,329,0,695,695,0,68,21,540,16,3,2,2,2,1,0,2,1,2,5,2,8,11,9,695
312,MUBARAKPUR,449,417,0,866,302,281,0,583,583,0,62,155,320,10,4,1,0,1,0,0,0,2,5,7,8,5,0,3,583
