"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAYA PRADA NAHATA","2 - KUNWAR BHARTENDRA","3 - MALOOK NAGAR","4 - SHAHNAWAZ RANA","5 - UDAY ALIES UDAYVEER","6 - GAURAV","7 - PARVEZ AQIL","8 - MOHAMAD ADEEB","9 - MOHAMMAD MOOSA","10 - UMESH ALIES PANI","11 - KAMAL","12 - GAJRESH KUMAR","13 - None of the Above","Total Votes Secured"
165,"JUNIOR HIGH SCHOOL ROOM NO-1, SAMBHALHEDA",496,399,0,895,290,253,0,543,500,0,3,236,62,231,2,2,0,2,0,1,0,2,2,543
166,"JUNIOR HIGH SCHOOL ROOM NO-2, SAMBHALHED",514,427,0,941,284,253,0,537,535,0,2,196,131,192,2,1,0,2,0,2,3,2,4,537
167,"JUNIOR HIGH SCHOOL ROOM NO-3, SAMBHALHED",508,404,0,912,350,284,0,634,587,0,2,38,28,539,3,0,0,0,11,4,1,1,7,634
168,"JUNIOR HIGH SCHOOL ROOM NO-4, SAMBHALHED",491,392,0,883,288,233,0,521,492,0,2,58,12,429,8,0,0,1,2,1,0,1,7,521
169,"PRATHMIK PATHSHALA NAYABHAWAN ROOM NO. 1, SAMBHALHEDA",427,352,0,779,282,245,0,527,527,0,0,154,51,274,4,0,1,0,40,2,0,1,0,527
170,"PRATHMIK PATHSHALA NAYABHAWAN ROOM NO. 2, SAMBHALHEDA",437,415,0,852,289,281,0,570,530,0,3,78,105,334,1,0,0,0,43,0,2,0,4,570
171,"PRATHMIK PATHSHALA NAYABHAWAN ROOM NO. 2, SAMBHALHEDA",691,624,0,1315,496,461,0,957,950,0,7,372,94,362,5,4,2,1,90,4,3,2,11,957
172,"MAHARSHI DAYANAND INTER COLLAGE, ROOM NO.1, JADVAD",635,491,0,1126,457,366,0,823,720,0,7,637,172,2,1,0,0,0,0,1,1,0,2,823
173,"MAHARSHI DAYANAND INTER COLLAGE, ROOM NO.2, JADVAD",563,471,0,1034,430,341,0,771,771,0,0,572,191,3,0,0,0,1,0,0,1,1,2,771
174,"PRATHMIK SCHOOL , KATIYA",755,598,0,1353,574,431,0,1005,1004,0,4,769,196,15,1,0,0,0,1,1,3,8,7,1005
175,"PRATHMIK SCHOOL,ROOM NO.1, TANDEDHA",501,437,0,938,413,334,0,747,745,0,10,439,41,240,5,1,0,0,1,1,0,3,6,747
176,"PRATHMIK SCHOOL ROOM NO.3, TANDEDHA",527,438,0,965,422,325,0,747,726,0,0,407,31,248,1,0,0,0,51,2,1,1,5,747
177,"PRATHMIK SCHOOL ROOM NO.2, TANDEDHA",464,440,1,905,357,300,0,657,656,0,2,309,63,272,1,0,0,0,8,1,0,0,1,657
178,"PRATHMIK SCHOOL ROOM NO.4, TANDEDHA",482,415,0,897,357,322,0,679,678,0,4,365,24,268,0,1,0,0,15,0,0,2,0,679
179,"PRATHMIK SCHOOL NO.2, ROOM NO.2, TANDEDHA",574,468,0,1042,350,308,0,658,658,0,4,167,152,307,3,2,0,0,18,2,1,1,1,658
180,"PRATHMIK SCHOOL ROOM NO.1, NIZAMPUR",620,488,0,1108,489,389,0,878,876,0,1,432,432,7,0,1,0,1,0,1,2,1,0,878
181,"PRATHMIK SCHOOL ROOM NO.2, NIZAMPUR",722,569,0,1291,544,433,0,977,960,0,1,510,22,414,0,0,0,1,20,2,2,3,2,977
182,"JUNIOR HIGH SCHOOL,EAST PART, KASAMPUR KHOLA",461,356,0,817,376,256,0,632,619,0,4,386,222,9,1,1,0,0,1,0,3,2,3,632
183,"JUNIOR HIGH SCHOOL,WEST PART, KASAMPUR KHOLA",646,511,0,1157,482,338,0,820,820,0,1,375,398,20,1,1,0,2,1,5,3,9,4,820
184,"PRATHMIK PATHSHALA, KAILAPUR JASMOR",598,493,0,1091,500,369,0,869,869,0,2,672,164,24,0,0,0,0,1,2,2,2,0,869
185,"PRATHMIK PATHSHALA, ROOM NO.1, ISHAKWALA DEVAL MAJRA KAILAPUR JASMOR",569,509,0,1078,477,390,0,867,785,0,48,582,73,111,9,5,1,1,11,4,2,7,13,867
186,"PRATHMIK PATHSHALA ROOM NO.1, SHIVPURI",273,241,0,514,243,217,0,460,372,0,0,284,171,0,0,0,0,0,0,1,0,3,1,460
187,"PRATHMIK SCHOOL, ROOM NO. 1, SHIKHREDA",722,576,0,1298,497,412,0,909,909,0,2,421,360,114,1,0,0,2,1,2,1,2,3,909
188,"PRATHMIK PATHSHALA, ROOM NO.1, JAMALPUR BANGAR",238,194,0,432,170,141,0,311,233,0,0,196,113,0,0,1,0,0,0,0,0,0,1,311
189,"JUNIOR HIGH SCHOOL ROOM NO. 1, SIKANDERPUR",505,373,0,878,334,251,0,585,500,0,4,7,51,439,3,0,1,2,70,4,0,1,3,585
190,"JUNIOR HIGH SCHOOL ROOM NO. 2, SIKANDERPUR",404,337,0,741,259,202,0,461,291,0,3,8,33,358,6,1,1,3,38,1,0,3,6,461
191,"JUNIOR HIGH SCHOOL ROOM NO. 3, SIKANDERPUR",685,592,0,1277,493,376,0,869,869,0,6,20,130,663,8,1,0,3,15,5,4,1,13,869
192,"JUNIOR HIGH SCHOOL ROOM NO. 4, SIKANDERPUR",755,693,0,1448,517,495,0,1012,1012,0,2,72,326,579,2,4,2,0,11,1,3,4,6,1012
193,"PRATHMIK SCHOOL, ROOM NO. 1,MUJHEDA",773,657,0,1430,480,450,0,930,930,0,0,9,21,658,7,2,0,1,226,4,0,0,2,930
194,"PRATHMIK SCHOOL, ROOM NO. 2,MUJHEDA",700,538,1,1239,435,355,0,790,780,0,6,141,48,569,3,2,0,0,16,4,0,0,1,790
195,"HARIJAN CHAUPAL,VALIPURA, MUJHEDA",778,621,0,1399,554,414,0,968,968,0,11,182,35,696,8,4,3,1,8,2,3,5,10,968
196,"PRATHMIK KANYA PATHSHALA, VALIPURA,MUJHEDA",714,630,0,1344,497,438,0,935,718,0,2,112,254,550,2,1,0,0,4,5,2,1,2,935
197,"PRATHMIK SCHOOL, ROOM NO. 1, RASOOLPUR",492,407,0,899,416,343,0,759,759,0,8,382,229,122,0,0,0,0,0,0,4,3,11,759
198,"PRATHMIK SCHOOL, ROOM NO. 2, RASOOLPUR",678,597,0,1275,597,506,0,1103,1098,0,1,62,13,1007,5,1,1,0,3,0,4,1,5,1103
199,"PRATHMIK SCHOOL AAM ROOM NO. 1, MEERAPUR",431,307,0,738,306,196,0,502,502,0,2,35,24,425,1,0,0,0,12,1,0,1,1,502
200,"PRATHMIK SCHOOL AAM EXTRA ROOM MEERAPUR",465,393,1,859,278,266,0,544,540,0,4,120,277,119,3,0,2,1,0,2,9,1,6,544
201,"PRATHMIK SCHOOL AAM ROOM NO. 2, MEERAPUR",681,556,0,1237,418,338,0,756,756,0,1,25,15,691,4,1,0,5,6,1,1,0,6,756
202,"PRATHMIK SCHOOL AAM ROOM NO. 3, MEERAPUR",752,595,0,1347,466,351,0,817,500,0,7,149,19,620,1,2,0,1,3,2,2,4,7,817
203,"RAMLEELA BHAWAN ROOM NO. 1, MEERAPUR",878,664,0,1542,596,444,0,1040,1032,0,4,506,14,483,2,4,0,0,11,2,1,4,9,1040
204,"RAMLEELA BHAWAN ROOM NO. 2 , MEERAPUR",719,623,0,1342,481,417,0,898,850,0,7,525,23,321,4,1,0,1,11,1,0,0,4,898
205,"RAMLEELA BHAWAN ROOM NO.3 MEERUPUR",651,577,0,1228,569,389,0,958,953,0,10,582,3,353,2,0,0,0,0,3,0,2,3,958
206,"BASIC PRATHMAIK KANYA PATHSHALA ROOM NO.1 MEERUPUR",514,442,0,956,351,291,0,642,605,0,5,235,9,282,3,1,0,0,105,0,1,0,1,642
207,"BASIC PRATHMIC KANYA PATHSHALA ROOM NO.2 MEERPUR",677,609,0,1286,495,403,0,898,898,0,13,469,58,315,0,4,1,0,30,3,2,3,0,898
208,"SUKKHAN LAL ADERSH KANYA INTER COLLAGE ROOM NO.1 MEERAPUR",461,387,0,848,299,259,0,558,556,0,4,132,2,345,0,2,0,1,68,0,1,1,2,558
209,"SUKHAN LAL ADERSH KANYA INTER COOLAGE ROOM NO.2 MEERPUR",550,508,0,1058,359,328,0,687,685,0,1,94,9,455,1,0,1,2,121,1,0,1,1,687
210,"VASHYA DHARAMSHALA ROOM NO.1,MEERAPUR",794,690,1,1485,559,442,0,1001,366,0,7,668,9,305,2,5,0,0,0,2,0,2,1,1001
211,"VASHYA DHARAMSHALA ROOM NO.2, MEERAPUR",707,597,0,1304,494,444,0,938,926,0,2,582,15,324,2,2,0,3,3,1,1,1,2,938
212,"VASHAYA DHARAMSHALA ROOM NO.3, MEERAPUR",667,569,0,1236,451,377,0,828,825,0,7,260,103,449,3,0,0,0,2,2,1,1,0,828
213,"TOWN OFFICE  KA HALL ROOM NO.1, MEERAPUR",679,601,0,1280,462,391,0,853,849,0,17,721,104,4,0,2,0,0,0,1,1,2,1,853
214,"TOWN OFFICE KA HALL ROOM NO.2, MEERAPUR",785,646,0,1431,557,466,0,1023,953,0,3,462,24,525,3,0,1,0,3,0,0,2,0,1023
215,"PRATHMIK PATHSHALA NEW BHAWAN ROOM NO.1 KITHAUDA",781,609,0,1390,644,486,0,1130,800,0,4,10,154,928,10,4,2,0,1,6,0,3,8,1130
216,"PRATHMIK PATHSHALA NEW BHAWAN ROOM NO.2, KITHAUDA",624,513,1,1138,401,322,0,723,723,0,6,14,57,606,6,16,0,0,5,4,0,0,9,723
217,"FAIZAM JUNIOR HIGH SCHOOL ROOM NO.3, KITHAUDA",762,610,0,1372,550,456,0,1006,983,0,0,38,18,924,7,5,1,1,6,2,0,0,4,1006
218,"FAIZAM JUNIOR HIGH SCHOOL ROOM NO.4 KITHAUDA",627,488,1,1116,444,339,0,783,460,0,0,168,50,554,3,1,0,1,1,2,0,0,3,783
219,"PRATHMIK PATHSHALA ROOM NO 1 MUKKALAMPURA MAJRA KITHAUDA",465,363,0,828,367,271,0,638,620,0,5,260,343,19,0,0,0,0,1,3,1,0,6,638
220,"PRATHMIK PATHSHALA EXTRA ROOM MUKALAMPURA MAJRA KITHAUDA",396,367,0,763,316,290,0,606,601,0,5,421,98,61,0,2,2,2,0,4,1,7,3,606
221,"PRATHMIK SCHOOL ROOM NO.2 MUKKALAMPUR MAJRA KITHAUDA",556,475,0,1031,403,365,0,768,660,0,6,321,19,391,1,0,0,4,25,0,0,1,0,768
222,"PRATHMIK SCHOOL ROOM NO. 1 PUTTHI IBRAHIMPUR",679,562,0,1241,436,393,0,829,820,0,2,341,122,348,4,1,0,3,0,1,1,0,6,829
223,"PRATHMIK KANIYA PATHSHALA PUTTHI IBRAHIMPUR",779,671,0,1450,496,440,0,936,936,0,8,342,173,388,7,1,0,3,2,1,4,1,6,936
224,"PRATHMIK SCHOOL TIKAULA",311,262,0,573,245,219,0,464,463,0,4,428,26,1,0,0,1,0,0,1,1,1,1,464
225,"PRATHMIK PATHSHALA ROOM NO 1 MEEHMOODPUR MUNGAR",242,203,0,445,162,150,0,312,311,0,21,182,95,5,0,1,1,0,1,3,1,1,1,312
226,"PRATHMIK SCHOOL ROOM NO 2 SYALI",326,296,0,622,299,252,0,551,547,0,3,431,103,2,0,0,0,0,0,0,4,2,6,551
227,"PANCHAYATGHAR AHMADWALA AHMADWAL",284,223,0,507,178,130,0,308,307,0,18,186,20,72,0,3,1,0,0,0,6,1,1,308
228,"PRATHMIK PATHSHALA NEW BHAWAN JIWANPURI URF UJYALI KALA",362,288,0,650,317,236,0,553,404,0,5,456,78,7,1,2,0,0,0,0,0,4,0,553
229,"PRATHMIK SCHOOL HANSAWALA",333,281,0,614,286,243,0,529,355,0,2,375,141,0,0,0,0,0,0,2,0,5,4,529
230,"PRATHMIK SCHOOL ROOM NO 1 HUSAINPUR",557,532,0,1089,459,430,0,889,889,0,15,695,154,10,1,1,0,1,1,0,3,3,5,889
231,"PRATHMIK SCHOOL ROOM NO 2 HUSAINPUR",363,278,0,641,246,185,0,431,425,0,19,380,14,11,0,0,0,0,0,1,2,2,2,431
232,"PRATHMIK SCHOOL LALPUR",491,422,0,913,449,338,0,787,787,0,10,650,97,4,0,0,0,1,0,2,3,9,11,787
233,"PRATHMIK SCHOOL ROOM NO 1 JALALPUR NELLA",368,343,0,711,357,317,0,674,669,0,13,405,242,7,0,0,0,0,0,0,2,1,4,674
234,"PRATHMIK SCHOOL ROOM NO 2 NEW VILLAGE  MAJRA JALALPUR NEELA",439,325,0,764,338,240,0,578,487,0,7,81,431,31,2,8,0,0,0,4,8,1,5,578
235,"PRATHMIK SCHOOL, SAMANA URF RAMRAJ",736,614,0,1350,482,418,0,900,55,0,48,694,53,39,1,15,0,1,3,2,6,12,26,900
236,"PRATHMIK SCHOOL ROOM NO 1 HASAMPUR",664,552,0,1216,492,383,0,875,807,0,2,278,299,267,3,2,0,1,2,3,5,6,7,875
237,"PRATHMIK SCHOOL ROOM NO 2 HASAMPUR",752,623,0,1375,533,417,0,950,695,0,6,264,141,517,1,5,1,0,3,5,1,1,5,950
238,"PRATHMIK SCHOOL HALL ROOM HASAMPUR",690,559,0,1249,476,395,0,871,856,0,8,515,257,54,1,4,0,0,5,6,8,4,9,871
239,"PRATHMIK SCHOOL ROOM NO 1 KHEDI SARAY",548,469,0,1017,414,359,0,773,600,0,3,33,161,561,7,0,2,0,1,4,0,1,0,773
240,"PRATHMIK SCHOOL NEW ROOM KHEDI SARAY",477,447,0,924,355,378,0,733,535,0,0,244,88,395,3,0,0,0,0,1,1,0,1,733
241,"PRATHMIK SCHOOL ROOM NO 2 KHEDI SARAY",753,671,0,1424,543,489,0,1032,1004,0,19,783,88,135,0,0,0,1,1,2,1,1,1,1032
242,"PRATHMIK SCHOOL ROOM NO 1 BHUMMA",829,611,0,1440,613,410,0,1023,497,0,8,580,120,298,4,0,1,1,1,3,0,4,3,1023
243,"JUNIOR HIGH SCHOOL UTTARI BHAG BHUMMA",685,523,0,1208,534,399,0,933,933,0,19,588,255,54,2,0,0,0,5,3,1,4,2,933
244,"JUNIOR HIGH SCHOOL SOUTH SIDE BHUMMA",358,305,0,663,266,250,0,516,516,0,57,429,17,8,0,1,0,1,0,0,0,1,2,516
245,"PRATHMIK SCHOOL ROOM NO 1 NEW VILLAGE MAJRA BHUMMA",283,248,0,531,258,212,0,470,375,0,2,438,21,0,0,0,0,0,0,0,0,4,5,470
246,"PRATHMIK SCHOOL PURVI BHAG CHUDIYALA",599,548,0,1147,445,406,0,851,403,0,3,296,195,343,2,0,0,0,4,0,1,4,3,851
247,"PRATHMIK SCHOOL PASCHIMI BHAG CHUDHIYALA",611,515,0,1126,438,402,0,840,840,0,5,488,57,262,1,3,1,0,13,1,1,4,4,840
248,"PRATHMIK SCHOOL ROOM NO 1 NARSINGHPUR MAJRA CHUDIYALA",709,629,0,1338,501,476,0,977,976,0,5,503,12,390,3,5,0,0,50,2,2,1,4,977
249,"PRATHMIK SCHOOL ROOM NO 2 NARSINGHPUR MAJRA CHUDYALA",304,268,0,572,236,222,0,458,458,0,2,131,207,109,0,2,0,2,1,2,2,0,0,458
250,"PRATHMIK SCHOOL PURVI BHAG RAJPUR KALAN",514,418,0,932,421,381,0,802,796,0,70,718,8,5,0,0,0,0,1,0,0,0,0,802
251,"PRATHMIK SCHOOL PASCHAMI BHAG GHJPUR KALAN",495,394,0,889,381,289,0,670,654,0,44,602,12,10,0,0,0,1,0,0,0,1,0,670
252,"HARIJAN PANCHAYATI DHARMASHALA RAJPUR KALAN",338,279,0,617,270,230,0,500,481,0,11,459,26,0,1,1,0,1,0,0,0,0,1,500
253,"PRATHMIK SCHOOL TIRAULA",627,516,0,1143,549,385,0,934,580,0,69,860,3,0,1,0,0,0,0,0,0,1,0,934
254,"KANYA PATHSHALA TIRAULA",197,160,1,358,144,107,0,251,125,0,1,230,14,6,0,0,0,0,0,0,0,0,0,251
255,"VARUN SINGH SMARAK INTER COLLAGE ROOM NO 1 KUTUBPUR",512,453,0,965,417,335,0,752,733,0,23,541,3,176,4,4,0,1,0,0,0,0,0,752
256,"VARUN SINGH SMARAK INTER COLLAGE ROOM NO 2 KUTUBPUR",660,523,0,1183,516,408,0,924,892,0,3,144,20,732,7,0,0,0,1,2,5,2,8,924
257,"PRATHMIK SCHOOL KUTUBPUR",513,440,0,953,359,329,0,688,687,0,2,213,292,164,3,1,0,3,1,1,3,0,5,688
258,"PRATHMIK SCHOOL KASAMPUR BHUMMA",543,432,0,975,399,307,0,706,706,0,13,170,504,8,1,0,0,0,1,1,3,0,5,706
259,"PRATHMIK SCHOOL NAGLA KHEPPAD",669,543,0,1212,569,432,0,1001,990,0,5,613,376,1,0,1,0,0,0,1,2,1,1,1001
260,"PRATHMIK SCHOOL ROOM NO 1 SARBRAHAPUR URF TURHADI",462,383,0,845,345,271,0,616,607,0,54,423,127,9,0,0,0,0,0,2,1,0,0,616
261,"PRATHMIK SCHOOL ROOM NO 2 SARBRHAPUR URF TURHADI",653,446,0,1099,484,351,0,835,772,0,11,94,100,596,3,1,0,1,20,4,0,4,1,835
262,"PRATHMIK SCHOOL NOONIKHEDA",358,304,0,662,293,224,0,517,457,0,15,417,67,8,0,0,0,0,0,1,5,2,2,517
263,"PRATHMIK SCHOOL ROOM NO 1 SOHAJANI",487,420,0,907,331,315,0,646,646,0,46,396,165,37,0,0,0,0,0,0,0,2,0,646
264,"PRATHMIK SCHOOL ROOM NO 2 SOHAJANI",390,348,1,739,286,235,0,521,409,0,42,472,5,0,1,0,0,0,0,0,0,1,0,521
265,"PRATHMIK SCHOOL BHADARPUR URF MANFODA",723,561,0,1284,559,428,0,987,980,0,207,621,120,14,1,1,1,2,1,3,1,7,8,987
266,"PRATHMIK PATHSHALA N 3 ROOM NO 3 GHATYAN UTTRI",564,482,0,1046,413,340,0,753,730,0,111,608,8,21,0,0,0,1,0,0,0,3,1,753
267,"PRATHMIK KANNYA PATHSHALA GHATYAN UTTRI GHATYAN",542,442,0,984,336,268,0,604,602,0,34,262,285,2,3,0,1,0,0,3,4,1,9,604
268,"PRATHMIK PATHSALA GHATYAN DAKSANI",660,556,0,1216,570,431,0,1001,1001,0,65,928,2,2,0,0,0,0,1,1,0,1,1,1001
