"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
157,"J.H. SCHOOL RAMNAGAR KEVA TALIYA ROOM NO 1",880,757,0,1637,457,395,0,852,100,0,65,507,104,115,2,4,5,0,2,0,6,4,10,6,14,8,852
158,"J.H. SCHOOL RAMNAGAR KEVATALIYA ROOM NO 2",684,543,1,1228,343,324,0,667,23,0,149,325,97,68,1,0,1,3,0,0,2,2,5,2,7,5,667
159,"PRIMARY SCHOOL DHARAMPUR ROOM NO 1",790,659,0,1449,465,377,0,842,1,0,29,482,143,131,2,4,3,2,2,8,3,2,7,4,9,11,842
160,"PRIMARY SCHOOL DHARAMPUR ROOM NO 2",853,686,0,1539,465,425,0,890,890,0,41,524,123,166,4,4,2,0,0,2,3,0,3,5,5,8,890
161,"PRIMARY SCHOOL AALAMCHAK ROOM NO 1",541,476,0,1017,274,339,0,613,6,0,9,240,124,206,2,1,2,1,2,9,1,2,2,4,3,5,613
162,"PRIMARY SCHOOL AALAMCHAK ROOM NO 2",426,329,0,755,261,203,0,464,10,0,5,178,106,167,0,0,1,0,2,1,0,1,0,2,0,1,464
163,"PRIMARY SCHOOL MAHAWANKHOR  ROOM NO 1",593,510,0,1103,345,280,0,625,625,0,44,398,127,12,1,0,3,1,3,5,1,1,6,7,9,7,625
164,"PRIMARY SCHOOL MAHAWANKHOR  ROOM NO 2",437,359,0,796,270,203,0,473,171,0,6,81,169,186,5,2,4,0,1,2,1,2,6,5,0,3,473
165,"PRIMARY SCHOOL KALYANPUR ROOM NO 1",613,524,0,1137,336,268,0,604,428,0,17,284,113,147,3,0,5,1,1,6,0,4,3,8,4,8,604
166,"PRIMARY SCHOOL KALYANPUR ROOM NO 2",597,488,0,1085,315,280,0,595,2,0,17,204,136,179,3,3,5,5,5,4,5,6,6,3,4,10,595
167,"PRIMARY SCHOOL KALYANPUR ROOM NO 3",504,409,0,913,285,257,0,542,16,0,9,165,112,205,4,0,5,1,1,4,2,1,5,5,7,16,542
168,"PRIMARY SCHOOL AKATAHAWA",680,593,0,1273,408,351,0,759,50,0,10,405,125,186,5,1,4,0,2,4,0,0,7,1,5,4,759
169,"PRIMARY SCHOOL JUNGLE AGAHI ROOM NO 1",671,516,0,1187,481,340,0,821,821,0,8,154,542,94,3,0,1,0,0,1,0,1,2,6,2,7,821
170,"PRIMARY SCHOOL JUNGLE AGAHI ROOM NO 2",433,336,0,769,284,216,0,500,230,0,13,121,264,79,1,1,5,0,1,0,1,1,2,4,1,6,500
171,"PRIMARY SCHOOL JUNGLE AGAHI ROOM NO 3",581,414,0,995,358,244,0,602,103,0,5,158,313,92,1,2,3,1,2,3,0,2,5,3,3,9,602
172,"PRIMARY SCHOOL JUNGLE AGAHI ROOM NO 4",410,299,0,709,243,194,0,437,437,0,2,55,241,122,1,1,4,0,3,0,1,1,1,1,1,3,437
173,"PRIMARY SCHOOL BUDHELI ROOM NO 1",531,396,0,927,270,168,0,438,93,0,14,188,99,126,0,1,1,0,0,0,0,0,2,2,4,1,438
174,"PRIMARY SCHOOL BUDHELI ROOM NO 2",449,354,0,803,226,198,0,424,5,0,7,102,125,173,1,0,3,0,0,0,1,0,3,3,3,3,424
175,"PRIMARY SCHOOL BUDHELI ROOM NO 3",500,414,0,914,266,214,0,480,14,0,5,149,14,269,1,2,11,0,0,1,2,3,11,4,2,6,480
176,"PRIMARY SCHOOL BHABHAUR ROOM NO 1",784,644,0,1428,377,303,0,680,28,0,13,399,127,96,2,0,2,1,4,3,2,1,3,9,6,12,680
177,"PRIMARY SCHOOL BHABHAUR ROOM NO 2",762,621,0,1383,368,319,0,687,47,0,12,416,201,40,2,1,3,0,1,2,1,2,0,1,3,2,687
178,"PRIMARY SCHOOL VISTAULI",825,616,0,1441,502,402,0,904,2,0,29,582,125,140,2,2,2,1,0,1,0,0,3,5,5,7,904
179,"V S I.C SARAHARI ROOM.NO.1",879,671,0,1550,461,359,0,820,50,0,20,541,210,37,0,1,0,1,0,5,0,0,1,2,2,0,820
180,"V S I.C SARAHARI ROOM.NO.2",695,591,0,1286,383,260,0,643,4,0,12,297,143,141,1,2,4,2,0,2,1,8,10,5,6,9,643
181,"V S I.C SARAHARI ROOM.NO.4",463,371,0,834,208,190,0,398,8,0,13,145,115,105,1,3,1,1,0,0,2,1,1,3,1,6,398
182,"V S I.C SARAHARI ROOM.NO.5",815,695,0,1510,412,334,0,746,62,0,14,178,223,301,2,1,9,1,1,2,0,2,4,4,1,3,746
183,"PRIMARY SCHOOL LAKSHAMIPUR ROOM NO 1",659,557,0,1216,394,316,0,710,710,0,18,390,246,26,1,1,0,1,3,1,2,1,3,7,3,7,710
184,"PRIMARY SCHOOL LAKSHAMIPUR ROOM NO 2",417,348,0,765,207,171,0,378,1,0,7,195,99,65,0,1,3,0,0,2,0,1,2,2,0,1,378
185,"PRIMARY SCHOOL LAKSHAMIPUR ROOM NO 3",622,513,0,1135,349,308,0,657,1,0,12,275,295,46,1,2,0,0,1,1,1,0,7,2,5,9,657
186,"PRIMARY SCHOOL MAKHNAHA ROOM NO 1",648,506,0,1154,426,338,0,764,1,0,17,306,242,184,2,0,4,2,0,0,0,2,2,2,0,1,764
187,"PRIMARY SCHOOL MAKHNAHA ROOM NO 2",835,666,0,1501,487,378,0,865,36,0,17,386,301,121,3,7,4,3,2,3,3,1,4,4,5,1,865
188,"PRIMARY SCHOOL BAGHIBHARI   ROOM NO 1",549,482,0,1031,300,272,0,572,12,0,30,348,123,43,1,7,1,0,1,1,0,1,5,3,2,6,572
189,"PRIMARY SCHOOL BAGHIBHARI ROOM NO 2",419,366,0,785,241,228,0,469,466,0,22,160,134,137,2,1,4,0,0,0,0,0,3,2,2,2,469
190,"J.H. SCHOOL SAHABGANJ FIRST ROOM NO 1",829,674,1,1504,359,268,0,627,627,0,38,289,153,118,0,15,3,0,0,4,0,0,2,2,0,3,627
191,"J.H. SCHOOL SAHABGANJ FIRST ROOM NO 2",783,613,0,1396,340,287,0,627,627,0,69,316,130,81,0,13,3,0,1,4,0,1,1,1,3,4,627
192,"J.H. SCHOOL SAHABGANJ FIRST ROOM NO 3",464,410,1,875,306,211,0,517,17,0,11,460,22,16,0,0,1,1,0,3,0,0,1,0,1,1,517
193,"J.H. SCHOOL SAHABGANJ FIRST ROOM NO 4",848,635,0,1483,375,261,0,636,85,0,20,508,85,12,1,1,0,1,0,2,0,0,3,2,1,0,636
194,"PRIMARY SCHOOL SAHABGANJ NEW BILDING 1",667,557,0,1224,383,266,0,649,125,0,17,414,174,28,0,8,0,0,0,4,0,1,0,1,0,2,649
195,"PRIMARY SCHOOL SAHABGANJ NEW BILDING 2",336,327,0,663,226,186,0,412,1,0,16,345,36,3,0,0,0,0,1,3,0,0,1,1,0,6,412
196,"PRIMARY SCHOOL SAHABGANJ FIRST  ROOM NO 1",579,524,0,1103,283,221,0,504,54,0,28,365,53,38,1,0,0,0,0,6,1,1,1,3,4,3,504
197,"PRIMARY SCHOOL SAHABGANJ FIRST  ROOM NO 2",333,283,0,616,200,161,0,361,357,0,14,307,21,6,0,2,0,1,0,6,0,1,0,1,1,1,361
198,"J.H. SCHOOL SAHABGANJ SECOND ROOM NO 1",659,535,0,1194,356,268,0,624,150,0,53,351,99,75,1,3,8,1,0,2,1,1,5,6,3,15,624
199,"J.H. SCHOOL SAHABGANJ SECOND ROOM NO 2",644,537,2,1183,341,284,0,625,12,0,33,437,82,47,1,0,4,1,1,7,0,2,1,0,4,5,625
200,"J.H. SCHOOL SAHABGANJ SECOND ROOM NO 3",650,558,0,1208,365,297,0,662,156,0,28,371,57,182,1,1,6,0,0,6,1,1,3,1,1,3,662
201,"J.H. SCHOOL SAHABGANJ SECOND ROOM NO 4",371,325,1,697,181,164,0,345,1,0,4,76,2,235,2,1,8,0,0,2,0,4,2,2,3,4,345
202,"PRIMARY SCHOOL JUNGLE BIHULI ROOM NO 1",536,432,0,968,326,221,0,547,1,0,15,325,90,96,1,0,1,1,0,7,0,1,1,0,4,5,547
203,"PRIMARY SCHOOL JUNGLE BIHULI ROOM NO 2",478,440,0,918,337,278,0,615,1,0,20,349,92,124,1,3,2,1,1,8,2,2,3,1,2,4,615
204,"PRIMARY SCHOOL JUNGLE BIHULI ROOM NO 3",780,636,0,1416,503,398,0,901,901,0,13,312,458,99,2,0,2,0,2,0,0,0,3,5,2,3,901
205,"PRIMARY SCHOOL JUNGLE BIHULI ROOM NO 4",628,526,0,1154,393,290,0,683,160,0,19,513,92,27,1,1,1,2,2,3,0,0,5,3,3,11,683
206,"PRIMARY SCHOOL JUNGLE JHAJHAWA ROOM NO 1",797,685,0,1482,459,361,0,820,22,0,24,434,52,264,0,0,12,1,0,5,2,1,4,3,12,6,820
207,"PRIMARY SCHOOL JUNGLE JHAJHAWA ROOM NO 2",248,219,0,467,152,150,0,302,1,0,14,203,23,47,2,0,2,1,0,3,1,0,2,1,2,1,302
208,"PRIMARY SCHOOL HARPUR ROOM NO 1",882,726,0,1608,451,412,0,863,1,0,27,517,53,235,2,0,5,0,3,0,1,3,3,4,3,7,863
209,"PRIMARY SCHOOL HARPUR ROOM NO 2",775,633,0,1408,421,294,0,715,1,0,24,413,109,151,0,2,3,0,1,6,0,1,1,0,3,1,715
210,"PRIMARY SCHOOL PACHGAWA ROOM NO 1",675,596,0,1271,319,335,0,654,1,0,46,348,52,165,3,1,4,0,2,3,2,2,6,5,9,6,654
211,"PRIMARY SCHOOL PACHGAWA ROOM NO 2",402,368,0,770,215,170,0,385,1,0,16,253,35,62,0,0,1,1,0,1,0,3,5,4,2,2,385
212,"J.H. SCHOOL GOPALAPUR",486,390,0,876,317,264,0,581,29,0,9,146,247,137,3,0,5,0,2,10,3,1,3,5,3,7,581
213,"PRIMARY SCHOOL DHEDHANA",284,230,0,514,180,159,0,339,339,0,2,120,131,70,1,0,2,0,0,0,1,0,3,2,4,3,339
214,"PRIMARY SCHOOL NURUDDINCHAK",697,597,0,1294,440,384,0,824,5,0,48,455,153,126,3,3,3,0,3,3,2,1,6,7,3,8,824
215,"PRIMARY SCHOOL BAIJNATHPUR",595,499,0,1094,327,267,0,594,3,0,28,293,167,73,1,0,1,1,2,0,5,1,8,5,4,5,594
216,"PRIMARY SCHOOL JAGDIESHPUR",482,398,0,880,260,234,0,494,194,0,13,180,153,110,1,0,3,2,1,0,4,11,6,1,9,0,494
217,"PRIMARY SCHOOL RAKHUKHOR ROOM NO 1",653,543,0,1196,327,263,0,590,1,0,25,414,93,17,0,2,1,3,1,4,1,3,5,12,6,3,590
218,"PRIMARY SCHOOL RAKHUKHOR ROOM NO 2",406,327,0,733,204,172,0,376,98,0,7,199,17,144,2,0,1,1,0,0,0,0,2,0,2,1,376
219,"POORV  MADHYAMIC SCHOOL  RAKHUKHOR ROOM NO 1",551,422,0,973,277,206,0,483,480,0,19,373,32,38,1,0,0,3,0,5,0,2,3,2,2,3,483
220,"POORV  MADHYAMIC SCHOOL RAKHUKHOR ROOM NO 2",804,684,1,1489,357,249,0,606,73,0,18,283,203,80,1,1,1,0,1,2,1,0,4,2,4,5,606
221,"PRIMARY SCHOOL CHETARIYA",340,274,0,614,186,168,0,354,1,0,9,193,97,44,0,0,1,0,1,0,0,0,1,3,1,4,354
222,"PRIMARY SCHOOL BAAN  ROOM NO1",580,450,0,1030,266,200,0,466,16,0,46,325,64,12,0,0,0,0,0,3,1,3,1,2,3,6,466
223,"PRIMARY SCHOOL BAAN  ROOM NO 2",440,363,0,803,223,192,0,415,5,0,16,194,55,120,4,0,6,1,0,3,1,0,4,7,1,3,415
224,"PRIMARY SCHOOL JALAR ROOM NO 1",461,329,0,790,177,160,0,337,107,0,11,160,65,74,3,0,2,0,2,2,3,1,2,4,0,8,337
225,"PRIMARY SCHOOL HIRUWA",434,316,0,750,171,151,0,322,1,0,7,204,82,12,2,0,1,0,0,0,0,0,8,3,2,1,322
226,"PRIMARY SCHOOL MAJHOUNA",667,537,0,1204,337,281,0,618,120,0,13,356,190,34,2,1,2,1,0,1,0,0,3,4,3,8,618
227,"PRIMARY SCHOOL HARKHORI",476,384,0,860,253,280,0,533,130,0,5,234,259,10,1,0,1,0,1,1,1,2,9,7,2,0,533
228,"J.H. SCHOOL FARDAHANI ROOM NO 1",739,593,0,1332,412,253,0,665,165,0,49,356,50,181,1,1,5,3,2,9,0,0,2,4,2,0,665
229,"J.H. SCHOOL FARDAHANI ROOM NO 2",158,141,0,299,90,69,0,159,6,0,8,93,14,34,0,1,0,0,1,4,2,0,0,1,0,1,159
230,"J.H. SCHOOL FARDAHANI ROOM NO 3",254,226,0,480,123,116,0,239,39,0,18,99,79,33,2,0,0,0,0,0,0,2,1,0,2,3,239
231,"PRIMARY SCHOOL LAKSHAMIPUR",292,252,0,544,152,174,0,326,95,0,5,121,81,96,0,0,2,2,1,1,2,4,5,5,1,0,326
232,"PRIMARY SCHOOL TERHAVEER",381,291,0,672,202,192,0,394,94,0,29,145,59,126,3,1,2,0,2,0,0,2,9,5,4,7,394
233,"AMAR SINGH U.M.V BADHAYA ROOM NO 1",628,503,0,1131,280,240,0,520,30,0,34,220,109,123,2,2,7,1,1,0,3,1,4,3,3,7,520
234,"AMAR SINGH U.M.V BADHAYA ROOM NO 2",376,303,0,679,189,187,0,376,376,0,20,253,66,16,0,0,2,1,2,3,0,1,5,5,1,1,376
235,"AMAR SINGH U.M.V  BADHAYA ROOM NO 3",289,223,0,512,133,87,0,220,17,0,15,126,49,26,0,0,0,0,0,1,0,0,0,0,1,2,220
236,"PANCHYAT BHWAN CHAUK MAAFI",708,557,0,1265,319,261,0,580,345,0,29,359,88,68,1,1,0,3,2,3,6,0,6,2,6,6,580
237,"PANCHYAT BHWAN CHAOUK MAAFI",339,233,0,572,160,117,0,277,72,0,13,186,26,39,3,0,2,1,1,2,0,2,0,0,2,0,277
238,"PRIMARY SCHOOL BHUIDHARPUR",531,452,0,983,269,257,0,526,100,0,33,234,134,93,1,1,2,0,0,4,0,4,5,5,5,5,526
239,"PRIMARY SCHOOL FAZILPUR",539,443,0,982,306,261,0,567,2,0,15,347,86,105,1,0,2,0,0,0,0,2,2,2,3,2,567
240,"PRIMARY SCHOOL RANADEEH",631,531,0,1162,334,274,0,608,608,0,12,332,174,69,0,2,1,1,0,3,1,1,2,4,2,4,608
241,"PRIMARY SCHOOL MADAHA",526,439,0,965,322,282,0,604,8,0,14,453,47,70,1,0,0,0,0,4,2,2,0,4,2,5,604
242,"PRIMARY SCHOOL SAKHI",676,572,0,1248,347,332,0,679,2,0,11,191,241,180,3,1,3,3,1,14,2,4,4,6,8,7,679
243,"J.H. SCHOOL SAKHI",418,342,0,760,243,196,0,439,439,0,4,77,224,121,1,0,2,0,0,0,0,0,4,1,0,5,439
244,"PRIMARY SCHOOL KARTAHARI ROOM NO 1",748,608,0,1356,411,358,0,769,18,0,35,233,295,130,0,1,6,2,4,1,2,3,12,14,12,19,769
245,"PRIMARY SCHOOL KARTAHARI ROOM NO 2",569,433,0,1002,332,277,0,609,165,0,11,100,294,171,2,1,4,1,0,1,1,1,6,9,2,5,609
246,"PRIMARY SCHOOL MANJHARIYA",387,324,0,711,207,204,0,411,20,0,11,124,133,117,1,1,1,0,0,4,0,0,4,5,3,7,411
247,"PRIMARY SCHOOL JASWAL",542,442,0,984,274,293,0,567,8,0,26,179,180,160,0,2,3,0,4,3,1,0,1,3,2,3,567
248,"PRIMARY SCHOOL RAJABARI ROOM NO 1",604,516,0,1120,365,289,0,654,51,0,15,331,196,74,0,1,5,1,0,10,2,2,3,4,6,4,654
249,"PRIMARY SCHOOL RAJABARI ROOM NO 2",259,207,0,466,148,126,0,274,60,0,5,106,127,32,0,0,1,0,0,0,0,1,0,0,0,2,274
250,"PRIMARY SCHOOL RAJABARI ROOM NO 3",375,316,0,691,210,162,0,372,62,0,9,158,97,82,1,1,4,1,0,1,1,0,2,4,4,7,372
251,"PRIMARY SCHOOL RAJABARI ROOM NO 4",573,470,0,1043,291,276,0,567,567,0,14,276,173,72,2,1,0,3,1,5,2,2,6,2,3,5,567
252,"PRIMARY SCHOOL BAIRGHATTA",449,369,0,818,247,254,0,501,2,0,15,228,132,85,1,0,4,3,2,3,1,4,2,4,7,10,501
253,"PRIMARY SCHOOL ITWA",335,284,0,619,194,175,0,369,366,0,15,279,34,27,0,0,1,1,1,7,0,2,0,2,0,0,369
254,"PANCHYAT BHWAN BARAHPATI",316,225,0,541,180,140,0,320,1,0,8,210,68,29,0,0,0,0,0,2,0,0,1,0,1,1,320
255,"J.H. SCHOOL BHITI  ROOM NO 1",310,221,0,531,144,103,0,247,9,0,5,123,8,102,0,0,3,1,0,3,0,0,0,1,1,0,247
256,"J.H. SCHOOL BHITI  ROOM NO 2",412,313,0,725,209,156,0,365,180,0,14,263,59,14,1,1,1,0,1,2,0,0,2,3,3,1,365
257,"PRIMARY SCHOOL DADHADEEH",705,528,0,1233,378,325,0,703,1,0,14,427,150,94,1,0,0,0,0,3,0,2,4,1,3,4,703
258,"S.K.INTER COLLEGE THAWAIPAR",520,484,0,1004,299,255,0,554,1,0,11,442,72,17,1,1,1,0,0,6,0,0,1,0,1,1,554
259,"PRIMARY SCHOOL DIHAWA BUZURG",233,210,0,443,131,125,0,256,7,0,9,102,59,67,1,0,0,0,0,3,0,2,1,2,2,8,256
260,"PRIMARY SCHOOL RAMAWAPUR ROOM NO 1",517,395,0,912,294,231,0,525,515,0,12,397,92,2,2,0,0,2,1,8,0,0,2,2,1,4,525
261,"PRIMARY SCHOOL RAMAWAPUR ROOM NO 2",653,535,0,1188,349,275,0,624,118,0,22,240,192,147,0,1,0,0,0,4,0,1,6,2,4,5,624
262,"PRIMARY SCHOOL RAMUGHAT",751,630,0,1381,424,396,0,820,244,0,29,501,83,119,3,2,2,0,2,2,1,3,13,16,29,15,820
263,"PURAB M.V.RAMPUR KAITHWALIA ROOM NO 1",348,290,0,638,184,163,0,347,95,0,20,185,33,80,0,4,5,1,2,4,1,0,2,4,4,2,347
264,"PRIMARY SCHOOL RAMPUR KAITHWALIA ROOM NO 2",215,181,0,396,123,93,0,216,61,0,12,105,8,75,0,2,5,0,0,0,3,0,1,1,3,1,216
265,"PANCHYAT BHWAN NEEBA",346,277,0,623,178,164,0,342,5,0,9,197,41,67,1,1,4,1,0,4,1,1,2,3,4,6,342
266,"PRIMARY SCHOOL KANAPAR",342,292,0,634,184,182,0,366,66,0,13,187,64,87,1,2,0,0,0,0,0,2,3,0,0,7,366
267,"PANCHAYAT BHAWAN  BARAHATA",459,376,0,835,227,206,0,433,133,0,7,352,29,30,1,0,2,0,0,4,0,1,1,0,2,4,433
268,"PRIMARY SCHOOL BHAROHIYA ROOM NO 1",437,337,0,774,215,168,0,383,1,0,33,287,13,37,0,0,3,0,0,2,0,0,1,1,1,5,383
269,"PRIMARY SCHOOL BHAROHIYA ROOM NO 2",246,224,0,470,126,115,0,241,6,0,15,179,7,33,0,0,0,0,0,3,0,1,0,0,1,2,241
270,"KANYA PRIMARY SCHOOL TIGHARA ROOM NO 1",585,492,0,1077,323,257,0,580,232,0,22,441,82,14,1,0,2,0,0,10,1,0,0,2,1,4,580
271,"KANYA PRIMARY SCHOOL TIGHARA ROOM NO 2",216,172,0,388,113,86,0,199,1,0,5,151,29,10,0,0,0,0,0,2,0,0,1,1,0,0,199
272,"KANYA PRIMARY SCHOOL TIGHARA ROOM NO 3",846,690,0,1536,398,322,0,720,237,0,37,391,124,118,5,0,7,2,2,5,2,3,3,9,8,4,720
273,"KANYA PRIMARY SCHOOL TIGHARA ROOM NO 4",387,329,0,716,181,157,0,338,1,0,17,226,39,36,0,1,1,0,0,1,1,1,4,4,5,2,338
274,"PRIMARY PATHASHALA KOLHUWA",890,685,0,1575,447,391,0,838,838,0,38,535,119,108,3,0,4,3,1,5,0,2,0,3,8,9,838
275,"PRIMARY SCHOOL NAYANSAR",557,457,0,1014,375,227,0,602,602,0,12,480,59,44,2,0,0,0,0,2,0,0,1,0,2,0,602
276,"PRIMARY SCHOOL RAIPUR ROOM NO 1",662,522,0,1184,307,243,0,550,1,0,12,287,179,59,0,0,1,0,2,3,1,2,0,2,1,1,550
277,"PRIMARY SCHOOL RAIPUR ROOM NO 2",655,495,0,1150,332,273,0,605,7,0,10,352,109,114,1,1,4,0,1,0,1,3,3,1,2,3,605
278,"PANCHAYAT BHAWAN RASULPUR CHAKIYA",541,458,0,999,332,257,0,589,1,0,16,407,59,71,3,2,4,0,0,2,0,1,3,8,4,9,589
279,"PANCHYAT BHWAN JARHAD",409,306,0,715,222,165,0,387,387,0,5,102,199,69,2,0,0,0,1,0,1,2,2,2,0,2,387
280,"PRIMARY PATHASHALA TURKWALIYA ANSIK PURAB",882,649,0,1531,435,324,0,759,210,0,13,191,484,39,0,0,1,0,2,3,3,0,7,4,1,11,759
281,"PRIMARY PATHASHALA TURKWALIYA.ANSHIK",981,724,1,1706,201,175,0,376,99,0,7,31,153,174,2,1,3,0,0,0,0,0,1,2,1,1,376
282,"KISHAN INTER COLLEGE  ABHURAM",541,423,0,964,288,224,0,512,112,0,16,303,120,46,2,0,2,0,4,0,1,0,1,3,6,8,512
283,"PRIMARY PATHASHALA BELGHAT KHURAD PACSHMI",621,500,0,1121,333,304,0,637,20,0,30,322,152,97,3,0,1,2,0,8,1,0,1,4,6,10,637
284,"PRIMARY PATHASHALA BELGHAT KHURAD P0ORVI",456,325,0,781,265,179,0,444,1,0,10,187,124,91,5,2,3,3,1,3,2,1,4,1,3,4,444
285,"PRIMARY PATHASHALA SINGHA ROOM NO 1",374,284,0,658,226,150,0,376,376,0,3,128,176,60,0,0,0,0,0,1,0,0,1,2,3,2,376
286,"PRIMARY PATHASHALA MATIYARI ROOM NO 1",431,316,0,747,217,137,0,354,1,0,17,273,29,28,1,0,0,0,0,1,0,0,2,1,1,1,354
287,"PRIMARY SCHOOL PHULWARIYA NORTH",472,388,0,860,242,212,0,454,354,0,19,345,26,52,0,0,1,1,2,1,1,0,3,1,0,2,454
288,"PRIMARY PATHASHALA PHULWARIYA ROOM NO 2",477,395,0,872,218,201,0,419,141,0,28,260,21,94,0,2,0,0,0,4,1,0,1,0,4,4,419
289,"PRIMARY PATHASHALA TAL LIKHIYA",1040,732,2,1774,342,215,0,557,27,0,12,281,187,52,0,0,2,0,1,3,0,2,6,3,2,6,557
290,"PRIMARY PATHASHALA MOHAMMADPUR",539,406,0,945,306,257,0,563,6,0,31,210,208,92,0,2,1,0,1,8,0,3,3,1,1,2,563
291,"PRIMARY PATHASHALA MADHA GOKULI",274,213,0,487,189,151,0,340,309,0,9,179,37,81,1,0,3,0,0,19,1,0,4,2,2,2,340
292,"PRIMARY PATHASHALA NAYAGAVON ROOM NO 1",497,442,0,939,290,262,0,552,29,0,6,139,302,55,1,22,1,0,0,17,0,0,0,2,3,4,552
293,"PRIMARY PATHASHALA NAYAGAVON ROOM NO 2",515,406,0,921,333,275,0,608,603,0,9,127,327,92,3,17,0,0,0,32,0,0,1,0,0,0,608
294,"PRIMARY PATHASHALA EAST OLD BUILDING  JANGAL KAUDIYA ROOM NO 1",574,417,0,991,332,191,0,523,1,0,9,309,97,78,0,0,2,3,0,2,0,1,6,9,4,3,523
295,"PRIMARY PATHASHALA  OLD  BUILDING JANGAL KAUDIYA  ROOM NO 2",524,423,0,947,226,186,0,412,362,0,13,257,61,60,0,0,2,2,0,2,2,1,2,7,1,2,412
296,"PRIMARY PATHASHALA OLD BUILDING JANGAL KAUDIYA  ROOM NO 3",980,759,0,1739,221,173,0,394,389,0,19,227,50,79,1,0,1,0,2,3,1,1,2,1,2,5,394
297,"PRIMARY PATHASHALA NEW  BUILDING JANGAL KAUDIYA  ROOM NO 1",489,352,0,841,261,183,0,444,1,0,19,251,104,55,0,0,3,0,4,5,1,0,0,1,0,1,444
298,"PRIMARY PATHASHALA NEW BUILDING JANGAL KAUDIYA  ROOM NO 2",519,423,0,942,286,206,0,492,1,0,13,227,141,91,1,0,3,2,1,4,1,0,5,1,0,2,492
299,"PRIMARY PATHASHALURAA PNI BUILDING JANGAL KAUDIYA ROOM NO.3",411,325,0,736,173,153,0,326,201,0,8,187,87,28,1,0,0,0,0,1,2,2,2,2,2,4,326
300,"PRIMARY PATHASHALA NEW PURANI BUILDING JANGAL KAUDIYA ROOM NO 4",515,358,0,873,201,163,0,364,314,0,5,202,105,42,1,0,2,0,0,0,0,1,1,1,3,1,364
301,"PRIMARY PATHASHALA CHIUATHA",697,461,0,1158,280,382,0,662,1,0,10,452,137,41,0,1,1,1,2,2,3,0,3,1,2,6,662
302,"PRIMARY PATHASHALA GAIGHAT",498,383,0,881,276,234,0,510,9,0,11,242,136,97,1,0,3,1,0,2,1,6,5,3,0,2,510
303,"PRIMARY PATHASHALA KARAHIYA",317,218,0,535,108,113,0,221,157,0,6,153,21,30,2,0,2,1,0,2,0,0,1,0,1,2,221
304,"PRIMARY PATHASHALA JINDAPUR ROOM NO 1",543,391,0,934,278,230,0,508,508,0,20,106,56,293,2,0,4,2,0,14,2,0,3,1,3,2,508
305,"PRIMARY PATHASHALA JINDAPUR ROOM NO 2",532,394,0,926,380,125,0,505,400,0,18,111,87,244,1,0,1,2,0,6,2,2,4,3,7,17,505
306,"PRIMARY PATHASHALA DEEHAGHAT PURAB",794,555,0,1349,400,365,0,765,71,0,11,292,165,275,2,0,5,0,0,2,1,0,2,2,2,6,765
307,"PANCHYAT BHWAN CHIUTIJAM",379,269,0,648,259,170,0,429,3,0,4,176,143,101,0,0,1,0,0,1,0,0,3,0,0,0,429
308,"PRIMARY PATHASHALA AHIRAULI PURAB",623,466,0,1089,300,229,0,529,516,0,20,304,53,130,2,1,5,0,0,4,1,0,2,1,1,5,529
309,"PRIMARY PATHASHALA AHIRAULI PASCHIM",312,250,0,562,179,135,0,314,312,0,7,176,110,11,0,0,0,2,0,0,0,0,2,1,2,3,314
310,"PRIMARY PATHASHALA SAKHI URF MEHEDRIYA",466,392,0,858,275,260,0,535,260,0,5,173,222,113,0,0,0,2,0,3,1,1,5,5,2,3,535
311,"PRIMARY PATHASHALA SINGHORWA ROOM NO 1",402,337,0,739,213,199,0,412,22,0,11,168,12,190,0,0,9,0,3,2,4,2,5,0,1,5,412
312,"PRIMARY PATHASHALA SINGHORWA ROOM NO 2",351,268,0,619,184,115,0,299,1,0,8,230,57,1,0,0,0,0,1,0,0,0,1,1,0,0,299
313,"J.H. SCHOOL SINGHORWA",502,354,0,856,255,174,0,429,22,0,7,221,174,16,0,0,2,0,1,0,3,0,0,5,0,0,429
314,"PRIMARY PATHASHALA BANTUKLA",593,468,0,1061,282,285,0,567,1,0,8,337,82,110,1,1,0,1,1,2,2,2,5,5,7,3,567
315,"PANCHYAT BHAWAN KEWATLIYA",518,436,0,954,215,244,0,459,235,0,6,232,180,28,1,0,2,2,0,0,1,0,3,1,3,0,459
316,"PANCHYAT BHAWAN BALUA",556,420,0,976,294,234,0,528,1,0,12,358,56,84,2,0,2,0,0,2,0,0,5,2,1,4,528
