"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
184,"TENDUHAR URF KATHAUTIYA",320,296,0,616,182,150,0,332,332,0,138,28,143,3,0,0,0,4,0,2,1,4,1,1,2,4,1,0,332
185,MADARA,330,341,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,SONKHAR,612,556,0,1168,360,298,0,658,658,0,176,297,80,11,4,25,1,4,2,4,2,7,3,3,2,3,15,19,658
187,DAUDJOT,141,136,0,277,80,84,0,164,164,0,67,34,52,6,0,0,0,0,0,0,0,2,3,0,0,0,0,0,164
188,KADIRABAD,811,664,0,1475,449,347,0,796,796,0,88,341,130,13,7,155,4,4,4,3,1,8,3,4,1,3,6,21,796
189,KADIRABAD,553,489,0,1042,265,282,0,547,547,0,70,255,156,20,0,17,1,1,3,0,0,5,2,3,2,4,2,6,547
190,BAHERIYA,345,290,0,635,253,170,0,423,423,0,167,115,54,66,3,3,0,0,1,1,1,4,0,2,1,5,0,0,423
191,BITHARIYA,523,422,0,945,227,207,0,434,434,0,24,94,229,25,1,52,0,1,6,0,0,1,0,0,0,0,1,0,434
192,BITHARIYA,542,474,0,1016,222,222,0,444,444,0,55,80,166,28,0,104,1,1,0,0,0,1,1,1,2,3,1,0,444
193,BITHARIYA,655,505,0,1160,288,227,0,515,515,0,111,193,142,20,6,17,2,1,0,0,1,10,2,1,1,2,1,5,515
194,BITHARIYA,651,417,0,1068,241,182,0,423,423,0,52,150,176,16,0,17,1,1,1,1,2,1,1,3,0,1,0,0,423
195,PARASPUR,549,509,0,1058,313,217,0,530,530,0,111,120,114,11,7,142,0,2,1,0,2,5,1,2,1,5,4,2,530
196,"BANGAWA NANKAR",818,655,0,1473,398,327,0,725,725,0,255,207,198,17,3,11,0,6,4,1,1,11,2,2,2,3,1,1,725
197,"PIKAURA (BLOCK DUMARIAGANJ )",213,154,0,367,140,97,0,237,237,0,76,79,72,3,2,0,0,2,0,0,0,1,0,0,0,0,1,1,237
198,BHADARIYA,787,602,0,1389,382,287,0,669,669,0,195,132,217,20,7,51,4,10,2,1,0,11,2,6,4,3,2,2,669
199,BHADARIYA,584,473,0,1057,269,235,0,504,504,0,194,56,174,13,1,31,2,2,0,0,1,8,1,2,4,8,5,2,504
200,BHADARIYA,740,503,0,1243,332,270,0,602,602,0,248,127,105,9,4,43,1,1,3,1,4,11,3,2,3,10,17,10,602
201,SEHARI,697,551,0,1248,346,252,0,598,598,0,141,160,164,26,9,32,1,14,1,2,2,17,5,2,3,10,3,6,598
202,SEHARI,391,326,0,717,206,183,0,389,389,0,59,66,200,13,3,22,2,6,0,1,1,4,0,3,0,6,3,0,389
203,"SEKHUI TAJ",795,622,0,1417,298,403,0,701,701,0,186,165,122,33,8,127,0,3,3,3,6,11,5,2,5,13,4,5,701
204,BADHANICHAFA,615,480,0,1095,269,191,0,460,460,0,125,89,64,126,5,11,2,5,2,2,0,8,3,2,0,6,9,1,460
205,BADHANICHAFA,589,503,0,1092,335,217,0,552,552,0,325,67,72,45,2,6,1,2,3,1,1,10,1,2,0,6,4,4,552
206,BADHANICHAFA,537,430,0,967,269,194,0,463,464,0,253,128,29,37,2,1,1,0,2,0,0,6,0,0,0,1,1,2,463
207,BADHANICHAFA,506,355,1,862,247,165,0,412,412,0,167,116,71,24,0,7,1,2,0,2,1,3,1,1,1,5,4,6,412
208,BADHANICKHAFA,574,452,0,1026,295,228,0,523,523,0,205,39,169,42,2,6,1,6,3,0,4,21,4,4,1,6,5,5,523
209,BADHNICHAFA,484,412,0,896,230,183,0,413,413,0,224,36,89,8,3,14,0,2,2,1,1,10,1,0,2,6,11,3,413
210,"DHAURAHARA URF DHARAMPUR",539,387,0,926,228,184,0,412,412,0,146,115,90,17,2,6,2,9,0,0,2,6,0,1,4,5,2,5,412
211,"DHAURAHRA URF DHARAMPUR",566,416,0,982,201,127,0,328,328,0,29,130,109,33,3,1,1,7,1,1,2,0,3,4,0,2,0,2,328
212,"DHAURAHRA URF DHARAMPUR NAND DEEH",587,439,0,1026,245,185,0,430,430,0,100,171,119,17,3,5,3,3,0,0,0,4,0,1,1,0,2,1,430
213,"DHAURAHARA URF DHARAMPUR NAND",370,274,0,644,177,130,0,307,307,0,144,93,23,7,0,4,0,2,2,0,2,8,5,4,3,3,4,3,307
214,BARGHAT,606,453,0,1059,333,245,0,578,578,0,265,97,95,32,5,6,0,4,3,4,2,15,3,5,4,12,10,16,578
215,"SIRSIYA (BLOCK DUMARIAGANJ)",401,301,0,702,197,147,0,344,344,0,117,88,69,17,2,20,0,3,1,0,1,8,0,3,1,10,3,1,344
216,"SIRSIYA (BLOCK DUMARIAGANJ)",507,399,0,906,226,154,0,380,380,0,75,100,95,66,6,14,1,9,1,1,1,0,2,3,2,2,2,0,380
217,AHIRAULA,570,485,0,1055,325,264,0,589,589,0,218,179,118,6,3,30,2,9,1,0,1,6,1,2,2,1,6,4,589
218,GAHIRAULA,330,282,0,612,172,163,0,335,335,0,125,85,63,3,4,8,0,2,0,4,2,8,4,4,3,11,7,2,335
219,BAYTAL,566,467,0,1033,252,248,0,500,500,0,84,145,65,22,10,119,1,4,1,0,0,1,1,0,1,1,23,22,500
220,BAYTAL,466,372,0,838,225,197,0,422,422,0,123,103,67,12,4,80,1,2,1,0,0,11,1,0,2,9,5,1,422
221,JALALPUR,530,462,1,993,290,268,0,558,558,0,295,122,54,14,0,15,1,3,3,2,1,11,1,4,5,18,7,2,558
222,RATHAINA,521,426,0,947,279,222,0,501,501,0,232,149,55,46,1,9,0,2,1,0,0,1,0,0,1,1,0,3,501
223,RATHAINA,393,323,0,716,190,155,0,345,345,0,166,122,15,12,0,10,1,0,1,0,0,1,3,0,1,4,3,6,345
224,GAUHANIYATAJ,474,366,0,840,201,193,0,394,394,0,114,185,24,17,3,36,2,0,0,0,1,2,2,1,2,3,0,2,394
225,DHAURAHARA,768,677,0,1445,346,332,0,678,678,0,222,172,111,95,9,7,3,1,0,4,2,15,3,9,7,9,4,5,678
226,JANGALIPUR,538,414,0,952,234,224,0,458,458,0,140,42,40,14,5,195,3,0,0,1,0,5,0,4,2,3,3,1,458
227,JANGALIPUR,444,404,0,848,229,217,0,446,446,0,225,73,71,8,2,17,1,4,0,0,3,2,4,5,3,12,13,3,446
228,"BHANPUR RANI",610,520,0,1130,300,282,0,582,582,0,264,227,50,13,2,5,1,0,0,2,3,6,0,0,1,2,4,2,582
229,"BHANPUR RANI",621,476,0,1097,354,267,0,621,621,0,271,209,99,6,4,7,5,0,0,0,0,4,0,2,1,3,6,4,621
230,KHANTARA,493,413,0,906,273,237,0,510,510,0,254,63,146,14,2,8,1,7,2,0,0,4,2,1,1,2,3,0,510
231,BHITAURA,300,244,0,544,201,145,0,346,346,0,164,136,30,3,1,9,0,0,0,0,0,1,0,0,0,0,1,1,346
232,PURAINA,506,438,0,944,293,249,0,542,542,0,225,153,57,20,1,40,1,5,1,0,1,11,4,4,7,9,2,1,542
233,DHANKHARPUR,669,581,0,1250,282,277,0,559,559,0,37,204,104,130,2,53,0,1,3,0,2,3,0,2,3,2,5,8,559
234,DHANKHARPUR,502,437,0,939,174,190,0,364,364,0,13,159,40,115,3,29,1,0,1,0,0,0,0,0,0,1,2,0,364
235,ASADHARPUR,218,177,0,395,111,98,0,209,209,0,38,40,86,13,0,20,0,0,0,1,1,2,0,1,3,2,0,2,209
236,"BHANPUR KHURD URF MASJIDIA",631,580,0,1211,325,334,0,659,659,0,202,275,77,10,7,18,1,0,2,1,6,12,4,5,7,14,6,12,659
237,TENDUHAR,410,347,0,757,240,176,0,416,416,0,266,61,52,13,1,3,1,0,0,0,3,5,0,1,0,7,2,1,416
238,"SAGAR RAUJA",623,558,0,1181,275,307,0,582,582,0,139,132,203,27,2,49,0,4,1,0,2,7,2,2,6,3,3,0,582
239,HISAMUDDINPUR,650,512,0,1162,414,319,0,733,733,0,275,259,103,21,0,4,1,5,1,2,2,22,7,5,5,10,5,6,733
240,BHAINSAHIA,521,417,0,938,324,226,0,550,550,0,262,82,29,104,6,5,0,3,3,1,2,11,6,6,5,14,10,1,550
241,BHALUKONI,498,415,0,913,230,273,0,503,503,0,106,91,46,9,2,228,2,0,2,1,0,7,1,1,2,1,2,2,503
242,KAREKHOOT,437,358,0,795,246,237,0,483,483,0,248,176,23,7,2,1,1,3,0,2,0,7,2,0,2,1,6,2,483
243,KAREKHOOT,425,354,0,779,234,187,0,421,421,0,113,187,15,6,6,74,2,2,1,2,0,6,0,1,1,1,2,2,421
244,HABIBPUR,584,486,0,1070,321,284,0,605,605,0,220,129,111,2,5,90,2,3,4,1,2,14,2,6,2,9,2,1,605
245,BANKATI,706,574,0,1280,452,278,0,730,730,0,212,241,165,30,5,17,4,3,1,3,2,4,2,5,6,4,8,18,730
246,MAJHARI,479,364,0,843,249,194,0,443,443,0,133,165,83,23,0,8,3,2,1,1,2,4,0,1,0,2,7,8,443
247,PARSAJAMAL,632,535,0,1167,300,278,0,578,578,0,19,425,73,43,1,3,0,2,2,0,1,0,0,1,0,0,6,2,578
248,"PIRAILA SULTAN",599,477,0,1076,250,265,0,515,515,0,217,83,94,58,6,36,2,1,0,0,0,3,2,3,3,3,3,1,515
249,AHIRADEEHA,516,411,0,927,235,225,0,460,460,0,129,118,116,5,0,62,1,0,1,2,0,5,1,1,3,2,6,8,460
250,DATRANGAWA,234,209,0,443,96,119,0,215,215,0,37,15,70,5,0,77,0,2,1,0,1,0,0,1,0,0,4,2,215
251,BHUIGAWA,757,672,0,1429,350,387,0,737,737,0,156,157,161,11,1,228,1,3,1,1,2,2,0,2,3,3,4,1,737
252,BAYARA,771,631,0,1402,407,287,0,694,694,0,437,34,92,40,7,54,2,3,1,1,1,2,3,0,1,6,9,1,694
253,BAYARA,798,678,0,1476,400,368,0,768,768,0,150,36,127,70,3,348,10,2,0,1,1,6,0,2,2,6,1,3,768
254,BAYARA,440,375,0,815,185,170,0,355,355,0,39,20,57,57,2,169,4,0,0,0,0,5,0,0,0,0,1,1,355
255,"KEVTALI NANKAR",546,428,0,974,347,238,0,585,585,0,334,117,59,5,1,22,1,6,0,1,1,8,0,1,5,16,6,2,585
256,"KEVTALI NANKAR",439,349,0,788,289,211,0,500,500,0,145,189,122,5,0,2,1,2,1,1,1,3,0,1,1,8,10,8,500
257,KANCHANPUR,517,410,0,927,219,199,0,418,418,0,100,82,99,7,2,98,3,3,0,1,2,2,2,0,1,10,1,5,418
258,KANCHANPUR,428,386,0,814,215,204,0,419,419,0,185,110,33,4,4,56,0,0,0,0,2,6,0,0,1,4,7,7,419
259,REHARA,440,319,0,759,241,172,0,413,413,0,190,82,76,8,1,38,1,0,1,0,0,3,0,2,3,2,4,2,413
260,"BABHANI MAFI",506,423,0,929,181,207,0,388,388,0,7,99,81,17,2,169,1,1,0,1,1,8,1,0,0,0,0,0,388
261,"CHAURA BANGAWA",549,508,0,1057,216,231,0,447,447,0,95,137,72,8,0,117,0,0,1,5,0,1,1,4,2,2,0,2,447
262,"CHAURA BANGAWA",565,501,0,1066,202,293,0,495,495,0,27,165,85,17,2,182,0,1,1,0,0,2,0,1,1,7,2,2,495
263,CHAKCHAI,433,341,0,774,187,226,0,413,413,0,226,16,107,8,1,24,2,4,1,1,3,9,1,1,1,5,3,0,413
264,.RANGREJPUR,499,400,0,899,243,314,0,557,557,0,213,53,140,105,5,15,2,2,5,2,1,2,2,0,0,1,7,2,557
265,"TILGADIA BUJURG",561,444,0,1005,195,170,0,365,365,0,77,114,78,37,0,41,1,5,1,1,0,0,0,4,3,2,0,1,365
266,"TILGADIA BUJURG",210,195,0,405,85,97,0,182,182,0,1,4,105,34,1,31,1,2,0,0,0,0,1,0,1,0,0,1,182
267,JAKHAULI,609,450,0,1059,272,212,0,484,484,0,243,53,39,33,2,80,0,1,4,1,0,9,2,0,2,7,7,1,484
268,ARNI,470,383,0,853,160,190,0,350,350,0,8,112,132,20,4,58,0,2,0,1,0,0,1,1,2,4,2,3,350
269,"VASACHAK RAHAMTULLAH",571,494,0,1065,205,237,0,442,442,0,9,217,150,23,4,13,1,1,12,1,1,1,0,0,0,0,2,7,442
270,"VASACHAK RAHAMTULLAH",338,330,0,668,126,143,0,269,269,0,7,108,74,59,2,8,1,0,0,2,1,0,1,3,2,0,1,0,269
271,"VASACHAK RAHAMTULLAH",482,412,0,894,164,189,0,353,363,0,3,161,103,53,20,0,2,2,0,2,2,0,1,0,2,1,0,1,353
272,"FATTEPUR(BLOCK DUMARIAGANJ)",495,385,0,880,214,216,0,430,430,0,8,308,32,9,2,58,2,0,0,1,0,1,0,1,2,0,1,5,430
273,P.S.LATIYA,446,387,0,833,182,225,0,407,407,0,34,51,122,12,0,179,1,0,1,0,2,1,0,3,1,0,0,0,407
274,LATIYA,437,405,0,842,191,221,0,412,412,0,4,54,205,6,1,132,0,2,1,0,0,0,1,1,1,1,0,3,412
275,"BEWA MUSTAFA",441,429,0,870,242,223,0,465,465,0,26,219,111,24,1,70,0,1,1,0,0,1,0,5,0,2,2,2,465
276,DEIPAR,550,431,0,981,293,253,0,546,546,0,225,176,64,12,6,8,0,1,0,1,2,10,3,5,4,14,9,6,546
277,JUDVANIYA,608,491,0,1099,292,282,0,574,574,0,230,156,85,12,2,59,2,3,1,3,0,6,4,0,4,3,2,2,574
278,".HATAVA KHURD BUJURG",628,440,0,1068,253,198,0,451,451,0,134,122,85,31,1,31,0,7,5,1,0,4,1,5,5,10,5,4,451
279,GARDAHIA,644,532,0,1176,217,226,0,443,443,0,39,146,95,78,2,53,2,3,2,0,1,3,0,2,1,4,4,8,443
280,.GARDAHIA,620,501,0,1121,200,229,0,429,429,0,123,129,80,29,4,37,0,3,2,2,0,4,0,2,4,5,3,2,429
281,.TENDUA,343,253,0,596,180,137,0,317,317,0,116,50,33,11,2,88,3,3,1,1,1,2,1,0,1,1,2,1,317
282,DHADHUA,301,247,0,548,176,125,0,301,301,0,236,33,16,3,0,1,0,0,0,1,0,0,0,0,0,3,6,2,301
283,MAHTINIYA,489,352,0,841,231,201,0,432,432,0,123,197,25,38,4,24,1,1,4,0,1,4,1,2,0,3,3,1,432
284,GAUHANIYARAJ,765,726,0,1491,375,412,0,787,787,0,174,233,228,7,4,97,3,4,1,0,2,7,1,3,2,9,7,5,787
285,TADAWA,417,347,0,764,172,157,0,329,329,0,33,81,113,14,6,65,1,1,1,0,0,2,0,2,4,4,0,2,329
286,TADAWA,505,449,0,954,184,221,0,405,405,0,111,52,128,17,0,70,0,1,1,1,1,3,1,3,2,2,7,5,405
287,MAHUARA,493,434,0,927,273,261,0,534,534,0,230,33,89,7,2,127,1,9,0,1,0,6,2,1,2,5,18,1,534
288,SAMADA,556,426,0,982,274,242,0,516,516,0,166,46,49,16,3,209,2,2,1,2,3,6,0,3,0,5,2,1,516
289,BAGDIHAWA,703,581,0,1284,354,305,0,659,659,0,275,124,31,10,6,150,3,2,0,1,3,11,6,7,4,12,11,3,659
290,"BEWA HUSAIN",616,530,0,1146,325,287,0,612,612,0,373,82,51,17,2,66,2,1,0,1,0,5,0,3,1,5,2,1,612
291,"BEWA HUSAIN",761,621,0,1382,366,307,0,673,673,0,262,93,82,13,2,190,2,1,1,0,2,6,1,2,0,6,9,1,673
292,BHARI,788,637,0,1425,272,302,0,574,574,0,182,32,74,15,6,239,2,3,0,1,2,5,0,0,3,6,3,1,574
293,.BHARI,659,540,1,1200,344,251,0,595,595,0,271,77,65,30,9,104,1,5,3,2,1,7,4,5,2,7,2,0,595
294,KHARGAULA,636,459,0,1095,349,290,0,639,639,0,86,22,102,1,3,409,2,1,0,5,0,1,0,0,2,3,1,1,639
295,"PADIA(BLOCK DUMARIAGAN)",282,246,0,528,139,150,0,289,289,0,87,3,28,4,0,159,0,0,0,0,0,3,0,1,0,0,3,1,289
296,"BADHAYA BHOLANATH",535,477,0,1012,255,215,0,470,470,0,126,106,84,16,2,113,3,1,1,0,1,1,0,2,6,4,3,1,470
297,MADAHALI,408,390,0,798,204,230,0,434,434,0,75,22,81,12,0,222,0,1,0,1,2,5,1,3,0,5,1,3,434
298,TARAINA,795,578,0,1373,316,332,0,648,648,0,206,44,91,46,5,216,3,3,2,2,1,8,1,4,4,3,4,5,648
299,AJAGARA,625,491,0,1116,254,273,0,527,527,0,237,61,91,17,2,106,3,1,0,0,2,4,0,0,0,3,0,0,527
300,AJAGARA,342,274,0,616,158,134,0,292,292,0,88,58,20,42,2,72,1,1,0,0,1,3,0,0,0,2,1,1,292
301,MURADEEHA,554,464,0,1018,200,236,0,436,436,0,87,63,91,9,4,136,2,1,3,5,0,10,3,1,3,11,3,4,436
302,BHAGGOBHAR,628,546,0,1174,355,236,0,591,591,0,158,222,77,57,1,35,1,3,1,1,2,7,5,3,1,5,4,8,591
303,BHAGGOBHAR,210,166,0,376,129,82,0,211,211,0,85,71,11,30,2,1,0,1,1,0,1,0,0,0,1,2,3,2,211
304,.THUMHAWA,792,652,0,1444,339,361,0,700,700,0,91,94,198,19,5,249,3,6,1,2,5,6,3,4,4,4,4,2,700
305,"BANGAWA PADAIN",646,540,0,1186,322,319,0,641,641,0,122,261,134,50,6,38,1,5,0,0,0,3,1,4,4,4,2,6,641
306,"KHORIA SHIVBAKSH",321,247,0,568,206,164,0,370,370,0,65,201,19,20,3,37,2,1,0,0,3,2,0,1,2,1,4,9,370
307,MIRWAPUR,301,251,0,552,163,155,0,318,318,0,60,57,99,87,3,3,0,1,1,0,0,2,0,0,2,1,1,1,318
308,JAMUNI,374,319,0,693,214,173,0,387,387,0,87,195,54,8,3,32,0,1,0,0,0,0,1,1,0,2,0,3,387
309,DAYALPUR,228,189,0,417,110,122,0,232,232,0,74,123,5,12,2,1,0,0,1,0,1,2,0,2,3,2,2,2,232
310,SONAREDEEHA,417,372,0,789,180,173,0,353,353,0,105,77,77,8,2,77,0,0,0,0,1,2,0,0,2,2,0,0,353
311,"PIPAR GADDI",432,336,0,768,162,194,0,356,356,0,102,71,37,5,15,111,0,0,1,2,0,2,0,0,0,2,4,4,356
312,KARAUTA,308,256,0,564,147,164,0,311,311,0,127,66,54,3,8,46,1,0,0,0,0,0,3,1,1,0,0,1,311
313,CHAUKANIYA,594,461,0,1055,216,259,0,475,475,0,76,70,44,1,15,249,0,0,3,0,0,4,1,3,0,1,5,3,475
314,CHAUKANIYA,585,448,0,1033,270,223,0,493,493,0,50,55,51,10,8,301,0,1,2,1,1,5,0,2,1,2,2,1,493
315,"PARSA IMAD",672,551,0,1223,311,288,0,599,599,0,206,48,41,94,26,160,2,2,0,0,2,9,1,3,0,3,2,0,599
316,RIWA,647,586,0,1233,291,347,0,638,638,0,155,67,62,5,31,300,2,0,0,2,1,7,1,0,0,3,2,0,638
317,SOTAWA,254,216,0,470,130,146,0,276,276,0,46,32,22,3,2,163,0,1,0,0,1,1,0,0,1,1,2,1,276
318,"MAJHAUWA KHAS",393,332,0,725,206,215,0,421,421,0,99,74,64,13,5,151,1,1,2,0,1,1,1,0,0,1,3,4,421
319,AUSANKUIA,773,638,0,1411,352,405,0,757,757,0,47,112,96,22,9,441,2,0,1,5,1,7,2,2,3,1,0,6,757
320,KURTHIDEEHA,494,405,0,899,197,233,0,430,430,0,4,85,48,12,5,268,2,0,1,0,0,0,0,0,0,3,1,1,430
321,MALHWAR,682,536,0,1218,343,281,0,624,624,0,228,54,52,8,10,257,2,2,1,0,1,5,0,0,1,1,2,0,624
322,".AMAUNA PANDEY",371,323,0,694,178,172,0,350,350,0,151,66,22,21,1,73,1,1,1,1,1,0,2,1,0,2,2,4,350
323,BANKTA,588,343,0,931,274,187,0,461,461,0,147,40,91,47,9,96,2,0,2,3,2,4,0,2,4,4,4,4,461
324,"SEHARI GHAT",281,229,0,510,161,100,0,261,261,0,69,25,74,68,3,1,1,1,2,0,1,0,3,0,1,3,2,7,261
325,"BAGHINI NANKAR",430,344,0,774,227,214,0,441,441,0,138,82,49,113,7,5,1,2,2,2,2,4,2,3,1,5,10,13,441
326,"PATHARA BAJAR",838,706,0,1544,462,399,0,861,861,0,351,142,188,97,9,30,1,6,3,1,3,4,1,2,6,7,4,6,861
327,"SEHARI BUJURG",210,141,0,351,108,84,0,192,192,0,68,38,24,19,4,17,0,0,1,1,1,2,1,4,2,8,2,0,192
328,"SEHARI BUJURG",495,358,1,854,221,223,0,444,444,0,108,43,69,31,5,124,3,11,2,1,5,11,8,7,4,8,1,3,444
329,"SEHARI BUJURG",468,404,0,872,190,185,0,375,375,0,138,18,22,22,7,116,1,2,0,2,5,11,3,4,1,13,6,4,375
330,"KAMHARIYA KHURD",420,341,0,761,200,161,0,361,361,0,152,23,49,95,8,5,0,1,0,0,2,0,0,0,0,6,12,8,361
331,"KAMHARIYA KHURD",491,411,0,902,220,217,0,437,437,0,97,36,110,68,9,84,0,5,1,1,0,4,1,2,1,3,8,7,437
332,"KAMHARIYA BUJURG",739,586,0,1325,370,372,0,742,742,0,112,200,276,67,6,40,5,3,1,1,0,3,2,3,2,11,4,6,742
333,KHADRA,363,269,0,632,164,164,0,328,328,0,119,17,126,44,2,3,1,0,1,0,0,2,1,1,2,6,1,2,328
334,"MITHAWAL KHURD MUSTAHAKAM",605,512,0,1117,299,286,0,585,585,0,159,68,60,222,15,6,4,3,3,0,0,4,7,0,4,6,11,13,585
335,BARGADI,333,271,0,604,161,136,0,297,297,0,146,41,18,71,1,2,0,1,2,0,1,6,1,2,1,2,0,2,297
336,BANGWA,613,540,0,1153,385,343,0,728,728,0,276,47,121,171,18,60,4,7,1,2,2,5,1,0,6,2,3,2,728
337,PALA,621,508,0,1129,311,320,0,631,631,0,280,76,103,60,10,55,2,5,2,0,3,2,1,10,1,11,8,2,631
338,"SISAYI KALA",683,569,0,1252,330,334,0,664,664,0,62,29,308,78,6,127,2,15,2,4,3,8,3,4,2,8,3,0,664
339,"SISAYI KHURD",302,202,0,504,123,118,0,241,241,0,29,19,33,31,3,116,2,0,0,2,2,0,0,0,1,0,1,2,241
340,"KADAM DADWA",392,313,0,705,160,179,0,339,339,0,42,19,59,4,3,199,2,2,1,0,4,1,0,1,1,1,0,0,339
341,GANWARIYA,419,378,0,797,158,169,0,327,327,0,73,87,129,19,1,2,1,3,1,0,0,1,0,2,1,4,2,1,327
342,"MANIKAURA TIWARI",446,456,0,902,216,239,0,455,455,0,54,35,80,92,5,163,3,3,1,0,1,4,2,0,0,4,2,6,455
343,SUMHA,335,275,0,610,231,183,0,414,414,0,54,261,62,25,1,2,0,2,0,0,1,0,0,1,0,1,2,2,414
344,PENNDAR,514,402,0,916,269,215,0,484,484,0,198,147,57,49,1,10,2,1,1,0,0,7,0,1,2,3,4,1,484
345,VISHUNPURWA,307,240,0,547,163,153,0,316,316,0,58,51,86,79,7,6,1,4,2,5,2,0,1,1,0,6,3,4,316
346,"DADWA BHIYA",363,323,0,686,206,217,0,423,423,0,83,12,152,109,3,45,1,1,0,1,2,3,1,2,2,2,2,2,423
347,RAMBHARI,525,433,0,958,225,218,0,443,443,0,70,91,20,148,5,94,0,1,1,0,3,2,0,1,0,3,3,1,443
348,TIGODAWA,401,327,1,729,229,230,0,459,459,0,94,147,75,49,3,73,1,3,1,1,0,5,2,0,2,2,0,1,459
349,BARAHPUR,472,376,0,848,270,234,0,504,504,0,193,88,102,32,1,41,1,4,0,3,0,3,5,5,3,6,11,6,504
350,PATKHAULI,479,424,0,903,207,240,0,447,447,0,101,115,90,108,5,1,0,2,0,2,0,3,0,4,1,7,3,5,447
351,BANGADORI,331,325,0,656,190,146,0,336,336,0,183,63,35,17,1,18,0,1,0,0,3,1,3,2,1,2,3,3,336
352,DHANGHATA,558,409,0,967,259,198,0,457,457,0,70,22,90,152,9,85,4,2,3,2,1,4,2,1,0,5,3,2,457
353,"JHUNGWA GADORI",450,377,0,827,224,183,0,407,407,0,31,177,88,71,1,26,0,4,1,1,0,0,0,2,1,0,1,3,407
354,"SEHARI SEWAK",344,291,0,635,183,156,0,339,339,0,171,72,43,32,1,4,0,1,0,1,1,0,0,1,3,0,7,2,339
355,"DADWA RAJA",366,316,0,682,200,201,0,401,401,0,77,66,42,36,3,129,2,2,2,9,2,4,1,2,4,4,7,9,401
356,BUDHAPAR,695,678,0,1373,356,370,0,726,726,0,213,57,89,53,9,250,2,7,2,5,2,7,2,5,2,14,7,0,726
357,"KODRAO NANKAR",493,375,0,868,235,218,0,453,453,0,74,14,67,70,30,173,1,3,1,6,1,5,3,3,0,2,0,0,453
358,"KODRAO NANKAR",696,513,0,1209,277,297,0,574,574,0,60,36,64,85,6,292,1,1,2,0,1,9,0,1,2,7,2,5,574
359,"KAKUWA URF BHATIJWAPUR",611,529,0,1140,352,238,0,590,590,0,160,229,58,31,7,59,3,0,6,1,2,4,1,1,2,8,10,8,590
360,BANKTA,235,156,0,391,127,94,0,221,221,0,129,43,30,9,0,0,0,1,0,0,1,3,0,2,0,3,0,0,221
361,"MITHWAL KALA",798,655,0,1453,396,340,0,736,736,0,361,77,97,44,2,67,3,7,3,1,4,7,1,6,6,12,19,19,736
362,"MITHWAL KALA",705,595,0,1300,426,309,0,735,735,0,288,85,135,99,4,48,2,5,6,3,2,5,2,5,7,20,11,8,735
363,"KHARCHAULA NANKAR",335,271,0,606,164,164,0,328,328,0,129,28,73,56,1,21,1,0,2,0,0,0,1,1,3,3,7,2,328
364,"RAMWAPUR BHIYA",560,577,0,1137,287,270,0,557,557,0,239,30,88,89,14,44,1,4,2,3,2,4,4,4,7,13,3,6,557
365,"RAMWAPUR BHIYA",264,232,0,496,137,118,0,255,255,0,67,47,67,44,4,12,1,1,2,0,0,1,1,1,2,3,2,0,255
366,"JOGIYA BUJURG",794,696,0,1490,475,350,0,825,825,0,271,97,174,100,5,49,3,8,7,11,2,18,2,7,3,15,45,8,825
367,GAURA,568,452,0,1020,354,243,0,597,597,0,116,129,185,54,7,63,1,3,2,1,3,5,1,11,4,3,5,4,597
368,KARMAHIYA,688,641,0,1329,339,329,0,668,668,0,231,52,107,59,5,160,1,0,4,6,2,17,2,2,2,7,5,6,668
369,"KOTIYA GADORI",621,497,0,1118,294,276,0,570,570,0,171,106,171,49,5,45,1,2,2,1,0,2,0,2,3,6,3,1,570
370,"MASINA KHAS",525,335,0,860,259,198,0,457,457,0,107,45,75,12,8,163,4,2,3,3,8,9,4,2,3,8,0,1,457
371,"MASINA KHAS",466,407,1,874,201,219,0,420,420,0,94,76,46,14,5,170,3,2,0,1,1,2,1,0,1,3,0,1,420
372,"MASINA KHAS",800,613,0,1413,361,322,0,683,683,0,197,124,185,22,5,100,1,7,0,4,4,5,2,4,2,10,6,5,683
373,SEMRAHANA,634,504,0,1138,285,277,0,562,562,0,192,46,173,42,6,65,2,2,1,2,0,9,5,5,3,5,3,1,562
374,NADYA,698,605,0,1303,487,205,0,692,692,0,190,59,164,76,5,128,5,5,4,1,3,12,4,8,6,10,8,4,692
