"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
143,"PRIMARY LUKHATIYAPAR",235,198,0,433,182,127,0,309,309,0,43,117,7,129,1,0,0,0,1,0,0,0,1,0,0,0,5,3,0,2,0,309
144,"RADHA KRISHNA INTER COLLEGE HASANPUR R.N. 1",848,679,0,1527,683,451,0,1134,1134,0,39,781,60,199,1,1,0,1,1,5,1,2,2,1,8,1,12,11,1,6,1,1134
145,"RADHA KRISHNA INTER COLLEGE HASANPUR R.N. 2",397,324,0,721,310,214,0,524,524,0,4,268,112,126,0,1,0,0,0,2,1,0,1,1,4,0,2,1,1,0,0,524
146,"PRIMARY SCHOOL JARAILIYA",587,473,0,1060,450,327,0,777,777,0,13,391,142,203,4,0,0,0,0,0,0,2,0,1,0,0,1,2,6,12,0,777
147,"PRIMARY SCHOOL MAKRAND GHARHI",459,393,0,852,346,313,0,659,659,0,0,494,110,38,1,0,0,1,1,2,0,0,0,0,1,0,2,4,3,1,1,659
148,"PRIMARY SCHOOL BHOOREKA",241,209,0,450,164,133,0,297,297,0,1,96,167,27,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,297
149,"PRIMARY SCHOOL MARHALA",132,116,0,248,92,81,0,173,173,0,0,3,115,45,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,2,0,173
150,"PRIMARY SCHOOL MASANDGHARHI",262,204,1,467,174,137,0,311,311,0,115,3,39,150,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,311
151,"PRIMARY SCHOOL EKHU",409,348,0,757,279,243,0,522,522,0,115,25,57,312,2,0,0,0,0,0,0,1,0,1,2,3,0,0,3,1,0,522
152,"PRIMARY SCHOOL MUEUDDEENPUR",555,475,0,1030,376,274,0,650,650,0,5,416,41,160,3,1,0,0,0,0,1,1,0,0,5,1,4,1,0,11,0,650
153,"GANDHI SMARAK INTER COLLEGE BERA R.N. 1",575,485,0,1060,331,206,0,537,537,0,59,31,35,393,7,0,0,0,1,0,0,1,1,1,1,2,0,1,0,4,0,537
154,"GANDHI SMARAK INTER COLLEGE BERA R.N. 2",651,531,0,1182,325,276,0,601,501,0,50,74,99,346,2,0,0,0,0,0,0,0,4,2,1,0,4,1,3,14,1,601
155,"PRIMARY SCHOOL SIKANDARPUR R.N. 1",750,569,0,1319,443,303,0,746,746,0,34,36,177,443,10,1,0,1,2,0,1,1,2,2,0,2,2,0,3,28,1,746
156,"PRIMARY SCHOOL SIKANDARPUR R.N. 2",499,372,0,871,313,252,0,565,305,0,17,8,349,181,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,2,2,565
157,"PRIMARY SCHOOL NAGLA  JAGROOPA",508,439,0,947,332,299,0,631,631,0,2,18,138,436,2,0,0,0,0,2,0,3,1,1,2,1,4,1,3,16,1,631
158,"PRIMARY SCHOOL MEHANDIPUR",284,219,0,503,168,137,0,305,305,0,19,6,59,213,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,3,0,305
159,"PRIMARY SCHOOL THAUNUA",212,166,0,378,148,124,0,272,272,0,0,165,25,76,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,272
160,"PRIMARY SCHOOL BULAKPUR",108,96,0,204,87,66,0,153,153,0,0,47,46,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,153
161,"PRIMARY SCHOOL LAMTAURI",587,460,0,1047,316,240,0,556,556,0,2,7,87,420,8,1,2,0,2,2,0,1,2,0,1,0,1,2,5,11,2,556
162,"PRIMARY SCHOOL MEERPUR",456,383,0,839,336,271,0,607,607,0,7,83,84,398,5,0,1,2,1,1,0,0,6,1,0,2,4,2,0,6,4,607
163,"NAVEEN P.S. TEHARA MANT R.N. 1",613,465,0,1078,369,273,0,642,642,0,26,77,8,507,2,1,0,0,0,1,1,3,5,1,0,1,0,1,1,6,1,642
164,"NAVEEN P.S. TEHARA MANT R.N. 2",329,256,1,586,209,153,0,362,362,0,10,56,178,107,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,3,362
165,"PRIMARY SCHOOL SULTANPUR",264,240,0,504,179,179,0,358,358,0,7,108,41,174,3,2,1,3,0,1,0,2,0,0,1,0,7,2,3,3,0,358
166,"RASHTRIYA INTER COLLEGE SURIR KALAN R.N. 1",616,509,0,1125,347,270,0,617,617,0,14,32,109,421,3,0,0,0,1,0,1,2,5,4,3,3,3,1,3,11,1,617
167,"RASHTRIYA INTER COLLEGE SURIR KALAN R.N. 2",719,587,0,1306,510,334,0,844,602,0,8,30,154,628,5,0,0,1,1,0,0,1,0,1,1,1,0,1,3,8,1,844
168,"RASHTRIYA INTER COLLEGE SURIR KALAN R.N. 3",287,239,0,526,173,144,0,317,317,0,0,6,237,67,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,317
169,"PURVA U.M. VIDHYALAL GHARHI PARSAUTI PART SURIRKALAN",654,505,0,1159,416,284,0,700,700,0,14,157,103,391,1,0,0,0,2,2,1,1,0,4,3,2,3,6,0,9,1,700
170,"PRIMARY SCHOOL NAGLA MAUJI R.N. 1",387,299,0,686,291,171,0,462,462,0,17,68,45,316,6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,0,462
171,"PRIMARY SCHOOL NAGLA MAUJI R.N. 2",424,336,0,760,308,222,0,530,530,0,1,46,102,362,0,0,0,0,0,1,0,1,1,3,0,1,1,0,2,7,2,530
172,"JAMUNA PRASAD SHRIRAM INTER COLLEGE SURIR BIJAU R.N. 1",526,423,1,950,359,280,0,639,639,0,6,90,304,182,4,0,0,2,2,2,1,3,3,5,1,4,10,4,8,8,0,639
173,"JAMUNA PRASAD SHRIRAM INTER COLLEGE SURIR BIJAU R.N. 2",640,521,0,1161,411,314,0,725,725,0,3,29,24,627,8,1,0,2,1,4,2,2,5,0,1,0,2,0,2,9,3,725
174,"JAMUNA PRASAD SHRIRAM INTER COLLEGE SURIR BIJAU R.N. 3",412,352,0,764,256,202,0,458,458,0,3,28,154,258,3,0,0,0,0,1,0,0,0,0,1,2,3,0,0,4,1,458
175,"JAMUNA PRASAD SHRIRAM INTER COLLEGE SURIR BIJAU R.N. 4",361,328,0,689,218,179,0,397,397,0,2,18,46,319,2,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,2,397
176,"PRIMARY SCHOOL BHAGAT NAGRIYA",357,268,0,625,236,165,0,401,401,0,6,5,97,275,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,9,3,401
177,"PRIMARY SCHOOL NAGLA SAPERA",93,82,0,175,73,61,0,134,134,0,0,49,18,47,1,1,0,1,1,3,0,0,0,1,1,1,1,0,1,6,2,134
178,"PRIMARY SCHOOL BHIDAUNI R.N. 1",494,406,0,900,311,242,0,553,553,0,2,21,395,120,3,1,0,0,0,0,0,0,3,2,1,1,0,1,3,0,0,553
179,"PRIMARY SCHOOL BHIDAUNI R.N. 2",649,516,0,1165,416,373,0,789,789,0,12,22,2,748,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,789
180,"POORVA M. VIDYALAYA OHAWA",807,674,1,1482,533,332,0,865,865,0,22,68,277,467,3,1,1,1,1,0,0,4,2,1,2,0,3,1,2,8,1,865
181,"PRIMARY SCHOOL NAGLA GADHARIYA  PART OHAWA",325,275,0,600,196,131,0,327,327,0,2,7,2,289,3,1,0,3,0,0,0,3,5,1,0,1,0,0,1,8,1,327
182,"PRIMARY SCHOOL IRAULI GUJAR",307,279,0,586,258,223,0,481,481,0,6,25,150,282,3,1,0,0,0,0,0,2,2,1,0,2,1,0,3,3,0,481
183,"PRIMARY SCHOOL SARKORIYA PART IRAULI GUJAR",390,340,0,730,277,208,0,485,485,0,42,29,112,287,4,0,1,0,0,0,0,0,0,3,0,1,0,1,0,4,1,485
184,"PRIMARY SCHOOL SAMAULI",290,259,0,549,205,141,0,346,346,0,7,8,122,192,1,1,0,4,1,0,1,1,2,0,0,0,0,1,2,3,0,346
185,"BRIJ KRASHAK INTER COLLEGE TAINTIGOUN R.N.1 AKBARPUR",652,537,0,1189,473,274,0,747,747,0,2,18,23,667,4,0,0,0,1,0,1,4,6,0,0,1,0,0,1,17,2,747
186,"BRIJ KRASHAK INTER COLLEGE TAINTIGOUN R.N.2 AKBARPUR",814,664,0,1478,521,353,0,874,874,0,30,29,266,514,3,1,1,4,1,0,0,4,5,2,1,1,1,0,2,7,2,874
187,"PRIMARY SCHOOL NAGLA HARIYA",300,243,0,543,204,158,0,362,362,0,1,0,258,95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,1,362
188,"PRIMARY SCHOOL BAIKUNTHPUR",290,221,0,511,160,125,0,285,285,0,5,20,16,225,0,0,0,0,0,0,1,2,3,1,1,0,0,1,2,8,0,285
189,"PRIMARY SCHOOL SUDAMA GHARHI",442,367,0,809,250,187,0,437,437,0,9,21,98,274,4,0,1,0,0,1,0,5,4,5,2,3,1,0,2,4,3,437
190,"JANTA INTER COLLEGE RAJAGHARHI R.N. 1",745,617,0,1362,408,340,0,748,748,0,20,151,73,470,2,2,1,0,1,3,0,2,4,5,3,3,2,0,0,5,1,748
191,"JANTA INTER COLLEGE RAJAGHARHI R.N. 2",240,179,0,419,141,102,0,243,243,0,7,7,105,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,243
192,"PRIMARY SCHOOL TULAGHARHI",738,575,0,1313,496,372,0,868,868,0,20,51,279,479,2,0,0,0,2,0,1,1,1,1,1,4,3,2,0,19,2,868
193,"PRIMARY SCHOOL BHADANWARA R.N. 1",603,508,0,1111,374,295,0,669,669,0,6,1,3,9,1,0,0,0,2,1,0,19,265,254,18,41,8,1,21,15,4,669
194,"PRIMARY SCHOOL BHADANWARA R.N. 2",641,495,0,1136,427,252,0,679,679,0,27,150,33,424,2,11,0,1,0,4,1,4,6,2,4,1,2,1,0,4,2,679
195,"PRIMARY SCHOOL NAYABANS",537,427,0,964,315,261,0,576,576,0,20,84,210,225,2,1,0,1,1,1,0,2,3,2,0,3,6,1,1,10,3,576
196,"PRIMARY SCHOOL RAMNAGLA",493,409,0,902,317,247,0,564,564,0,0,10,70,447,4,0,4,4,0,0,0,1,3,1,0,4,1,2,2,8,3,564
197,"PRIMARY SCHOOL SHISHA GHARHI",238,185,0,423,145,108,0,253,253,0,0,1,56,192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,253
198,"PRIMARY SCHOOL 1 JARARA R.N. 1",572,439,1,1012,322,215,0,537,537,0,43,39,25,406,3,1,0,0,0,0,1,1,1,0,1,1,1,3,0,10,1,537
199,"PRIMARY SCHOOL 1 JARARA R.N. 2",631,514,0,1145,315,260,0,575,575,0,34,14,79,421,17,0,0,1,0,0,1,0,1,0,0,2,0,0,2,2,1,575
200,"PRIMARY SCHOOL 2 JARARA",319,287,0,606,164,121,0,285,285,0,2,3,180,90,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,285
201,"PRIMARY SCHOOL NAGLA PATI",512,411,0,923,327,200,0,527,527,0,12,8,10,466,1,0,0,0,0,0,0,4,1,0,2,3,2,0,2,14,2,527
202,"PRIMARY SCHOOL KHAYARA",717,593,0,1310,390,338,0,728,728,0,80,18,172,408,6,1,1,1,0,0,0,6,4,0,1,3,4,1,3,18,1,728
203,"PRIMARY SCHOOL ASAFABAD",176,134,0,310,98,81,0,179,179,0,9,1,69,88,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,179
204,"PRIMARY SCHOOL AMANULLAPUR",542,456,0,998,380,303,0,683,683,0,53,1,27,583,8,1,0,0,0,0,0,1,1,0,0,1,0,0,0,7,0,683
205,"PRIMARY SCHOOL BADANPUR",626,523,1,1150,428,340,0,768,768,0,262,13,132,338,2,0,0,4,0,2,1,1,1,0,3,0,5,0,1,2,1,768
206,"J.H.S. LOHAI R.N. 1",569,442,0,1011,307,252,0,559,559,0,140,35,122,226,19,0,0,0,1,1,1,1,3,1,1,1,4,0,0,2,1,559
207,"J.H.S. LOHAI R.N. 2",484,403,0,887,291,223,0,514,514,0,157,14,10,307,2,0,0,0,0,0,0,1,2,1,2,0,3,3,2,9,1,514
208,"PRIMARY SCHOOL NAGLA JAYSINGH",847,607,0,1454,439,322,0,761,761,0,93,6,114,529,3,0,1,0,0,2,0,1,1,1,1,0,1,0,0,8,0,761
209,"PRIMARY SCHOOL BHALAI R.N. 1",652,520,0,1172,343,225,0,568,568,0,50,3,86,389,5,0,0,0,2,0,0,3,1,2,4,1,1,0,1,16,4,568
210,"PRIMARY SCHOOL BHALAI R.N. 2",534,431,0,965,321,195,0,516,516,0,69,17,7,394,5,1,1,0,1,0,0,4,2,1,1,3,1,1,1,7,0,516
211,"PRIMARY SCHOOL BAYOHI",149,116,0,265,102,74,0,176,176,0,1,1,9,158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,176
212,"PRIMARY SCHOOL DADISARA",669,555,1,1225,443,339,0,782,782,0,23,89,102,546,5,1,0,0,0,0,0,4,2,0,0,0,0,1,1,8,0,782
213,"PRIMARY SCHOOL DADISARI",252,204,0,456,176,147,0,323,323,0,1,6,18,288,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,323
214,"NAVEEN P.S. KARAHARI R.N. 1",890,608,0,1498,489,326,0,815,815,0,15,204,390,145,0,2,1,0,1,2,2,8,2,0,2,6,18,7,2,8,0,815
215,"NAVEEN P.S. KARAHARI R.N. 2",891,651,1,1543,455,272,0,727,727,0,19,65,103,519,2,1,1,1,1,1,1,2,1,1,0,1,2,0,2,3,1,727
216,"J.H.S. KARAHARI",97,89,0,186,61,45,0,106,106,0,0,5,8,89,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,106
217,"PRIMARY SCHOOL BASDHAUKLA",304,222,0,526,167,125,0,292,292,0,1,3,61,211,0,0,0,0,2,0,1,3,2,0,0,2,0,0,2,4,0,292
218,"PRIMARY SCHOOL NAGRIYA BIRJI",414,347,0,761,266,202,0,468,468,0,6,15,184,244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,8,1,468
219,"PRIMARY SCHOOL PABBIPUR",470,372,0,842,307,225,0,532,532,0,0,88,85,337,2,0,0,0,0,0,1,0,1,2,1,0,2,2,2,8,1,532
220,"KANYA P.S. ERAULI JUNNARDAR",721,547,0,1268,350,270,0,620,620,0,25,98,83,397,2,0,0,0,0,0,0,2,4,0,1,0,0,1,0,6,1,620
221,"PRIMARY SCHOOL SIRRELA",519,433,0,952,258,222,0,480,480,0,5,142,181,139,5,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,1,480
222,"PRIMARY SCHOOL LALGHARHI",265,231,0,496,234,201,0,435,435,0,3,362,52,13,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,435
223,"PRIMARY SCHOOL KUDHWARA",618,508,0,1126,381,278,0,659,659,0,2,334,102,189,2,1,0,0,0,0,0,0,1,2,2,3,5,6,1,8,1,659
224,"PRIMARY SCHOOL NAGLA KHEMA",116,108,0,224,89,86,0,175,175,0,2,2,1,168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
225,"PRIMARY SCHOOL NAGLA SHAYAM PART BAKLA",570,465,0,1035,414,294,0,708,708,0,3,552,19,112,1,1,1,0,0,4,0,0,1,1,2,0,4,4,0,3,0,708
226,"PRIMARY SCHOOL MANIKAWAS",410,314,0,724,296,164,0,460,222,0,2,352,38,46,1,0,0,0,0,1,1,1,0,0,0,0,6,3,4,5,0,460
227,"J.H.SCHOOL NEEMGOUN R.N. 1",416,321,1,738,225,179,0,404,404,0,7,250,76,63,1,1,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,404
228,"J.H.SCHOOL NEEMGOUN R.N. 2",826,634,0,1460,549,363,0,912,912,0,20,634,27,217,5,1,0,0,0,1,0,0,1,0,0,1,3,1,0,1,0,912
229,"PRIMARY SCHOOL NEEMGOUN",160,123,0,283,129,78,0,207,207,0,1,170,2,23,1,0,0,0,0,0,1,0,0,0,0,1,3,3,0,2,0,207
230,"PRIMARY SCHOOL NAGLA MAINA PART NEEMGOUN",296,248,0,544,135,99,0,234,234,0,0,39,1,185,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,234
231,"PRIMARY SCHOOL MUSARIYA PART NEEMGOUN",431,332,0,763,304,226,0,530,530,0,7,340,31,147,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,530
232,"PRIMARY SCHOOL PEERI",348,287,0,635,220,181,0,401,401,0,5,230,42,111,0,0,0,0,0,1,0,1,0,0,1,5,2,2,0,1,0,401
233,"PRIMARY SCHOOL BIVABALI",413,329,0,742,209,250,0,459,459,0,9,100,79,264,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,459
234,"PRIMARY SCHOOL DHAKU",417,326,0,743,326,210,0,536,536,0,5,427,6,94,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,536
235,"PRIMARY SCHOOL PARASAR",267,224,0,491,187,105,0,292,292,0,4,5,45,231,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,292
236,"PRIMARY SCHOL ANDUA",466,375,0,841,276,209,0,485,485,0,2,14,80,371,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,485
237,"J.H.SCHOOL BAHADEEN",588,487,0,1075,349,259,0,608,608,0,3,239,90,218,3,0,0,25,0,1,0,2,1,1,7,5,8,1,1,3,0,608
238,"PRIMARY SCHOOL MILK KALAN",183,150,0,333,132,102,0,234,234,0,0,26,33,159,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,234
239,"PRIMARY SCHOOL NAGLA DANI",174,147,0,321,113,75,0,188,188,0,1,1,39,145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,188
240,"PRIMARY SCHOOL JAISAVAN R.NO.1",690,557,0,1247,491,416,0,907,907,0,28,490,46,300,1,0,0,1,0,0,0,1,2,0,2,1,12,3,4,14,2,907
241,"PRIMARY SCHOOL JAISAVAN R.NO.2",366,292,0,658,317,222,0,539,539,0,4,285,177,56,0,0,0,0,0,4,0,0,3,2,0,1,2,1,2,2,0,539
242,"POORV MADHYAMIK VIDYALAY JAVARA R.NO.1",538,425,0,963,396,295,0,691,691,0,5,539,2,135,1,0,0,1,0,2,0,0,0,0,0,0,3,2,0,1,0,691
243,"POORV MADHYAMIK VIDYALAY JAVARA R.NO.2",580,479,0,1059,388,312,0,700,300,0,4,275,113,261,6,0,2,0,0,3,1,3,1,5,0,3,7,4,5,7,0,700
244,"PRIMARY SCHOOL GARHI MANSUKHA",323,253,0,576,245,198,0,443,443,0,0,223,3,204,1,0,0,0,0,2,0,1,0,0,0,1,2,1,0,5,0,443
245,"PRIMARY SCHOOL NAGLA BINDA",370,308,1,679,231,160,0,391,391,0,42,39,32,260,1,0,0,0,0,0,0,0,3,2,3,1,2,0,0,6,0,391
246,"PRIMARY SCHOOL KHURRAM",137,125,0,262,94,94,0,188,188,0,1,114,10,44,1,0,1,0,0,0,0,0,0,1,0,1,7,4,2,2,0,188
247,"PRIMARY SCHOOL PAPARELA",409,348,0,757,266,214,0,480,480,0,8,127,49,275,1,1,0,3,0,1,1,3,1,0,1,0,0,0,1,7,1,480
248,"PRIMARY SCHOOL NAGLA BARI R.NO.1",569,499,0,1068,368,343,0,711,711,0,4,341,119,222,0,0,1,1,0,3,0,1,2,2,1,2,3,1,2,5,1,711
249,"PRIMARY SCHOOL NAGLA BARI R.NO.2",125,101,0,226,104,70,0,174,174,0,5,132,19,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,174
250,"PRIMARY SCHOOL NAGLA HARADAYAL",260,230,1,491,239,203,0,442,442,0,2,376,1,56,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,442
251,"PRIMARY SCHOOL LAXMINAGAR",249,211,1,461,178,166,0,344,344,0,0,271,5,44,0,0,0,0,0,1,0,2,1,0,2,2,4,7,1,4,0,344
252,"PRIMARY SCHOOL ANDHIYAR",351,309,1,661,280,220,1,501,501,0,4,221,0,241,2,0,1,3,0,2,2,2,3,2,1,1,0,3,1,12,0,501
253,"PRIMARY SCHOOL GARHI BALAKISHAN",573,498,1,1072,422,316,0,738,738,0,3,11,149,550,5,0,0,0,0,0,0,2,2,3,1,0,0,1,4,6,1,738
254,"PRIMARY SCHOOL NAGLA BAISALA",498,417,0,915,385,330,0,715,715,0,3,613,15,43,2,0,1,0,0,1,0,0,1,0,9,2,10,7,0,5,3,715
255,"PRIMARY SCHOOL NASEETI R.NO.1",740,592,0,1332,507,385,0,892,892,0,5,581,33,233,4,0,0,0,1,2,0,3,7,0,2,2,6,4,2,6,1,892
256,"PRIMARY SCHOOL NASEETI R.NO.2",423,332,0,755,259,189,0,448,448,0,4,216,5,209,0,0,1,1,1,0,0,2,1,0,0,0,2,3,0,3,0,448
257,"PRIMARY SCHOOL GARHI BIHARI",165,138,0,303,120,100,0,220,220,0,12,26,2,178,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220
258,"J.H.SCHOOL HARANAUL R.NO.1",884,677,0,1561,552,404,0,956,956,0,8,356,52,510,5,0,0,2,0,1,0,1,2,0,2,0,7,2,2,5,1,956
259,"J.H.SCHOOL HARANAUL R.NO.2",170,120,0,290,108,95,0,203,203,0,1,173,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,203
260,"J.H.SCHOOL HARANAUL R.NO.3",494,412,0,906,338,190,0,528,528,0,2,161,123,216,2,1,1,1,1,1,1,1,1,2,1,2,2,2,0,7,0,528
261,"PRIMARY SCHOOL LAXMANPURA",167,138,0,305,105,94,0,199,199,0,12,49,57,71,4,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,199
262,"PRIMARY SCHOOL MIRATANA",456,367,0,823,319,239,0,558,558,0,3,69,71,375,2,0,0,9,2,3,1,4,1,2,2,2,0,2,2,8,0,558
263,"PRIMARY SCHOOL BHADRAVAN",544,475,0,1019,336,300,0,636,636,0,2,5,139,457,1,1,1,4,2,0,0,4,2,2,2,1,1,1,3,8,0,636
264,"PRIMARY SCHOOL NAGLA NATTHA",372,328,1,701,300,266,0,566,566,0,2,6,540,9,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,566
265,"PRIMARY SCHOOL BILANDAPUR",285,281,0,566,211,201,0,412,412,0,4,6,190,203,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,412
266,"NAVEEN PRIMARY SCHOOL BIJAULI",366,307,0,673,239,186,0,425,425,0,48,105,7,188,0,0,37,11,0,4,0,0,0,0,4,1,2,4,7,0,7,425
267,"PRIMARY SCHOOL BIJAULI",257,231,0,488,178,168,0,346,346,0,1,1,338,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,346
268,"PRIMARY SCHOOL PREMNAGAR",637,541,0,1178,547,411,0,958,958,0,1,15,930,3,0,1,0,0,0,1,0,0,1,1,0,2,2,0,0,0,1,958
269,"SHRI BRIJ ADARSH INTER COLLEGE MANT  R.NO.1",610,549,0,1159,439,351,0,790,790,0,65,64,8,622,4,1,0,0,0,1,0,1,1,0,3,4,1,1,0,11,3,790
270,"SHRI BRIJ ADARSH INTER COLLEGE MANT  R.NO.2",471,375,0,846,317,243,0,560,560,0,84,200,41,205,1,0,0,1,0,3,5,1,1,0,2,5,7,1,0,1,2,560
271,"SHRI BRIJ ADARSH INTER COLLEGE MANT  R.NO.3",743,621,0,1364,477,482,0,959,959,0,50,82,259,492,3,2,0,5,2,6,3,6,0,5,3,5,4,5,10,14,3,959
272,"PRIMARY SCHOOL CHHAHARI",466,410,0,876,312,268,0,580,580,0,10,39,78,409,2,0,1,4,1,0,0,1,2,0,0,2,3,3,4,20,1,580
273,"PRIMARY SCHOOL MANT RAJA R.NO.1",449,415,1,865,301,219,0,520,520,0,26,144,23,306,2,0,0,0,1,3,0,0,0,0,3,7,1,0,1,2,1,520
274,"PRIMARY SCHOOL MANT RAJA R.NO.2",639,553,0,1192,390,300,0,690,690,0,28,167,33,445,4,0,0,1,1,1,0,0,2,1,3,2,0,1,0,1,0,690
275,"PRIMARY SCHOOL MANT RAJA R.NO.Ê",536,459,0,995,342,320,0,662,662,0,18,14,215,402,1,1,0,0,0,0,0,2,1,3,0,1,0,0,4,0,0,662
276,"PRIMARY SCHOOL MANT RAJA R.NO.4",336,305,0,641,225,187,0,412,412,0,10,52,234,103,1,0,0,0,0,1,0,3,0,1,3,1,2,0,0,1,0,412
277,"PRIMARY SCHOOL NAGLA BINDA",167,156,0,323,149,135,0,284,284,0,0,0,268,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,284
278,"PRIMARY SCHOOL ARRUA",384,323,0,707,200,206,0,406,406,0,17,76,115,186,2,1,0,0,0,0,1,2,0,0,0,0,0,2,0,3,1,406
279,"PRIMARY SCHOOL CHAUKADA",799,636,0,1435,624,517,0,1141,1141,0,2,781,269,62,2,1,0,0,0,3,2,0,0,1,1,2,8,4,3,0,0,1141
280,"PRIMARY SCHOOL JASAULI KALAN",622,505,0,1127,416,304,0,720,720,0,2,204,48,437,3,0,0,1,0,1,1,3,7,1,2,2,2,2,0,4,0,720
281,"SARADAR PATEL INTER COLLEGE DARABAI",362,294,0,656,232,154,0,386,386,0,1,110,53,196,2,1,2,0,1,1,0,2,2,3,1,1,2,2,1,3,2,386
282,"PRIMARY SCHOOL DARABAI",643,537,0,1180,411,319,0,730,730,0,4,243,203,243,3,2,0,0,0,6,2,1,1,4,2,3,6,2,1,3,1,730
283,"PRIMARY SCHOOL KASERA KALAN",572,481,0,1053,485,294,0,779,779,0,2,538,61,147,5,1,0,1,0,5,0,2,2,1,3,1,3,4,2,0,1,779
284,"PRIMARY SCHOOL NAND NAGARIYA",614,501,0,1115,424,349,0,773,773,0,5,160,199,368,3,3,4,1,3,3,0,3,2,3,6,1,0,1,1,5,2,773
285,"PRIMARY SCHOOL JANAKPUR",251,220,0,471,188,185,0,373,373,0,0,30,248,66,0,0,0,1,0,0,0,0,2,1,5,0,0,0,1,13,6,373
286,"PRIMARY SCHOOL GARHI ASHA",545,394,0,939,363,258,0,621,621,0,0,369,5,216,2,0,0,0,0,0,1,0,3,0,2,0,8,2,1,12,0,621
287,"PRIMARY SCHOOL BHEEM",613,507,0,1120,429,303,0,732,732,0,7,100,217,302,4,1,0,2,1,0,1,1,5,2,2,0,14,8,17,45,3,732
288,"PRIMARY SCHOOL JAHANGEERPUR",556,428,0,984,423,275,0,698,698,0,55,15,129,441,3,1,30,1,3,2,0,1,1,4,1,2,0,1,1,7,0,698
289,"PRIMARY SCHOOL BEGAMPUR",371,322,0,693,307,265,0,572,572,0,6,92,299,151,0,2,3,1,1,2,0,2,3,0,3,0,1,1,1,2,2,572
