"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KU. DEVENDRA SINGH YADAV","2 - NOOR MOHAMMAD KHAN","3 - RAJVEER SINGH RAJU BHAIYA","4 - TH. JOGINDRA SINGH BHADORIYA","5 - RAJENDRA","6 - VINAY","7 - THAKUR HEMENDRA VEER SINGH","8 - HANS  RAJ SINGH","9 - DANVEER","10 - RAKESH GANDHI","11 - RAJVEER SINGH","12 - None of the Above","Total Votes Secured"
181,"P.P.UMMARPUR RIJOR",370,321,0,691,269,227,0,496,214,0,4,223,256,0,0,0,1,0,2,5,3,2,496
182,"ADARSH I.C.UMMEDPUR RIJOR",416,343,0,759,249,190,0,439,1,0,84,120,231,1,0,0,0,0,0,1,1,1,439
183,"PANCHAYATGHAR NAINPUR",420,350,0,770,323,229,0,552,5,0,68,6,469,5,0,0,1,0,0,0,3,0,552
184,"SHIVPRAKASH LODHI I.C.GADIYA YADGARPUR",350,281,0,631,292,240,0,532,336,0,43,13,467,5,0,0,0,0,0,2,1,1,532
185,"P.P.MUBARIKPUR NIBARUA",663,548,0,1211,493,224,0,717,11,0,480,98,23,4,0,2,2,0,0,96,2,10,717
186,J.H.SCH.BAHLOLPUR,344,307,0,651,309,231,0,540,1,0,485,1,44,2,0,0,0,0,0,6,2,0,540
187,"P.P.NAG KAJI",748,581,0,1329,372,215,0,587,13,0,327,37,182,4,0,0,2,2,1,9,10,13,587
188,"P.P.MUBARIKPUR SARAY",372,333,0,705,253,242,0,495,123,0,16,100,366,4,0,1,1,0,0,1,4,2,495
189,"PANCHAYAT BHAWAN SADARPUR",298,278,0,576,210,195,0,405,125,0,2,60,333,5,0,1,0,0,0,3,0,1,405
190,J.H.SCH.VAHIDBIBIPUR,461,391,0,852,256,235,0,491,1,0,102,68,302,7,2,1,0,0,0,3,2,4,491
191,P.P.DUNGARPUR,227,202,0,429,124,108,0,232,232,0,7,93,126,1,1,0,0,2,0,1,0,1,232
192,"PANCHAYAT BHAWAN JISUKHPUR SANI",325,271,0,596,269,217,0,486,99,0,1,39,434,4,0,1,1,0,1,2,3,0,486
193,P.P.FATEHPURA,380,311,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"P.P.NANDPUR KHONDARA",435,346,0,781,233,171,0,404,5,0,356,1,24,1,0,0,1,3,0,11,1,6,404
195,"P.P.SAINA KALAN",432,324,0,756,188,125,0,313,10,0,165,6,130,2,0,2,0,0,0,1,3,4,313
196,"J.H.SCHOOL SAINAKALAN",757,604,0,1361,447,333,0,780,40,0,110,174,456,11,2,0,3,0,1,2,11,10,780
197,P.P.TEEKAMPUR,410,307,0,717,223,137,0,360,128,0,281,25,29,0,0,0,0,0,1,14,0,10,360
198,P.P.RAJPURA,631,459,0,1090,339,149,0,488,463,0,354,69,21,3,1,1,2,3,2,24,2,6,488
199,J.H.SCH.RAJPURA,243,203,0,446,134,82,0,216,1,0,149,22,8,0,0,0,0,0,0,35,0,2,216
200,"P.P.N0- HARKISHANPUR",399,318,0,717,266,174,0,440,5,0,312,7,105,6,0,1,0,1,1,5,1,1,440
201,P.P.MALIGAWAN,574,500,0,1074,338,249,0,587,3,0,401,55,121,3,0,0,0,0,0,2,1,4,587
202,P.P.LOTHARA,488,378,0,866,276,202,0,478,1,0,37,69,342,6,1,2,3,0,1,9,4,4,478
203,"P.P.PEEPAL KHEDIYA",394,354,0,748,167,199,0,366,42,0,186,124,34,3,2,1,0,0,0,4,6,6,366
204,"P.P.N0-KANHOLI M0-PEEPAL KHEDIYA",511,421,0,932,318,230,0,548,24,0,495,1,25,1,0,0,0,0,0,20,0,6,548
205,"P.P.N0-MANGALI M0-AKASPUR",218,190,0,408,100,111,0,211,1,0,5,124,70,1,0,0,0,0,0,1,7,3,211
206,"P.P.N0-PUKHE M0-VAISKHEDIYA",208,177,0,385,133,99,0,232,112,0,33,20,164,6,0,2,2,2,0,2,0,1,232
207,"PANCHAYATGHAR VAISKHEDIYA",457,384,0,841,300,258,0,558,15,0,9,111,411,8,0,1,5,0,2,3,2,6,558
208,"P.P.GADIYA KONCHI",450,356,0,806,186,68,0,254,254,0,143,33,60,1,0,1,2,2,0,9,1,2,254
209,P.P.KHARAGPUR,329,273,0,602,180,89,0,269,120,0,241,3,20,0,0,0,0,0,0,1,0,4,269
210,P.P.KAUNCHI,640,532,0,1172,294,197,0,491,1,0,191,165,91,2,1,2,5,0,2,3,10,19,491
211,P.P.NAJIRPUR,466,434,0,900,418,392,0,810,289,0,12,4,783,1,0,0,0,0,1,6,2,1,810
212,P.P.KARAMCHANDRAPUR,617,508,1,1126,399,322,0,721,1,0,6,24,667,9,0,0,1,0,1,3,9,1,721
213,"P.P.BAKSHIPUR KHAS",546,452,0,998,342,254,0,596,1,0,296,247,41,1,1,0,3,0,0,1,2,4,596
214,"P.P.KULLA HABIBPUR",779,650,0,1429,543,439,0,982,228,0,19,622,319,2,0,2,1,0,1,5,5,6,982
215,P.P.KAREEMPUR,311,228,1,540,196,118,0,314,20,0,164,37,90,3,0,0,1,1,1,1,5,11,314
216,P.P.SABALPUR,366,323,0,689,295,215,0,510,510,0,21,87,389,2,1,0,0,0,1,2,4,3,510
217,J.H.SCH.BABLI,789,600,0,1389,438,268,0,706,6,0,407,61,212,2,0,2,1,1,2,7,4,7,706
218,P.P.ANGADPUR,643,561,0,1204,446,414,0,860,832,0,9,9,832,6,0,1,0,1,1,0,0,1,860
219,P.P.PURANV,575,475,0,1050,346,257,0,603,171,0,61,75,451,3,1,1,1,0,1,4,3,2,603
220,P.P.AASPUR,522,428,0,950,346,266,0,612,509,0,59,154,365,7,1,1,2,2,2,3,5,11,612
221,P.P.SAIDPUR,493,401,0,894,312,207,0,519,363,0,91,47,351,9,2,1,3,0,0,2,7,6,519
222,P.P.LALDUNDWARA,332,267,0,599,201,173,0,374,6,0,3,87,262,3,1,0,0,3,2,4,5,4,374
223,"P.P.NIGOH HASANPUR UTTARI",638,514,0,1152,400,263,0,663,24,0,5,190,444,5,1,1,1,1,2,6,3,4,663
224,"P.P.NIGOH HASANPUR DAKSHIN",423,354,0,777,298,179,0,477,2,0,14,34,408,1,2,1,3,1,3,2,5,3,477
225,P.P.HADAI,311,241,0,552,202,139,0,341,93,0,314,2,18,2,1,0,0,1,0,2,0,1,341
226,P.P.BHATMAI,455,381,0,836,332,222,0,554,2,0,107,34,391,5,0,0,1,0,1,4,5,6,554
227,P.P.BARTHARI,648,501,0,1149,319,240,0,559,81,0,30,253,246,3,0,1,3,4,5,8,4,2,559
228,P.P.KOYNA,346,301,0,647,265,206,0,471,470,0,446,3,20,0,0,0,0,0,1,1,0,0,471
229,"P.P.SHIVSINGHPUR URF N0-NIZAM",598,492,0,1090,357,271,0,628,1,0,95,24,488,2,1,0,1,1,3,2,6,5,628
230,"P.P.KANIKPUR M0-BAGWALA",580,465,0,1045,431,287,0,718,251,0,14,32,650,5,0,0,0,1,2,5,3,6,718
231,"P.P.BAGWALA R.N0-1",698,618,0,1316,469,381,0,850,1,0,10,366,456,2,1,2,1,2,0,7,1,2,850
232,"P.P.BAGWALA R.N0-2",747,641,0,1388,431,319,0,750,718,0,130,127,457,10,3,2,3,1,2,4,4,7,750
233,"P.P.RAMNAGAR M0-RAMNAGAR JALALPUR",308,262,0,570,174,152,0,326,30,0,6,21,281,0,0,2,0,3,0,5,6,2,326
234,"P.P.SARMANPUR M0-RAMNAGAR JALALPUR",287,239,0,526,185,172,0,357,2,0,144,3,207,1,0,0,0,0,1,1,0,0,357
235,P.P.BHALAIPUR,240,204,0,444,194,144,0,338,17,0,17,5,310,1,0,0,0,0,1,2,2,0,338
236,"P.P.JALALPUR M0-RAMNAGAR JALALPUR",451,376,0,827,394,290,0,684,31,0,0,3,676,2,0,0,0,2,0,0,1,0,684
237,"P.P.KARTALA R.N0-1",632,523,0,1155,361,304,0,665,20,0,56,113,468,5,1,1,4,1,2,4,5,5,665
238,"P.P.KARTALA R.N0-2",352,307,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"P.M.V.GOLA M0-KARTALA",240,197,0,437,207,175,0,382,17,0,376,1,3,1,0,0,0,0,0,0,0,1,382
240,"P.P.ISHEPUR M0-KARTALA",235,217,0,452,200,171,0,371,355,0,355,1,13,1,0,0,0,1,0,0,0,0,371
241,"P.P.BELI M0-KARTALA",214,190,0,404,177,148,0,325,72,0,239,0,82,1,0,0,0,0,0,1,0,2,325
242,P.P.BARAULI,252,217,0,469,112,102,0,214,119,0,33,14,150,3,0,1,1,0,2,7,3,0,214
243,"P.P.VAJIDPUR BARAULI",301,253,0,554,153,126,0,279,210,0,57,64,141,12,0,0,1,0,0,2,2,0,279
244,"P.P.SAHASPUR BARAULI",289,247,0,536,246,180,0,426,112,0,406,2,9,0,0,0,0,0,0,6,0,3,426
245,"P.P.GADHI T0-BARAULI",689,537,0,1226,501,266,0,767,367,0,719,10,29,0,0,2,0,0,0,3,1,3,767
246,"P.P.LALPUR BARAULI",308,276,0,584,188,150,0,338,26,0,11,121,204,0,0,0,0,0,0,1,0,1,338
247,P.P.BENDULA,736,535,0,1271,547,333,0,880,30,0,718,50,97,2,2,0,0,0,0,4,2,5,880
248,"J.H.SCH.N0-DHARM M0-PAHRAI",392,319,0,711,299,229,0,528,70,0,25,18,476,3,0,1,0,1,1,2,0,1,528
249,J.H.SCH.N0-LAKSHMAN,460,385,0,845,415,270,0,685,1,0,637,11,30,0,0,0,0,0,0,0,1,6,685
250,"P.P.MIRJAPUR KABEERPUR",315,261,0,576,198,196,0,394,144,0,10,29,343,2,0,1,2,1,1,2,3,0,394
251,"P.P.KHADUA R.N0-1",888,731,0,1619,479,399,0,878,44,0,103,139,574,12,2,5,3,4,4,9,11,12,878
252,"P.P.KHADUA R.N0-2",455,382,0,837,380,260,0,640,70,0,7,2,612,5,0,1,1,1,3,1,2,5,640
253,"P.P.ALLEHPUR KHURD",357,289,0,646,289,254,0,543,4,0,2,65,471,1,0,0,0,0,0,2,0,2,543
254,"J.H.SCH. MUBARIKPUR",240,207,0,447,183,171,0,354,2,0,6,0,344,1,0,0,0,0,0,0,2,1,354
255,P.P.N0-MADIYA,335,290,0,625,217,208,0,425,112,0,61,8,350,2,0,0,0,0,0,3,0,1,425
256,"P.P. SARJANPUR",240,206,0,446,181,139,0,320,47,0,294,4,5,1,0,0,0,0,0,13,0,3,320
257,"PANCHAYATGHAR PAINDAPUR",511,432,0,943,246,206,0,452,1,0,115,39,285,3,0,1,0,0,0,4,4,1,452
258,"P.P.NAGLA DURIYA",436,338,0,774,216,164,0,380,129,0,16,108,242,4,1,3,0,0,0,1,2,3,380
259,"P.P.JALALPUR PALRA",443,365,0,808,241,214,0,455,370,0,116,26,276,6,0,2,0,3,2,7,5,12,455
260,P.P.PALRA,655,544,0,1199,427,331,0,758,203,0,471,103,154,3,2,3,1,1,1,3,2,14,758
261,P.P.NARAURI,823,638,0,1461,427,355,0,782,102,0,271,75,423,1,0,0,0,2,1,2,4,3,782
262,"P.P.SONSA R.N0-1",718,595,0,1313,415,286,0,701,125,0,86,121,480,6,1,1,1,1,0,1,2,1,701
263,"P.P.SONSA R.N0-2",532,396,0,928,231,111,0,342,36,0,206,12,118,1,1,0,2,0,0,0,1,1,342
264,"BHOLA SINGH BODH U.M.V. GOLA KUAN M. SONSA",253,217,0,470,163,137,0,300,167,0,9,24,252,7,1,0,0,0,0,1,3,3,300
265,"U.P.V. RAJPUR",472,407,0,879,313,250,0,563,165,0,461,9,78,1,0,0,1,0,0,10,0,3,563
266,P.P.JYURI,502,451,0,953,371,300,0,671,630,0,14,26,618,4,1,1,0,0,1,0,3,3,671
267,P.P.JAMLAPUR,477,387,0,864,283,197,0,480,2,0,167,53,251,1,1,1,3,0,1,1,0,1,480
268,"P.P.MAINATHER R.N0-1",654,555,0,1209,386,280,0,666,310,0,376,50,216,2,0,3,0,2,2,7,1,7,666
269,"P.P.MAINATHER R.N0-2",594,521,0,1115,257,159,0,416,223,0,221,73,114,0,0,0,0,0,4,1,1,2,416
270,"J.H.SCH.KANSURI R.N0-2",797,658,0,1455,408,247,0,655,40,0,428,79,118,1,0,0,1,2,1,17,3,5,655
271,"J.H.SCH.KANSURI R.N0-1",338,286,0,624,142,93,0,235,33,0,182,0,48,0,0,0,0,1,0,3,0,1,235
272,P.P.SATTARPUR,609,522,0,1131,504,336,0,840,535,0,741,4,83,0,0,0,0,0,0,10,1,1,840
273,"P.P.LOHAKHAR M0-KANSURI",789,648,0,1437,431,317,0,748,22,0,44,67,602,12,0,0,0,0,1,5,7,10,748
274,P.P.HARNAWALI,715,609,0,1324,522,373,0,895,286,0,855,19,17,0,0,0,0,0,0,2,0,2,895
275,P.P.LABHAITA,856,716,0,1572,428,345,0,773,530,0,34,219,485,6,0,4,5,2,0,4,7,7,773
276,"P.P.BABRAUTI NASIRPUR R.N0-1",687,564,0,1251,369,302,0,671,603,0,56,73,511,12,1,1,1,0,2,4,5,5,671
277,"P.P.BABRAUTI NASIRPUR R.N0-2",695,540,0,1235,365,197,0,562,36,0,110,13,397,16,1,1,1,6,1,5,8,3,562
278,"J.H.SCH.MALAWAN R.N0-1",840,693,0,1533,424,357,0,781,1,0,68,327,361,10,0,3,2,1,0,2,5,2,781
279,"J.H.SCH.MALAWAN R.N0-2",721,570,0,1291,337,228,0,565,134,0,34,96,411,7,0,1,0,2,1,4,3,6,565
280,"J.H.SCH.MALAWAN R.N0-3",654,516,0,1170,321,214,0,535,13,0,25,240,237,8,0,0,2,2,1,3,8,9,535
281,P.P.MALAWAN,725,528,0,1253,351,170,0,521,1,0,229,105,180,1,0,0,0,2,0,1,1,2,521
282,P.P.N0-RAMJEET,285,207,0,492,172,108,0,280,67,0,252,4,9,0,0,1,1,1,0,0,2,10,280
283,P.P.AYAR,578,499,0,1077,293,248,0,541,437,0,9,183,306,5,3,3,4,2,2,4,13,7,541
284,P.P.BRISINGHPUR,415,369,0,784,220,224,0,444,400,0,9,132,272,2,0,5,1,2,1,7,5,8,444
285,P.P.N0-BHUPAL,445,361,0,806,343,237,0,580,150,0,563,3,13,0,0,0,0,0,0,0,0,1,580
286,"P.P.SONHAR R.N0-1",718,610,0,1328,335,214,0,549,1,0,104,152,262,2,0,3,4,2,0,3,9,8,549
287,"P.P.SONHAR R.N0-2",420,355,0,775,184,119,0,303,75,0,8,56,224,3,0,3,0,0,0,1,4,4,303
288,P.P.JOGPURA,262,216,0,478,201,139,0,340,2,0,315,3,12,2,1,0,0,0,0,0,3,4,340
289,"SHRIKRISHNA VIDHYAMANDIR I.C.SONHAR",761,660,0,1421,343,242,0,585,133,0,30,189,341,4,0,2,2,0,0,2,10,5,585
290,P.P.LAKHAPUR,257,225,0,482,175,132,0,307,11,0,196,1,90,5,0,0,0,0,1,12,0,2,307
291,"P.P.JALALPUR SANTHAL PURV",751,569,0,1320,349,207,0,556,290,0,41,40,447,10,2,1,0,0,2,6,4,3,556
292,P.P.JAITPURA,286,253,0,539,250,203,0,453,21,0,43,10,386,5,0,0,1,0,1,3,2,2,453
293,J.H.SCH.JAITPURA,341,281,0,622,226,152,0,378,2,0,49,87,224,1,1,2,3,0,0,6,5,0,378
294,"P.P.KUNWARPUR NAGARIYA",640,559,0,1199,401,318,0,719,562,0,101,46,545,4,1,0,0,1,4,7,3,7,719
295,"J.H.SCH. DEVPURA",806,648,0,1454,424,312,0,736,8,0,356,4,359,5,0,2,1,0,0,2,2,5,736
296,P.P.RAMNAGAR,606,500,0,1106,382,271,0,653,101,0,28,182,421,2,1,0,2,0,2,8,3,4,653
297,"P.P.GADIYA SHEELAM",681,530,0,1211,405,319,0,724,65,0,164,134,405,2,0,1,2,1,5,4,3,3,724
298,"PANCHAYATGHAR N0-KHAMANI M0- GADIYA SHEELAM",302,248,0,550,222,168,0,390,10,0,8,3,374,5,0,0,0,0,0,0,0,0,390
299,"P.P.N0-DAYARAM M0-GADIYA SHEELAM",180,158,0,338,156,101,0,257,1,0,242,3,9,0,0,0,1,0,0,0,1,1,257
300,P.P.MUHAMMADPUR,332,293,0,625,192,155,0,347,111,0,240,60,29,3,1,1,0,6,0,1,4,2,347
301,P.P.DATAULI,274,204,0,478,166,111,0,277,118,0,181,3,84,3,0,0,0,0,1,1,3,1,277
302,P.P.MAHUAKHEDA,560,468,0,1028,231,219,0,450,161,0,47,100,289,5,0,2,0,0,1,1,3,2,450
303,"PANCHAYATGHAR DAULPURA",691,568,0,1259,483,361,0,844,4,0,44,42,744,4,0,1,1,0,1,0,1,6,844
304,P.P.THARAULI,545,417,0,962,261,133,0,394,125,0,171,62,147,3,2,2,0,1,0,4,1,1,394
305,P.P.N0-BHAJA,248,245,0,493,83,125,0,208,4,0,25,155,12,3,1,4,1,1,0,0,3,3,208
306,P.P.KANGRAUL,710,600,0,1310,320,201,0,521,3,0,380,38,77,1,0,1,1,0,1,9,2,11,521
307,"P.P.VIRAMPUR SAKEET",229,197,0,426,88,35,0,123,123,0,75,0,44,0,0,0,0,0,0,0,1,3,123
308,"PANCHAYATGHAR CHANDPUR SAKEET",329,261,0,590,192,135,0,327,1,0,255,35,27,1,0,0,0,0,1,3,3,2,327
309,P.P.SHAHALAMPUR,502,384,0,886,309,159,0,468,15,0,345,7,97,5,0,0,0,0,0,7,3,4,468
310,"P.P.MUJAFFAR HIRAUDI",617,518,0,1135,405,320,0,725,6,0,25,179,494,13,1,0,2,0,0,3,6,2,725
311,"P.P.KHEDIYA M0-SALEMPUR KHEDIYA",424,360,0,784,245,177,0,422,2,0,259,2,146,2,0,1,3,0,1,0,3,5,422
312,P.P.MADHUPURA,458,380,0,838,293,197,0,490,4,0,24,75,373,4,0,2,2,2,0,6,1,1,490
313,P.P.BAHADURPUR,582,484,0,1066,316,167,0,483,8,0,157,192,113,3,0,3,1,3,0,2,6,3,483
314,P.P.BARAKHEDA,410,320,0,730,229,125,0,354,90,0,165,28,143,3,1,4,3,0,1,4,2,0,354
315,"D.A.V.H.S.SCH.SAKEET R.N0-1",421,363,0,784,234,193,0,427,298,0,11,332,75,2,0,3,1,2,0,0,1,0,427
316,"D.A.V.H.S.SCH.SAKEET R.N0-2",461,395,0,856,274,181,0,455,330,0,44,114,288,2,1,3,1,0,1,1,0,0,455
317,"D.A.V.H.S.SCH.SAKEET R.N0-3",515,457,0,972,234,206,0,440,96,0,21,16,374,11,1,0,0,2,1,3,9,2,440
318,P.P.N0-GANGI,601,515,0,1116,347,293,0,640,159,0,197,359,68,2,1,0,2,0,0,1,2,8,640
319,"VIKASKHAND KARYALAY SAKEET",480,421,0,901,257,181,0,438,421,0,5,1,409,7,1,0,2,2,1,3,4,3,438
320,"VIKASKHAND KARYALAY SAKEET",546,461,0,1007,286,222,0,508,26,0,38,92,367,6,1,0,0,0,1,1,1,1,508
321,"P.P.SAKEET DAKSHIN R.N0-1",392,337,0,729,247,175,0,422,27,0,160,151,105,1,0,0,2,0,0,0,2,1,422
322,"P.P.SAKEET DAKSHIN R.N0-2",532,446,0,978,289,175,0,464,13,0,106,241,94,2,0,1,3,3,0,4,5,5,464
323,"P.P.SAKEET DAKSHIN R.N0-3",711,628,0,1339,374,296,0,670,141,0,80,92,475,4,1,0,2,1,2,6,5,2,670
324,"P.P.REWARI R.N0-1",569,449,0,1018,267,124,0,391,381,0,96,121,154,5,1,0,1,0,0,1,10,2,391
325,"P.P.REWARI R.N0-2",507,405,0,912,244,196,0,440,57,0,67,256,104,0,1,0,2,0,0,6,1,3,440
326,P.P.JAHANGIRABAD,277,212,1,490,165,99,0,264,1,0,168,35,57,2,0,0,0,0,0,1,0,1,264
327,"P.P.BHAGVANTPUR R.N0-1 (STHIT GRAM CHUNIPUR M0-BHAGVANTPUR)",501,418,0,919,328,257,0,585,1,0,3,7,552,5,0,0,0,0,2,4,4,8,585
328,"P.P.BHAGVANTPUR R.N0-2 (STHIT GRAM CHUNIPUR M0-BHAGVANTPUR)",624,533,0,1157,458,317,0,775,45,0,43,49,661,2,0,0,2,0,2,15,0,1,775
329,P.P.KAMALPURMAI,528,416,0,944,317,203,0,520,380,0,262,91,136,3,0,1,4,0,1,15,3,4,520
330,P.P.CHILMAPUR,452,369,0,821,248,153,0,401,27,0,190,155,44,0,0,2,1,2,0,4,1,2,401
331,"P.P.ISHARA PASHCHIMI",831,639,0,1470,473,285,0,758,350,0,296,26,409,10,0,0,0,1,0,8,5,3,758
332,"P.P.N0-HULASI M0-ISHARA PURVI",516,445,0,961,319,191,0,510,214,0,328,8,145,4,0,1,1,1,2,11,4,5,510
333,"J.H.SCH.ISHARA PURVI",423,363,0,786,280,192,0,472,83,0,66,96,290,5,0,0,1,0,1,5,3,5,472
334,"P.P.NANDPUR BELAMAI",555,451,0,1006,305,151,0,456,6,0,215,169,63,4,1,0,0,0,1,0,1,2,456
335,"P.P.DATTPUR KUNJPUR",766,668,0,1434,403,243,0,646,1,0,509,29,83,1,1,0,1,3,0,14,4,1,646
336,P.P.KUNJPUR,327,269,0,596,227,157,0,384,120,0,367,3,9,0,0,1,1,0,0,1,1,1,384
