"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
196,"P P NORTH PART MARAKAND NAGAR",206,182,0,388,156,124,0,280,65,0,237,2,38,0,0,0,0,0,0,0,0,0,3,280
197,"P P KANPATIYAPUR",588,503,0,1091,429,390,0,819,793,0,201,178,419,5,0,0,1,0,1,1,8,3,2,819
198,"P P SOUTH PART MARAKAND NAGAR",494,436,0,930,260,234,0,494,76,0,132,49,308,1,0,0,0,0,0,0,2,1,1,494
199,"P P EAST PART MARAKAND NAGAR",478,429,0,907,263,222,0,485,150,0,317,21,138,1,0,0,0,0,0,0,3,1,4,485
200,"GOMTI D.G.I.COLLAGE MARAKAND NAGAR KANNAUJ R.N.4",605,554,0,1159,483,395,0,878,402,0,478,22,358,4,0,1,1,0,0,1,0,2,11,878
201,"P P KARANPUR",322,259,0,581,244,202,0,446,4,0,141,71,215,1,0,0,0,0,3,2,5,3,5,446
202,"GOMTI D.G.I.COLLAGE MARAKAND NAGAR KANNAUJ R.N.1",485,430,0,915,275,229,0,504,55,0,116,5,368,6,1,0,0,0,0,1,2,1,4,504
203,"GOMTI D.G.I.COLLAGE MARAKAND NAGAR KANNAUJ R.N.2",458,518,0,976,234,231,0,465,58,0,147,54,250,4,1,1,0,0,0,1,0,0,7,465
204,"PANCHAYAT GHAR YUSUFPUR BHAGWAN",609,479,0,1088,379,308,0,687,127,0,188,22,456,7,1,1,0,0,0,1,5,2,4,687
205,"PANCHAYAT GHAR YUSUFPUR BHAGWAN EAST PART",351,321,0,672,194,168,0,362,150,0,89,11,254,0,0,0,0,0,0,0,2,1,5,362
206,"P P EAST PART ADANGAPUR",659,505,0,1164,409,428,0,837,12,0,680,28,108,2,0,0,0,0,2,1,4,5,7,837
207,"P P KAPOORPUR KATRI",178,161,0,339,160,138,0,298,65,0,61,15,217,2,1,0,0,0,0,0,1,0,1,298
208,"P P KANNAUJ KACHHOHA",527,408,0,935,407,266,0,673,52,0,268,78,296,4,0,0,4,0,1,4,9,4,5,673
209,"P P SALEMPUR RAMAI",203,195,0,398,173,163,0,336,2,0,136,6,176,2,1,1,0,1,1,0,4,2,6,336
210,"P P KANDRAULI KACHHOHA (BADHAPURWA)",245,196,0,441,214,159,0,373,288,0,46,1,128,3,182,2,1,0,1,1,5,0,3,373
211,"P P KANNAUJ KACHHOHA NORTH PART",397,309,0,706,308,231,0,539,230,0,339,63,131,1,0,0,0,1,0,0,3,1,0,539
212,"P P GANGPUR",528,390,0,918,381,243,0,624,34,0,49,1,543,8,0,1,0,1,2,0,8,4,7,624
213,"B. S. A. OFFICE SARAYMEERA KANNAUJ R. NO.-1",552,432,0,984,266,217,0,483,79,0,148,31,294,6,0,1,0,0,0,1,1,0,1,483
214,"B. S. A. OFFICE SARAYMEERA KANNAUJ R. NO.-2",448,344,0,792,232,191,0,423,25,0,124,11,277,4,0,2,0,0,0,0,2,1,2,423
215,"GIRLS P P SARAIMEERA",578,515,0,1093,290,240,0,530,348,0,174,15,331,5,0,0,0,0,0,0,2,0,3,530
216,"GIRLS P P SARAIMEERA R.N.3",614,538,0,1152,293,238,0,531,373,0,167,8,345,4,0,0,0,5,0,0,1,0,1,531
217,"ZILA PANCHAYAT OFFICE SARAIMEERA R. NO.- 1",563,462,0,1025,354,271,0,625,202,0,366,11,230,3,0,0,0,0,0,1,3,2,9,625
218,"ZILA PANCHAYAT OFFICE SARAIMEERA R. NO.- 2",337,356,0,693,218,180,0,398,3,0,158,5,233,2,0,0,0,0,0,0,0,0,0,398
219,"K. K. C. N. H. SEC. SCHOOL SARAYMEERA R. NO. 5",642,540,0,1182,351,272,0,623,618,0,214,144,251,4,1,0,0,0,3,0,1,1,4,623
220,"K. K. C. N. H. SEC. SCHOOL SARAYMEERA R. NO. 6",636,535,0,1171,323,249,0,572,21,0,191,115,249,3,1,0,0,0,0,1,5,4,3,572
221,"GIRLS P P SARAIMEERA",764,582,0,1346,155,116,0,271,271,0,74,70,120,4,0,0,0,0,0,0,1,0,2,271
222,"P P MANPUR",387,371,0,758,285,283,0,568,44,0,76,87,379,2,1,0,0,0,0,5,11,0,7,568
223,"P P SARAIMEERA DEHAT RANGIYANPUWRA",701,564,0,1265,412,319,0,731,34,0,57,556,88,0,1,0,0,0,0,3,4,9,13,731
224,"P P NASRAPUR R. NO.- 1",418,355,0,773,295,222,0,517,517,0,28,405,69,2,1,0,2,0,0,1,5,1,3,517
225,"P P NASRAPUR R. NO.- 2",591,460,0,1051,350,298,0,648,327,0,83,220,320,3,0,0,0,1,0,3,5,3,10,648
226,"GOVT. MAHELA D. COLLEGE KANNAUJ BANGAR R. NO. 1",587,525,0,1112,368,347,0,715,41,0,141,72,493,2,0,2,0,0,0,2,0,0,3,715
227,"GOVT. MAHELA D. COLLEGE KANNAUJ BANGAR R. NO. 2",488,466,0,954,207,204,0,411,402,0,90,83,225,0,1,1,0,0,0,3,2,1,5,411
228,"B.D.O OFFICE KANNAUJ HALL R.N.3",554,438,0,992,378,201,0,579,39,0,65,310,182,3,1,0,0,0,1,4,7,3,3,579
229,"B.D.O OFFICE KANNAUJ HALL R.N.4",650,508,0,1158,259,198,0,457,313,0,67,203,173,1,0,0,0,1,1,4,3,1,3,457
230,"DHARAMSHALA BHOLANATH KANNAUJ",611,549,0,1160,455,316,0,771,421,0,221,3,532,5,0,0,0,1,0,1,3,2,3,771
231,"DHARAMSHALA BHOLANATH KANNAUJ",836,700,0,1536,556,455,0,1011,55,0,148,23,817,6,0,1,2,1,1,1,4,1,6,1011
232,"DHARAMSHALA BHOLANATH KANNAUJ",741,640,0,1381,525,378,0,903,3,0,304,31,544,2,1,1,0,0,1,1,5,1,12,903
233,"P P KAGJEYANA VISHNUPUR TEELA FIELD",469,428,0,897,285,215,0,500,56,0,136,51,299,6,1,1,0,0,1,0,4,1,0,500
234,"P P KAGJEYANA VISHNUPUR TEELA FIELD",529,394,0,923,322,220,0,542,442,0,95,38,389,3,1,0,2,1,1,4,3,1,4,542
235,"SAMUDAYAK BHAWAN VISHNUPUR TEELA",824,663,0,1487,613,441,0,1054,368,0,623,41,372,7,0,0,0,1,0,0,1,1,8,1054
236,"P P NAI BASTI BALAPEER",577,522,0,1099,331,296,0,627,315,0,442,14,166,1,1,0,0,0,0,0,0,0,3,627
237,"P P NAI BASTI BALAPEER EAST PART",488,402,0,890,311,232,0,543,390,0,382,19,129,3,1,1,5,1,0,0,0,0,2,543
238,"N. N. P. OFFICE MEETING HALL",594,469,0,1063,289,298,0,587,320,0,318,38,218,8,0,0,0,0,0,3,0,0,2,587
239,"N. N. P. OFFICE R. NO.-1",407,369,0,776,258,155,0,413,27,0,219,50,139,0,0,0,1,0,0,0,2,1,1,413
240,"PRE SEC. SCHOOL PAKARIYA TOLA R. NO. 1",573,486,0,1059,391,297,0,688,565,0,169,7,498,3,1,0,0,0,0,1,1,1,7,688
241,"PRE SEC. SCHOOL PAKARIYA TOLA R.NO-2",251,274,0,525,125,155,0,280,5,0,179,6,88,0,1,0,1,0,0,0,0,0,5,280
242,"J.P.I.COLLAGE R.N.9 KANNAUJ EAST PART",804,724,0,1528,445,468,0,913,3,0,363,41,499,3,0,2,1,1,0,0,2,0,1,913
243,"J.P.I.COLLAGE KANNAUJ WEST PART",765,746,0,1511,474,410,0,884,348,0,297,7,566,4,0,0,0,0,0,1,1,2,6,884
244,"J.P.I.COLLAGE KANNAUJ WEST PART",821,769,0,1590,428,398,0,826,684,0,684,14,116,3,0,0,0,0,0,1,1,1,6,826
245,"MADARASA ARBIYA HAJI ILAHI BAKHS HAJIGANJ EAST PART",624,608,0,1232,429,365,0,794,283,0,753,11,16,2,0,0,0,0,2,0,5,1,4,794
246,"MADARASA ARBIYA HAJI ILAHI BAKHS HAJIGANJ WEST PART",442,413,0,855,354,285,0,639,631,0,626,3,2,3,0,2,1,0,0,0,1,1,0,639
247,"J.P.I.COLLAGE KANNAUJ CENTER PART",489,465,0,954,266,185,0,451,142,0,276,16,153,3,0,1,0,0,0,0,1,0,1,451
248,"J.P.I.COLLAGE KANNAUJ CENTER PART R. NO.- 2",324,331,0,655,163,117,0,280,8,0,181,6,92,1,0,0,0,0,0,0,0,0,0,280
249,"J.P.I.COLLAGE SOUTH PART KANNAUJ",664,572,0,1236,415,287,0,702,262,0,417,7,266,2,1,0,1,1,0,1,5,0,1,702
250,"S.D GIRLS I. COLLEGE KANNAUJ R.NO.-1",409,407,0,816,221,181,0,402,302,0,353,16,27,2,0,0,1,0,0,0,0,0,3,402
251,"S.D GIRLS I. COLLEGE KANNAUJ R.NO.-2",454,360,0,814,237,173,0,410,280,0,264,13,121,7,0,0,0,0,0,0,0,0,5,410
252,"K.K.I.COLLEGE KANNAUJ CENTER PART",518,479,0,997,328,250,0,578,280,0,170,111,277,7,0,0,0,2,0,0,3,2,6,578
253,"K.K.I.COLLEGE KANNAUJ R. NO.-4",329,305,0,634,205,121,0,326,150,0,48,60,204,1,0,0,0,2,1,1,4,1,4,326
254,"K.K.I.COLLEGE KANNAUJ SOUTH PART",611,548,0,1159,419,272,0,691,600,0,326,21,338,2,0,0,0,0,0,1,2,0,1,691
255,"S. D. G. I. COLLEGE KANNAUJ R. NO. 1",522,476,0,998,311,269,0,580,235,0,304,18,251,3,0,0,1,0,0,0,1,0,2,580
256,"S. D. G. I. COLLEGE KANNAUJ R. NO. 2",316,281,0,597,213,175,0,388,230,0,206,5,171,2,0,0,0,0,0,1,0,1,2,388
257,"S. D. G. I. COLLEGE KANNAUJ R.",665,519,0,1184,351,258,0,609,148,0,91,19,471,8,1,0,0,0,0,2,14,0,3,609
258,"P P GWALMAIDAN ROOM NO 1",600,464,0,1064,313,250,0,563,5,0,263,39,248,7,0,0,0,0,0,0,3,0,3,563
259,"K.K.I.COLLEGE KANNAUJ CENTER PART R.N.1",356,317,0,673,192,143,0,335,320,0,206,20,102,2,0,0,0,0,0,1,1,0,3,335
260,"K.K.I.COLLEGE KANNAUJ CENTER PART R.N.2",715,642,0,1357,462,326,0,788,279,0,154,12,612,2,0,0,1,2,1,1,0,0,3,788
261,"K.K.I.COLLEGE KANNAUJ CENTER PART R.N.3",743,615,0,1358,429,268,0,697,359,0,413,9,266,4,0,1,0,0,0,0,1,0,3,697
262,"M.M. H.S. SCHOOL KANNAUJ EAST PART",786,671,0,1457,538,397,0,935,392,0,856,34,37,2,0,0,0,0,0,0,0,0,6,935
263,"M.M. H.S. SCHOOL KANNAUJ WEST PART",645,529,0,1174,368,261,0,629,595,0,477,128,13,3,0,1,0,1,0,1,1,0,4,629
264,"M.M. H.S. SCHOOL KANNAUJ R.N.11",445,339,1,785,256,185,0,441,1,0,105,245,76,3,0,0,0,0,0,1,3,5,3,441
265,"M.M. H.S. SCHOOL KANNAUJ R.N.7",373,309,0,682,188,143,0,331,300,0,167,70,84,7,0,0,0,1,0,0,0,0,2,331
266,"M.M. H.S. SCHOOL KANNAUJ R.N.9",558,472,0,1030,354,296,0,650,420,0,380,69,186,4,0,0,0,0,2,1,2,1,5,650
267,"H M G I COLLEGE KANNAUJ ROOM NO 1",548,448,0,996,372,259,0,631,15,0,437,27,154,3,1,1,0,0,0,1,1,0,6,631
268,"H M G I COLLEGE KANNAUJ ROOM NO 2",481,441,0,922,408,297,0,705,419,0,611,17,68,5,0,0,1,0,1,1,1,0,0,705
269,"S.V.S.I.COLLAGE KANNAUJ R.N.4",477,391,0,868,263,196,0,459,231,0,208,6,238,2,0,0,0,0,1,1,1,0,2,459
270,"S.V.S.I.COLLAGE KANNAUJ R.N.5",695,526,0,1221,388,292,0,680,342,0,461,58,155,1,0,1,0,0,1,0,2,0,1,680
271,"S.V.S.I.COLLAGE KANNAUJ R.N.7",568,492,0,1060,316,220,0,536,58,0,267,43,214,0,0,0,0,0,2,1,1,3,5,536
272,"S. V. S. I. COLLEGE KANNAUJ R.NO.-7",430,382,0,812,267,202,0,469,48,0,166,25,264,0,4,1,0,0,0,1,2,0,6,469
273,"S.V.S.I.COLLAGE KANNAUJ R.N.8",357,294,0,651,233,157,0,390,212,0,150,4,233,0,0,0,0,1,0,0,0,0,2,390
274,"S.V.S.I.COLLAGE KANNAUJ R.N.2",544,451,0,995,317,247,0,564,155,0,163,8,385,1,0,0,2,0,0,0,1,0,4,564
275,"K.K.I.COLLEGE KANNAUJ R.N.9",722,661,0,1383,416,365,0,781,40,0,304,14,457,1,0,0,0,0,0,1,1,0,3,781
276,"P P CHAUDHARIYAPUR BANGAR",596,458,0,1054,360,291,0,651,162,0,135,162,315,11,0,0,1,1,0,4,6,2,14,651
277,"P P JUKAIYA",294,245,0,539,255,178,0,433,430,0,106,2,305,8,1,0,0,0,0,0,7,1,3,433
278,"P P SALEMPUR TARA BANGAR SOUTH PART",631,455,0,1086,460,346,0,806,45,0,338,51,386,5,0,0,2,2,1,2,5,2,12,806
279,"P P MADHHARPUR NORTH PART",501,396,0,897,249,253,0,502,22,0,475,6,8,3,0,1,1,1,0,0,0,1,6,502
280,"P P MADHHARPUR SOUTH PART",522,408,1,931,310,222,0,532,61,0,516,2,0,1,0,1,0,0,0,0,2,3,7,532
281,"PRE SEC. SCHOOL CHAORACHADPUR BANGAR R.N.3",514,365,0,879,389,265,0,654,551,0,127,58,453,1,1,1,1,1,0,1,6,1,3,654
282,"P P DEVKALI BANGAR (RIJGER)",660,598,0,1258,371,344,0,715,416,0,418,91,191,1,0,0,1,3,2,0,2,2,4,715
283,"P P RITUKALA (BLAI)",520,427,0,947,363,308,0,671,110,0,226,126,296,3,0,1,0,0,0,3,10,0,6,671
284,"P P BAHADURPUR UJAINA",625,529,0,1154,489,385,0,874,8,0,452,74,324,2,0,0,0,0,2,5,6,2,7,874
285,"P P MALIKAPUR",564,465,0,1029,380,303,0,683,3,0,221,49,386,6,0,0,3,2,3,1,6,0,6,683
286,"P P BALARPUR SOUTH PART",690,595,0,1285,456,372,0,828,85,0,364,93,358,3,0,0,0,0,2,1,2,2,3,828
287,"P P AHMADPUR RAUNI SOUTH PART",463,396,0,859,273,195,0,468,2,0,369,26,53,9,0,0,0,0,0,1,3,0,7,468
288,"P P AHMADPUR RAUNI NORTH PART",781,646,0,1427,501,362,0,863,103,0,471,288,79,2,3,0,1,1,1,1,1,2,13,863
289,"P P AAUTI NORTH PART",385,317,0,702,277,213,0,490,464,0,82,100,301,4,0,0,0,0,0,2,1,0,0,490
290,"P P PADARATHPUR",414,356,0,770,339,275,0,614,67,0,404,31,168,1,0,0,0,1,0,1,3,1,4,614
291,"P P AAUTI WEST PART",304,259,0,563,211,159,0,370,298,0,104,87,164,0,1,1,0,2,1,0,2,1,7,370
292,"P P BANSARAMAU",606,478,0,1084,448,286,0,734,42,0,83,240,375,6,3,1,0,1,2,2,10,6,5,734
293,"P P SAHJAPUR",819,639,0,1458,579,415,0,994,50,0,332,147,484,7,0,0,0,0,2,4,8,2,8,994
294,"P P JASAULI WEST PART",333,258,0,591,253,192,0,445,14,0,180,13,223,6,0,3,6,1,0,2,6,1,4,445
295,"P P JASAULI EAST PART",724,588,0,1312,608,421,0,1029,136,0,874,111,16,1,1,1,13,0,0,1,4,2,5,1029
296,"P P JALALPUR SARWAN",824,613,0,1437,566,376,0,942,58,0,591,125,206,10,0,1,2,0,0,2,1,0,4,942
297,"P P NERA",585,494,0,1079,408,332,0,740,721,0,167,125,403,5,1,0,1,2,0,7,13,4,12,740
298,"S.I.COLLEGE NERA",318,260,0,578,236,179,0,415,55,0,23,188,190,1,0,0,0,0,0,4,3,3,3,415
299,"P P SULTANPUR",300,251,0,551,242,171,0,413,29,0,131,109,163,1,1,0,0,0,0,2,4,1,1,413
300,"P P RAMPUR MUDAIRI RAJA",583,502,0,1085,391,323,0,714,46,0,341,85,258,4,1,0,1,0,3,3,11,2,5,714
301,"P P RAMPUR MUDAIRI KAJIM HUSAIN",563,496,0,1059,407,345,0,752,523,0,417,174,144,1,0,0,0,1,0,3,5,3,4,752
302,"P P GUKHRU",583,481,0,1064,443,358,0,801,14,0,273,125,377,5,1,0,1,0,2,1,3,4,9,801
303,"P P MADHUPUR",421,376,0,797,288,257,0,545,386,0,151,219,159,2,1,1,0,0,0,0,2,4,6,545
304,"GIRLS P P UDAITAPUR NORTH PART",646,588,0,1234,482,432,0,914,55,0,362,3,533,4,0,0,0,0,0,1,4,0,7,914
305,"P P KAPOORAPUR",801,663,0,1464,482,432,0,914,55,0,362,3,533,4,0,0,0,0,0,1,4,0,7,914
306,"P P UDATIAPUR CEUTER PART",490,467,0,957,399,267,0,666,378,0,139,116,382,2,0,0,11,0,1,2,6,0,7,666
307,"P P MIYANGANJ",749,556,0,1305,445,391,0,836,202,0,406,15,372,5,1,0,1,2,0,6,14,3,11,836
308,"P P MEHANDIPUR",703,600,0,1303,509,425,0,934,900,0,198,108,596,5,0,0,0,2,0,2,16,1,6,934
309,"GIRLS P P MIYANGANJ",453,369,0,822,230,215,0,445,35,0,189,5,236,0,1,0,1,0,0,1,6,2,4,445
310,"P P DADAURA KHURD EAST PART",705,589,0,1294,445,377,0,822,45,0,188,268,327,2,2,1,0,0,1,3,9,5,16,822
311,"P P NAHARGHATI",294,259,0,553,166,185,0,351,116,0,146,87,108,0,0,0,0,0,2,1,2,0,5,351
312,"P P MANIMAU NORTH PART",699,563,0,1262,407,328,0,735,20,0,346,34,333,3,0,2,1,0,1,2,8,1,4,735
313,"P P MANIMAU SOUTH PART",303,283,0,586,165,181,0,346,15,0,275,2,68,0,0,0,0,1,0,0,0,0,0,346
314,"P P MAHMOODPUR VIJA",538,449,0,987,416,360,0,776,772,0,148,108,465,10,1,0,0,1,3,3,9,6,22,776
315,"P P DADAURA BUZURG",342,265,0,607,251,173,0,424,37,0,79,199,132,4,0,0,0,0,0,2,3,0,5,424
316,"J.H.SCHOOL EAST PART DAIPUR",659,532,0,1191,333,356,0,689,24,0,384,8,276,6,0,0,0,0,1,0,4,0,10,689
317,"J.H.SCHOOL WEST PART DAIPUR",503,371,0,874,339,225,0,564,42,0,307,70,168,3,1,0,1,1,1,3,2,1,6,564
318,"P P SAKRI KHURD",562,474,0,1036,393,287,0,680,660,0,274,139,264,0,0,0,0,0,0,0,0,2,1,680
319,"P P MITRASENPUR",427,382,0,809,257,235,0,492,45,0,212,64,203,0,0,0,0,0,0,0,3,4,6,492
320,"P P YASINPUR",254,238,1,493,191,127,0,318,164,0,135,129,53,0,0,0,0,0,1,0,0,0,0,318
321,"P P EAST PART TIKHWA",650,541,0,1191,404,364,0,768,767,0,240,174,322,2,2,0,0,2,1,5,8,1,11,768
322,"P P TAARMAU",546,463,0,1009,316,273,0,589,457,0,232,22,325,3,0,0,1,0,0,1,0,3,2,589
323,"P P TERAMALLU",358,310,0,668,240,214,0,454,9,0,277,6,139,26,1,0,0,0,0,0,1,1,3,454
324,"P P TERAMALLU ROOM NO 2",550,458,0,1008,343,289,0,632,25,0,199,83,325,6,0,0,1,1,1,3,5,2,6,632
325,"P P KHURRAMPUR",617,499,0,1116,398,307,0,705,63,0,278,162,246,2,1,0,1,0,2,1,4,5,3,705
326,"P P MOCHIPUR WEST PART",738,608,0,1346,490,404,0,894,60,0,317,206,328,5,0,0,2,2,2,4,12,2,14,894
327,"PANCHAYAT GHAR AAKILPUR",363,311,0,674,232,207,0,439,20,0,156,41,227,1,0,0,0,0,0,2,4,2,6,439
328,"P P SAYEDPUR SAKRI EAST PART",554,482,0,1036,316,321,0,637,18,0,561,5,64,1,0,0,0,0,1,1,1,1,2,637
329,"P P SAYEDPUR SAKRI",632,546,0,1178,355,315,0,670,334,0,490,60,99,4,3,2,1,2,0,0,3,1,5,670
330,"P P DURJANPUR",458,387,0,845,287,253,0,540,55,0,250,48,213,1,1,4,0,3,0,3,11,2,4,540
331,"J.H.SCHOOL PHULWARI",662,508,0,1170,496,388,0,884,511,0,166,133,568,3,0,0,1,1,1,2,5,2,2,884
332,"P P PARDAUNPURWA",314,245,0,559,232,186,0,418,55,0,33,64,316,1,1,0,0,0,0,1,0,0,2,418
333,"P P BASTA",570,437,0,1007,349,307,0,656,109,0,335,48,261,4,0,0,0,0,1,1,2,0,4,656
334,"BARAT GHAR HIMMATPUR",342,279,0,621,238,208,0,446,444,0,199,20,219,2,0,0,0,0,1,1,3,0,1,446
335,"P P FATUAPUR",350,271,0,621,294,241,0,535,498,0,53,10,464,0,3,0,0,0,0,0,4,0,1,535
336,"P P RAMNAGAR",382,327,0,709,216,231,0,447,4,0,203,5,216,3,0,1,2,1,2,0,6,2,6,447
337,"J.H.SCHOOL DHIRPUR",693,547,0,1240,531,394,0,925,595,0,78,5,821,2,1,0,0,1,0,0,9,1,7,925
338,"P P BHAKHRA",374,285,0,659,244,197,0,441,431,0,126,32,270,1,0,4,0,3,0,0,1,1,3,441
339,"J H SCHOOL BAHSORA",359,270,0,629,217,195,0,412,72,0,205,34,160,1,0,0,1,1,0,1,6,0,3,412
340,"J H SCHOOL ALMAPUR",419,284,0,703,325,200,0,525,55,0,500,7,9,6,0,1,0,0,0,0,0,0,2,525
341,"P P SIKROURI",497,348,0,845,370,251,0,621,10,0,597,17,2,0,0,0,0,0,0,0,0,2,3,621
342,"SAMUDAYIK BAWAN BANGAR",567,487,0,1054,438,372,0,810,55,0,178,23,587,2,1,0,0,0,1,0,3,4,11,810
343,"J H SCHOOL JASAPURWA",219,165,0,384,179,139,0,318,77,0,222,68,23,0,0,0,1,0,0,1,0,1,2,318
344,"P P KHALAKPURWA",468,331,0,799,376,261,0,637,100,0,608,3,18,1,3,0,0,0,0,0,0,1,3,637
345,"P P AJJYORA",510,401,0,911,320,262,0,582,82,0,166,53,338,3,0,2,1,1,0,3,8,2,5,582
346,"P P KANAULI",628,516,0,1144,430,326,0,756,511,0,469,105,154,4,0,0,1,2,0,5,6,1,9,756
347,"P P NORTH PART GURAULI",827,619,0,1446,346,355,0,701,698,0,568,92,20,2,0,1,2,2,0,1,4,2,7,701
348,"P P SOUTH PART GURAULI",325,225,0,550,181,118,0,299,240,0,240,22,34,0,0,0,0,0,0,0,1,0,2,299
349,"J H SCHOOL TIJLAPUR",399,335,0,734,258,203,0,461,423,0,199,131,124,2,0,1,1,0,0,0,0,2,1,461
350,"P P GIRLS UMGARA",326,224,0,550,250,142,0,392,95,0,139,1,239,3,0,1,0,1,0,0,5,1,2,392
351,"J H SCHOOL JANKHAT NORTH PART",452,356,0,808,295,236,0,531,351,0,214,26,288,1,0,0,0,0,0,1,1,0,0,531
352,"J H SCHOOL JANKHAT SOUTH PART",459,346,0,805,286,214,0,500,452,0,96,7,378,3,0,0,1,0,0,1,5,1,8,500
353,"P P BARAPUR",592,447,0,1039,350,269,0,619,166,0,133,136,330,5,0,0,0,0,0,2,4,2,7,619
354,"P P JINDAPURWA",573,433,0,1006,380,253,0,633,601,0,401,193,33,0,0,3,0,0,1,0,1,1,0,633
355,"P P AIMA",604,401,0,1005,374,270,0,644,614,0,496,91,45,0,0,2,0,0,0,1,1,3,5,644
356,"P P JAINPUR",769,534,0,1303,519,401,0,920,20,0,574,108,225,1,0,0,0,0,0,1,3,2,6,920
357,"P P BILANDAPUR",469,326,0,795,322,224,0,546,46,0,431,1,107,1,1,1,0,0,0,1,0,0,3,546
358,"P P GIRLS SIKHWAPUR",646,461,0,1107,411,308,0,719,3,0,347,15,349,0,2,0,0,0,0,1,1,0,4,719
359,"P P NORTH PARTCHANDAULI",468,349,0,817,265,216,0,481,17,0,63,43,354,7,4,0,0,0,0,1,4,1,4,481
360,"P P SORTHPART CHANDAULI",527,403,0,930,310,231,0,541,521,0,167,164,203,2,0,1,0,0,1,0,1,1,1,541
361,"P P GIRLS NORTH PART BHUNNA",460,332,0,792,265,237,0,502,49,0,259,19,212,3,1,0,0,0,0,0,2,0,6,502
362,"P P GIRLS NORTH PART BHUNNA",403,306,0,709,200,198,0,398,370,0,134,96,161,2,1,1,0,0,0,0,3,0,0,398
363,"P P BEERAMPUR",295,214,0,509,155,135,0,290,190,0,39,106,110,25,0,1,0,1,2,1,2,1,2,290
364,"P P NORTH PART KATRA MAJRA BHUNNA",422,317,0,739,196,160,0,356,16,0,192,16,137,3,1,1,0,1,1,0,1,0,3,356
365,"P P M PART KATRA MAJRA BHUNNA",476,361,0,837,269,214,0,483,17,0,262,72,140,3,0,0,0,0,0,0,3,2,1,483
366,"P P BIHARIPUR",372,259,0,631,314,203,0,517,5,0,422,56,29,1,0,0,0,0,1,1,2,2,3,517
367,"P P BAREWA",579,432,0,1011,470,255,0,725,724,0,169,149,389,4,1,1,1,0,1,2,6,0,2,725
368,"P P FAKHARPUR",178,127,0,305,156,105,0,261,260,0,14,89,153,1,2,0,0,1,0,0,0,0,1,261
369,"P P RASOOLPUR",298,239,0,537,229,190,0,419,24,0,20,1,381,7,0,1,0,0,1,1,4,1,2,419
370,"P P NISTAULI",564,462,0,1026,528,269,0,797,211,0,740,22,10,9,1,1,2,0,0,0,3,1,8,797
371,"S S S INTER COLLEGE SHYAMNAGAR",769,559,0,1328,542,411,0,953,900,0,627,142,160,2,2,0,0,1,1,4,6,3,5,953
372,"P P EAST PART RURA",661,541,0,1202,377,323,0,700,65,0,643,23,23,3,0,2,0,0,0,1,2,0,3,700
373,"P P WEST PART RURA",704,530,0,1234,429,321,0,750,105,0,669,69,1,2,1,0,0,0,0,0,2,2,4,750
374,"P P BHAKHRAULI",728,583,0,1311,479,356,0,835,80,0,529,69,223,0,0,0,0,1,1,2,2,2,6,835
375,"PANCHAYAT GHAR RAUGHUNATHPUR",400,323,0,723,315,126,0,441,41,0,167,4,259,0,0,0,1,0,0,0,6,2,2,441
376,"P P NORTH PART BAHSUIYA",596,492,0,1088,472,370,0,842,168,0,642,44,147,2,0,0,0,0,0,1,1,1,4,842
377,"P P SOUTH PART BAHSUIYA",397,285,0,682,289,204,0,493,16,0,287,39,160,0,0,0,1,1,0,1,3,1,0,493
378,"P P PIPRAULI",409,297,0,706,280,187,0,467,25,0,44,158,255,4,0,0,1,0,1,1,2,0,1,467
379,"P P EAST PART SURSI",691,572,0,1263,418,334,0,752,13,0,251,92,382,3,1,0,2,1,4,2,3,3,8,752
380,"P P WEST PART SURSI",599,494,0,1093,430,336,0,766,745,0,437,86,228,2,3,3,1,0,0,1,2,1,2,766
381,"P P EAST PART KHAMA",442,332,0,774,282,208,0,490,2,0,214,45,219,5,0,1,0,0,0,1,2,0,3,490
382,"P.P. EXTRA ROOM KHAMA",492,366,0,858,255,210,0,465,363,0,72,74,305,1,1,0,1,1,2,1,1,2,4,465
383,"P PWEST PART KHAMA",311,213,0,524,195,152,0,347,334,0,15,18,307,1,0,1,0,0,0,0,0,1,4,347
384,"P P PATTI",644,576,0,1220,430,383,0,813,265,0,428,92,280,1,0,0,0,0,0,0,1,2,9,813
385,"P P KADERA",490,386,0,876,274,261,0,535,33,0,209,70,232,4,2,2,0,1,1,2,2,1,9,535
386,"P P SANDA",414,320,0,734,285,221,0,506,4,0,95,7,386,4,2,0,1,1,0,4,2,2,2,506
387,"P P SARHATI",648,453,0,1101,505,330,0,835,50,0,516,8,290,2,0,0,0,0,0,4,7,0,8,835
