"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
145,"GAVARNMENT GIRALS SCHOOL TURKMANPUR ROOM NO.4",336,291,0,627,131,120,0,251,240,0,16,29,162,28,1,7,1,0,0,4,1,0,0,0,0,2,251
146,"GAVARNMENT GIRALS SCHOOL TURKMANPUR ROOM NO.5",542,462,0,1004,296,226,0,522,521,0,11,297,147,32,0,1,0,0,1,23,1,0,1,0,0,8,522
147,"GAVARNMENT GIRALS SCHOOL TURKMANPUR ROOM NO.6",387,324,0,711,244,177,0,421,294,0,19,215,145,32,0,3,0,0,0,4,0,0,1,1,0,1,421
148,"GAVARNMENT GIRALS SCHOOL TURKMANPUR ROOM NO.7",770,600,1,1371,400,243,0,643,189,0,40,155,339,93,1,2,1,0,0,8,0,1,0,1,0,2,643
149,"GAVARNMENT GIRALS SCHOOL TURKMANPUR ROOM NO.8",588,492,0,1080,362,273,0,635,235,0,33,164,265,143,3,3,1,0,0,9,1,0,2,1,1,9,635
150,"GAVARNMENT GIRALS SCHOOL TURKMANPUR ROOM NO.9",646,544,0,1190,311,237,0,548,40,0,41,45,366,52,2,28,0,1,0,7,0,0,1,1,1,3,548
151,"P.V. RAUTPATHSHALA TURKMANPUR ROOM NO.1",598,478,0,1076,337,250,0,587,260,0,23,313,202,22,0,5,1,0,1,13,0,3,0,0,1,3,587
152,"P.V. RAUTPATHSHALA TURKMANPUR ROOM NO.2",240,243,0,483,148,119,0,267,17,0,14,90,121,16,0,10,0,0,0,10,0,0,0,2,0,4,267
153,"P.M.V. RAUTPATHSHALA TURKMANPUR ROOM NO.1",346,307,0,653,193,131,0,324,262,0,9,44,212,18,0,25,0,0,0,15,0,0,0,0,1,0,324
154,"P.M.V. RAUTPATHSHALA TURKMANPUR ROOM NO.2",496,376,1,873,262,138,0,400,220,0,19,91,259,21,1,1,1,0,0,6,0,0,0,0,0,1,400
155,"S.P.TURKMANPUR ROOM NO.1",725,572,1,1298,389,305,0,694,183,0,29,507,74,66,2,1,2,1,0,4,1,0,2,3,1,1,694
156,"S.P.TURKMANPUR ROOM NO.2",575,513,0,1088,329,267,0,596,370,0,32,460,37,42,1,1,2,3,3,3,1,1,2,1,2,5,596
157,"S.P.TURKMANPUR ROOM NO.3",895,743,0,1638,591,453,0,1044,51,0,38,867,81,34,0,0,3,1,1,7,3,2,0,1,1,5,1044
158,"S.P.TURKMANPUR ROOM NO.4",727,634,0,1361,453,384,0,837,6,0,23,619,107,51,1,1,3,1,0,11,0,1,1,3,3,12,837
159,"TULSIDAS INTER COLLAGE TURKMANPUR ROOM NO.1",755,655,0,1410,466,385,0,851,840,0,42,399,356,17,0,17,0,0,1,11,0,0,0,2,0,6,851
160,"TULSIDAS INTER COLLAGE TURKMANPUR ROOM NO.2",318,278,0,596,151,115,0,266,96,0,6,201,50,2,0,0,0,0,0,5,0,0,0,1,0,1,266
161,"TULSIDAS INTER COLLAGE TURKMANPUR ROOM NO.3",351,313,0,664,200,150,0,350,151,0,9,143,174,15,0,2,0,0,0,4,1,0,1,0,0,1,350
162,"TULSIDAS INTER COLLAGE TURKMANPUR ROOM NO.4",188,188,0,376,127,120,0,247,95,0,13,150,71,2,0,1,0,0,0,9,0,0,0,0,0,1,247
163,"BALBIHAR NURSARI SCHOOL BASANTPUR ROOM NO.1",488,412,0,900,281,219,0,500,5,0,24,334,68,59,0,1,2,1,0,4,0,2,0,0,0,5,500
164,"BALBIHAR NURSARI SCHOOL BASANTPUR ROOM NO.2",470,388,0,858,286,214,0,500,1,0,13,307,160,7,0,1,0,1,0,9,0,0,0,0,1,1,500
165,"BALBIHAR NURSARI SCHOOL BASANTPUR ROOM NO.3",469,398,0,867,263,197,0,460,30,0,15,347,60,27,1,0,0,1,0,4,0,0,0,1,1,3,460
166,"BALBIHAR NURSARI SCHOOL BASANTPUR ROOM NO.4",451,381,0,832,246,196,0,442,142,0,13,325,71,20,0,0,1,0,0,0,0,1,2,0,4,5,442
167,"BALBIHAR NURSARI SCHOOL BASANTPUR ROOM NO.5",434,366,0,800,248,200,0,448,58,0,9,357,62,4,0,0,0,1,0,9,0,1,0,1,1,3,448
168,"SVINTEN SCHOOL MIRJAPUR ROOM N01",569,473,0,1042,348,255,0,603,84,0,24,516,44,3,0,0,0,0,1,10,0,0,0,1,1,3,603
169,"SVINTEN SCHOOL MIRJAPUR ROOM N02",432,310,0,742,231,152,0,383,27,0,13,349,13,2,0,0,0,0,0,4,0,0,0,0,1,1,383
170,"SVINTEN SCHOOL MIRJAPUR ROOM N03",518,438,0,956,348,222,0,570,270,0,13,479,50,16,0,0,0,0,1,3,1,0,1,0,2,4,570
171,"SVINTEN SCHOOL MIRJAPUR ROOM N04",379,304,0,683,189,144,0,333,48,0,9,221,65,21,0,2,0,0,1,10,0,0,1,0,0,3,333
172,"SVINTEN SCHOOL MIRJAPUR ROOM N05",742,584,0,1326,422,283,0,705,45,0,26,305,289,54,0,11,1,0,0,11,0,0,3,1,0,4,705
173,"SVINTEN SCHOOL MIRJAPUR ROOM N06",617,496,0,1113,338,235,0,573,77,0,16,510,39,6,0,0,0,0,1,0,0,0,0,1,0,0,573
174,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.1",621,552,0,1173,341,255,0,596,82,0,19,214,328,12,0,4,2,0,0,9,0,0,1,0,0,7,596
175,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.2",466,368,0,834,319,190,0,509,19,0,30,304,64,96,0,0,0,1,1,3,0,1,1,2,3,3,509
176,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.3",448,371,0,819,235,188,0,423,50,0,16,284,99,9,0,6,0,0,0,9,0,0,0,0,0,0,423
177,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.4",436,390,0,826,296,234,0,530,231,0,26,397,91,4,0,2,0,0,0,8,0,0,0,1,0,1,530
178,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.5",352,321,0,673,173,109,0,282,39,0,11,104,148,3,0,7,0,0,0,4,0,0,0,0,0,5,282
179,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.6",552,490,0,1042,251,225,0,476,319,0,34,125,278,17,0,4,0,0,0,0,0,2,5,2,2,7,476
180,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.7",425,379,0,804,211,169,0,380,156,0,14,105,244,3,0,4,1,0,2,2,0,0,0,0,0,5,380
181,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.8",392,326,0,718,226,157,0,383,55,0,7,287,76,0,0,0,0,0,0,11,0,1,0,0,0,1,383
182,"RAJKIY SPARSH INTER COLLAGE LALDIGGI GKP ROOM NO.9",592,430,0,1022,308,210,0,518,515,0,33,235,213,17,2,1,1,0,0,11,1,0,0,0,0,4,518
183,"P.P. THANA RAJGHAT KE PICHHE ROOM NO.1",574,504,0,1078,377,300,0,677,26,0,31,388,209,19,0,0,0,0,0,23,0,0,0,2,2,3,677
184,"P.P.THANA RAJGHAT KE PICHHE ROOM NO2",564,445,0,1009,327,227,0,554,544,0,20,414,94,14,0,0,0,0,0,5,0,0,1,1,2,3,554
185,"P.P.MADARASA CHAURAHA BASANTPUR ROOM N0.1",464,401,0,865,285,234,0,519,519,0,39,413,51,2,0,0,0,0,0,7,0,1,0,0,1,5,519
186,"P.P.MADARASA CHAURAHA BASANTPUR ROOM N0.2",213,184,0,397,136,111,0,247,147,0,8,207,29,0,0,0,0,0,0,1,0,1,0,0,0,1,247
187,"AMANA GIRALS INTER COLLAGE BAHRAMPUR ROOM NO.1",573,523,0,1096,302,187,0,489,13,0,24,10,239,44,0,129,0,0,0,41,0,1,0,0,0,1,489
188,"AMANA GIRALS INTER COLLAGE BAHRAMPUR ROOM NO.2",263,210,0,473,97,82,0,179,51,0,5,31,82,2,0,55,1,0,0,1,0,0,0,0,0,2,179
189,"AMANA GIRALS INTER COLLAGE BAHRAMPUR ROOM NO.3",519,395,0,914,282,200,0,482,478,0,16,128,219,21,1,79,0,0,1,13,0,1,0,0,0,3,482
190,"AMANA GIRALS INTER COLLAGE BAHRAMPUR ROOM NO.4",660,517,0,1177,314,220,0,534,210,0,11,284,186,23,1,10,0,1,1,4,0,1,3,1,2,6,534
191,"AMANA MU. GIRALS INTER COLLAGE BAHRAMPUR UTTARI PART ROOM NO.6",829,635,0,1464,395,280,0,675,375,0,11,325,121,178,1,0,5,2,2,4,4,0,5,2,4,11,675
192,"AMANA MU. GIRALS INTER COLLAGE BAHRAMPUR UTTARI PART ROOM NO.7",495,375,1,871,281,178,0,459,18,0,19,174,205,22,0,14,0,0,0,13,0,1,1,2,1,7,459
193,"AMANA MU. GIRALS INTER COLLAGE BAHRAMPUR UTTARI PART ROOM NO.8",703,559,1,1263,308,253,0,561,500,0,17,222,137,27,2,130,1,1,2,8,0,2,3,2,0,7,561
194,"AMANA MU. GIRALS INTER COLLAGE BAHRAMPUR UTTARI PART ROOM NO.9",635,554,0,1189,309,168,0,477,177,0,22,10,226,12,1,189,3,0,0,10,0,0,0,2,1,1,477
195,"AMANA GIRLS INTER COLLAGE BAHRAMPUR K.N0.10",235,202,0,437,133,117,0,250,250,0,26,65,111,1,0,39,0,1,0,5,0,0,0,1,1,0,250
196,"P.P. BAHRAMPUR ROOM NO.1",534,431,0,965,400,319,0,719,419,0,23,318,269,85,2,2,1,0,4,2,0,2,1,3,2,5,719
197,P.P.SHERGARH,411,317,0,728,339,238,0,577,1,0,25,165,217,142,0,3,9,0,1,2,0,3,3,4,1,2,577
198,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO1",687,554,0,1241,415,349,0,764,364,0,29,394,40,262,1,3,8,2,1,2,2,2,5,7,1,5,764
199,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO2",427,347,0,774,269,179,0,448,67,0,26,291,72,44,0,0,0,0,1,1,0,1,4,1,3,4,448
200,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO3",456,325,0,781,248,167,0,415,215,0,16,265,51,61,1,0,1,1,1,7,3,0,2,0,1,5,415
201,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO4",811,647,0,1458,493,383,0,876,110,0,29,550,169,99,0,3,4,3,1,4,1,0,3,3,1,6,876
202,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO5",862,741,0,1603,507,417,0,924,20,0,38,547,106,177,3,1,5,1,3,10,0,2,9,7,4,11,924
203,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO6",266,217,0,483,186,137,0,323,5,0,8,173,35,97,2,2,2,1,0,1,0,1,1,0,0,0,323
204,"ADARSH JANTA INTER COLLAGE NAUSAD ROOM NO7",648,558,0,1206,389,339,0,728,20,0,32,352,89,204,3,2,17,1,3,4,1,1,7,4,4,4,728
205,"P.P. BHILORA KHURD ROOM NO1",777,649,0,1426,508,321,0,829,329,0,47,473,145,142,1,0,1,0,0,11,1,0,1,1,0,6,829
206,"P.P. HARAIYA ROOM NO 1",591,442,0,1033,429,318,0,747,21,0,11,265,407,35,0,6,1,1,0,2,2,0,1,6,1,9,747
207,"P.P. HARAIYA ROOM NO 2",605,492,0,1097,390,270,0,660,360,0,25,320,122,176,1,0,5,0,2,1,0,2,2,2,0,2,660
208,"P.P. GURAULI BUJURG ROOM NO.1",503,426,0,929,345,279,0,624,4,0,27,199,145,219,2,1,3,0,1,2,1,3,6,6,2,7,624
209,"P.P. CHHAPIYA ROOM N0.1",666,572,0,1238,429,373,0,802,402,0,19,363,196,202,0,2,2,1,0,2,2,0,4,4,1,4,802
210,"J.H.SCHOOL CHHAPIYA ROOM NO.1",373,329,0,702,242,201,0,443,52,0,13,191,149,83,0,0,1,0,0,4,0,0,1,0,1,0,443
211,"P.P. PEVANPUR ROOM N0.1",660,514,0,1174,464,327,0,791,791,0,37,448,125,149,2,2,6,0,1,1,1,0,3,9,3,4,791
212,"P.P. AHIRAULI PATKHAULI ROOM NO.1",358,274,0,632,240,196,0,436,5,0,7,138,207,65,2,1,1,1,1,5,0,1,1,0,1,5,436
213,"PANCHAYAT BHAVAN EKLA",792,621,0,1413,553,381,0,934,1,0,42,362,175,288,1,1,8,1,4,8,2,3,12,7,7,13,934
214,"P.P. PIPARI ROOM NO.1",724,601,0,1325,517,386,0,903,6,0,36,363,337,123,0,0,5,1,2,6,2,1,5,4,6,12,903
215,"P.P. BETUWA URF CHANU ROOM NO.1",670,456,0,1126,420,268,0,688,687,0,26,187,185,259,2,1,8,3,2,2,2,0,3,1,2,5,688
216,"P.P. BETUWA URF CHANU ROOM NO.2",570,430,0,1000,296,278,0,574,6,0,32,265,84,172,0,1,0,0,3,4,1,2,2,2,1,5,574
217,"PANCHAYATBHAWAN BAGHAGADAROOM NO.1",576,494,2,1072,389,287,0,676,49,0,41,367,115,126,3,0,9,0,1,2,2,0,4,0,2,4,676
218,"R. HOMYOPAITHIK CHIKITYKLAY BAGHAGADA",529,391,0,920,344,220,0,564,264,0,16,214,231,69,0,1,2,0,0,8,0,3,2,5,5,8,564
219,"PANCHAYATBHAWAN BAGHAGADAROOM NO.2",595,455,0,1050,325,260,0,585,385,0,24,168,259,98,4,2,5,1,2,4,0,2,2,5,2,7,585
220,"PANCHAYATBHAWAN BAGHAGADAROOM NO.3",329,260,0,589,204,143,0,347,147,0,9,82,157,83,2,2,0,0,0,6,1,0,0,0,2,3,347
221,"P.P. BAGHAGARA (JEETPUR) ROOM NO.1",577,409,0,986,353,239,0,592,32,0,13,105,129,302,6,1,5,4,1,2,1,7,1,3,2,10,592
222,"P.P. TALNAWAR ROOM NO.1",674,523,0,1197,360,330,0,690,400,0,12,119,308,218,2,1,6,2,0,4,2,2,2,4,4,4,690
223,"P.P. TALNAWAR ROOM NO.2",654,504,0,1158,300,267,0,567,567,0,55,151,137,191,0,1,2,0,4,3,2,2,4,1,2,12,567
224,"P.P. AHIRAULI ROOM NO 1",633,457,0,1090,299,242,0,541,239,0,11,347,125,29,0,0,3,0,1,3,1,2,5,3,2,9,541
225,"P.P. AHIRAULI ROOM NO 2",765,576,0,1341,344,342,0,686,17,0,28,277,96,238,0,2,7,1,0,4,1,3,6,2,12,9,686
226,"KANYA P.P.PICHHAURA ROOM NO 1",531,412,0,943,292,194,0,486,104,0,44,355,42,20,0,0,0,0,0,15,1,1,2,0,3,3,486
227,"KANYA P.P.PICHHAURA ROOM NO 2",578,461,0,1039,310,254,0,564,64,0,46,244,86,144,1,3,1,1,3,2,4,5,4,7,6,7,564
228,"P.P.KALANI BUJURG ROOM NO.1",604,469,0,1073,380,290,0,670,370,0,20,118,50,442,3,0,12,2,0,2,2,7,4,2,2,4,670
229,"P.P. KALANI KHURD ROOM NO.1",367,312,0,679,217,199,0,416,200,0,8,237,37,123,2,0,1,0,1,1,0,0,1,2,0,3,416
230,"P.P. BYOHARIYA ROOM NO.1",277,244,1,522,116,131,0,247,147,0,7,181,21,32,0,1,0,0,0,0,1,1,0,2,0,1,247
231,"P.P. BYOHARIYA ROOM NO.2",553,437,0,990,233,174,0,407,43,0,16,201,113,52,0,0,3,0,0,12,1,0,2,2,1,4,407
232,"P.P. UNCHGOAN ROOM N0.1",618,501,0,1119,374,290,0,664,400,0,11,262,63,307,2,1,4,0,1,4,1,0,4,2,1,1,664
233,"P.P. JOTDADAWA ROOM NO.1",766,514,0,1280,423,339,0,762,14,0,11,182,428,111,1,0,5,0,1,4,0,4,7,4,1,3,762
234,"P.P. SEWAI ROOM N0.1",856,704,0,1560,441,362,0,803,41,0,29,526,145,57,4,3,4,0,0,7,2,4,10,2,5,5,803
235,"PANCHAYATBHAWAN SEWAI ROOM NO.2",846,638,0,1484,497,316,0,813,18,0,31,311,187,232,5,2,4,0,3,9,3,4,9,3,4,6,813
236,"P.P. KAKRAKHOR ROOM N0 1",801,538,0,1339,428,280,0,708,308,0,18,471,172,18,2,0,0,0,1,0,2,2,2,8,5,7,708
237,"P.P. KAKRAKHOR ROOM N0 2",416,300,0,716,211,166,0,377,177,0,18,184,127,34,1,2,2,1,0,4,1,0,0,0,0,3,377
238,"P.V. AKHLASKUNWAR ROOM NO.1",977,675,0,1652,424,299,0,723,723,0,14,257,90,327,0,2,7,0,1,1,1,4,8,1,4,6,723
239,"P.V. AKHLASKUNWAR ROOM NO.2",496,315,0,811,246,162,0,408,54,0,0,162,29,195,5,1,1,0,1,1,0,2,6,0,1,4,408
240,"P.V. DEFRA ROOM NO.1",825,627,0,1452,355,338,0,693,60,0,20,246,116,266,4,2,5,1,0,4,1,6,9,7,0,6,693
241,"P.V. DEFRA ROOM NO.2",225,178,0,403,109,86,0,195,195,0,4,63,58,60,0,1,2,0,2,0,0,1,3,1,0,0,195
242,"P.P. JAN. VISHRAMPUR",331,251,0,582,194,158,0,352,152,0,15,151,130,39,1,0,0,0,1,5,1,1,1,0,4,3,352
243,"P.P. JAN. DIRGHAN SINGH ROOM NO.",467,402,0,869,273,274,0,547,18,0,12,192,136,183,3,1,2,1,1,0,1,0,7,5,2,1,547
244,"MAHIP NARAYAN SHAHI INTER COLLAGE JAN. RANI SOHAS KUNWARI ROOM NO.1",896,688,0,1584,499,344,0,843,500,0,19,436,246,102,1,1,1,3,2,9,0,2,2,5,7,7,843
245,"MAHIP NARAYAN SHAHI INTER COLLAGE JAN. RANI SOHAS KUNWARI ROOM NO.2",748,581,0,1329,374,320,0,694,21,0,24,252,133,214,6,1,14,3,1,7,2,8,13,5,5,6,694
246,"MAHIP NARAYAN SHAHI INTER COLLAGE JAN. RANI SOHAS KUNWARI ROOM NO.3",822,594,0,1416,329,234,0,563,24,0,24,229,49,227,1,3,12,1,0,1,0,0,4,1,4,7,563
247,"P.P. MAHAVEER CHHAPARA JAN. RANI SOHAS KUNWARIROOM NO1",662,546,0,1208,254,241,0,495,137,0,20,250,83,131,1,0,1,0,1,2,0,0,3,0,0,3,495
248,"P.M.V. JUDAPU JAN. RANI SOHAS KUNWARIROOM NO.1",694,552,0,1246,355,264,0,619,319,0,46,272,154,104,2,1,1,0,0,6,3,6,3,7,4,10,619
249,"P.M.V. BADERIYA JAN. RANI SOHAS KUNWARI ROOM N0 1",446,324,0,770,148,163,0,311,111,0,34,175,47,38,1,0,2,0,0,1,1,4,3,1,2,2,311
250,"P.P. JUDAPUR JAN. RANI SOHAS KUNWARIROOM NO.1",626,467,0,1093,309,262,0,571,30,0,12,199,263,63,1,0,3,2,2,4,1,3,6,5,2,5,571
251,"P.P. JUDAPUR JAN. RANI SOHAS KUNWARIROOM NO.2",552,382,0,934,259,180,0,439,239,0,6,110,207,97,1,0,4,0,0,2,1,1,3,2,2,3,439
252,"P.P. SHRIPURA JAN. RANI SOHAS KUNWARI ROOM N0.1",540,388,0,928,280,240,0,520,305,0,25,243,101,121,1,1,3,2,0,8,2,1,4,0,4,4,520
253,"S.P.TOTAHA URF BHAUVAPAR ROOM NO.1",642,553,0,1195,319,305,0,624,5,0,24,256,41,255,0,4,16,3,0,2,0,0,10,8,4,1,624
254,"S.P.TOTAHA URF BHAUVAPAR ROOM NO.2",638,439,0,1077,311,213,0,524,16,0,28,360,91,23,1,0,5,0,1,8,2,1,2,1,1,0,524
255,"P.P. TOTAHA URF BHAUVAPAR ROOM NO.1",595,463,0,1058,224,256,0,480,20,0,90,330,24,11,1,0,1,0,0,5,0,0,4,3,4,7,480
256,"P.P. TOTAHA URF BHAUVAPAR ROOM NO.2",342,224,0,566,116,89,0,205,105,0,14,170,10,3,0,0,0,0,0,4,0,0,0,0,1,3,205
257,"P.P. TOTAHA URF BHAUVAPAR ROOM NO.3",851,598,0,1449,377,297,0,674,100,0,39,445,112,41,0,1,6,0,3,10,1,3,3,3,5,2,674
258,"S.P.TOTAHA URF BHAUVAPAR ROOM NO.1",596,458,0,1054,223,255,0,478,346,0,67,210,108,59,0,2,2,2,0,3,2,2,5,4,3,9,478
259,"P.P. BALUIGARA",499,415,0,914,238,247,0,485,485,0,14,157,95,213,2,0,0,0,0,3,0,0,1,0,0,0,485
260,"P.P. JOT KHAIRA ROOM NO. 1",458,373,0,831,225,212,0,437,337,0,12,162,66,174,0,1,2,1,0,0,3,1,3,4,2,6,437
261,"P.P. CHERIYA ROOM NO.1",715,600,0,1315,370,265,0,635,195,0,20,123,329,110,1,2,4,0,1,2,1,6,2,3,10,21,635
262,"P.P. JOT BAGAHI UTTARI ROOM NO 1",492,357,0,849,254,203,0,457,40,0,17,175,86,156,1,1,3,1,0,6,0,3,1,3,1,3,457
263,"P.P. JOT BAGAHI SOUTH ROOM NO 2",303,200,0,503,153,125,0,278,5,0,4,78,25,157,2,0,4,1,0,0,0,0,2,2,0,3,278
264,"KARYALAY KRISHI UTPADAN MANDI MAHEVA",704,534,0,1238,347,253,0,600,387,0,18,365,27,155,2,0,3,1,1,7,3,2,5,2,2,7,600
265,"KARYALAY KRISHI UTPADAN MAHEVA STOR ROOM",651,549,0,1200,363,229,0,592,584,0,7,281,18,271,2,0,7,0,1,3,1,0,1,0,0,0,592
266,"KARYALAY KRISHI UTPADAN MANDI MAHEVA SABHAKAKSH",1067,829,0,1896,617,435,0,1052,446,0,29,709,40,231,3,0,2,0,4,12,1,3,3,3,1,11,1052
267,"P.V. JHARWA ROOM NO.1",840,577,0,1417,402,307,0,709,309,0,18,179,56,405,3,1,9,0,8,4,1,4,6,3,2,10,709
268,"P.V. JHARWA ROOM NO.2",698,576,0,1274,405,353,0,758,5,0,4,229,82,414,2,1,3,3,3,3,4,2,4,2,1,1,758
269,"P.V. SEMRA DEVI PRASAD ROOM NO 1",342,270,0,612,238,182,0,420,110,0,11,157,85,126,1,2,4,0,8,3,0,1,8,7,3,4,420
270,"P.V. SEMRA DEVI PRASAD ROOM NO 2",957,764,0,1721,652,526,0,1178,623,0,32,431,119,453,4,3,15,2,53,8,5,18,15,3,2,15,1178
271,"P.V. BADGO ROOM NO.1",701,496,0,1197,381,251,0,632,63,0,28,223,312,47,0,1,1,0,0,8,2,1,0,1,3,5,632
272,"P.V. BADGO ROOM NO.2",755,607,0,1362,394,307,0,701,20,0,22,176,331,140,2,6,2,6,1,3,1,1,6,4,0,0,701
273,"P.V. BADGO ROOM NO.3",569,481,0,1050,310,252,0,562,562,0,20,269,144,106,1,4,0,0,0,6,4,0,0,2,3,3,562
274,"P.V. BADGO ROOM NO.4",869,745,0,1614,506,463,0,969,400,0,29,465,171,267,1,1,4,0,1,6,1,10,1,3,2,7,969
275,"P.V. MANJHARIYA BISTAUL ROOM NO.1",646,439,0,1085,440,291,0,731,187,0,9,142,92,430,8,1,6,2,1,4,7,4,8,4,4,9,731
276,"P.V. MANJHARIYA BISTAUL ROOM NO.2",327,231,1,559,230,158,0,388,344,0,2,31,13,326,3,0,2,1,3,0,0,0,4,0,0,3,388
277,"P.V. SENDULI BENDULI ROOM NO.1",528,456,0,984,318,248,0,566,149,0,33,208,83,224,0,0,1,0,0,0,5,0,2,2,5,3,566
278,"P.V. LAHSADI ROOM NO.1",824,658,0,1482,454,395,0,849,51,0,46,296,144,326,1,1,2,0,1,9,1,2,3,6,6,5,849
279,"P.V. LAHSADI ROOM NO.2",949,701,0,1650,474,394,0,868,8,0,37,299,58,439,1,0,10,0,0,2,1,3,8,4,4,2,868
280,"P.V. LAHSADI ROOM NO.3",364,249,0,613,196,147,0,343,1,0,13,169,22,114,1,1,2,0,0,5,1,0,7,3,1,4,343
281,"P.V. KAJAKPUR ROOM N0 1",877,668,0,1545,509,386,0,895,887,0,26,486,125,220,3,1,0,1,1,20,1,2,0,3,0,6,895
282,"P.V. KAJAKPUR ROOM N0 2",639,511,0,1150,387,315,0,702,702,0,15,165,265,236,0,0,0,0,1,3,0,1,4,5,2,5,702
283,"KRISHAN KUMAR KNODIYA JANTA VIDYALAY MAHUISUGHARPUR ROOM NO.1",877,698,0,1575,459,371,0,830,167,0,36,482,72,211,2,0,3,0,1,5,3,3,5,2,3,2,830
284,"KRISHAN KUMAR KNODIYA JANTA VIDYALAY MAHUISUGHARPUR ROOM NO.2",784,607,0,1391,429,326,0,755,9,0,27,366,57,274,0,1,2,0,6,11,1,0,4,1,2,3,755
285,"NAVALS NESHNAL AKEDAMI FULWARIYA MAHUISUGHARPUR ROOM NO 1",748,615,0,1363,380,326,0,706,169,0,14,457,58,152,3,1,2,2,2,8,3,1,2,0,0,1,706
286,"NAVALS NESHNAL AKEDAMI FULWARIYA MAHUISUGHARPUR ROOM NO 2",727,552,0,1279,372,311,0,683,144,0,16,359,69,202,5,0,3,0,0,9,6,0,6,1,1,6,683
287,"KRISHAN KUMAR KNODIYA JANTA VIDYALAY MAHUISUGHARPUR ROOM NO.3",640,531,0,1171,267,251,0,518,50,0,18,465,11,6,0,0,0,0,0,15,1,0,0,0,0,2,518
288,"KRISHAN KUMAR KNODIYA JANTA VIDYALAY MAHUISUGHARPUR ROOM NO.4",461,378,0,839,214,181,0,395,82,0,20,332,17,6,1,0,0,0,0,15,0,0,0,0,0,4,395
289,"KRISHAN KUMAR KNODIYA JANTA VIDYALAY MAHUISUGHARPUR ROOM NO.5",772,609,0,1381,346,303,0,649,103,0,19,555,27,20,0,0,1,0,2,16,0,1,1,0,2,5,649
290,"P.V. BHARWALIYA BUJURG ROOM NO.1",838,646,0,1484,467,368,0,835,120,0,20,451,129,187,0,1,10,1,1,4,17,0,2,4,2,6,835
291,"P.V. BHARWALIYA BUJURG ROOM NO.2",650,609,0,1259,309,361,0,670,271,0,14,553,57,25,2,0,0,1,0,12,5,0,0,0,0,1,670
292,"PANCHAYATBHAWAN BHARVALIYA BUJURG ROOM NO.1",765,637,0,1402,345,324,0,669,1,0,31,542,31,35,0,0,1,0,0,15,9,0,0,1,2,2,669
293,"P.M.V.PATHRA ROOM NO.1",763,586,0,1349,364,330,0,694,252,0,22,434,77,119,4,2,3,0,10,6,1,1,2,0,4,9,694
294,"P.M.V.PATHRA ROOM NO.2",609,525,0,1134,304,289,0,593,75,0,18,366,85,90,4,0,5,0,5,2,6,0,0,3,0,9,593
295,"GORAKHPUR PABLIC SCHOOL BAGRANI ROOM NO 1",616,513,1,1130,345,313,0,658,658,0,19,419,54,156,1,0,1,0,0,5,1,0,1,0,1,0,658
296,"P. V. GAYGHAT KHURD ROOM NO 1",620,464,0,1084,332,227,0,559,3,0,21,243,250,33,0,0,0,2,0,7,0,0,0,0,1,2,559
297,"P.V. GAYGHAT KHURD ROOM NO.2",651,527,0,1178,330,276,0,606,306,0,17,391,70,103,0,0,0,0,3,13,1,0,1,0,0,7,606
298,"P.V.GAYGHAT BUJURG ROO, NO,2",647,506,0,1153,391,269,0,660,629,0,6,222,171,231,2,0,5,4,0,3,1,1,8,2,0,4,660
299,"P.V. RAMPUR ROOM NO 1",658,537,0,1195,439,311,0,750,750,0,21,249,154,295,2,1,2,1,3,7,0,0,3,4,5,3,750
300,"P.V. RAMPUR ROOM NO 2",470,370,0,840,283,230,0,513,400,0,16,175,73,233,0,0,5,1,0,4,0,0,1,2,0,3,513
