"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
175,"P.S. PYARANPUR",248,221,0,469,195,166,0,361,108,0,60,23,250,8,3,2,1,1,1,0,2,2,1,2,5,361
176,"P.S. MACHAUCHI (AMEEN PURVA)",358,341,0,699,249,214,0,463,408,0,39,29,360,7,2,1,0,1,0,1,4,8,6,0,5,463
177,"P.S. FATULLAPUR MAJRE MACHAUCHI",583,397,0,980,345,245,0,590,209,0,64,105,379,8,4,2,0,1,2,0,2,2,5,4,12,590
178,"P.S. MAUTHRI",528,456,0,984,354,279,0,633,247,0,120,49,304,129,5,0,2,2,0,0,6,1,4,1,10,633
179,"P.S. MEENAPUR",260,258,0,518,214,182,0,396,250,0,69,46,242,25,1,2,1,0,0,0,1,1,4,3,1,396
180,"P.S. GULARIHA",537,519,0,1056,418,398,0,816,221,0,56,121,556,52,0,2,1,1,1,0,2,2,13,4,5,816
181,"P.S. VAJIUDDINPUR",645,618,0,1263,512,432,0,944,224,0,247,40,556,12,2,5,4,0,0,5,5,10,23,13,22,944
182,"P.S. BARAIN",513,533,0,1046,472,355,0,827,195,0,161,94,434,109,2,3,0,1,3,2,1,5,3,2,7,827
183,"P.S. BARAIYA MAJRE SOHILPUR",405,411,0,816,334,240,0,574,380,0,99,32,399,11,1,2,1,0,13,3,0,1,4,0,8,574
184,"P.S. BARAIYA MAJRE SOHILPUR EXTRA ROOM",469,418,0,887,369,281,0,650,10,0,10,70,503,44,0,3,3,0,3,1,0,3,7,1,2,650
185,"P.S. NORTH PART KOLA GAHBADI",730,585,0,1315,551,351,0,902,30,0,294,146,329,100,2,1,2,1,2,1,1,0,6,6,11,902
186,"P.S. SOUTH PART KOLA GAHBADI",707,602,0,1309,438,284,0,722,168,0,84,169,262,180,3,1,1,3,0,1,2,4,8,2,2,722
187,"P.S. DEHWA R.NO. 1",305,269,0,574,238,169,0,407,199,0,22,78,275,27,0,0,2,0,0,0,0,0,2,0,1,407
188,"P.S. DEHWA R.NO. 2",489,480,0,969,375,300,0,675,163,0,281,52,308,16,0,1,1,0,1,0,1,1,6,3,4,675
189,"JANTA U.M.V. MAANPUR",684,624,0,1308,418,463,0,881,177,0,291,69,444,51,2,0,1,1,0,1,1,4,4,3,9,881
190,"P.S. BOJA",714,612,0,1326,552,349,0,901,600,0,161,163,306,240,4,11,1,0,0,2,0,2,3,2,6,901
191,"P.S. KAMRANWA",320,307,0,627,254,261,0,515,135,0,100,41,313,55,1,0,0,0,1,0,1,0,1,1,1,515
192,"P.S. PARA DIPU",485,441,0,926,364,298,0,662,430,0,64,116,408,59,0,1,1,2,1,0,1,1,3,0,5,662
193,"P.S. CHANDAULI",826,681,0,1507,587,388,0,975,7,0,76,563,188,123,1,4,0,0,2,1,3,1,7,2,4,975
194,"J.H.S TERA R.NO. 3",349,274,0,623,241,142,0,383,105,0,132,174,57,11,1,1,0,0,1,2,2,1,1,0,0,383
195,"J.H.S TERA R.NO. 4",524,471,0,995,316,246,0,562,543,0,180,127,214,28,0,0,1,0,3,1,1,2,1,0,4,562
196,"P.S. ATRAULI",279,267,0,546,234,193,0,427,400,0,80,32,274,26,0,2,0,2,1,0,0,0,4,2,4,427
197,"J.H.S. R.NO. 2 BALCHHAT",592,511,1,1104,410,310,0,720,418,0,100,117,286,199,1,0,1,0,0,3,4,1,4,3,1,720
198,"J.H.S. R.NO. 3 BALCHHAT",580,526,2,1108,452,300,0,752,52,0,60,85,299,292,0,2,0,0,3,1,1,1,3,0,5,752
199,"J.H.S. R.NO. 4 BALCHHAT",692,628,1,1321,514,326,0,840,640,0,182,103,478,36,3,1,6,0,3,1,1,4,6,4,12,840
200,"P.S. PANIHAL",398,376,0,774,314,287,0,601,151,0,84,100,313,92,2,1,0,0,0,0,2,0,4,1,2,601
201,"P.S. GOCHHAURA",266,239,0,505,234,183,0,417,20,0,121,71,189,23,1,0,0,0,1,0,0,1,3,2,5,417
202,"P.S. ABDULLAPUR EAST PART",439,375,0,814,353,244,0,597,548,0,120,42,362,24,2,8,4,2,6,0,3,6,8,2,8,597
203,"P.S. ABDULLAPUR WEST PART",452,417,0,869,332,241,0,573,347,0,184,12,332,25,0,1,5,1,0,0,0,1,6,2,4,573
204,"P.S. DAULATPUR MOHABBATPUR",364,328,0,692,235,167,0,402,110,0,84,41,239,26,0,2,2,0,0,1,1,0,1,2,3,402
205,"P.S. BAREHTA",461,401,0,862,345,280,0,625,225,0,72,22,438,60,7,2,3,0,0,1,2,3,6,3,6,625
206,"P.S. ISRAULI SETH",358,319,0,677,282,218,0,500,14,0,108,45,305,6,1,3,0,1,1,2,0,3,13,4,8,500
207,"J.H.S. TEJWAPUR",681,611,0,1292,499,371,0,870,400,0,251,52,501,19,2,1,7,4,1,3,2,6,7,6,8,870
208,"P.S. WEST PART BHANMAU",668,590,0,1258,475,388,0,863,700,0,246,198,355,37,2,2,0,1,2,1,0,5,8,1,5,863
209,"P.S. EAST PART BHANMAU",664,604,0,1268,430,332,0,762,350,0,108,411,180,40,0,4,3,2,1,0,3,4,2,1,3,762
210,"P.S. WADIPUR",455,404,0,859,356,287,0,643,20,0,359,24,170,72,1,1,1,0,0,1,1,2,2,0,9,643
211,"P.S. NAVEEN BHAWAN MAHRUPUR MAJRE AKANPUR",761,737,0,1498,576,479,0,1055,476,0,218,97,677,27,1,4,1,0,3,1,5,6,10,2,3,1055
212,"P.S. KHATKONIYA SARAI HIJRA",702,646,0,1348,554,253,0,807,650,0,260,330,148,51,0,1,0,1,2,3,2,2,2,2,3,807
213,"P.S. DARAVPUR",594,565,0,1159,422,278,0,700,250,0,91,92,454,33,4,0,1,1,3,1,1,2,4,8,5,700
214,"P.S. MOHAMMADPUR",363,309,0,672,276,197,0,473,85,0,95,16,80,255,6,1,0,4,1,1,0,1,1,3,9,473
215,"P.S. EAST PART BARAULI MALIK",613,602,0,1215,425,417,0,842,723,0,70,272,372,84,12,3,2,1,0,2,6,0,2,5,11,842
216,"P.S. WEST PART BARAULI MALIK",429,369,0,798,276,202,0,478,252,0,96,160,143,69,0,0,0,0,0,0,3,3,1,1,2,478
217,"P.S. NORTH PART TIKRA USMA",676,567,0,1243,444,284,0,728,100,0,56,544,19,80,1,2,3,3,1,4,4,1,4,2,4,728
218,"P.S. EXTRA ROOM TIKRA USMA",411,356,0,767,286,180,0,466,203,0,65,301,14,71,0,0,2,0,0,1,0,4,3,2,3,466
219,"J.H.S. TIKRA MURTAJA R.NO. 1",600,477,0,1077,411,300,0,711,14,0,65,405,42,188,2,1,0,0,0,1,3,1,1,1,1,711
220,"J.H.S. TIKRA MURTAJA R.NO. 2",270,224,0,494,199,104,0,303,103,0,107,41,40,106,2,0,1,0,0,0,2,0,2,1,1,303
221,"P.S. NORTH PART KARAUNDI KALA",257,216,1,474,195,157,0,352,104,0,2,218,115,8,0,0,3,0,0,0,1,1,3,1,0,352
222,"P.S. SOUTH PART KARAUNDI KALA",327,280,0,607,248,208,0,456,202,0,38,124,273,12,0,1,0,1,1,0,2,0,1,0,3,456
223,"P.S. MANGARWAL",320,295,0,615,227,151,0,378,280,0,68,128,32,144,2,0,0,0,0,1,1,0,1,0,1,378
224,"P.S. NORTH PART GALHAMAU",695,634,0,1329,475,397,0,872,484,0,91,114,519,113,3,6,2,0,2,0,2,2,7,3,8,872
225,"P.S. SOUTH PART GALHAMAU",261,235,0,496,197,130,0,327,120,0,88,17,204,11,0,1,0,0,1,1,0,0,1,2,1,327
226,"VIKAS KHAND OFFICE HARAKH R.NO. 1",635,590,0,1225,475,378,0,853,94,0,195,130,474,15,2,1,3,1,0,4,3,2,11,4,8,853
227,"VIKAS KHAND OFFICE HARAKH R.NO. 2",617,545,0,1162,476,307,0,783,332,0,42,210,491,16,3,2,1,0,3,0,2,2,4,5,2,783
228,"P.S. TAMARSEPUR",381,334,0,715,301,232,0,533,320,0,48,162,255,45,1,1,1,2,0,2,4,3,7,1,1,533
229,"P.S. TAHIPUR",243,222,0,465,218,189,0,407,29,0,156,48,178,9,0,0,6,0,0,0,0,1,4,2,3,407
230,"P.S. RASOOLPUR",256,229,0,485,222,172,0,394,12,0,108,41,192,39,0,2,1,2,0,0,1,2,4,0,2,394
231,"P.S. MOHAMMADABAD",273,223,0,496,198,149,0,347,189,0,22,109,183,11,1,1,8,0,1,0,3,0,3,4,1,347
232,"P.S. NANMAU R.NO. 1",417,384,0,801,268,197,0,465,206,0,57,148,216,23,0,1,4,0,0,3,1,3,4,2,3,465
233,"P.S. NANMAU R.NO. 2",380,377,0,757,265,208,0,473,16,0,97,91,175,90,0,1,4,1,0,2,0,0,5,1,6,473
234,"P.S. BADAPURA",270,257,0,527,203,188,0,391,141,0,257,103,10,4,3,2,0,2,0,0,1,0,1,3,5,391
235,"P.S. BANDAGIPUR",280,251,1,532,203,142,0,345,24,0,60,54,213,10,0,0,1,1,0,0,2,2,1,1,0,345
236,"J.H.S. NAVEEN BHAWAN PATMAU",780,673,0,1453,484,389,0,873,553,0,45,170,544,96,1,1,0,1,0,1,2,3,3,2,4,873
237,"GIRLS P.S. EAST PART JARAHRA",300,263,0,563,239,201,0,440,280,0,62,112,246,5,0,2,0,0,0,1,1,2,3,4,2,440
238,"GIRLS P.S. WEST PART JARAHRA",118,109,0,227,98,73,0,171,7,0,35,53,34,41,2,0,0,0,0,0,1,0,0,1,4,171
239,"J.H.S. PARA KUNWAR",392,365,0,757,298,241,0,539,207,0,94,202,194,27,1,0,0,0,1,2,0,3,4,3,8,539
240,"P.S. MANJEETHA",498,436,0,934,406,297,0,703,11,0,160,144,357,29,1,2,0,0,3,0,1,1,3,0,2,703
241,"P.S. CHHEDANAGAR",510,427,0,937,395,280,0,675,25,0,50,183,370,47,2,2,0,2,2,1,4,2,3,0,7,675
242,"J.H.S. SATRKH R.NO. 1",428,363,0,791,252,168,0,420,300,0,82,19,150,160,0,1,0,0,0,0,1,1,1,2,3,420
243,"J.H.S. SATRKH R.NO. 2",761,651,0,1412,409,261,0,670,425,0,30,279,226,112,4,3,3,1,0,1,1,4,4,0,2,670
244,"J.H.S. SATRKH R.NO. 3",126,119,0,245,85,65,0,150,97,0,9,81,32,25,0,1,0,0,0,0,1,1,0,0,0,150
245,"J.H.S. SATRKH R.NO. 4",562,458,0,1020,331,223,0,554,111,0,78,270,138,40,0,2,1,0,3,3,5,1,5,1,7,554
246,"P.S. SATRIKH NORTH PART",497,401,0,898,254,148,0,402,192,0,9,292,8,85,0,0,1,0,0,1,0,1,1,2,2,402
247,"P.S. SATRIKH SOURTH PART",346,289,1,636,164,105,0,269,199,0,22,170,41,26,0,0,0,0,2,0,1,1,2,2,2,269
248,"GIRLS J.H.S. SATRIKH NORTH PART",350,265,0,615,212,118,0,330,36,0,7,238,44,25,0,1,0,1,0,1,6,1,3,1,2,330
249,"GIRLS J.H.S. SATRIKH SOURTH PART",528,482,0,1010,334,217,0,551,346,0,20,160,326,31,3,0,0,1,0,1,4,1,3,0,1,551
250,"P.S. SATRIKH BAZAR KAYASTHANA",596,495,0,1091,386,245,0,631,97,0,11,167,316,121,2,0,0,2,3,0,3,0,2,0,4,631
251,"GIRLS J.H.S. LAKSHMANPUR",704,606,0,1310,453,259,0,712,95,0,149,62,372,91,0,1,9,0,0,2,4,3,6,5,8,712
252,"P.S. NARAULI",354,310,0,664,280,226,0,506,12,0,60,22,367,33,4,1,2,0,0,1,1,1,4,2,8,506
253,"P.S. MARKHAPUR R.NO. 1",527,413,0,940,393,251,0,644,352,0,128,51,342,101,1,1,0,0,1,2,3,2,5,2,5,644
254,"P.S. MARKHAPUR R.NO. 2",205,164,0,369,167,105,0,272,161,0,9,24,119,116,0,1,0,0,0,0,0,1,2,0,0,272
255,"P.S. ALAMPUR GAYASPUR",497,433,0,930,375,242,0,617,28,0,176,68,334,23,0,1,0,1,1,1,1,2,3,1,5,617
256,"P.S. BAHLOLPUR",378,332,0,710,319,204,0,523,186,0,112,66,109,223,2,0,0,1,1,1,0,0,3,3,2,523
257,"P.S. SHARIFABAD",649,578,0,1227,489,355,0,844,416,0,109,60,427,198,4,1,4,0,5,1,2,8,14,4,7,844
258,"P.S. BARGADHA MAJRE SATRIKH DEHAT",451,408,0,859,353,253,0,606,50,0,6,24,185,385,1,0,0,0,0,0,1,0,2,0,2,606
259,"P.S. NORTH PART SAHELIYA",717,600,0,1317,548,310,0,858,117,0,103,138,167,412,4,2,3,1,2,2,2,1,9,6,6,858
260,"P.S. SOUTH PART SAHELIYA",195,157,0,352,160,91,0,251,96,0,9,82,21,127,1,0,0,1,0,1,1,0,3,1,4,251
261,"P.S. SIKANDARPUR",489,452,0,941,399,299,0,698,107,0,229,49,170,222,3,0,0,0,4,2,0,3,7,3,6,698
262,"J.H.S. EAST PART NINDANPUR",122,110,0,232,91,58,0,149,11,0,1,9,19,116,0,0,0,0,0,0,0,1,1,1,1,149
263,"J.H.S. WEST PART NINDANPUR",222,189,0,411,149,128,0,277,103,0,34,47,105,85,0,0,2,1,0,0,0,1,1,0,1,277
264,"P.S. SULTANPUR",580,453,0,1033,459,280,0,739,220,0,45,185,185,297,2,0,0,4,2,0,3,3,7,1,5,739
265,"P.S. AKHTIYARPUR",230,204,0,434,210,161,0,371,106,0,175,40,82,51,1,1,0,0,1,0,2,0,4,4,10,371
266,"P.S. SHEKHPUR",338,328,0,666,292,244,0,536,455,0,275,116,98,36,0,0,0,0,1,2,0,3,2,1,2,536
267,"C.D.C. (BARAT GHAR) GEHNDVAR",438,353,0,791,347,226,0,573,505,0,287,47,138,80,3,2,1,0,1,1,0,0,9,0,4,573
268,"P.S. JHINJHAMAU",389,324,0,713,323,215,0,538,207,0,46,15,70,390,2,0,1,3,2,0,1,1,5,0,2,538
269,"J.H.S. R.NO. 1 TEERGAO",611,574,0,1185,400,293,0,693,284,0,127,309,148,63,3,2,7,2,2,1,3,3,7,6,10,693
270,"J.H.S. R.NO. 2 TEERGAO",522,386,0,908,361,187,0,548,18,0,94,114,105,209,3,1,1,1,1,1,2,2,7,2,5,548
271,"P.S. TERI",190,167,0,357,167,123,0,290,225,0,115,48,46,72,2,1,0,1,0,1,1,0,1,1,1,290
272,"P.S. SHAHPUR",424,374,0,798,370,270,0,640,276,0,211,34,188,171,2,2,1,0,2,3,1,3,7,4,11,640
273,"P.S. TIKRAGHAT",412,307,0,719,292,177,0,469,225,0,68,148,109,105,1,2,2,2,1,3,5,3,4,6,10,469
274,"P.S. DIYANATNAGAR MAJRE SARAI PARSANDA NORTH PART",459,406,0,865,299,222,0,521,20,0,102,28,289,64,5,0,0,1,1,2,3,4,6,2,14,521
275,"P.S. DIYANATNAGAR MAJRE SARAI PARSANDA SOURTH PART",588,533,0,1121,317,276,0,593,481,0,27,31,439,81,0,3,1,0,1,1,1,1,4,0,3,593
276,"P.S. NAGRAURA",351,232,0,583,286,175,0,461,200,0,136,57,25,224,2,0,0,0,2,1,0,2,2,2,8,461
277,"P.S. BHAGWANPUR",263,233,0,496,207,156,0,363,113,0,60,106,164,20,2,1,0,1,2,0,0,0,4,2,1,363
278,"P.S. NIRAUMAU",273,233,0,506,212,153,0,365,99,0,111,87,114,45,2,0,1,0,0,0,0,0,2,0,3,365
279,"P.S. NEOLI",287,264,0,551,213,146,0,359,280,0,44,107,190,14,0,1,0,0,0,1,0,0,0,2,0,359
280,"J.H.S. UDHVAPUR MAJRE MOHNA R.NO. 1",702,590,0,1292,481,309,0,790,306,0,84,89,408,179,9,3,1,1,2,2,1,3,2,1,5,790
281,"J.H.S. UDHVAPUR MAJRE MOHNA R.NO. 2",678,624,0,1302,509,358,0,867,305,0,156,105,506,79,2,2,2,0,1,0,0,1,3,4,6,867
282,"P.S. JAINABAD",323,304,0,627,247,210,0,457,209,0,126,20,280,7,1,2,0,0,3,2,1,2,7,4,2,457
283,"P.S. RATAN BAZAR MAJRE JARMAPUR",287,280,0,567,209,193,0,402,12,0,227,27,129,6,0,1,1,0,1,2,2,1,1,1,3,402
284,"J.H.S. SETHMAU R.NO. 1",618,584,0,1202,411,320,0,731,50,0,190,56,378,89,2,0,0,0,2,0,0,1,4,3,6,731
285,"J.H.S. SETHMAU R.NO. 2",593,507,0,1100,414,232,0,646,247,0,178,16,208,228,3,1,0,1,0,0,1,0,4,3,3,646
286,"J.H.S. SETHMAU R.NO. 3",592,542,0,1134,443,282,0,725,7,0,169,22,351,147,2,3,1,1,2,3,0,3,10,2,9,725
287,"P.S. EAST PART KAREEMABAD MALAULI",403,334,0,737,312,150,0,462,10,0,50,41,222,130,2,4,1,2,0,0,1,2,2,3,2,462
288,"P.S. WEST PART KAREEMABAD MALAULI",669,583,0,1252,486,326,0,812,363,0,60,133,438,143,3,1,0,0,3,0,3,3,9,10,6,812
289,"P.S. DHAURAHRA",477,409,0,886,346,246,0,592,386,0,80,71,224,178,2,4,1,1,1,0,0,5,8,4,13,592
290,"P.S. CHAKSAR",633,541,0,1174,551,288,0,839,139,0,82,328,389,13,0,5,1,1,3,0,1,2,5,4,5,839
291,"P.S. AYAZNAGAR",370,302,0,672,312,228,0,540,7,0,55,40,130,282,1,4,3,1,2,1,8,4,4,1,4,540
292,"P.S. MIRJAPUR",631,557,0,1188,384,372,0,756,172,0,92,56,348,225,2,2,4,1,2,1,2,5,5,2,9,756
293,"P.S. IBRAHIMABAD R.NO. 1",698,540,0,1238,398,156,0,554,158,0,189,46,142,155,1,0,0,0,3,1,1,0,2,3,11,554
294,"P.S. IBRAHIMABAD R.NO. 2",521,399,0,920,364,239,0,603,305,0,126,121,268,58,2,0,2,1,0,2,2,1,8,3,9,603
295,"P.S. HETMAPUR MAJRE IBRAHIMABAD",322,293,0,615,255,202,0,457,25,0,108,77,234,16,1,1,1,0,2,1,0,4,7,1,4,457
296,"J.H.S. NAYA BHAWAN R.NO. 2 IBRAHIMABAD",324,268,0,592,251,158,0,409,125,0,174,25,135,59,0,1,1,1,1,2,0,2,3,2,3,409
297,"J.H.S. NAYA BHAWAN R.NO. 1 IBRAHIMABAD",601,430,0,1031,348,225,0,573,37,0,70,213,113,150,3,1,0,0,0,2,1,6,4,4,6,573
298,"P.S. PIRPUR MAJRE IBRAHIMABAD",776,680,0,1456,549,425,0,974,388,0,114,36,536,249,5,6,0,1,1,0,1,6,14,1,4,974
299,"P.S. NAYA BHAWAN ADAMPUR BHATPURA",727,677,0,1404,509,375,0,884,44,0,223,34,498,112,5,3,0,1,0,0,0,1,6,0,1,884
300,"P.S. CHIYARA",532,502,0,1034,393,320,0,713,265,0,84,158,423,21,1,1,3,1,1,1,2,3,3,3,8,713
301,"P.S. MUBARAKPUR",340,332,0,672,262,217,0,479,324,0,55,48,294,71,0,1,1,0,1,1,1,1,3,0,2,479
302,"P.S. SAMOSARAI",201,182,0,383,170,137,0,307,8,0,33,23,140,95,4,1,2,0,1,0,2,0,5,0,1,307
303,"SAMU. KEN‍DRA KUDANAPUR",202,175,0,377,160,125,0,285,85,0,24,23,207,19,2,0,1,1,1,1,0,1,2,3,0,285
304,"PRA.VID ANDKA",525,477,0,1002,394,329,0,723,13,0,145,38,482,24,3,0,1,1,1,0,3,3,10,5,7,723
305,"PRA.VID BAMBHAURALODI",656,637,0,1293,447,397,0,844,200,0,146,144,399,94,2,2,28,0,1,1,3,5,10,2,7,844
306,"NAHAR DAK BANGLA AHMADPUR",357,324,0,681,208,206,0,414,9,0,122,131,77,71,1,0,0,0,1,4,0,0,2,0,5,414
307,"PRA.VID LOHARPUR",340,310,0,650,234,229,0,463,254,0,240,49,128,23,0,1,0,1,0,12,0,2,2,3,2,463
308,"PRA.VID CHATAUNI",359,320,0,679,242,228,0,470,12,0,143,33,216,48,0,2,13,2,1,2,0,2,2,1,5,470
309,PUR.MAD.VID.GANGWAIPATHNAN,241,222,0,463,169,158,0,327,6,0,96,66,52,100,5,0,0,1,0,1,0,2,2,1,1,327
310,"PRA.VID LODHPURWA",246,216,0,462,193,152,0,345,200,0,48,20,148,112,5,1,2,0,0,0,1,1,2,1,4,345
311,"PRA.VID DHANAURA",299,273,0,572,211,198,0,409,174,0,44,160,195,4,0,1,3,0,0,0,0,0,1,0,1,409
312,"PRA.VID BAKARGANJ",349,306,0,655,231,176,0,407,213,0,47,60,243,26,2,1,13,1,0,0,2,0,5,4,3,407
313,"PRA.VID SALHABHARI",429,384,0,813,337,250,0,587,285,0,93,42,386,19,1,2,2,1,0,3,2,2,10,4,20,587
314,PUR.MAD.VID.NEOCHANA,399,369,0,768,275,221,0,496,190,0,83,110,97,188,1,4,2,0,0,1,1,1,3,2,3,496
315,"PRA.VID NEOCHANA",378,311,0,689,271,179,0,450,222,0,90,21,208,86,0,2,28,0,0,0,0,3,6,0,6,450
316,"PRA.VID JAICHANDPUR",314,270,0,584,216,176,0,392,165,0,80,30,246,24,0,0,2,1,2,0,2,2,3,0,0,392
317,"PRA.VID MUNTAJIPUR",807,664,0,1471,577,397,0,974,365,0,136,84,685,21,2,3,4,1,2,0,1,3,9,7,16,974
318,"PRA.VID KOPAWA",426,370,0,796,292,244,0,536,50,0,115,53,305,27,2,1,14,0,1,3,1,2,5,3,4,536
319,"PRA.VID NAWABPURKODARI",469,433,0,902,328,280,0,608,443,0,78,50,419,24,8,3,4,1,1,4,1,2,7,3,3,608
320,"PRA.VID BHARTHAI",226,221,0,447,201,166,0,367,242,0,145,16,174,24,1,2,0,1,0,0,0,0,0,1,3,367
321,"PRA.VID MADARPUR AMARSINGH",232,193,0,425,166,138,0,304,200,0,27,20,238,8,1,1,1,0,0,1,0,1,5,1,0,304
322,"PRA.VID HAJIPUR",601,521,0,1122,458,313,0,771,170,0,204,42,472,25,4,6,1,0,4,1,1,2,3,3,3,771
323,"PRA.VID DEENPNAH",326,311,0,637,268,221,0,489,165,0,189,17,228,47,0,4,0,0,0,1,0,0,1,1,1,489
324,"PRA.VID JAMALAPUR",373,323,0,696,266,204,0,470,17,0,66,38,244,103,3,0,2,1,0,0,3,1,2,2,5,470
325,"PRA.VID POORE SAGAR",406,378,0,784,321,236,0,557,20,0,51,63,333,102,0,0,0,1,0,1,0,1,3,0,2,557
326,"PRA.VID MIRJAPUR",394,350,0,744,283,230,0,513,50,0,266,26,198,7,1,0,0,0,0,5,0,2,5,0,3,513
327,"PRA.VID MOHAMMADPUR CHANDI SINGH",386,330,0,716,270,207,0,477,50,0,149,33,273,2,0,3,0,1,1,1,0,1,2,4,7,477
328,"PRA.VID SUSWAI",446,340,0,786,303,220,0,523,27,0,131,144,158,70,2,0,0,0,0,0,2,6,1,8,1,523
329,"PRA.VID KANHWAPUR",546,472,0,1018,372,294,0,666,66,0,108,33,433,82,0,1,3,0,0,1,0,2,3,0,0,666
330,"PRA.VID DURAUNDHA",425,311,0,736,251,165,0,416,168,0,62,54,252,26,1,1,0,2,0,1,4,2,7,1,3,416
331,"PRA.VID TILASIYA",271,227,0,498,219,174,0,393,383,0,61,32,290,4,0,1,0,2,0,0,0,0,0,1,2,393
332,"PRA.VID MALHAULI",290,246,0,536,174,131,0,305,17,0,39,19,224,8,1,2,0,0,1,0,0,1,3,2,5,305
333,"AANGANBADHI KEN‍DRA MAMARKHAPUR",274,225,0,499,182,154,0,336,25,0,98,28,200,5,2,0,0,0,0,0,0,1,0,2,0,336
334,"PUR.MAD.VID.SERSA EAST PART",680,583,0,1263,461,351,0,812,73,0,307,47,381,56,0,1,3,0,2,2,1,2,2,2,6,812
335,"PUR.MAD.VID.SERSA WEST PART",367,292,0,659,225,111,0,336,25,0,88,18,203,13,0,1,0,1,0,1,0,0,4,0,7,336
336,"PU.MA.VI. KHWAJAPUR",200,198,0,398,149,129,0,278,160,0,19,4,233,17,0,0,4,0,0,0,0,0,0,0,1,278
337,"PRA.VID ARUI",471,449,0,920,363,329,0,692,52,0,140,104,402,25,1,0,0,1,3,1,0,3,5,3,4,692
338,"PRA.VID SIDHAUR EAST PART",696,618,0,1314,512,330,0,842,271,0,149,91,515,65,1,2,0,0,1,1,1,1,4,5,6,842
339,"PRA.VID SIDHAUR WEST PART",315,264,0,579,226,154,0,380,177,0,48,18,236,69,0,0,1,0,1,1,0,2,0,3,1,380
340,"GIRLS PRA.VID SIDDHAUR EAST PART",782,689,0,1471,453,345,0,798,10,0,64,398,277,50,1,3,0,1,0,0,3,0,0,1,0,798
341,"GIRLS PRA.VID SIDDHAUR WEST PART",462,417,0,879,245,174,0,419,119,0,7,220,142,38,1,1,0,2,0,0,1,0,3,3,1,419
342,"ADARSH INTER COLLAEG SIDDHAUR EAST PART",796,661,0,1457,388,261,0,649,363,0,30,356,150,104,0,1,0,1,0,2,1,0,1,0,3,649
343,"ADARSH INTER COLLAGE SIDDHAUR ROOM NO-6",537,491,0,1028,271,247,0,518,266,0,16,227,200,64,2,0,0,0,0,1,2,0,5,0,1,518
344,"ADARSH INTER COLLAGE SIDDHAUR ROOM NO-7",418,355,0,773,198,132,0,330,254,0,9,102,117,61,3,2,0,1,3,0,0,3,2,6,21,330
345,"ADARSH MAD. VIDYA. SIDDHAUR WEST PART",487,387,0,874,253,157,0,410,129,0,18,221,144,9,1,0,4,0,0,1,0,1,5,0,6,410
346,"PRA.VID BEMIYAMAU",225,175,0,400,169,132,0,301,101,0,107,16,151,14,0,2,2,0,0,0,0,1,4,1,3,301
347,"PANCHAYAT GHAR DIHARAHIMPUR",264,215,0,479,180,129,0,309,23,0,50,16,215,18,0,1,0,1,0,1,0,1,4,1,1,309
348,"PRA.VID AMSERUA",564,516,0,1080,421,358,0,779,383,0,137,126,341,133,5,1,3,0,4,2,1,1,9,6,10,779
349,"PRA.VID DEWKALI",485,404,0,889,347,224,0,571,46,0,312,69,149,32,1,1,0,0,1,0,1,3,1,0,1,571
350,"PRA.VID BHITAURALAKAHAN",679,596,0,1275,535,381,0,916,326,0,204,38,633,25,2,1,0,1,0,1,0,1,3,2,5,916
351,"PRA.VID SHESHPUR DEVPURA",544,501,0,1045,312,369,0,681,193,0,179,96,372,11,1,2,7,0,0,0,0,0,5,6,2,681
352,"PRA.VID MURLIGANJ EAST PART",689,629,0,1318,467,351,0,818,16,0,129,90,545,33,2,1,3,2,4,0,1,1,1,0,6,818
353,"PRA.VID MURLIGANJ WEST PART",520,400,0,920,318,208,0,526,14,0,143,71,271,16,0,0,0,1,1,2,0,4,7,2,8,526
354,"PRA.VID  RASOOLPUR",504,480,0,984,405,300,0,705,54,0,55,95,525,13,1,1,3,1,0,0,0,3,1,3,4,705
355,"PRA.VID BIBIPUR EAST PART",588,498,0,1086,385,270,0,655,325,0,29,80,502,28,1,1,7,1,0,0,0,2,3,1,0,655
356,"PRA.VID BIBIPUR WEST PART",493,416,0,909,335,212,0,547,15,0,15,110,358,49,0,1,2,0,1,1,1,1,1,0,7,547
357,"PRA.VID RASOOLABAD BIHARILAL",776,678,0,1454,527,462,0,989,845,0,140,99,686,32,1,2,4,2,1,4,1,3,6,3,5,989
358,"PRA.VID  AJAUWA",390,345,0,735,297,255,0,552,232,0,44,73,394,21,1,2,1,1,4,0,3,2,4,0,2,552
359,"PRA.VID ISRAULISARI",585,528,0,1113,410,307,0,717,345,0,78,88,502,19,0,0,1,0,1,0,2,5,7,4,10,717
