"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
127,"PURVA M.V. T.A. DANKAUR R.NO. 12",850,685,1,1536,610,387,0,997,997,0,509,374,11,57,0,13,2,1,0,1,1,3,1,0,1,5,4,7,0,0,1,0,0,2,4,997
128,"PRY. VIDHYALAYA NO. 1 T.A. DANKAUR R.NO. 1",830,704,0,1534,538,434,0,972,972,0,415,456,8,54,0,7,0,2,0,0,2,7,2,0,1,7,1,2,0,1,0,0,1,3,3,972
129,"PRY. VIDHYALAYA NO. 1 T.A. DANKAUR R.NO. 2",413,333,0,746,290,204,0,494,494,0,105,346,5,10,0,1,0,0,1,0,2,6,1,1,1,5,1,2,0,0,0,0,0,2,5,494
130,"KISAN ADHYATMIK I.C. DANKARU R.NO. 1",681,509,0,1190,350,264,0,614,606,0,381,68,1,140,0,2,0,1,0,0,0,1,3,0,3,4,8,2,0,0,0,0,0,0,0,614
131,"KISAN ADHYATMIK I.C. DANKARU R.NO.2",303,249,0,552,232,174,0,406,374,0,337,29,0,35,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,406
132,"KISAN ADHYATMIK I.C. DANKARU R.NO. 3",214,175,0,389,144,122,0,266,266,0,212,29,2,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,266
133,"PRY. SCHOOL GUNPURA R.NO. 1",206,168,0,374,180,140,0,320,310,0,313,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320
134,"PRY. SCHOOL ATTA GUJRAN R.NO. 1",842,593,0,1435,574,359,0,933,930,0,751,66,0,106,0,0,1,0,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,1,933
135,"PRY. SCHOOL ATTA GUJRAN R.NO.2",510,341,0,851,315,220,0,535,535,0,97,2,4,413,2,0,1,1,0,0,0,1,1,1,0,5,0,0,0,0,1,0,5,0,1,535
136,"PRY. SCHOOL JAGANPUR AFZALPUR R.NO.",434,335,0,769,326,243,0,569,569,0,529,27,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
137,"PRY. SCHOOL ORANGPUR R.NO. 1",496,380,0,876,359,238,0,597,590,0,436,34,0,109,1,0,0,1,0,0,0,0,1,0,0,1,9,3,0,0,0,1,0,0,1,597
138,"PRY. SCHOOL FATEHPUR ATTA R.NO. 1",667,486,0,1153,534,357,0,891,891,0,809,10,2,60,0,1,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,1,0,891
139,"PRY. SCHOOL FATEHPUR ATTA R.NO. 2",438,332,0,770,356,239,0,595,595,0,544,27,1,18,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,595
140,"PRY. SCHOOL SALARPUR R.NO. 1",717,586,0,1303,549,419,0,968,965,0,439,282,3,215,1,6,2,3,1,1,0,1,0,1,4,5,1,1,0,1,0,1,0,0,0,968
141,"PRY. SCHOOL MUNJKHERA R.NO. 1",479,382,0,861,318,248,0,566,564,0,347,183,4,9,0,2,0,0,0,0,0,2,1,0,4,3,2,3,0,0,0,0,0,2,4,566
142,"PRY. SCHOOL BALLUKHERA MAZRA MUNJKHERA R.NO. 1",530,411,0,941,394,296,0,690,690,0,101,16,4,544,5,3,1,0,1,0,1,0,4,0,0,3,1,3,1,2,0,0,0,0,0,690
143,"PRY. SCHOOL DERIN KHUBAN MAZRA MUNJKHERA R.NO. 1",318,231,0,549,273,187,0,460,458,0,437,5,0,7,1,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,460
144,"PRY. SCHOOL KHERLI BHAV R.NO. 1",623,481,0,1104,404,275,0,679,679,0,266,176,4,199,1,2,0,2,1,0,1,7,0,3,2,3,3,4,1,1,0,1,0,2,0,679
145,"PRY. SCHOOL KHERLI BHAV R.NO. 2",433,317,0,750,241,159,0,400,390,0,155,184,3,37,0,0,1,1,0,0,1,2,0,1,0,4,3,1,1,0,0,1,1,2,2,400
146,"PRY. SCHOOL LATIFPUR R.NO. 1",528,417,0,945,330,275,0,605,602,0,118,349,5,104,1,3,1,0,1,0,0,4,1,1,1,8,1,1,0,0,1,3,0,1,1,605
147,"PRY. SCHOOL KADALPUR R.NO. 1",487,376,0,863,397,262,0,659,654,0,462,95,2,83,3,0,0,1,0,0,0,1,0,1,0,2,3,2,0,0,0,1,0,1,2,659
148,"PRY. SCHOOL KADALPUR R.NO. 2",472,365,0,837,376,262,0,638,638,0,553,52,1,22,0,0,0,0,0,0,0,3,0,0,1,0,5,1,0,0,0,0,0,0,0,638
149,"PRY. SCHOOL MAKANPUR BANGAR R.NO. 1",569,428,0,997,353,263,0,616,616,0,63,314,7,171,0,1,0,3,0,1,3,10,6,4,12,9,1,6,0,1,1,1,1,1,0,616
150,"PRY. SCHOOL MAKANUR KHADAR R.NO. 1",620,490,0,1110,411,324,0,735,734,0,161,499,9,45,0,1,0,2,0,0,1,6,1,0,2,0,1,5,0,1,0,0,0,0,1,735
151,"PRY. SCHOOL RAMPUR KHADAR R.NO. 1",394,287,0,681,265,152,0,417,417,0,37,358,4,9,1,0,0,0,0,0,0,3,0,0,1,1,0,2,0,0,0,1,0,0,0,417
152,"PRY. SCHOOL MOHAMMADABAD KHERA R.NO. 1",697,555,0,1252,437,265,0,702,700,0,63,556,6,46,0,10,0,1,1,0,2,7,0,0,4,2,2,2,0,0,0,0,0,0,0,702
153,"PRY. SCHOOL MOHAMMADABAD KHERA R.NO. 2",334,265,0,599,216,153,0,369,367,0,12,270,1,73,0,3,1,0,0,0,1,2,0,0,1,1,0,2,0,0,0,1,0,0,1,369
154,"PRY. SCHOOL TAQIPUR BANGAR R.NO. 1",158,144,0,302,108,107,0,215,215,0,46,153,2,6,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,215
155,"PRY. SCHOOL ANWARGARH BANGAR R.NO. 1",425,364,0,789,333,250,0,583,583,0,430,3,1,135,2,1,0,0,0,0,1,1,0,0,0,4,3,1,0,0,0,0,1,0,0,583
156,"J. H. SCHOOL RAUNIJA R.NO. 1",542,445,0,987,369,300,0,669,667,0,227,425,2,4,0,0,0,2,1,0,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,669
157,"J. H. SCHOOL RAUNIJA R.NO. 2",482,366,0,848,290,210,0,500,497,0,166,249,2,75,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,500
158,"J. H. SCHOOL RAUNIJA R.NO. 3",560,441,0,1001,349,260,0,609,609,0,119,102,4,369,2,0,0,0,1,1,0,2,5,1,1,0,2,0,0,0,0,0,0,0,0,609
159,"PRY. SCHOOL RUSTAMPUR R.NO. 1",544,477,0,1021,319,278,0,597,597,0,108,351,3,114,1,0,0,0,0,0,0,1,2,1,3,0,1,7,0,2,0,0,0,1,2,597
160,"PRY. SCHOOL CHAKJALALABAD R.NO. 1",188,150,0,338,118,103,0,221,212,0,6,22,0,188,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,221
161,"PRY. SCHOOL NAGLA PADAM SINGH R.NO. 1",653,566,0,1219,498,394,0,892,892,0,18,94,1,713,4,0,1,1,0,8,1,4,7,0,3,3,1,6,1,19,2,0,1,1,3,892
162,"PRY. SCHOOL PACHOKARA R.NO. 1",514,396,0,910,303,244,0,547,544,0,61,351,1,110,1,1,0,0,1,0,0,2,2,1,5,4,1,0,0,0,1,0,3,1,1,547
163,"PRY. SCHOOL UTRAWALI R.NO. 1",642,541,0,1183,423,300,0,723,723,0,26,185,3,489,2,3,2,1,0,0,1,1,1,0,0,1,0,0,0,2,0,4,0,0,2,723
164,"PRY. SCHOOL RASULPUR IKBAIL R.NO. 1",89,80,0,169,62,49,0,111,111,0,2,106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,111
165,"PRY. SCHOOL MOHAMMADPUR JADON R.NO. 1",523,465,0,988,361,318,0,679,661,0,57,125,1,478,3,4,0,2,0,0,0,1,3,1,0,2,0,0,0,1,0,0,1,0,0,679
166,"PRY. SCHOOL MOHAMMADPUR JADON R.NO. 2",251,214,0,465,169,136,0,305,305,0,40,231,3,17,0,5,0,0,0,0,0,3,0,0,0,1,1,4,0,0,0,0,0,0,0,305
167,"PRY. SCHOOL DOOGALI R.NO. 1",358,323,0,681,282,250,0,532,532,0,2,227,8,274,1,1,0,0,0,1,0,3,1,0,2,2,1,5,0,3,0,0,0,1,0,532
168,"PRY. SCHOOL HAZIPUR R.NO. 1",179,167,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"INTER COLLEGE T.A. RABUPURA R.NO. 1",396,303,0,699,208,156,0,364,344,0,115,130,2,87,1,3,1,1,0,0,0,2,1,0,1,4,6,3,0,2,0,0,0,2,3,364
170,"INTER COLLEGE T.A. RABUPURA R.NO. 2",554,441,0,995,304,215,0,519,515,0,180,276,11,19,0,2,3,2,2,0,1,4,2,0,4,4,4,3,0,0,1,0,0,0,1,519
171,"INTER COLLEGE T.A. RABUPURA R.NO. 3",538,433,0,971,247,185,0,432,425,0,74,169,2,154,5,1,0,0,0,0,0,4,1,1,0,4,3,5,0,7,1,0,0,0,1,432
172,"INTER COLLEGE T.A. RABUPURA R.NO. 4",950,696,0,1646,456,242,0,698,694,0,453,178,2,45,0,0,0,2,0,0,0,0,1,1,0,5,2,4,2,0,0,0,1,1,1,698
173,"INTER COLLEGE T.A. RABUPURA R.NO. 5",710,620,0,1330,438,244,0,682,682,0,152,408,3,92,0,1,0,1,0,0,0,2,0,0,0,3,6,7,0,4,0,0,1,0,2,682
174,"INTER COLLEGE T.A. RABUPURA R.NO. 6",841,662,0,1503,455,342,0,797,790,0,251,137,2,354,2,5,2,2,0,0,0,5,2,0,1,5,7,3,1,12,3,1,0,2,0,797
175,"SARSWATI SHISHU MANDIR I.C. RABUPURA R. N. 1",413,327,0,740,245,150,0,395,395,0,232,136,4,11,0,2,0,0,0,0,1,0,0,0,0,5,2,2,0,0,0,0,0,0,0,395
176,"SARSWATI SHISHU MANDIR I.C. RABUPURA R. N. 2",458,390,0,848,233,168,0,401,401,0,134,230,2,22,0,5,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,401
177,"PRY. SCHOOL T.A. RABUPURA R.NO. 1",519,420,0,939,306,226,0,532,532,0,142,340,7,21,0,0,0,0,1,1,0,7,0,0,3,2,2,5,0,0,0,1,0,0,0,532
178,"PRY. SCHOOL T.A. RABUPURA R.NO. 2",540,380,0,920,306,197,0,503,502,0,196,233,6,32,0,1,0,4,0,0,0,8,0,0,3,4,4,6,0,2,0,1,1,1,1,503
179,"PRY. SCHOOL T.A. RABUPURA R.NO. 3",428,432,0,860,251,229,0,480,320,116,320,116,3,26,0,1,1,0,0,0,0,1,0,1,0,7,2,0,1,0,0,1,0,0,0,480
180,"PRY. SCHOOL BHAIPUR BRAHMNAN R.NO. 1",697,494,0,1191,416,293,0,709,708,0,39,655,3,6,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,709
181,"PRY. SCHOOL BHAIPUR BRAHMNAN R.NO. 2",747,570,0,1317,505,336,0,841,840,0,28,669,7,120,1,1,1,0,0,1,0,1,0,0,2,0,0,3,1,1,1,2,0,1,1,841
182,"PRY. SCHOOL MENHADIPUR BANGAR R.NO. 1",660,490,0,1150,454,275,0,729,727,0,469,11,2,225,2,1,0,1,0,2,0,1,2,1,3,6,1,0,0,0,0,0,0,1,1,729
183,"PRY. SCHOOL MENHADIPUR BANGAR R.NO. 2",750,683,0,1433,478,447,0,925,925,0,654,98,5,144,1,3,0,2,0,0,0,3,1,0,1,6,2,2,0,0,0,0,1,1,1,925
184,"PRY. SCHOOL SIRAULI BANGAR R.NO. 1",555,497,0,1052,409,350,0,759,759,0,260,322,3,146,1,1,0,0,1,1,2,4,1,0,2,7,0,4,0,1,1,0,0,0,2,759
185,"PRY. SCHOOL DHANPURA R.NO. 1",208,156,0,364,149,112,0,261,249,0,244,3,0,7,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,261
186,"PRY. SCHOOL TIRTHALI R.NO. 1",790,685,0,1475,482,405,0,887,886,0,620,200,0,37,0,0,0,2,1,0,1,5,0,1,4,8,3,3,0,0,0,0,0,0,2,887
187,"PRY. SCHOOL TIRTHALI R.NO. 2",790,636,0,1426,494,405,0,899,889,0,350,206,2,317,2,0,1,1,0,0,0,3,2,0,1,3,5,2,0,0,0,1,0,2,1,899
188,"PRY. SCHOOL BHUNNATAGA R.NO. 1",719,605,0,1324,403,355,0,758,758,0,124,406,7,192,0,1,0,2,0,0,1,4,2,1,2,3,0,8,0,3,0,0,0,1,1,758
189,"PRY. SCHOOL MAKSOODPUR R.NO. 1",412,314,0,726,199,151,0,350,350,0,60,202,2,72,0,0,0,0,1,0,1,1,1,0,1,2,2,1,0,0,0,0,2,1,1,350
190,"PRY. SCHOOL MYANA R.NO. 1",681,529,0,1210,416,300,0,716,716,0,264,272,3,155,2,0,0,1,1,0,0,0,1,0,0,8,3,0,2,0,0,1,0,2,1,716
191,"PRY. SCHOOL KALUPURA R.NO. 1",689,544,0,1233,455,342,0,797,791,0,127,630,2,26,1,0,0,1,0,1,0,0,0,3,2,1,0,1,1,0,0,0,0,0,1,797
192,"PRY. SCHOOL KALUPURA R.NO. 2",472,376,0,848,305,234,0,539,535,0,73,293,3,153,1,2,0,1,0,0,0,0,0,0,2,1,2,2,0,1,0,2,1,2,0,539
193,"PRY. SCHOOL JAUNCHANA R.NO. 1",621,519,0,1140,401,302,0,703,700,0,99,429,2,143,0,3,1,1,1,3,1,5,1,0,6,2,2,2,0,0,0,1,0,0,1,703
194,"PRY. SCHOOL CHACHURA R.NO. 1",482,400,0,882,316,264,0,580,576,0,25,96,4,435,3,1,0,0,0,1,0,3,2,0,2,1,0,0,0,4,0,1,0,0,2,580
195,"PRY. SCHOOL AMANULLAPUR URF MARHARA R.NO. 1",794,623,0,1417,450,356,0,806,805,0,145,465,2,175,0,8,0,1,1,0,1,2,1,1,1,0,0,2,0,0,0,1,0,0,0,806
196,"PRY. SCHOOL BHIKANPUR R.NO. 1",475,377,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"PRY. SCHOOL AKALPUR R.NO. 1",709,587,0,1296,417,343,0,760,759,0,79,490,3,158,0,6,1,1,0,0,0,4,2,0,3,0,2,7,0,1,0,2,0,0,1,760
198,"PRY. SCHOOL MUDRAH R.NO. 1",412,312,0,724,160,123,0,283,282,0,6,69,6,175,5,4,0,4,0,0,0,4,2,0,3,1,0,0,0,1,1,1,0,0,1,283
199,"PRY. SCHOOL MUDRAH R.NO. 2",566,437,0,1003,273,193,0,466,465,0,26,322,3,94,1,0,0,2,0,0,0,4,3,0,0,2,2,4,0,1,0,1,0,1,0,466
200,"PRY. SCHOOL ISMAILNAGAR URF BHOYRA R.NO. 1",214,167,0,381,158,127,0,285,285,0,7,256,1,10,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,285
201,"PRY. SCHOOL KANPUR R.NO. 1",680,514,0,1194,414,322,0,736,735,0,20,472,0,217,3,3,0,0,1,2,0,4,1,0,4,3,0,3,0,0,1,1,1,0,0,736
202,"PRY. SCHOOL NAGLA SHAHPUR R.NO. 1",441,339,0,780,240,177,0,417,417,0,51,197,3,151,0,0,0,0,1,1,0,1,1,0,3,2,1,2,0,2,0,0,0,0,1,417
203,"PRY. SCHOOL BIRAMPUR R.NO. 1",441,388,0,829,280,221,0,501,501,0,139,139,4,192,2,3,1,0,0,0,2,5,3,0,2,7,0,0,0,0,0,0,0,0,2,501
204,"PRY. SCHOOL BIRAMPUR R.NO. 2",405,328,0,733,282,219,0,501,498,0,66,255,2,162,2,3,0,0,0,0,1,3,1,0,2,2,0,1,0,0,0,1,0,0,0,501
205,"PRY. SCHOOL CHAKBIRAMPUR R.NO. 1",688,519,0,1207,468,351,0,819,819,0,135,471,3,197,1,3,0,0,0,1,0,1,1,1,2,0,0,0,0,0,1,1,0,1,0,819
206,"PRY. SCHOOL MURADGARHI R.NO. 1",705,567,0,1272,469,260,0,729,729,0,501,202,7,6,0,1,0,1,1,0,0,2,0,0,3,0,1,1,0,0,0,1,1,0,1,729
207,"PRY. SCHOOL NAGLA HUKAM SINGH MAZRA KARAULI R.NO. 1",618,490,0,1108,367,263,0,630,630,0,47,525,4,46,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,630
208,"PRY. SCHOOL NAGLA HUKAM SINGH MAZRA KARAULI R.NO. 2",411,320,0,731,248,183,0,431,430,0,86,291,2,38,0,0,0,2,0,0,0,1,0,0,3,1,2,3,0,1,0,0,0,1,0,431
209,"PRY. SCHOOL NAGLA HUKAM SINGH MAZRA KARAULI R.NO. 3",447,371,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"PRY. SCHOOL NAGLA KANCHAN MAZRA KARAULI R.NO. 1",756,620,0,1376,507,378,0,885,885,0,240,512,7,94,0,0,0,2,0,0,2,4,0,2,7,4,4,4,0,1,0,1,0,1,0,885
211,"J. H. SCHOOL FALAINDA BANGAR R.NO. 1",453,378,0,831,336,255,0,591,591,0,46,203,5,309,5,2,0,1,0,2,0,1,3,0,1,2,5,0,1,1,0,2,0,1,1,591
212,"J. H. SCHOOL FALAINDA BANGAR R.NO. 2",417,315,0,732,299,201,0,500,498,0,84,378,1,28,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,500
213,"J. H. SCHOOL FALAINDA BANGAR R.NO. 3",796,686,0,1482,537,395,0,932,932,0,244,542,3,105,1,1,0,1,0,2,0,1,1,0,2,3,4,7,2,1,0,4,3,2,3,932
214,"J. H. SCHOOL FALAINDA BANGAR R.NO. 4",783,619,0,1402,495,334,0,829,829,0,205,587,7,17,0,2,1,0,0,1,0,3,0,1,2,1,0,0,0,0,1,0,0,0,1,829
215,"PRY. SCHOOL KURAIB R.NO. 1",565,440,0,1005,415,259,0,674,671,0,438,157,2,50,1,1,0,1,0,0,0,2,3,2,2,7,4,1,0,0,0,0,0,1,2,674
216,"PRY. SCHOOL KURAIB R.NO. 2",435,357,0,792,309,202,0,511,510,0,474,6,0,20,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,511
217,"J. H. S. KURAIB R.N. 1",656,518,0,1174,418,291,0,709,705,0,196,315,5,167,2,1,0,0,2,0,0,1,2,0,4,2,1,5,0,1,0,2,0,1,2,709
218,"J. H. S. KURAIB R.N. 2",436,348,0,784,287,176,0,463,463,0,407,14,1,25,0,0,0,1,0,0,0,1,1,3,1,4,3,0,0,0,0,0,0,2,0,463
219,"PRY. SCHOOL RANHAIRA R.NO. 1",792,656,1,1449,429,325,0,754,748,0,26,453,5,252,2,3,3,0,0,0,0,0,1,1,2,1,1,1,0,2,0,0,0,1,0,754
220,"PRY. SCHOOL RANHAIRA R.NO. 2",467,380,0,847,240,188,0,428,424,0,82,282,1,47,1,0,0,0,0,0,1,0,1,0,0,7,0,3,0,0,0,0,0,1,2,428
221,"PRY. SCHOOL RANHAIRA R.NO. 3",447,334,0,781,222,164,0,386,385,0,55,293,4,16,0,7,0,3,0,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,386
222,"PRY. SCHOOL DAYANATPUR R.NO. 1",523,425,0,948,255,243,0,498,495,0,138,313,2,34,0,0,0,2,0,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,1,498
223,"PRY. SCHOOL DAYANATPUR R.NO. 2",713,541,0,1254,455,265,0,720,720,0,214,475,4,14,0,0,1,0,0,1,1,0,0,0,1,2,2,1,0,0,0,1,0,2,1,720
224,"INTER COLLEGE DAYANATPUR R.NO. 1",531,453,0,984,345,272,0,617,617,0,7,11,3,582,1,0,0,1,1,0,1,3,0,1,0,3,0,0,1,0,1,0,0,1,0,617
225,"INTER COLLEGE DAYANATPUR R.NO. 2",457,375,0,832,258,203,0,461,454,0,100,209,3,130,0,3,0,0,0,0,0,2,1,0,0,2,2,4,0,0,1,0,1,0,3,461
226,"INTER COLLEGE DAYANATPUR R.NO. 3",421,340,0,761,230,178,0,408,408,0,128,52,2,205,0,1,0,1,0,0,1,2,1,0,4,7,1,1,0,1,0,0,1,0,0,408
227,"INTER COLLEGE DAYANATPUR R.NO. 4",681,520,0,1201,348,217,0,565,564,0,298,140,4,102,2,3,0,0,0,1,1,3,1,0,1,7,0,2,0,0,0,0,0,0,0,565
228,"PRY SCHOOL NAGLA SHAREEF KHAN MAJRA DAYANATPUR R.N. 1",403,331,0,734,352,266,0,618,618,0,598,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,618
229,"PRY. SCHOOL RAMPUR BANGAR R.NO. 1",689,558,0,1247,397,376,0,773,771,0,237,466,6,23,0,4,0,3,0,0,0,8,2,1,11,5,1,2,0,0,0,1,0,3,0,773
230,"PRY. SCHOOL RAMPUR BANGAR R.NO. 2",343,247,0,590,196,120,0,316,316,0,33,66,2,209,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,316
231,"PRY. SCHOOL BALLABHNAGAR URF KARROL BANGAR R.NO. 1",593,486,0,1079,422,318,0,740,739,0,114,472,1,123,1,1,0,1,0,1,1,6,0,0,5,4,4,3,0,0,0,1,0,1,1,740
232,"PRY. SCHOOL MACHHIPUR R.NO. 1",738,622,0,1360,458,310,0,768,768,0,120,394,7,181,2,1,1,5,1,0,0,7,2,0,5,4,6,17,2,4,0,3,0,0,6,768
233,"PRY. SCHOOL KISHORPUR R.NO. 1",659,542,0,1201,431,379,0,810,807,0,261,218,1,303,5,1,0,3,1,0,0,3,1,1,0,4,2,0,0,2,0,0,1,0,3,810
234,"PRY. SCHOOL SABAUTA MUSTFABAD R.NO. 1",661,527,0,1188,393,307,0,700,696,0,135,414,4,111,0,2,2,2,0,1,0,1,1,2,1,3,1,7,3,2,0,3,1,1,3,700
235,"PRY. SCHOOL SABAUTA MUSTFABAD R.NO. 2",739,636,0,1375,489,364,0,853,853,0,86,279,2,463,5,9,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,853
236,"PRY. SCHOOL MUKIMPUR SHIVARA R.NO. 1",450,382,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"PRY. SCHOOL ALAUDDINNAGAR URF DURHERA R.NO. 1",466,369,0,835,242,211,0,453,452,0,87,291,6,46,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
238,"PRY. SCHOOL ALAUDDINNAGAR URF DURHERA R.NO. 2",405,313,0,718,254,195,0,449,448,0,51,81,1,303,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,449
239,"PRY. SCHOOL ROHI R.NO. 1",677,547,0,1224,321,254,0,575,575,0,181,324,5,41,0,2,0,1,0,0,1,4,0,1,3,2,5,3,0,0,0,1,0,0,1,575
240,"PRY. SCHOOL ROHI R.NO. 2",531,426,0,957,307,232,0,539,539,0,166,243,2,105,0,6,0,0,0,0,0,2,0,1,1,4,1,3,0,2,0,0,1,0,2,539
241,"PRY. SCHOOL PAROHI R.NO. 1",186,150,0,336,102,84,0,186,185,0,15,50,0,112,0,1,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,186
242,"PRY. SCHOOL BANVARIVAS R.NO. 1",668,548,0,1216,420,340,0,760,756,0,100,594,3,57,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,760
243,"PRY. SCHOOL RAMNER R.NO. 1",640,518,0,1158,405,328,0,733,733,0,53,182,6,472,0,3,0,1,0,2,0,3,3,0,1,2,0,2,0,1,1,0,0,0,1,733
244,"PRY. SCHOOL DHANSIYA R.NO. 1",403,283,0,686,292,194,0,486,486,0,37,168,3,265,0,3,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,2,0,0,1,486
245,"PRY. SCHOOL DASTAMPUR R.NO. 1",811,618,0,1429,482,361,0,843,840,0,99,380,7,318,0,3,0,1,0,1,1,4,1,0,6,10,2,1,0,2,1,0,0,0,6,843
246,"PRY. SCHOOL MOHBALIPUR R.NO. 1",628,539,0,1167,388,306,0,694,693,0,229,395,3,43,0,0,0,0,0,0,0,2,1,0,2,8,5,5,1,0,0,0,0,0,0,694
247,"PRY. SCHOOL BANVARIVAS R.NO. 1",139,110,0,249,97,81,0,178,170,0,22,99,2,52,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,178
248,"PRY. SCHOOL ALI AHMADPUR URF GARHI R.NO. 1",527,407,0,934,349,268,0,617,617,0,68,374,7,135,1,2,2,1,0,1,2,4,0,1,5,0,2,5,0,3,1,0,0,0,3,617
249,"PRY. SCHOOL NO. 1 THAURA R.NO. 1",544,440,0,984,370,287,0,657,657,0,79,470,4,77,0,3,0,1,0,1,0,3,0,0,4,7,4,1,1,0,0,1,0,1,0,657
250,"PRY. SCHOOL NO. 1 THAURA R.NO. 2",491,409,0,900,330,241,0,571,571,0,24,492,7,32,0,4,1,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,4,571
251,"PRY. SCHOOL NO. 2 THAURA R.NO. 1",683,577,0,1260,425,341,0,766,760,0,66,448,4,171,0,36,1,2,0,1,0,4,1,2,8,9,0,8,0,1,1,0,0,0,3,766
252,"PRY. SCHOOL NO. 2 THAURA R.NO. 2",622,518,0,1140,369,327,0,696,696,0,61,358,6,217,4,34,1,1,0,0,0,0,2,0,1,3,0,3,0,2,1,0,0,0,2,696
253,"PRY. SCHOOL BANKAPUR R.NO. 1",697,578,0,1275,468,400,0,868,860,0,41,441,8,314,1,1,0,2,0,0,0,3,3,1,2,5,3,22,3,9,5,1,0,1,2,868
254,"PRY. SCHOOL NEEMKA SHAHJAHANPUR R.NO. 1",467,392,0,859,241,250,0,491,491,0,23,96,9,323,1,3,0,0,1,2,0,10,2,4,1,3,2,1,0,2,0,5,0,1,2,491
255,"PRY. SCHOOL NEEMKA SHAHJAHANPUR R.NO. 2",771,604,0,1375,486,366,0,852,852,0,70,591,7,153,1,2,1,3,0,0,0,4,0,1,3,0,1,6,0,0,0,3,3,0,3,852
256,"J. H. SCHOOL NEEMKA SHAHJAHANPUR R.NO. 1",391,334,0,725,229,208,0,437,430,0,41,250,2,128,0,8,1,0,0,0,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,437
