"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ATIQ AHMAD","2 - DADDAN MISHRA","3 - LAL JI VERMA","4 - VINAY KUMAR PANDEY","5 - PRAKSH CHANDRA MISHRA","6 - RATNESH","7 - RAM SUDHI","8 - RIZWAN ZAHEER","9 - SAXEN","10 - ARJUN YADAV","11 - ARUN KUMAR","12 - TEJ BAHADUR","13 - RAM ADHAR","14 - VIJAY KUMAR","15 - None of the Above","Total Votes Secured"
175,"J.H. SCHOOL PAIGAPUR ROOM NO 1",571,423,0,994,274,187,0,461,461,0,79,238,105,15,1,0,2,11,2,0,6,0,0,1,1,461
176,"J.H. SCHOOL PAIGAPUR ROOM NO 2",443,324,0,767,261,137,0,398,96,0,58,108,157,18,0,1,2,28,0,0,7,2,4,1,12,398
177,"P.P. LALAJOT",741,600,0,1341,351,298,0,649,618,0,281,163,103,2,1,1,1,87,1,1,3,1,2,1,1,649
178,"P.P. GHOPLAPUR NORTH BHAG",654,540,0,1194,312,264,0,576,401,0,117,100,127,0,5,0,0,203,4,3,3,2,5,4,3,576
179,"P.P. GHOPLAPUR SOUTH BHAG",765,538,0,1303,317,247,0,564,403,0,195,61,28,3,1,1,2,251,3,1,3,2,2,2,9,564
180,"P.P. NANDNAGAR",866,707,0,1573,500,356,0,856,256,0,98,288,341,15,11,7,3,66,2,2,13,2,3,1,4,856
181,"P.P. KHAJURIYA  NORTH BHAG",626,445,0,1071,252,265,0,517,517,0,76,180,89,7,6,5,1,144,0,4,1,0,0,1,3,517
182,"P.P. KHAJURIYA  M. BHAG",457,321,0,778,250,156,0,406,394,0,68,148,157,3,4,0,0,18,1,0,4,0,2,0,1,406
183,"P.P. KHAJURIYA SOUTH BHAG",629,512,0,1141,374,291,0,665,665,0,143,353,141,6,0,1,1,8,1,0,2,1,2,2,4,665
184,"P.P. KARMAHNA",647,465,0,1112,340,231,0,571,571,0,159,195,118,5,3,1,0,59,4,5,7,3,1,2,9,571
185,"P.P. NARAYANPUR MAJHHARI",766,614,0,1380,425,302,0,727,50,0,56,510,109,16,1,3,3,11,0,1,9,0,0,3,5,727
186,"P.P. SEWRAHA",493,353,0,846,281,177,0,458,456,0,55,280,93,2,2,1,1,10,0,1,5,2,1,3,2,458
187,"P.P. PARSA",801,580,0,1381,474,274,0,748,700,0,62,410,195,8,4,1,0,32,3,1,11,4,5,5,7,748
188,"P.P. SINGHWAPUR",409,322,0,731,266,132,0,398,395,0,118,142,61,6,4,2,1,33,5,1,5,3,4,4,9,398
189,"J.H. SCHOOL GAURA TURKAULIYA ROOM NO 1",714,570,0,1284,371,291,0,662,184,0,228,177,177,5,1,0,1,46,1,2,5,0,6,4,9,662
190,"J.H. SCHOOL GAURA TURKAULIYA ROOM NO 2",801,598,0,1399,403,316,0,719,675,0,125,288,169,7,3,4,3,80,3,4,8,2,9,3,11,719
191,"J.H. SCHOOL GAURA TURKAULIYA NORTH BHAG",595,481,0,1076,317,252,0,569,412,0,77,272,92,4,1,0,2,88,3,5,7,5,5,2,6,569
192,"J.H. SCHOOL GAURA TURKAULIYA SOUTH BHAG",685,532,0,1217,330,203,0,533,269,0,66,271,107,7,2,1,0,44,2,3,12,2,4,2,10,533
193,"P.P. SONPUR BHUSAILWA EAST BHAG",455,351,0,806,272,215,0,487,487,0,116,202,104,11,3,1,0,34,0,4,6,2,1,1,2,487
194,"P.P. SONPUR BHUSAILWA P. BHAG",465,314,0,779,190,121,0,311,4,0,100,91,72,2,0,1,1,22,2,0,5,2,4,1,8,311
195,"P.P. KAILASHGARH",639,496,0,1135,246,244,0,490,334,0,117,160,133,6,1,2,4,42,1,4,5,4,1,1,9,490
196,"P.P. TERHIPURWA ROOM NO 1",838,712,0,1550,216,499,0,715,655,0,114,0,1,2,0,1,2,592,1,0,0,1,0,0,1,715
197,"P.P. TERHIPURWA ROOM NO 2",798,613,0,1411,257,250,0,507,420,1,157,2,0,0,0,1,3,339,0,1,0,0,0,3,1,507
198,"P.P. TERHIPURWA ROOM NO 3",597,473,0,1070,284,209,0,493,15,0,87,196,51,2,2,0,0,137,0,1,7,2,1,0,7,493
199,"P.P. TERHIPURWA ROOM NO 4",416,359,0,775,247,154,0,401,351,0,33,194,113,16,2,2,1,30,0,3,2,1,1,1,2,401
200,"P.P. BHIKHAMPUR NORTH BHAG",913,692,0,1605,329,430,0,759,38,0,58,26,105,59,2,1,4,491,2,2,4,2,1,0,2,759
201,"P.P. BHIKHAMPUR SOUTH BHAG",598,516,0,1114,270,322,0,592,568,0,47,7,1,1,1,2,4,523,3,0,1,0,0,0,2,592
202,"P.P. BHIKHAMPUR OFFIEC ROOM",699,438,0,1137,197,233,0,430,230,0,25,10,2,1,0,1,0,389,0,0,0,0,0,0,2,430
203,"P.P. SONAR",523,454,0,977,372,242,0,614,614,0,53,337,121,63,13,1,0,3,0,2,9,2,3,3,4,614
204,"P.P. MAJHHAUWA EAST BHAG",579,568,0,1147,318,344,0,662,542,0,342,95,121,27,2,3,0,43,1,5,1,1,2,3,16,662
205,"P.P. MAJHHAUWA P.BHAG",326,306,0,632,211,159,0,370,300,0,44,134,161,8,3,0,1,0,1,1,7,2,2,1,5,370
206,"J.H. SCHOOL DUBAULIYA RAMPUR BANGHUSRA ROOM NO 1",622,534,0,1156,285,208,0,493,458,0,167,156,79,13,1,3,1,46,2,3,6,0,6,4,6,493
207,"J.H. SCHOOL DUBAULIYA RAMPUR BANGHUSRA ROOM NO 2",418,359,0,777,173,112,0,285,281,0,17,119,72,21,1,1,0,45,1,2,0,1,3,0,2,285
208,"P.P. SCHOOL DUBAULIYA RAMPUR BANGHUSRA ROOM NO 2",429,302,0,731,153,90,0,243,243,0,78,31,68,7,0,0,1,41,1,0,2,1,7,1,5,243
209,"P.P. SCHOOL DUBAULIYA RAMPUR BANGHUSRA ROOM NO 1",558,425,0,983,200,191,0,391,391,0,141,23,35,10,1,0,2,159,1,2,4,4,2,1,6,391
210,"P.P. DUBAULIYA FATTEJOT ROOM NO 1",487,480,0,967,296,236,0,532,232,0,418,25,56,0,1,0,0,16,1,1,4,0,2,4,4,532
211,"P.P. DUBAULIYA FATTEJOT ROOM NO 2",492,387,0,879,318,251,0,569,60,0,166,153,209,4,3,3,3,7,4,1,10,1,4,1,0,569
212,"P.P. BHAGWATPUR",618,528,0,1146,349,245,0,594,253,0,80,291,151,20,0,1,1,22,3,1,9,3,5,1,6,594
213,"P.P. RAJGHAT",893,654,0,1547,434,273,0,707,123,0,255,232,93,11,1,2,5,76,7,5,5,1,2,2,10,707
214,"P.P. BANSEDEELA",308,272,0,580,221,179,0,400,251,0,70,202,89,9,0,1,0,13,1,1,6,1,2,3,2,400
215,"P.P. PARSIYAMAFI",572,468,0,1040,308,231,0,539,539,0,91,265,129,18,1,1,3,2,0,2,7,4,3,3,10,539
216,"P.P. KANDBHARI P. BHAG",818,641,0,1459,415,292,0,707,682,0,99,332,210,17,1,3,0,5,0,2,11,4,7,2,14,707
217,"P.P. KANDBHARI EAST BHAG",467,357,0,824,225,155,0,380,375,0,90,240,41,3,1,1,1,0,1,0,0,1,0,0,1,380
218,"P.P. CHULHABHARI",664,522,0,1186,337,221,0,558,510,0,76,215,224,7,2,0,0,11,3,0,3,2,3,3,9,558
219,"P.P. KATIYA NORTH BHAG",644,495,0,1139,363,240,0,603,603,0,125,244,169,15,2,3,0,13,1,2,8,3,6,5,7,603
220,"P.P. KATIYA SOUTH BHAG",522,439,0,961,220,218,0,438,438,0,196,75,133,5,2,1,0,6,1,1,2,2,3,1,10,438
221,"P.P. DEVEAWAN",319,274,0,593,237,174,0,411,411,0,42,204,128,8,1,1,1,14,1,0,3,2,4,0,2,411
222,"P.P. BAHADURPUR",699,584,0,1283,436,251,0,687,685,0,100,362,111,36,2,4,3,31,1,2,6,3,4,3,19,687
223,"J.H. SCHOOL BHAWANIYAPUR",268,258,1,527,199,138,0,337,210,0,19,148,102,16,1,1,2,36,0,0,2,0,3,1,6,337
224,"J.H. SCHOOL DEWARIYA",692,512,0,1204,309,166,0,475,475,0,54,254,80,35,3,1,0,4,2,1,22,1,5,3,10,475
225,"P.P. DEWARIYA",493,383,0,876,172,109,0,281,281,0,101,72,45,5,2,1,2,40,2,0,3,1,1,1,5,281
226,"P.P. SEKHUIYA",537,490,0,1027,266,222,0,488,488,0,36,186,214,11,2,1,1,13,2,2,8,1,3,3,5,488
227,"P.P. DHARMNAGAR ROOM NO 1",815,716,0,1531,478,331,0,809,790,0,263,251,193,27,5,1,2,51,0,2,2,2,3,2,5,809
228,"P.P. DHARMNAGAR ROOM NO 2",316,259,0,575,186,125,0,311,250,0,47,149,55,35,4,1,2,8,1,0,7,1,0,0,1,311
229,"P.P. NANDNAGAR",732,535,0,1267,335,362,0,697,497,0,107,322,116,62,2,1,0,67,1,1,3,0,2,5,8,697
230,"P.P. HARVANSHPUR",609,531,0,1140,300,276,0,576,576,0,75,128,225,21,3,0,1,90,2,5,7,3,5,7,4,576
231,"P.P. KHARHAR GARHI",405,356,0,761,277,187,0,464,464,0,40,234,71,14,3,1,2,92,1,4,1,0,1,0,0,464
232,"P.P. GONDIPUR NEW BUILDING",839,718,0,1557,468,327,0,795,450,0,150,301,253,42,3,5,1,17,3,0,2,4,7,3,4,795
233,"U.M.V. MEDHILALPURWA ROOM NO 1",604,454,0,1058,341,157,0,498,39,0,107,130,165,9,3,1,2,56,2,1,2,1,7,3,9,498
234,"U.M.V. MEDHILALPURWA ROOM NO 2",300,254,0,554,179,99,0,278,110,0,49,95,46,3,0,0,2,77,1,0,4,0,0,1,0,278
235,"P.P. MAHESHBHARI EAST BHAG",464,341,0,805,227,131,0,358,347,0,135,149,25,2,0,0,3,32,1,0,2,1,4,0,4,358
236,"P.P. MASESHBHARI P. BHAG",598,431,0,1029,341,228,0,569,385,0,116,177,186,13,5,1,1,44,2,6,6,4,5,1,2,569
237,"P.P. KALWARI NORTH BHAG",693,609,0,1302,384,320,0,704,350,0,356,139,130,9,2,2,4,32,2,2,6,2,6,3,9,704
238,"P.P. KALWARI SOUTH BHAG",669,545,0,1214,355,260,0,615,500,0,88,269,195,14,4,3,0,15,3,1,2,3,4,4,10,615
239,"P.P. KHAGAIJOT  NORTH BHAG",858,676,0,1534,496,393,0,889,785,0,45,520,207,27,4,1,0,24,5,5,12,3,6,13,17,889
240,"P.P. KHAGAIJOT SOUTH BHAG",625,475,0,1100,385,283,0,668,480,0,102,370,104,10,2,0,4,19,2,5,14,4,7,8,17,668
241,"P.P. FARENDA NEW BULDING",774,595,0,1369,464,299,0,763,710,0,80,372,254,21,7,3,5,8,1,0,3,2,3,1,3,763
242,"P.P. AZABNAGAR EAST BHAG",814,665,0,1479,408,321,0,729,729,0,69,246,286,23,8,2,4,57,0,2,11,2,4,3,12,729
243,"P.P. AZABNAGAR P. BHAG",742,615,0,1357,437,293,0,730,415,0,30,302,309,30,5,1,1,16,3,1,11,1,6,5,9,730
244,"P.P. AMRAHWA EAST BHAG",635,536,0,1171,378,282,0,660,660,0,70,321,153,21,3,2,8,42,1,5,9,5,5,6,9,660
245,"P.P. AMRAHWA P. BHAG",394,337,0,731,202,150,0,352,332,0,32,204,90,12,0,2,0,2,0,1,2,1,1,2,3,352
246,"P.P. LAKHNA GANGAPUR ROOM NO 1",821,635,0,1456,438,317,0,755,751,0,56,326,269,36,3,0,3,34,3,3,8,5,1,4,4,755
247,"P.P. LAKHNA GANGAPUR ROOM NO 2",486,390,0,876,223,207,0,430,425,0,186,111,25,6,0,1,3,90,1,0,1,1,1,3,1,430
248,"P.P. IMILIYA",672,514,0,1186,359,169,0,528,508,0,29,310,88,70,4,1,1,1,2,3,4,3,3,1,8,528
249,"P.P.VIRAHIMPUR EAST BHAG",496,407,0,903,270,223,0,493,493,0,71,164,191,5,3,2,1,25,2,2,11,1,3,2,10,493
250,"P.P.VIRAHIMPUR P. BHAG",490,434,0,924,254,246,0,500,499,0,115,168,141,5,1,5,4,46,2,0,4,1,1,0,7,500
251,"P.P. SRINAGAR",890,699,0,1589,555,342,0,897,897,0,77,433,284,32,0,0,1,7,1,1,13,5,7,12,24,897
252,"P.P. RATANPUR",873,684,0,1557,473,307,0,780,774,0,141,371,208,12,4,0,2,18,1,1,3,1,2,7,9,780
253,"P.P. DHARMPUR",559,460,0,1019,350,236,0,586,558,0,44,337,148,6,2,1,0,2,3,1,16,6,6,5,9,586
254,"AJAD J.H. SCHOOL GANGAPUR",901,653,0,1554,460,258,0,718,588,0,138,388,98,21,3,2,2,11,0,5,14,5,6,6,19,718
255,"P.P. NARAYANPUR",824,727,0,1551,432,415,0,847,800,0,235,286,222,18,4,3,1,52,0,4,8,3,1,1,9,847
256,"P.P. RAURTARA EAST BHAG",882,727,0,1609,522,278,0,800,500,0,177,339,182,21,9,1,1,33,0,3,12,4,5,4,9,800
257,"P.P. RAURTARA P.BHAG",614,426,0,1040,271,184,0,455,251,0,60,143,129,44,5,3,2,10,5,5,9,5,4,11,20,455
258,"P.P.  RAURTARA OFFIEC  ROOM",494,447,0,941,213,117,0,330,230,0,57,200,37,15,0,1,1,6,1,4,3,2,0,1,2,330
259,"P.P. SHEKHAPUR",324,290,0,614,239,127,0,366,316,0,89,150,33,26,6,2,2,12,3,4,15,5,9,7,3,366
260,"P.P.DULHAPUR ROOM NO 1",480,387,0,867,196,310,0,506,300,0,113,230,130,8,3,0,1,5,1,1,2,1,1,4,6,506
261,"P.P.DULHAPUR ROOM NO 2",543,424,0,967,335,165,0,500,500,0,101,226,130,9,0,0,0,5,1,3,7,1,8,3,6,500
262,"P.P. MAJHARI VACHIL",550,489,0,1039,239,174,0,413,150,0,76,177,104,14,3,1,0,26,1,0,7,0,1,1,2,413
263,"P.P. MANIYARIYA",436,359,0,795,256,146,0,402,363,0,34,222,88,11,1,2,1,33,2,1,3,2,1,0,1,402
264,"P.P. BHITAUTHI",471,435,0,906,208,152,0,360,300,0,61,151,98,12,3,1,1,20,1,1,3,0,2,3,3,360
265,"P.P. KERAVGADH",546,428,0,974,249,209,0,458,458,0,105,141,167,7,3,3,0,11,0,2,2,3,5,4,5,458
266,"P.P. GULVARIYA MAFI",382,332,0,714,138,124,0,262,262,0,163,33,32,21,0,0,1,6,0,1,0,2,1,0,2,262
267,"KANYA P.P. KHAMBHARIYA",791,702,0,1493,368,271,0,639,600,0,183,198,190,25,4,2,0,13,0,1,6,1,5,4,7,639
268,"P.P. BAYBHIT NORTH BHAG",478,392,0,870,214,210,0,424,416,0,93,102,83,4,2,0,1,127,3,0,5,0,0,1,3,424
269,"P.P. BAYBHIT SOUTH BHAG",507,377,0,884,221,196,0,417,385,0,54,169,114,0,1,1,2,57,1,2,1,3,5,2,5,417
270,"VIKAS KH. OFF. SRIDATTGANJ ROOM NO 1",722,612,0,1334,403,308,0,711,511,0,252,362,65,7,1,0,0,8,1,2,1,1,2,5,4,711
271,"VIKAS KH. OFF. SRIDATTGANJ ROOM NO 2",748,613,0,1361,368,259,0,627,512,0,435,157,11,4,0,0,0,17,0,0,0,0,1,0,2,627
272,"KR.RA.MA.VI. KHARDAURI",913,673,0,1586,510,327,0,837,835,0,102,354,323,18,0,1,1,9,1,2,8,1,7,4,6,837
273,"P.P. CHANDAPUR",422,328,0,750,165,144,0,309,300,0,50,89,20,16,1,0,1,121,1,2,3,1,0,0,4,309
274,"P.P. CHANDAPUR EXTRA ROOM",540,411,1,952,200,182,0,382,180,0,55,97,13,25,3,1,1,173,3,1,8,0,1,0,1,382
275,"P.P. PIPRI KOLHUI EAST BHAG",549,472,0,1021,226,183,0,409,405,0,137,76,4,13,0,0,2,164,6,1,1,0,1,1,3,409
276,"P.P. PIPRI KOLHUI EXTRA ROOM",634,449,0,1083,229,159,0,388,381,0,55,148,46,7,1,0,1,113,1,1,4,2,2,3,4,388
277,"P.P. PIPARI KOLHUI P. BHAG",778,609,0,1387,296,269,0,565,400,0,190,160,18,18,2,0,1,147,3,2,8,3,0,3,10,565
278,"P.P. VISHAMBHARPUR",693,553,0,1246,337,275,0,612,612,0,175,247,133,5,0,1,1,19,1,4,10,0,4,6,6,612
279,"P.P. DHOVADABAR",428,305,0,733,164,107,0,271,132,0,193,27,24,8,0,1,1,13,0,0,1,1,1,1,0,271
280,"P.P. DHOVADABAR",561,434,0,995,243,167,0,410,410,0,225,6,112,18,1,1,1,26,0,2,10,0,2,2,4,410
281,"P.P. ITAI MAIDA",652,450,0,1102,285,202,0,487,486,0,127,168,175,8,1,1,0,4,0,0,1,1,1,0,0,487
282,"K.P.P. MAHUA IBRAHIM",579,467,0,1046,332,238,0,570,565,0,72,370,54,17,4,0,1,17,3,4,7,2,5,8,6,570
283,"P.P. PADRI RAIKVAR",363,276,0,639,186,160,0,346,345,0,123,148,50,6,0,0,0,11,0,0,4,1,0,0,3,346
284,"P.P. CHAVAI BUJURG",604,471,0,1075,307,243,0,550,446,0,228,164,91,8,1,4,1,15,0,4,6,0,7,6,15,550
285,"P.P. CHAVAI BUJURG",283,244,0,527,109,92,0,201,180,0,120,11,58,1,0,0,0,7,0,0,0,1,0,0,3,201
286,"P.P. DATTNAGAR",327,301,0,628,149,128,0,277,62,0,33,169,60,3,0,0,0,1,1,1,3,2,1,1,2,277
287,"P.P. SANJHWAL PREMNAGAR EAST BHAG",432,348,0,780,192,122,0,314,214,0,105,50,63,20,1,1,2,63,1,2,2,1,2,0,1,314
288,"P.P. SANJHWAL PREMNAGAR P. BHAG",452,373,0,825,187,152,0,339,304,0,124,20,14,30,3,0,1,136,0,1,0,2,1,1,6,339
289,"P.P. SANJHWAL PREMNAGAR EXTRA ROOM",469,351,0,820,189,175,0,364,341,0,123,123,65,7,0,0,1,35,1,2,0,0,1,2,4,364
290,"P.P. BAIDAULIYA",457,390,0,847,227,217,0,444,444,0,386,17,7,11,0,0,1,21,0,0,0,1,0,0,0,444
291,"P.P. JIGNA",531,431,0,962,281,203,0,484,401,0,176,223,57,5,3,0,3,9,1,1,2,0,1,0,3,484
292,"P.P. TENDUI",304,233,0,537,160,171,0,331,331,0,195,114,12,4,0,0,0,0,1,1,1,0,0,2,1,331
293,"P.P. AGYA KHURD",648,494,0,1142,347,300,0,647,599,0,307,85,158,14,0,0,0,58,1,1,3,5,5,0,10,647
294,"J.H.SCHOOL DHAMAULI",487,484,0,971,214,217,0,431,414,0,196,40,34,6,0,0,2,144,2,0,2,1,1,1,2,431
295,"J.H. SCHOOL DEWARIYA MUBARKPUR",460,379,0,839,218,229,0,447,387,0,111,147,130,27,2,2,0,5,0,2,9,0,2,7,3,447
296,"P.P. VITHRIYA PRASPUR",408,354,0,762,263,207,0,470,447,0,28,168,178,64,4,0,0,8,2,2,4,3,3,3,3,470
297,"P.P. GULRAHA EAST BHAG",430,334,0,764,309,220,0,529,430,0,119,118,245,14,5,0,1,1,2,7,6,3,3,2,3,529
298,"P.P. GULRAHA P. BHAG",491,406,0,897,246,194,0,440,400,0,71,189,127,8,1,1,1,6,0,6,8,5,5,2,10,440
299,"P.P. SHIVPUR MAHANT NORTH BHAG",770,619,0,1389,404,276,0,680,600,0,110,335,106,46,3,4,2,23,4,2,13,6,9,2,15,680
300,"P.P. SHIVPUR MAHANT SOUTH BHAG",553,426,0,979,241,94,0,335,235,0,84,138,51,5,1,0,1,5,0,5,7,13,5,4,16,335
301,"P.P. TRIGUNAYATPUR",480,413,0,893,321,215,0,536,535,0,61,343,67,8,2,1,1,9,0,2,11,4,7,7,13,536
302,"P.P. GIDDHAUR",790,643,0,1433,493,344,0,837,51,0,47,584,136,38,6,2,1,7,1,2,5,3,4,0,1,837
303,"P.P. RAMWAPUR",687,553,0,1240,353,275,0,628,628,0,348,129,86,13,2,0,1,22,1,1,3,1,16,2,3,628
304,"P.P. GAUR KHAS",862,695,0,1557,424,304,0,728,543,0,240,225,157,15,2,3,3,37,0,4,3,3,28,5,3,728
305,"P.P. VISHRAMPUR NORTH BHAG",563,425,0,988,261,228,0,489,75,0,169,178,100,18,1,2,1,4,0,1,2,2,5,3,3,489
306,"P.P. VISHRAMPUR EXTRA ROOM",500,406,0,906,247,132,0,379,309,0,48,253,60,8,0,0,0,1,0,1,3,0,3,0,2,379
307,"P.P. RAMPUR BAGNAHA",669,552,0,1221,441,200,0,641,641,0,80,247,228,16,3,1,2,0,1,3,12,5,14,13,16,641
308,"P.P. GODHANA",321,289,0,610,148,157,0,305,201,0,183,32,83,2,2,0,1,1,0,0,0,0,1,0,0,305
309,"P.P. KOLHUI VINOHNI NORTH BHAG",718,542,0,1260,290,202,0,492,488,0,110,131,81,13,4,1,4,126,2,2,5,4,2,3,4,492
310,"P.P. KOLHUI VINOHNI SOUTH BHAG",705,602,0,1307,357,206,0,563,559,0,70,304,155,6,3,1,1,8,0,3,5,0,3,0,4,563
311,"P.P. PATIYALA GRINT",536,427,0,963,309,238,0,547,528,0,76,274,157,4,4,0,2,15,0,2,2,0,4,3,4,547
312,"P.P. PATIYALA GRINT EXTRA ROOM",543,417,0,960,189,207,0,396,396,0,118,62,98,4,0,2,1,91,0,3,2,2,2,5,6,396
313,"P.P. GUMDI",778,632,0,1410,429,328,0,757,400,0,51,500,159,9,8,1,4,5,2,3,12,1,1,1,0,757
314,"P.P. GUMDI NORTH EXTRA ROOM",761,596,0,1357,354,212,0,566,520,0,113,346,55,2,4,0,3,5,2,2,5,2,7,4,16,566
315,"P.P. GUMDI NORTH SOUTH ROOM",746,568,0,1314,377,211,0,588,450,0,113,379,61,9,3,1,0,1,0,3,8,1,3,1,5,588
316,"P.P. MUJEHANI ROOM NO 1",757,651,0,1408,317,379,0,696,696,0,396,68,156,6,0,0,3,38,0,0,8,1,4,4,12,696
317,"P.P. MUJEHANI ROOM NO 2",751,621,0,1372,318,340,0,658,658,0,281,161,34,3,1,5,3,142,2,2,5,2,1,6,10,658
318,"P.P. PIPRA YAKUB NORTH BHAG",796,611,0,1407,359,253,0,612,607,0,217,244,82,17,6,1,1,23,1,3,2,2,5,3,5,612
319,"P.P. PIPRA YAKUB SOUTH BHAG",772,649,0,1421,405,301,0,706,706,0,230,311,124,5,0,1,0,14,0,1,3,1,3,7,6,706
320,"P.P. RUKHI MAJHARI EAST BHAG",624,472,0,1096,194,200,0,394,290,0,150,67,25,5,0,1,2,139,1,2,1,0,1,0,0,394
321,"P.P. RUKHI MAJHARI P. BHAG",454,354,0,808,176,207,0,383,305,0,198,54,80,1,2,2,0,39,1,3,1,0,2,0,0,383
322,"P.P. PURAINA KANOONGO",543,503,0,1046,150,238,0,388,370,0,89,119,45,6,2,1,4,111,1,0,2,0,5,3,0,388
323,"P.P. PURAINA VAJID EAST BHAG",441,342,0,783,177,82,0,259,37,0,29,104,97,12,6,1,1,3,0,0,4,1,1,0,0,259
324,"P.P. PURAINA VAJID NORTH BHAG",469,352,0,821,189,97,0,286,262,0,34,74,137,8,1,2,1,13,1,2,4,1,1,0,7,286
325,"P.P. PURAINA VAJID P. BHAG",632,468,1,1101,242,122,0,364,108,0,84,105,124,9,4,1,1,12,2,5,3,3,4,0,7,364
326,"P.P. NIRNJANPUR",417,334,0,751,220,168,0,388,386,0,97,190,70,5,2,1,2,14,0,1,4,0,0,1,1,388
327,"P.P. DARICHAURA",407,323,0,730,222,173,0,395,395,0,9,324,52,0,0,2,1,1,0,0,2,0,1,1,2,395
328,"J.H. SCHOOL KITHURA",846,678,0,1524,429,343,0,772,762,0,330,344,52,13,0,1,4,17,2,1,3,1,0,4,0,772
329,"P.P. KAPAUWA SHERPUR EAST BHAG",584,429,0,1013,207,146,0,353,319,0,66,75,24,18,2,0,0,154,4,0,4,0,5,0,1,353
330,"P.P. KAPAUWA SHERPUR P. BHAG",504,437,0,941,201,132,0,333,261,0,67,56,7,21,2,0,0,173,1,1,0,0,1,2,2,333
331,"P.P. MAHMUDNAGAR NORTH BHAG",815,598,0,1413,349,270,0,619,619,0,162,172,73,20,2,1,2,160,4,2,6,1,5,3,6,619
332,"P.P. MAHMUDNAGAR SOUTH BHAG",456,353,0,809,151,136,0,287,250,0,86,43,13,7,0,0,2,124,2,1,3,1,3,0,2,287
333,"P.P. JEETNAGAR",342,267,0,609,159,119,0,278,278,0,97,162,5,4,1,0,0,8,0,0,0,0,0,1,0,278
334,"P.P. RASULPUR",567,506,0,1073,211,212,0,423,410,0,260,26,92,6,1,1,0,25,1,2,2,1,1,0,5,423
335,"J.H. SCHOOL CHAMRUPUR EAST BHAG",652,536,0,1188,290,208,0,498,498,0,206,214,42,12,1,1,2,6,0,0,4,0,1,4,5,498
336,"J.H. SCHOOL CHAMRUPUR M. BHAG",588,450,0,1038,264,173,0,437,300,0,153,201,38,16,1,0,0,13,0,1,5,0,2,2,5,437
337,"P.P. CHAMROOPUR EAST BHAG",450,349,0,799,233,121,0,354,330,0,81,217,18,14,1,2,1,12,0,0,1,0,1,3,3,354
338,"P.P. CHAMROOPUR P. BHAG",463,316,0,779,238,142,0,380,380,0,30,327,8,4,0,2,0,4,0,0,2,0,1,0,2,380
339,"P.P. AHIRAULA NAGWA",444,370,0,814,204,185,0,389,385,0,56,230,82,7,1,1,0,6,1,0,2,1,0,2,0,389
340,"P.P. KAYAMJOT",537,415,0,952,205,176,0,381,350,0,126,132,75,20,1,1,0,19,0,0,2,1,2,2,0,381
341,"P.P. NANDMHARA",261,216,0,477,157,109,0,266,266,0,18,83,126,7,1,0,0,22,0,0,3,1,2,0,3,266
342,"P.P. VAJIDPUR",349,264,0,613,163,145,0,308,212,0,191,15,32,15,1,1,0,44,0,0,3,0,1,1,4,308
343,"P.P. PACHAUTHA",719,533,0,1252,246,193,0,439,435,0,92,102,52,16,2,0,1,162,2,1,4,1,2,0,2,439
344,"P.P. LAKHAMA NORTH BHAG",473,373,0,846,178,135,0,313,312,0,26,133,87,9,1,1,0,38,1,1,3,1,3,3,6,313
345,"P.P. LAKHAMA SOUTH BHAG",529,393,0,922,210,138,0,348,280,0,106,152,23,8,1,1,1,42,1,3,6,1,1,2,0,348
346,"P.P. PIPRARAM CHANDR",727,551,0,1278,265,306,0,571,500,0,351,110,72,16,3,3,0,1,1,1,1,3,1,4,4,571
347,"P.P. DHEBRUWA",780,610,0,1390,334,291,0,625,114,0,453,82,44,15,0,1,1,10,1,2,6,1,4,2,3,625
348,"P.P. BELAI BUJURG EAST BHAG",487,379,0,866,205,173,0,378,378,0,80,58,79,5,1,0,1,133,4,5,4,0,2,2,4,378
349,"P.P. BELAI BUJURG P. BHAG",534,382,0,916,165,142,0,307,234,0,60,29,64,10,3,0,4,131,0,1,0,2,1,0,2,307
350,"P.P. PEHAR NORTH BHAG",765,593,0,1358,362,294,0,656,656,0,216,327,46,14,2,1,0,32,3,0,1,0,0,6,8,656
351,"P.P. PEHAR SOUTH BHAG",911,622,0,1533,397,310,0,707,705,0,356,211,38,59,4,0,2,20,0,1,2,1,2,3,8,707
352,"P.P. MUJEHNA",779,597,0,1376,352,329,0,681,681,0,358,147,80,16,3,0,0,49,1,7,6,2,3,3,6,681
353,"J.H. SCHOOL MAHDEYA MOD BANGWA",393,256,0,649,115,105,0,220,220,0,140,7,10,1,1,0,1,52,1,1,0,1,0,2,3,220
354,"P.P. BANGWA",834,633,0,1467,389,298,0,687,687,0,430,123,39,10,1,3,2,57,0,2,0,1,8,6,5,687
355,"P.P. MAHDEYA MOD BANGWA NORTH BHAG",717,521,0,1238,300,249,0,549,549,0,297,126,27,7,2,0,2,68,2,1,2,1,6,3,5,549
356,"P.P. MAHDEYA MOD BANGWA SOUTH BHAG",620,459,0,1079,230,200,0,430,429,0,270,108,7,8,0,1,0,33,0,0,0,0,1,0,2,430
