"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL KUMAR MAURYA","2 - TARUN PATEL URF TARUNENDRA CHAND PATEL","3 - DR MAHENDRA NATH PANDEY","4 - RAMKISHUN","5 - IRSHAD","6 - CHANCHAL","7 - JITENDRA","8 - MRITUNJAYA PANDEY","9 - RAMASHANKER SINGH MAURYA","10 - RAJA JAISWAL","11 - RAJENDRA","12 - RAM DULAR","13 - VINAI KUMAR SINGH","14 - SHASHI SINHA","15 - SANJEEV SINGH","16 - DR. HARIDWAR SINGH YADAV","17 - HEERALAL","18 - GULAVAS","19 - BINDU","20 - RAJNARAYAN","21 - SANJAY","22 - None of the Above","Total Votes Secured"
169,KATESAR,883,687,0,1570,596,342,0,938,938,0,464,13,202,176,40,2,1,0,2,5,2,0,2,0,4,14,3,1,0,2,1,4,938
170,MILKIPUR,580,422,0,1002,354,274,0,628,628,0,118,17,188,267,18,0,2,1,0,0,1,2,0,2,2,5,0,1,0,0,2,2,628
171,GOPALPUR,858,625,0,1483,449,390,0,839,839,0,272,127,78,267,60,2,0,2,0,2,3,2,3,2,1,5,1,1,0,2,4,5,839
172,HAMIDPUR,529,435,0,964,342,271,0,613,613,0,191,32,123,199,28,0,3,3,0,2,2,1,4,0,7,11,3,0,0,1,2,1,613
173,MAHIDPUR,470,370,0,840,276,216,0,492,492,0,106,69,81,186,39,0,0,0,0,0,1,0,1,1,2,4,1,0,0,0,0,1,492
174,PATANAVA,616,505,0,1121,423,335,0,758,758,0,82,14,236,380,10,0,1,0,2,3,0,1,6,5,0,12,1,0,1,2,1,1,758
175,PATANAVA,511,399,0,910,337,243,0,580,580,0,34,12,279,220,15,0,1,0,2,4,4,0,0,1,0,2,0,0,0,2,1,3,580
176,PARORVA,708,512,0,1220,516,335,0,851,851,0,194,9,268,348,7,1,1,0,0,2,0,0,2,1,0,12,1,0,2,1,0,2,851
177,PARORAVA,297,236,0,533,203,137,0,340,340,0,82,6,172,56,4,1,0,0,0,3,0,1,1,1,1,4,5,1,0,1,0,1,340
178,KATARIYA,571,449,0,1020,441,264,0,705,705,0,47,10,212,395,10,2,3,2,1,2,2,1,3,0,1,6,0,0,0,4,2,2,705
179,EKAUNI,417,335,0,752,318,236,0,554,554,0,102,4,253,172,0,0,1,0,0,3,1,3,5,3,0,3,0,0,1,1,1,1,554
180,HESAMPUR,841,618,0,1459,538,320,0,858,858,0,38,6,257,455,7,1,0,0,0,2,1,30,2,2,0,3,3,1,18,26,3,3,858
181,HESAMPUR,316,276,0,592,210,166,0,376,376,0,206,5,32,121,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,376
182,CHANDARKHA,596,496,0,1092,392,296,0,688,688,0,212,7,121,318,6,0,0,2,1,3,2,2,0,0,0,6,0,0,1,1,0,6,688
183,JAFARPUR,966,710,1,1677,612,413,0,1025,1025,0,169,16,233,537,6,3,5,3,1,8,0,3,1,1,3,10,13,1,1,3,3,5,1025
184,RANGAULI,538,451,1,990,350,294,0,644,644,0,186,15,233,194,2,0,1,0,0,2,0,2,0,0,0,4,3,0,0,2,0,0,644
185,JIVANATHPUR,281,256,0,537,187,160,0,347,347,0,37,0,114,181,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,6,1,1,347
186,BHARCHHA,765,664,0,1429,529,439,0,968,968,0,415,8,120,372,6,4,4,0,0,3,3,1,6,4,3,9,5,1,0,2,1,1,968
187,HINDAVARI,691,565,0,1256,512,410,0,922,922,0,360,6,245,281,3,0,1,2,0,5,0,2,3,1,1,3,2,0,0,3,4,0,922
188,HINDAVARI,278,241,0,519,212,190,0,402,402,0,316,2,6,57,0,0,0,1,0,2,0,0,2,0,2,7,3,0,0,0,3,1,402
189,BAGYA,293,249,0,542,249,187,0,436,436,0,26,8,139,253,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,0,0,436
190,KUNDALIYA,516,459,1,976,385,316,0,701,701,0,362,5,127,154,3,0,2,1,2,7,16,3,2,3,4,6,1,0,0,1,1,1,701
191,SARAULI,757,660,0,1417,571,425,0,996,966,0,265,15,380,258,4,2,5,1,1,12,2,5,5,2,4,12,5,0,3,7,1,7,996
192,KAHEVA,542,467,0,1009,355,286,0,641,641,0,126,6,203,228,0,0,2,1,4,9,35,4,0,0,1,10,2,0,0,2,2,6,641
193,KAHEVA,549,408,0,957,327,229,0,556,556,0,80,11,240,185,5,0,0,0,0,2,0,0,2,0,0,9,2,0,1,10,3,6,556
194,GODHNA,687,568,2,1257,325,197,0,522,522,0,87,14,148,254,10,0,0,1,1,3,0,1,0,1,0,2,0,0,0,0,0,0,522
195,GODHNA,702,663,2,1367,438,216,0,654,654,0,112,19,338,143,5,2,1,0,0,3,10,1,1,2,4,7,2,0,0,3,0,1,654
196,GODHNA,650,603,0,1253,385,326,0,711,711,0,369,24,152,124,4,0,0,0,0,0,2,0,3,1,9,7,9,0,5,0,1,1,711
197,GODHNA,667,492,0,1159,402,269,0,671,671,0,317,15,43,264,1,1,2,0,2,1,2,2,1,0,2,10,2,0,1,1,1,3,671
198,GAURI,790,636,1,1427,526,401,0,927,927,0,236,6,242,333,5,2,3,6,3,6,62,3,4,3,0,2,4,1,0,3,2,1,927
199,BAURI,706,562,0,1268,541,385,0,926,926,0,164,5,25,676,8,3,0,0,0,3,1,0,3,0,0,7,7,2,9,12,1,0,926
200,BAURI,681,589,0,1270,489,369,0,858,858,0,177,10,191,435,2,2,3,2,0,1,2,7,1,7,0,10,2,1,1,2,2,0,858
201,GAGEHARA,692,553,0,1245,546,205,0,751,751,0,175,11,183,292,13,0,2,4,0,3,4,1,2,3,3,6,13,4,10,18,2,2,751
202,GANGEHARA,564,453,0,1017,422,294,0,716,716,0,170,34,157,246,2,2,2,0,3,5,71,2,1,1,1,10,3,4,0,2,0,0,716
203,NIYAMTABAD,932,693,0,1625,570,469,0,1039,1039,0,88,13,452,371,5,3,3,3,2,4,36,7,5,4,1,13,3,1,4,10,4,7,1039
204,NIYAMATABAD,847,725,0,1572,589,477,0,1066,1066,0,521,11,395,104,5,0,2,1,0,0,1,1,1,3,9,3,6,1,1,0,1,0,1066
205,NIYAMATABAD,449,360,0,809,334,170,0,504,504,0,54,1,63,149,1,1,0,2,1,7,202,8,2,0,0,8,1,0,1,0,0,3,504
206,NIYAMTABAD,406,357,0,763,284,225,0,509,509,0,40,2,80,169,2,0,2,0,0,4,161,27,2,3,2,3,2,0,4,4,2,0,509
207,PANDEYPUR,339,295,0,634,178,222,0,400,400,0,14,4,111,220,7,1,0,1,3,2,9,21,0,1,0,0,1,1,2,0,1,1,400
208,PACHOKHAR,711,586,0,1297,419,373,0,792,792,0,388,13,154,163,8,0,2,1,2,4,25,1,2,2,5,8,4,0,0,3,4,3,792
209,PACHOKHAR,317,279,0,596,160,133,0,293,293,0,47,15,88,132,4,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,293
210,PACHOKHAR,475,419,0,894,282,213,0,495,495,0,122,13,153,167,2,3,1,0,0,4,3,8,0,0,4,7,1,2,0,3,1,1,495
211,SALEMPUR,648,513,0,1161,402,354,0,756,756,0,368,8,263,81,4,1,1,1,0,5,9,0,3,0,2,2,2,1,1,4,0,0,756
212,BAJAHA,414,375,0,789,267,186,0,453,453,0,23,6,328,79,1,2,4,1,0,0,1,0,0,1,0,2,2,0,0,2,1,0,453
213,DIGHVAT,708,582,0,1290,469,410,0,879,879,0,286,7,399,170,1,1,2,0,1,0,0,0,0,0,0,2,4,1,1,0,0,4,879
214,SIKANDRAPUR,505,456,0,961,402,337,0,739,739,0,59,11,315,283,2,1,2,1,0,6,28,1,6,4,0,2,3,0,8,4,2,1,739
215,BUDHAVAR,349,334,0,683,270,237,0,507,507,0,32,2,171,288,5,0,0,1,0,1,3,0,0,0,0,0,1,0,0,2,1,0,507
216,USARAUDI,371,326,0,697,283,229,0,512,512,0,75,5,117,253,4,0,3,1,0,3,4,1,3,3,1,8,6,4,6,13,0,2,512
217,CHANDAIT,500,419,0,919,341,269,0,610,610,0,190,12,168,216,9,0,0,0,0,1,1,0,0,1,2,3,0,1,2,2,0,2,610
218,SHIVNATHPUR,512,459,0,971,395,274,0,669,669,0,19,2,50,528,6,1,1,1,2,2,15,1,4,0,3,8,2,1,2,13,2,6,669
219,GAURI,733,612,0,1345,393,306,0,699,699,0,258,10,271,95,3,0,1,1,3,9,3,0,4,3,3,10,5,0,0,6,9,5,699
220,GAURI,812,699,0,1511,482,331,0,813,813,0,187,5,305,208,4,0,1,1,3,11,44,6,4,0,5,13,1,1,1,7,1,5,813
221,BAURI,781,637,0,1418,517,410,0,927,927,0,223,11,439,215,10,2,3,1,2,2,1,4,0,3,2,5,2,0,1,1,0,0,927
222,BAURI,595,482,0,1077,360,270,0,630,630,0,36,3,482,61,0,1,1,0,0,5,1,1,1,0,1,4,3,2,9,12,3,4,630
223,BAURI,551,450,0,1001,411,255,0,666,666,0,24,5,537,75,5,0,0,1,0,2,1,0,4,1,0,1,0,0,4,3,0,3,666
224,BAURI,842,716,0,1558,519,439,0,958,958,0,345,12,450,95,5,1,0,0,2,3,3,2,3,7,4,15,4,0,2,2,1,2,958
225,BAURI,738,647,0,1385,476,354,0,830,830,0,222,3,342,219,10,1,1,0,0,0,0,1,4,2,2,11,2,2,2,4,1,1,830
226,DUDE,658,533,0,1191,422,344,0,766,766,0,458,5,89,176,3,1,1,2,1,1,2,2,3,1,2,6,10,0,0,1,2,0,766
227,DUDE,712,606,0,1318,474,348,0,822,822,0,103,13,514,167,6,0,0,0,0,4,0,0,1,4,1,2,1,1,0,4,1,0,822
228,"JARKHOR KALA",642,533,0,1175,329,272,0,601,601,0,4,7,393,183,1,0,2,0,0,1,0,0,0,0,0,2,0,1,1,2,0,4,601
229,"JARKHOR KALA",589,524,0,1113,415,364,0,779,779,0,461,6,58,188,4,3,2,1,1,2,1,4,7,5,4,18,3,2,3,2,0,4,779
230,JAGADISHPUR,458,377,0,835,279,235,0,514,514,0,167,14,76,222,4,1,1,0,0,3,2,2,2,2,3,7,2,1,0,1,0,4,514
231,HATIYA,628,527,1,1156,395,317,0,712,712,0,320,14,270,68,0,0,2,0,2,3,1,4,3,3,1,12,2,0,1,1,2,3,712
232,HATIYA,430,367,0,797,291,220,0,511,511,0,236,4,177,73,1,0,4,0,0,2,1,0,0,1,0,5,2,0,1,0,0,4,511
233,HADARIKA,375,326,0,701,248,220,0,468,468,0,163,8,158,116,2,0,0,0,0,0,1,0,0,1,2,8,4,1,1,0,0,3,468
234,DHANEJA,741,631,0,1372,446,375,0,821,821,0,333,6,322,100,13,0,4,2,1,1,0,1,3,1,4,10,8,1,4,1,1,5,821
235,NAUGRAHA,438,363,0,801,299,228,0,527,527,0,258,9,104,131,0,1,1,0,0,2,1,1,2,2,2,6,4,0,0,1,1,1,527
236,SIKRI,559,457,0,1016,318,244,0,562,562,0,143,6,260,126,1,1,2,1,0,3,0,1,4,3,1,7,0,0,1,1,1,0,562
237,SIKRI,458,356,0,814,259,223,0,482,482,0,189,8,196,74,2,0,2,0,2,1,0,0,1,1,0,0,1,1,1,0,1,2,482
238,SIKRI,261,243,0,504,148,127,0,275,275,0,115,1,123,27,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,275
239,TADIYA,460,355,0,815,283,215,0,498,498,0,110,12,158,196,7,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,4,3,498
240,"PARANPURA KALA",389,371,0,760,236,214,0,450,450,0,195,3,206,36,1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,1,450
241,SRIKANTHPUR,379,312,0,691,189,172,0,361,361,0,275,3,52,17,0,0,0,0,0,1,0,0,1,0,0,3,6,1,0,0,0,2,361
242,"BANULI KALA",748,638,1,1387,464,423,0,887,887,0,432,29,309,50,2,2,3,2,2,10,4,2,2,2,3,16,8,0,2,1,4,2,887
243,SONIDIH,450,382,0,832,275,240,0,515,515,0,186,6,107,182,6,1,2,2,1,4,0,1,1,1,1,3,4,3,1,1,2,0,515
244,"AKODHA KALA",579,531,0,1110,392,323,0,715,715,0,85,6,502,58,3,1,3,0,1,8,0,0,3,3,2,7,5,0,13,9,3,3,715
245,"AKODHA KALA",148,136,0,284,109,94,0,203,203,0,11,3,135,40,0,1,0,0,2,1,0,1,0,0,0,2,0,0,1,3,2,1,203
246,RAMPUR,296,205,0,501,201,135,0,336,336,0,47,3,99,139,1,0,0,0,1,1,35,0,0,0,1,4,0,1,0,2,0,2,336
247,HASANPUR,606,498,0,1104,347,448,0,795,795,0,138,18,224,237,2,5,1,3,2,13,74,55,4,0,0,6,4,3,1,1,0,4,795
248,HASANPUR,429,360,0,789,258,230,0,488,488,0,141,2,86,206,1,0,0,2,0,10,13,11,1,2,1,3,2,0,1,2,2,2,488
249,DHAPARI,798,636,0,1434,531,423,0,954,954,0,205,10,366,192,11,3,3,3,2,10,91,21,2,5,0,8,4,2,5,2,6,3,954
250,DHAPARI,664,543,0,1207,387,444,0,831,831,0,171,18,248,309,5,1,0,2,0,4,40,9,3,2,0,8,4,1,0,2,2,2,831
251,KATHAUDI,591,495,0,1086,395,304,0,699,699,0,159,16,150,280,9,5,1,1,1,7,22,3,5,2,6,18,3,2,0,5,2,2,699
252,KATHAUDI,396,290,0,686,263,204,0,467,467,0,217,13,101,89,1,1,1,0,1,2,28,3,0,0,4,4,0,0,0,0,1,1,467
253,KATHAUDI,560,474,0,1034,374,278,0,652,652,0,131,75,237,134,15,2,2,0,1,5,21,1,4,5,2,7,2,0,2,3,0,3,652
254,KATHAUDI,324,305,0,629,232,219,0,451,451,0,30,12,231,76,2,3,1,0,0,6,39,4,5,4,3,17,4,3,4,1,0,6,451
255,SARNE,765,667,0,1432,502,408,0,910,910,0,294,12,330,182,4,1,3,1,1,8,29,5,1,4,5,20,2,0,2,3,3,0,910
256,SARNE,666,583,0,1249,438,400,0,838,838,0,57,20,583,133,2,0,0,0,2,9,4,4,0,3,1,8,0,1,2,5,2,2,838
257,"JAGADISHPUR URF BHATARIYA",414,354,0,768,328,207,0,535,535,0,136,7,100,271,3,1,2,0,0,3,1,0,2,0,2,3,2,0,1,1,0,0,535
258,GUVAS,539,471,0,1010,376,367,0,743,743,0,270,14,310,127,6,1,1,0,0,2,1,1,1,1,1,3,4,0,0,0,0,0,743
259,REMA,574,454,0,1028,405,291,0,696,696,0,138,10,172,322,6,0,1,0,0,3,25,0,2,0,4,8,1,0,0,0,0,4,696
260,REMA,653,504,0,1157,370,284,0,654,654,0,278,5,175,73,5,1,1,3,1,9,87,1,0,2,1,5,1,1,0,2,1,2,654
261,REMA,533,439,0,972,345,253,0,598,598,0,212,2,209,91,3,2,0,1,1,3,30,3,4,5,3,19,4,0,0,0,2,4,598
262,ALINAGAR,614,495,0,1109,332,260,0,592,592,0,40,24,453,63,2,1,0,0,0,1,0,2,2,0,0,2,0,0,0,0,1,1,592
263,ALINAGAR,395,313,0,708,149,111,0,260,260,0,16,16,189,29,5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,260
264,ALINAGAR,916,722,0,1638,542,401,0,943,943,0,208,37,382,263,16,0,0,0,1,3,0,8,5,1,4,4,2,1,2,0,3,3,943
265,ALINAGAR,367,324,0,691,205,180,0,385,385,0,276,8,72,11,1,0,0,0,0,2,0,1,0,3,0,4,3,2,1,1,0,0,385
266,ALINAGAR,829,667,0,1496,450,318,0,768,768,0,191,32,406,96,11,0,1,0,1,3,3,0,1,1,0,4,2,0,2,4,0,10,768
267,ALINAGAR,980,774,1,1755,489,313,0,802,802,0,176,31,348,213,15,0,0,0,0,2,0,0,3,1,1,4,1,0,3,1,0,3,802
268,ALINAGAR,866,670,0,1536,455,315,0,770,770,0,110,7,237,362,4,1,1,0,0,3,0,29,2,1,1,1,3,3,0,0,5,0,770
269,ALINAGAR,536,441,0,977,324,238,0,562,562,0,194,4,209,126,2,1,0,0,1,4,0,1,1,1,3,6,1,0,0,1,3,4,562
270,ALINAGAR,509,435,0,944,328,232,0,560,560,0,159,10,318,56,3,2,1,0,0,1,0,1,1,2,1,1,2,0,0,0,2,0,560
271,ALINAGAR,315,255,0,570,181,131,0,312,312,0,86,10,188,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312
272,ALINAGAR,678,527,0,1205,375,267,0,642,642,0,118,13,435,35,6,2,0,2,0,2,4,1,2,2,4,10,0,0,0,1,1,4,642
273,ALINAGAR,729,572,0,1301,350,400,0,750,750,0,182,9,420,103,4,1,1,1,2,6,1,2,5,1,1,1,2,1,0,0,4,3,750
274,ALINAGAR,541,418,0,959,318,213,0,531,531,0,82,7,317,92,4,0,0,0,0,2,1,1,2,2,2,6,2,1,2,2,2,4,531
275,ALINAGAR,253,199,0,452,148,114,0,262,262,0,89,8,118,31,2,1,1,0,1,2,0,2,0,0,1,0,2,0,1,1,0,2,262
276,ALINAGAR,227,168,0,395,109,73,0,182,182,0,3,17,128,28,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182
277,MANASNAGAR,627,466,1,1094,270,249,0,519,519,0,45,41,325,67,26,1,0,1,1,1,0,0,0,1,1,1,1,1,3,1,1,1,519
278,MANASNAGAR,246,191,0,437,96,77,0,173,173,0,8,14,110,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173
279,MANASNAGAR,569,326,0,895,225,155,0,380,380,0,18,29,246,60,18,0,0,0,0,2,0,0,0,0,0,0,1,0,3,3,0,0,380
280,"BANAULI KHURD",629,485,0,1114,421,306,0,727,727,0,268,5,172,207,7,0,1,0,0,1,1,0,0,1,0,3,15,1,10,29,1,5,727
281,BARHULI,619,552,0,1171,421,348,0,769,769,0,261,17,266,112,4,1,2,0,1,9,44,7,8,1,3,18,3,1,0,7,1,3,769
282,BARHULI,566,487,0,1053,390,351,0,741,741,0,58,25,369,204,4,1,2,1,0,5,35,2,1,1,3,5,8,0,6,7,1,3,741
283,NAIKOT,411,347,0,758,271,217,0,488,488,0,280,4,115,76,1,0,0,0,0,2,0,0,0,1,3,3,1,0,0,0,0,2,488
284,GHURO,495,421,0,916,313,275,0,588,588,0,116,4,249,48,3,1,0,0,1,6,147,2,0,1,0,5,0,1,1,2,0,1,588
285,KHARGIPUR,251,214,0,465,201,177,0,378,378,0,105,4,48,89,4,1,0,0,0,9,105,3,1,1,0,5,2,0,0,1,0,0,378
286,LAUNDA,745,512,0,1257,425,254,0,679,679,0,320,5,105,198,2,1,1,1,1,4,0,1,4,2,1,10,6,0,5,8,2,2,679
287,LAUNDA,555,465,0,1020,364,281,0,645,645,0,253,5,93,264,4,0,1,1,0,1,0,0,5,0,0,8,2,1,1,2,3,1,645
288,LAUNDA,663,516,0,1179,428,336,0,764,764,0,465,8,85,185,2,0,4,3,0,1,1,0,0,1,2,2,2,1,0,2,0,0,764
289,BHIKHARIPUR,752,624,0,1376,449,432,0,881,881,0,409,3,214,215,4,0,2,1,2,2,0,0,4,1,2,7,7,2,2,1,2,1,881
290,DEVAI,315,256,0,571,238,198,0,436,436,0,85,3,105,217,1,0,1,1,0,0,18,4,1,0,0,0,0,0,0,0,0,0,436
291,NARAINA,536,449,0,985,377,333,0,710,710,0,143,4,89,158,11,0,0,3,6,11,267,6,0,1,1,1,5,0,1,0,2,1,710
292,ROHADA,618,535,0,1153,424,307,0,731,731,0,115,3,159,167,7,2,5,3,2,16,204,10,4,2,10,15,0,1,0,1,5,0,731
293,SHAHPUR,317,263,0,580,204,150,0,354,354,0,165,5,86,76,2,0,0,0,0,1,2,2,1,2,0,5,3,0,0,3,1,0,354
294,SHAHPUR,591,524,1,1116,404,336,0,740,740,0,62,5,283,341,6,0,4,1,1,5,5,2,4,3,1,0,2,3,0,6,3,3,740
295,BAHERA,617,509,0,1126,436,326,0,762,762,0,129,26,340,196,4,4,3,2,0,5,1,2,7,2,3,16,11,3,4,2,0,2,762
296,MAHDIUR,790,582,0,1372,546,386,0,932,932,0,137,3,89,680,1,0,1,0,1,3,3,0,5,2,0,5,1,0,1,0,0,0,932
297,GHURAHUPUR,430,350,1,781,284,221,0,505,505,0,135,0,139,166,3,1,1,1,0,6,30,0,0,1,0,1,0,5,3,9,1,3,505
298,KHURUHUJA,523,451,1,975,340,252,0,592,592,0,83,17,261,195,1,0,1,0,2,3,2,3,1,3,2,5,1,0,1,6,3,2,592
299,KHURUHUJA,418,361,0,779,293,220,0,513,513,0,6,20,424,56,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,513
300,EKAUNI,585,473,0,1058,386,306,0,692,692,0,314,10,201,105,3,0,1,1,1,8,2,0,1,1,3,12,9,0,8,9,2,1,692
301,CHANHATA,527,434,0,961,292,251,0,543,543,0,190,4,169,154,4,2,0,0,1,1,1,0,2,2,2,4,0,0,2,3,0,2,543
302,"NAKATI RAGHUNATHPUR",565,472,0,1037,349,237,0,586,586,0,100,16,267,160,8,2,1,0,0,6,0,1,3,5,1,10,0,0,1,2,0,3,586
303,"NAKATI RAGHUNATHPUR",832,588,0,1420,473,336,0,809,809,0,295,17,175,277,5,1,4,2,0,1,0,1,4,1,1,4,7,1,2,3,5,3,809
304,SIKANDARPUR,591,480,0,1071,325,289,0,614,614,0,56,9,253,262,7,0,2,1,2,3,0,0,0,0,1,0,3,4,0,4,6,1,614
305,KURAI,276,212,0,488,163,130,0,293,293,0,18,3,165,96,1,1,1,1,0,2,0,0,1,0,0,3,0,0,0,0,0,1,293
306,KURAI,288,246,0,534,196,171,0,367,367,0,72,0,76,201,0,1,0,0,0,2,0,1,2,2,2,5,0,0,1,1,0,1,367
307,TRIBHUVANPUR,312,287,0,599,180,139,0,319,319,0,60,4,125,78,2,0,1,0,1,5,3,0,2,0,1,6,3,0,7,14,3,4,319
308,BHATPURVA,225,194,0,419,142,139,0,281,281,0,167,2,70,36,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,281
309,PAMHATI,283,250,2,535,202,145,0,347,347,0,158,2,46,133,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,347
310,"HINUATA URF JAGDISHSARAI",623,502,0,1125,372,319,0,691,691,0,287,37,223,125,0,0,2,2,0,6,1,0,0,3,0,0,2,1,1,1,0,0,691
311,"HINUATA URF JAGDISHSARAI",667,540,0,1207,416,364,0,780,780,0,165,55,378,122,7,0,4,2,1,5,0,2,2,0,0,1,16,1,5,5,6,3,780
312,MADDHUPUR,423,376,0,799,225,224,0,449,449,0,169,6,239,15,0,0,3,1,0,4,1,0,0,0,0,0,0,1,8,2,0,0,449
313,MADDHUPUR,447,308,0,755,209,174,0,383,383,0,59,5,256,45,4,0,1,0,0,3,2,0,1,1,1,3,0,0,1,0,1,0,383
314,MADDHUPUR,730,585,0,1315,469,369,0,838,838,0,290,48,354,105,2,2,1,2,2,3,1,1,1,2,0,7,4,5,3,3,1,1,838
315,PURVA,455,386,0,841,275,223,0,498,498,0,45,18,291,74,10,1,0,1,2,4,4,1,3,5,1,11,3,1,9,7,3,4,498
316,GORARI,644,535,1,1180,384,323,0,707,707,0,169,7,395,98,4,1,1,1,2,6,1,0,1,3,0,4,2,0,4,5,2,1,707
317,GORARI,513,421,3,937,314,246,0,560,560,0,217,7,149,161,4,0,2,1,0,5,1,1,1,1,0,4,2,0,0,0,2,2,560
318,PADYA,817,651,0,1468,520,406,0,926,926,0,320,13,496,72,2,0,3,0,1,3,0,1,2,1,1,2,2,0,1,0,2,4,926
319,DHURIKOT,594,407,0,1001,388,328,0,716,716,0,264,9,268,150,6,1,0,0,0,4,1,0,0,0,0,5,1,0,1,1,4,1,716
320,DHURIKOT,328,275,0,603,206,165,0,371,371,0,191,3,106,29,4,0,0,0,0,2,0,1,2,0,0,2,1,0,0,0,25,5,371
321,JASURI,809,648,0,1457,477,400,0,877,877,0,208,24,536,83,2,0,0,0,1,1,0,0,2,1,2,9,1,0,1,2,2,2,877
322,JASURI,479,371,0,850,293,222,0,515,515,0,292,9,51,147,4,0,1,0,0,0,0,0,0,1,1,4,3,0,0,0,1,1,515
323,"BICCHIYA KALA",614,496,1,1111,380,316,0,696,696,0,336,8,170,153,9,0,1,0,0,1,1,1,1,1,1,4,2,1,0,1,1,4,696
324,"BICCHIYA KHURD",779,589,0,1368,496,338,0,834,834,0,122,18,497,156,2,1,3,3,3,6,0,1,2,2,2,2,3,2,3,2,1,3,834
325,CHANDAULI,857,575,0,1432,340,246,0,586,585,0,73,28,420,48,8,0,0,0,1,2,1,1,1,0,0,3,0,0,0,0,0,0,586
326,CHANDAULI,737,548,1,1286,313,227,0,540,540,0,76,17,383,44,6,1,1,0,2,1,0,0,2,0,0,3,0,1,1,2,0,0,540
327,CHANDAULI,554,410,2,966,290,222,0,512,512,0,48,28,358,58,7,2,0,0,0,3,0,1,0,0,1,6,0,0,0,0,0,0,512
328,CHANDAULI,531,409,0,940,228,148,0,376,376,0,43,4,273,36,8,0,0,1,0,1,1,0,1,1,1,0,1,0,1,3,1,0,376
329,CHANDAULI,696,608,1,1305,380,251,0,631,631,0,128,17,368,76,6,0,1,1,0,6,1,2,3,1,1,8,0,0,5,1,2,4,631
330,CHANDAULI,798,712,0,1510,422,301,0,723,723,0,100,29,500,72,6,1,0,0,2,5,1,1,0,0,3,1,0,1,0,0,0,1,723
331,CHANDAULI,875,679,0,1554,495,391,0,886,886,0,238,16,526,71,10,0,0,1,0,3,1,1,3,1,1,1,3,0,1,1,8,0,886
332,CHANDAULI,509,444,0,953,290,234,0,524,524,0,292,14,175,11,0,2,1,0,1,2,0,2,0,0,1,6,10,1,2,1,1,2,524
333,CHANDAULI,510,382,0,892,282,201,0,483,483,0,280,9,162,7,0,2,2,0,0,0,0,0,0,1,0,4,6,1,0,3,3,3,483
334,CHANDAULI,929,748,0,1677,436,348,0,784,784,0,79,27,582,65,11,1,3,0,2,1,0,0,1,0,0,4,3,1,0,2,0,2,784
335,CHANDAULI,480,410,0,890,236,209,0,445,445,0,285,4,123,18,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,5,3,445
336,CHANDAULI,746,605,0,1351,307,262,0,569,569,0,150,14,293,75,6,0,2,2,1,3,1,1,3,7,0,6,1,0,1,0,0,3,569
337,CHANDAULI,647,413,0,1060,210,144,0,354,354,0,20,6,278,34,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,354
338,CHANDAULI,430,191,0,621,108,72,0,180,180,0,28,10,127,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
339,CHANDAULI,491,378,0,869,250,195,0,445,445,0,122,13,268,21,8,0,0,0,0,0,0,0,3,1,1,5,2,0,1,0,0,0,445
340,CHANDAULI,670,333,0,1003,190,128,0,318,318,0,110,14,153,25,5,0,0,0,0,0,2,0,0,2,3,3,0,0,0,1,0,0,318
341,CHANDAULI,374,285,0,659,157,116,0,273,273,0,48,11,173,29,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,273
342,SARSI,609,555,3,1167,412,421,0,833,833,0,516,7,158,93,5,2,2,3,1,3,3,0,7,3,1,11,5,1,1,3,3,5,833
343,SARSI,407,332,0,739,247,205,0,452,452,0,20,11,409,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,452
344,BISAURI,905,679,0,1584,553,427,0,980,980,0,157,11,511,236,12,2,2,1,1,6,0,0,6,4,8,11,3,0,1,2,2,4,980
345,BASAURI,389,345,0,734,238,191,0,429,429,0,267,7,122,10,2,1,1,1,0,2,1,0,2,0,0,7,1,0,1,1,1,2,429
