"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KU. DEVENDRA SINGH YADAV","2 - NOOR MOHAMMAD KHAN","3 - RAJVEER SINGH RAJU BHAIYA","4 - TH. JOGINDRA SINGH BHADORIYA","5 - RAJENDRA","6 - VINAY","7 - THAKUR HEMENDRA VEER SINGH","8 - HANS  RAJ SINGH","9 - DANVEER","10 - RAKESH GANDHI","11 - RAJVEER SINGH","12 - None of the Above","Total Votes Secured"
182,"R.P.INTER COLLEGE, SIDHPURA ROOM NO.2",457,430,0,887,243,193,0,436,400,0,44,39,336,3,0,1,1,0,1,1,8,2,436
183,"R.P.INTER COLLEGE, SIDHPURA ROOM NO.3",686,589,0,1275,342,305,0,647,538,0,98,124,399,5,0,1,2,3,2,1,10,2,647
184,"R.P.INTER COLLEGE, SIDHPURA ROOM NO.4",551,493,0,1044,233,166,0,399,387,0,91,70,225,1,0,0,1,1,1,3,3,3,399
185,"P.SCHOOL, PEHLOI",331,306,0,637,268,201,0,469,7,0,5,151,296,3,0,0,2,4,1,4,2,1,469
186,"P.SCHOOL, HIRAPUR AAHNAGAR",227,189,0,416,139,127,0,266,12,0,19,6,218,6,1,2,1,3,1,4,5,0,266
187,"P.SCHOOL, SUNEHRA",713,595,0,1308,406,330,0,736,721,0,68,22,482,115,1,6,5,2,4,7,12,12,736
188,"P.SCHOOL, BHIKAMPUR",240,228,0,468,165,161,0,326,325,0,56,82,179,2,0,0,2,1,0,2,0,2,326
189,"P.SCHOOL, MUIUDDINPUR",351,299,0,650,164,151,0,315,45,0,41,8,251,4,0,1,2,3,1,3,1,0,315
190,"P.SCHOOL HAMIRPUR ROOM NO.1",677,571,0,1248,485,397,0,882,882,0,4,35,808,6,0,2,1,0,3,4,12,7,882
191,"P.SCHOOL HAMIRPUR ROOM NO.2",359,317,0,676,218,191,0,409,320,0,23,181,195,2,1,1,1,1,0,1,2,1,409
192,"P.SCHOOL, DHOONDHRA ROOM NO.1",486,399,0,885,253,211,0,464,24,0,98,80,267,5,0,0,1,0,0,2,6,5,464
193,"P.SCHOOL, DHOONDHRA ROOM NO.2",494,427,0,921,227,200,0,427,294,0,125,22,261,5,0,1,1,0,2,2,6,2,427
194,"P.SCHOOL, SELOTH",494,408,0,902,294,196,0,490,445,0,79,22,375,5,0,1,0,0,1,0,3,4,490
195,"P.SCHOOL, GANGSARA",525,431,0,956,240,201,0,441,305,0,18,140,213,56,1,3,1,0,1,4,2,2,441
196,"P.SCHOOL, LONGPUR",557,489,0,1046,317,278,0,595,503,0,48,248,99,186,1,3,2,0,2,1,3,2,595
197,"P.SCHOOL, NIBAUA",502,435,0,937,292,216,0,508,417,0,50,68,368,10,1,1,2,0,0,3,5,0,508
198,"P.SCHOOL, BHAUPURA",478,383,0,861,275,187,0,462,460,0,28,66,349,8,1,3,0,1,3,1,1,1,462
199,"P.SCHOOL, BHUJPURA",625,512,0,1137,337,255,0,592,398,0,50,127,381,2,0,4,5,3,2,4,6,8,592
200,"JR.HIGHSCHOOL BALHARPUR TA SAMOTHI",559,461,0,1020,303,193,0,496,480,0,59,71,303,44,0,3,3,0,0,6,5,2,496
201,"P.SCHOOL, NATHPUR",464,395,0,859,338,293,0,631,42,0,39,23,551,6,1,0,0,1,1,4,4,1,631
202,"P.SCHOOL, KAMALPUR",377,326,0,703,359,286,0,645,28,0,619,0,23,0,0,1,0,0,0,0,0,2,645
203,"P.SCHOOL, AJITNAGAR",559,458,0,1017,337,209,0,546,541,0,42,248,238,8,1,3,1,1,1,2,1,0,546
204,"P.SCHOOL, KAYMPUR",229,196,0,425,151,139,0,290,290,0,76,22,183,2,0,0,0,0,0,4,2,1,290
205,"PANCHAYATGHAR SARAWAL ROOM NO.1",723,593,0,1316,393,324,0,717,714,0,184,117,377,3,0,3,1,3,2,3,12,12,717
206,"PANCHAYATGHAR SARAWAL ROOM NO.2",566,523,0,1089,278,218,0,496,455,0,43,8,425,9,0,0,0,0,2,3,5,1,496
207,"P.SCHOOL, KHUJRA",749,601,0,1350,431,353,0,784,778,0,202,56,494,8,1,2,2,1,2,10,6,0,784
208,"P.SCHOOL, SARAWAL",364,295,0,659,239,182,0,421,394,0,343,5,64,0,0,0,5,0,1,1,0,2,421
209,"P.SCHOOL, NAGLA BHIKARI M. SARAWAL",284,213,0,497,202,130,0,332,220,0,163,31,130,2,1,0,1,0,0,2,0,2,332
210,"P.SCHOOL, DHARMPURA",324,300,0,624,164,164,0,328,236,0,53,26,229,10,0,0,1,3,1,3,0,2,328
211,"P.SCHOOL, NAGLA KULLI",334,288,0,622,208,162,0,370,370,0,30,133,188,2,0,1,3,2,0,6,3,2,370
212,"P.SCHOOL, NAGLA ATIBAL",161,147,0,308,147,125,0,272,272,0,123,79,68,1,0,0,1,0,0,0,0,0,272
213,"P.SCHOOL, SYODI",370,305,0,675,272,178,0,450,450,0,23,109,298,2,0,0,1,1,1,2,11,2,450
214,"P.SCHOOL, DEHLI KHURD",588,467,0,1055,286,201,0,487,487,0,82,41,326,12,0,1,3,3,3,8,4,4,487
215,"P.SCHOOL, NAGLA GODA FRIST SITITH KANGAHAR",473,404,0,877,281,196,0,477,285,0,218,44,151,56,0,1,0,3,0,1,1,2,477
216,"P.SCHOOL, BIRSINGHPURA",632,510,0,1142,388,262,0,650,642,0,165,40,420,3,1,2,1,1,1,5,7,4,650
217,"P.SCHOOL, BAHORANPURA",457,373,0,830,303,255,0,558,9,0,50,77,419,5,1,0,0,0,2,2,2,0,558
218,"P.SCHOOL, CHANDANPURA",282,223,0,505,225,129,0,354,354,0,345,1,7,0,0,0,0,0,0,0,0,1,354
219,"P.SCHOOL, UTARNA",696,567,0,1263,350,242,0,592,242,0,94,143,320,13,2,0,4,0,0,7,6,3,592
220,"P.SCHOOL, JASMAI",828,674,0,1502,450,329,0,779,539,0,123,15,617,5,0,2,2,2,1,1,6,5,779
221,"P.SCHOOL, NOORI",483,401,0,884,289,203,0,492,11,0,51,119,307,3,0,1,1,0,0,3,3,4,492
222,"P.SCHOOL, KHIRIYA",713,583,0,1296,333,221,0,554,554,0,273,27,196,9,0,5,6,2,2,6,12,16,554
223,"P.SCHOOL, SAMOTHI ROOM NO.1",726,633,0,1359,370,254,0,624,586,0,315,51,239,7,0,0,1,1,0,2,3,5,624
224,"P.SCHOOL, SAMOTHI ROOM NO.2",454,372,0,826,189,129,0,318,167,0,80,161,67,2,1,1,1,0,0,0,2,3,318
225,"P.SCHOOL, NAGLA GULABI",260,216,0,476,206,153,0,359,358,0,280,1,59,4,0,0,0,0,2,8,3,2,359
226,"P.SCHOOL, SHEKHUPURA",274,226,0,500,194,146,0,340,340,0,305,5,19,2,0,1,0,1,0,1,1,5,340
227,"P.SCHOOL, DILORI",230,190,0,420,152,112,0,264,15,0,76,43,140,1,0,2,0,0,0,0,1,1,264
228,"P.SCHOOL, NAGLA KESHRUI",245,190,0,435,237,164,0,401,401,0,383,2,15,0,0,0,0,0,0,0,0,1,401
229,"P.SCHOOL, GONDA",505,380,0,885,334,188,0,522,521,0,347,33,121,2,0,3,2,1,0,3,4,6,522
230,"P.SCHOOL, RAIPUR PUROHIT",385,314,0,699,372,281,0,653,5,0,621,1,1,0,2,0,0,0,0,0,0,28,653
231,"P.SCHOOL, BAKRAI",431,346,0,777,309,215,0,524,22,0,32,62,412,4,0,1,1,0,2,4,5,1,524
232,"P.SCHOOL, BHAINSRASI",456,381,0,837,242,219,0,461,428,0,66,21,365,4,0,0,2,2,0,1,0,0,461
233,"P.SCHOOL, RAHTA USUF NAGAR",410,347,0,757,241,175,0,416,415,0,192,109,112,0,0,1,0,0,0,0,0,2,416
234,"P.SCHOOL, KARANPUR",669,528,0,1197,435,295,0,730,502,0,688,16,20,1,0,1,1,0,0,0,2,1,730
235,"P.SCHOOL, HATHODAVAN ROOM NO.1",480,382,0,862,285,232,0,517,501,0,21,107,365,3,1,1,0,0,0,10,8,1,517
236,"P.SCHOOL, HATHODAVAN ROOM NO.2",764,655,0,1419,578,443,0,1021,23,0,51,12,937,11,0,1,0,0,0,1,6,2,1021
237,"P.SCHOOL, PYARAMPR",289,243,0,532,218,189,0,407,384,0,17,250,126,8,0,2,0,1,0,2,0,1,407
238,"P.SCHOOL, RAMNAGAR KARSENA",465,366,0,831,322,202,0,524,39,0,392,19,93,8,0,2,4,0,0,1,2,3,524
239,"P.SCHOOL, PARTAPUR",352,283,0,635,339,247,0,586,586,0,578,4,4,0,0,0,0,0,0,0,0,0,586
240,"P.SCHOOL, NAGALA LAKSHAMAN",349,317,0,666,298,243,0,541,36,0,373,153,10,0,0,0,1,0,0,0,3,1,541
241,"P.SCHOOL, MUDHA",670,585,0,1255,507,350,0,857,857,0,671,103,71,2,1,1,2,1,0,2,2,1,857
242,"P.SCHOOL, CHANDPURA",194,155,0,349,188,138,0,326,326,0,321,1,4,0,0,0,0,0,0,0,0,0,326
243,"P.SCHOOL, RATANPUR",262,213,0,475,181,128,0,309,308,0,118,44,131,3,0,0,0,0,0,3,9,1,309
244,"P.SCHOOL, NARTHAR",535,423,0,958,335,225,0,560,60,0,12,33,492,7,1,10,0,0,0,2,3,0,560
245,"P.SCHOOL, NAGLA SAHJAN",462,381,0,843,416,327,0,743,740,0,729,2,8,0,0,0,0,0,0,1,1,2,743
246,"P.SCHOOL, NAGLA DALU",237,209,0,446,189,155,0,344,344,0,53,13,272,2,0,0,0,1,0,0,2,1,344
247,"P.SCHOOL, JIJOL",807,666,0,1473,448,371,0,819,620,0,126,67,591,9,1,1,4,0,2,9,5,4,819
248,"P.SCHOOL, VISHNODI",440,362,0,802,366,236,0,602,529,0,568,18,13,0,0,0,0,0,1,0,0,2,602
249,"U.P.V.SCHOOL NAGALA DATTA MAJARA THANA",303,259,0,562,274,213,0,487,487,0,477,0,9,0,0,0,0,0,0,0,0,1,487
250,"P.SCHOOL, BIJORA SWARGDARI ROOM NO.1",729,646,0,1375,354,381,0,735,735,0,312,97,309,6,2,0,4,1,0,1,3,0,735
251,"P.SCHOOL, BIJORA SWARGDARI ROOM NO.2",370,312,0,682,160,115,0,275,275,0,37,96,126,4,0,1,2,2,0,2,2,3,275
252,"P.SCHOOL, NAGLA BHURI M. VIZOURA SIWARGDAUARI",213,168,0,381,198,159,0,357,36,0,344,0,11,0,0,0,1,0,0,0,0,1,357
253,"P.SCHOOL, RAIPUR MOTHAR",186,172,0,358,92,86,0,178,127,0,73,9,91,0,0,3,1,0,1,0,0,0,178
254,"P.SCHOOL, KUTUKPUR SARAI",431,378,0,809,218,162,0,380,379,0,29,101,236,4,0,2,2,1,0,1,2,2,380
255,"P.SCHOOL, DHIMARPUR M. KUTUKPUR SARAI",605,509,0,1114,530,362,0,892,761,0,721,44,104,4,0,1,2,1,0,1,7,7,892
256,"P.SCHOOL, ASHOKPUR R.NO. 1",580,478,0,1058,309,230,0,539,535,0,130,33,330,3,1,5,0,1,2,3,20,11,539
257,"P.SCHOOL, ASHOKPUR R.NO. 2",309,272,0,581,140,89,0,229,223,0,36,10,163,2,0,2,1,0,0,1,7,7,229
258,"P.SCHOOL, BEENPUR",699,567,0,1266,389,271,0,660,18,0,215,142,285,6,0,4,0,0,0,0,7,1,660
259,"S.B.R. INTER COLLEGE ROOM NO.1",586,522,0,1108,356,288,0,644,138,0,526,61,38,1,1,5,2,2,1,2,1,4,644
260,"S.B.R. INTER COLLEGE ROOM NO.2",740,687,0,1427,424,367,0,791,124,0,206,17,515,10,1,4,4,0,3,5,17,9,791
261,"S.B.R. INTER COLLEGE ROOM NO.3",425,361,0,786,275,208,0,483,155,0,157,29,284,2,0,3,1,0,0,3,2,2,483
262,"S.B.R. INTER COLLEGE ROOM NO.6",486,459,0,945,288,251,0,539,536,0,209,8,305,5,1,7,1,0,0,2,1,0,539
263,"S.B.R. INTER COLLEGE ROOM NO.4",445,412,0,857,263,217,0,480,470,0,279,24,159,1,0,1,0,2,0,0,7,7,480
264,"S.B.R. INTER COLLEGE ROOM NO.5",455,442,0,897,262,234,0,496,496,0,158,29,289,2,0,4,2,0,1,5,3,3,496
265,"CH. HR. SEC. SCHOOL PATIYALI ROOM N0 1",821,689,0,1510,523,404,0,927,927,0,345,35,481,13,1,14,2,7,3,7,9,10,927
266,"CH. HR. SEC. SCHOOL PATIYALI ROOM NO.2",760,621,0,1381,430,322,0,752,752,0,244,60,415,5,1,16,3,1,1,2,2,2,752
267,"P.SCHOOL, PATIYALI ROOM NO.1",244,236,0,480,146,115,0,261,198,0,31,24,184,3,0,18,1,0,0,0,0,0,261
268,"P.SCHOOL, PATIYALI ROOM NO.2",634,526,0,1160,280,295,0,575,574,0,88,319,112,31,1,9,0,2,2,1,1,9,575
269,"P.SCHOOL, NAGLA MANSHA",269,225,0,494,210,170,0,380,164,0,3,356,11,0,0,1,2,0,2,0,2,3,380
270,"P.SCHOOL, GHOSGANJ",468,358,0,826,348,262,0,610,608,0,28,396,141,9,3,7,4,2,1,3,10,6,610
271,"PANCHAYATGHAR NAGLA KARAN M. PATIYALI",345,288,0,633,229,215,0,444,425,0,106,260,72,0,0,0,1,0,0,0,2,3,444
272,"P.SCHOOL, LADHOLI",799,689,0,1488,384,259,0,643,635,0,139,120,357,5,0,0,1,0,0,3,10,8,643
273,"P.SCHOOL, KHALORA",230,188,0,418,151,108,0,259,258,0,25,11,207,2,0,1,0,1,0,2,6,4,259
274,"P.SCHOOL, RANI DAMAR",749,639,0,1388,379,310,0,689,126,0,95,244,304,3,0,2,2,3,0,10,14,12,689
275,"P.SCHOOL, RAJA RIJOLA ROOM NO.1",585,466,0,1051,355,211,0,566,10,0,108,7,425,6,0,2,2,1,1,3,8,3,566
276,"P.SCHOOL, RAJA RIJOLA ROOM NO.2",581,473,0,1054,326,216,0,542,10,0,53,89,368,7,1,0,1,0,3,4,8,8,542
277,"P.SCHOOL, NAGLA ABDAL MAZRA RIJOLA RAJA",610,496,0,1106,352,278,0,630,611,0,178,73,353,8,1,2,0,0,0,3,7,5,630
278,"P.SCHOOL, NAGLA BOVDI MAZARA त्‍ंरं RIJOLA",329,269,0,598,300,189,0,489,489,0,364,74,39,1,0,1,1,0,1,1,1,6,489
279,"P.SCHOOL, RANETHI",781,625,0,1406,472,302,0,774,16,0,39,153,548,7,1,6,3,0,1,10,3,3,774
280,"P.SCHOOL, ASADGARH",533,415,0,948,351,271,0,622,621,0,207,123,262,6,0,1,4,1,1,3,9,5,622
281,"P.SCHOOL, JARI",409,356,0,765,288,206,0,494,49,0,348,16,108,2,0,0,4,1,2,2,5,6,494
282,"P.SCHOOL, RAJEPUR KURRA PUKHTA",564,467,0,1031,346,222,0,568,298,0,512,35,8,0,1,0,1,0,0,3,0,8,568
283,"P.SCHOOL, SANODI SINGHMN PUKHTA",541,409,0,950,256,188,0,444,410,0,111,18,292,10,0,1,2,1,1,2,4,2,444
284,"P.SCHOOL, NAGLA JAI KISHAN",699,492,0,1191,476,246,0,722,4,0,645,9,1,3,0,0,3,0,0,54,2,5,722
285,"P.SCHOOL, NAGLA NARPAT'",689,459,0,1148,550,296,0,846,4,0,714,35,88,3,0,1,1,1,2,0,1,0,846
286,"SAHKARI SAMITI SANODI  KHAS",859,694,0,1553,436,309,0,745,33,0,400,152,140,5,0,3,9,10,2,0,8,16,745
287,"P.SCHOOL, SANODI KHAS R.NO. 1",848,612,0,1460,477,350,0,827,27,0,214,13,562,16,0,1,1,2,0,6,8,4,827
288,"P.SCHOOL, SANODI KHAS R.NO. 2",190,194,0,384,87,93,0,180,51,0,42,2,127,4,0,0,0,0,0,1,2,2,180
289,"B. HR.SEC.SCHOOL, BADHOL ROOM NO.1",535,439,0,974,317,248,0,565,100,0,35,70,434,10,0,2,1,1,1,5,1,5,565
290,"B. HR.SEC.SCHOOL, BADHOL ROOM NO.2",576,461,0,1037,339,187,0,526,516,0,104,39,356,8,0,0,2,0,1,3,8,5,526
291,"P.SCHOOL, BADHOLA",656,576,0,1232,362,265,0,627,620,0,84,196,299,4,2,2,6,1,1,9,14,9,627
292,"JR.HIGHSCHOOL GARHI, MAZRA BADOLA",549,455,0,1004,368,303,0,671,650,0,121,313,229,3,1,0,0,0,0,2,1,1,671
293,"P.SCHOOL, NAGLA DHAK MAZRA BADHOLA",187,157,0,344,176,145,0,321,5,0,314,0,5,0,0,0,1,0,0,0,0,1,321
294,"P.SCHOOL, BAGHRAI",643,531,0,1174,502,331,0,833,833,0,131,45,644,4,0,0,1,0,1,1,3,3,833
295,"P.SCHOOL, NAGLA BERU",785,635,0,1420,514,337,0,851,851,0,210,230,315,56,1,7,5,3,2,8,4,10,851
296,P.P.SHAHPUR,369,320,0,689,253,190,0,443,10,0,183,37,168,20,2,1,1,2,1,5,9,14,443
297,"P.SCHOOL, NAGLA GHASI",442,385,0,827,276,236,0,512,483,0,25,276,183,8,0,1,5,0,1,5,5,3,512
298,"P.SCHOOL, NAGLA CHANDAN",233,203,0,436,189,156,0,345,309,0,251,69,13,0,1,1,1,0,1,0,0,8,345
299,"P.SCHOOL, RUSTAMPUR",556,487,0,1043,372,317,0,689,687,0,125,175,343,22,1,1,2,3,1,5,8,3,689
300,"P.SCHOOL, NAGLA BODAR",339,277,0,616,264,208,0,472,334,0,2,463,2,0,0,0,1,2,0,0,1,1,472
301,"P.SCHOOL, KUDHA",774,650,0,1424,408,308,0,716,441,0,166,175,335,3,2,3,3,0,1,5,17,6,716
302,"P.SCHOOL, NAGARIYA GAUD",180,150,0,330,132,108,0,240,211,0,57,76,53,43,1,1,0,0,2,2,1,4,240
303,"DAYANAND S.I.COLLEGE,DARIYAVGANJ R.NO.1",530,456,0,986,308,220,0,528,120,0,67,84,337,6,2,2,1,2,2,2,15,8,528
304,"DAYANAND S.I.COLLEGE,DARIYAVGANJ R.NO.2",501,415,0,916,352,242,0,594,11,0,45,146,380,5,0,3,1,0,2,4,5,3,594
305,"DAYANAND S.I.COLLEGE,DARIYAVGANJ R.NO.3",478,417,0,895,319,235,0,554,25,0,50,77,413,1,0,0,0,2,0,5,6,0,554
306,"DAYANAND S.I.COLLEGE,DARIYAVGANJ R.NO.4",469,403,0,872,311,217,0,528,526,0,28,208,259,10,0,0,1,6,0,3,4,9,528
307,"P.SCHOOL, DARIYABGANJ",376,317,0,693,238,164,0,402,368,0,199,36,141,3,2,2,1,0,1,2,6,9,402
308,"JR. HIGHSCHOOL, DARIYABGANJ",367,294,0,661,174,126,0,300,53,0,93,97,102,2,0,0,0,0,1,3,0,2,300
309,"SAMUDAYAK KENDRA NAGLA KODAR",171,153,0,324,92,84,0,176,10,0,0,169,3,0,0,1,0,0,0,1,1,1,176
310,"P.SCHOOL, NAGLA KARAN URF BAURI",532,463,0,995,440,363,0,803,803,0,711,45,45,0,0,0,0,0,0,0,1,1,803
311,"P.SCHOOL, BALLIYA",249,196,0,445,212,158,0,370,370,0,332,5,21,1,0,0,0,0,2,3,2,4,370
312,"JR. HIGHSCHOOL, NEEVALPUR",680,566,0,1246,562,397,0,959,952,0,901,4,48,0,0,0,0,0,0,2,0,4,959
313,"P.SCHOOL, GANGPUR",289,233,0,522,186,130,0,316,316,0,28,16,256,4,0,0,1,2,0,2,2,5,316
314,"P.SCHOOL, NAVADA",253,173,0,426,196,128,0,324,286,0,265,33,22,0,1,0,0,1,0,0,1,1,324
315,"P.SCHOOL, SIKANDAR PUR MANONA",332,278,0,610,151,129,0,280,8,0,34,34,190,9,0,2,0,1,1,1,3,5,280
316,"P.SCHOOL, BARAIPUR",440,366,0,806,229,175,0,404,404,0,12,49,325,5,2,1,0,1,1,3,3,2,404
317,"P.SCHOOL, AURANGABAD",727,602,0,1329,524,322,0,846,806,0,61,67,696,6,0,1,0,0,2,5,4,4,846
318,"P.SCHOOL, NAGLA KACHHIYAN",384,317,0,701,242,174,0,416,350,0,54,9,330,3,0,1,2,1,2,1,10,3,416
319,"P.SCHOOL, KAKRALA ROOM NO.1",604,506,0,1110,318,225,0,543,543,0,196,26,286,8,2,1,3,1,0,9,9,2,543
320,"P.SCHOOL, KAKRALA ROOM NO.2",545,466,0,1011,327,251,0,578,578,0,24,223,309,3,0,0,3,1,0,2,8,5,578
321,"P.SCHOOL, SRI NAGLA",365,306,0,671,253,160,0,413,234,0,165,74,153,0,0,3,0,0,1,17,0,0,413
322,"P.SCHOOL, NAGLA AJIT MAZRA SRI NAGLA",194,159,0,353,119,86,0,205,203,0,116,35,46,2,0,0,0,0,0,1,1,4,205
323,"P.SCHOOL, NAGLA PANNI MAZRA SRI NAGLA",211,174,0,385,118,93,0,211,181,0,54,8,142,0,0,0,3,0,0,1,2,1,211
324,"P.SCHOOL, NOGWAN CHAHAKA",523,440,0,963,310,236,0,546,381,0,75,103,353,7,0,1,0,0,0,2,5,0,546
325,"P.SCHOOL, HAKIMGANJ M. NOGAWAN CHAHKA",413,333,0,746,231,180,0,411,20,0,12,338,52,2,0,1,0,0,0,1,1,4,411
326,"P.SCHOOL, MAJHOLA ROOM NO.1",569,478,0,1047,287,235,0,522,80,0,249,102,160,1,0,2,1,0,0,0,3,4,522
327,"P.SCHOOL, MAJHOLA ROOM NO.2",529,458,0,987,312,221,0,533,287,0,198,134,185,1,0,2,4,0,1,3,2,3,533
328,"P.SCHOOL, LYODHEIYA M. MAGHOLA",918,636,0,1554,418,252,0,670,642,0,115,206,317,12,1,3,1,0,1,5,5,4,670
329,"LAND OF A.N. P.SCHOOL, KANCHANPUR",468,355,0,823,281,170,0,451,451,0,34,37,363,4,1,4,0,0,1,4,2,1,451
330,"P.P. LALVADARA KHURD M. MAJHOLA",470,402,0,872,251,218,0,469,433,0,72,280,109,2,2,1,0,0,0,0,2,1,469
331,"H.P.SCHOOL, NAIMUSIYAR",305,277,0,582,174,146,0,320,250,0,14,32,255,5,1,1,2,0,1,6,3,0,320
332,"SANJAY GANDHI SMRITI SCH.BUDHUPUR GHADIYA",199,167,0,366,132,87,0,219,45,0,76,0,134,3,0,0,0,0,0,2,3,1,219
333,"H.P.SCHOOL. GARHI KHADAIYA",286,246,0,532,181,132,0,313,312,0,45,106,154,2,1,0,0,1,0,1,1,2,313
334,"P.SCHOOL, NAGLA BAKSHI",229,163,0,392,209,121,0,330,328,0,278,3,34,0,0,0,0,0,0,11,1,3,330
335,"P.SCHOOL, NAGLA KATEEL",393,326,0,719,368,275,0,643,643,0,618,4,19,0,0,0,0,0,1,0,0,1,643
336,"HR. P.SCHOOL, NAGLA AMIR",223,,,,,,,,,,,,,,,,,,,,,,
