"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
183,P.S.BANIDEEH,392,347,0,739,185,184,0,369,369,0,12,7,112,221,10,1,0,0,0,0,0,0,1,1,3,1,369
184,P.S.PARANPUR,678,625,0,1303,326,321,0,647,647,0,211,13,192,205,9,0,0,2,4,2,0,2,1,4,2,0,647
185,P.S.SEHARA,584,525,0,1109,381,327,0,708,708,0,21,9,100,540,20,10,0,0,0,0,1,0,0,3,1,3,708
186,P.S.SEHARA,527,444,0,971,289,249,0,538,436,0,55,31,76,351,9,1,0,3,1,0,1,1,1,4,2,2,538
187,P.S.SEMUHI-2,696,580,0,1276,357,370,0,727,200,0,66,12,439,192,3,3,0,1,1,0,0,1,0,3,4,2,727
188,"P.S.SAPAHI PACHURAKHI",614,529,0,1143,313,317,0,630,630,0,46,15,265,273,9,2,1,0,4,2,0,1,2,6,4,0,630
189,"P.S.PACHURAKHI DEVI PRASAD",645,528,0,1173,297,293,0,590,590,0,62,14,144,337,16,2,1,2,1,1,2,1,1,2,2,2,590
190,P.S.MAHMADPUR(SAHADATPUR),375,326,0,701,159,179,0,338,338,0,58,0,11,258,5,1,0,0,0,0,2,1,2,0,0,0,338
191,"P.S.DUBEPUR STHIT NARHARPUR",541,432,0,973,223,201,0,424,354,0,19,13,93,251,11,2,1,2,0,2,1,1,5,12,3,8,424
192,P.S.DUBEPUR,315,273,0,588,234,186,0,420,100,0,284,6,23,92,3,1,0,0,0,1,1,0,0,0,5,4,420
193,"P.S.NARHARPUR STHIT KATAUNA",815,667,0,1482,451,345,0,796,796,0,14,10,97,642,22,1,0,0,0,1,1,2,2,2,1,1,796
194,P.S.ASHAPUR,530,437,0,967,231,198,0,429,344,0,119,14,38,236,7,2,1,2,0,1,1,0,1,3,2,2,429
195,P.S.ASHAPUR,513,438,0,951,202,238,0,440,230,0,34,9,268,108,10,0,0,0,1,0,0,2,0,3,2,3,440
196,P.S.KODAILA,827,733,0,1560,419,508,0,927,757,0,81,4,331,470,14,4,0,2,0,0,0,2,5,4,2,8,927
197,K.J.H.S.KHEMAPUR,399,358,0,757,241,235,0,476,5,0,16,10,110,301,16,4,0,0,0,0,3,0,5,5,3,3,476
198,"P.S.SEMUHI-1 ASHANANDPUR",709,566,0,1275,303,235,0,538,461,0,63,58,168,214,11,2,0,1,6,0,0,2,5,3,2,3,538
199,"P.S.SEMUHI-1 ASHANANDPUR",632,511,0,1143,316,229,0,545,255,0,44,46,138,302,5,2,0,1,1,0,2,0,1,0,1,2,545
200,"P.S.SEMUHI-1 ASHANANDPUR",513,455,0,968,308,256,0,564,13,0,12,10,67,455,8,4,1,0,1,0,0,0,2,2,1,1,564
201,P.S.BIKAPUR,322,301,0,623,203,211,0,414,254,0,112,5,92,192,5,1,0,0,0,2,0,0,1,0,1,3,414
202,"PANCHAYAT BHAWAN SAHANPUR",327,279,0,606,179,164,0,343,6,0,105,7,125,89,2,0,0,1,2,0,1,0,0,6,2,3,343
203,"KHEMAPUR( RAMPUR BLOCK)",259,241,0,500,166,154,0,320,319,0,115,7,46,138,5,0,5,0,0,0,0,0,0,1,1,2,320
204,P.S.AKARA,304,274,0,578,185,208,0,393,3,0,35,6,190,144,6,1,0,0,0,0,0,0,1,6,0,4,393
205,P.S.RASULAHA,404,367,0,771,245,255,0,500,10,0,31,3,157,271,10,6,1,1,3,1,0,1,2,8,2,3,500
206,P.S.BHIURA,785,635,0,1420,367,341,0,708,708,0,94,21,312,223,11,5,0,0,2,2,2,5,3,17,1,10,708
207,P.S.FAJULAHA,577,490,0,1067,310,298,0,608,608,0,205,26,150,187,8,3,3,3,1,3,2,2,3,2,6,4,608
208,"SADHAN SAHKARI SAMITI JAGDISHPUR STHIT GRAM ASHANANDPUR",353,297,0,650,166,184,0,350,135,0,105,16,121,94,8,0,1,1,0,1,0,0,0,2,0,1,350
209,P.S.BHEEMPUR,242,199,0,441,116,115,0,231,231,0,30,6,92,83,4,1,1,1,1,2,2,1,2,0,2,3,231
210,P.S.PACHAWAL,758,663,0,1421,467,385,0,852,852,0,95,11,341,362,15,4,0,1,0,1,1,1,2,8,1,9,852
211,P.S.PACHAWAL,743,674,0,1417,500,371,0,871,700,0,369,10,72,351,26,15,3,0,0,0,0,3,2,4,3,13,871
212,P.S.SIDHAWAN,705,561,0,1266,366,241,0,607,587,0,161,8,132,293,5,1,1,0,0,1,1,0,0,2,2,0,607
213,P.S.SIDHAWAN,729,638,0,1367,386,317,0,703,650,0,14,10,247,401,11,3,2,0,2,0,2,0,0,3,2,6,703
214,"VANI K.V.MAI",643,497,0,1140,326,267,0,593,593,0,65,10,235,245,10,10,0,1,0,1,1,0,2,4,3,6,593
215,P.S.MAI,288,244,0,532,150,150,0,300,300,0,34,8,38,190,12,2,0,0,0,2,0,1,5,3,1,4,300
216,"JHS RAMPUR DHANUHA",834,685,0,1519,386,332,0,718,609,0,66,13,247,330,21,9,1,1,2,1,0,1,3,7,10,6,718
217,"JHS RAMPUR DHANUHA",654,540,0,1194,341,245,0,586,586,0,103,14,105,330,11,15,1,0,0,1,3,2,0,0,1,0,586
218,"JHS RAMPUR DHANUHA",499,357,0,856,323,209,0,532,532,0,170,23,45,282,6,4,0,0,0,0,0,0,0,0,1,1,532
219,"JHS RAMPUR DHANUHA",514,338,0,852,335,174,0,509,509,0,64,13,40,367,4,17,0,0,0,0,0,0,0,2,1,1,509
220,"P.S. RAMPUR DHANUHA",784,553,0,1337,446,234,0,680,679,0,127,11,65,447,13,6,1,1,0,0,0,0,2,3,4,0,680
221,"P.S. RAMPUR DHANUHA",180,134,0,314,109,83,0,192,158,0,36,2,33,114,2,1,0,0,0,0,1,1,0,0,0,2,192
222,"P.S. RAMPUR DHANUHA",694,524,0,1218,374,303,0,677,10,0,52,19,251,309,19,13,2,0,0,0,0,1,1,1,3,6,677
223,P.S.JEETAPUR,623,448,0,1071,268,210,0,478,478,0,45,45,113,259,9,3,1,0,1,0,1,0,0,0,0,1,478
224,"P.S.RAGHORAM PATTI KHAS",431,380,1,812,268,247,0,515,515,0,6,8,274,209,5,0,1,0,1,0,0,0,1,3,2,5,515
225,P.S.KOTIGAON,422,383,0,805,193,226,0,419,419,0,51,8,87,241,14,6,0,1,1,1,0,0,3,2,0,4,419
226,P.S.KOTIGAON,343,319,0,662,162,159,0,321,318,0,31,2,213,57,4,2,0,2,0,0,0,1,1,4,1,3,321
227,P.S.KOTIGAON,668,560,0,1228,254,241,0,495,487,0,39,8,55,337,25,2,1,0,1,0,0,3,3,4,2,15,495
228,P.S.NEWADA,391,322,0,713,223,159,0,382,367,0,3,6,27,334,9,0,0,0,0,0,0,0,1,1,0,1,382
229,P.S.NEWADA,431,339,0,770,216,226,0,442,380,0,11,7,207,182,11,5,2,1,0,1,0,1,2,5,6,1,442
230,P.S.SORAHA,427,420,0,847,212,225,0,437,437,0,29,8,131,234,12,1,0,2,0,0,0,1,5,6,6,2,437
231,"K.P.S.PURE DAYAL",251,233,0,484,156,142,0,298,276,0,17,2,56,200,8,4,0,1,0,0,0,0,0,5,1,4,298
232,"K.P.S.PURE DAYAL",765,622,0,1387,404,287,0,691,608,0,143,5,7,505,13,4,0,1,0,1,1,3,2,1,1,4,691
233,P.S.BHARATHIPUR,657,565,0,1222,340,334,0,674,555,0,12,12,293,344,4,3,0,0,0,0,1,1,1,2,0,1,674
234,P.S.BHARATHIPUR,426,354,0,780,171,178,0,349,340,0,6,10,191,123,3,2,0,1,1,2,1,2,0,2,1,4,349
235,P.S.RAGHUNATHPUR,347,320,0,667,205,209,0,414,411,0,4,1,236,147,8,1,0,0,0,0,0,2,3,8,1,3,414
236,K.P.S.SAKARA,661,563,0,1224,303,301,0,604,178,0,84,48,142,290,18,5,1,1,0,3,0,0,3,1,3,5,604
237,P.S.PARMALPUR,608,521,0,1129,292,300,0,592,80,0,23,6,157,367,14,5,1,1,1,1,0,1,0,8,2,5,592
238,P.S.PARMALPUR,334,285,0,619,171,163,0,334,334,0,23,3,88,204,4,3,2,1,0,0,1,1,0,3,0,1,334
239,"HANUMAN U.M.V.DEHUWA",576,505,0,1081,301,305,0,606,604,0,18,7,107,429,17,4,0,0,2,0,0,1,4,5,2,10,606
240,"HANUMAN U.M.V.DEHUWA",796,748,0,1544,376,301,0,677,76,0,118,36,106,351,31,6,2,1,3,1,4,2,2,8,2,4,677
241,"P.S.RAMPUR NISFI",381,345,0,726,238,217,0,455,442,0,114,22,101,193,6,5,0,0,0,0,0,1,6,3,2,2,455
242,P.S.MOHANPUR,310,288,0,598,158,187,0,345,343,0,13,4,153,150,2,2,0,2,1,0,0,0,1,6,6,5,345
243,P.S.MOHANPUR,415,379,0,794,182,195,0,377,127,0,32,10,97,224,7,1,2,1,0,0,1,0,1,0,0,1,377
244,P.S.MOHANPUR,340,297,0,637,199,185,0,384,325,0,45,5,19,288,10,2,0,0,2,2,0,1,2,3,1,4,384
245,"P.S.PATTI BHARAT RAI",487,434,0,921,271,266,0,537,230,0,24,3,291,206,6,0,0,1,0,0,0,1,0,5,0,0,537
246,"JHS NONARA",305,275,0,580,167,181,0,348,3,0,58,5,187,92,2,0,0,0,0,2,0,0,0,0,0,2,348
247,"JHS NONARA",322,297,0,619,165,197,0,362,285,0,43,14,93,187,11,2,1,0,0,2,0,2,0,3,0,4,362
248,"P.S.PATTI KIRAT RAI",712,614,0,1326,308,325,0,633,633,0,66,11,220,297,15,5,0,0,4,1,2,0,2,6,0,4,633
249,"P.S.PATTI KIRAT RAI",397,318,0,715,178,126,0,304,262,0,10,18,75,175,7,1,0,0,3,1,4,0,1,1,3,5,304
250,"P.S.PATTI KIRAT RAI",201,212,0,413,90,100,0,190,134,0,4,4,107,62,4,2,0,0,1,0,0,0,2,1,1,2,190
251,P.S.DHANANJAIPUR,590,531,0,1121,316,304,0,620,10,0,90,27,251,211,12,9,0,1,1,1,1,1,3,3,5,4,620
252,P.S.THATHAR,642,578,0,1220,360,402,0,762,342,0,34,8,171,514,12,9,0,0,1,1,0,0,2,5,4,1,762
253,"P.S.CHAK BADAWAL",224,193,0,417,98,110,0,208,180,0,32,14,58,90,2,5,0,1,0,0,0,0,0,4,1,1,208
254,K.P.S.RIKEBIPUR,697,591,0,1288,315,284,0,599,572,0,51,31,103,379,15,5,1,0,0,1,0,1,3,7,1,1,599
255,K.P.S.RIKEBIPUR,277,255,0,532,155,156,0,311,311,0,43,18,21,221,4,0,0,0,0,0,0,0,0,3,0,1,311
256,P.S.BHARSATH,702,661,0,1363,330,387,0,717,717,0,64,27,202,383,13,12,1,0,1,0,0,0,4,5,2,3,717
257,P.S.MAHEWA,423,344,0,767,236,222,0,458,68,0,155,9,28,225,8,8,0,0,2,0,2,2,3,5,3,8,458
258,P.S.KOLWARI,691,642,0,1333,370,358,0,728,493,0,41,10,145,476,26,2,3,0,1,0,1,5,4,6,3,5,728
259,P.S.KOLWARI,217,221,0,438,133,164,0,297,10,0,4,4,195,82,1,0,0,0,0,2,0,2,2,4,1,0,297
260,P.S.HATHERA,688,615,0,1303,336,287,0,623,10,0,29,52,41,477,7,2,0,0,1,0,1,3,3,4,0,3,623
261,P.S.HATHERA,287,250,0,537,141,153,0,294,10,0,15,12,40,212,3,5,0,0,0,0,1,0,3,0,1,2,294
262,"JHS BHAWANIGANJ STHIT GRAM KHARAGASIPUR",567,533,0,1100,304,321,0,625,93,0,179,13,273,134,9,1,3,1,3,1,0,0,2,3,2,1,625
263,P.S.JAMALPUR,664,613,0,1277,379,351,0,730,730,0,26,49,111,492,20,1,2,1,4,1,3,2,4,7,2,5,730
264,P.S.GOTHU,745,588,0,1333,363,399,0,762,738,0,153,22,286,246,13,9,2,0,2,2,3,1,3,4,7,9,762
265,P.S.MADI,621,561,0,1182,317,396,0,713,713,0,212,10,214,217,15,7,0,1,6,1,1,4,2,6,8,9,713
266,P.S.DALPATPUR,644,585,0,1229,323,303,0,626,626,0,246,12,58,278,11,3,2,3,0,1,2,2,0,1,1,6,626
267,P.S.DHANETHU,410,374,0,784,205,240,0,445,445,0,62,38,108,201,8,4,0,3,3,4,0,0,4,3,0,7,445
268,P.S.DHANETHU,530,441,0,971,246,210,0,456,10,0,7,30,115,283,7,9,0,1,0,0,1,1,0,1,0,1,456
269,P.S.DHANETHU,665,626,0,1291,326,403,0,729,728,0,62,31,163,376,29,18,14,1,3,4,3,1,5,11,2,6,729
270,P.S.KESHAVPUR,544,433,0,977,299,245,0,544,239,0,15,22,60,390,24,1,1,1,1,2,2,4,3,12,4,2,544
271,P.S.BENIPUR,334,266,0,600,192,157,0,349,349,0,152,9,18,142,8,3,1,0,0,1,0,0,3,1,1,10,349
272,P.S.LAGDHARPUR,531,477,0,1008,298,281,0,579,579,0,17,16,84,425,15,8,1,1,0,1,0,2,0,4,4,1,579
273,P.S.KOHADA,737,626,0,1363,350,355,0,705,705,0,125,25,144,341,18,3,1,4,6,2,3,3,2,12,6,10,705
274,"P.S.NEW BUILDING NONARI",631,536,0,1167,263,237,0,500,499,0,52,19,199,208,5,4,1,0,0,0,1,0,2,3,4,2,500
275,P.S.RAIBHANPUR,428,368,0,796,188,155,0,343,290,0,25,6,169,117,9,0,1,1,2,1,1,2,1,3,2,3,343
276,P.S.BALLIPUR,438,413,0,851,229,184,0,413,408,0,79,13,26,267,11,7,0,0,1,0,1,2,1,1,0,4,413
277,"JHS MAHATHIYA",490,439,1,930,236,207,0,443,10,0,162,13,13,227,8,5,1,0,0,2,2,1,2,2,1,4,443
278,"PANCHAYAT BHAWAN JAISINGHPUR",665,623,0,1288,352,388,0,740,738,0,123,22,173,359,23,6,1,1,2,4,0,1,2,9,6,8,740
279,P.S.CHAKAIPUR,750,658,0,1408,311,386,0,697,697,0,168,30,112,320,27,13,2,3,1,1,1,0,2,8,5,4,697
280,P.S.DUBAN,392,354,0,746,177,195,0,372,330,0,19,25,38,251,8,11,0,1,1,1,1,0,1,5,3,7,372
281,P.S.SAHIJANI,385,333,0,718,191,215,0,406,406,0,25,13,156,180,14,4,1,0,0,0,1,1,4,5,1,1,406
282,P.S.KAZIHAD,534,468,0,1002,288,285,0,573,563,0,42,1,376,135,6,2,1,2,0,1,1,0,0,1,5,0,573
283,P.S.KAZIHAD,464,379,0,843,262,200,0,462,462,0,77,17,72,277,4,11,1,0,0,0,0,0,0,0,0,3,462
284,P.S.KAZIHAD,537,487,0,1024,270,236,0,506,506,0,41,19,61,359,11,5,1,0,0,0,1,1,1,2,0,4,506
285,"SHRI SAHDEV I.C.BHODA",540,468,0,1008,246,238,0,484,50,0,41,9,73,319,16,3,2,1,1,2,0,2,9,2,0,4,484
286,"SHRI SAHDEV I.C.BHODA",390,318,0,708,153,164,0,317,312,0,5,11,43,241,10,0,1,0,0,0,0,0,1,1,3,1,317
287,P.S.SIKRAUR,861,705,0,1566,460,436,0,896,315,0,155,44,272,351,24,10,2,2,2,2,3,3,6,11,5,4,896
288,P.S.RAJAPUR,478,393,0,871,248,253,0,501,411,0,42,6,36,391,15,3,0,0,0,2,0,0,2,4,0,0,501
289,P.S.SEETHUPUR,508,436,0,944,208,205,0,413,104,0,1,1,144,253,3,0,0,0,1,0,0,0,0,8,1,1,413
290,P.S.KAMARUDDINPUR,491,456,0,947,275,247,0,522,522,0,19,19,168,294,9,5,1,1,1,0,0,0,1,1,1,2,522
291,P.S.KAMARUDDINPUR,486,371,0,857,260,222,0,482,174,0,26,8,5,397,20,10,2,0,0,0,0,0,1,5,3,5,482
292,P.S.KAMARUDDINPUR,592,447,0,1039,290,242,0,532,525,0,271,38,10,179,15,4,2,0,0,0,3,0,2,4,3,1,532
293,P.S.KATHAWATIYA,361,301,0,662,181,162,0,343,10,0,59,22,42,206,8,0,3,0,0,1,0,0,0,1,1,0,343
294,"HANUMANT JHS KATHAWATIYA",449,384,0,833,255,226,0,481,10,0,54,26,83,305,7,2,0,0,0,0,1,0,0,3,0,0,481
295,"JHS PRITHVIPUR",721,699,0,1420,402,397,0,799,799,0,53,16,85,627,5,3,0,0,1,0,1,0,2,2,1,3,799
296,P.S.NOORPUR,538,473,0,1011,280,303,0,583,200,0,25,13,173,304,18,21,4,3,2,0,2,0,1,3,6,8,583
297,P.S.NOORPUR,400,402,0,802,211,204,0,415,7,0,82,20,35,268,6,2,0,0,0,0,1,0,0,1,0,0,415
298,P.S.HARIHARPUR,697,653,0,1350,400,349,0,749,749,0,342,36,17,317,22,1,3,1,1,1,0,2,0,2,1,3,749
299,P.S.HARIHARPUR,527,457,1,985,263,275,0,538,538,0,54,14,49,384,19,3,3,2,2,0,0,1,2,2,2,1,538
300,"PANCHAYAT BHAWAN CHILAI",232,204,0,436,154,167,0,321,112,0,7,11,57,226,7,2,0,1,0,0,6,0,1,1,2,0,321
301,P.S.BASUPUR,430,317,0,747,186,156,0,342,4,0,19,20,132,133,8,6,0,0,0,1,10,0,2,1,4,6,342
302,P.S.BASUPUR,601,526,0,1127,294,233,0,527,527,0,77,14,82,312,12,11,2,0,2,0,4,1,2,0,1,7,527
303,"P.S.KARAUNDI KALA",457,364,0,821,344,225,0,569,3,0,16,60,144,277,22,6,15,12,0,0,0,1,10,2,0,4,569
304,P.S.GHAGHARPUR,490,415,0,905,271,270,0,541,320,0,6,46,98,356,9,16,0,0,0,0,2,1,1,4,2,0,541
305,P.S.JAAMDEEH,434,414,0,848,260,216,0,476,227,0,213,13,28,191,11,0,0,1,2,0,0,0,2,5,6,4,476
306,P.S.JAAMDEEH,361,339,0,700,197,235,0,432,154,0,140,19,108,131,12,3,0,0,1,1,0,0,6,2,2,7,432
307,"P.S.SARAIDEEH WEST SIDE",490,394,0,884,232,220,0,452,452,0,17,28,126,269,6,1,0,0,1,0,0,1,1,2,0,0,452
308,"P.S.SARAIDEEH SOUTH SIDE",725,465,0,1190,344,248,0,592,580,0,190,31,267,84,5,0,0,1,0,2,1,0,2,1,1,7,592
309,"P.S.PATTI JIYARAI EAST SIDE",671,528,0,1199,318,291,0,609,2,0,48,3,176,347,18,4,2,1,0,1,3,0,0,3,2,1,609
310,"P.S.PATTI JIYARAI WEST SIDE",569,447,0,1016,280,253,0,533,533,0,49,15,46,386,20,0,1,1,0,2,0,0,2,3,3,5,533
311,"P.S.BHADKHIN EAST SIDE",728,678,0,1406,352,342,0,694,97,0,95,33,169,329,28,7,0,0,1,3,1,1,6,11,3,7,694
312,"P.S.BHADKHIN WEST SIDE",770,619,0,1389,356,311,0,667,367,0,22,16,265,341,7,0,1,0,1,0,0,2,0,6,3,3,667
313,P.S.PALHANPUR,633,566,0,1199,328,353,0,681,601,0,42,13,207,359,15,3,4,0,3,1,4,4,1,7,10,8,681
314,"SADHAN SAHKARI SAMITI CHORAHA",237,206,0,443,151,138,0,289,10,0,216,3,2,57,1,0,1,0,0,1,0,1,1,2,3,1,289
315,P.S.PATAILA,529,460,0,989,314,257,0,571,138,0,67,14,152,299,17,3,0,0,2,1,3,3,0,6,1,3,571
316,P.S.MUGAUNA,439,369,0,808,229,224,0,453,10,0,183,12,176,44,3,3,16,6,1,1,0,1,0,2,3,2,453
317,"P.S.BHANPUR SECOND",719,626,0,1345,400,395,0,795,10,0,55,9,123,541,19,10,1,1,1,1,2,2,10,9,3,8,795
318,"P.S.BHANPUR SECOND",770,719,0,1489,431,499,0,930,927,0,34,12,648,187,15,5,0,2,0,3,0,2,0,12,4,6,930
319,"P.S.BHANPUR FIRST (SOUTH)",414,337,0,751,255,193,0,448,10,0,145,21,158,95,3,9,0,0,4,0,1,0,1,0,3,8,448
320,"P.S.BHANPUR FIRST",443,359,0,802,201,192,0,393,10,0,20,16,131,200,3,8,0,1,2,1,4,0,2,1,1,3,393
321,"K.P.S.RAIPUR WEST SIDE",569,508,0,1077,249,205,0,454,10,0,92,12,119,216,5,1,0,2,0,0,1,0,0,3,1,2,454
322,"K.P.S.RAIPUR EAST SIDE",635,611,0,1246,274,295,0,569,101,0,83,15,211,212,11,6,2,1,3,0,2,3,8,2,2,8,569
323,"P.S.RAIPUR FIFIAUNA",667,554,0,1221,333,259,0,592,10,0,5,17,111,437,12,3,0,1,0,0,0,0,0,1,0,5,592
324,"P.S.SURERI EAST SIDE",642,534,0,1176,319,260,0,579,386,0,124,7,143,268,8,0,0,0,1,0,1,2,7,8,2,8,579
325,"P.S.SURERI EAST SIDE",397,280,0,677,181,136,0,317,56,0,201,12,67,33,2,0,1,0,0,0,0,0,0,1,0,0,317
326,"P.S.SURERI WEST SIDE",469,381,0,850,216,205,0,421,10,0,172,26,35,173,4,2,1,0,1,0,1,0,2,3,1,0,421
327,P.S.SURERI,524,451,0,975,282,257,0,539,539,0,100,7,83,317,11,0,1,1,1,2,0,1,4,3,2,6,539
328,"P.S.SURERI NEW BUILDING",766,636,0,1402,348,357,0,705,705,0,19,12,400,249,8,1,0,1,0,1,1,2,1,2,4,4,705
329,"JHS JAGDISHPUR",624,515,0,1139,325,254,0,579,200,0,95,13,54,348,12,4,14,3,0,1,8,3,5,5,4,10,579
330,P.S.MALETHU,765,613,0,1378,431,325,0,756,525,0,219,14,22,473,15,1,1,1,0,1,2,0,3,1,2,1,756
331,"P.S.MALETHU EAST SIDE",406,333,0,739,227,199,0,426,426,0,69,2,296,54,0,0,0,1,0,0,0,0,0,3,0,1,426
332,P.S.HIRAPATTI,485,423,0,908,271,281,0,552,551,0,153,5,122,244,8,2,0,1,2,0,0,2,1,4,0,8,552
333,"JHS ADIYAR EAST SIDE",764,654,0,1418,358,341,0,699,669,0,144,30,210,285,9,2,0,0,2,1,0,1,3,8,2,2,699
334,"P.S.ADIYAR WEST SIDE",752,650,0,1402,377,322,0,699,85,0,29,42,47,538,23,2,1,1,1,0,2,0,2,5,2,4,699
335,P.S.ADIYAR,851,740,0,1591,378,325,0,703,311,0,89,21,195,333,30,8,3,3,0,1,1,0,2,12,3,2,703
336,P.S.MURKATIYA,492,417,0,909,295,288,0,583,471,0,88,6,272,190,8,4,3,1,1,0,0,1,0,2,4,3,583
337,"P.S.KOCHARI EAST SIDE",644,535,0,1179,350,268,0,618,206,0,88,18,168,309,15,3,2,1,3,0,0,1,1,6,2,1,618
338,"P.S.KOCHARI WEST SIDE",619,477,0,1096,289,250,0,539,109,0,114,24,94,277,7,1,0,1,2,1,0,4,1,7,2,4,539
