"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
152,"CHILDREN ACADEMI VIJAYNAGAR A BLOCK",576,408,0,984,278,186,0,464,464,0,224,29,180,10,0,13,0,0,0,0,1,0,0,1,2,4,464
153,"CHILDREN ACADEMI VIJAYNAGAR A BLOCK",622,435,0,1057,319,198,0,517,514,0,311,10,170,3,2,16,0,0,0,0,0,0,1,1,2,1,517
154,"CERIJ AND BEGUN TRAINIG CENTER BHOOD",369,284,0,653,231,156,0,387,346,0,29,48,254,10,0,40,0,0,0,0,1,0,0,1,2,2,387
155,"CERIJ AND BEGUN TRAINIG CENTER BHOOD",539,363,0,902,282,175,0,457,282,0,49,87,248,10,0,55,0,0,0,0,0,0,1,1,0,6,457
156,"ROZ BAIL PUBLIC SCHOOL BHUD BHARAT NAGAR",491,362,0,853,271,195,0,466,396,0,45,72,289,13,0,38,0,0,0,1,1,0,1,1,5,0,466
157,"M.P.PUBLIC SCHOOL BHUD BHARAT NAGAR",489,441,0,930,317,265,0,582,500,0,38,110,385,7,0,34,0,0,0,0,1,2,2,1,2,0,582
158,"M.P.PUBLIC SCHOOL BHUD BHARAT NAGAR",692,530,0,1222,409,250,0,659,652,0,62,55,479,19,0,27,0,0,0,2,2,0,0,2,3,8,659
159,"UTTAR RAILWAY SCOUT HUT BHUDBHARAT NAGAR",726,617,0,1343,432,346,0,778,660,0,50,90,580,16,1,32,0,0,0,1,0,0,1,3,1,3,778
160,"UTTAR RAILWAY SCOUT HUT BHUDBHARAT NAGAR",539,432,0,971,294,216,0,510,431,0,43,33,404,12,0,11,1,0,0,0,0,0,1,2,1,2,510
161,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",542,352,0,894,261,150,0,411,260,0,54,61,260,21,1,3,1,1,0,0,0,0,0,0,4,5,411
162,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",687,482,0,1169,353,210,0,563,553,0,93,203,174,64,1,17,0,0,0,2,1,0,1,2,2,3,563
163,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",365,330,0,695,172,132,0,304,289,0,44,90,119,39,2,8,0,0,0,0,0,0,0,0,1,1,304
164,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",501,353,0,854,237,147,0,384,107,0,92,101,143,29,1,9,0,0,0,0,1,0,0,2,0,6,384
165,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",435,363,0,798,246,154,0,400,395,0,15,25,335,9,0,7,1,0,0,1,0,0,2,2,3,0,400
166,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",457,374,0,831,233,183,0,416,267,0,99,83,197,16,0,11,0,0,0,0,1,0,1,0,5,3,416
167,"GYANDEEP SHIKSHA NIKETAN KAILASHNAGAR",637,491,0,1128,379,272,0,651,646,0,184,35,397,8,0,14,0,0,0,0,1,3,1,4,3,1,651
168,"SARVHITKARI JUNIOR HIGH SCHOOL KAILASHNAGAR",441,391,0,832,261,222,0,483,461,0,50,40,343,23,0,20,0,0,1,0,1,0,1,2,2,0,483
169,"SARVHITKARI JUNIOR HIGH SCHOOL KAILASHNAGAR",721,618,0,1339,415,303,0,718,108,0,139,39,480,19,1,25,1,0,2,1,0,1,2,0,5,3,718
170,"SARVHITKARI JUNIOR HIGH SCHOOL KAILASHNAGAR",628,539,0,1167,402,307,0,709,307,0,338,32,281,24,0,30,0,1,0,0,1,0,0,1,0,1,709
171,"SARVHITKARI JUNIOR HIGH SCHOOL KAILASHNAGAR",633,475,0,1108,349,235,0,584,584,0,257,21,250,18,0,27,0,1,1,0,0,0,0,1,1,7,584
172,"SARVHITKARI JUNIOR HIGH SCHOOL KAILASHNAGAR",363,335,0,698,223,164,0,387,361,0,10,26,308,17,0,17,0,1,0,0,1,2,0,2,3,0,387
173,"SERON PUBLIC JUNIOR HIGH SCHOOL GAUPURI",817,648,0,1465,432,314,0,746,673,0,25,55,598,20,0,37,1,0,0,1,1,0,0,2,4,2,746
174,"SERON PUBLIC JUNIOR HIGH SCHOOL GAUPURI",590,523,0,1113,419,349,0,768,768,0,81,43,578,19,1,38,0,0,0,0,0,1,1,1,1,4,768
175,"H.H.M.K. INTER COLLEGE VIJAYNAGAR",425,352,0,777,264,198,0,462,380,0,262,38,122,15,0,21,0,0,0,1,0,0,0,0,0,3,462
176,"H.H.M.K. INTER COLLEGE VIJAYNAGAR",426,346,0,772,225,137,0,362,356,0,168,31,139,9,0,11,1,0,1,0,1,0,1,0,0,0,362
177,"H.H.M.K. INTER COLLEGE VIJAYNAGAR",612,478,0,1090,268,375,0,643,625,0,68,55,427,20,0,55,1,2,0,1,1,0,0,4,7,2,643
178,"H.H.M.K. INTER COLLEGE VIJAYNAGAR",516,402,0,918,290,182,0,472,472,0,32,69,306,9,2,40,2,2,0,0,0,1,0,4,3,2,472
179,"H.H.M.K. INTER COLLEGE VIJAYNAGAR",295,261,0,556,173,143,0,316,293,0,24,35,222,3,0,27,0,0,0,0,1,0,0,1,2,1,316
180,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",646,498,0,1144,294,165,0,459,215,0,17,385,6,29,0,15,0,0,0,0,1,0,1,0,4,1,459
181,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",527,397,0,924,294,169,0,463,256,0,12,405,7,12,0,23,1,0,0,0,0,1,0,0,0,2,463
182,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",566,416,0,982,334,227,0,561,561,0,26,428,63,18,0,15,1,0,0,4,1,2,0,2,0,1,561
183,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",478,376,0,854,240,140,0,380,379,0,12,307,19,34,0,6,0,0,0,0,0,1,0,1,0,0,380
184,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",519,386,0,905,301,190,0,491,425,0,16,430,4,33,0,4,0,0,0,0,0,0,0,0,2,2,491
185,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",391,283,0,674,253,127,0,380,330,0,17,317,5,26,1,11,0,0,0,1,0,0,0,0,0,2,380
186,"F.D.JUNIOR HIGH SCHOOL TAKIYA KAILA",516,354,0,870,291,166,0,457,366,0,10,407,4,23,1,6,0,0,0,0,0,0,2,0,2,2,457
187,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",465,286,0,751,264,112,0,376,346,0,10,289,20,18,0,33,0,0,0,1,0,0,0,1,2,2,376
188,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",479,289,0,768,208,95,0,303,210,0,9,258,1,29,0,4,0,0,0,0,0,0,0,0,1,1,303
189,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",545,302,0,847,252,103,0,355,308,0,6,293,4,43,0,5,0,1,0,0,0,1,0,0,0,2,355
190,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",781,475,0,1256,482,122,0,604,402,0,8,478,30,69,2,10,1,1,1,0,0,0,0,0,0,4,604
191,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",573,432,0,1005,323,232,0,555,290,0,10,464,8,65,0,5,0,0,0,0,1,0,0,0,2,0,555
192,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",703,475,0,1178,422,252,0,674,658,0,11,517,6,122,0,13,1,0,1,1,0,0,0,0,2,0,674
193,"NAGAR NIGAM KANYA INTER COLLEGE GULZAR",436,267,0,703,262,127,0,389,365,0,5,313,5,58,0,4,1,0,0,1,0,0,1,1,0,0,389
194,"PRIMARY SCHOOL KAILA",799,603,0,1402,416,239,0,655,530,0,9,540,12,59,1,28,0,0,0,1,0,0,1,2,0,2,655
195,"PRIMARY SCHOOL KAILA",617,482,0,1099,367,192,0,559,192,0,18,493,1,18,0,19,0,0,0,1,0,0,1,0,3,5,559
196,"PRIMARY SCHOOL KAILA GENRAL",542,411,0,953,324,204,0,528,285,0,16,466,4,28,0,12,0,1,0,0,0,0,0,0,1,0,528
197,"PRIMARY SCHOOL KAILA GENRAL",751,570,0,1321,420,280,0,700,280,0,15,523,29,99,0,30,1,0,0,1,0,1,0,0,0,1,700
198,"PRIMARY SCHOOL KAILA GENRAL",860,611,0,1471,449,272,0,721,702,0,27,608,13,41,0,22,1,0,0,5,0,0,1,2,0,1,721
199,"PRIMARY SCHOOL KAILA GENRAL",888,618,0,1506,374,226,0,600,600,0,19,503,8,44,0,14,2,1,2,1,1,1,0,1,1,2,600
200,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",517,427,0,944,264,178,0,442,318,0,15,385,16,20,0,6,0,0,0,0,0,0,0,0,0,0,442
201,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",536,357,0,893,334,176,0,510,302,0,20,446,9,24,0,8,0,0,0,0,0,1,0,0,0,2,510
202,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",552,404,0,956,294,153,0,447,430,0,7,381,16,26,0,13,0,0,0,0,1,0,1,1,1,0,447
203,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",805,627,0,1432,395,218,0,613,592,0,13,553,3,27,0,13,1,0,1,0,1,0,0,0,1,0,613
204,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",316,277,0,593,161,109,0,270,270,0,10,121,113,11,0,9,0,0,1,0,2,0,0,0,2,1,270
205,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",399,306,0,705,219,150,0,369,150,0,54,210,83,14,0,5,1,0,1,0,0,0,0,1,0,0,369
206,"NAGAR PALIKA JUNIOR HIGH SCHOOL KAILA BHATTA",896,678,0,1574,496,360,0,856,854,0,202,193,421,19,1,5,0,0,0,2,0,0,1,3,5,4,856
207,"MAHANANDA MISHAN HIGH SCHOOL PATEL MARG",564,439,0,1003,343,282,0,625,282,0,159,34,391,10,0,20,0,0,0,2,0,0,0,0,2,7,625
208,"MAHANANDA MISHAN HIGH SCHOOL PATEL MARG",477,368,0,845,283,211,0,494,480,0,98,36,328,8,0,17,0,0,0,2,0,0,1,0,1,3,494
209,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",734,616,0,1350,360,242,0,602,442,0,110,44,399,17,0,23,0,0,1,0,0,0,0,0,3,5,602
210,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",553,381,0,934,243,163,0,406,376,0,60,35,258,20,0,24,1,0,0,0,1,0,0,0,4,3,406
211,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",562,427,0,989,372,255,0,627,410,0,383,20,191,5,1,12,1,0,2,4,1,0,0,1,2,4,627
212,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",622,520,0,1142,340,258,0,598,586,0,329,31,203,8,0,22,0,0,1,0,0,0,1,0,2,1,598
213,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",793,610,0,1403,402,286,0,688,583,0,369,39,232,7,0,27,1,0,0,1,0,1,0,1,4,6,688
214,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",760,573,0,1333,473,287,0,760,736,0,329,56,322,14,1,28,2,0,0,0,0,0,1,1,1,5,760
215,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",461,372,0,833,215,164,0,379,300,0,257,12,92,5,1,11,0,0,0,0,0,0,0,0,0,1,379
216,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",522,399,0,921,240,177,0,417,416,0,195,18,181,5,0,14,0,0,0,0,0,0,0,0,1,3,417
217,"DR. B.R.AMBEDKAR SCHOOL PATELNAGAR",772,607,0,1379,559,380,0,939,380,0,168,77,636,32,1,11,1,0,0,0,0,0,2,0,2,9,939
218,"SPRING DELL PUBLIC SCHOOL PATELNAGAR",655,635,0,1290,430,392,0,822,752,0,63,56,621,15,1,60,0,0,0,1,1,0,0,0,0,4,822
219,"SPRING DELL PUBLIC SCHOOL PATELNAGAR",322,294,0,616,230,205,0,435,435,0,18,53,328,3,0,32,0,0,0,0,0,0,0,0,0,1,435
220,"SPRING DELL PUBLIC SCHOOL PATELNAGAR",706,625,0,1331,395,296,0,691,635,0,93,64,494,10,3,21,0,2,0,0,0,0,2,0,1,1,691
221,"SPRING DELL PUBLIC SCHOOL PATELNAGAR",451,323,0,774,178,129,0,307,307,0,54,20,201,12,0,17,0,0,0,0,0,0,1,0,2,0,307
222,"SPRING DELL PUBLIC SCHOOL PATELNAGAR",537,476,0,1013,328,271,0,599,564,0,81,60,400,17,0,31,0,1,0,0,0,2,0,0,1,6,599
223,"SPRING DELL PUBLIC SCHOOL PATELNAGAR",725,702,0,1427,454,472,0,926,848,0,86,64,708,10,0,47,0,0,7,0,0,0,0,0,2,2,926
224,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",542,372,0,914,311,229,0,540,488,0,154,36,313,20,0,9,0,1,0,1,1,0,0,0,1,4,540
225,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",662,446,0,1108,343,202,0,545,503,0,165,8,342,16,1,7,0,0,0,0,0,1,0,1,2,2,545
226,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",749,520,0,1269,440,271,0,711,650,0,245,30,403,10,0,11,0,0,0,0,3,0,1,2,2,4,711
227,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",892,678,2,1572,410,285,0,695,695,0,350,23,282,7,6,6,1,1,2,0,1,1,1,2,3,9,695
228,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",641,421,0,1062,301,142,0,443,410,0,28,282,67,40,0,17,0,1,0,0,0,0,1,1,2,4,443
229,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",945,651,0,1596,513,230,0,743,632,0,73,415,142,62,0,47,0,0,0,0,0,0,1,1,2,0,743
230,"CHO.SHIBBN SINGH JUNIOR HIGH SCHOOL SIBBANPURA",807,566,0,1373,384,209,0,593,220,0,37,392,79,31,0,42,3,1,0,1,2,1,1,0,1,2,593
231,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",577,420,0,997,336,208,0,544,121,0,103,23,366,26,0,20,0,0,1,0,0,0,0,0,2,3,544
232,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",842,561,0,1403,389,278,0,667,67,0,136,33,420,62,0,11,0,0,1,0,0,0,0,1,2,1,667
233,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",670,476,0,1146,378,226,0,604,550,0,145,50,360,24,0,18,0,0,0,0,0,0,1,2,3,1,604
234,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",817,520,0,1337,403,242,0,645,501,0,129,22,449,17,0,12,1,0,0,1,0,0,1,2,2,9,645
235,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",403,281,0,684,194,148,0,342,322,0,46,26,255,9,0,5,0,0,0,0,0,0,0,0,0,1,342
236,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",526,363,0,889,288,183,0,471,382,0,79,32,296,46,1,14,0,0,0,0,0,0,1,0,0,2,471
237,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",606,415,0,1021,273,176,0,449,382,0,125,39,244,28,0,6,0,0,0,0,0,0,0,2,4,1,449
238,"CHO.CHHABILDAS PUBLIC SCHOOL PATELNAGAR",801,552,0,1353,362,245,0,607,537,0,117,138,272,57,1,21,0,0,0,0,0,0,0,1,0,0,607
239,"GEETA SANJAY PUBLIC MEMO.SCHOOL",462,390,0,852,340,254,0,594,564,0,7,25,540,4,0,14,0,0,0,0,0,0,0,2,0,2,594
240,"GEETA SANJAY PUBLIC MEMO.SCHOOL",453,460,0,913,334,308,0,642,463,0,10,44,539,15,0,31,0,0,0,0,0,0,0,0,0,3,642
241,"GEETA SANJAY PUBLIC MEMO.SCHOOL",961,911,0,1872,577,519,0,1096,1096,0,36,108,875,26,0,46,0,0,0,0,0,0,0,0,1,4,1096
242,"MANOHARI VIDYA MANDIR H.SECONDRY SCHOOL",640,513,0,1153,443,216,0,659,379,0,142,117,294,33,0,44,0,7,4,1,0,0,3,3,5,6,659
243,"MANOHARI VIDYA MANDIR H.SECONDRY SCHOOL",748,629,0,1377,471,330,0,801,765,0,49,91,598,13,0,45,0,0,0,0,0,0,0,0,0,5,801
244,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",103,89,0,192,63,54,0,117,92,0,1,32,59,0,0,25,0,0,0,0,0,0,0,0,0,0,117
245,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",708,534,0,1242,365,246,0,611,551,0,135,113,313,11,1,25,1,2,1,0,1,0,0,2,3,3,611
246,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",562,444,0,1006,272,212,0,484,434,0,130,89,219,5,0,30,0,2,2,0,2,0,1,0,1,3,484
247,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",310,251,0,561,167,139,0,306,299,0,24,37,229,4,0,12,0,0,0,0,0,0,0,0,0,0,306
248,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",554,397,0,951,348,269,0,617,269,0,435,28,139,2,1,4,0,0,0,0,2,1,0,0,1,4,617
249,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",578,575,0,1153,434,383,0,817,601,0,17,81,641,19,0,56,0,0,0,0,1,0,0,0,0,2,817
250,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",790,725,0,1515,533,436,0,969,959,0,54,73,782,14,0,40,0,0,0,0,0,1,2,0,0,3,969
251,"SETH MUKANDLAL INTER COLLEGE MUKANDNAGAR",738,627,0,1365,480,340,0,820,750,0,69,114,569,9,0,52,1,1,0,0,0,0,0,0,3,2,820
252,"PRIMARY SCHOOL SIHANI GATE",613,558,0,1171,437,351,0,788,325,0,12,66,662,14,0,24,0,0,0,0,0,0,1,1,3,5,788
253,"PRIMARY SCHOOL SIHANI GATE",177,131,0,308,91,71,0,162,106,0,7,3,147,3,0,1,0,0,0,0,0,0,0,0,0,1,162
254,"PRIMARY SCHOOL SIHANI GATE",381,297,0,678,238,175,0,413,408,0,134,22,235,4,1,12,0,0,0,1,0,0,0,1,0,3,413
255,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",511,454,0,965,360,275,0,635,610,0,7,106,492,3,0,25,0,0,0,0,0,0,0,1,1,0,635
256,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",552,486,0,1038,367,252,0,619,600,0,7,62,537,4,0,7,0,0,0,0,0,0,0,0,1,1,619
257,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",330,301,0,631,227,178,0,405,317,0,22,43,325,6,0,6,0,0,0,0,0,0,0,0,2,1,405
258,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",323,284,0,607,196,160,0,356,168,0,68,25,247,3,0,10,0,0,0,0,0,0,0,1,1,1,356
259,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",338,290,0,628,238,196,0,434,411,0,14,33,364,5,0,14,0,0,0,1,0,0,0,0,1,2,434
260,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",412,348,0,760,283,216,0,499,354,0,6,89,381,3,0,20,0,0,0,0,0,0,0,0,0,0,499
261,"NAGAR PALIKA BALIKA INTER COLLEGE CHANDERPURI",458,381,0,839,256,210,0,466,458,0,17,57,373,5,0,9,0,0,0,0,0,1,0,2,0,2,466
262,"THAKURDWARA BALIKA VIDYALAY HAPUR MOD",558,460,0,1018,361,242,0,603,596,0,20,478,26,56,0,17,0,0,0,0,0,2,0,3,0,1,603
263,"THAKURDWARA BALIKA VIDYALAY HAPUR MOD",549,465,0,1014,374,237,0,611,597,0,10,182,320,68,0,26,0,0,1,1,0,0,0,1,0,2,611
264,"THAKURDWARA BALIKA VIDYALAY HAPUR MOD",387,353,0,740,225,177,0,402,402,0,15,29,338,3,0,10,0,1,0,0,0,0,0,1,4,1,402
265,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",405,358,0,763,258,193,0,451,451,0,26,91,302,4,0,21,0,1,0,1,0,1,0,0,2,2,451
266,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",539,468,0,1007,360,287,0,647,625,0,100,91,403,5,1,41,1,0,0,1,2,0,0,0,1,1,647
267,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",418,374,0,792,317,240,0,557,456,0,5,64,463,2,0,20,0,0,0,0,0,0,0,1,0,2,557
268,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",260,230,0,490,186,142,0,328,305,0,21,80,179,7,1,28,2,1,0,0,0,2,0,2,3,2,328
269,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",551,413,0,964,339,221,0,560,530,0,62,153,279,6,0,47,0,1,0,1,2,1,0,4,1,3,560
270,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",740,410,0,1150,415,244,0,659,633,0,27,327,254,31,0,13,1,0,0,0,0,1,0,1,0,4,659
271,"SHAMBHU DAYAL DIGRI COLLEGE GHAZIABAD",318,276,0,594,198,170,0,368,48,0,92,81,169,1,0,18,2,0,1,0,1,0,0,0,2,1,368
272,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",882,708,0,1590,342,301,0,643,347,0,170,185,218,10,0,54,0,0,0,0,0,0,1,0,1,4,643
273,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",373,333,0,706,234,161,0,395,364,0,18,59,284,6,0,21,0,1,0,0,1,0,0,1,3,1,395
274,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",749,549,0,1298,408,257,0,665,660,0,37,231,348,17,2,19,0,0,2,1,1,0,0,1,4,2,665
275,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",590,490,0,1080,307,218,0,525,525,0,29,220,223,23,1,24,2,0,0,0,1,1,0,0,1,0,525
276,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",454,373,0,827,229,187,0,416,215,0,18,40,323,4,0,27,0,0,0,0,0,1,1,1,0,1,416
277,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",632,573,0,1205,384,314,0,698,300,0,10,97,490,26,0,71,0,0,0,0,1,0,0,2,0,1,698
278,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",642,600,0,1242,441,374,0,815,700,0,34,149,567,9,0,47,1,0,0,1,0,0,0,2,1,4,815
279,"SHAMBHU DAYAL INTER COLLEGE GHAZIABAD",623,600,0,1223,386,300,0,686,424,0,34,124,445,29,1,39,2,1,1,0,0,1,1,2,2,4,686
280,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",781,677,0,1458,511,380,0,891,400,0,13,92,727,9,0,44,0,0,0,0,0,0,1,3,0,2,891
281,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",345,283,0,628,212,139,0,351,342,0,10,20,298,4,0,18,0,0,0,0,0,0,0,0,0,1,351
282,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",732,597,0,1329,409,273,0,682,568,0,32,80,528,10,0,18,1,0,1,0,1,0,1,3,3,4,682
283,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",449,381,0,830,288,171,0,459,390,0,8,59,361,5,1,22,0,0,0,0,0,0,2,0,1,0,459
284,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",712,675,0,1387,475,387,0,862,792,0,36,106,669,12,0,35,0,0,0,0,0,0,0,1,0,3,862
285,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",810,634,0,1444,464,344,0,808,735,0,52,116,588,13,0,29,3,1,0,0,0,0,0,2,2,2,808
286,"KANYA VAIDIK INTER COLLEGE GHAZIABAD",576,471,0,1047,324,237,0,561,400,0,12,146,378,7,0,16,0,0,0,0,0,0,0,0,0,2,561
287,"SANATAN DHARM INTER COLLEGE GHAZIABAD",403,359,0,762,254,195,0,449,436,0,114,73,223,13,0,12,0,0,0,1,0,0,0,3,5,5,449
288,"SANATAN DHARM INTER COLLEGE GHAZIABAD",530,463,0,993,389,262,0,651,637,0,16,81,513,11,0,25,0,0,0,0,0,0,1,0,1,3,651
289,"SANATAN DHARM INTER COLLEGE GHAZIABAD",464,406,0,870,330,271,0,601,162,0,13,82,442,13,1,44,0,0,1,0,0,0,0,1,2,2,601
290,"SANATAN DHARM INTER COLLEGE GHAZIABAD",639,559,0,1198,410,321,0,731,719,0,190,82,399,19,2,29,1,0,0,0,0,0,0,4,2,3,731
291,"SANATAN DHARM INTER COLLEGE GHAZIABAD",576,471,0,1047,353,255,0,608,86,0,195,50,335,9,0,13,0,0,0,0,0,0,0,1,0,5,608
292,"SANATAN DHARM INTER COLLEGE GHAZIABAD",395,343,0,738,276,243,0,519,223,0,385,13,84,3,15,15,0,0,0,1,0,0,0,0,1,2,519
293,"SANATAN DHARM INTER COLLEGE GHAZIABAD",395,356,0,751,263,204,0,467,331,0,317,44,78,4,11,4,0,1,2,0,0,0,0,0,1,5,467
294,"PRIMARY SCHOOL DASNA GATE",408,336,0,744,331,237,0,568,563,0,117,99,333,4,2,5,0,0,0,0,0,0,0,0,4,4,568
295,"PRIMARY SCHOOL DASNA GATE",624,569,0,1193,450,347,0,797,783,0,26,158,574,13,0,16,0,3,0,0,0,0,0,0,1,6,797
296,"JUNIOR HIGH SCHOOL DASNA GATE",507,316,0,823,394,178,0,572,529,0,42,470,40,6,0,3,2,0,0,0,0,1,0,0,5,3,572
297,"JUNIOR HIGH SCHOOL DASNA GATE",831,697,1,1529,563,416,0,979,669,0,238,303,408,14,2,6,0,1,0,1,1,2,0,0,2,1,979
298,"SITHHARTH JUNIOR HIGH SCHOOL JATWADA",743,614,0,1357,552,416,0,968,950,0,411,184,309,43,1,15,0,0,0,0,0,0,1,2,1,1,968
299,"SITHHARTH JUNIOR HIGH SCHOOL JATWADA",505,409,0,914,393,311,0,704,685,0,287,49,245,103,4,11,1,0,2,0,0,0,0,0,1,1,704
300,"SITHHARTH JUNIOR HIGH SCHOOL JATWADA",495,416,0,911,364,290,0,654,290,0,197,78,305,57,0,5,0,3,0,0,0,0,1,6,2,0,654
301,"MAHANAND MISHAN H.SECENDRY SCHOOL MODEL TOWN",390,310,0,700,218,142,0,360,218,0,24,89,204,6,0,31,0,0,0,1,0,0,2,1,0,2,360
302,"MAHANAND MISHAN H.SECENDRY SCHOOL MODEL TOWN",564,426,0,990,300,190,0,490,300,0,23,69,355,10,1,27,0,0,1,0,0,0,0,1,0,3,490
303,"MAHANAND MISHAN H.SECENDRY SCHOOL MODEL TOWN",851,752,0,1603,453,405,0,858,773,0,18,105,663,9,1,58,0,0,0,0,0,0,0,0,0,4,858
304,"MAHANAND MISHAN H.SECENDRY SCHOOL MODEL TOWN",363,327,0,690,260,232,0,492,483,0,8,42,401,12,0,26,0,0,0,0,0,0,1,0,1,1,492
305,"MAHANAND MISHAN H.SECENDRY SCHOOL MODEL TOWN",825,688,0,1513,584,357,0,941,934,0,22,100,764,4,1,39,1,0,1,0,1,0,0,0,3,5,941
306,"RAMAWATI PRIMARY SCHOOL JAIPRAKASH NAGAR",981,839,0,1820,602,395,0,997,871,0,52,56,800,30,0,54,0,0,0,0,0,0,1,1,0,3,997
