"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJIT SINGH","2 - GHULAM MOHAMMED","3 - PRASHANT CHAUDHRI","4 - DR. SATYA PAL SINGH","5 - ANIL KUMAR","6 - KRISHAN PAL","7 - YUNUSH","8 - SOMENDAR DHAKA","9 - AJAY PAL","10 - ARVIND","11 - JAIVINDRA KUMAR","12 - NISHANT","13 - RUKSANA","14 - SUBHASH CHAND KASHYAP","15 - None of the Above","Total Votes Secured"
153,"PRATHMIK VIDHALYA R. NO. 2 BADAM",408,303,0,711,325,216,0,541,540,0,58,38,27,397,6,0,0,4,0,1,3,3,2,1,1,541
154,"UCCH PRATHMIK VIDHALYA BADAM",387,288,0,675,284,188,0,472,471,0,17,23,6,416,0,1,0,2,0,0,6,0,0,0,1,472
155,"PRATHMIK VIDHALYA KHAWAJAMPUR MAJRA",477,355,0,832,308,235,0,543,543,0,43,63,129,287,2,0,0,1,0,0,4,5,8,0,1,543
156,"KHAND VIKAS KARYALYA  R. NO. 1 RASULPUR ROHTA",620,452,0,1072,522,346,0,868,865,0,562,81,8,207,0,0,0,4,0,1,2,1,2,0,0,868
157,"KHAND VIKAS KARYALYA  R. NO. 2 RASULPUR ROHTA",769,561,0,1330,572,406,0,978,978,0,338,180,302,136,1,1,0,5,1,0,3,2,3,2,4,978
158,"PRATHMIK VIDHALYA NO. 1 R. NO. 1 RASULPUR ROHTA",773,595,0,1368,615,375,0,990,920,0,29,199,626,108,0,0,0,0,0,3,7,5,6,3,4,990
159,"PRATHMIK VIDHALYA NO. 1 R. NO. 2 RASULPUR ROHTA",607,472,0,1079,416,300,0,716,711,0,287,20,12,375,3,0,1,4,0,1,5,3,1,2,2,716
160,"KANYA UCCH PRATHMIK VIDHALYA R.NO.1 RASULPUR ROHTA",687,530,0,1217,535,286,0,821,812,0,367,14,14,389,3,1,1,2,0,2,23,2,0,0,3,821
161,"KANYA UCCH PRATHMIK VIDHALYA R. NO.2 RASULPUR ROHTA",684,488,0,1172,443,322,0,765,760,0,307,65,30,342,1,1,0,5,0,1,7,2,1,0,3,765
162,"PRATHMIK VIDHALYA RASULPUR MADHI",786,582,0,1368,527,380,0,907,901,0,214,37,225,397,2,0,0,1,2,1,10,2,8,1,7,907
163,"PRATHMIK VIDHALYA NO. 2 BHOLA",579,468,0,1047,449,353,0,802,533,0,64,127,31,555,1,1,2,6,0,2,6,3,1,1,2,802
164,"PRATHMIK VIDHALYA NO.1 R. NO.1 BHOLA",542,409,0,951,428,327,0,755,755,0,65,6,279,391,1,0,0,1,0,0,1,4,3,1,3,755
165,"PRATHMIK VIDHALYA NO.1 R. NO.2 BHOLA",474,384,0,858,346,283,0,629,629,0,136,18,256,210,2,0,0,3,0,0,3,0,1,0,0,629
166,"PRATHMIK VIDHALYA SHEKHPURI",615,504,0,1119,471,380,0,851,836,0,161,262,289,128,0,0,0,1,1,1,1,2,0,3,2,851
167,"PRATHMIK VIDHALYA IDRISHPUR",740,564,0,1304,514,391,0,905,845,0,123,279,295,186,2,1,0,0,1,3,2,1,8,0,4,905
168,"PRATHMIK VIDHALYA R. NO.1 PEPLA",466,340,0,806,338,217,0,555,555,0,166,103,14,262,3,0,0,0,0,2,0,0,1,1,3,555
169,"PRATHMIK VIDHALYA R. NO.2 PEPLA",449,369,0,818,348,258,0,606,563,0,10,123,421,42,1,0,0,1,0,0,2,0,2,2,2,606
170,"PRATHMIK VIDHALYA R. NO.1 SHAHPUR JAINPUR",545,449,0,994,431,329,0,760,735,0,115,18,334,279,3,1,0,1,0,1,1,2,3,0,2,760
171,"PRATHMIK VIDHALYA R. NO.2 SHAHPUR JAINPUR",528,449,0,977,430,328,0,758,757,0,103,9,29,590,3,1,1,2,0,1,3,7,3,2,4,758
172,"PRATHMIK VIDHALYA AAJAMPUR",597,440,0,1037,473,351,0,824,815,0,339,91,157,228,0,0,0,1,1,0,1,0,2,1,3,824
173,"PRATHMIK VIDHALYA NO. 1 R. NO.1 PUTHKHAS",584,469,0,1053,438,346,0,784,782,0,28,329,63,346,1,0,0,1,1,0,0,2,4,6,3,784
174,"PRATHMIK VIDHALYA NO.1 R.. NO. 2 PUTHKHAS",529,407,0,936,399,356,0,755,755,0,11,622,12,89,2,0,0,1,0,0,2,0,0,10,6,755
175,"M.P.M. JUNIOR HIGH SCHOOL R. NO. 1 PUTHKHAS",708,553,0,1261,562,392,0,954,954,0,22,131,348,427,2,0,0,1,0,0,5,3,7,0,8,954
176,"M.P.M. JUNIOR HIGH SCHOOL R. NO. 2 PUTHKHAS",574,419,0,993,465,310,0,775,775,0,74,38,97,548,4,0,0,0,0,0,5,5,1,0,3,775
177,"PRATHMIK VIDHALYA R. NO. 1 SALAHPUR",615,490,0,1105,471,349,0,820,820,0,124,361,205,118,0,2,0,1,0,0,2,1,0,2,4,820
178,"PRATHMIK VIDHALYA R. NO.2 SALAHPUR",511,407,0,918,505,203,0,708,695,0,6,628,11,54,0,0,0,2,0,0,4,0,2,1,0,708
179,"PRATHMIK VIDHALYA R. NO.1 JATPURA",523,368,0,891,377,256,0,633,624,0,200,0,251,169,0,1,0,0,0,0,3,6,2,1,0,633
180,"PRATHMIK VIDHALYA R. NO.2 JATPURA",437,336,0,773,323,228,0,551,538,0,240,2,50,250,2,1,0,0,0,1,2,0,2,0,1,551
181,"UCCH PRATHMIK VIDHALYA R. NO.1 DUNGAR",542,406,0,948,409,296,0,705,705,0,250,32,19,391,3,0,0,2,0,2,2,2,0,0,2,705
182,"UCCH PRATHMIK VIDHALYA R. NO.2 DUNGAR",553,444,0,997,447,360,0,807,797,0,245,2,475,81,0,0,0,1,0,0,0,0,1,1,1,807
183,"PRATHMIK VIDHALYA NO.2 R. NO.1 JANJOKHAR",556,411,0,967,378,254,0,632,618,0,211,66,25,304,3,0,1,0,0,1,4,4,3,2,8,632
184,"PRATHMIK VIDHALYA NO.2 R. NO.2 JANJOKHAR",376,314,0,690,250,178,0,428,425,0,75,31,185,121,1,1,0,2,0,1,3,1,5,0,2,428
185,"PRATHMIK VIDHALYA NO. 1 JANJOKHAR",721,534,0,1255,535,356,0,891,891,0,314,114,120,324,1,0,0,2,0,0,5,3,5,1,2,891
186,"UCCH PRATHMIK VIDHALYA R. NO. 1 JANGETHI",692,566,0,1258,506,380,0,886,886,0,184,56,247,356,4,0,0,3,3,3,7,8,2,3,10,886
187,"UCCH PRATHMIK VIDHALYA R. NO. 2 JANGETHI",497,377,0,874,354,246,0,600,597,0,139,28,235,186,0,0,0,0,0,0,3,1,5,1,2,600
188,"PRATHMIK VIDHALYA  NO. 1 (UCCH PRATHMIK VIDHYALAY KE PASS) JANGETHI",661,524,0,1185,502,385,0,887,885,0,264,7,432,173,0,0,0,1,0,0,4,3,1,1,1,887
189,"PRATHMIK VIDHALYA R. NO. 1 GOVINDPUR URF GHSAULI",759,626,0,1385,606,495,0,1101,1093,0,141,106,457,367,4,2,0,0,0,0,0,3,5,6,10,1101
190,"PRATHMIK VIDHALYA  R. NO. 2 GOVINDPUR URF GHASAULI",576,461,0,1037,455,335,0,790,790,0,99,252,8,410,0,1,1,0,1,0,2,6,2,4,4,790
191,"KANYA PRATHMIK VIDHALYA ARNAWLI",621,504,0,1125,425,331,0,756,6,0,29,24,248,436,2,0,0,3,2,1,5,3,1,1,1,756
192,"PRATHMIK VIDHALYA ARNAWALI",416,352,0,768,335,235,0,570,560,0,290,55,72,144,1,0,0,2,0,0,4,0,1,0,1,570
193,"PRATHMIK VIDHALYA DILAWRA",271,228,0,499,229,170,0,399,397,0,19,11,178,186,1,0,0,1,0,0,1,1,0,0,1,399
194,"PRATHMIK VIDHALYA R. NO. 1 SINGHAWALI",814,613,1,1428,620,437,0,1057,625,0,12,549,425,51,3,1,2,0,0,0,1,0,5,3,5,1057
195,"PRATHMIK VIDHALYA R. NO. 2 SINGHAWALI",700,530,0,1230,511,435,0,946,939,0,7,597,277,43,0,0,0,1,0,0,2,2,6,3,8,946
196,"PRATHMIK VIDHALYA R. NO. 1 AFJALPUR PAWTI",535,424,0,959,423,353,0,776,180,0,4,448,294,22,1,1,0,1,0,1,0,0,1,3,0,776
197,"PRATHMIK VIDHALYA R. NO. 2 AFJALPUR PAWTI",398,351,0,749,359,271,0,630,38,0,12,9,468,137,0,0,0,0,0,0,0,1,3,0,0,630
198,"SARVODYA INTER COLLEGE R. NO. 1 PANCHLI KHURD",696,540,0,1236,523,382,0,905,872,0,91,238,106,440,4,2,0,1,1,1,9,3,2,2,5,905
199,"SARVODYA INTER COLLEGE R. NO. 2 PANCHLI KHURD",361,282,0,643,260,212,0,472,472,0,35,264,39,124,3,0,0,0,0,1,1,2,1,0,2,472
200,"SARVODYA INTER COLLEGE R. NO. 3 PANCHLI KHURD",569,452,0,1021,483,292,0,775,775,0,107,36,330,278,5,0,0,2,0,1,1,1,7,5,2,775
201,"SARVODYA INTER COLLEGE R. NO. 4 PANCHLI KHURD",429,324,0,753,336,240,0,576,556,0,136,13,86,330,3,0,0,0,0,0,2,0,3,0,3,576
202,"PRATHMIK VIDHALYA NO.1 R. NO.1 PANCHALI KHURD",525,402,0,927,386,304,0,690,690,0,148,106,206,204,2,2,0,1,0,1,3,1,7,3,6,690
203,"PRATHMIK VIDHALYA NO.1 R. NO. 2 PANCHALI KHURD",371,256,0,627,290,197,0,487,387,0,81,32,227,136,0,0,0,5,0,0,0,1,3,0,2,487
204,"ANUSUCHIT JATI CHAUPAL KITHOLI",464,390,0,854,374,323,0,697,279,0,56,23,436,160,3,2,1,5,1,2,1,0,3,0,4,697
205,"PRATHMIK VIDHALYA KITHOLI",842,645,0,1487,698,351,0,1049,1044,0,369,75,253,332,2,1,1,2,3,1,1,4,0,4,1,1049
206,"PRATHMIK VIDHALYA JAMALPUR MAJRA",458,409,1,868,353,327,0,680,680,0,16,14,560,76,1,0,1,3,0,0,0,0,4,2,3,680
207,"PRATHMIK VIDHALYA R.NO.1 SISAULA BUJURG",773,580,0,1353,573,486,0,1059,561,0,4,709,293,36,2,0,0,0,0,0,2,1,3,6,3,1059
208,"PRATHMIK VIDHALYA R. NO.2 SISAULA BUJURG",666,472,0,1138,541,363,0,904,71,0,6,778,99,1,2,0,0,0,0,1,4,0,2,5,6,904
209,"PRATHMIK VIDHALYA KHEDKI MUJAKKIPUR",318,269,0,587,265,208,0,473,473,0,67,204,96,90,0,2,0,0,0,1,0,2,2,5,4,473
210,"PRATHMIK VIDHALYA R. NO. 1 SISAULA KHURD",547,420,1,968,410,304,0,714,689,0,168,69,231,227,1,1,0,3,0,0,2,3,2,0,7,714
211,"PRATHMIK VIDHALYA R. NO. 2 SIISAULA KHURD",389,309,0,698,303,226,0,529,512,0,144,58,206,114,0,0,0,0,1,0,0,0,3,2,1,529
212,"prathmik vidhalya r. no. 1 satwai",641,492,0,1133,472,341,0,813,813,0,113,90,415,181,2,0,0,0,0,1,1,0,2,3,5,813
213,"PRATHMIK VIDHALYA R. NO 2 SATWAI",694,485,0,1179,519,342,0,861,500,0,269,219,208,153,2,0,0,2,1,1,0,1,1,3,1,861
214,"PRATHMIK VIDHALYA R. NO. 1 AMANULLAPUR",488,373,0,861,419,265,0,684,668,0,471,7,96,102,2,0,0,0,0,1,4,0,0,0,1,684
215,"PRATHMIK VIDHALYA R. NO. 2 AMANULLAPUR",423,310,0,733,387,263,0,650,645,0,492,1,73,79,0,0,0,2,0,1,0,0,0,1,1,650
216,"PRATHMIK VIDHALYA R. NO. 1 DHADRA",452,339,0,791,287,228,0,515,502,0,62,106,162,170,1,0,0,0,0,1,4,6,2,0,1,515
217,"PRATHMIK VIDHALYA R. NO. 2 DHADRA",353,309,0,662,218,177,0,395,385,0,103,183,5,101,0,0,0,0,0,0,0,0,1,1,1,395
218,"ANUSUCHIT JATI CHAUPAL  DHADRA",439,363,0,802,306,246,0,552,549,0,348,98,1,101,0,0,1,0,0,1,0,0,0,0,2,552
219,"PANCHAYAT GHAR DHADRA",448,322,0,770,339,241,0,580,580,0,462,0,2,109,0,0,0,0,0,1,6,0,0,0,0,580
220,"PRATHMIK VIDHALYA CHOBLA",610,479,0,1089,461,322,0,783,775,0,458,3,101,213,2,0,0,1,0,0,1,1,1,0,2,783
221,"PRATHMIK VIDHALYA R. NO. 1 TIKRI",580,449,0,1029,440,342,0,782,781,0,251,208,7,296,5,0,0,0,0,1,4,3,0,2,5,782
222,"PRATHMIK VIDHALYA R. NO. 2 TIKRI",600,431,0,1031,451,318,0,769,701,0,221,52,276,206,1,0,1,1,0,1,3,0,2,1,4,769
223,"PRATHMIK VIDHALYA R. NO. 1 NEK",412,341,0,753,367,257,0,624,623,0,308,14,47,218,3,2,0,30,0,0,0,2,0,0,0,624
224,"PRATHMIK VIDHALYA R. NO. 2 NEK",447,349,0,796,368,271,0,639,639,0,179,50,303,90,1,1,0,2,0,4,0,2,2,1,4,639
225,"PRATHMIK VIDHALYA R. NO. 3 NEK",594,494,0,1088,457,341,0,798,795,0,347,13,143,279,2,0,0,5,0,1,2,0,3,1,2,798
226,"PRATHMIK VIDHALYA R. NO. 1 BHARAMPUR KHAS",572,402,1,975,302,219,0,521,521,0,28,213,24,248,3,0,0,1,0,0,0,2,0,1,1,521
227,"PRATHMIK VIDHALYA R. NO. 2 BHARAMPUR KHAS",736,555,0,1291,457,356,0,813,671,0,57,247,79,409,2,0,0,1,3,0,8,2,1,2,2,813
228,"PRATHMIK VIDHALYA NANDPURA (PANCHGARHI) MAJRA",524,383,0,907,414,292,0,706,706,0,191,144,131,217,1,0,0,0,0,0,2,9,4,4,3,706
229,"UCCH PRATHMIK VIDHALYA R. NO. 1 BHARAMPUR MORNA",431,303,0,734,268,191,0,459,459,0,30,63,45,311,1,0,0,5,0,0,1,2,0,0,1,459
230,"UCCH PRATHMIK VIDHALYA R. NO. 2 BHARAMPUR MORNA",421,337,0,758,227,198,0,425,353,0,33,24,117,245,1,0,0,0,0,0,0,2,2,0,1,425
231,"PRATHMIK VIDHALYA R. NO. 1 MOHD. PUR DHUMI",653,484,0,1137,429,296,0,725,722,0,40,340,185,146,2,0,1,5,0,1,2,1,1,1,0,725
232,"PRATHMIK VIDHALYA R. NO.2 MOHD. PUR DHUMI",619,484,0,1103,431,305,0,736,736,0,8,578,12,135,0,0,0,0,0,0,2,0,0,0,1,736
233,"PRATHMIK VIDHALYA R. NO. 1 RAWA",551,472,0,1023,343,300,0,643,633,0,16,260,96,265,0,0,0,0,0,0,1,2,1,2,0,643
234,"PRATHMIK VIDHALYA R. NO. 2 RAWA",343,276,0,619,199,165,0,364,364,0,12,103,67,176,1,0,0,0,0,0,1,0,3,0,1,364
235,"VAISHYA DHRAMSHALA R. NO.1 DHILORA",579,488,0,1067,361,275,0,636,636,0,58,281,184,105,2,0,0,2,0,0,3,0,1,0,0,636
236,"VAISHYA DHRAMSHALA R. NO.2 DHILORA",665,544,0,1209,413,296,0,709,706,0,64,244,128,250,4,0,0,2,0,1,4,1,3,1,7,709
237,"PRATHMIK VIDHALYA RAGHUNATPUR",471,410,0,881,350,248,0,598,598,0,253,65,52,214,0,0,0,0,1,1,2,4,2,3,1,598
238,"PRATHMIK VIDHALYA  R. NO. 1 TIMAKIYA",448,348,0,796,302,223,0,525,525,0,172,3,101,242,0,0,1,2,1,0,3,0,0,0,0,525
239,"PRATHMIK VIDHALYA R. NO. 2 TIMAKYA",396,298,0,694,269,174,0,443,18,0,220,16,66,132,1,1,1,0,0,0,1,1,2,1,1,443
240,"PRATHMIK VIDHALYA R. NO.1 KURALI",516,404,0,920,418,326,0,744,744,0,8,13,520,187,1,0,0,1,0,0,5,3,2,2,2,744
241,"PRATHMIK VIDHYALYA R.NO. 2 KURALI",449,367,0,816,373,296,0,669,668,0,9,4,9,640,3,0,0,0,0,0,4,0,0,0,0,669
242,"PRATHMIK VIDHYALYA R.NO. 3 KURALI",425,350,0,775,343,260,0,603,603,0,23,1,5,561,1,1,0,0,1,0,2,5,0,0,3,603
243,"UCCH PRATHMIK VIDHYALYA R.NO. 1 KURALI",473,368,0,841,411,224,0,635,242,0,8,240,5,372,1,0,0,1,0,0,3,3,2,0,0,635
244,"UCCH PRATHMIK VIDHYALYA R.NO.2 KURALI",465,346,0,811,357,263,0,620,620,0,21,20,30,534,2,0,0,1,0,0,5,4,1,0,2,620
245,"UCCH PRATHMIK VIDHYALYA R.NO.3 KURALI",449,322,0,771,331,222,0,553,553,0,16,165,53,306,3,0,0,1,0,3,2,1,1,1,1,553
246,"PRATHMIK VIDHALYA MEHPA",458,394,0,852,376,273,0,649,649,0,239,11,6,385,1,0,0,3,0,0,4,0,0,0,0,649
247,"PRATHMIK VIDHALYA MEERPUR JAKHERA",817,612,0,1429,643,432,0,1075,608,0,82,230,235,507,3,0,1,0,0,1,8,4,1,1,2,1075
248,"PANCHAYAT GHAR NANU FATEHPUR",441,347,0,788,300,249,0,549,547,0,109,1,173,260,0,0,0,1,0,0,0,1,2,1,1,549
249,"VAISHYA DHRAMSHALA  RASULPUR DHOLDI",835,613,0,1448,519,415,0,934,933,0,21,545,257,79,0,0,1,0,0,0,3,3,7,8,10,934
250,"KANYA UCCH PRATHMIK VIDHALYA R.NO.1 RASULPUR  DHOLDI",731,565,0,1296,491,358,0,849,845,0,15,485,92,221,1,1,0,2,0,3,2,8,5,3,11,849
251,"KANYA UCCH PRATHMIK VIDHALYA R. NO. 2 RASULPUR DHOLDI",702,491,0,1193,510,310,0,820,220,0,11,631,126,39,8,1,0,0,0,1,0,1,1,0,1,820
252,"GANDI AZAD MEMORIAL JUNIOR HIGH SCHOOL R. NO. 1 RASULPUR DHOLDI",779,571,0,1350,576,319,0,895,895,0,17,802,37,21,1,1,1,0,2,1,0,0,2,6,4,895
253,"GANDI AZAD MEMORIAL JUNIOR HIGH SCHOOL R. NO. 2 RASULPUR DHOLDI",787,555,0,1342,620,375,0,995,438,0,16,766,57,126,3,1,0,3,0,0,2,1,2,6,12,995
254,"PRATHMIK VIDHALYA RASULPUR DHOLDI",696,499,0,1195,408,278,0,686,661,0,8,404,21,234,2,1,1,0,0,0,1,3,1,4,6,686
255,"UCCH PRATHMIK VIDHALYA BHAVI",775,662,0,1437,616,518,0,1134,1134,0,107,227,152,634,3,0,1,2,0,1,1,3,0,1,2,1134
256,"PRATHMIK VIDHALYA BASA TIKRI",295,240,0,535,239,212,0,451,446,0,63,2,349,36,0,0,0,0,0,0,1,0,0,0,0,451
257,"UCCH PRATHMIK VIDHALYA R. NO.1  KHANPUR",658,555,0,1213,425,428,0,853,583,0,206,145,48,447,2,0,0,1,0,0,2,1,1,0,0,853
258,"UCCH PRATHMIK VIDHYALYA R.NO.2 KHANPUR",488,421,0,909,328,276,0,604,604,0,49,30,218,283,4,0,0,0,1,0,1,6,4,6,2,604
259,"KANYA UCCH PRATHMIK VIDHALYA R.NO.1 KHANPUR",500,406,0,906,328,280,0,608,596,0,173,60,79,282,1,1,0,0,1,0,5,2,1,3,0,608
260,"KANYA UCCH PRATHMIK VIDHALYA R. NO. 2 KHANPUR",528,445,0,973,383,308,0,691,691,0,88,230,2,361,0,1,0,0,0,1,1,1,0,1,5,691
261,"PRATHMIK VIDHALYA R. NO. 1 LEHRRA",479,398,0,877,333,251,0,584,584,0,305,16,70,189,0,0,0,0,0,2,0,1,0,0,1,584
262,"PRATHMIK VIDHALYA R. NO. 2 LEHRRA",436,357,0,793,312,200,0,512,512,0,205,46,33,223,1,1,0,0,0,2,0,0,0,0,1,512
263,"UCCH PRATHMIK VIDHYALYA R.NO.1 KISHORI",380,301,0,681,318,231,0,549,469,0,378,25,6,138,0,0,1,0,0,0,0,0,1,0,0,549
264,"UCCH PRATHMIK VIDHALYA  R. NO. 2 KISHORI",576,416,0,992,402,289,0,691,306,0,159,61,190,258,3,0,0,2,1,2,3,6,1,3,2,691
265,"PRATHMIK VIDHALYA JOHRA",359,269,0,628,244,191,0,435,435,0,108,121,87,116,0,0,0,0,0,0,0,0,0,0,3,435
266,"PRATHMIK VIDHALYA SALEHNAGAR",554,432,0,986,353,236,0,589,589,0,5,397,55,119,1,0,0,0,0,1,2,1,0,3,5,589
267,"PRATHMIK VIDHALYA FAIJABAD PANCHGAUN",365,315,0,680,258,211,0,469,469,0,287,4,31,140,1,0,0,0,0,0,0,1,0,2,3,469
268,"PRATHMIK VIDHALYA PASTRA",386,288,0,674,292,222,0,514,514,0,281,7,74,144,3,0,0,0,0,0,0,2,1,1,1,514
269,"PRATHMIK VIDHALYA MUJAKKIPUR",423,351,0,774,300,227,0,527,523,0,217,32,97,173,0,0,0,0,0,0,4,2,2,0,0,527
270,"PRATHMIK VIDHALYA SHIPURA",282,209,0,491,202,165,0,367,337,0,1,17,318,27,0,0,0,0,0,0,0,0,2,2,0,367
271,"SANT MIACHEL HIGH SCHOOL R . NO. 1 SIWALKHAS",706,631,0,1337,439,337,0,776,776,0,13,526,77,146,0,0,0,1,0,0,0,1,6,2,4,776
272,"SANT MIACHEL HIGH SCHOOL R . NO. 2 SIWALKHAS",709,610,1,1320,510,381,0,891,863,0,16,772,95,0,0,2,0,0,0,1,0,0,0,3,2,891
273,"SANT MIACHEL HIGH SCHOOL R . NO. 3 SIWALKHAS",619,473,0,1092,499,353,0,852,849,0,10,812,15,0,0,0,0,0,1,0,1,2,0,4,7,852
274,"SANT MIACHEL HIGH SCHOOL R . NO. 4 SIWALKHAS",568,523,0,1091,450,385,0,835,835,0,9,724,6,88,0,0,0,1,0,0,1,1,0,4,1,835
275,"SANT MIACHEL HIGH SCHOOL R . NO. 5 SIWALKHAS",312,268,0,580,250,224,0,474,474,0,7,356,3,99,0,0,0,1,0,0,1,2,1,2,2,474
276,"SIWAL HIGH SCHOOL R. NO. 1 SIWALKHAS",449,339,1,789,277,184,0,461,458,0,13,384,53,4,0,0,0,1,0,0,0,0,0,3,3,461
277,"SIWAL HIGH SCHOOL R. NO. 2 SIWALKHAS",500,414,0,914,361,271,0,632,532,0,9,542,69,1,0,0,1,0,0,1,1,0,2,2,4,632
278,"SIWAL HIGH SCHOOL R. NO. 3 SIWALKHAS",646,525,0,1171,457,325,0,782,444,0,36,613,121,2,0,0,0,2,0,0,0,3,0,2,3,782
279,"SIWAL HIGH SCHOOL R. NO. 4 SIWALKHAS",735,612,0,1347,504,388,0,892,766,0,20,759,86,16,0,0,0,1,1,0,0,2,2,3,2,892
280,"LOKPRIYA JANTA INTER COLLEGE R. NO. 1 SIWALKHAS",712,611,0,1323,521,437,0,958,955,0,20,734,12,170,1,0,1,1,0,0,4,1,1,7,6,958
281,"LOKPRIYA JANTA INTER COLLEGE R. NO. 2 SIWALKHAS",254,218,0,472,192,142,0,334,334,0,6,180,67,78,0,0,0,0,0,0,0,0,0,1,2,334
282,"LOKPRIYA JANTA INTER COLLEGE R. NO. 3 SIWALKHAS",759,577,0,1336,537,374,0,911,909,0,12,338,422,108,0,0,0,1,0,1,2,9,5,10,3,911
283,"LOKPRIYA JANTA INTER COLLEGE R. NO. 4 SIWALKHAS",334,290,0,624,237,202,0,439,434,0,31,78,148,169,0,1,0,0,0,1,1,5,3,0,2,439
284,"PRATHMIK VIDHALYA NANGLAKUMBHA",408,361,0,769,386,322,0,708,703,0,4,673,27,0,0,0,1,0,0,0,0,0,0,2,1,708
285,"UCCH PRATHMIK VIDHALYA JANI BUJURG",682,528,1,1211,560,413,0,973,46,0,10,733,164,46,0,1,1,0,0,0,0,2,5,5,6,973
286,"PRATHMIK VIDHALYA URDU JANI BUJURG",745,557,0,1302,576,441,0,1017,1004,0,73,885,20,26,1,0,0,1,0,0,2,0,0,4,5,1017
287,"ISLAMIYAN SCHOOL JANI BUJURG",834,617,0,1451,527,407,0,934,918,0,55,654,171,41,3,1,0,2,1,1,1,2,1,1,0,934
288,"C. L. M. INTER COLLEGE R. NO.1 JANI KHURD",744,625,0,1369,530,412,0,942,934,0,454,113,34,334,0,1,0,2,0,0,0,1,0,1,2,942
289,"C. L. M. INTER COLLEGE R. NO. 2 JANI KHURD",740,605,0,1345,525,421,0,946,901,0,183,137,257,334,11,0,1,6,0,2,5,6,0,1,3,946
290,"KHAND VIKAS KARYALAYA R.NO.1 JANI KHURD",509,429,0,938,343,325,0,668,399,0,111,65,208,269,2,0,0,2,0,0,3,1,1,3,3,668
291,"KHAND VIKAS KARYALAYA R.NO.2 JANI KHURD",384,322,0,706,293,254,0,547,510,0,14,268,8,233,5,2,1,0,0,1,8,4,1,1,1,547
292,"KHAND VIKAS KARYALAYA R.NO.3JANI KHURD",797,609,0,1406,576,446,0,1022,1022,0,21,173,244,549,14,0,2,0,1,0,8,3,5,0,2,1022
293,"PRATHMIK VIDHAYLAYA R.NO.1 BAFAR",480,419,0,899,356,289,0,645,645,0,251,1,123,265,0,0,0,0,0,1,0,2,1,1,0,645
294,"PRATHMIK VIDHALAYA R.NO.2 BAFAR",425,357,0,782,306,257,0,563,78,0,127,178,20,225,0,0,0,2,0,0,1,4,2,1,3,563
295,"PRATHMIK VIDHALAYA PUTHRI",756,589,0,1345,587,471,0,1058,1058,0,7,146,540,338,0,1,0,1,2,2,4,4,7,4,2,1058
296,"PRATHMIK VIDHALAYA CHAUNDORA",379,318,0,697,370,296,0,666,381,0,3,624,28,0,1,0,0,0,0,0,1,0,2,2,5,666
297,"PRATHMIK VIDHALAYA ROOM NO.1 GEJHA",610,466,0,1076,444,324,0,768,767,0,367,18,70,296,3,1,0,0,1,0,3,4,3,1,1,768
298,"PRATHMIK VIDHALYA ROOM NO.2 GEJHA",711,567,0,1278,616,314,0,930,930,0,200,38,335,335,4,1,0,5,0,0,1,1,5,1,4,930
299,"PRATHMIK VIDHALYA AGHERA",547,452,0,999,406,321,0,727,727,0,494,52,48,121,0,0,1,4,0,0,2,2,1,0,2,727
300,"PRATHMIK VIDHALYA ROOM NO.1 KAZMABAD GAUN",635,509,0,1144,455,301,0,756,753,0,480,53,4,209,2,1,1,3,0,1,0,0,0,1,1,756
301,"PRATHMIK VIDHALYA ROOM NO.2 KAZMABAD GAUN",762,571,0,1333,591,332,0,923,918,0,165,22,483,223,0,1,0,1,1,0,2,4,7,4,10,923
302,"PRATHMIK VIDHALYA ROOM NO.3 KAZMABAD GAUN",501,394,0,895,371,259,0,630,629,0,308,73,7,231,1,0,0,2,1,0,3,0,1,0,3,630
303,"AMBEDKAR BHAWAN GHAT",584,455,0,1039,496,393,0,889,889,0,12,18,702,138,1,0,0,1,0,0,2,3,9,2,1,889
304,"PRATHMIK VIDHALAYA ROOM NO.1 GHAT",546,442,0,988,453,338,0,791,791,0,28,65,233,441,1,0,0,4,0,0,7,0,5,0,7,791
305,"PRATHMIK VIDHALYA ROOM NO.2 GHAT",587,432,0,1019,468,346,0,814,805,0,24,56,146,542,1,2,0,2,1,3,7,9,3,5,13,814
306,"PRATHMIK VIDHALYA SOHRAKA",347,275,0,622,287,214,0,501,17,0,160,2,159,171,0,1,0,0,0,2,1,0,0,1,4,501
307,"PRATHMIK VIDHALAYA ANJAULI",358,303,0,661,298,247,0,545,545,0,204,38,87,202,0,0,0,8,0,0,3,0,1,0,2,545
308,"INTER COLLEGE R.NO.1 KALANJARI",757,564,0,1321,563,394,0,957,864,0,242,9,351,324,4,0,0,4,1,3,5,2,6,2,4,957
309,"INTER COLLEGE R.NO.2 KALANJARI",794,598,0,1392,555,405,0,960,960,0,327,6,236,347,4,0,0,14,0,5,8,2,7,2,2,960
310,"PRATHMIK VIDHALYA R.NO.1 DINDALA",445,357,0,802,330,253,0,583,583,0,261,72,7,228,0,2,0,1,0,1,4,3,0,2,2,583
