"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAISER JAHAN","2 - BHARAT TRIPATHI","3 - RAJESH VERMA","4 - VAISHALI ALI","5 - ERAJ BEG","6 - CHAUDHARY LAL BAGHEL","7 - JAGDISH NARAYAN SHUKLA","8 - JAGMOHAN SINGH VERMA","9 - R. K. MISRA","10 - RAM AVTAR NISHAD","11 - SHEFALI MISRA","12 - SANT KUMAR","13 - SANJAY TIWARI","14 - TURAB ALI","15 - PUSHPA DEVI","16 - SUCHITA KUMAR","17 - None of the Above","Total Votes Secured"
168,"S.J.D.I.COLLEGE BISWAN R.N.7",672,546,0,1218,376,254,0,630,630,0,444,123,34,7,0,0,1,0,0,0,6,2,0,0,0,0,13,630
169,"S.J.D.I.COLLEGE BISWAN R.N.8",241,204,0,445,126,111,0,237,237,0,157,34,34,7,0,0,0,1,1,1,0,1,0,0,0,0,1,237
170,"S.J.D.I.COLLEGE BISWAN R.N.9",394,337,0,731,191,122,0,313,313,0,195,108,2,3,0,1,0,0,0,0,0,0,0,0,0,0,4,313
171,"K.D.MU.G.I.COLLEGE BISWAN R.N. 2",597,522,1,1120,377,300,0,677,677,0,265,39,347,8,1,1,1,0,0,1,0,0,0,4,1,5,4,677
172,"K.D.MU.G.I.COLLEGE BISWAN R.N. 3",553,470,1,1024,358,275,0,633,632,0,306,289,11,9,0,0,1,1,0,0,0,2,0,1,0,3,10,633
173,"K.D.MU.G.I.COLLEGE BISWAN R.N. 4",580,538,0,1118,378,303,0,681,621,0,258,392,9,7,0,1,0,1,0,0,1,2,1,1,0,0,8,681
174,"K.D.MU.G.I.COLLEGE BISWAN R.N. 5",578,504,0,1082,312,237,0,549,532,0,418,106,3,9,0,0,0,3,0,0,0,0,0,2,0,3,5,549
175,"K.D.MU.G.I.COLLEGE BISWAN R.N. 6",355,311,0,666,150,139,0,289,282,0,213,49,6,3,0,0,0,0,0,0,3,0,0,1,2,1,11,289
176,"K.D.MU.G.I.COLLEGE BISWAN EAST HALL",608,475,0,1083,337,290,0,627,627,0,236,98,257,17,1,1,4,1,0,0,0,0,2,1,1,4,4,627
177,"K.D.MU.G.I.COLLEGE BISWAN R.N. 1",442,406,0,848,209,184,0,393,393,0,129,25,216,7,0,0,2,1,0,0,0,0,0,1,2,2,8,393
178,"P.S. SHEKHSRANY BISWAN R.N. 1",603,563,0,1166,392,326,0,718,713,0,283,110,296,14,0,0,1,0,2,1,1,0,2,4,1,1,2,718
179,"P.S. SHEKHSRANY BISWAN R.N. 2",680,638,0,1318,358,307,0,665,660,0,237,53,337,13,2,1,3,1,1,0,0,0,0,4,0,2,11,665
180,"M.N.I.G.SUCCSS.SCHOOL LAHARPUR ROAD BISWAN R.N. 1",585,494,0,1079,370,330,0,700,700,0,522,120,3,1,0,3,1,2,2,0,2,0,2,3,1,6,32,700
181,"M.N.I.G.SUCCSS.SCHOOL LAHARPUR ROAD BISWAN R.N. 2",481,397,0,878,306,262,0,568,560,0,348,170,5,5,0,1,1,1,2,0,0,0,0,3,2,3,27,568
182,"P.S. KAIMAHRA KALAN R.N.1",509,457,0,966,391,300,0,691,691,0,281,25,358,12,0,1,3,2,2,1,0,2,0,1,0,1,2,691
183,"P.S. KAIMAHRA KALAN R.N.2",385,336,0,721,291,224,0,515,515,0,216,9,263,10,1,0,3,2,1,0,0,1,1,3,0,3,2,515
184,P.S.PADARIYA,225,192,0,417,185,155,0,340,340,0,187,12,114,10,0,1,3,0,2,0,0,0,1,2,3,3,2,340
185,"P.S. DEBIYAPUR H/O SUKHAVAN KALAN R.N.1",598,515,0,1113,480,378,0,858,855,0,194,139,478,8,0,2,3,1,2,1,0,1,4,9,3,8,5,858
186,"P.S. DEBIYAPUR H/O SUKHAVAN KALAN R.N.2",325,265,0,590,253,187,0,440,440,0,190,32,194,9,3,3,2,1,0,0,0,1,1,2,1,1,0,440
187,"P.S. PIPRAKALAN",655,582,0,1237,498,399,0,897,896,0,233,31,585,9,0,2,6,3,4,1,1,0,2,5,5,5,5,897
188,"P.S. SUKHAVAN KHURD H/O PIPRAKALAN",408,333,0,741,318,239,0,557,556,0,146,52,318,21,1,1,2,0,0,1,0,0,0,0,2,8,5,557
189,"P.S.RAMUWAPUR STHIT BALCHANDRAPURVA H/O MANIKAPUR",424,402,0,826,332,312,0,644,446,0,286,105,218,3,1,1,3,2,1,1,1,2,0,2,0,6,12,644
190,"P.S. BHULBHULIYA H/O LALPUR R.N.1",517,464,0,981,425,306,0,731,731,0,276,93,313,7,1,1,4,1,0,2,1,1,0,9,2,8,12,731
191,"P.S. BHULBHULIYA H/O LALPUR R.N.2",618,503,0,1121,482,338,0,820,819,0,294,57,421,8,0,2,6,0,0,1,2,0,4,5,1,10,9,820
192,"P.S.BOHALAGUNJ  STHIT AHAMDABAD R.N. 1",693,547,0,1240,543,402,0,945,945,0,260,163,441,16,2,2,11,2,4,0,2,3,5,10,7,14,3,945
193,"P.S.BOHALAGUNJ  STHIT AHAMDABAD R.N. 2",468,377,0,845,428,228,0,656,656,0,303,22,264,11,1,2,5,3,5,0,0,0,3,11,5,7,14,656
194,"P.S. AKBAPUR",271,248,0,519,174,165,0,339,339,0,142,170,12,2,0,1,0,0,1,0,0,1,0,4,0,2,4,339
195,"P.S. KAUVVA KHERHA",694,562,1,1257,550,397,0,947,945,0,418,121,322,24,5,0,6,5,6,0,2,3,3,10,4,8,10,947
196,"P.S. SIRSI SARAIYA",690,605,0,1295,552,414,0,966,966,0,279,54,572,20,2,3,9,2,2,1,0,0,3,5,4,6,4,966
197,"P.S. SIRSA KALAN",529,473,0,1002,424,338,0,762,762,0,182,155,366,9,4,3,11,1,2,2,2,3,4,6,3,4,5,762
198,"P.S. SARAIYA H/O BARASINGHA",432,394,0,826,320,238,0,558,558,0,128,36,345,15,0,3,4,2,1,2,1,1,0,3,1,11,5,558
199,"P.S. TEDAVA KALAN R.N.1",409,350,0,759,296,190,0,486,486,0,194,7,240,6,2,3,4,2,0,0,0,0,3,8,9,2,6,486
200,"P.S. TEDAVA KALAN R.N.2",591,515,0,1106,479,361,0,840,840,0,559,48,169,12,2,3,11,3,1,1,0,2,0,7,1,6,15,840
201,"P.S. TEDAVA KALAN R.N.3",364,323,0,687,314,228,0,542,542,0,155,23,307,8,1,1,16,0,1,1,1,1,0,6,3,9,9,542
202,"P.S. MADHIYA SEMARI",490,411,0,901,374,264,0,638,638,0,96,281,217,18,2,0,6,0,3,1,0,1,2,2,3,5,1,638
203,"J.H.S. PACHDEVRA",407,368,0,775,339,285,0,624,600,0,89,10,466,27,2,5,7,3,0,1,1,1,2,2,3,4,1,624
204,"P.S. JHAUVA KHURD",433,338,1,772,335,265,0,600,600,0,316,31,215,14,3,0,4,2,1,0,0,0,0,0,4,1,9,600
205,"J.H.S. SANDA R.N. 1",533,462,0,995,397,365,0,762,762,0,330,145,252,5,1,0,3,1,3,0,0,1,1,7,4,4,5,762
206,"J.H.S. SANDA R.N. 2",358,330,0,688,276,239,0,515,513,0,133,91,267,8,0,0,0,0,0,1,2,0,2,1,0,4,6,515
207,"J.H.S. SANDA R.N. 3",473,440,0,913,375,329,0,704,704,0,246,95,334,6,0,0,0,2,0,1,0,1,0,5,3,9,2,704
208,"J.H.S. SANDA R.N. 4",335,316,0,651,285,239,0,524,524,0,160,40,294,2,1,1,5,0,2,0,0,0,2,6,0,5,6,524
209,"P.S. SAKARAN KHURD",735,685,0,1420,595,527,0,1122,1122,0,335,209,517,32,4,2,6,2,2,0,1,1,2,2,0,1,6,1122
210,"P.S. KUTUBAPUR",277,249,0,526,226,203,0,429,429,0,111,12,201,83,4,0,3,2,0,1,0,0,1,0,1,4,6,429
211,"J.H.S. ANDUPUR H/O NASIARPUR ANDUPUR",403,350,0,753,289,219,0,508,508,0,98,36,304,38,1,0,12,2,2,0,4,1,1,3,0,3,3,508
212,"P.S. GARHVADIH",657,511,0,1168,548,368,0,916,916,0,376,89,386,16,1,6,12,5,0,1,1,2,4,5,4,1,7,916
213,"P.S. BACHHEPUR H/O SEMARA KHURD",810,734,0,1544,689,527,0,1216,1216,0,407,223,539,11,4,2,9,2,0,0,0,0,0,4,1,4,10,1216
214,"P.S. ODAJHAR",558,486,0,1044,434,382,0,816,816,0,468,120,152,10,2,0,9,3,1,0,1,0,3,9,5,12,21,816
215,"J.H.S. ARUVA",620,540,0,1160,490,392,0,882,882,0,315,212,291,28,1,1,4,1,0,0,0,0,1,5,1,8,14,882
216,"J.H.S. BELVA BASAIHIYA R.N.1",193,192,0,385,165,156,0,321,321,0,6,15,284,5,0,2,2,0,0,0,1,1,0,4,0,1,0,321
217,"J.H.S. BELVA BASAIHIYA R.N.2",490,374,0,864,392,283,0,675,675,0,296,69,241,33,4,0,2,2,1,0,1,1,0,4,2,4,15,675
218,P.S.KUCHALAIYA,362,290,0,652,315,244,0,559,536,0,317,59,147,9,0,1,5,2,2,3,4,2,0,3,0,2,3,559
219,"P.S. BIRAIPURVA H/O GATHIYA KALAN",510,431,0,941,376,272,0,648,648,0,245,33,301,16,1,1,5,1,0,1,0,1,1,5,3,10,24,648
220,"P.S.MAHOLIYA KALAN",378,346,0,724,347,287,0,634,634,0,155,196,249,6,0,0,6,2,2,0,0,2,3,1,0,1,11,634
221,"P.S. NEVADA H/O RAUVAPUR",486,419,0,905,423,322,0,745,725,0,118,105,460,13,2,3,9,1,0,0,1,2,1,8,3,3,16,745
222,"P.S. DAMMANBELWA H/O MURTHANA",585,493,0,1078,451,328,0,779,705,0,329,50,337,16,2,0,9,2,3,3,0,1,2,6,4,7,8,779
223,J.HS.MURTHANA,310,299,0,609,275,237,0,512,512,0,176,189,110,19,0,0,0,2,1,1,1,0,1,2,3,3,4,512
224,"PANCHAYATBAHWAN  JHAUVA KALAN",338,293,0,631,298,240,0,538,538,0,242,127,134,1,2,0,4,5,2,0,1,1,0,5,5,5,4,538
225,"P.S. TAJPUR",376,315,0,691,333,233,0,566,566,0,281,114,122,6,3,0,6,3,1,0,0,0,4,1,4,9,12,566
226,"P.S. SALAULI H/O TAJPUR",355,317,0,672,284,184,0,468,467,0,96,204,120,5,0,1,5,2,0,15,1,0,2,3,1,10,3,468
227,"P.S. HARRAIYA H/O PIPRAKHURD ARJUNSINGH",506,453,0,959,367,293,0,660,660,0,387,51,171,6,2,2,7,2,2,0,0,1,1,5,6,6,11,660
228,"J.H.S. NAKAILA R.N.1",497,457,0,954,401,354,0,755,755,0,418,147,149,7,1,1,8,2,3,2,0,2,4,3,2,2,4,755
229,"J.H.S. NAKAILA R.N.2",319,328,0,647,241,241,0,482,482,0,229,107,121,4,1,0,4,1,0,2,0,0,4,0,0,3,6,482
230,"J.H.S. JAMLAPUR",381,334,0,715,267,212,0,479,479,0,145,39,243,31,4,1,4,2,0,0,2,0,1,1,1,1,4,479
231,"J.H.S. ANGRASI",601,529,0,1130,461,379,0,840,840,0,374,31,366,12,2,1,7,2,3,2,1,1,1,7,3,7,20,840
232,"J.H.S BARCHHATA",495,464,0,959,397,351,0,748,748,0,333,117,254,8,2,0,2,1,0,2,2,0,0,5,5,10,7,748
233,"P.S. KMHARIYA MAHRIYA",551,549,0,1100,501,355,0,856,856,0,113,311,394,4,1,4,9,0,1,1,0,0,3,4,3,6,2,856
234,"P.S. JIJAULI",345,282,0,627,293,210,0,503,503,0,307,41,134,5,0,0,1,1,0,0,2,0,0,2,3,4,3,503
235,"P.S. KONSAR",569,556,0,1125,420,371,0,791,791,0,522,35,168,36,0,2,4,0,1,0,0,1,0,3,1,11,7,791
236,"P.S.DAFRA H/O DEVRIYA KALAN",672,582,0,1254,512,372,0,884,880,0,306,86,417,21,1,2,6,2,3,1,2,0,5,10,2,9,11,884
237,"P.S. MADNAPUR",698,540,0,1238,523,346,0,869,869,0,397,27,362,7,0,3,7,3,1,0,1,6,4,4,4,20,23,869
238,"P.S.AMBAVA H/O MADNAPUR",670,594,0,1264,536,422,0,958,957,0,215,36,597,19,3,3,15,0,0,0,3,30,1,3,4,14,15,958
239,"P.S. PIPRIANANT SINGH",314,263,0,577,261,199,0,460,460,0,66,171,186,14,2,2,3,0,2,1,1,3,1,2,2,1,3,460
240,"P.S. PAKHANIYAPUR",404,353,0,757,384,213,0,597,597,0,134,22,378,17,0,1,8,2,0,1,2,2,1,6,3,10,10,597
241,J.H.S.RATANAPUR,421,361,0,782,349,286,0,635,135,0,188,14,405,4,0,0,3,0,1,0,0,1,0,1,0,0,18,635
242,"P.S. MAJLISPUR",600,563,0,1163,525,410,0,935,935,0,456,27,404,9,3,1,6,3,0,2,2,2,1,2,1,7,9,935
243,"P.S. LASHKARPUR",516,460,0,976,375,327,0,702,702,0,158,25,471,9,2,3,4,2,2,3,3,2,2,7,2,5,2,702
244,"P.S. SHARIFPUR H/O LASHKARPUR",252,233,0,485,204,178,0,382,381,0,119,79,156,5,1,1,2,1,1,0,1,2,1,4,2,5,2,382
245,"P.S. SARAIYA KALAN NAVEEN R.N.1",519,436,0,955,366,309,0,675,673,0,217,95,315,11,1,0,4,0,4,0,2,0,3,4,3,8,8,675
246,"P.S. SARAIYA KALAN NAVEEN R.N.2",673,527,0,1200,469,298,0,767,767,0,393,88,223,9,2,0,7,2,2,0,0,4,2,13,6,12,4,767
247,"NATINOAL J.H.S.PAKKA TALAB KEVALPUR H/O MAHRAJNAGAR R.N. 1",534,450,0,984,308,391,0,699,699,0,289,87,291,6,0,0,6,0,0,0,1,1,1,5,1,6,5,699
248,"NATINOAL J.H.S.PAKKA TALAB KEVALPUR H/O MAHRAJNAGAR R.N. 2",394,337,0,731,283,228,0,511,510,0,245,60,173,12,4,0,0,0,4,2,0,2,0,4,3,1,1,511
249,"P.S.GAJNIPUR H/O MAHRAJNAGAR",727,646,0,1373,531,368,0,899,899,0,202,243,376,22,2,1,6,3,0,2,4,25,1,1,3,5,3,899
250,"P.S. DHARAMPUR",657,584,0,1241,425,392,0,817,815,0,435,85,228,11,1,4,3,4,2,1,4,2,2,6,10,8,11,817
251,"P.S. RAJAPUR",785,658,0,1443,590,453,0,1043,1043,0,287,108,535,27,6,3,14,4,5,1,1,0,6,13,6,15,12,1043
252,"P.S. DAUDAPUR R.N. 1",337,333,0,670,270,236,0,506,506,0,164,23,253,19,4,4,7,3,1,1,1,1,5,1,5,8,6,506
253,"P.S. DAUDAPUR R.N. 2",552,492,0,1044,414,366,0,780,780,0,408,146,201,3,0,0,4,1,0,1,0,0,0,8,4,4,0,780
254,"P.S. BHITHMANI NAVEEN R.N. 1",474,390,0,864,373,279,0,652,652,0,247,77,231,17,5,1,6,3,1,3,1,0,1,1,1,7,50,652
255,"P.S. BHITHMANI NAVEEN R.N. 2",470,392,0,862,367,300,0,667,667,0,226,100,224,22,3,2,3,3,4,1,0,1,2,5,4,6,61,667
256,"P.S. KOTARA II",629,564,0,1193,453,329,0,782,782,0,250,77,394,20,1,4,8,1,5,3,0,1,1,4,3,5,5,782
257,"P.S. KOTARA I",720,644,0,1364,511,414,0,925,925,0,316,71,464,26,0,2,4,1,8,0,0,2,4,3,3,5,16,925
258,"J.H.S. KANKARKUI R.N. 1",364,290,0,654,290,215,0,505,503,0,223,74,181,6,0,0,3,1,1,0,0,0,1,0,1,3,11,505
259,"J.H.S. KANKARKUI R.N. 2",662,579,0,1241,501,372,0,873,873,0,318,89,391,22,0,3,7,2,1,1,1,12,3,6,1,11,5,873
260,"P.S. SAHDEVA H/O KANKARKUI",216,193,0,409,177,169,0,346,346,0,180,8,141,3,1,0,3,0,1,0,1,0,0,1,1,4,2,346
261,"P.S. BAGAHADAK  II",512,452,0,964,431,334,0,765,765,0,97,130,444,51,5,0,9,0,2,0,0,0,3,10,2,7,5,765
262,"P.S. MADARMU",544,465,0,1009,398,337,0,735,735,0,321,51,283,25,2,3,5,2,1,2,1,7,3,9,4,8,8,735
263,"P.S. GHURIPUR H/O MADARMU",371,292,0,663,293,207,0,500,500,0,307,68,103,3,0,0,3,1,0,0,0,0,0,2,1,3,9,500
264,"P.S. KAMHARIYA KHUNKHUN",612,550,0,1162,528,404,0,932,932,0,290,20,574,13,2,2,12,2,2,0,1,0,0,2,6,2,4,932
265,"P.S. PURAINA",139,129,0,268,119,107,0,226,226,0,153,17,40,1,0,1,4,1,0,0,0,0,0,1,0,3,5,226
266,"P.S. BICHPARI H/O PURAINA",292,250,0,542,251,201,0,452,452,0,83,126,208,11,0,0,7,1,1,0,0,1,2,1,2,3,6,452
267,"J.H.S. SHEKHAVAPUR",331,264,0,595,309,224,0,533,533,0,66,15,425,9,0,0,3,0,1,1,0,0,5,3,0,2,3,533
268,"P.S. PURAINI",860,741,0,1601,623,476,0,1099,1099,0,287,142,532,69,5,2,8,2,1,2,2,0,4,6,7,19,11,1099
269,"P.S. SAHRISARAYN H/O MAHMOODPUR",606,538,0,1144,438,388,0,826,826,0,305,377,105,15,1,1,0,1,1,0,1,0,1,3,3,5,7,826
270,"P.S. MAHMOODPUR R.N.1",355,300,0,655,234,168,0,402,402,0,184,179,26,3,0,0,0,0,0,0,0,0,0,1,4,2,3,402
271,"P.S. MAHMOODPUR R.N.2",711,643,0,1354,508,366,0,874,157,0,358,256,173,8,2,5,7,3,1,4,4,5,7,9,8,12,12,874
272,"P.S. JALALPUR R.N. 1",563,476,0,1039,399,342,0,741,740,0,261,342,98,11,2,1,1,1,0,0,0,1,1,5,1,5,11,741
273,"P.S. JALALPUR R.N. 2",877,780,0,1657,524,427,0,951,951,0,560,248,61,6,2,0,3,2,2,0,1,1,1,2,1,16,45,951
274,"P.S. RAMUAPUR MO KALYANAPUR",575,521,0,1096,412,336,0,748,745,0,422,27,235,13,2,1,2,3,3,1,1,2,3,5,2,12,14,748
275,"P.S. KALYANAPUR KAMRA NO 1",749,620,0,1369,508,398,0,906,906,0,526,179,121,15,2,2,8,3,1,1,3,0,2,11,2,21,9,906
276,P.S.MAHOTEPUR,578,468,0,1046,403,298,0,701,698,0,216,193,245,12,1,3,3,5,1,1,0,1,1,4,3,8,4,701
277,"P.S. FULAPUR",793,636,1,1430,524,348,0,872,872,0,252,212,320,36,1,3,4,4,1,0,0,18,0,2,0,7,12,872
278,"P.S. MAHESHAPUR",206,161,0,367,161,130,0,291,291,0,134,21,112,0,0,4,2,0,0,0,0,0,0,2,4,3,9,291
279,"P.S.BHITHAULI  KAMRA NO 1",619,494,0,1113,396,279,0,675,648,0,348,42,238,7,2,2,5,5,3,0,0,0,0,6,0,4,13,675
280,"P.S.BHITHAULI  KAMRA NO 2",778,620,0,1398,546,340,0,886,886,0,377,223,201,8,0,2,5,3,1,2,1,1,3,6,6,12,35,886
281,"J.H.S. MANIKAPUR MO.SULTANAPUR MARUF",812,658,0,1470,579,476,0,1055,1055,0,329,409,234,9,2,0,5,3,5,1,1,2,7,11,14,13,10,1055
282,"P.S. DOBHA",647,530,0,1177,493,384,0,877,875,0,303,167,312,12,0,4,7,3,2,5,3,0,1,5,4,13,36,877
283,"P.S. SARAURAKALAN KAMRA NO 1",586,466,0,1052,416,308,0,724,724,0,416,218,54,24,2,1,1,1,0,0,0,0,0,1,0,2,4,724
284,"P.S.SARAURAKLA KAMRA NO 2",599,481,0,1080,391,315,0,706,706,0,422,208,17,21,1,1,2,1,1,1,2,1,1,1,2,4,20,706
285,"J.H.S. SARAURAKLA",609,464,0,1073,398,290,0,688,688,0,278,173,191,19,12,0,5,1,1,0,0,0,1,1,0,2,4,688
286,"P.S.KURSINPURVA MO. DAUDAPUR KAMRA NO 1",513,434,0,947,407,310,0,717,717,0,267,182,187,48,3,5,7,1,0,0,0,0,1,1,0,2,13,717
287,"P.S.KURSINPURVA MO. DAUDAPUR KAMRA NO 2",447,372,0,819,342,261,0,603,603,0,300,118,129,17,0,1,5,1,0,2,0,1,1,1,2,15,10,603
288,"P.S. PIRNAGAR",600,502,0,1102,386,288,0,674,674,0,173,103,262,98,2,1,5,2,2,1,3,2,1,3,1,5,10,674
289,"P.S.PTARAKLA KAMRA NO 1",545,445,0,990,361,277,0,638,638,0,198,87,267,38,4,1,13,5,2,2,1,0,5,5,4,6,0,638
290,"P.S.PTARAKLA KAMRA NO 2",713,553,0,1266,479,282,0,761,761,0,227,191,283,17,0,1,1,5,0,0,0,2,0,10,6,9,9,761
291,P.S.THANAPATTI,630,501,0,1131,435,315,0,750,750,0,272,192,231,13,2,2,3,1,1,0,1,3,2,7,1,6,13,750
292,P.S.CHHARASI,251,233,0,484,203,157,0,360,360,0,208,45,76,16,0,1,0,1,0,1,0,0,0,3,1,1,7,360
293,"J.H.S. RUDHA M0 CHHARASI",300,265,0,565,178,149,0,327,327,0,68,42,131,41,1,1,2,2,2,0,16,2,2,5,3,3,6,327
294,"P.S. NEVADA",416,347,0,763,324,251,0,575,575,0,237,33,277,8,3,0,4,0,2,0,1,0,0,0,1,7,2,575
295,"P.S. USRI GADHI",544,476,0,1020,388,372,0,760,760,0,382,76,176,73,1,4,2,2,5,4,2,1,3,11,3,11,4,760
296,"P.S. LALVA",737,589,0,1326,564,442,0,1006,850,0,511,152,214,63,5,1,4,2,3,2,0,3,2,9,3,10,22,1006
297,"P.S.GADHI KARAUDI",451,365,0,816,348,245,0,593,593,0,206,278,75,12,0,1,0,0,0,0,1,0,3,3,0,4,10,593
298,"J.H.S. JYOTISHAH ALMAPUR KAMRA NO 1",561,486,0,1047,400,324,0,724,722,0,175,74,413,14,2,0,6,1,7,0,0,0,0,6,2,9,15,724
299,"J.H.S. JYOTISHAH ALMAPUR KAMRA NO 2",563,451,0,1014,418,287,0,705,705,0,333,219,105,15,1,1,5,3,0,0,1,1,0,3,2,5,11,705
300,"P.S. GAVHIYA MO.BEHADA BAIKUNTHAPUR KAMRA NO 1",505,440,0,945,292,233,0,525,525,0,180,200,69,68,2,0,1,0,0,0,0,0,0,1,0,1,3,525
301,"P.S. GAVHIYA MO.BEHADA BAIKUNTHAPUR KAMRA NO 2",469,392,0,861,320,241,0,561,561,0,244,267,14,14,0,0,0,3,2,1,1,0,1,0,2,3,9,561
302,"P.S. GAVHIYA MO.BEHADA BAIKUNTHAPUR KAMRA NO 3",871,700,1,1572,555,404,0,959,959,0,386,225,246,41,4,0,3,3,2,0,1,1,1,3,3,8,32,959
303,"R.S.I.C. KAMLAPUR MO. MAHOLI KAMRA NO 1",713,625,2,1340,442,315,0,757,755,0,41,90,581,16,1,0,1,1,3,0,1,0,2,2,0,5,13,757
304,"R.S.I.C. KAMLAPUR MO. MAHOLI KAMRA NO 2",480,375,0,855,290,192,0,482,482,0,152,57,235,21,2,0,1,2,3,0,0,0,0,0,1,2,6,482
305,"R.S.I.C. KAMLAPUR MO. MAHOLI KAMRA NO 3",459,386,0,845,290,212,0,502,502,0,165,49,236,34,2,2,2,0,2,0,0,0,0,2,2,2,4,502
306,"P.S. GAURA MO  MAHOLI",369,290,0,659,291,212,0,503,503,0,230,45,173,37,1,1,5,1,0,0,1,2,0,1,0,2,4,503
307,"P.S. KAMLAPUR MO. MAHOLI",778,660,0,1438,442,327,0,769,769,0,323,82,243,74,3,3,8,2,4,2,4,1,3,4,4,7,2,769
308,"P.S. LODHAURA",462,429,0,891,344,224,0,568,563,0,260,57,198,23,1,0,4,0,1,0,2,2,2,4,1,6,7,568
309,P.S.SARAIYA,558,460,0,1018,339,288,0,627,600,0,269,104,182,22,2,1,3,2,0,2,3,0,1,3,6,3,24,627
310,"J.H.S.AKBARAPUR MO SARAIYA",455,361,0,816,360,251,0,611,609,0,191,233,156,4,1,0,7,1,3,1,1,0,2,1,3,4,3,611
311,"P.S. CHANDEHARA",295,254,0,549,242,198,0,440,440,0,294,31,91,11,1,0,2,1,0,0,0,0,0,1,0,4,4,440
312,P.S.VIKRAMAPUR,465,441,1,907,347,301,0,648,648,0,181,52,376,10,2,2,1,3,0,0,2,0,0,7,3,7,2,648
313,"PANCHYATGHAR KAKYAPARA MO. HARDI",550,468,0,1018,388,320,0,708,706,0,151,209,266,22,4,2,9,4,1,1,2,1,0,7,3,9,17,708
314,"P.S. BAMBHAURA",497,459,0,956,328,284,0,612,612,0,308,31,213,36,1,2,6,1,2,0,2,0,0,2,1,3,4,612
