"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMBIKA SINGH","2 - BRIJ KISHOR SINGH","3 - RAM PRASAD CHAUDHARY","4 - HARISH CHANDRA  ALIAS  HARISH DWIVEDI","5 - ANAND RAJPAL","6 - PURUSHOTTAM PANDEY","7 - BHAGWANDAS","8 - RAM KARAN ALIAS R.K. GAUTAM","9 - SHIVPOOJAN RAJBHAR","10 - SITA RAM","11 - ARUN KUMAR","12 - KRISHNA  KUMAR UPADHYAY ADVOCATE","13 - RAM SHANKAR GUPTA","14 - None of the Above","Total Votes Secured"
397,P.S.GANDHAR,358,294,0,652,208,198,0,406,101,0,3,61,203,134,0,0,2,0,0,0,1,0,0,2,406
398,P.S.PAIDAKHARAHRA,679,583,1,1263,391,384,0,775,775,0,47,191,263,243,5,1,3,2,1,2,3,5,2,7,775
399,"P.S. PADIYA KHAS",882,707,0,1589,451,497,0,948,908,0,14,414,367,131,3,3,0,0,2,0,1,4,3,6,948
400,P.S.CHAMRAHIYA,367,320,0,687,248,205,0,453,432,0,4,38,273,125,1,1,1,0,1,1,1,0,0,7,453
401,P.S.CHAMRAHIYA,562,503,0,1065,396,338,0,734,650,0,2,45,342,250,24,2,0,2,54,1,2,4,2,4,734
402,P.S.MAHISIN,330,294,0,624,196,204,0,400,400,0,12,136,89,156,5,0,0,0,0,0,1,0,0,1,400
403,P.S.PLAN,517,487,0,1004,324,306,0,630,98,0,17,176,140,284,5,0,2,1,1,0,1,1,1,1,630
404,MAJHAUWAJAGAT,771,691,0,1462,481,412,0,893,893,0,14,217,170,454,10,2,1,0,5,1,6,3,1,9,893
405,P.S.SONAURA,528,454,1,983,333,313,0,646,100,0,11,244,143,225,3,1,1,0,0,3,5,2,1,7,646
406,P.S.RASANA,626,492,1,1119,376,356,0,732,616,0,19,207,164,165,5,4,6,4,127,9,3,3,6,10,732
407,P.S.RASANA,265,314,0,579,171,167,0,338,338,0,15,92,131,71,3,2,1,1,17,0,0,1,1,3,338
408,P.S.PARSASOORAT,578,450,0,1028,214,261,0,475,435,0,18,84,124,49,4,175,1,0,0,1,0,7,3,9,475
409,P.S.PARSASOORAT,468,383,0,851,177,176,0,353,10,0,4,99,58,78,6,102,1,0,0,0,1,2,1,1,353
410,P.S.SRAIYA,356,324,0,680,218,216,0,434,14,0,28,149,143,95,8,2,0,0,1,0,0,2,3,3,434
