"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
316,"PRIMARY SCHOOL KHAIRATIYA ROOM NO. 1",428,359,0,787,242,251,0,493,451,0,333,66,62,8,4,0,0,0,6,4,1,1,2,0,2,4,493
317,"PRIMARY SCHOOL KHAIRATIYA ROOM NO. 2",422,358,0,780,213,208,0,421,406,0,200,74,91,19,1,0,2,1,4,4,2,2,2,5,4,10,421
318,"PRIMARY SCHOOL BHATHAWA",726,607,0,1333,321,354,0,675,672,0,341,148,149,10,0,0,1,2,2,2,1,0,5,3,4,7,675
319,"PRIMARY SCHOOL NARAYENPUR KOTHI",667,611,0,1278,347,408,0,755,81,0,291,321,92,3,2,2,1,4,5,2,3,3,3,3,8,12,755
320,"PRIMARY SCHOOL SANKARPATTI",410,317,0,727,217,221,0,438,412,0,181,228,7,1,0,0,0,0,2,3,0,0,1,1,6,8,438
321,"PRIMARY SCHOOL CHAKIYA",275,237,0,512,170,153,0,323,322,0,92,38,168,6,0,0,0,0,1,1,0,2,2,5,5,3,323
322,"JUNIAR HAIGSCHOOL SUMAHI BUJURG ROOM NO. 1",722,608,0,1330,436,340,0,776,350,0,341,63,340,13,6,0,0,1,3,0,0,0,1,1,0,7,776
323,"JUNIAR HAIGSCHOOL SUMAHI BUJURG ROOM NO. 2",691,565,0,1256,327,336,0,663,661,0,255,84,302,7,0,0,0,1,1,3,2,1,1,2,0,4,663
324,"PRIMARY SCHOOL SUMAHI KHURD",351,281,0,632,174,173,0,347,322,0,237,52,31,10,1,0,0,0,1,0,0,0,1,4,4,6,347
325,"PRIMARY SCHOOL PAMPUR URF KHUSIHAL TOLA",527,391,0,918,315,211,0,526,511,0,241,164,86,13,0,1,2,0,2,1,2,1,2,2,2,7,526
326,"JUNIAR HAIHSCHOOL LAKCHMIPUR",488,400,0,888,195,208,0,403,376,0,220,53,81,27,4,1,0,2,5,1,2,1,0,0,1,5,403
327,"K.M.I.C. VISHUNPUR SHEKHJARLLI",181,167,0,348,108,101,0,209,209,0,155,10,34,5,0,0,1,0,0,1,0,0,0,0,0,3,209
328,"PRIMARY SCHOOL DARJIYA",194,152,0,346,103,101,0,204,204,0,76,65,48,9,0,0,0,1,1,1,0,1,0,1,1,0,204
329,"JUNIAR HAISCHOOL ARUSAWA",267,240,0,507,140,139,0,279,279,0,128,61,60,5,1,1,2,1,4,5,0,1,0,0,2,8,279
330,"PRIMARY SCHOOL USAMANPUR ROOM NO. 1",524,438,0,962,199,209,0,408,403,0,199,88,104,7,1,0,1,1,1,0,0,1,0,1,0,4,408
331,"PRIMARY SCHOOL USAMANPUR ROOM NO. 2",779,627,0,1406,370,350,0,720,120,0,393,202,55,37,2,2,3,3,7,2,1,0,1,2,5,5,720
332,"PRIMARY SCHOOL CHATTU KATEYA",570,435,0,1005,278,246,0,524,523,0,385,50,39,15,3,0,3,1,1,3,0,1,3,4,3,13,524
333,"PRIMARY SCHOOL MUNDERA",642,579,0,1221,334,308,0,642,161,0,347,84,125,23,1,1,3,2,0,5,4,1,5,6,6,29,642
334,"PRIMARY SCHOOL BHATHAHI  DARIYAW TOLA ROOM NO. 1",572,510,0,1082,278,274,0,552,528,0,376,87,20,39,4,0,2,0,2,5,1,1,2,2,6,5,552
335,"PRIMARY SCHOOL BHATHAHI  DARIYAW TOLA ROOM NO. 2",592,515,0,1107,353,349,0,702,503,0,143,452,41,33,1,0,1,1,4,0,0,3,11,4,4,4,702
336,"A.B.P.I.C.NAKATAHA URF HARIHAR CHAPRA ROOM NO. 1",491,395,0,886,258,200,0,458,458,0,352,34,28,20,1,0,0,1,6,0,2,0,0,1,1,12,458
337,"A.B.P.I.C.NAKATAHA URF HARIHAR CHAPRA ROOM NO. 2",310,227,0,537,136,148,0,284,264,0,74,134,51,3,2,0,0,0,1,5,1,1,3,2,5,2,284
338,"BAHUDDESHIYA BHAWAN BHANPUR ROOM NO. 1",431,340,0,771,256,212,0,468,465,0,64,190,195,6,2,0,0,0,2,1,1,0,1,1,3,2,468
339,"BAHUDDESHIY BHAWAN BHANPUR ROOM NO. 2",465,383,0,848,239,265,0,504,201,0,200,115,170,8,0,1,1,0,3,0,0,0,1,0,0,5,504
340,"PRIMARY SCHOOL FARENDHA",689,584,0,1273,351,363,0,714,686,0,459,155,38,21,8,3,2,3,7,2,0,0,2,4,4,6,714
341,"JUNIAR HAISCHOOL BADURAW ROOM NO.1",740,619,1,1360,366,320,0,686,684,0,479,60,92,12,1,4,0,1,5,6,3,1,1,2,5,14,686
342,"JUNIAR HAISCHOOL BADURAW ROOM NO. 2",585,460,0,1045,261,278,0,539,539,0,274,138,71,13,1,0,0,2,3,11,2,2,1,4,7,10,539
343,"PRIMARY SCHOOL NATHAPATTI ROOM NO. 1",768,651,0,1419,435,387,0,822,138,0,476,151,149,17,4,0,3,4,2,5,1,0,2,0,1,7,822
344,"PRIMARY SCHOOL NATHAPATTI ROOM NO. 2",195,154,0,349,105,98,0,203,203,0,97,64,23,8,0,0,0,1,0,4,1,0,1,0,3,1,203
345,"PRIMARY SCHOOL LOHARWALIYA",599,447,0,1046,296,261,0,557,186,0,197,48,241,46,0,1,3,2,5,1,0,1,2,1,2,7,557
346,"PRIMARY SCHOOL BALIYAWA ROOM NO. 1",386,312,0,698,194,190,0,384,382,0,167,82,78,26,3,1,3,1,2,5,2,2,0,2,5,5,384
347,"PRIMARY SCHOOL BALIYAWA ROOM NO. 2",828,673,1,1502,423,397,0,820,600,0,420,226,50,27,0,2,3,3,7,19,2,3,10,6,13,29,820
348,"PRIMARY SCHOOL BHATHAHI BUJURG",665,507,0,1172,319,300,0,619,230,0,431,142,11,10,2,1,0,1,3,5,0,1,0,2,2,8,619
349,"PRIMARY SCHOOL BHATHAHI KHURD",560,438,0,998,243,230,0,473,462,0,234,56,125,18,5,0,3,0,3,1,1,5,1,3,6,12,473
350,"PANCHAYAT BHAWAN BELWA ALAM DAS ROOM NO. 1",781,636,0,1417,396,395,0,791,749,0,359,82,291,18,1,1,2,1,5,9,2,0,1,10,3,6,791
351,"PANCHAYAT BHAWAN BELWA ALAM DAS ROOM NO .2",223,174,0,397,109,90,0,199,192,0,99,12,63,5,1,1,1,4,0,2,1,1,3,1,3,2,199
352,"PRIMARY SCHOOL DULDULIYA",284,230,0,514,154,149,0,303,303,0,77,143,46,13,2,0,0,0,5,2,1,3,0,2,6,3,303
353,"PRIMARY SCHOOL SHERPUR BADAHARA",739,636,0,1375,433,337,0,770,650,0,171,158,393,11,6,2,1,0,2,4,0,2,2,6,4,8,770
354,"J.S.I.C. NARAYANPUR (CHAINPUR)",697,536,0,1233,403,325,0,728,720,0,526,52,63,39,3,2,0,1,2,6,5,1,5,2,5,16,728
355,"JUNIAR HAISCHOOL BANKATA BAJAR ROOM NO. 1",883,626,0,1509,454,357,0,811,526,0,458,207,95,18,6,2,0,1,4,3,1,0,2,2,6,6,811
356,"JUNIAR HAISCHOOL BANKATA BAJAR ROOM NO. 2",662,516,0,1178,356,286,0,642,592,0,513,69,36,9,0,0,0,2,1,5,2,0,0,0,3,2,642
357,"PRIMARY SCHOOL KOILASAWA BUJURG ROOM NO.",535,404,0,939,260,274,0,534,522,0,306,77,111,5,2,0,0,2,1,2,3,1,5,1,4,14,534
358,"PRIMARY SCHOOL KOILASAWA BUJURG ROOM NO. 2",398,315,0,713,198,198,0,396,84,0,233,47,75,15,2,0,1,0,1,3,4,0,0,3,5,7,396
359,"PRIMARY SCHOOL KOILASAWA BUJURG",576,432,0,1008,306,278,0,584,582,0,227,86,191,25,1,1,4,4,8,14,1,1,8,1,8,4,584
360,"JUNIAR HAISCHOOL KOILASAWA BUJURG ROOM NO. 1",781,665,1,1447,396,385,0,781,281,0,382,147,170,16,1,0,0,2,8,17,6,5,6,3,5,13,781
361,"JUNIAR HAISCHOOL KOILASAWA  BUJURG ROOM  NO. 2",812,685,0,1497,468,410,0,878,238,0,272,225,248,13,5,2,5,2,7,8,9,6,6,14,12,44,878
