"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR HUSAIN","2 - NAWAB KAZIM ALI KHAN","3 - NASEER AHMAD KHAN","4 - DR. NEPAL SINGH","5 - JANNAT NISHA","6 - VIJENDRA SINGH","7 - SYED SALMAN ALI","8 - AKBAR MASOOD","9 - JAGDISH SARAN SAGAR","10 - JAGMOHAN","11 - TEJPAL SINGH","12 - NAVED MIAN","13 - None of the Above","Total Votes Secured"
163,"PRIMARY SCHOOL RUPAPAUR",278,249,0,527,254,210,0,464,464,0,148,3,4,301,4,1,0,0,0,1,0,0,2,464
164,"PRIMARY SCHOOL NEW BHAVAN SIRKA PATTI  RUPAPUR",535,474,0,1009,404,348,0,752,752,0,132,4,11,594,2,0,2,2,0,2,0,1,2,752
165,"PRIMARY SCHOOLLODHIPUR NAYAK ROOM NO 1",647,538,0,1185,375,332,0,707,707,0,29,220,226,219,1,0,1,1,0,3,1,0,6,707
166,"PRIMARY SCHOOLLODHIPUR NAYAK ROOM NO-2",719,530,0,1249,471,340,0,811,811,0,9,493,265,28,2,1,1,0,2,2,3,3,2,811
167,"KANYA PRIMARY PATHSHALA DADHIYAL EAHTAMLI",787,667,36,1490,441,427,0,868,868,0,14,487,335,11,1,0,0,2,2,1,2,5,8,868
168,"KANYA PATHSHALA ROOM NO 2 DADHIYAL EHATAMALI",736,653,0,1389,433,399,0,832,785,0,7,442,172,200,1,2,0,1,0,0,0,3,4,832
169,"GANDI INTEAR COLLGE MADYA  SIDE DADHIYAL EHATAMALI",775,609,0,1384,369,436,0,805,805,0,2,205,578,10,1,0,0,0,1,0,0,2,6,805
170,"GANDI INTEAR COLLGE MADY SIDE DADHIYAL EHATAMALI",614,567,0,1181,325,269,0,594,594,0,3,113,409,59,2,0,1,1,0,1,0,1,4,594
171,"GANDI INTEAR COLLGE  SOUTH SIDE DADHIYAL EHATAMALI",468,442,0,910,307,285,0,592,592,0,3,102,412,57,1,1,1,2,2,3,0,2,6,592
172,"GANDI INTEAR COLLGE  SOUTH SIDE DADHIYAL EHATAMALI",451,423,0,874,243,268,0,511,511,0,4,132,325,44,0,0,0,0,0,0,4,1,1,511
173,"JUNIOR HIGH SCHOOL DADHIYAL MUSTEKAM ROOM NO 1",601,438,0,1039,313,222,0,535,535,0,7,159,158,182,5,1,1,2,3,0,2,6,9,535
174,"JUNIOR PRIMARY SCHOOLDADHIYAL MUSTEKAM ROOM NO 2",561,490,0,1051,247,193,0,440,440,0,5,100,241,93,0,0,0,0,0,0,1,0,0,440
175,"JUNIOR PRIMARY SCHOOL DADHIYAL MUSTEKAMROOM NO 3",497,378,0,875,254,171,0,425,425,0,3,58,360,0,0,0,1,0,0,0,1,0,2,425
176,"CENTER SIKSH MITR DADJIYAL MUSTEKAM",478,428,0,906,230,168,0,398,398,0,1,72,316,1,0,1,0,1,2,0,1,2,1,398
177,"KISAN SEWA SAHKARI SAMITI EAST SIDE DADHIYAL MUSTEKAM",522,374,0,896,386,275,0,661,611,0,28,26,55,533,5,3,0,2,0,0,2,0,7,661
178,"KISAN SEWA SAHKARI SAMITI WEST  SIDE DADHIYAL MUSTEKAM",368,402,16,786,229,257,0,486,486,0,5,30,125,318,1,2,1,0,1,0,0,1,2,486
179,"KISAN SEWA SAHKARI SAMITI NOOTH  SIDE DADHIYAL MUSTEKAM",592,551,0,1143,450,399,0,849,849,0,27,57,33,714,7,3,0,1,0,2,0,2,3,849
180,"PRIMARY SCHOOL ZATPURA",556,494,0,1050,371,317,0,688,539,0,182,171,113,194,5,1,1,1,4,0,4,3,9,688
181,"PRIMARY SCHOOL NARAYANPUR",260,254,0,514,252,228,0,480,480,0,0,3,1,476,0,0,0,0,0,0,0,0,0,480
182,"ZANTA INTAR COOLGE ROOM NO 3 PIPALI NAYAK",717,573,0,1290,496,381,0,877,877,0,6,70,183,591,3,1,0,0,2,4,2,5,10,877
183,"ZANTA INTAR COOLGE ROOM NO 4 PIPALI NAYAK",674,610,0,1284,533,475,0,1008,1008,0,6,25,56,908,3,0,1,0,2,4,0,0,3,1008
184,"ZANTA INTAR COOLGE ROOM NO 5 PIPALI NAYAK",705,587,0,1292,529,413,0,942,897,0,87,12,19,803,9,5,2,1,0,1,1,1,1,942
185,"PRIMARY SCHOOL PARSHUPURA",630,613,0,1243,406,397,0,803,747,0,69,519,190,11,3,2,0,1,1,0,1,3,3,803
186,"PRIMAREY SCHOOL MILAK MUGALA URF MUGALPURA",207,143,0,350,149,90,0,239,239,0,4,152,79,2,0,1,0,0,0,0,0,0,1,239
187,"PRIMARY SCHOOL EXTRA ROOM KHEDA GAZROLA",487,416,0,903,341,308,0,649,649,0,116,47,189,286,3,2,2,1,0,0,1,2,0,649
188,"PRIAMRY SCHOOL GAZROLA",193,175,0,368,122,111,0,233,233,0,0,4,58,164,2,0,0,0,0,5,0,0,0,233
189,"PRIMARY SCHOOL SARAKTHAL",555,493,0,1048,428,379,0,807,707,0,196,4,20,569,4,2,0,0,1,3,1,2,5,807
190,"PRIMARY SCHOOL CHAK GAZROLA",503,470,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"PRIMARY SCHOOL RAFATPUR",441,365,0,806,327,285,0,612,612,0,484,56,41,23,0,2,0,0,0,0,0,3,3,612
192,"JUNIOR HIGH SCHOOL RAMNAGAR LATIFPUR ROOM NO 1",466,374,0,840,291,277,0,568,568,0,65,15,115,364,4,0,2,0,1,1,1,0,0,568
193,"JUNIOR HIGH SCHOOL RAMNAGAR LATIFPUR ROOM NO 2",353,312,0,665,210,186,0,396,396,0,88,13,154,137,1,1,0,0,0,0,0,0,2,396
194,"PRIMARY  SCHOOL RAMNAGAR LATIFPUR",603,492,0,1095,456,345,0,801,751,0,144,265,158,213,3,2,1,0,1,1,1,3,9,801
195,"PRIMARY SCHOOL DEVIPURA",424,392,0,816,289,300,0,589,589,0,13,248,298,17,4,0,0,0,2,2,1,2,2,589
196,"PRIMARY SCHOOL RAIKA NAGALA",450,435,0,885,301,294,0,595,595,0,65,297,216,5,1,0,0,0,1,0,3,4,3,595
197,"PRIMARY SCHOOL  KASIYA KUNDAROOM NO 1",642,499,0,1141,373,308,0,681,681,0,138,178,294,64,2,0,0,1,1,0,0,1,2,681
198,"PRIMARY SCHOOL  KASIYA KUNDA ROOM NO 2",499,549,0,1048,214,295,0,509,509,0,40,69,297,87,2,0,0,1,4,0,1,4,4,509
199,"PRIMARY SCHOOL KARKHEDI",384,324,0,708,254,234,0,488,488,0,179,40,161,99,0,4,0,1,0,0,1,0,3,488
200,"JUNIOR HIGH SCHOOL KARKHEDA ROOM NO-1",563,474,5,1042,414,311,0,725,705,0,139,63,126,381,3,0,0,0,0,3,0,5,5,725
201,"JUNIOR HIGH SCHOOL KARKHEDA  ROOM NO-2",386,378,2,766,252,232,0,484,484,0,52,45,77,303,2,2,0,2,0,0,1,0,0,484
202,"PRIMARY SCHOOL LAKHMAN NAGALA",775,669,0,1444,484,382,0,866,826,0,176,132,237,305,2,0,0,1,0,4,1,3,5,866
203,"TANDA YANANI ASPTAL JALKAR PARISAR GAIT KE PASS NOOTH SIDE TANDA",792,560,0,1352,469,339,0,808,758,0,50,106,635,3,8,0,1,0,2,1,0,1,1,808
204,"TANDA YANANI ASPTAL JALKAR PARISAR GAIT KE PASS NOOTH SIDE TANDA",211,300,0,511,94,151,0,245,245,0,8,30,203,2,1,0,0,0,0,1,0,0,0,245
205,"NAGAR PALIKA GODAM TANDA",734,637,0,1371,467,358,0,825,818,0,4,115,674,24,3,0,0,0,2,0,0,0,3,825
206,"KARYAL UPCOSHAGAR TANDA",745,711,0,1456,416,400,0,816,816,0,8,229,513,62,2,0,0,1,1,0,0,0,0,816
207,"KARYALYA  NAGAR PALIKA JALKAR PARISAR PURANA BHAVAN TANDA",553,409,0,962,350,256,0,606,506,0,0,100,440,42,18,0,1,0,0,0,1,1,3,606
208,"KARYAL NAGAR PALIKA JALKAR PARISAR PURANA BHAVAN TANDA",497,475,0,972,290,320,0,610,590,0,2,80,411,81,32,0,0,0,0,0,1,1,2,610
209,"GOVT INTAR COLLEGE TANDA MADHYA DISHA",625,492,0,1117,437,301,0,738,738,0,5,131,577,18,1,0,0,0,2,0,0,0,4,738
210,"GOVT INTAR COLLEGE TANDA EXTRA SIDE",187,281,1,469,106,170,1,277,277,0,1,40,226,3,3,0,0,0,0,0,0,2,2,277
211,"GOVT INTAR COLLEGE TANDA  MIDDLE SIDE  ROOM NO 2 NORTH SIDE",558,425,0,983,342,280,0,622,622,0,10,173,424,6,4,0,1,0,1,0,1,0,2,622
212,"GOVT  INTAR COOLGE TANDA MIDDLE SIDE  ROOM NO 2 SOUTH  SIDE",956,948,0,1904,504,521,0,1025,970,0,3,309,685,7,8,2,0,1,2,1,2,2,3,1025
213,"GOVT  INTAR COLLEGE TANDA  NABIN BHAVAN ROOM NO 3",344,293,0,637,190,158,0,348,348,0,4,81,247,9,6,0,0,0,0,0,0,0,1,348
214,"GOVT  INTAR COLLEGE TANDA NABIN BHAVAN ROOM NO 6 EAST SIDE",383,325,0,708,269,168,0,437,437,0,0,132,280,17,5,0,0,0,0,0,1,2,0,437
215,"GOVT  INTAR COLLEGE TANDA NABIN BHAVAN ROOM NO 6 WEST SIDE",493,492,7,992,312,311,0,623,623,0,1,169,422,21,3,0,0,1,1,1,1,1,2,623
216,"GOVR  INTAR COOLGE TANDA NABIN BHAVAN ROOM WAYOLOZI LAIB  EAST DSIDE",810,746,0,1556,456,434,0,890,890,0,3,277,510,90,5,0,0,0,1,0,1,2,1,890
217,"GOVT INTAR COLLEGE TANDA  NABIN BHAVAN ROOM WAYOLOZI LAIB EAST SIDE",761,719,0,1480,484,483,0,967,967,0,4,166,775,7,10,0,0,0,1,0,3,0,1,967
218,"BEEZ BHANDAR TANDA NORTH SIDE",788,710,0,1498,523,382,0,905,905,0,3,258,535,82,8,0,1,1,3,3,4,5,2,905
219,"BEEZ BHANDAR TANDA SOUTH  SIDE",528,403,0,931,328,247,0,575,575,0,1,57,338,173,1,2,0,0,1,1,1,0,0,575
220,"BEEZ BHANDAR TANDA  EAST DISHA  MADHYA",429,418,2,849,264,229,0,493,493,0,1,56,331,101,1,1,1,0,0,0,0,1,0,493
221,"MUKHY PARIBAR KALYAND UP CENTER BADLI EAST SIDE",901,718,0,1619,512,358,0,870,870,0,7,143,330,376,3,5,0,2,1,1,1,0,1,870
222,"MUKHY PARIBAR KALYAND UP CENTER BADLI WEST  SIDE",145,162,1,308,89,84,0,173,173,0,1,33,30,107,1,0,0,0,0,0,1,0,0,173
223,"A.N.M-CENTER BADLI SITUATED TANDA  ROOM NO 1",548,409,0,957,325,219,0,544,544,0,4,285,223,26,0,0,0,0,1,2,1,1,1,544
224,"A.N.M-CENTER BADLI  SITUATED TANDA  ROOM NO 2",472,442,6,920,260,227,0,487,487,0,0,268,192,22,0,0,0,0,0,1,1,1,2,487
225,"JUNIOR HIGH SCHOOLTANDA ROOM NO- 1",879,785,0,1664,494,466,0,960,900,0,3,171,770,9,0,0,0,0,1,1,1,3,1,960
226,"JUNIOR HIGH SCHOOL  TANDA  ROOM NO 2",241,238,0,479,134,108,0,242,242,0,1,39,190,9,1,0,0,0,0,0,1,1,0,242
227,"JINOOR HIGH SCHOOL ROOM NO 3",477,421,0,898,282,232,0,514,514,0,5,140,265,95,4,0,0,0,1,0,1,2,1,514
228,"JUNIOR HIGH SCHOOL ROOM NO 5 TANDA",448,432,0,880,267,199,0,466,466,0,3,75,366,17,4,0,0,0,0,0,1,0,0,466
229,"PRIMARY SCHOOL TANDA NO -3ROOM NO 1",369,281,0,650,191,148,0,339,339,0,3,33,214,86,0,0,0,0,0,0,0,0,3,339
230,"PRIMARY SCHOOL TANDA NO-3 ROOM NO 2",568,522,0,1090,270,269,0,539,539,0,6,41,257,226,2,2,1,0,1,1,0,0,2,539
231,"GAIRAZ EXTRA PURANA ASPTAL TANDA",841,716,5,1562,500,404,0,904,904,0,21,11,160,697,6,0,1,0,2,0,1,1,4,904
232,"PRIMARY SCHOOL MARGHATI TANDA ROOM NO 1",588,430,0,1018,464,311,0,775,775,0,42,4,24,676,7,6,1,0,1,2,2,2,8,775
233,"PRIMARY SCHOOL MARGHTI TANDA ROOM NO 2",455,469,0,924,311,313,0,624,604,0,13,2,30,565,4,3,2,0,0,0,1,1,3,624
234,"PRIMARY SCHOOL KAISO NAGALI  TANDA",243,179,0,422,180,151,0,331,331,0,95,1,71,162,0,0,0,1,0,1,0,0,0,331
235,"PRIMARY SCHOOL WAHADUR KA MAJHARA",441,398,0,839,319,275,0,594,594,0,352,93,123,21,0,1,0,0,0,1,0,1,2,594
236,"JINIOR HIGH SCHOOL BADALI ROOM -1",771,691,0,1462,484,348,0,832,802,0,15,65,57,681,3,5,0,2,2,1,0,1,0,832
237,"JUNIOR HIGH SCHOOL BADALI ROOM NO -2",343,271,0,614,217,154,0,371,371,0,41,38,41,236,4,0,1,0,0,2,1,3,4,371
238,"PRIMARY SCHOOL SEDU KA MAZARA",795,612,20,1427,412,352,0,764,764,0,242,89,391,34,0,1,0,0,2,1,0,1,3,764
239,"KANYA JUNIOR HIGH  SCHOOL  ZALPUR ROOM NO-1",530,514,0,1044,294,246,0,540,540,0,8,142,119,259,0,3,0,0,1,2,0,2,4,540
240,"KANYA JUNIOR HIGHSCHOOL  ZALPUR ROOM NO -2",320,286,1,607,213,178,0,391,391,0,4,133,177,73,0,0,1,1,0,2,0,0,0,391
241,"PRIMARY SCHOOL ROOM NO -1 DHIRAZNAGAR",759,687,0,1446,421,268,0,689,689,0,11,399,124,134,3,4,1,1,1,3,1,5,2,689
242,"PRIMARY SCHOOL ROOM NO-2 DHIRAZNAGAR",460,386,0,846,225,135,0,360,360,0,12,120,76,143,3,1,0,1,1,2,0,0,1,360
243,"PRIMARY SCHOOL ROOM NO -1 SIKANDARABAD",417,345,0,762,274,191,0,465,465,0,13,119,191,126,5,3,1,0,1,0,2,1,3,465
244,"PRIMARY SCHOOL  ROOM NO -2 SIKANDARABAD",437,496,0,933,175,117,0,292,292,0,6,78,141,60,0,0,0,0,0,1,1,2,3,292
245,"PRIMARY SCHOOL ABBASNAGAR TANDA",316,262,0,578,208,177,0,385,385,0,226,6,38,109,0,2,0,0,0,0,0,1,3,385
246,"PRIMARY SCHOOL SAHRIYA ZABAHAR",694,616,0,1310,454,371,0,825,825,0,152,174,418,71,2,0,0,0,0,1,2,1,4,825
247,"PRIMARY SCHOOL DHAKKA NAGLIYA",762,630,2,1394,536,368,0,904,803,0,266,151,252,204,4,2,1,0,2,1,7,2,12,904
248,"JUNIOR HIGH SCHOOL ROOM NO -2 SANTA KHEDA",525,428,0,953,343,272,0,615,585,0,78,210,102,202,5,2,0,0,3,2,0,5,6,615
249,"JUNIOR HIGH SCHOOL ROOM NO -1 SANTA KHEDA",427,445,0,872,230,204,0,434,390,0,228,80,41,74,0,0,2,0,1,0,2,6,0,434
250,"JUNIOR HIGH SCHOOL SANTA KHEDAROOM NO -3",558,437,0,995,343,204,0,547,547,0,220,57,100,150,4,1,0,0,0,3,1,2,9,547
251,"JUNIOR HIGH SCHOOL SENTA KHEDA ROOM NO -4",449,425,0,874,206,126,0,332,332,0,87,71,89,79,0,0,1,1,0,1,1,1,1,332
252,"JUNIOR SCHOOLSENTA KHEDA ROOM NO-1",548,426,0,974,317,210,0,527,527,0,271,24,159,65,1,2,0,0,2,0,0,0,3,527
253,"PRIMARY SCHOOL  SENTA KHEDAROOM NO -2",511,465,0,976,282,212,0,494,494,0,317,13,49,104,0,3,1,1,0,0,1,0,5,494
254,"PRIMARY SCHOOL  RATUA NAGALAROOM NO -1",545,447,0,992,417,366,0,783,783,0,493,127,127,20,1,0,1,1,2,4,0,0,7,783
255,"PRIMARY SCHOOL RATUA NAGALA EXTRA ROOM-2",379,381,0,760,233,242,0,475,475,0,137,83,162,87,1,0,0,0,2,0,0,0,3,475
256,"PRIMARY SCHOOL RATUA NAGALA  ROOM NO -2",302,267,0,569,221,176,0,397,397,0,251,8,120,16,0,0,0,0,0,0,0,0,2,397
257,"PRIMARY SCHOOL SECOND CHANDUPURA SHIKAMPUR",771,620,0,1391,504,396,0,900,900,0,198,103,299,258,4,3,2,0,5,4,4,8,12,900
258,"JUNIOR HIGH SCHOOL ROOM NO -1 CHANDUPURA SHIKAMPUR",858,691,12,1561,640,403,0,1043,903,0,37,6,39,935,11,2,2,1,1,3,1,1,4,1043
259,"JUNIOR HIGH SCHOOL ROOM NO -2 CHANDUPURA SHIKAMPUR",228,198,8,434,189,146,0,335,335,0,1,0,28,298,2,0,0,0,0,4,0,1,1,335
260,"PRIMARY SCHOOL CHANDUPURI",303,255,0,558,237,168,0,405,405,0,1,16,54,325,3,1,0,0,0,1,0,3,1,405
261,"PRIMARY SCHOOL LALPUR",418,338,0,756,314,251,0,565,565,0,271,73,72,137,1,0,1,0,0,1,1,0,8,565
262,"PRIMARY SCHOOL MUBANA",835,666,0,1501,604,407,0,1011,981,0,347,187,157,304,3,0,0,1,1,0,3,2,6,1011
263,"PRIMARY SCHOOL MAHUA KHEDAROOM NO-1",308,276,0,584,233,176,0,409,409,0,57,119,169,47,3,1,1,1,0,3,1,4,3,409
264,"PRIMARY SCHOOL MAHUA KHEDA ROOM NO-2",514,515,0,1029,332,323,0,655,655,0,39,77,487,46,2,0,1,0,2,0,1,0,0,655
265,"PRIMARY SCHOOL DHIMARKHEDA",320,288,0,608,242,195,0,437,437,0,2,6,129,283,5,0,0,1,0,3,4,0,4,437
266,"PRIMARY SCHOOL MUKUTPUR",335,291,0,626,285,225,0,510,510,0,199,157,100,46,3,0,0,0,1,0,0,0,4,510
267,"PRIMARY SCHOOL TODIPURA",440,404,0,844,287,248,0,535,535,0,0,283,237,4,1,0,0,1,1,1,1,1,5,535
268,"JUNIOR HIGH SCHOOL LAMBAKHEDAROOM NO-1",493,364,5,862,319,254,0,573,573,0,161,145,108,151,3,1,0,0,1,1,0,1,1,573
269,"JUNIOR HIGH SCHOOL LAMBAKHEDAROOM NO 2",477,384,3,864,271,245,0,516,516,0,45,140,79,243,1,1,0,0,1,3,0,0,3,516
270,"PRIMARY SCHOOL ROOM NO-2 LAMBA KHEDA",510,380,0,890,384,254,0,638,638,0,13,408,82,125,2,0,0,0,1,1,2,1,3,638
271,"PRIMARY SCHOOL EXTRA ROOM LAMBAKHEDA",407,408,0,815,275,249,0,524,524,0,1,239,75,198,2,1,0,0,1,0,1,2,4,524
272,"PRIMARY SCHOOL FAJULLANAGAR ROOM NO-1",594,455,0,1049,406,273,0,679,679,0,329,99,155,87,2,1,0,0,2,0,1,0,3,679
273,"PRIMARY SCHOOL  FAJULLANAGRROOM NO-2",329,303,0,632,179,165,0,344,344,0,200,21,52,67,0,0,0,0,1,0,1,1,1,344
274,"PRIMARY SCHOOL MANDVA",665,513,0,1178,437,377,0,814,814,0,4,477,321,3,1,2,0,0,1,1,2,1,1,814
275,"PRIMARY SCHOOL  HASANPUR",434,359,0,793,275,214,0,489,388,0,11,36,63,373,0,2,0,0,1,2,0,0,1,489
276,"PRIMARY SCHOOL ROOM NO-1 SHAHPURA",598,456,0,1054,315,256,0,571,571,0,1,181,362,17,0,1,1,0,0,3,1,2,2,571
277,"PRIMARY SCHOOL SHAHPURA EXTRA ROOM-1",475,469,2,946,231,201,0,432,432,0,8,163,211,44,2,0,0,0,0,0,2,0,2,432
278,"PRIMARY SCHOOL SHAHPURA EXTRA ROOM NO-2",697,573,0,1270,430,354,0,784,732,0,21,142,282,316,3,0,1,1,4,3,3,1,7,784
279,"PRIMARY SCHOOL SITUATED DHANUPURA",707,605,0,1312,383,293,0,676,646,0,31,67,151,408,4,0,2,0,1,4,2,6,0,676
280,"JINIOR HIGH  SCHOOL SITUATED DHANUPURA",432,378,0,810,243,192,0,435,405,0,21,9,47,344,4,4,0,2,0,0,1,0,3,435
281,"SADHAN SAHKARI SAMITI SITUATED  DHANUPURA",643,491,0,1134,357,232,0,589,589,0,133,144,278,29,0,0,2,0,1,0,0,2,0,589
282,"PRIMARY SCHOOL CHHITRIYA GAJIR",597,495,0,1092,362,274,0,636,636,0,16,119,328,169,1,1,0,0,0,1,0,0,1,636
283,"PEIMARY SCHOOL CHHITARIYA JAGIR EXTRA ROOM FIRST",592,429,0,1021,408,269,0,677,635,0,115,192,162,179,5,3,0,0,1,2,3,5,10,677
284,"PRIMARY SCHOOL EXTRA ROOM SECOND CHHITARIYA JAGIR",433,396,0,829,255,201,0,456,454,0,149,113,89,95,1,0,0,0,0,0,0,1,8,456
285,"A.N.M. CENTER CHHITRIYA GAJIR",742,621,0,1363,338,285,0,623,551,0,7,165,371,66,4,1,1,1,0,2,1,3,1,623
286,"PRIMARY SCHOOL SAHRIYA LAKHHA SITUATED CHHITRIYA JAGIR",748,649,0,1397,441,332,0,773,773,0,10,115,579,47,0,2,2,0,1,3,4,3,7,773
