"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKHILESH","2 - KASHI NATH SHUKLA","3 - PANKAJ","4 - HARSH VARDHAN","5 - ARAT KHARVAR","6 - KAVILAS","7 - MUMMATAJ","8 - MANGAL LAL","9 - PASHUPATI NATH GUPTA","10 - RADHEYSHYAM","11 - RAMSAMUJH","12 - VIMLESH TRIPATHI","13 - SHIVCHARAN","14 - SHREE AKHILESH KUMAR","15 - AJAYDHAR","16 - ANIL KUMAR SHAHANI","17 - GOVIND DAS","18 - TEJ PRATAP","19 - DAYARAM NISHAD","20 - DINESH KUMAR","21 - DINANATH","22 - RAKESH KUMAR GIRI","23 - RAKESH KUMAR GUPTA","24 - None of the Above","Total Votes Secured"
140,"P.V.NEW BHAWN CHIURHA ROOM NO.2",647,548,0,1195,409,380,0,789,787,0,41,498,200,28,0,0,0,0,6,0,3,0,2,4,0,5,1,1,0,0,0,0,0,0,789
141,"P.V.NEW BHAWN CHIURHA ROOM NO.3",463,402,0,865,211,199,0,410,410,0,33,109,232,11,1,0,0,0,10,0,0,0,0,0,1,4,2,2,2,0,0,1,0,2,410
142,"P.V.PADARI VUJURG ROOM NO.1",693,547,0,1240,340,287,0,627,617,0,144,67,353,50,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,627
143,"P.V.PADARI VUJURG ROOM NO.2",599,515,0,1114,377,350,0,727,15,0,40,324,314,25,5,1,0,0,0,0,1,1,3,2,3,3,0,1,0,0,1,1,1,1,727
144,P.V.VAIKUNTHPUR,629,548,1,1178,368,333,0,701,4,0,191,193,253,44,1,0,1,0,2,0,2,1,0,1,2,0,4,1,1,0,0,0,1,3,701
145,"AADARS VAL VIDAYA M.A U.M.V.AMRUTIYA",814,679,0,1493,548,499,0,1047,10,0,141,163,683,38,2,1,0,0,11,0,0,0,2,0,0,0,1,0,1,0,2,1,0,1,1047
146,"P.V.PADARI VUJURG ROOM NO.3",681,552,1,1234,378,278,0,656,1,0,66,202,297,44,3,1,2,1,3,2,1,2,1,5,3,9,0,2,1,0,5,0,1,5,656
147,"K.P.M.V.MAHARAJGANJ ROOM NO.1",618,555,0,1173,271,254,0,525,524,0,138,51,279,36,1,1,0,0,3,0,0,0,0,0,0,1,0,4,0,2,1,1,2,5,525
148,"K.P.M.V.MAHARAJGANJ ROOM NO.2",788,673,4,1465,385,331,0,716,20,0,141,111,400,42,2,0,1,1,8,0,0,0,0,0,1,4,0,2,0,1,0,0,1,1,716
149,"P.M.V.CHIURHA MAUPAKAR",733,646,0,1379,451,306,0,757,1,0,214,193,292,27,2,4,10,1,1,2,0,0,1,1,0,4,1,0,0,2,0,0,0,2,757
150,"K.P.M.V.CHIURHA MAUPAKAR ROOM NO.4 NEW BHAWAN",888,728,0,1616,364,311,0,675,1,0,125,197,235,57,1,2,2,0,13,4,3,1,3,2,3,14,0,1,2,0,1,2,1,6,675
151,"P.M.V.NEW BHAWAN MAHARAJGANJ ROOM NO.1",632,559,0,1191,366,330,0,696,10,0,170,68,331,79,1,1,1,7,13,1,0,0,0,1,1,4,3,2,0,0,0,0,11,2,696
152,"P.M.V.NEW BHAWAN MAHARAJGANJ ROOM NO.2",433,377,0,810,221,172,0,393,1,0,32,39,293,13,0,1,0,0,6,0,0,0,1,1,1,1,1,0,0,0,0,0,1,3,393
153,"P.V.DHANEWA DHANEI ROOM NO.1",581,540,1,1122,377,347,0,724,722,0,44,123,468,31,0,0,15,3,2,1,13,1,1,2,0,7,2,3,2,0,0,1,1,4,724
154,"P.V.DHANEWA DHANEI ROOM NO.2",421,383,0,804,273,242,0,515,1,0,141,56,297,10,0,0,2,0,0,0,1,1,0,1,0,4,1,0,0,0,0,0,1,0,515
155,"P.M.V.DHANEWA DHANEI PURVI",633,488,0,1121,315,268,0,583,582,0,129,71,248,53,0,1,59,1,2,1,1,2,0,2,3,3,0,1,0,0,2,1,1,2,583
156,"P.M.V.DHANEWA DHANEI PASCHMI",414,390,0,804,260,258,0,518,515,0,58,128,262,24,2,1,8,2,1,0,0,1,3,4,3,3,0,3,3,0,2,0,2,8,518
157,"K.P.V.DHANEWA DHANEI ROOM NO.1",439,319,0,758,267,200,0,467,467,0,153,76,161,62,0,0,1,1,1,0,0,0,0,1,1,2,2,3,2,0,0,0,0,1,467
158,"P.V.TOLA GABDUA DHANEWA DHANEI ROOM NO.1",717,530,1,1248,400,440,0,840,840,0,407,110,23,275,3,0,5,1,0,0,0,2,0,2,0,1,1,1,2,2,2,2,0,1,840
159,"P.V.TOLA GABDUA DHANEWA DHANEI ROOM NO.2",862,691,0,1553,501,511,0,1012,39,0,399,224,67,273,4,1,5,1,5,1,2,4,1,3,4,6,3,1,2,1,1,2,0,2,1012
160,"P.V.PANEWA PNEI DRITIA BHAWAN ROOM NO.1",769,584,0,1353,418,424,0,842,1,0,65,289,123,261,17,3,10,1,4,3,5,0,2,4,8,9,3,3,4,1,5,5,9,8,842
161,"P.V.PANEWA PNEI DRITIA BHAWAN ROOM NO.2",786,639,0,1425,443,441,0,884,10,0,56,242,275,245,4,2,15,1,3,1,2,2,3,8,3,11,2,1,0,1,1,0,2,4,884
162,"P.V.PNEWA PANEI DRITIA BHAWAN ROOM NO.3",662,532,0,1194,420,371,0,791,791,0,43,144,522,47,11,0,1,1,0,0,0,0,2,0,3,4,1,2,1,1,1,0,2,5,791
163,"P.V.LEDAWA ROOM NO.1",567,483,0,1050,324,365,0,689,1,0,331,36,283,10,0,0,4,0,4,1,0,3,1,4,0,7,1,0,0,1,0,1,0,2,689
164,"P.V.LEDAWA ROOM NO.2",327,241,0,568,212,178,0,390,1,0,72,184,108,4,2,1,1,1,0,0,3,0,1,2,4,3,1,0,0,0,1,0,1,1,390
165,"SRIRAM JANKI K.P.M.V.PIPARA KALYAN",658,590,0,1248,412,414,0,826,1,0,169,186,416,13,1,1,1,0,5,1,6,1,0,5,0,9,2,3,4,1,0,1,0,1,826
166,"DR.BHIM RA.AM.P.M.V.PIPRA KALYAN",639,602,0,1241,415,422,0,837,1,0,73,481,233,14,3,1,0,0,2,1,1,1,0,0,1,4,4,6,6,0,3,1,1,1,837
167,"P.V.SONAWAL ROOMNO.1",446,388,0,834,293,277,0,570,1,0,94,42,376,15,1,0,0,0,2,1,3,1,2,4,7,4,3,3,2,1,1,1,2,5,570
168,"P.V.SONAWAL ROOMNO.2",378,348,0,726,286,237,0,523,1,0,94,158,225,11,0,0,0,0,0,0,2,2,0,2,5,7,5,7,2,0,2,0,0,1,523
169,"P.V.PARSAMEER PURVI",766,587,0,1353,469,380,0,849,35,0,350,96,360,22,1,2,0,0,0,0,2,1,1,3,1,1,4,2,1,0,1,0,1,0,849
170,"P.V.PARSAMEER PASCHMEE",420,351,0,771,274,267,0,541,535,0,75,53,363,7,0,2,3,1,0,1,4,1,1,2,1,18,2,3,1,0,0,2,0,1,541
171,"P.V.SENDURIYA UTTER",692,578,0,1270,501,451,0,952,952,0,172,33,623,43,2,3,2,4,1,4,5,6,5,7,5,21,3,0,1,3,2,2,2,3,952
172,"P.V.SENDURIYA DACHHIN",446,397,0,843,314,305,0,619,7,0,169,210,202,7,1,1,1,0,0,0,0,2,1,3,2,4,0,3,4,0,2,1,2,4,619
173,"P.V.SENDURIYA PASCHIMI",796,687,0,1483,538,535,0,1073,9,0,315,137,484,37,1,2,2,1,0,1,4,2,9,6,4,28,5,11,6,1,3,5,5,4,1073
174,"P.V.PATAREGWA ROOM NO.1",692,578,0,1270,415,418,0,833,1,0,174,103,452,40,3,3,3,1,2,4,5,2,8,2,3,4,2,5,0,0,5,1,3,8,833
175,"J.H.S..PATREGWA ROOM NO.1",605,522,0,1127,364,396,0,760,1,0,156,337,184,6,2,0,0,2,1,1,8,6,5,11,6,25,3,1,1,1,1,1,1,1,760
176,"J.H.S..PATREGWA ROOM NO.2",208,212,0,420,138,155,0,293,1,0,104,111,57,4,5,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,2,293
177,"P.V.PATAREGWA ROOM NO.2",719,594,0,1313,497,453,0,950,1,0,182,49,633,26,7,0,1,0,0,1,5,2,8,3,2,13,4,6,0,1,2,2,1,2,950
178,P.V.RAMPURMEER,727,586,0,1313,488,419,0,907,1,0,350,103,392,13,5,1,1,1,1,0,5,1,1,5,2,10,5,2,2,0,1,1,5,0,907
179,P.V.BAULIYARAJA,735,659,0,1394,504,488,0,992,992,0,147,160,537,39,4,0,2,2,6,6,8,5,5,4,7,26,2,8,4,4,3,0,3,10,992
180,"P.V.MUNDERA KALA ROOM NO.1",534,502,0,1036,364,363,0,727,727,0,33,191,428,39,4,1,1,0,1,1,7,3,1,1,5,5,0,2,1,2,1,0,0,0,727
181,"P.V.MUNDERA KALA ROOM NO.2",386,370,0,756,262,273,0,535,1,0,58,47,383,30,2,2,0,1,1,0,3,0,0,0,1,5,0,1,1,0,0,0,0,0,535
182,"P.V.AMRUTIYA ROOM NO.1",549,499,0,1048,381,352,0,733,1,0,51,199,351,57,2,1,1,2,1,3,2,4,6,9,2,22,3,2,3,1,2,1,3,5,733
183,"P.V.AMRUTIYA ROOM NO.2",658,525,0,1183,391,415,0,806,806,0,108,322,302,29,1,0,0,2,2,1,1,1,4,2,2,18,1,4,1,1,1,2,0,1,806
184,"P.V.KARMHA ROOM NO.1",551,492,0,1043,343,316,0,659,1,0,189,205,179,40,3,0,1,0,5,2,5,3,3,5,3,7,1,3,0,1,0,1,1,2,659
185,"PANCHAYT BHAWN KARMHA",726,666,0,1392,475,408,0,883,1,0,135,105,511,52,4,3,2,2,2,4,6,2,2,7,4,12,1,7,2,2,4,2,4,8,883
186,"P.V.KARMHA ROOM NO.2",507,460,0,967,320,314,0,634,1,0,104,303,157,31,0,0,0,1,4,0,2,1,1,5,2,9,2,4,0,1,0,4,0,3,634
187,"P.V.KARMHA TOLA GHAMHA",779,661,0,1440,492,454,0,946,1,0,70,152,585,77,4,3,6,0,10,0,4,1,3,1,0,4,8,8,5,0,3,1,0,1,946
188,K.P.V.KARMHA,488,417,0,905,327,315,0,642,1,0,32,403,171,19,1,1,2,0,0,0,2,0,0,1,0,4,0,1,0,0,0,0,3,2,642
189,P.V.NARAYNPUR,757,689,0,1446,488,497,0,985,1,0,130,219,463,79,7,2,3,5,23,2,10,5,3,6,3,9,3,3,0,1,0,1,2,6,985
190,"P.V.MOHNAPUR ROOM NO.1",635,539,0,1174,385,352,0,737,681,0,97,151,422,20,1,0,1,3,5,0,3,2,1,5,5,3,1,7,4,0,0,3,2,1,737
191,"P.V.MOHNAPUR ROOM NO.2",698,601,0,1299,446,417,0,863,1,0,78,437,258,25,4,4,4,1,0,0,10,2,2,6,0,3,6,8,3,1,2,5,4,0,863
192,"P.V.VDAHRAMEER ROOM NO.1",521,475,0,996,331,318,0,649,649,0,110,87,384,7,16,1,0,0,1,0,3,1,2,5,2,8,5,4,7,1,2,1,1,1,649
193,"P.V.VADAHRAMEER ROOM NO.2",441,401,0,842,292,322,0,614,610,0,27,189,224,5,134,5,0,3,1,1,3,1,0,1,2,6,1,3,1,1,1,2,1,2,614
194,"P.V.KUIYA ROOM NO.1",586,508,0,1094,357,377,0,734,1,0,80,237,373,15,1,1,4,2,4,1,3,0,0,1,1,1,1,4,3,0,0,1,0,1,734
195,"P.V.KUIYA ROOM NO.2",312,298,0,610,210,216,0,426,424,0,53,166,159,17,2,0,1,0,0,0,3,0,3,1,0,4,0,2,1,1,1,3,4,5,426
196,"P.V.HARIHARPUR ROOM NO.1",705,617,0,1322,476,396,0,872,1,0,100,179,477,35,6,5,6,3,1,3,10,3,3,2,4,17,1,6,1,1,2,2,2,3,872
197,"P.V.HARIHARPUR ROOM NO.2",576,466,0,1042,342,371,0,713,712,0,15,104,527,8,2,1,1,1,2,0,3,2,2,4,1,8,0,13,7,3,3,1,3,2,713
198,"P.V.PARSACHAK GOVARHI",275,242,0,517,161,189,0,350,1,0,209,37,72,15,0,0,3,1,0,0,0,0,1,1,1,1,2,2,0,0,2,3,0,0,350
199,"P.V.PIPARA NARAYAN",618,585,0,1203,393,389,0,782,1,0,54,357,309,22,3,0,0,1,4,2,1,2,1,0,4,0,2,10,3,0,0,2,2,3,782
200,P.V.SISWANIYA,390,359,0,749,275,245,0,520,1,0,48,207,221,11,5,0,0,0,2,1,5,0,2,4,4,3,1,1,1,1,1,0,0,2,520
201,"P.V.MUJAHNA BUJURG ROOM NO.1",539,459,0,998,358,330,0,688,1,0,84,91,471,14,1,0,1,0,8,1,2,1,0,3,0,0,3,2,0,0,0,2,1,3,688
202,"P.V.MUJAHNA BUJURG ROOM NO.2",342,284,0,626,236,216,0,452,1,0,32,252,138,21,1,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,0,0,452
203,"P.V.PAKDIYAR BUGURG PURVI",845,735,0,1580,570,453,0,1023,1,0,124,284,512,66,0,0,1,4,1,2,1,1,2,6,6,3,1,3,1,1,0,0,0,4,1023
204,"P.V.VASANTPUR KHURD",746,651,0,1397,533,499,0,1032,1,0,161,83,598,138,3,0,1,0,1,0,1,0,2,4,2,4,3,11,9,3,2,3,2,1,1032
205,"P.V.VAULIYA BABU",826,734,0,1560,513,470,0,983,1,0,81,250,504,23,13,2,2,2,3,1,10,2,9,4,1,27,1,14,8,3,7,4,4,8,983
206,"P.V.MUNDERA KHURD",462,422,0,884,286,286,0,572,1,0,85,189,220,30,1,0,1,2,2,1,1,0,1,2,1,10,4,5,4,3,1,4,1,4,572
207,P.V.MATHNIYA,771,645,0,1416,488,393,0,881,1,0,135,407,301,11,4,0,1,0,0,2,1,2,3,3,1,3,0,2,1,0,3,0,0,1,881
208,"I.C.LAXMIPUR AKDANGA ROOM NO.1",514,414,0,928,316,278,0,594,1,0,66,168,287,19,0,1,0,2,3,1,1,2,1,1,2,4,16,6,1,3,4,2,4,0,594
209,"I.C.LAXMIPUR AKDANGA ROOM NO.4",359,311,0,670,223,177,0,400,1,0,43,181,125,11,0,2,1,0,0,4,5,0,1,4,3,6,2,4,1,1,0,0,0,6,400
210,"I.C.LAXMIPUR AKDANGA ROOM NO.2",750,602,1,1353,446,400,0,846,1,0,77,278,423,27,1,3,1,0,3,1,5,1,0,6,2,1,5,3,3,0,2,2,0,2,846
211,"I.C.LAXMIPUR AKDANGA ROOM NO.3",705,601,0,1306,403,330,0,733,1,0,123,271,285,23,3,0,0,0,0,3,2,4,1,0,0,1,2,7,3,0,2,2,1,0,733
212,"P.V.VISWNATHPUR URF PADAWNIYA",670,616,0,1286,444,467,0,911,1,0,228,38,603,6,2,2,1,1,0,0,3,1,3,3,2,2,1,5,5,0,0,3,2,0,911
213,"P.V.NANDANA ROOM NO.1",622,546,0,1168,361,353,0,714,1,0,153,220,295,5,2,1,1,0,1,2,4,0,1,2,6,5,1,4,6,0,0,3,0,2,714
214,"P.V.NANDANA ROOM NO.2",589,528,0,1117,335,353,0,688,1,0,45,220,294,37,11,0,0,0,0,0,2,4,1,0,2,10,19,14,15,4,1,3,4,2,688
215,"P.V.VELWA KHURD",506,452,0,958,258,292,0,550,1,0,120,185,184,20,2,1,1,2,2,1,3,4,0,4,2,9,1,4,1,1,1,1,1,0,550
216,P.V.RAJWAL,442,391,0,833,262,256,0,518,1,0,22,87,318,57,4,0,0,1,3,1,5,4,3,3,3,5,0,0,1,0,0,0,0,1,518
217,"P.V.RAMPUR MAHUAWA",606,522,0,1128,425,293,0,718,614,0,158,146,327,48,2,2,0,1,2,1,6,1,3,6,4,4,2,3,0,0,0,1,0,1,718
218,"P.V.PADARI KHURD",591,581,0,1172,379,440,0,819,819,0,64,193,420,80,7,0,0,2,2,2,3,0,3,2,6,9,3,7,2,3,4,2,1,4,819
219,"P.V.GAUNRIYA BABU",497,441,0,938,308,295,0,603,603,0,35,226,249,68,2,4,1,1,1,0,3,0,0,1,0,4,1,3,0,0,0,0,2,2,603
220,P.V.RAMPUR,572,511,0,1083,345,358,0,703,702,0,219,192,238,25,2,1,2,0,3,0,0,1,0,0,0,0,6,3,5,2,4,0,0,0,703
221,P.V.SATBHARIYA,581,531,0,1112,398,356,0,754,754,0,177,215,306,25,1,0,1,0,2,2,2,2,1,2,1,7,0,3,0,0,0,0,0,7,754
222,"P.V.PIPRA BABU",775,709,0,1484,491,486,0,977,977,0,164,368,321,36,0,0,5,0,3,4,2,1,2,8,2,14,4,10,5,5,2,2,6,13,977
223,"P.V.SISWA BABU",456,436,1,893,320,326,0,646,646,0,108,214,242,46,1,0,2,0,1,0,3,0,0,1,1,1,4,5,2,2,3,5,3,2,646
224,P.V.SAWNA,582,484,0,1066,388,355,0,743,686,0,139,229,193,57,10,47,3,0,6,4,10,3,3,3,3,10,4,5,1,1,1,1,3,7,743
225,P.V.SAWREJI,551,494,0,1045,375,327,0,702,702,0,73,226,299,92,0,0,0,1,2,0,1,1,1,1,0,0,0,0,1,0,0,2,0,2,702
226,"P.V.KHEMPIPRA ROOM NO.1",591,503,0,1094,392,340,0,732,721,0,75,117,470,42,0,1,0,0,1,0,0,0,0,6,1,5,3,2,5,0,0,1,1,2,732
227,"P.V.KHEMPIPRA ROOM NO.2",703,581,1,1285,488,301,0,789,789,0,295,215,223,21,1,1,1,0,1,0,4,0,0,3,2,5,4,5,3,1,1,1,0,2,789
228,"P.V.NATAWA ROOM NO.1",516,431,0,947,289,330,0,619,617,0,264,161,150,25,0,0,1,0,0,1,0,1,2,0,2,7,2,1,0,0,0,1,1,0,619
229,"P.V.NATAWA ROOM NO.2",496,436,1,933,284,326,0,610,610,0,462,42,40,30,2,2,10,0,1,0,1,0,1,2,2,6,5,0,0,0,1,1,1,1,610
230,"HIGH S.KOTAMUKUNDPUR ROOM NO.1",610,524,0,1134,395,350,0,745,744,0,157,248,252,44,0,1,7,1,1,3,3,2,1,2,6,4,0,5,1,0,2,0,1,4,745
231,"HIGH S.KOTAMUKUNDPUR ROOM NO.2",329,259,0,588,183,180,0,363,362,0,69,44,185,18,0,19,2,1,0,0,3,2,0,1,1,2,6,3,4,1,1,1,0,0,363
232,P.V.VEILIYA,568,487,0,1055,303,336,0,639,637,0,99,194,279,35,1,1,6,0,2,1,1,3,3,1,1,4,0,3,1,1,0,1,0,2,639
233,"P.V.MATIHANIYA CHAUDHARI ROOM NO.1",604,503,0,1107,332,333,0,665,665,0,121,174,307,13,1,1,2,2,1,2,8,3,5,4,2,8,1,5,1,0,1,0,0,3,665
234,"P.V.MATIHANIYA CHAUDHARI ROOM NO.2",278,239,0,517,167,169,0,336,336,0,98,59,147,9,2,0,0,0,1,1,1,2,1,0,2,6,1,3,0,0,1,1,0,1,336
235,P.V.VBHANAULI,579,500,0,1079,306,363,0,669,662,0,222,191,229,12,0,1,2,1,3,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,669
236,"P.V.MUDILA TIWARI",410,364,0,774,203,232,0,435,433,0,176,44,130,60,2,1,0,0,1,1,2,1,0,1,2,7,1,2,0,0,1,2,1,0,435
237,"P.V.RAMPUR KHURD",584,524,0,1108,321,339,0,660,660,0,75,209,340,17,4,0,0,0,1,0,2,0,0,3,0,0,3,0,1,1,0,0,0,4,660
238,P.V.RAJMANDIR,669,569,0,1238,374,356,0,730,727,0,211,181,298,8,2,1,0,0,1,1,2,1,0,2,1,2,1,7,7,0,2,0,0,2,730
239,P.V.VINDWALIYA,350,337,0,687,205,195,0,400,400,0,15,110,238,10,1,0,0,2,1,0,1,1,3,2,3,7,1,2,0,1,1,0,1,0,400
240,P.V.PIPRIYA,510,441,0,951,254,309,0,563,563,0,210,83,225,16,0,0,2,1,0,0,2,1,0,1,2,1,1,4,5,0,3,2,3,1,563
241,"P.V.SOHARUNA ROOM NO.1",498,443,0,941,285,275,0,560,557,0,33,232,220,31,1,0,0,0,2,1,6,5,3,2,3,11,4,2,1,0,1,1,0,1,560
242,"P.V.SOHARUNA ROOM NO.2",369,320,0,689,224,192,0,416,416,0,48,67,253,17,0,0,1,0,2,1,2,0,0,3,1,10,1,1,3,2,0,1,0,3,416
243,"P.V.JADAR ROOM NO.1",723,636,0,1359,414,393,0,807,807,0,153,294,315,16,1,0,1,0,0,2,5,1,0,2,3,2,0,4,2,2,1,1,2,0,807
244,"P.V.JADAR ROOM NO.2",557,512,1,1070,299,280,0,579,579,0,117,106,317,11,1,0,6,0,0,3,2,2,1,0,0,1,2,2,2,0,3,2,0,1,579
245,P.V.VASPAR,827,680,0,1507,504,436,0,940,929,0,106,174,593,16,1,3,0,0,0,3,5,2,5,1,1,11,1,7,2,3,1,1,4,0,940
246,P.V.LAXMIPUR,765,576,0,1341,317,340,0,657,657,0,400,103,109,21,0,1,0,0,1,1,3,3,1,0,3,3,2,2,1,0,0,0,1,2,657
247,P.V.BHAISI,700,608,0,1308,478,452,0,930,930,0,20,301,520,20,3,1,0,2,1,0,1,1,3,5,4,8,1,13,11,6,1,3,0,5,930
248,"P.V.GAGRAI ROOM NO.1",672,532,0,1204,317,389,0,706,706,0,379,181,91,11,14,0,1,0,1,0,2,1,1,3,2,3,5,2,2,0,1,2,3,1,706
249,"P.V.GAGRAI ROOM NO.2",224,183,0,407,128,132,0,260,160,0,27,13,194,7,1,0,0,0,0,1,1,0,5,0,1,2,1,4,2,0,0,0,1,0,260
250,"P.V.BHITAULI ROOM NO.1",814,751,0,1565,502,480,0,982,980,0,178,310,423,18,2,1,0,3,6,0,2,3,5,2,2,11,1,4,2,1,2,0,2,4,982
251,"P.V.BHITAULI ROOM NO.2",716,616,0,1332,437,381,0,818,818,0,73,94,582,36,1,0,0,0,1,0,2,1,1,1,0,6,1,10,5,0,0,0,1,3,818
252,P.V.MAHDEIYA,484,449,0,933,309,343,0,652,649,0,28,279,308,11,0,0,0,0,0,0,1,1,3,3,2,5,1,7,2,0,0,0,1,0,652
253,"P.M.V.MUDILA CHAUDHARI",592,531,0,1123,361,400,0,761,760,0,37,207,470,6,0,1,0,1,1,3,1,4,2,2,2,10,3,3,1,0,1,1,0,5,761
254,"P.V.SISWA RAJA",725,616,0,1341,406,480,0,886,886,0,140,261,399,28,1,3,0,1,7,4,1,0,4,5,7,15,0,2,0,0,3,3,0,2,886
255,"P.V.IMLIYA ROOM NO.1",550,481,0,1031,306,335,0,641,641,0,156,125,286,32,1,2,19,2,0,0,3,1,0,0,0,7,1,0,2,0,1,1,0,2,641
256,"P.V.IMLIYA ROOM NO.2",296,258,0,554,193,222,0,415,415,0,81,181,119,2,1,1,6,1,0,1,1,0,0,3,1,10,0,4,1,0,0,0,0,2,415
257,P.V.KRITPIPRA,616,572,0,1188,403,427,0,830,830,0,38,221,536,15,1,1,0,0,1,2,1,0,0,0,3,0,1,4,1,1,3,1,0,0,830
258,P.V.PAKDI,537,470,1,1008,282,340,0,622,622,0,332,51,121,95,0,0,7,0,0,0,3,1,1,0,1,5,5,0,0,0,0,0,0,0,622
259,P.V.GIDAHA,361,338,0,699,277,264,0,541,537,0,14,194,281,22,4,0,1,1,1,1,1,0,1,2,2,7,0,2,2,1,0,1,0,3,541
260,P.V.PHULWARIYA,302,277,0,579,187,177,0,364,362,0,17,169,122,24,1,10,0,1,1,2,2,0,1,0,3,4,0,2,2,1,0,0,1,1,364
261,"P.V.VARWABIDADYAPATI ROOM NO.1",473,407,0,880,312,271,0,583,583,0,84,99,354,18,1,2,0,1,2,1,2,0,2,3,1,5,0,2,0,0,1,1,0,4,583
262,"P.V.VARWABIDADYAPATI ROOM NO.2",430,399,0,829,290,296,0,586,586,0,29,386,129,16,1,2,0,0,0,0,3,1,1,4,4,7,2,0,0,0,0,0,0,1,586
263,P.V.SIKARPUR,667,605,0,1272,450,379,0,829,829,0,109,214,372,101,1,2,3,1,3,1,4,0,0,2,1,4,3,0,1,0,1,2,2,2,829
264,"P.V.DARULI ROOM NO.1",531,462,0,993,312,326,0,638,620,0,123,88,363,33,2,1,0,0,1,1,3,4,4,2,2,6,0,0,1,1,0,1,1,1,638
265,"P.V.DARULI ROOM NO.2",470,431,0,901,301,296,0,597,1,0,89,311,173,3,0,0,0,1,1,0,0,2,0,3,1,6,1,2,3,0,0,0,1,0,597
266,P.V.BHISWA,509,481,0,990,346,348,0,694,1,0,170,237,222,19,1,0,0,0,6,0,5,0,5,5,3,8,3,2,3,1,0,2,1,1,694
267,P.V.KODAILA,368,313,0,681,240,233,0,473,1,0,95,65,274,14,0,1,2,0,1,1,3,0,0,1,1,9,0,0,0,1,1,2,1,1,473
268,P.V.AGAYA,502,478,0,980,358,335,0,693,1,0,42,136,463,12,2,4,0,0,1,1,1,0,1,4,1,2,2,3,14,0,2,0,1,1,693
269,P.V.RAMNAGAR,212,216,0,428,138,188,0,326,1,0,79,214,21,0,0,2,0,1,0,0,2,1,0,0,0,0,1,2,0,0,0,1,1,1,326
270,"P.V.SEMRARAJA ROOM NO.1",499,436,0,935,331,300,0,631,1,0,129,164,305,4,1,6,0,0,2,4,2,0,0,5,0,3,2,1,1,1,0,1,0,0,631
271,"P.V.SEMRARAJA ROOM NO.2",765,635,0,1400,456,416,0,872,1,0,137,87,489,39,6,49,6,3,1,5,2,1,3,1,0,6,4,13,7,1,0,8,2,2,872
272,P.V.PARSIYA,543,432,0,975,334,301,0,635,1,0,130,209,242,19,0,0,0,0,1,2,6,2,2,4,5,4,0,2,1,0,0,2,1,3,635
273,P.V.DHARMPUR,336,292,0,628,232,216,0,448,1,0,16,84,300,13,2,1,1,0,2,1,3,0,1,6,2,4,3,1,1,0,2,3,1,1,448
274,P.V.LACHAMIPUR,528,460,0,988,377,351,0,728,1,0,14,94,551,21,9,1,0,1,2,1,6,1,1,3,2,3,0,7,3,2,1,2,1,2,728
275,"P.V.VARWA KHURT ROOM NO.1",742,627,0,1369,469,396,0,865,1,0,89,55,607,58,3,1,1,1,3,0,5,3,2,4,2,11,5,4,3,1,0,2,0,5,865
276,"P.V.VARWA KHURT ROOM NO.2",757,680,0,1437,447,437,0,884,1,0,67,215,479,15,1,0,3,2,1,3,6,4,5,8,6,7,2,18,13,7,7,3,0,12,884
277,"P.V.PARSAGIDHI ROOM NO.1",706,627,0,1333,474,445,0,919,1,0,71,331,438,40,4,0,4,4,3,0,1,0,1,2,1,7,1,4,4,1,0,0,0,2,919
278,"P.V.PARSAGIDHI ROOM NO.2",677,674,0,1351,435,436,0,871,1,0,126,457,257,11,0,0,2,1,0,0,3,0,1,2,0,3,0,3,2,0,0,2,0,1,871
279,"P.V.BALLOKHAS ROOM NO.1",537,469,2,1008,318,312,0,630,1,0,27,135,380,33,2,0,1,0,0,0,0,1,0,4,1,8,3,10,13,2,2,2,3,3,630
280,"P.V.BALLOKHAS ROOM NO.2",458,437,0,895,272,294,0,566,1,0,9,349,145,22,2,2,0,0,0,0,5,2,2,4,3,7,3,2,2,2,4,0,0,1,566
281,"P.V.VISUNPUR BHADEHAR",747,666,0,1413,428,419,0,847,1,0,139,136,457,26,10,1,0,1,2,3,10,2,12,8,4,24,1,1,2,0,1,1,1,5,847
282,"P.V.PAKADI SISWA ROOM.NO.1",707,630,0,1337,453,432,0,885,1,0,186,77,463,81,6,0,4,1,6,1,6,3,3,6,5,18,5,3,4,2,0,0,0,5,885
283,"P.V.PAKADI SISWA ROOM.NO.2",524,458,0,982,355,338,0,693,1,0,32,271,244,91,3,1,3,2,0,4,7,0,2,6,4,10,1,4,1,2,0,2,3,0,693
284,"P.V.HARKHPURA ROOM NO.1",527,443,0,970,322,293,0,615,1,0,65,52,443,28,2,0,1,0,0,0,2,1,0,0,1,3,2,4,5,1,1,1,1,2,615
