"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
309,"PRIMARY PATHSHALA SAID NAGLI KAKSH 1",686,573,0,1259,487,397,0,884,884,0,57,75,12,715,2,0,1,0,1,0,0,4,11,1,1,4,884
310,"PRIMARY PATHSHALA IKONDA KAKSH 1",580,531,0,1111,508,456,0,964,964,0,573,75,15,264,3,0,0,0,0,1,0,1,3,4,4,21,964
311,"PRIMARY PATHSHALA SAID NAGLI KAKSH 2",401,378,0,779,332,322,0,654,654,0,354,12,4,273,1,0,0,0,0,0,1,0,3,1,1,4,654
312,"PRIMARY PATHSHALA SABDALPUR SARKI KAKSH 1",710,641,0,1351,595,518,0,1113,1113,0,583,322,43,140,2,2,0,1,0,0,0,2,2,0,6,10,1113
313,"PRIMARY PATHSHALA CHANDPUR KAKSH 1",153,144,0,297,144,118,0,262,262,0,235,1,0,24,0,0,0,0,0,0,0,0,1,0,0,1,262
314,"PRIMARY PATHSHALA MEHANDIPUR",469,425,0,894,409,392,0,801,801,0,278,505,1,12,0,1,0,0,0,1,1,1,1,0,0,0,801
315,"PRIMARY PATHSHALA HARYANA KAKSH 1",679,587,0,1266,477,451,0,928,928,0,139,37,3,722,3,0,2,2,2,0,0,3,7,0,0,8,928
316,"PRIMARY PATHSHALA HARYANA KAKSH 2",408,358,0,766,312,300,0,612,612,0,287,40,0,264,2,0,0,0,0,1,0,2,2,1,2,11,612
317,"PRIMARY PATHSHALA BHADAURA KAKSH 1",609,500,0,1109,492,410,0,902,902,0,394,156,11,316,0,0,1,1,0,1,5,0,7,1,2,7,902
318,"PRIMARY PATHSHALA BHADAURA KAKSH 2",373,296,0,669,322,251,0,573,573,0,38,55,5,460,2,0,0,1,0,0,1,1,3,2,1,4,573
319,"PRIMARY PATHSHALA RAJA NAGAL",215,194,0,409,201,179,0,380,380,0,362,2,0,10,0,0,0,0,0,0,1,1,0,0,0,4,380
320,"PRIMARY PATHSHALA BEGPUR MUNDA",433,402,0,835,369,338,0,707,707,0,592,77,2,15,2,1,1,1,1,0,0,0,1,3,0,11,707
321,"PRIMARY PATHSHALA DAUDPUR JAGIR",324,258,0,582,307,237,0,544,544,0,540,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,544
322,"PRIMARY PATHSHALA NURPUR KHURD",441,391,0,832,368,338,0,706,706,0,415,254,1,27,0,0,0,0,0,1,0,0,0,0,3,5,706
323,"PRIMARY PATHSHALA BRAHMABAD",543,444,0,987,391,343,0,734,734,0,586,5,1,123,0,0,0,0,1,0,0,0,5,1,3,9,734
324,"PRIMARY PATHSHALA KUNDARKI BHUR",497,433,0,930,351,296,0,647,647,0,543,44,2,36,1,0,0,0,0,0,0,0,0,1,3,17,647
