"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
141,"SUBHASH JO.HI.SCHOOL KHAIR ROAD R.N 9",984,786,0,1770,469,319,0,788,786,0,9,742,14,1,1,1,0,0,2,0,3,4,0,7,4,788
142,"SUBHASH JO.HI.SCHOOL KHAIR ROAD R.N 10",963,780,0,1743,442,264,0,706,353,0,7,671,6,8,0,1,1,0,1,0,0,2,1,2,6,706
143,"BARAHSAINI DHARAMSHALA KANWARI GUNJ R.N 1",619,567,0,1186,467,394,0,861,825,0,23,376,26,424,2,1,0,0,0,1,0,3,0,1,4,861
144,"BARAHSAINI DHARAMSHALA KANWARI GUNJ R.N 2",596,546,0,1142,446,358,0,804,793,0,7,14,30,733,0,0,0,0,0,6,2,6,5,0,1,804
145,"PRIMARY SCHOOL N0 24  KANVARI GANJ",773,683,1,1457,523,350,0,873,768,0,19,797,22,29,0,0,0,0,2,0,0,3,0,1,0,873
146,"PURANI TEHSIL BHAWAN UPAR KOT R.N 1",345,303,0,648,228,154,0,382,358,0,1,362,11,3,0,0,0,0,0,0,1,3,0,0,1,382
147,"PURANI TEHSIL BHAWAN UPAR KOT R.N 2",490,457,0,947,347,233,0,580,576,0,4,516,26,30,0,0,1,0,0,0,0,2,0,0,1,580
148,"PURANI TEHSIL BHAWAN UPAR KOT R.N 3",687,582,0,1269,474,335,0,809,810,0,25,748,25,2,0,0,0,0,6,0,0,2,0,0,1,809
149,"PURANI TEHSIL BHAWAN UPAR KOT  R.N 4",335,288,0,623,243,195,0,438,436,0,26,385,8,13,0,0,1,0,0,0,1,1,0,1,2,438
150,"PURANI TEHSIL BHAWAN UPAR KOT R.N 5",434,352,0,786,298,182,0,480,440,0,11,442,1,10,1,0,1,0,11,1,0,1,0,0,1,480
151,"LUTFIYA JUNIOR HIGH SCHOOL UPAR KOT R.N 1",542,497,0,1039,419,322,0,741,170,0,23,662,15,25,0,0,0,0,4,0,1,10,0,0,1,741
152,"LUTFIYA JUNIOR HIGH SCHOOL UPAR KOT R.N 2",575,521,0,1096,432,307,0,739,131,0,35,657,28,4,0,1,0,0,0,0,0,11,1,1,1,739
153,"LUTFIYA JUNIOR HIGH SCHOOL UPAR KOT R.N 3",617,549,0,1166,476,317,0,793,793,0,9,739,26,2,0,0,0,0,6,0,4,4,0,0,3,793
154,"LUTFIYA JUNIOR HIGH SCHOOL UPAR KOT R.N 4",436,328,0,764,281,200,0,481,480,0,17,445,7,1,1,0,0,0,6,0,1,2,0,1,0,481
155,"LUTFIYA JUNIOR HIGH SCHOOL UPAR KOT R.N 5",525,464,0,989,367,265,0,632,632,0,7,606,8,0,0,1,0,1,3,0,1,1,0,1,3,632
156,"BARAHSAINI DHARAMSHALA UPAR KOT R.N 1",702,601,0,1303,453,253,0,706,706,0,19,657,19,4,1,0,0,0,0,1,1,1,0,1,2,706
157,"BARAHSAINI DHARAMSHALA UPAR KOT R.N 2",318,272,0,590,222,117,0,339,339,0,1,323,8,2,1,0,0,0,0,0,0,0,0,2,2,339
158,"BARAHSAINI DHARAMSHALA UPAR KOT R.N 3",510,439,0,949,406,320,0,726,706,0,4,51,13,650,2,1,0,1,0,0,1,1,2,0,0,726
159,"NAVEEN ADARSH BAL VISHAYAL GULAR ROAD (ASHOK NAGAR) R.N 1",535,454,0,989,363,280,0,643,643,0,88,6,76,447,1,0,0,0,0,2,1,19,2,1,0,643
160,"NAVEEN ADARSH BAL VISHAYAL GULAR ROAD (ASHOK NAGAR) R.N 2",808,711,0,1519,590,457,0,1047,1030,0,235,3,46,741,4,3,0,0,0,1,0,8,0,1,5,1047
161,"NAVEEN ADARSH BAL VISHAYAL GULAR ROAD (ASHOK NAGAR) R.N 3",286,249,0,535,202,179,0,381,216,0,55,4,28,284,0,1,2,0,0,0,0,6,0,0,1,381
162,"VASHDEV SAHAY HIGH SCHOL GULAR ROAD (ASHOK NAGAR) R.N 3",835,744,0,1579,538,396,0,934,265,0,65,7,47,787,0,4,0,1,0,2,1,12,2,1,5,934
163,"VASHDEV SAHAY HIGH SCHOL GULAR ROAD (ASHOK NAGAR)R.N 1",335,311,0,646,262,196,0,458,455,0,33,3,23,389,0,1,1,0,0,0,0,5,2,0,1,458
164,"VASHDEV SAHAY HIGH SCHOL GULAR ROAD (ASHOK NAGAR) R.N 2",474,419,0,893,368,305,0,673,659,0,26,2,18,620,1,2,0,0,0,0,1,0,2,0,1,673
165,"VASHDEV SAHAY HIGH SCHOL GULAR ROAD (ASHOK NAGAR) R.N 3",481,441,0,922,380,309,0,689,674,0,21,6,19,638,0,1,0,1,0,0,0,2,0,0,1,689
166,"PRIMARY SCHOOL NO0 3 GHUDIYABAG R.N 1",465,405,0,870,320,185,0,505,503,0,21,463,8,2,0,0,0,1,0,1,0,2,1,3,3,505
167,"PRIMARY SCHOOL NO0 3 GHUDIYABAG R.N 2",600,496,0,1096,409,282,0,691,679,0,385,105,13,180,2,4,0,0,0,0,0,0,0,0,2,691
168,"PRIMARY SCHOOL NO0 3 GHUDIYABAG R.N 3",597,486,0,1083,439,296,0,735,735,0,20,634,23,49,3,0,0,0,0,0,0,1,1,1,3,735
169,"PRIMARY SCHOOL NO0 3 GHUDIYABAG R.N 4",370,325,0,695,285,199,0,484,467,0,11,456,8,1,2,1,0,0,0,0,0,2,0,2,1,484
170,"PRIMARY SCHOOL NO0 3 GHUDIYABAG R.N 5",631,572,0,1203,406,225,0,631,628,0,9,600,17,2,0,0,0,0,0,0,0,2,0,0,1,631
171,"KARYALAY ADHI0 ABHI0 VIDHUT VITRAN MANDAL GHUDIYABAG",563,491,0,1054,268,353,0,621,521,0,13,585,17,0,0,0,0,1,0,0,0,5,0,0,0,621
172,"KANCHAN TRAST DHARAMSHALA TURAKMAAN GATE R.N 1",679,535,0,1214,396,266,0,662,460,0,73,368,11,199,1,1,0,0,1,0,2,4,1,0,1,662
173,"KANCHAN TRAST DHARAMSHALA TURAKMAAN GATE R.N 4",717,561,0,1278,532,345,0,877,871,0,74,377,19,379,3,6,1,6,1,0,0,5,4,1,1,877
174,"B.P.S. 38 SARAI MIYA KHWAJA CHOWK TURKMAN GATE R.N 1",999,783,0,1782,561,287,0,848,848,0,7,781,29,25,1,0,0,2,0,0,0,1,0,2,0,848
175,"B.P.S. 38 SARAI MIYA KHWAJA CHOWK TURKMAN GATE R.N 2",793,595,0,1388,466,287,0,753,500,0,9,680,25,13,1,1,0,1,1,1,1,0,2,9,9,753
176,"KANCHAN TRAST DHARAMSHALA TURAKMAAN GATE R.N 3",641,566,1,1208,340,262,0,602,592,0,167,258,39,132,0,2,0,0,0,0,0,3,0,0,1,602
177,"KANCHAN TRAST DHARAMSHALA TURAKMAAN GATE R.N 4",584,461,0,1045,370,242,0,612,612,0,45,485,6,67,0,0,0,0,0,1,0,0,3,1,4,612
178,"HAJRAT MULAYAMSHAH NARSRI SCHOOL TURKMAN GATE R.N 1",455,375,0,830,280,192,0,472,425,0,191,16,32,215,0,2,0,0,0,0,1,11,2,1,1,472
179,"HAJRAT MULAYAMSHAH NARSRI SCHOOL TURKMAN GATE R.N 2",457,375,0,832,346,258,0,604,475,0,52,51,8,454,3,6,0,0,1,1,1,7,13,3,4,604
180,"HAJRAT MULAYAMSHAH NARSRI SCHOOL TURKMAN GATE R.N 3",689,625,0,1314,515,403,0,918,917,0,90,5,15,755,2,8,1,0,1,0,1,23,10,1,6,918
181,"HOLI ENGIL PUBLIC SCHOOL TURKMAN GATE R.N 1",707,588,0,1295,480,279,0,759,757,0,13,703,17,0,0,0,2,1,13,1,2,3,0,1,3,759
182,"HOLI ENGIL PUBLIC SCHOOL TURKMAN GATE R.N 2",726,530,0,1256,364,218,0,582,500,0,17,423,20,54,0,0,0,0,62,0,5,1,0,0,0,582
183,"HOLI ENGIL PUBLIC SCHOOL TURKMAN GATE R.N 3",842,709,0,1551,545,363,0,908,901,0,16,855,16,9,2,0,0,0,5,0,0,1,0,0,4,908
184,"HOLI ENGIL PUBLIC SCHOOL TURKMAN GATE R.N 4",606,477,0,1083,422,293,0,715,679,0,99,501,15,83,1,0,0,0,2,0,1,2,1,2,8,715
185,"ZIYAUDDIN PUBLIC SCHOOL KHWAJA CHOK SARAY MIYAN R.N 1",745,600,0,1345,472,313,0,785,785,0,13,691,39,21,0,3,0,0,3,0,2,1,1,3,8,785
186,"ESHARAT PUBLIC SCHOOL A.D.A. COLONY (PANI KI TANKI) SAHJAMAAL R.N 1",623,449,0,1072,434,226,0,660,651,0,5,627,14,4,3,0,0,0,0,0,0,0,1,3,3,660
187,"ESHARAT PUBLIC SCHOOL A.D.A. COLONY (PANI KI TANKI) SAHJAMAAL R.N 3",582,479,1,1062,404,242,1,647,639,0,12,604,13,0,1,1,0,0,0,1,3,1,1,4,6,647
188,"ESHARAT PUBLIC SCHOOL A.D.A. COLONY (PANI KI TANKI) SAHJAMAAL R.N 2",734,597,0,1331,468,266,0,734,733,0,30,605,12,64,1,1,0,0,1,0,0,6,0,9,5,734
189,"ZIYAUDDIN PUBLIC SCHOOL KHWAJA CHOK SARAY MIYAN R.N 2",620,481,0,1101,375,251,0,626,600,0,7,569,7,23,1,2,1,0,0,0,1,1,2,4,8,626
190,"ZIYAUDDIN PUBLIC SCHOOL  KHWAJA CHOK SARAY MIYAN R.N 3",607,527,0,1134,445,295,0,740,440,0,17,376,14,315,0,1,0,0,0,0,1,6,4,0,6,740
191,"KHATEEKAN DHARMASHALA DEHLI GATE R.N 1",464,390,0,854,292,219,0,511,506,0,63,24,32,360,2,1,0,2,0,0,1,12,11,2,1,511
192,"KHATEEKAN DHARMASHALA DEHLI GATE R.N 2",385,336,0,721,229,177,0,406,305,0,31,241,21,101,0,1,0,0,2,0,2,3,1,1,2,406
193,"BASIC PRIMARY PATHSHALA DEHLI GATE",717,540,0,1257,451,280,0,731,680,0,178,271,26,235,4,2,1,0,0,0,5,4,2,1,2,731
194,"BASIC PRIMARY PATHSHALA BALA-E-KILA R.N 1",445,345,0,790,323,214,0,537,500,0,47,468,8,1,1,0,0,0,4,0,0,1,0,4,3,537
195,"BASIC PRIMARY PATHSHALA BALA-E-KILA R.N 2",407,352,0,759,265,189,0,454,448,0,9,417,14,4,0,0,0,0,8,1,0,0,1,0,0,454
196,"BASIC PRIMARY PATHSHALA BALA-E-KILA R.N 3",683,490,0,1173,473,262,0,735,709,0,79,449,41,156,0,0,1,0,0,0,0,9,0,0,0,735
197,"NISHWAN COLLEGE UPAR KOT R.N 1",521,487,0,1008,315,230,0,545,536,0,20,505,11,6,0,0,0,0,0,0,0,1,0,1,1,545
198,"NISHWAN COLLEGE UPAR KOT R.N 2",542,473,0,1015,429,315,0,744,744,0,24,687,15,2,3,1,0,1,2,0,0,2,0,6,1,744
199,"NISHWAN COLLEGE UPAR KOT R.N 3",364,332,0,696,281,191,0,472,469,0,24,428,11,3,0,0,0,0,2,0,1,3,0,0,0,472
200,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 1",948,759,0,1707,641,450,0,1091,965,0,509,33,38,484,3,2,3,0,1,1,1,9,3,0,4,1091
201,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 2",535,461,0,996,387,288,0,675,675,0,50,547,20,34,0,2,0,0,3,1,4,3,2,3,6,675
202,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R. N 3",640,523,0,1163,410,258,0,668,574,0,5,635,8,4,0,1,0,0,0,0,1,1,1,5,7,668
203,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA  R.N 7",766,632,0,1398,485,333,0,818,70,0,15,775,11,7,0,1,0,1,4,0,1,1,0,1,1,818
204,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 4",432,361,0,793,306,208,0,514,511,0,216,264,7,19,1,0,1,0,0,0,0,1,1,1,3,514
205,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 5",693,555,0,1248,517,321,0,838,838,0,2,463,20,345,0,0,1,0,1,0,2,0,2,0,2,838
206,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 6",592,492,0,1084,461,306,0,767,755,0,157,269,36,297,1,1,0,0,2,0,0,0,1,0,3,767
207,"SWAMI VIVEKANAND JUNIOR HIGH SCHOOL BHUJPURA CHAURAHA  R.N 1",645,527,0,1172,487,314,0,801,404,0,78,51,1,658,3,6,0,0,1,0,0,0,3,0,0,801
208,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 8",883,779,1,1663,515,348,0,863,765,0,11,741,13,7,0,0,0,4,70,1,3,2,1,3,7,863
209,"SH. BIHARILAL INTER COLLEGE NUNER GATE BHUJPURA CHAURAHA R.N 9",1202,910,0,2112,711,456,0,1167,1167,0,13,1001,51,7,0,1,1,5,71,0,3,3,3,2,6,1167
210,"SWAMI VIVEKANAND JUNIOR HIGH SCHOOL BHUJPURA CHAURAHA R.N 3",891,796,0,1687,533,411,0,944,940,0,23,613,17,257,2,1,0,0,10,1,6,2,3,3,6,944
211,"SWAMI VIVEKANAND JUNIOR HIGH SCHOOL BHUJPURA CHAURAHA R.N 4",634,520,0,1154,385,275,0,660,660,0,21,587,8,21,1,2,0,1,0,2,1,1,3,5,7,660
212,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 1",504,418,0,922,308,224,0,532,357,0,7,500,9,1,2,0,0,0,2,0,0,1,4,3,3,532
213,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 7",558,482,0,1040,336,241,0,577,242,0,8,524,13,6,0,2,1,3,1,0,2,1,2,5,9,577
214,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 2",760,631,0,1391,481,343,0,824,487,0,5,759,20,25,2,1,0,0,3,0,1,6,1,0,1,824
215,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 3",963,810,0,1773,573,331,0,904,153,0,44,804,22,3,1,0,0,0,8,0,3,9,0,5,5,904
216,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 4",1061,798,0,1859,564,355,0,919,337,0,5,878,15,8,1,0,0,0,4,1,1,3,0,1,2,919
217,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 5",805,597,0,1402,438,283,0,721,711,0,46,602,17,32,2,0,1,0,1,0,1,8,2,0,9,721
218,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 8",785,755,2,1542,398,378,0,776,767,0,10,695,20,23,0,0,0,2,5,0,0,2,0,3,16,776
219,"SHAKUNTLA SHIKSHA SADAN JR. HIGH SCHOOL BHUJPURA CHAURAHA R.N 6",756,611,0,1367,387,274,0,661,659,0,20,588,32,6,1,0,2,1,6,1,0,2,1,0,1,661
220,"RAMRSHAPAL KI DHARAMSHALA JAYGANJ",684,597,0,1281,503,334,0,837,517,0,14,748,58,8,2,1,0,0,1,0,0,2,0,0,3,837
221,"A.M.U. GIRLS SCHOOL KAJIPADA",783,667,0,1450,569,412,0,981,975,0,461,115,36,359,0,1,0,0,0,0,0,6,0,0,3,981
222,"A.M.U. GIRLS SCHOOL KAJUPADA R.N 2",679,609,0,1288,579,257,0,836,750,0,52,543,49,177,2,0,0,0,1,0,0,11,0,0,1,836
223,"A.M.U. GIRLS SCHOOL KAJUPADA R.N 3",658,554,0,1212,449,244,0,693,550,0,59,536,73,5,1,0,0,0,7,0,0,8,1,1,2,693
224,"SANSKART KANYA PATHSAHALA KANUN GOYAN R.N 1",644,541,0,1185,450,363,0,813,750,0,6,8,52,729,1,1,0,1,0,0,0,14,1,0,0,813
225,"SANSKART KANYA PATHSAHALA KANUN GOYAN R.N 2",356,278,0,634,249,187,0,436,435,0,8,268,36,118,0,0,0,0,0,0,0,0,1,2,3,436
226,"SANSKART KANYA PATHSAHALA KANUN GOYAN R.N 3",428,382,0,810,283,212,0,495,455,0,7,25,28,433,0,0,0,0,0,0,0,0,0,0,2,495
227,"SANSKART KANYA PATHSAHALA KANUN GOYAN R.N 4",347,325,0,672,256,210,0,466,446,0,11,11,15,421,1,0,0,0,0,2,0,0,5,0,0,466
228,"KANYA PATHSHALA NO. 39 BARAI R.N 1",244,239,0,483,181,157,0,338,337,0,3,64,14,251,1,0,0,0,1,0,0,1,0,0,3,338
229,"KANYA PATHSHALA NO. 39 BARAI R.N 2",434,372,0,806,296,227,0,523,512,0,6,1,27,474,3,0,1,0,0,0,0,9,0,0,2,523
230,"SHISHU SHIKSHA NIKETAN BARAI",503,495,1,999,433,398,0,831,600,0,5,7,28,772,4,0,0,0,0,0,0,11,0,0,4,831
231,"CHAMPA AGRAWAL KANYA INTER COLLEGE, ACHAL TALAB, SARAI SULTANI R.N 3",609,551,0,1160,425,283,0,708,704,0,12,602,37,45,1,0,0,0,1,0,0,4,1,0,5,708
232,"CHAMPA AGRAWAL KANYA INTER COLLEGE, ACHAL TALAB, SARAI SULTANI R.N 4",575,447,0,1022,381,217,0,598,293,0,19,431,26,117,0,0,0,0,0,0,1,1,0,0,3,598
233,"SHRI KUNDANLAL JAIN BAL VIDHALAY KHIRNI GATE R.N 1",672,590,0,1262,501,377,0,878,741,0,18,11,21,806,4,2,0,1,2,2,0,4,3,0,4,878
234,"SHRI KUNDANLAL JAIN BAL VIDHALAY KHIRNI GATE R.N 2",480,424,0,904,338,253,0,591,582,0,9,7,44,521,2,0,0,0,0,0,1,3,1,2,1,591
235,"RAJKIYA KANYA INTER COLLEGE SARAI MANSINGH R.N 1",537,470,1,1008,401,340,0,741,741,0,137,9,19,562,0,0,0,0,0,0,1,5,0,0,8,741
236,"RAJKIYA KANYA INTER COLLEGE SARAI MANSINGH R.N 2",399,328,0,727,309,210,0,519,513,0,18,75,27,388,1,0,0,0,0,0,0,7,2,0,1,519
237,"RAJKIYA KANYA INTER COLLEGE SARAI MANSINGH R.N 3",257,225,0,482,197,150,0,347,340,0,4,1,23,312,0,0,0,0,0,0,0,6,0,1,0,347
238,"SHRI KUNDANLAL JAIN BAL VIDHALAY KHIRNI GATE R.N 3",586,559,0,1145,399,355,0,754,754,0,102,0,37,591,1,1,0,0,0,1,1,11,2,0,7,754
239,"RAJKIYA KANYA INTER COLLEGE SARAI MANSINGH R.N 4",481,410,0,891,374,292,0,666,662,0,283,32,16,275,1,0,0,0,0,0,0,50,3,1,5,666
240,"RAJKIYA KANYA INTER COLLEGE SARAI MANSINGH R.N 5",325,288,0,613,220,162,0,382,276,0,33,127,16,192,1,2,1,0,0,0,2,6,0,0,2,382
241,"RAJKIYA KANYA INTER COLLEGE SARAI MANSINGH R.N 6",749,658,0,1407,548,396,0,944,880,0,174,8,21,716,3,2,0,0,1,0,0,8,7,1,3,944
242,"SHISHIPRS JR. HIGH SCHOOL SARAI MAANSINGH R.N 1",399,352,0,751,303,222,0,525,495,0,125,6,33,344,1,3,0,0,0,0,0,9,1,1,2,525
243,"VALMIKEE DHARAMSHALA DURGAPURI SARAI MAANSINGH",662,581,0,1243,506,396,0,902,812,0,187,30,75,575,0,1,1,0,1,0,0,23,1,3,5,902
244,"SHISHIPRS JR. HIGH SCHOOL SARAI MAANSINGH R.N 2",562,474,0,1036,436,292,0,728,331,0,133,162,213,187,1,1,0,2,3,0,0,15,2,3,6,728
245,"A.M.U. GIRLS SCHOOL KAJUPADA R.N 4",506,418,0,924,361,204,0,565,563,0,14,275,38,233,0,0,0,0,0,1,0,3,0,1,0,565
246,"NAV JYOTI PUBLIC SCHOOL CHOKI LADIYA R.N 1",519,437,0,956,367,299,0,666,666,0,58,9,31,524,5,7,0,0,0,0,3,13,6,4,6,666
247,"NAV JYOTI PUBLIC SCHOOL CHOKI LADIYA R.N 2",892,771,0,1663,578,480,0,1058,1058,0,125,138,75,646,6,10,2,0,0,0,2,29,16,4,5,1058
248,"BASIC PRIMARY SCHOOL NO. 4 CHOKI LADIYA R.N 1",535,450,0,985,361,240,0,601,500,0,37,534,15,5,1,0,0,0,0,0,0,7,0,0,2,601
249,"BASIC PRIMARY SCHOOL NO. 4 CHOKI LADIYA R.N 2",475,387,0,862,332,201,0,533,484,0,13,487,15,9,1,0,1,0,1,0,1,3,0,1,1,533
250,"BASIC PRIMARY SCHOOL NO. 4 CHOKI LADIYA R.N 3",593,511,0,1104,421,299,0,720,720,0,53,96,14,538,1,6,0,0,0,0,0,2,5,2,3,720
251,"GANESH DHARAMSHALA JAYGANJ R.N 1",537,524,0,1061,401,340,0,741,356,0,5,56,43,626,1,0,1,0,0,0,0,3,2,1,3,741
252,"GANESH DHARAMSHALA JAYGANJ R.N 2",638,601,0,1239,472,402,0,874,786,0,20,56,61,725,0,2,0,0,0,0,1,3,1,0,5,874
253,"BASIC PRIMARY SCHOOL NO. 35 SARAI BHOLANATH R.N 1",613,530,0,1143,403,321,0,724,460,0,108,316,14,265,0,3,0,0,1,1,1,4,1,1,9,724
254,"BASIC PRIMARY SCHOOL NO. 35 SARAI BHOLANATH R.N 2",529,438,1,968,419,287,0,706,697,0,194,6,23,454,3,2,0,0,0,0,3,10,7,1,3,706
255,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R .N 1",420,366,0,786,349,249,0,598,443,0,73,18,42,444,1,5,0,0,1,0,2,3,5,1,3,598
256,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R.N 6",441,426,1,868,368,309,0,677,626,0,6,1,13,643,2,2,1,0,0,0,1,2,3,1,2,677
257,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R.N 2",397,371,1,769,268,246,0,514,512,0,28,3,14,442,1,1,0,1,0,1,0,10,5,1,7,514
258,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R.N 3",599,497,0,1096,409,302,0,711,712,0,246,13,41,391,3,8,0,0,0,0,0,3,4,0,2,711
259,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R.N 4",447,370,0,817,361,269,0,630,630,0,122,9,18,466,1,2,0,0,0,0,0,9,1,0,2,630
260,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R.N 7",462,384,0,846,354,265,0,619,619,0,108,9,12,472,2,3,0,1,0,1,1,4,5,0,1,619
261,"MAHESHWARI INTER COLLEGE SASNI DARWAJA R.N 5",417,391,0,808,345,264,0,609,609,0,98,24,91,376,1,2,0,1,0,0,1,3,4,1,7,609
262,"RAMKTORI KANYA UMA MADHYMIK VIDHALAY SASNI DARWAJA R.N 1",785,681,0,1466,549,440,0,989,974,0,51,30,51,837,2,2,1,0,0,0,0,7,5,0,3,989
263,"RAMKTORI KANYA UMA MADHYMIK VIDHALAY SASNI DARWAJA R.N 4",918,789,0,1707,609,469,0,1078,970,0,48,53,53,902,2,5,1,0,0,1,0,9,2,0,2,1078
264,"RAMKTORI KANYA UMA MADHYMIK VIDHALAY SASNI DARWAJA R.N 2",670,619,0,1289,503,439,0,942,236,0,13,15,61,828,0,0,0,0,0,6,1,11,1,1,5,942
265,"RAMKTORI KANYA UMA MADHYMIK VIDHALAY SASNI DARWAJA R.N 3",762,662,0,1424,436,420,0,856,848,0,63,30,44,705,0,1,0,0,1,0,0,6,2,0,4,856
266,"RAMKTORI KANYA UMA MADHYMIK VIDHALAY SASNI DARWAJA R.N 5",609,492,0,1101,394,308,0,702,611,0,95,21,39,522,3,4,1,0,0,0,0,11,1,0,5,702
267,"CHAMPA AGRAWAL KANYA INTER COLLEGE, ACHAL TALAB, SARAI SULTANI R.N1",507,453,0,960,383,316,0,699,680,0,243,160,28,251,2,0,0,1,0,1,0,8,1,1,3,699
268,"CHAMPA AGRAWAL KANYA INTER COLLEGE, ACHAL TALAB, SARAI SULTANI R.N 2",332,294,0,626,216,176,0,392,387,0,41,11,32,290,0,1,1,0,3,0,1,9,1,1,1,392
269,"PALIWAL INTER COLLEGE ACHAL TALAB R.N 1",442,412,0,854,342,277,0,619,526,0,20,10,34,527,3,2,0,0,0,1,0,13,2,4,3,619
270,"PALIWAL INTER COLLEGE ACHAL TALAB R.N 2",563,485,0,1048,402,272,0,674,658,0,38,2,38,574,1,0,0,0,1,0,0,11,3,1,5,674
271,"PALIWAL INTER COLLEGE ACHAL TALAB R.N 3",540,488,0,1028,359,282,0,641,641,0,19,8,30,565,3,2,0,0,0,1,0,10,0,2,1,641
272,"PALIWAL INTER COLLEGE ACHAL TALAB R.N 4",638,556,0,1194,399,310,0,709,350,0,98,15,45,537,0,2,0,1,0,1,2,4,3,0,1,709
273,"PALIWAL INTER COLLEGE ACHAL TALAB R.N 5",638,564,0,1202,402,300,0,702,693,0,206,7,39,426,1,3,0,1,0,0,0,13,3,0,3,702
274,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 1",702,610,0,1312,496,361,0,857,824,0,23,60,30,715,2,2,1,1,0,0,1,15,4,1,2,857
275,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 2",569,521,0,1090,388,310,0,698,593,0,29,36,36,577,2,2,2,0,1,0,0,8,0,0,5,698
276,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD  R.N 3",513,444,0,957,353,286,0,639,236,0,21,57,47,500,2,1,1,0,0,0,0,4,1,0,5,639
277,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 9",740,615,0,1355,450,377,0,827,677,0,51,89,40,612,3,6,0,1,0,1,1,15,2,1,5,827
278,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 4",732,662,1,1395,490,393,0,883,340,0,24,15,33,792,2,1,0,1,0,0,0,9,0,1,5,883
279,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 5",455,404,0,859,267,221,0,488,486,0,35,9,9,424,1,1,1,0,1,0,1,5,0,0,1,488
280,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 10",564,495,0,1059,302,219,0,521,521,0,125,10,47,302,3,1,3,1,0,2,2,16,5,0,4,521
281,"BABULAL JAIN INTER COLLEGE KRISHANAPURI MATHIYA PALA ROAD R.N 8",844,750,0,1594,609,407,0,1016,887,0,189,17,76,666,2,7,3,1,0,4,3,21,13,6,8,1016
282,"BIKRIKAR KARYALAY MAHENDRA NAGAR R.N 1",818,615,0,1433,598,270,0,868,868,0,263,6,43,519,6,1,2,1,1,1,0,21,1,0,3,868
283,"BIKRIKAR KARYALAY MAHENDRA NAGAR R.N 2",675,560,0,1235,486,353,0,839,836,0,262,7,29,509,0,4,0,0,1,1,5,11,0,0,10,839
284,"BASIC PRIMARY SCHOOL NO. 6 GAMBHIRPURA R.N 1",375,354,0,729,244,233,0,477,477,0,242,18,10,197,1,3,0,0,0,1,0,2,1,0,2,477
