"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
159,"JUNIYAR HIGH SCHOOL PIPRA JATAMPUR ROOM NO 2",674,525,0,1199,380,277,0,657,177,0,190,265,22,127,5,3,2,4,1,1,5,4,8,9,11,657
160,"JUNIYAR HIGH SCHOOL PIPRA JATAMPUR ROOM NO 3",455,322,0,777,215,166,0,381,9,0,232,92,20,8,1,1,1,3,0,2,1,1,8,3,8,381
161,"PRIMARY SCHOOL NAOTAN HARDO ROOM NO 1",836,669,0,1505,409,374,0,783,80,0,435,237,71,23,3,2,3,0,1,1,0,1,2,1,3,783
162,"PRIMARY SCHOOL NAOTAN HARDO ROOM NO 2",785,595,0,1380,456,395,0,851,851,0,224,500,22,82,2,5,5,2,0,0,1,2,1,3,2,851
163,"PRIMARY SCHOOL BARAWA ROOM NO 1",702,509,0,1211,312,324,0,636,19,0,295,169,117,25,1,3,1,1,0,2,1,2,6,4,9,636
164,"PRIMARY SCHOOL BARAWA ROOM NO 2",364,328,0,692,217,168,0,385,19,0,98,118,147,12,2,0,1,4,0,1,0,0,1,1,0,385
165,"PRIMARY SCHOOL BALDIHA",716,583,0,1299,346,342,0,688,500,0,181,279,96,89,1,1,5,1,0,2,2,5,5,6,15,688
166,"JUNIYAR HIGH SCHOOL BATRAOLI ROOM NO 1",672,527,0,1199,315,274,0,589,524,0,236,193,31,106,0,2,6,5,0,0,0,2,5,1,2,589
167,"JUNIYAR HIGH SCHOOL BATRAOLI ROOM NO 2",866,653,1,1520,386,340,0,726,23,0,334,261,50,24,5,0,1,30,1,1,2,0,3,5,9,726
168,"PRIMARY SCHOOL INDRASENWA",281,213,0,494,175,150,0,325,290,0,175,105,11,23,1,1,0,2,1,0,2,1,1,0,2,325
169,"JUNIYAR HIGH SCHOOL FAGUPUR VISUNPURA",550,497,0,1047,251,290,0,541,221,0,288,150,23,46,1,3,2,3,2,1,2,2,4,7,7,541
170,"PRIMARY SCHOOL SONDIYA",230,181,0,411,143,129,0,272,65,0,43,204,4,1,0,0,1,0,0,0,2,0,8,0,9,272
171,"PRIMARY SCHOOL DHARNI CHAPAR",729,590,0,1319,354,389,0,743,40,0,343,290,51,23,1,2,0,3,1,0,3,1,4,5,16,743
172,"PRIMARY SCHOOL SEKHWANIYA KHURD",797,588,0,1385,364,422,0,786,76,0,104,218,346,65,1,0,3,30,1,1,0,4,2,3,8,786
173,"PRIMARY SCHOOL BHATWALIYA",799,686,0,1485,442,432,0,874,10,0,248,416,87,78,2,2,1,2,1,1,2,4,5,8,17,874
174,"MAHATMA GANDHI INTER COLLAGE SEKHWANIYA BUJURG ROOM NO 1",883,702,0,1585,441,388,0,829,80,0,320,322,109,43,0,1,2,0,3,1,0,4,8,5,11,829
175,"MAHATMA GANDHI INTER COLLAGE SEKHWANIYA BUJURG ROOM NO 2",629,540,0,1169,314,307,0,621,211,0,111,257,49,178,5,3,0,1,0,0,4,3,0,4,6,621
176,"MAHATMA GANDHI INTER COLLAGE SEKHWANIYA BUJURG ROOM NO 3",282,201,0,483,100,79,0,179,54,0,52,78,14,31,0,0,0,0,0,0,1,1,0,2,0,179
177,"MAHATMA GANDHI INTER COLLAGE SEKHWANIYA BUJURG ROOM NO 4",392,384,0,776,185,200,0,385,80,0,127,136,84,14,5,2,1,1,0,0,0,5,4,2,4,385
178,"MAHATMA GANDHI INTER COLLAGE SEKHWANIYA BUJURG ROOM NO 5",475,351,0,826,185,196,0,381,180,0,44,70,81,132,6,0,0,28,1,2,0,2,3,1,11,381
179,"MAHATMA GANDHI INTER COLLAGE SEKHWANIYA BUJURG ROOM NO 6",662,532,0,1194,295,278,0,573,73,0,77,259,86,119,3,3,2,6,2,1,2,1,3,4,5,573
180,"JUNIYAR HIGH SCHOOL SIVPUR BUJURG ROOM NO 1",713,552,0,1265,417,355,0,772,360,0,185,457,56,44,5,9,0,1,0,0,1,3,3,5,3,772
181,"JUNIYAR HIGH SCHOOL SIVPUR BUJURG ROOM NO 2",230,235,0,465,91,125,0,216,216,0,49,130,19,10,0,2,0,0,0,0,1,0,2,0,3,216
182,"JUNIYAR HIGH SCHOOL SIVPUR BUJURG ROOM NO 3",316,270,0,586,146,160,0,306,91,0,141,109,22,19,0,0,3,3,0,2,1,0,1,3,2,306
183,"JUNIYAR HIGH SCHOOL MATHIYA NARAIPUR",408,317,0,725,223,203,0,426,26,0,91,223,24,65,2,1,1,2,0,0,2,2,1,7,5,426
184,"PRIMARY SCHOOL SIVPUR DIH",625,548,1,1174,340,354,0,694,4,0,74,383,112,89,5,8,4,12,0,0,1,0,2,2,2,694
185,"PRIMARY SCHOOL KOHDA",605,466,1,1072,292,298,0,590,20,0,220,245,44,65,3,1,2,0,0,0,2,4,1,0,3,590
186,"PRIMARY SCHOOL BAIJNATHPUR ROOM NO 1",502,465,0,967,296,318,0,614,609,0,144,181,256,13,3,1,2,1,4,2,0,2,4,0,1,614
187,"PRIMARY SCHOOL BAIJNATHPUR ROOM NO 2",559,507,0,1066,278,324,0,602,23,0,209,217,90,63,1,0,4,5,2,1,0,1,4,2,3,602
188,"PRIMARY SCHOOL DURGWALIYA ROOM NO 1",565,495,0,1060,254,232,0,486,61,0,251,134,60,26,1,1,2,6,0,0,0,0,0,2,3,486
189,"PRIMARY SCHOOL DURGWALIYA ROOM NO 2",466,386,0,852,256,232,0,488,80,0,89,218,98,76,3,0,0,1,0,0,0,0,0,1,2,488
190,"PRIMARY SCHOOL JIGNA",828,731,0,1559,359,378,0,737,36,0,218,153,213,133,1,3,0,5,1,0,1,1,1,4,3,737
191,"PRIMARY SCHOOL BATARDERA",806,682,0,1488,337,399,0,736,50,0,72,355,212,62,4,3,2,1,1,2,1,4,4,6,7,736
192,"PRIMARY SCHOOL PIPRA TIWARI",267,230,0,497,202,148,0,350,50,0,30,232,51,31,0,0,2,0,0,0,0,3,0,0,1,350
193,"JUNIYAR HIGH SCHOOL PARSAUNA",417,324,0,741,292,162,0,454,291,0,258,66,89,23,1,1,0,0,2,1,1,0,7,1,4,454
194,"PRIMARY SCHOOL BAHORAPUR ROOM NO 1",405,347,0,752,243,219,0,462,462,0,143,222,8,68,2,2,0,2,0,1,0,1,3,0,10,462
195,"PRIMARY SCHOOL BAHORAPUR ROOM NO 2",433,441,0,874,264,280,0,544,260,0,118,257,47,101,1,3,0,0,0,0,1,2,6,1,7,544
196,"KISAN UCCHTAR MADHYMIK COLLAGE SAKHOPAR ROOM NO 1",846,668,0,1514,466,382,0,848,24,0,218,173,215,203,4,4,2,0,4,2,2,7,7,2,5,848
197,"KISAN UCCHTAR MADHYMIK COLLAGE SAKHOPAR ROOM NO 2",478,392,0,870,307,270,0,577,76,0,124,199,143,86,2,4,1,2,0,0,1,2,4,0,9,577
198,"PRIMARY SCHOOL SAMPUR HATAWA ROOM NO 1",695,557,0,1252,354,288,0,642,540,0,201,321,79,19,1,2,1,2,0,1,0,2,2,3,8,642
199,"PRIMARY SCHOOL SAMPUR HATAWA ROOM NO 2",605,450,0,1055,336,224,0,560,332,0,98,345,25,84,0,0,1,2,0,0,1,0,0,2,2,560
200,"PRIMARY SCHOOL NARSAR",733,661,1,1395,389,421,0,810,10,0,305,290,108,83,1,2,2,0,3,2,1,3,3,2,5,810
201,"PRIMARY SCHOOL KHARDEWA",810,625,0,1435,429,341,0,770,70,0,102,305,223,94,0,4,0,4,4,1,3,5,7,6,12,770
202,"PRIMARY SCHOOL RAMHWALIYA",424,322,0,746,239,203,0,442,41,0,35,139,89,163,3,2,1,0,0,1,0,1,3,3,2,442
203,"PRIMARY SCHOOL SEMRA DHUSI ROOM NO 1",607,522,0,1129,403,357,0,760,59,0,261,280,66,129,6,2,4,0,1,0,2,3,3,1,2,760
204,"PRIMARY SCHOOL SEMRA DHUSI ROOM NO 2",620,523,0,1143,334,283,0,617,15,0,120,299,54,106,3,4,4,1,3,2,4,4,7,4,2,617
205,"PRIMARY SCHOOL KANKHORIYA ROOM NO 1",599,436,1,1036,318,262,0,580,80,0,89,423,36,12,1,3,0,1,1,0,1,3,1,6,3,580
206,"PRIMARY SCHOOL KANKHORIYA ROOM NO 2",300,286,0,586,156,141,0,297,297,0,65,180,20,25,0,1,2,0,0,0,0,2,0,0,2,297
207,"PRIMARY SCHOOL SEMARI",337,252,0,589,210,137,0,347,45,0,36,280,14,13,0,1,1,0,0,0,0,0,1,0,1,347
208,"PRIMARY SCHOOL BELWA RAMJAS DUBEY",708,581,0,1289,361,315,0,676,271,0,246,250,69,16,0,2,2,63,0,1,0,11,0,7,9,676
209,"PRIMARY SCHOOL BELWA DURGA RAI",536,430,0,966,310,228,0,538,310,0,40,460,17,5,0,4,2,1,0,0,0,2,1,3,3,538
210,"PRIMARY SCHOOL NIVI",183,183,0,366,123,96,0,219,9,0,9,114,12,71,0,0,1,0,0,0,2,2,1,6,1,219
211,"PRIMARY SCHOOL KHORABAR",550,424,0,974,308,280,0,588,8,0,211,302,19,48,0,0,2,1,2,0,0,1,1,1,0,588
212,"ANU0 PRIMARY SCHOOL NARAYANPUR",404,301,0,705,231,216,0,447,140,0,242,153,16,30,0,0,0,1,0,0,0,1,2,0,2,447
213,"PRIMARY SCHOOL MISRAULI",414,370,0,784,274,177,0,451,100,0,330,86,9,17,2,0,0,1,0,0,0,1,1,1,3,451
214,"PRIMARY SCHOOL NARKATIYA KHURD",625,582,0,1207,405,332,0,737,685,0,457,228,24,13,5,0,1,2,0,2,0,0,1,1,3,737
215,"PRIMARY SCHOOL SAHPUR",770,597,0,1367,464,405,0,869,685,0,257,406,15,171,3,1,2,0,1,0,2,1,2,1,7,869
216,"PRIMARY SCHOOL KURMAUTA",864,686,0,1550,447,416,0,863,62,0,316,466,20,38,1,4,1,5,0,2,1,2,2,1,4,863
217,"PRIMARY SCHOOL DIGHWA KHURD",497,425,0,922,293,224,0,517,17,0,299,102,45,43,2,4,2,1,0,1,2,0,3,1,12,517
218,"JUNIYAR HIGH SCHOOL VISUNPUR MANGURAHI",437,366,0,803,204,207,0,411,153,0,85,266,18,30,1,2,2,0,0,1,0,0,2,0,4,411
219,"PRIMARY SCHOOL VISAMBHARPUR",584,505,0,1089,312,291,0,603,63,0,166,385,16,17,1,1,0,0,1,1,2,2,0,5,6,603
220,"PRIMARY SCHOOL JHUNGWA",622,489,0,1111,361,295,0,656,100,0,94,457,21,35,1,2,2,0,3,2,2,10,5,12,10,656
221,"PRIMARY SCHOOL BHAISAHA SADAR TOLA ROOM NO 1",552,434,0,986,291,235,0,526,520,0,79,380,24,11,3,3,1,3,0,0,3,4,4,5,6,526
222,"PRIMARY SCHOOL BHAISAHA SADAR TOLA ROOM NO 2",615,486,0,1101,253,261,0,514,320,0,89,299,24,92,2,2,3,1,0,0,0,0,1,0,1,514
223,"PRIMARY SCHOOL BHAISAHA PAKADIHAWA ROOM NO 1",527,413,0,940,280,228,0,508,150,0,116,222,64,75,1,5,2,1,1,3,4,3,2,5,4,508
224,"PRIMARY SCHOOL BHAISAHA PAKADIHAWA ROOM NO 2",707,567,0,1274,346,394,0,740,30,0,291,340,36,27,2,3,0,2,3,1,2,2,5,7,19,740
225,"PRIMARY SCHOOL CHAKDEIYA ROOM NO 1",522,450,0,972,344,257,0,601,401,0,203,95,24,214,9,4,6,3,2,5,2,5,12,5,12,601
226,"PRIMARY SCHOOL CHAKDEIYA ROOM NO 2",398,273,0,671,209,151,0,360,100,0,129,126,7,83,1,1,4,4,3,0,0,1,0,0,1,360
227,"JUNIYAR HIGH SCHOOL SIRSIYA",721,613,0,1334,451,340,0,791,90,0,216,239,60,224,7,5,11,3,1,1,1,6,6,6,5,791
228,"PRIMARY SCHOOL DUMARI",553,476,0,1029,323,324,0,647,45,0,131,282,7,189,2,3,4,2,0,0,3,3,7,5,9,647
229,"PRIMARY SCHOOL SONBARSA",399,354,0,753,253,207,0,460,448,0,56,338,7,47,1,2,1,0,1,0,0,0,2,3,2,460
230,"JUNIYAR HIGH SCHOOL SHAMPUR",721,548,0,1269,419,332,0,751,22,0,192,322,61,125,2,0,5,0,0,1,4,7,9,8,15,751
231,"PRIMARY SCHOOL MUNDERA RATAN PATTI ROOM NO 1",507,441,0,948,309,303,0,612,100,0,426,136,9,12,0,0,1,1,0,1,3,5,7,4,7,612
232,"PRIMARY SCHOOL MUNDERA RATAN PATTI ROOM NO 2",270,272,0,542,146,141,0,287,137,0,157,94,3,17,0,1,1,0,0,0,0,13,0,0,1,287
233,"PRIMARY SCHOOL MUNDERA RATAN PATTI ROOM NO 3",424,370,0,794,215,212,0,427,400,0,182,161,13,53,2,0,1,0,0,0,1,12,0,1,1,427
234,"PRIMARY SCHOOL SIKARIYA URF RAMNAGAR",449,367,0,816,200,210,0,410,110,0,242,73,42,44,2,3,0,0,1,0,0,0,2,0,1,410
235,"PRIMARY SCHOOL KHEDANI",528,405,0,933,221,219,0,440,439,0,62,246,46,58,0,0,0,0,7,1,2,11,2,2,3,440
236,"PRIMARY SCHOOL MANGALPUR",759,609,1,1369,397,348,0,745,210,0,286,397,18,11,1,4,3,4,1,3,3,2,1,4,7,745
237,"PRIMARY SCHOOL MADHOPUR",878,660,0,1538,477,367,0,844,144,0,315,400,25,47,2,6,4,2,6,2,3,4,15,2,11,844
238,"JUNIYAR HIGH SCHOOL SEMARA URF JHUNGWA",710,639,1,1350,377,316,0,693,90,0,77,348,43,163,8,2,0,3,2,4,1,4,14,10,14,693
239,"PRIMARY SCHOOL PIPRAJHAM ROOM NO 1",637,547,0,1184,373,352,0,725,725,0,91,239,336,28,4,0,3,1,0,0,0,4,4,8,7,725
240,"PRIMARY SCHOOL PIPRAJHAM ROOM NO 2",539,440,0,979,267,228,0,495,28,0,58,90,258,40,4,3,4,1,0,4,3,3,8,7,12,495
241,"PRIMARY SCHOOL SIRSIYA KHOHIYA ROOM NO 1",641,515,0,1156,330,267,0,597,597,0,158,368,39,11,5,0,2,1,1,0,0,6,1,2,3,597
242,"PRIMARY SCHOOL SIRSIYA KHOHIYA ROOM NO 2",795,641,0,1436,340,327,0,667,66,0,218,236,138,36,1,1,2,3,0,0,3,7,7,7,8,667
243,"PRIMARY SCHOOL SIRSIYA KHOHIYA ROOM NO 3",382,301,0,683,155,93,0,248,50,0,26,106,36,72,1,0,0,0,1,0,0,3,0,1,2,248
244,"PRIMARY SCHOOL SIRSIYA KHOHIYA ROOM NO 4",407,317,0,724,154,113,0,267,50,0,43,160,24,18,0,1,0,0,0,2,2,1,4,4,8,267
245,"PRIMARY SCHOOL SIRSIYA KHOHIYA ROOM NO 5",532,351,0,883,206,119,0,325,82,0,90,188,20,18,0,1,0,0,1,1,1,1,1,0,3,325
246,"PRIMARY SCHOOL DUMARI ROOM NO 1",854,678,0,1532,413,344,0,757,57,0,129,377,98,82,7,2,1,2,35,3,2,1,2,9,7,757
247,"PRIMARY SCHOOL DUMARI ROOM NO 2",298,276,1,575,125,139,0,264,264,0,139,103,11,2,1,0,0,1,0,0,1,1,1,1,3,264
248,"PRIMARY SCHOOL SISWA",706,621,0,1327,442,379,0,821,41,0,231,485,30,36,2,6,2,0,9,0,1,5,2,5,7,821
249,"PRIMARY SCHOOL ANRUDDHWA ROOM NO 1",544,457,0,1001,332,226,0,558,34,0,89,288,134,13,0,1,4,0,2,1,0,3,6,8,9,558
250,"PRIMARY SCHOOL ANRUDDHWA ROOM NO 2",498,388,0,886,277,226,0,503,225,0,42,261,119,52,2,2,1,0,2,0,3,2,2,10,5,503
251,"PRIMARY SCHOOL BINDWALIYA",192,173,0,365,122,109,0,231,39,0,138,70,2,0,0,0,0,0,9,0,1,9,1,0,1,231
252,"JUNIYAR HIGH SCHOOL KUSHINAGAR ROOM NO 1",647,584,0,1231,400,337,0,737,510,0,218,306,99,93,2,2,2,0,0,0,2,5,4,3,1,737
253,"JUNIYAR HIGH SCHOOL KUSHINAGAR ROOM NO 2",616,461,0,1077,323,240,0,563,190,0,107,302,96,22,2,0,2,2,1,0,3,19,1,3,3,563
254,"PRIMARY SCHOOL KASIA ROOM NO 1",505,429,0,934,207,390,0,597,427,0,187,354,14,29,0,2,3,0,1,1,0,0,1,1,4,597
255,"PRIMARY SCHOOL KASIA ROOM NO 2",359,314,0,673,131,105,0,236,50,0,69,149,7,8,1,0,0,0,0,0,0,0,0,0,2,236
256,"PRIMARY SCHOOL KASIA ROOM NO 3",817,683,0,1500,447,333,0,780,777,0,223,502,15,23,6,1,1,0,1,0,0,2,1,2,3,780
257,"JUNIYAR HIGH SCHOOL KASIA ROOM NO 1",475,406,0,881,243,187,0,430,130,0,65,330,19,9,2,0,0,0,0,1,0,2,0,1,1,430
258,"JUNIYAR HIGH SCHOOL KASIA ROOM NO 2",669,489,0,1158,319,277,0,596,364,0,109,422,9,46,3,1,0,2,0,0,1,1,1,0,1,596
259,"JUNIYAR HIGH SCHOOL KASIA ROOM NO 3",828,626,0,1454,358,228,0,586,55,0,192,267,26,74,2,1,4,2,3,1,3,0,3,4,4,586
260,"JUNIYAR HIGH SCHOOL KASIA ROOM NO 4",655,578,0,1233,334,224,0,558,70,0,119,403,13,14,1,0,1,0,0,0,0,0,0,0,7,558
261,"JUNIYAR HIGH SCHOOL BALBADI KASIA ROOM NO 1",591,434,0,1025,217,149,0,366,17,0,97,226,10,23,3,3,0,2,0,0,1,0,0,0,1,366
262,"JUNIYAR HIGH SCHOOL BALBADI KASIA ROOM NO 2",527,414,0,941,152,151,0,303,50,0,112,168,7,8,4,0,0,0,1,0,0,0,0,0,3,303
263,"JUNIYAR HIGH SCHOOL BALBADI KASIA ROOM NO 3",898,727,0,1625,337,304,0,641,41,0,241,359,16,16,1,2,1,0,0,0,1,1,1,2,0,641
264,"JUNIYAR HIGH SCHOOL BALBADI KASIA ROOM NO 4",420,283,0,703,102,79,0,181,2,0,39,129,8,3,0,0,0,1,0,0,0,0,1,0,0,181
265,"KANYA JUNIYAR HIGH SCHOOL KASIA ROOM NO 1",924,791,1,1716,418,386,0,804,150,0,437,295,35,23,2,0,1,1,0,0,0,0,3,0,7,804
266,"KANYA JUNIYAR HIGH SCHOOL KASIA ROOM NO 2",691,552,0,1243,323,243,0,566,566,0,252,265,21,15,2,0,0,0,1,1,1,1,1,2,4,566
267,"JUNIYAR HIGH SCHOOL BHALUHI MADARI PATTI ROOM NO 1",563,479,0,1042,277,194,0,471,10,0,45,391,16,9,2,1,0,0,0,0,0,2,2,1,2,471
268,"JUNIYAR HIGH SCHOOL BHALUHI MADARI PATTI ROOM NO 2",438,391,0,829,244,220,0,464,25,0,79,295,28,20,0,0,2,22,0,2,0,3,4,4,5,464
269,"JUNIYAR HIGH SCHOOL BHALUHI MADARI PATTI ROOM NO 3",612,497,0,1109,320,277,0,597,95,0,149,235,43,160,3,0,1,0,0,0,0,0,3,1,2,597
270,"JUNIYAR HIGH SCHOOL BHALUHI MADARI PATTI ROOM NO 4",566,497,0,1063,244,263,0,507,57,0,398,58,31,13,1,1,1,2,0,0,0,1,1,0,0,507
271,"JUNIYAR HIGH SCHOOL BHALUHI MADARI PATTI ROOM NO 5",347,286,0,633,140,158,0,298,58,0,219,53,11,12,1,0,0,0,0,1,0,1,0,0,0,298
272,"PRIMARY SCHOOL BAIRIYA RAJA",537,501,0,1038,251,253,0,504,14,0,222,200,36,30,0,1,1,2,0,1,1,3,0,4,3,504
273,"PANCHAYAT BHAWAN DIGHWA BUJURG ROOM NO 1",434,341,0,775,304,132,0,436,35,0,131,259,17,15,2,1,0,0,0,0,2,4,3,1,1,436
274,"PANCHAYAT BHAWAN DIGHWA BUJURG ROOM NO 2",400,386,0,786,206,202,0,408,102,0,46,234,11,107,0,0,3,0,1,1,0,0,2,2,1,408
275,"PRIMARY SCHOOL PARSAUNI MUKUNDHA ROOM NO 1",497,404,0,901,283,258,0,541,540,0,158,253,58,45,1,5,3,0,2,0,4,3,3,3,3,541
276,"PRIMARY SCHOOL PARSAUNI MUKUNDHA ROOM NO 2",477,392,0,869,265,217,0,482,81,0,124,270,42,39,2,1,1,0,1,0,0,0,0,1,1,482
277,"PRIMARY SCHOOL PARSAUNI KHURD",451,333,0,784,268,195,0,463,62,0,37,341,67,3,0,2,1,0,0,0,1,1,1,2,7,463
278,"PRIMARY SCHOOL SIYARHA",681,601,0,1282,398,404,0,802,102,0,240,425,12,105,0,0,2,2,1,0,1,0,2,3,9,802
279,"PRIMARY SCHOOL EKDERAWA AVVAL",567,433,0,1000,270,260,0,530,30,0,81,353,18,46,0,1,4,0,5,0,0,1,3,10,8,530
280,"PRIMARY SCHOOL KHESARI GIDAHA ROOM NO 1",615,468,0,1083,269,360,0,629,28,0,256,263,37,35,2,3,3,2,1,2,2,0,5,8,10,629
281,"PRIMARY SCHOOL KHESARI GIDAHA ROOM NO 2",552,459,0,1011,291,321,0,612,9,0,73,442,22,38,0,3,4,2,1,2,4,2,3,9,7,612
282,"PRIMARY SCHOOL BARAWA ROOM NO 1",559,476,0,1035,286,277,0,563,160,0,131,285,25,82,1,2,2,1,1,4,0,11,6,7,5,563
283,"PRIMARY SCHOOL BARAWA ROOM NO 2",513,401,0,914,324,264,0,588,180,0,147,342,14,59,1,2,1,0,1,0,0,1,2,5,13,588
284,"PRIMARY SCHOOL MATHIYA VISAMBHAR MADHOPUR ROOM NO 1",534,414,0,948,328,265,0,593,439,0,144,344,34,52,3,2,3,4,0,1,0,3,1,2,0,593
285,"PRIMARY SCHOOL MATHIYA VISAMBHAR MADHOPUR ROOM NO 2",423,354,0,777,214,202,0,416,16,0,134,196,54,21,0,0,0,3,1,0,1,1,0,1,4,416
286,"PRIMARY SCHOOL NAOGAWA",627,523,0,1150,339,361,0,700,15,0,155,269,163,81,1,1,2,3,1,0,0,7,3,3,11,700
287,"PRIMARY SCHOOL POKHARBHINDA",543,416,0,959,286,257,0,543,465,0,103,250,93,69,1,1,0,0,1,1,2,5,6,6,5,543
288,"PRIMARY SCHOOL KOLHUWA",585,463,0,1048,352,323,0,675,370,0,59,157,329,111,0,0,0,1,0,1,0,1,10,1,5,675
289,"PRIMARY SCHOOL SAPAHA NAOKATOLA",615,453,0,1068,348,283,0,631,631,0,79,328,154,28,4,3,1,1,4,4,2,1,7,8,7,631
290,"PRIMARY SCHOOL SAPAHA TOLA SARGATIYA",601,468,0,1069,324,264,0,588,38,0,112,308,17,113,2,1,1,0,1,0,3,5,2,7,16,588
291,"PANCHAYAT BHAWAN SAPAHA ROOM NO 1",602,451,0,1053,345,282,0,627,27,0,105,449,30,7,4,1,0,0,1,1,2,1,4,6,16,627
292,"PANCHAYAT BHAWAN SAPAHA ROOM NO 2",572,414,0,986,319,256,0,575,75,0,146,372,25,13,1,1,1,1,0,1,1,4,1,4,4,575
293,"PRIMARY SCHOOL SAPAHA TOLA LAXMIPUR",360,300,0,660,208,171,0,379,205,0,51,227,19,57,0,1,2,1,1,1,1,4,4,2,8,379
294,"PRIMARY SCHOOL PIPRA ROOM NO 1",506,430,0,936,317,328,0,645,645,0,128,346,25,105,1,2,3,1,1,0,1,8,4,6,14,645
295,"PRIMARY SCHOOL PIPRA ROOM NO 2",387,365,0,752,221,244,0,465,100,0,131,219,10,85,3,3,5,2,0,0,0,2,1,3,1,465
296,"PRIMARY SCHOOL NARKATIYA BUJURG",677,570,0,1247,454,349,0,803,500,0,139,457,127,66,1,0,3,1,1,1,0,1,0,3,3,803
297,"PRIMARY SCHOOL MADANPUR",773,707,0,1480,500,357,0,857,800,0,97,497,50,181,4,1,9,4,2,0,1,4,5,0,2,857
298,"PRIMARY SCHOOL MATHAOLI ROOM NO 1",581,489,0,1070,338,283,0,621,20,0,96,263,92,131,4,2,2,0,2,0,3,10,5,6,5,621
299,"PRIMARY SCHOOL MATHAOLI ROOM NO 2",747,610,0,1357,382,349,0,731,722,0,184,460,33,19,0,4,1,2,1,1,0,7,4,3,12,731
300,"PRIMARY SCHOOL BHARAOLI ROOM NO 1",109,118,0,227,59,66,0,125,4,0,44,76,3,0,0,0,0,0,0,0,0,0,0,0,2,125
301,"PRIMARY SCHOOL BHARAOLI ROOM NO 2",798,676,0,1474,409,495,0,904,104,0,468,296,51,72,4,2,2,3,2,1,0,0,0,1,2,904
302,"PRIMARY SCHOOL SABAYA ROOM NO 1",585,489,1,1075,312,277,0,589,80,0,296,225,27,25,3,3,2,1,0,0,0,2,0,2,3,589
303,"PRIMARY SCHOOL SABAYA ROOM NO 2",452,354,0,806,239,193,0,432,29,0,128,258,15,18,2,2,1,2,1,1,0,1,0,1,2,432
304,"PRIMARY SCHOOL SABAYA ROOM NO 3",560,454,0,1014,263,224,0,487,10,0,109,280,8,70,2,2,3,1,1,0,1,0,3,5,2,487
305,"KANYA JUNIYAR HIGH SCHOOL SABAYA",758,603,1,1362,302,269,0,571,70,0,117,384,15,23,3,0,2,0,2,2,3,2,2,7,9,571
306,"PRIMARY SCHOOL DHOKARAHA",199,180,0,379,119,98,0,217,214,0,72,100,27,3,2,3,0,0,6,0,0,2,1,1,0,217
307,"PRIMARY SCHOOL BELWA PALAKDHARI ROOM NO 1",682,580,0,1262,398,341,0,739,545,0,296,319,24,51,0,4,4,0,1,0,1,3,3,10,23,739
308,"PRIMARY SCHOOL BELWA PALAKDHARI ROOM NO 2",446,397,0,843,238,226,0,464,85,0,117,284,32,10,3,1,0,0,6,1,2,3,1,1,3,464
309,"PRIMARY SCHOOL BATESARA",747,674,0,1421,400,408,0,808,200,0,229,296,171,97,1,1,3,3,3,0,1,0,1,2,0,808
310,"JANTA INTER COLLAGE DHURIYA ROOM NO 1",521,429,0,950,250,211,0,461,60,0,167,271,11,3,3,1,0,0,0,0,2,0,2,0,1,461
311,"JANTA INTER COLLAGE DHURIYA ROOM NO 2",528,456,0,984,264,276,0,540,41,0,140,226,41,100,1,4,3,1,2,4,1,4,6,3,4,540
312,"PRIMARY SCHOOL DHURIYA ROOM NO 1",497,424,0,921,258,198,0,456,456,0,56,287,26,51,1,3,1,1,2,0,0,1,10,4,13,456
313,"PRIMARY SCHOOL DHURIYA ROOM NO 2",519,473,0,992,277,254,0,531,131,0,64,314,43,75,1,4,6,2,0,0,1,1,9,1,10,531
314,"JANTA INTER COLLAGE DHURIYA ROOM NO 3",230,205,0,435,111,117,0,228,16,0,37,34,12,126,1,3,4,0,2,0,2,0,3,1,3,228
315,"PRIMARY SCHOOL TETERIYA",591,479,0,1070,304,276,0,580,2,0,223,313,24,10,0,0,2,0,0,0,0,0,1,2,5,580
316,"PRIMARY SCHOOL MAHUAWA",265,191,0,456,144,131,0,275,70,0,85,38,140,2,0,0,1,0,2,0,0,3,2,2,0,275
317,"PRIMARY SCHOOL GOPALGARH ROOM NO 1",871,685,0,1556,467,380,0,847,78,0,111,602,62,17,3,4,1,4,1,0,3,7,7,10,15,847
318,"PRIMARY SCHOOL GOPALGARH ROOM NO 2",369,349,0,718,209,190,0,399,283,0,24,196,19,138,1,1,2,0,7,1,0,0,4,3,3,399
319,"PRIMARY SCHOOL ABHINAYAKPUR",483,405,0,888,264,276,0,540,40,0,99,339,48,38,2,0,3,2,0,0,1,0,4,3,1,540
