"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
153,"P. V. AKHARCHANDA (R. N. -3)",641,440,0,1081,254,255,0,509,502,0,12,332,56,89,2,0,0,0,4,0,3,2,2,1,2,0,0,2,2,509
154,"SAMUDAYIK MILAN KENDRA JHOTIUR",512,393,0,905,301,224,0,525,525,0,43,105,167,196,1,0,0,0,1,0,1,0,1,1,0,1,3,2,3,525
155,"SAMUDAYIK MILAN KENDRA DEVANPUR",380,289,0,669,187,187,0,374,370,0,6,93,169,90,1,0,1,0,2,0,0,2,3,3,0,0,0,2,2,374
156,"P. V. MURADPUR",397,375,0,772,296,249,0,545,545,0,1,337,77,109,3,0,0,0,2,0,1,2,2,3,1,2,1,2,2,545
157,"P. V. NEVADA (R. N. -1)",540,460,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"P. V. NEVADA (R. N. -2)",740,636,0,1376,410,371,0,781,650,0,23,297,209,197,4,3,1,3,0,21,1,4,0,2,3,1,8,3,1,781
159,"P. V. KUMBHAVAT",787,646,1,1434,465,358,0,823,780,0,10,307,218,239,4,1,1,0,6,2,3,1,0,2,1,5,1,6,16,823
160,"P. V. CHAURASI",626,540,0,1166,346,330,0,676,673,0,20,291,186,94,1,0,3,5,16,4,2,4,6,1,2,7,1,21,12,676
161,"P. V. TERHI (R. N. -1)",580,506,0,1086,347,337,0,684,584,0,16,68,312,253,3,1,1,2,6,7,0,6,2,5,0,2,0,0,0,684
162,"P. V. TERHI (R. N. -2)",645,497,0,1142,335,272,0,607,607,0,27,255,277,18,2,0,1,0,2,1,3,3,1,3,0,4,2,2,6,607
163,"P. V. BACHUAPAR (R. N. -1)",708,642,0,1350,379,423,0,802,625,0,14,337,249,158,2,0,1,2,9,1,3,5,1,4,1,10,1,1,3,802
164,"P. V. BACHUAPAR (R. N. -2)",781,681,0,1462,375,361,0,736,455,0,22,411,232,40,0,0,0,0,6,0,1,6,3,5,1,6,0,2,1,736
165,"I. C. KAPTANGANJ (R. N. 1)",431,329,0,760,249,206,0,455,448,0,2,96,234,98,2,2,1,1,5,0,2,2,0,1,2,5,0,1,1,455
166,"I. C. KAPTANGANJ (R. N. 2)",450,344,0,794,262,192,0,454,434,0,3,123,291,14,0,0,1,2,5,1,0,2,3,4,1,2,0,1,1,454
167,"I. C. KAPTANGANJ (R. N. 3)",811,663,0,1474,469,383,0,852,847,0,12,379,399,27,0,1,0,3,9,1,3,2,2,6,1,2,0,1,4,852
168,"P. V. KAPTANGANJ (R. N.- 1 )",438,324,0,762,256,180,0,436,436,0,7,88,311,22,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,436
169,"P. V. KAPTANGANJ (R. N.- 2 )",549,468,0,1017,273,345,0,618,602,0,16,209,293,41,2,1,2,6,12,1,2,7,6,5,5,5,1,1,3,618
170,"P. V. KHIRIDEEHA (R.N.-1)",659,502,0,1161,324,321,0,645,601,0,21,226,201,148,0,2,1,3,7,1,4,6,6,3,3,3,2,2,6,645
171,"P. V. KHIRIDEEHA (R.N.-2)",587,458,0,1045,263,248,0,511,500,0,15,122,185,117,5,3,7,0,11,11,1,2,4,1,1,13,5,4,4,511
172,PARSAMANPUR,496,426,0,922,252,228,0,480,480,0,20,125,244,46,1,1,2,3,10,3,1,5,5,6,1,4,0,1,2,480
173,"P. V. KADIPUR TIVARI (R. N. -1)",405,332,0,737,236,178,0,414,370,0,3,252,117,22,0,2,0,0,2,0,2,0,0,0,0,0,2,7,5,414
174,"P. V. KADIPUR TIVARI (R. N. -2)",571,488,0,1059,307,291,0,598,572,0,4,60,229,248,5,1,0,2,9,2,3,3,3,1,0,6,5,5,12,598
175,"P. B. PACHKORA (R. N. 1)",413,338,0,751,194,175,0,369,360,0,11,68,194,81,0,1,2,0,1,1,2,1,0,0,0,0,2,2,3,369
176,"P. B. PACHKORA (R. N. 2)",493,398,0,891,240,232,0,472,469,0,12,134,181,124,4,2,1,0,2,1,3,0,2,4,0,0,0,0,2,472
177,"P. V. MANDURI",712,562,0,1274,419,367,0,786,786,0,37,214,343,122,8,0,0,7,9,2,3,8,4,3,5,9,3,3,6,786
178,"P. V. DEVAI RASULPUR",609,509,0,1118,309,274,0,583,580,0,11,239,184,126,3,1,0,1,3,1,2,4,0,2,0,3,2,1,0,583
179,"DRAVINDRA NATH P. M. V. MANDURI PACHKORA",628,516,0,1144,353,292,0,645,643,0,6,76,372,164,2,0,0,2,3,2,0,1,2,2,1,6,2,1,3,645
180,"P. V. JAMUVA HARIRAM",551,431,0,982,279,287,0,566,559,0,5,46,148,326,6,1,2,0,3,1,1,8,3,2,3,7,0,0,4,566
181,"P. B. HASANPUR",442,368,0,810,251,261,0,512,490,0,7,175,153,153,6,0,0,1,2,1,1,2,3,1,0,5,1,0,1,512
182,"P. V. JIGINA KARMANPUR (R. N. -1)",635,513,0,1148,336,321,0,657,657,0,12,162,175,256,4,4,2,4,8,3,2,7,4,0,0,7,2,0,5,657
183,"P. V. JIGINA KARMANPUR (R. N. -2)",329,260,0,589,164,142,0,306,290,0,8,91,146,45,0,0,0,0,1,2,1,2,1,3,2,1,0,2,1,306
184,"P. V. KADIPUR HARKESH",446,386,0,832,258,260,0,518,500,0,9,198,251,9,4,0,1,1,5,3,2,8,5,6,4,6,1,2,3,518
185,"P. B. GADANPUR HICCHANPATTI",817,676,0,1493,430,451,0,881,878,0,22,443,98,267,4,0,0,2,1,1,7,3,3,1,1,3,4,6,15,881
186,"P. V. KUVADEVCHAND PATTI (R. N.-1)",618,499,0,1117,356,296,0,652,652,0,23,403,131,61,1,1,0,1,3,1,4,2,2,2,1,6,2,5,3,652
187,"P. V. KUVADEVCHAND PATTI (R. N.-2)",363,285,0,648,215,187,0,402,396,0,4,26,44,303,4,1,4,1,1,0,2,4,2,2,0,0,1,0,3,402
188,"U. P. V. ASADHAR PATTI (R. N.- 1)",592,428,0,1020,439,283,0,722,718,0,19,542,115,9,1,0,1,1,4,1,2,6,3,3,2,5,3,5,0,722
189,"U. P. V. ASADHAR PATTI (R. N.- 2)",532,414,0,946,290,255,0,545,542,0,11,238,169,98,2,1,1,0,3,1,2,0,3,2,0,4,4,2,4,545
190,"P. V. JOLHAPUR (R. N. -1)",493,427,0,920,228,230,0,458,440,0,5,145,272,13,1,0,1,1,2,1,0,2,3,6,1,3,0,1,1,458
191,"P. V. JOLHAPUR (R. N. -2)",453,338,0,791,247,231,0,478,458,0,3,253,128,56,4,0,2,1,4,4,0,4,3,7,0,3,2,2,2,478
192,"U. P. V. BARAIPUR (R. N. -1)",440,327,0,767,279,200,0,479,479,0,6,122,155,175,1,0,0,1,4,1,0,2,1,1,2,4,0,0,4,479
193,"U. P. V. BARAIPUR (R. N. -2)",481,402,0,883,301,249,0,550,405,0,3,83,209,218,5,1,1,1,2,2,2,3,3,1,2,9,0,1,4,550
194,"P. V. AKAHAPUR (R. N. -1)",525,418,0,943,295,256,0,551,551,0,7,134,214,168,5,1,1,1,4,0,5,0,2,0,0,2,0,1,6,551
195,"P. V. AKAHAPUR (R. N. -2)",514,407,0,921,300,216,0,516,516,0,12,161,116,201,4,0,1,0,3,0,0,3,2,2,4,3,1,1,2,516
196,"P. V. MIRIYA REDAHA (R. N. -1)",606,518,0,1124,322,315,0,637,100,0,9,136,314,130,3,2,1,4,8,1,1,2,6,6,2,4,3,0,5,637
197,"P. V. MIRIYA REDAHA (R. N. -2)",516,430,0,946,275,291,0,566,566,0,3,222,62,253,2,0,0,0,0,0,2,5,6,1,0,4,0,4,2,566
198,"P. V. JAMIN FARENDA",226,179,0,405,130,109,0,239,231,0,4,23,93,111,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,239
199,"J. H. S. TANDAVA",418,337,0,755,249,231,0,480,477,0,4,370,44,50,0,0,0,0,1,0,0,0,1,2,3,0,1,1,3,480
200,"P. V. JALLUPUR DUBHARAN KHURD (R. N.-1 )",574,467,0,1041,318,309,0,627,369,0,3,237,179,170,12,2,2,0,3,1,6,2,1,3,1,1,1,1,2,627
201,"P. V. JALLUPUR DUBHARAN KHURD (R. N.-2 )",427,340,0,767,270,251,0,521,512,0,5,355,55,84,5,0,0,0,3,0,1,2,4,0,1,4,0,1,1,521
202,"J. H. S. DULLAHPAR",331,241,0,572,256,185,0,441,439,0,3,402,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,441
203,"P. V. KHAIRUDEENPUR (R. N.-1)",295,203,0,498,132,112,0,244,224,0,2,148,40,18,23,0,0,0,2,0,4,1,0,1,0,4,0,1,0,244
204,"P. V. KHAIRUDEENPUR (R. N.- 2)",441,372,0,813,253,251,0,504,504,0,6,81,80,314,7,0,1,1,2,1,1,0,2,2,0,3,0,0,3,504
205,"P. V. BAKIPUR SONHARIYA",309,257,0,566,191,181,0,372,370,0,8,181,88,83,0,0,0,2,1,2,0,1,0,1,0,3,1,0,1,372
206,"P. V. GAURI NARAYANPUR (R. N.- 1 )",448,350,0,798,214,227,0,441,430,0,10,115,83,216,2,0,1,2,1,1,1,1,1,2,0,1,1,2,1,441
207,"P. V. GAURI NARAYANPUR (R. N.- 2 )",408,313,1,722,198,169,0,367,367,0,4,140,159,48,3,0,0,0,3,1,1,1,1,2,1,0,0,0,3,367
208,"H. S. AVATI (R. N.1 )",488,423,0,911,240,239,0,479,474,0,7,102,192,148,2,2,4,4,1,0,4,3,1,1,2,5,1,0,0,479
209,"H. S. AVATI (R. N. 2)",208,158,0,366,118,108,0,226,221,0,3,156,18,46,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,226
210,"P. V. PANDEYCHAVAR",331,284,0,615,211,207,0,418,415,0,10,186,67,129,4,0,6,1,3,0,1,1,3,3,1,1,2,0,0,418
211,"P. V. BASTI UGARPATTI",615,484,0,1099,348,329,0,677,450,0,7,158,248,234,6,0,1,0,5,1,1,1,4,3,1,2,1,1,3,677
212,"P. V. RAGHOPUR",390,319,0,709,251,242,0,493,466,0,3,133,322,4,0,0,1,3,8,3,2,2,2,3,1,2,0,1,3,493
213,"P. V. JAMIN FARENDA (R. N.1)",404,321,0,725,229,191,0,420,420,0,3,92,222,75,0,0,0,2,3,1,1,2,4,3,3,7,0,0,2,420
214,"P. V. JAMIN FARENDA (R. N. 2)",422,360,0,782,193,201,0,394,386,0,1,36,183,147,7,2,4,1,6,0,2,1,1,1,2,0,0,0,0,394
215,"MADAN MOHAN MALVIYA I. C. KANDHARAPUR (R. N. 1)",836,651,0,1487,496,381,0,877,873,0,8,379,156,299,3,0,2,2,3,2,1,2,7,2,2,7,0,1,1,877
216,"MADAN MOHAN MALVIYA I. C. KANDHARAPUR (R. N. 2)",659,521,0,1180,462,320,0,782,782,0,8,458,246,40,1,0,2,0,3,2,5,3,2,2,0,5,1,3,1,782
217,"P. V. KANDHARAPUR (R. N.1)",578,456,0,1034,325,265,0,590,579,0,7,155,267,106,23,0,2,0,5,3,4,2,2,2,1,2,0,4,5,590
218,"P. V. KANDHARAPUR (R. N.2)",689,529,0,1218,343,314,0,657,607,0,7,301,37,277,23,0,2,1,1,1,1,0,2,1,2,1,0,0,0,657
219,"P. V. BARJI (R. N.1)",594,524,0,1118,311,324,0,635,635,0,16,100,366,126,2,0,1,1,8,1,2,1,1,5,0,2,0,1,2,635
220,"P. V. BARJI (R. N.2)",681,542,0,1223,384,343,0,727,727,0,8,125,81,466,9,1,0,1,3,2,2,1,3,1,2,7,4,5,6,727
221,"P. V. KHARAGPUR",731,613,0,1344,413,382,0,795,700,0,19,197,218,310,19,0,0,2,5,1,2,6,0,1,0,0,4,4,7,795
222,"P. V. DEVADHA DAMODARPUR",670,545,0,1215,415,411,0,826,570,0,8,264,202,330,1,0,1,2,6,0,0,1,1,5,1,1,0,1,2,826
223,"P. V. PHULEHARA",274,234,0,508,142,138,0,280,280,0,2,233,35,3,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,280
224,"P. V. KAPSA (R. N. -1)",279,253,0,532,126,159,0,285,284,0,2,25,53,201,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,285
225,"P. V. KAPSA (R. N. -2)",751,627,0,1378,395,368,0,763,738,0,8,360,177,157,6,1,0,1,3,5,3,9,4,8,2,7,0,7,5,763
226,"P. B. KOHADI BUJURG",275,203,0,478,189,160,0,349,349,0,10,162,96,71,3,0,0,0,2,0,0,1,1,1,1,1,0,0,0,349
227,"P. V. KOHADIKHURD",358,304,0,662,222,183,0,405,405,0,5,140,94,138,6,0,0,2,2,0,1,3,2,0,1,5,0,1,5,405
228,"P. V. MALLUPUR",381,330,0,711,239,219,0,458,458,0,4,107,152,178,5,0,0,0,2,1,0,1,2,0,0,0,0,1,5,458
229,"J. H. S. CHEWATA (R. N.- 1)",452,357,0,809,244,186,0,430,430,0,8,80,240,70,1,2,0,2,4,2,2,3,0,0,1,1,2,3,9,430
230,"J. H. S. CHEWATA (R. N.- 2)",484,373,1,858,224,183,0,407,393,0,4,133,187,70,1,0,1,0,4,0,0,0,1,0,1,1,1,2,1,407
231,"J. H. S. CHEWATA (R. N.- 3)",672,513,0,1185,306,280,0,586,445,0,5,118,196,231,5,0,0,0,7,0,0,4,4,3,0,9,0,1,3,586
232,"P. V. KASHIPUR",179,148,0,327,96,94,0,190,170,0,3,76,82,18,2,0,0,1,0,0,0,1,2,2,0,1,0,0,2,190
233,"J. H. S. GARH KAUSIK",228,187,0,415,115,127,0,242,242,0,2,32,104,86,3,0,0,0,4,1,0,4,0,0,0,0,0,2,4,242
234,"P. V. LEDUPAR",590,501,0,1091,314,292,0,606,587,0,6,159,214,186,1,0,2,5,6,1,0,3,7,5,3,3,2,0,3,606
235,"P. V. BHAWANPUR (R. N.-1)",518,442,0,960,254,249,0,503,493,0,11,368,67,36,4,1,1,1,0,0,1,1,1,1,1,3,1,2,3,503
236,"P. V. BHAWANPUR (R. N.-2)",434,366,0,800,230,216,0,446,446,0,0,136,159,129,1,1,0,1,4,2,1,3,2,2,0,0,0,1,4,446
237,"P. V. BHATINI (R. N. -1)",683,541,0,1224,370,318,0,688,604,0,16,322,217,113,3,1,3,1,3,1,1,1,2,1,0,1,0,0,2,688
238,"P. V. BHATINI (R. N. -2)",388,285,0,673,180,152,0,332,280,0,3,38,54,217,3,2,0,3,2,2,0,0,1,0,1,3,1,0,2,332
239,"P. V. GARCHAUBE",236,193,0,429,134,134,0,268,258,0,2,28,77,143,6,0,0,0,3,0,1,1,0,1,0,2,2,0,2,268
240,"P. M. V. BAIDARA",408,304,0,712,230,183,0,413,413,0,13,253,116,15,1,0,0,2,4,0,2,0,0,1,0,1,0,4,1,413
241,"P. V. BHALUVAI (R. N.-1)",474,387,0,861,246,214,0,460,450,0,29,225,161,26,2,2,2,2,6,0,2,0,1,0,2,0,0,0,0,460
242,"P. V. BHALUVAI (R. N.-2)",468,370,0,838,235,230,0,465,450,0,5,3,0,0,5,0,0,0,1,1,0,3,229,148,63,4,1,2,0,465
243,"AZAD SIKSHA NIKETAN J.H.S. KHANPUR BHAGATPATTI (R. N.-1)",762,636,0,1398,375,319,0,694,675,0,15,232,340,88,0,1,1,0,3,2,0,1,0,1,0,1,3,0,6,694
244,"AZAD SIKSHA NIKETAN J.H.S. KHANPUR BHAGATPATTI (R. N.-2)",853,686,0,1539,441,393,0,834,834,0,10,282,248,243,9,1,2,5,4,1,3,1,2,4,2,3,2,5,7,834
245,"P. V. BASIRPUR",306,244,0,550,225,156,0,381,376,0,7,220,59,82,3,1,0,0,1,0,0,0,3,1,1,0,0,1,2,381
246,"P. V. BARA,ADPUR",416,357,0,773,216,222,0,438,438,0,5,94,184,138,3,3,0,2,4,0,2,1,1,0,0,0,0,0,1,438
247,"P. V. SHANTIPUR",619,499,0,1118,309,301,0,610,600,0,8,59,154,364,2,0,4,1,1,1,0,3,4,1,0,2,1,2,3,610
248,"P. V. ISMAILPUR GORIYA (R. N.-1)",696,586,0,1282,394,345,0,739,729,0,8,185,374,140,7,0,0,2,3,0,1,2,4,3,1,2,2,2,3,739
249,"P. V. ISMAILPUR GORIYA (R. N.-2)",227,204,0,431,107,143,0,250,228,0,1,0,30,204,2,1,0,0,1,0,1,1,0,2,0,3,0,0,4,250
250,"J. H. S. ISMAILPUR GORIYA",605,536,0,1141,354,334,0,688,685,0,15,214,377,58,3,1,0,4,6,2,0,2,2,0,2,1,0,0,1,688
251,"I. S. ALUDEENPATTI (R. N. -1)",803,702,0,1505,409,451,0,860,860,0,7,338,67,133,290,2,0,1,0,0,0,1,5,3,2,6,1,0,4,860
252,"I. S. ALUDEENPATTI (R. N. -2)",604,543,0,1147,373,377,0,750,735,0,4,247,19,274,199,0,0,0,3,0,0,1,0,0,0,1,0,1,1,750
253,"P. V. HARIPUR (R. N. 1)",567,502,0,1069,292,290,0,582,580,0,4,54,126,365,8,4,1,2,1,0,0,4,2,0,0,4,0,0,7,582
254,"P. V. HARIPUR (R. N. 2)",150,103,0,253,79,58,0,137,78,0,1,42,74,8,0,0,0,1,6,1,0,0,0,2,0,2,0,0,0,137
255,"P. V. GULVAGAURI",686,624,0,1310,342,397,0,739,718,0,5,245,30,310,130,1,3,1,3,2,2,0,1,0,0,2,1,1,2,739
256,"P. V. PATIBUJURG",322,260,0,582,154,206,0,360,360,0,0,127,22,179,21,0,0,0,2,1,0,1,2,0,2,2,0,0,1,360
257,"P. B. JAGMALPUR",755,619,0,1374,317,393,0,710,710,0,12,190,30,425,43,0,1,1,0,2,0,1,3,2,0,0,0,0,0,710
258,"P. V. JAIRAJPUR (R. N.- 1)",685,531,0,1216,342,312,0,654,650,0,16,216,120,246,28,0,2,1,8,0,1,1,3,1,0,0,1,4,6,654
259,"P. V. JAIRAJPUR (R. N.- 2)",195,188,0,383,105,147,0,252,250,0,2,98,11,61,78,0,0,0,0,0,0,0,1,0,0,1,0,0,0,252
260,"P. V. JAIRAJPUR (R. N.- 3)",683,617,0,1300,291,307,0,598,480,0,10,272,12,176,119,0,0,0,0,0,1,0,4,0,0,0,0,1,3,598
261,"P. B. JAIRAJPUR",658,585,1,1244,394,363,0,757,495,0,17,291,95,301,33,0,1,1,2,1,1,4,1,2,1,1,3,2,0,757
262,"ISLAMIYA SCHOOL BINDAWAL (R. N.- 1)",571,419,0,990,289,290,0,579,554,0,7,111,11,417,7,1,1,0,1,0,1,3,0,0,0,8,2,2,7,579
263,"ISLAMIYA SCHOOL BINDAWAL (R. N.- 2)",370,308,0,678,137,158,0,295,135,0,3,190,25,65,3,0,0,0,0,0,2,0,1,0,0,1,2,1,2,295
264,"ISLAMIYA SCHOOL BINDAWAL (R. N.- 3)",556,449,0,1005,230,232,0,462,451,6,6,264,21,152,11,1,1,0,0,0,2,1,0,2,0,1,0,0,0,462
265,"ISLAMIYA SCHOOL BINDAWAL (R. N.- 4)",624,477,0,1101,293,269,0,562,520,0,11,185,211,90,9,0,0,2,3,2,1,5,3,0,1,2,7,12,18,562
266,"P. V. DEVABINDAVAL",546,411,0,957,284,275,0,559,544,0,8,268,64,197,5,1,0,1,3,0,0,2,1,1,0,3,0,2,3,559
267,"PARISADIYA J.H. TOHAFAPUR BANHAIYA",715,586,0,1301,386,359,0,745,733,0,16,283,247,165,6,1,0,4,5,0,0,4,5,2,1,0,3,1,2,745
268,"P. V. PATI KHURD",777,669,0,1446,536,444,0,980,710,0,19,493,271,160,9,1,2,3,6,1,1,2,1,2,0,3,2,3,1,980
269,"RAMKRISHAN V. M. I. C. CHANPUR (R. N. -1)",728,646,0,1374,422,421,0,843,839,0,10,203,277,307,5,2,1,2,3,1,1,7,1,9,1,5,0,1,7,843
270,"RAMKRISHAN V. M. I. C. CHANPUR (R. N. -2)",240,212,0,452,134,127,0,261,231,0,0,61,109,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261
271,"P. V. HARAKHPUR",428,380,0,808,285,232,0,517,501,0,6,163,226,99,5,0,0,2,2,2,0,1,1,2,0,1,0,1,6,517
272,"P. M. V. SIRARAHA URF. SRINAGAR",809,709,0,1518,453,438,0,891,888,0,13,228,431,163,3,0,24,4,7,2,4,2,1,2,1,1,1,0,4,891
273,"P. V. SIYARAHA (R. N. -1)",291,258,0,549,155,165,0,320,270,0,5,86,53,157,2,2,6,0,0,0,0,1,2,0,1,3,0,0,2,320
274,"P. V. SIYARAHA (R. N.-2)",364,341,0,705,217,209,0,426,426,0,7,224,85,91,1,0,0,1,4,0,0,2,0,4,2,1,0,1,3,426
275,"P. V. SETHARI",363,322,0,685,213,218,0,431,350,0,7,142,104,152,5,0,3,0,0,2,1,3,4,0,0,6,0,0,2,431
276,"P. V. GOSADHIPATTI HATHI RAI",100,78,0,178,55,47,0,102,98,0,2,36,44,15,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,102
277,"P. V. PATHWADH KAUTUK (R. N.-1)",534,447,0,981,295,285,0,580,578,0,10,242,179,77,2,1,1,3,2,2,2,2,4,4,2,8,5,17,17,580
278,"P. V. PATHWADH KAUTUK (R. N. -2)",482,441,0,923,291,275,0,566,566,0,8,156,185,151,11,3,2,1,1,3,0,6,1,0,0,2,8,8,20,566
279,"ISLAMIYA SCHOOL SHEKHUPUR",896,685,1,1582,307,395,0,702,668,0,5,247,71,228,127,2,2,0,2,0,0,2,4,3,4,2,1,1,1,702
280,"P. V. PATHWADH SUDHAKAR",483,398,0,881,263,228,0,491,491,0,5,28,266,167,1,0,0,2,7,2,0,1,0,1,0,1,2,0,8,491
281,"ISLAMIYA SCHOOL NASIRPUR FATEHPUR (R. N. -1)",735,609,0,1344,289,342,0,631,629,0,3,204,17,271,111,1,0,1,3,0,1,3,3,2,0,5,1,3,2,631
282,"ISLAMIYA SCHOOL NASIRPUR FATEHPUR (R. N. -2)",638,418,0,1056,262,213,0,475,416,0,5,126,32,204,98,0,0,0,1,0,1,1,2,0,0,1,1,1,2,475
283,"NEW AMBEDKAR S. N. BAGWAR",552,449,0,1001,247,268,0,515,446,0,5,181,74,237,3,2,1,0,0,0,3,0,1,2,0,3,0,0,3,515
284,"K. K. V. BILARIYAGANJ (R. N. -1)",853,779,0,1632,392,404,0,796,720,0,6,217,142,123,293,3,0,0,1,0,2,0,4,0,0,0,0,1,4,796
285,"K. K. V. BILARIYAGANJ (R. N. -1)",750,686,0,1436,348,377,0,725,705,0,7,217,19,269,199,2,2,1,2,0,1,0,3,0,0,1,1,0,1,725
286,"K. K. V. BILARIYAGANJ (R. N. -3)",239,215,0,454,102,112,0,214,198,0,1,56,1,79,71,1,0,0,0,0,0,2,1,0,0,0,0,1,1,214
287,"P. M. V. BILARIYAGANJ (R. N. -1)",564,391,0,955,281,220,0,501,497,0,6,151,313,19,1,0,0,1,2,0,1,1,0,0,1,1,2,1,1,501
288,"P. M. V. BILARIYAGANJ (R. N. -2)",808,715,0,1523,358,364,0,722,722,0,13,115,159,223,159,3,0,2,9,2,3,5,5,3,0,8,2,2,9,722
289,"P. M. V. BILARIYAGANJ (R. N. -3)",704,579,0,1283,375,296,0,671,671,0,8,257,208,106,79,0,0,1,0,0,5,0,4,0,0,1,1,0,1,671
290,"P. M. V. BILARIYAGANJ (R. N.- 4)",628,522,0,1150,303,276,0,579,579,0,6,140,265,73,84,1,1,0,1,0,0,2,2,1,0,2,0,0,1,579
291,"C. P. BILARIYAGANJ KA SUCHNA KENDRA BHAWAN",620,474,0,1094,348,301,0,649,563,0,8,161,168,209,84,1,0,0,1,1,0,2,2,3,0,3,0,0,6,649
292,"OFFICE C. P. SAMITI BILRIYAGANJ",449,330,0,779,250,241,0,491,489,0,5,60,47,310,48,1,0,1,0,0,1,2,4,0,0,5,0,1,6,491
293,"P. V. HENGAIPUR",609,496,0,1105,210,393,0,603,550,0,2,207,13,282,89,0,0,0,0,1,3,1,2,1,0,0,0,1,1,603
294,"P. V. MADHNAPAR",500,349,0,849,354,228,0,582,347,0,6,366,130,54,2,2,2,1,0,0,0,3,2,4,1,4,0,3,2,582
295,"KISAN P. M. V. MADHNAPAR (R. N. -1)",492,399,0,891,241,237,0,478,300,0,10,127,74,248,4,0,0,0,1,0,0,2,5,3,0,0,3,0,1,478
296,"KISAN P. M. V. MADHNAPAR (R. N. -2)",726,633,0,1359,452,252,0,704,644,0,9,326,74,186,89,0,1,1,0,1,1,4,2,0,0,3,4,3,0,704
297,"P. V. AKBARPUR BRAMSTHAN",790,713,0,1503,525,400,0,925,800,0,16,393,242,240,2,1,1,2,7,1,2,4,2,1,3,0,4,2,2,925
298,"P. V. DEVARIYA ABUSAID",454,396,0,850,337,247,0,584,504,0,4,494,71,3,0,0,0,2,1,0,1,0,0,1,0,0,0,6,1,584
299,"P. V. ANDAKHOR (R.N.- 1)",698,550,0,1248,369,359,0,728,727,0,4,259,36,352,49,0,2,1,3,0,2,1,3,2,2,1,1,5,5,728
300,"P. V. ANDAKHOR (R. N. -2)",266,205,0,471,165,138,0,303,287,0,4,204,45,31,1,1,0,1,2,0,0,2,2,1,1,0,1,2,5,303
301,"P. V. VIJAYAPAR",536,429,0,965,275,270,0,545,529,0,25,91,253,150,0,2,0,1,4,2,2,1,1,1,0,3,1,2,6,545
302,"SHIVAKANYA P. M. V. TURKPADARI (R. N. -1)",123,111,0,234,64,70,0,134,134,0,2,33,32,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,134
303,"SHIVKANYA P. M. V. RURKHPADARI (R. N. -2)",530,453,0,983,320,300,0,620,600,0,10,346,133,115,1,0,2,1,3,1,1,1,0,0,0,0,4,1,1,620
304,"P. V. DORJI DHAURHARA (R. N. -1)",703,597,0,1300,409,297,0,706,706,0,3,251,49,215,168,0,2,1,2,0,0,7,3,0,2,1,2,0,0,706
305,"P. V. DORJI DHAURAHA (R. N. -2)",215,197,0,412,90,128,0,218,218,0,5,17,12,166,3,1,0,0,1,1,0,0,3,1,0,5,1,0,2,218
306,"P. V. CHIHI (R. N. -1)",794,600,0,1394,468,400,0,868,794,0,22,356,194,248,10,2,0,2,6,1,4,3,3,0,3,5,2,1,6,868
307,"P. V. CHIHI (R. N. -2)",178,159,0,337,105,110,0,215,208,0,6,52,20,122,1,0,0,0,1,0,0,0,2,3,2,4,1,0,1,215
308,"P. V. CHIHI (R. N. -3)",123,128,0,251,52,74,0,126,122,0,0,48,37,27,2,0,0,0,2,1,0,2,1,1,0,1,0,1,3,126
309,"P. V. MUHAMMADPUR",783,531,0,1314,474,416,0,890,890,0,7,286,27,480,73,2,2,0,0,1,1,2,1,0,1,1,0,3,3,890
310,"KISAN SEVA KENDRA CHICORI",899,706,0,1605,429,445,0,874,870,0,10,396,80,345,12,0,0,0,3,1,4,4,1,5,2,3,2,5,1,874
311,"P. V. BIBIPUR ASHRAFPUR (R. N. -1)",884,733,0,1617,389,489,0,878,878,0,4,369,65,386,28,0,0,0,3,1,3,4,3,1,3,2,1,2,3,878
