"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - LALITESH PATI TRIPATHI","2 - SAMUDRA BIND","3 - SURENDRA SINGH PATEL","4 - ANUPRIYA SINGH PATEL","5 - AJAD","6 - JITTOO RAM RATNA","7 - JEERA BHARTI","8 - BRIJESH KUMAR RAI","9 - BHAGWAN DAS","10 - RADHESHYAM INSAN","11 - VINEET SAHAI","12 - SHIVRAJ SAHNI","13 - SANTOSH KUMAR","14 - SARVESH DUBEY","15 - SUKCHARA NAND URF AALOO BABA","16 - ASHOK KUMAR","17 - ADESH TYAGI","18 - DR. KARNAIL SINGH","19 - GIRJA SHANKAR URF CHUNMUN","20 - DEVI","21 - RAJA RAM","22 - RAM MURAT","23 - HINCHH LAL","24 - None of the Above","Total Votes Secured"
161,BHAREHATA,577,457,0,1034,360,274,0,634,629,0,137,208,59,185,5,4,1,5,2,1,1,1,3,0,1,7,5,1,0,1,0,4,0,3,634
162,SAJHAULI,795,694,0,1489,528,407,0,935,909,0,99,48,105,560,7,1,1,4,2,5,6,1,11,3,5,10,4,6,8,22,3,14,1,9,935
163,BAREWAN,594,542,0,1136,296,310,0,606,583,0,64,182,26,275,2,0,0,4,0,1,2,0,1,3,4,4,6,12,2,12,1,3,2,0,606
164,RAIPURIA,680,563,0,1243,311,314,0,625,604,0,127,73,94,271,5,1,2,4,17,1,4,3,2,3,5,2,2,0,0,2,1,2,1,3,625
165,RAIPURIA,787,657,0,1444,429,391,0,820,765,0,219,27,85,432,4,4,2,0,1,2,2,3,0,1,1,8,3,1,4,8,1,9,2,1,820
166,RAIPURIA,527,487,0,1014,299,265,0,564,548,0,132,34,34,325,1,4,2,2,0,1,2,1,3,0,1,7,2,0,1,2,1,7,0,2,564
167,"JALALPUR MAIDAN",382,344,0,726,258,227,0,485,402,0,61,97,21,256,3,3,0,2,2,2,0,2,0,3,0,6,1,4,3,3,1,10,2,3,485
168,"CHERA KA PURA",371,307,0,678,287,239,0,526,488,0,41,22,328,106,5,3,0,1,0,1,0,0,0,5,3,7,0,0,0,0,0,0,1,3,526
169,"SARAIYA SIKANDARPUR",586,548,0,1134,421,343,0,764,762,0,251,161,121,180,1,4,0,1,0,1,5,1,3,1,6,10,5,3,1,2,0,1,3,3,764
170,"SARAIYA SIKANDARPUR",825,694,0,1519,602,462,0,1064,1063,0,75,242,346,298,8,7,1,4,1,4,1,2,3,4,2,19,1,8,13,3,2,10,3,7,1064
171,MEERPUR,478,378,0,856,337,234,0,571,530,0,137,219,18,156,2,1,0,2,0,1,3,4,0,4,1,9,1,0,1,4,0,4,0,4,571
172,SUKULPURA,474,423,0,897,316,303,0,619,596,0,227,66,49,240,6,2,0,5,1,3,1,0,1,1,1,2,2,0,0,4,1,3,0,4,619
173,RAMPUR,597,523,0,1120,284,229,0,513,469,0,56,84,51,287,4,0,0,10,1,0,1,2,0,1,1,3,2,2,0,4,0,3,0,1,513
174,RAMPUR,272,233,0,505,153,131,0,284,248,0,25,120,9,99,0,0,2,2,0,0,0,0,1,3,4,8,3,0,0,1,0,1,1,5,284
175,REHIYA,318,293,0,611,199,180,0,379,365,0,39,60,22,210,3,0,21,3,1,1,1,1,2,1,1,3,2,2,0,0,0,4,1,1,379
176,RANIPUR,383,386,0,769,261,228,0,489,424,0,45,18,42,359,1,0,0,9,0,1,0,1,0,2,2,1,0,0,0,1,2,2,0,3,489
177,BHURKURA,758,673,0,1431,469,417,0,886,841,0,59,115,69,573,2,7,18,8,2,1,4,3,5,0,0,4,1,3,0,1,2,4,0,5,886
178,BHURKURA,157,127,0,284,129,106,0,235,199,0,12,149,16,31,0,0,13,0,0,0,0,0,1,3,1,2,2,2,1,0,0,1,0,1,235
179,SEMARA,569,514,0,1083,411,313,0,724,703,0,106,237,114,211,3,0,1,13,0,3,0,0,1,3,2,8,4,4,3,5,1,2,1,2,724
180,SIRASI,320,250,0,570,218,178,0,396,368,0,28,150,82,110,2,0,0,4,1,1,0,0,0,1,1,4,2,2,1,1,1,2,3,0,396
181,KOLANA,716,702,0,1418,514,405,0,919,491,0,42,264,126,442,5,0,0,5,2,1,0,0,2,2,5,12,0,0,2,1,2,5,0,1,919
182,KOLANA,673,641,0,1314,421,318,0,739,669,0,93,16,150,443,9,1,1,7,0,1,2,0,3,3,1,2,1,2,0,0,0,2,0,2,739
183,MAMOLAPUR,563,466,0,1029,389,242,0,631,595,0,112,93,22,335,5,3,6,1,2,1,5,4,5,5,4,2,3,2,1,6,2,8,2,2,631
184,DEVARIYA,715,596,0,1311,411,301,0,712,644,0,17,25,133,505,5,3,0,3,1,1,2,0,5,1,0,1,0,0,1,4,0,3,2,0,712
185,PACHEGARA,724,689,0,1413,484,462,0,946,913,0,39,164,332,356,5,4,1,3,0,1,3,2,2,3,5,7,2,1,1,3,1,3,3,5,946
186,"NAITHI PACHAWAN",616,547,0,1163,392,276,0,668,628,0,68,87,136,321,2,1,2,19,0,3,1,2,1,1,2,5,1,1,0,0,1,9,1,4,668
187,ASHARAFABAD,389,322,0,711,253,199,0,452,438,0,33,85,44,251,3,3,1,0,0,0,3,0,4,1,2,6,1,2,1,1,2,5,1,3,452
188,"KHIRAURI MU.ASHARAFABAD",583,462,0,1045,357,280,0,637,590,0,41,71,237,236,4,0,0,0,1,1,2,3,5,1,2,10,2,4,5,3,2,5,0,2,637
189,TIYARA,321,294,0,615,204,187,0,391,379,0,50,46,24,220,1,0,19,9,1,2,5,1,1,0,0,1,0,0,3,1,0,4,2,1,391
190,TIYARA,233,223,0,456,127,105,0,232,132,0,11,21,61,118,2,1,0,2,2,1,1,0,0,1,0,3,0,1,1,0,1,4,0,1,232
191,GAURAHI,538,493,0,1031,450,294,0,744,731,0,32,82,82,453,7,5,3,9,3,0,3,4,9,4,4,19,1,3,2,1,2,9,2,5,744
192,SAMADPUR,463,389,0,852,267,249,0,516,507,0,39,25,28,390,2,2,0,5,0,0,0,0,3,2,2,3,0,0,0,3,1,10,1,0,516
193,SAMADPUR,410,359,0,769,281,255,0,536,509,0,28,31,38,393,4,1,3,3,0,1,3,2,2,1,1,4,0,3,2,2,1,3,1,9,536
194,KHAJURAIL,847,716,0,1563,531,467,0,998,953,0,94,327,95,409,7,7,2,8,2,1,5,6,3,5,5,5,0,1,1,1,2,9,0,3,998
195,RASULPUR,534,419,0,953,371,306,0,677,655,0,14,36,250,337,7,5,1,3,2,3,1,1,2,0,3,3,1,0,0,1,1,2,2,2,677
196,KHAJURAUL,624,488,0,1112,465,327,0,792,757,0,96,60,74,495,5,7,0,4,1,1,3,8,3,9,7,3,0,0,3,5,0,5,2,1,792
197,MADANPURA,773,683,0,1456,513,403,0,916,898,0,39,131,136,548,6,3,0,7,1,3,3,4,8,2,3,2,1,4,0,4,0,10,1,0,916
198,FATTEPUR,530,437,0,967,307,221,0,528,481,0,10,24,37,401,3,2,1,8,1,0,3,0,3,1,1,4,1,1,1,8,3,12,2,1,528
199,FATTEPUR,391,335,0,726,255,217,0,472,450,0,17,45,44,335,1,1,1,2,0,0,2,3,3,1,2,3,0,0,1,4,0,5,1,1,472
200,RIWAN,649,566,0,1215,456,360,0,816,801,0,58,73,339,277,6,8,3,2,3,2,1,2,3,4,5,12,1,1,1,1,1,9,2,2,816
201,JAIPATTIKALAN,499,415,0,914,361,255,0,616,610,0,7,133,179,261,2,2,0,6,0,0,0,3,2,3,0,3,2,1,1,1,0,7,2,1,616
202,DEHARI,438,342,0,780,283,187,0,470,427,0,64,61,69,247,1,1,1,5,0,0,1,1,0,0,0,6,1,2,1,2,1,3,1,2,470
203,DEVALASI,583,462,0,1045,373,296,0,669,594,0,69,79,118,315,10,4,6,4,1,3,5,2,4,2,2,17,1,0,2,3,4,12,2,4,669
204,BHALAWAN,603,453,0,1056,308,248,0,556,488,0,154,240,48,79,6,4,4,3,1,0,1,0,0,0,2,4,0,4,0,1,0,2,2,1,556
205,TERUA,735,599,0,1334,490,382,0,872,839,0,88,50,48,587,5,6,0,3,1,3,4,6,6,4,2,16,2,3,0,8,3,18,5,4,872
206,"SHAHPUR MU.BHAKAWAN",427,319,0,746,277,196,0,473,415,0,24,5,49,368,4,2,0,0,1,0,0,0,4,0,1,1,0,2,0,4,0,6,1,1,473
207,KOLHUA,370,288,0,658,213,172,0,385,368,0,135,104,54,81,4,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,385
208,PARORA,465,398,0,863,276,341,0,617,580,0,58,193,57,285,3,0,2,5,1,2,0,0,0,0,1,3,0,1,1,3,0,0,2,0,617
209,JAIRAMPUR,359,290,0,649,289,201,0,490,448,0,3,4,370,90,1,1,0,1,2,2,0,0,2,5,0,2,1,0,0,0,1,2,1,2,490
210,SIKIYA,646,541,0,1187,427,335,0,762,755,0,10,84,361,260,4,3,7,0,1,1,2,0,2,1,1,6,0,3,0,2,0,7,2,5,762
211,"JAMALPUR MU.BARAIPUR",334,250,0,584,223,153,0,376,362,0,48,30,8,266,2,1,0,2,1,0,0,2,0,2,1,0,3,0,0,2,0,6,0,2,376
212,VISHESHARPURMAFI,734,625,0,1359,506,387,0,893,888,0,110,267,191,259,2,4,2,2,0,0,1,0,1,3,0,3,9,3,4,6,2,13,8,3,893
213,PARASRAMPUR,572,460,0,1032,429,346,0,775,762,0,59,11,209,440,5,3,0,3,0,2,1,2,3,2,3,4,0,3,6,4,1,10,2,2,775
214,KATAKA,284,268,0,552,226,184,0,410,400,0,34,26,58,245,4,1,2,5,0,1,0,2,3,5,1,5,0,2,1,0,1,7,1,6,410
215,NARAYANPUR,439,351,0,790,268,210,0,478,467,0,68,71,41,269,0,4,1,2,2,1,4,2,0,1,1,1,2,1,0,1,2,3,0,1,478
216,SHERPUR,244,215,0,459,121,104,0,225,214,0,6,11,7,194,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,225
217,KOLUND,777,640,0,1417,412,289,0,701,644,0,94,316,20,213,7,3,0,2,0,1,2,1,3,2,4,13,4,1,2,0,0,9,1,3,701
218,KOLUND,825,662,0,1487,438,386,0,824,778,0,358,113,68,244,5,3,2,11,0,1,2,1,0,0,0,6,1,0,1,2,0,1,2,3,824
219,"VISHESHARPUR MU.SHERPUR",475,432,0,907,295,259,0,554,547,0,60,69,19,351,5,12,1,1,0,0,1,1,3,0,1,4,3,5,2,7,1,5,1,2,554
220,BAIKUNTHPUR,728,561,0,1289,465,310,0,775,767,0,127,6,30,569,2,4,1,2,0,1,2,1,0,2,2,5,4,2,2,8,0,2,2,1,775
221,BAIKUNTHPUR,617,468,1,1086,355,254,0,609,609,0,74,113,23,357,3,1,0,5,1,2,2,2,1,3,2,6,1,0,0,2,1,7,0,3,609
222,BHABHUAR,810,688,0,1498,556,382,0,938,921,0,106,14,223,505,11,6,3,3,1,2,11,3,4,2,0,12,2,5,1,3,2,12,3,4,938
223,RAIPURIA,659,552,0,1211,419,305,0,724,697,0,82,191,114,264,7,2,4,6,1,1,6,1,3,4,5,8,1,1,2,2,2,13,2,2,724
224,HAJIPATTI,408,338,0,746,261,188,0,449,421,0,273,57,94,7,0,1,0,4,1,0,1,0,1,0,1,3,2,0,1,1,0,1,0,1,449
225,HAJIPATTI,217,207,0,424,155,159,0,314,277,0,66,89,86,47,1,1,1,0,0,1,1,0,0,2,0,4,0,3,3,0,1,1,3,4,314
226,NIJAMUDDINPUR,540,453,0,993,372,285,0,657,643,0,84,58,106,360,1,4,2,10,0,1,1,1,4,0,3,4,1,2,0,5,1,5,2,2,657
227,BARAIPUR,607,485,0,1092,343,326,0,669,537,0,45,169,114,271,8,11,6,4,1,2,2,3,2,2,2,3,2,4,4,2,2,3,5,2,669
228,ACHEETPUR,723,545,0,1268,400,286,0,686,664,0,44,87,81,407,3,8,0,2,5,3,3,5,3,4,7,5,2,1,1,2,1,7,0,5,686
229,"MIRZAPUR KHURD",967,644,1,1612,493,355,0,848,801,0,228,132,77,319,7,10,0,15,2,1,8,3,4,4,5,18,5,3,0,2,3,0,0,2,848
230,"MIRZAPUR KHURD",808,564,0,1372,487,324,0,811,797,0,113,186,94,359,3,3,4,8,1,2,4,0,5,1,1,11,0,0,2,2,0,7,2,3,811
231,RASULAGANJ,576,418,0,994,326,218,0,544,498,0,192,112,88,97,4,0,1,24,0,1,1,1,2,3,2,7,1,1,1,0,1,2,1,2,544
232,PURAINI,358,277,0,635,238,182,0,420,357,0,52,1,181,167,2,0,0,2,2,0,1,1,1,1,1,0,0,0,2,2,1,2,0,1,420
233,DEVARIYA,508,463,0,971,335,333,0,668,523,0,34,45,10,504,1,8,0,9,2,1,0,0,6,1,3,5,6,0,1,8,4,10,3,7,668
234,SARASA,349,292,0,641,251,225,0,476,459,0,18,17,210,188,5,3,2,6,0,0,3,0,2,4,1,3,0,1,3,3,0,6,0,1,476
235,GORAKHPURMAFI,454,380,0,834,348,269,0,617,545,0,12,109,199,242,4,4,2,6,1,0,4,3,4,2,2,2,2,2,3,4,3,3,1,3,617
236,DOMARI,433,355,0,788,267,201,0,468,444,0,31,102,26,287,2,1,0,1,1,2,2,1,2,3,1,0,1,2,0,2,0,0,1,0,468
237,DOMARI,595,508,0,1103,441,314,0,755,716,0,18,12,54,593,11,3,4,4,1,3,1,4,14,0,1,4,1,3,1,3,3,12,0,5,755
238,JOGAWAN,526,453,0,979,383,341,0,724,702,0,37,52,167,417,2,2,2,4,1,3,0,1,7,7,2,4,1,1,3,2,1,7,1,0,724
239,JOGAWAN,582,481,0,1063,375,253,0,628,611,0,75,127,53,341,1,3,2,4,0,1,2,0,0,1,1,1,2,1,2,3,1,4,0,3,628
240,KARAHAT,336,304,0,640,262,247,0,509,490,0,22,87,67,275,3,3,6,3,3,4,6,3,3,2,3,5,1,0,2,1,2,7,0,1,509
241,KAUASATH,402,386,0,788,317,270,0,587,584,0,20,64,115,340,4,5,1,1,1,0,1,1,4,1,1,5,3,2,1,7,0,7,0,3,587
242,KUNDADIH,615,494,0,1109,454,325,0,779,752,0,22,162,82,465,1,1,2,1,1,0,3,0,6,2,2,9,0,3,2,0,1,6,2,6,779
243,KUNDADIH,287,261,0,548,192,165,0,357,329,0,8,146,10,164,0,1,1,1,0,0,0,0,1,2,0,3,1,2,1,2,1,5,2,6,357
244,MATHANA,832,593,0,1425,522,262,0,784,758,0,219,68,152,253,13,3,3,3,5,0,5,1,6,1,1,9,1,2,0,4,3,18,8,6,784
245,MATHANA,709,603,0,1312,538,382,0,920,893,0,54,136,30,629,3,10,3,0,1,2,4,0,5,0,0,4,0,0,1,5,6,19,3,5,920
246,MATHANA,219,182,0,401,160,127,0,287,240,0,12,5,12,233,2,1,4,1,0,1,1,1,0,0,1,2,0,0,1,1,0,8,1,0,287
247,DHARA,585,504,1,1090,370,212,0,582,564,0,67,192,79,220,0,0,0,2,0,0,1,0,2,2,1,4,1,0,1,1,0,0,0,9,582
248,DHARA,311,272,0,583,263,211,0,474,462,0,40,57,83,255,6,2,2,2,2,0,0,0,2,2,0,2,2,1,2,1,1,7,1,4,474
249,DHARA,659,560,0,1219,435,332,0,767,730,0,14,45,81,586,6,0,2,6,1,1,2,2,2,0,3,1,1,1,1,2,2,5,0,3,767
250,KAIMARASULPUR,640,631,0,1271,434,401,0,835,801,0,89,77,111,480,5,4,4,3,1,2,5,2,6,2,4,9,0,2,1,2,2,12,4,8,835
251,PIRKHIR,590,575,0,1165,330,304,0,634,589,0,53,47,181,319,6,5,2,5,1,0,1,1,0,0,1,4,0,0,0,3,1,4,0,0,634
252,PIRKHIR,601,552,0,1153,395,333,0,728,663,0,38,342,213,82,4,5,11,2,0,0,2,0,0,3,0,4,1,4,5,2,1,5,1,3,728
253,BHAREVAL,496,429,0,925,326,234,0,560,540,0,6,146,4,387,5,2,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,560
254,MAHOGANI,382,329,0,711,254,192,0,446,409,0,166,123,17,94,5,1,1,2,1,3,2,0,3,9,1,9,3,1,1,2,0,2,0,0,446
255,RERUPUR,370,349,0,719,246,196,0,442,442,0,46,59,106,164,1,3,2,1,2,1,1,6,3,7,7,8,2,1,3,2,1,6,3,7,442
256,CHANDAULI,427,375,0,802,304,245,0,549,500,0,13,181,203,93,0,1,1,0,0,1,4,5,1,1,2,8,4,5,8,9,1,5,1,2,549
257,SAHEWA,602,469,0,1071,349,277,0,626,614,0,16,98,236,194,3,4,0,5,2,3,4,5,5,6,2,11,7,1,4,7,0,8,1,4,626
258,KHEMAIBARI,462,401,0,863,366,245,0,611,548,0,34,4,32,487,8,1,3,2,2,0,0,4,7,0,0,3,0,5,1,7,2,5,1,3,611
259,SAHEWA,234,193,0,427,182,133,0,315,315,0,9,65,74,151,2,0,0,1,0,0,0,2,2,0,1,5,0,0,1,0,1,0,1,0,315
260,"TETARIYA KURD",300,279,0,579,218,179,0,397,330,0,17,61,116,180,7,0,1,0,0,0,1,0,0,3,1,3,0,1,0,0,1,2,0,3,397
261,"TETARIYA KALA",226,187,0,413,177,128,0,305,309,0,53,119,29,70,6,2,0,0,0,1,2,1,0,4,2,3,0,2,2,1,0,5,3,0,305
262,SIKANDARPUR,601,524,0,1125,393,278,0,671,654,0,117,199,48,244,1,3,2,11,3,2,3,5,1,7,7,3,2,3,2,0,1,1,3,3,671
263,SIKANDARPUR,535,462,0,997,353,267,0,620,608,0,214,24,58,265,6,4,1,18,0,2,3,0,0,3,2,3,1,4,3,1,2,3,3,0,620
264,JAMALPUR,597,531,0,1128,385,297,0,682,648,0,121,128,30,347,3,2,2,8,1,1,2,1,1,2,1,7,3,2,2,3,4,3,1,7,682
265,JAMALPUR,530,429,0,959,298,212,0,510,434,0,85,145,24,166,4,4,3,4,2,1,4,3,2,3,6,25,0,1,4,2,0,13,4,5,510
266,JAMALPUR,543,482,0,1025,290,241,0,531,497,0,120,55,26,256,5,3,3,17,4,0,5,2,0,1,2,3,2,1,0,8,5,8,2,3,531
267,SEMARA,477,390,1,868,295,236,0,531,527,0,108,31,24,314,8,2,5,5,1,1,3,2,3,1,2,7,1,2,1,2,0,5,1,2,531
268,"SAHIJANI HARDI",729,653,0,1382,493,397,0,890,879,0,125,58,209,394,8,2,12,19,2,2,1,3,3,2,0,5,6,5,1,2,1,26,2,2,890
269,"HARDI SAHIJANI",808,688,0,1496,492,363,0,855,851,0,98,16,154,528,17,1,2,2,0,2,2,0,1,1,2,1,2,2,0,4,0,18,0,2,855
270,MADRA,644,607,0,1251,414,338,0,752,750,0,230,115,40,226,7,6,31,7,0,1,3,7,6,9,4,18,6,2,9,5,2,6,6,6,752
271,SAHHPURMAPHI,399,367,0,766,311,227,0,538,512,0,83,33,231,172,3,1,0,2,0,0,0,2,2,0,2,1,1,0,0,2,0,1,1,1,538
272,BHADAWAL,607,565,0,1172,368,298,0,666,656,0,69,116,94,332,4,4,8,5,1,4,0,2,4,4,3,9,0,0,0,0,0,4,1,2,666
273,BHADAWAL,593,549,0,1142,370,301,0,671,666,0,69,15,182,363,2,0,3,1,0,3,3,2,1,5,0,3,1,0,3,2,1,7,2,3,671
274,DEDHAUNA,685,541,0,1226,477,357,0,834,826,0,65,71,39,582,4,1,1,2,2,1,2,5,10,1,4,2,0,1,1,9,2,23,2,4,834
275,JAMUNI,384,340,0,724,240,207,0,447,417,0,21,64,115,213,0,1,1,5,0,1,1,2,4,1,2,2,0,2,2,4,0,3,1,2,447
276,GHASRAURI,362,314,0,676,175,165,0,340,327,0,90,11,73,125,4,4,0,1,0,0,2,0,2,0,1,4,2,5,2,0,1,6,3,4,340
277,HASAULI,580,526,0,1106,368,312,0,680,626,0,217,81,83,215,7,2,3,10,2,3,4,3,2,3,6,16,3,3,3,5,1,5,1,2,680
278,MAUNHUAA,518,468,1,987,339,268,0,607,601,0,106,80,36,324,5,4,9,3,0,2,1,1,2,5,2,5,2,1,1,5,0,8,2,3,607
279,OUNI,474,435,0,909,287,226,0,513,508,0,6,2,116,365,1,1,0,8,0,3,0,1,0,0,0,3,0,0,0,0,0,6,0,1,513
280,OUNI,675,609,0,1284,470,384,0,854,842,0,74,167,333,177,4,5,1,1,1,3,5,3,11,6,2,9,4,6,5,5,1,8,11,12,854
281,GOGHRHA,769,644,0,1413,449,368,0,817,802,0,113,78,141,393,7,6,1,35,2,3,3,2,1,4,1,5,0,2,1,4,1,11,2,1,817
282,GHARWAH,668,587,0,1255,378,304,0,682,671,0,136,138,40,276,8,4,2,24,0,0,1,7,4,3,2,11,2,4,3,2,2,8,1,4,682
283,JALALPUR,570,501,0,1071,355,285,0,640,632,0,158,107,55,207,11,3,2,1,0,2,3,0,7,6,7,14,9,8,8,7,1,14,2,8,640
284,JALALPUR,485,464,0,949,238,261,0,499,436,0,71,23,111,255,2,5,1,7,1,3,2,0,2,2,4,2,1,2,0,1,0,2,2,0,499
285,BAHUAAR,505,424,0,929,289,225,0,514,480,0,129,13,86,241,4,4,1,2,1,0,5,1,6,1,2,6,2,1,1,2,1,2,1,2,514
286,BAHUAAR,646,574,0,1220,395,357,0,752,740,0,54,143,165,334,3,3,2,13,2,2,2,2,3,1,4,7,2,2,0,2,0,4,1,1,752
287,OAINAWA,463,372,0,835,269,222,0,491,466,0,56,51,81,252,7,0,1,5,2,3,0,2,6,2,5,6,0,1,0,3,0,5,0,3,491
288,"HAMIDPUR MU0 BAHUAAR",347,306,0,653,283,221,0,504,459,0,12,15,366,87,2,2,0,5,1,0,2,0,0,0,1,3,0,2,2,0,0,2,2,0,504
289,RAGHUNATHPUR,590,458,1,1049,347,267,0,614,570,0,40,16,104,362,6,3,4,2,6,1,3,5,15,2,4,11,2,2,2,6,4,9,0,5,614
290,CHAINPURA,261,229,0,490,168,157,0,325,289,0,3,96,96,108,1,3,1,2,3,2,0,1,1,1,0,0,1,1,0,1,1,1,0,2,325
291,"JAMALPUR MILKI",640,565,0,1205,387,297,0,684,667,0,76,42,117,395,3,1,1,20,1,1,0,1,3,1,1,7,1,0,2,2,0,7,1,1,684
292,YUSUFPUR,307,288,0,595,191,175,0,366,356,0,45,8,192,85,1,0,0,5,1,0,3,1,3,3,2,6,1,0,2,2,1,3,0,2,366
293,DABAK,528,439,0,967,318,257,0,575,548,0,82,126,90,216,4,4,1,4,1,1,3,1,3,5,3,11,3,0,1,1,0,6,3,6,575
294,DABAK,382,298,0,680,229,176,0,405,371,0,34,143,15,177,2,5,1,1,2,1,0,1,1,3,0,7,0,1,2,2,2,3,1,1,405
295,DABAK,773,590,0,1363,383,330,0,713,388,0,106,201,55,251,20,6,0,2,4,2,4,2,5,0,1,7,7,6,4,9,1,10,5,5,713
296,GORKHI,420,329,0,749,252,236,0,488,474,0,18,16,76,309,4,4,6,0,2,1,1,2,0,3,1,0,2,8,3,3,7,3,18,1,488
297,"SAHIJANI KALA KURD",818,711,0,1529,540,425,0,965,939,0,37,52,416,358,5,5,2,5,0,1,4,2,3,6,6,5,9,6,7,7,1,14,7,7,965
298,PASAHI,511,483,0,994,223,260,0,483,446,0,86,23,74,255,2,1,0,4,1,2,3,3,5,0,1,2,1,1,2,6,2,8,1,0,483
299,PASAHI,759,611,0,1370,460,324,0,784,757,0,71,169,77,399,6,5,2,2,0,0,1,2,6,1,1,9,1,1,2,5,0,8,4,12,784
300,PRATAPPUR,222,182,0,404,139,113,0,252,249,0,32,23,36,145,2,2,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,3,1,0,252
301,KESAVPUR,247,217,0,464,189,153,0,342,329,0,199,6,80,35,3,0,1,3,0,0,0,1,0,0,0,7,2,1,0,1,0,1,1,1,342
302,HARAURA,328,292,0,620,217,162,0,379,345,0,223,6,19,77,6,4,1,7,0,3,3,5,1,5,3,11,0,0,0,0,1,2,0,2,379
303,JAFARPURA,529,532,0,1061,366,324,0,690,653,0,165,102,125,228,8,6,1,24,3,4,2,1,1,2,1,7,4,1,0,1,0,2,1,1,690
304,JAGDISPUR,471,392,0,863,302,234,0,536,520,0,122,70,89,210,3,2,0,7,1,1,1,2,7,4,3,5,3,0,0,2,0,2,0,2,536
305,DHOHARI,603,557,0,1160,436,331,0,767,750,0,205,55,138,309,3,1,0,2,0,3,1,1,1,0,0,11,2,3,3,2,1,8,2,16,767
306,DHOHARI,509,440,0,949,310,294,0,604,592,0,165,15,153,166,8,7,13,7,3,4,4,4,10,6,6,20,3,0,1,2,0,6,0,1,604
307,GULAURI,378,345,0,723,264,137,0,401,393,0,65,30,61,220,2,0,0,3,0,3,1,0,3,0,1,2,0,0,0,3,0,3,2,2,401
308,DEWARILA,339,320,0,659,222,199,0,421,395,0,105,113,76,93,6,3,1,0,0,0,1,2,3,1,1,5,2,1,0,0,2,4,1,1,421
309,GAURI,698,627,0,1325,417,332,0,749,723,0,138,61,269,195,3,6,5,32,0,2,2,1,2,2,1,1,3,5,2,1,2,8,4,4,749
310,MANAI,513,486,0,999,372,280,0,652,640,0,135,66,163,220,6,8,20,1,2,5,3,1,2,1,13,0,1,0,1,0,2,1,0,1,652
311,DHELWASPUR,217,187,0,404,140,132,0,272,256,0,31,40,42,130,1,1,1,1,0,0,2,1,2,1,0,2,1,3,3,2,1,6,0,1,272
312,KAKRAHI,410,374,0,784,268,259,0,527,485,0,218,60,51,137,6,1,1,7,2,0,1,1,0,4,1,9,11,4,0,8,0,4,0,1,527
313,BHABHAURA,816,741,0,1557,536,438,0,974,967,0,62,122,435,279,2,2,3,3,1,4,3,0,5,5,3,17,3,3,3,3,0,6,5,5,974
314,DHEBARA,396,364,0,760,273,228,0,501,498,0,87,132,60,186,0,2,0,5,1,1,0,1,3,1,2,5,3,1,0,3,0,3,0,5,501
315,LODHAWA,486,458,0,944,318,281,0,599,591,0,74,36,196,250,8,3,0,11,0,1,3,0,3,1,1,0,1,4,1,1,0,2,1,2,599
316,KHELHNA,417,351,0,768,255,174,0,429,423,0,102,56,185,66,5,1,0,2,0,0,0,0,0,0,0,0,2,3,1,4,0,2,0,0,429
317,SAKRAUNI,763,610,0,1373,494,387,0,881,866,0,87,65,17,623,5,5,0,2,3,0,2,1,0,3,2,4,13,5,2,4,1,25,6,6,881
318,CHANDRATALI,194,170,0,364,147,124,0,271,244,0,6,45,3,194,1,1,1,1,0,0,1,1,2,2,0,2,0,1,0,3,2,4,0,1,271
319,"BHAIPUR KURD",896,714,0,1610,556,414,0,970,956,0,90,286,77,388,7,5,16,12,3,4,5,4,3,1,5,12,7,6,4,7,1,19,3,5,970
320,RAJAULI,456,423,0,879,291,267,0,558,533,0,24,226,97,190,0,0,1,1,1,0,1,0,1,3,3,2,0,1,0,5,0,1,0,1,558
321,"AA0 LIJHRI",460,390,0,850,262,228,0,490,467,0,90,157,83,130,1,1,1,0,1,1,0,0,1,0,1,2,7,1,2,4,0,4,2,1,490
322,NEWADA,232,197,0,429,169,151,0,320,318,0,29,110,11,141,1,0,0,3,1,0,0,1,4,3,5,6,0,0,0,2,0,1,2,0,320
323,FARAHADA,813,682,0,1495,441,366,0,807,786,0,126,89,67,435,12,6,5,5,0,0,0,0,2,1,1,8,2,6,5,9,7,19,1,1,807
324,ADHWAR,604,569,0,1173,339,334,0,673,653,0,49,121,109,357,4,0,5,3,2,1,0,0,0,3,1,2,3,1,2,2,1,3,2,2,673
325,KHARAKA,174,175,0,349,129,129,0,258,256,0,54,24,40,137,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,258
326,GHASIPUR,619,488,0,1107,349,270,0,619,602,0,69,192,73,228,4,4,5,2,1,1,2,2,5,4,2,6,2,2,2,2,1,7,1,2,619
