state	constituency	votes	candidate	party
Chhattisgarh	Dongargaon	1713	DILIP KUMAR SAHU	Bahujan Samaj Party
Chhattisgarh	Dongargaon	1274	SOMNATH UIKE	Gondvana Gantantra Party
Chhattisgarh	Dongargaon	829	GYANCHAND LODHA "BALLU"	Shivsena
Chhattisgarh	Dongargaon	826	VISHNU LODHI	Chattisgarh Swabhiman Manch
Chhattisgarh	Dongargaon	534	KHIRWAN TANDAN	Samajwadi Party
Chhattisgarh	Dongargaon	4062	None of the Above	None of the Above
Chhattisgarh	Dongargarh	67158	SAROJANI BANJARE	Bharatiya Janata Party
Chhattisgarh	Dongargarh	62474	DR.THANESHWAR PATILA	Indian National Congress
Chhattisgarh	Dongargarh	4692	SANJEEV KUMAR DONGARE	Gondvana Gantantra Party
Chhattisgarh	Dongargarh	2753	SANTOSH MARIA	Bahujan Samaj Party
Chhattisgarh	Dongargarh	1714	SHRINIWAS JANBANDHU	Independent
Chhattisgarh	Dongargarh	948	DILIP KOSRE	Chattisgarh Swabhiman Manch
Chhattisgarh	Dongargarh	939	VIKASH BANJAREE	Independent
Chhattisgarh	Dongargarh	714	OMPRAKASH KURRE	Independent
Chhattisgarh	Dongargarh	479	PANNALAL SURYAVANSHI	Samajwadi Party
Chhattisgarh	Dongargarh	409	OMPRAKASH TEMBHURNIKAR	Akhil Bhartiya Gondwana Party
Chhattisgarh	Dongargarh	4298	None of the Above	None of the Above
Chhattisgarh	Durg City	58645	ARUN VORA	Indian National Congress
Chhattisgarh	Durg City	53024	HEMCHAND YADAV	Bharatiya Janata Party
Chhattisgarh	Durg City	17589	RAJENDRA  SAHU	Chattisgarh Swabhiman Manch
Chhattisgarh	Durg City	1793	RAMESH DAS CHELACK	Independent
Chhattisgarh	Durg City	1137	BHAURAO FULZELE	Bahujan Samaj Party
Chhattisgarh	Durg City	725	NASEEM BANO	Independent
Chhattisgarh	Durg City	623	SHIV THAKUR	Independent
Chhattisgarh	Durg City	475	GYANESH DUBEY	National People’s Party
Chhattisgarh	Durg City	331	CHANDAN MARKAM	Azad Janata Party
Chhattisgarh	Durg City	325	GIRDHARI LAL JAIN	Samajwadi Party
Chhattisgarh	Durg City	311	MOHAMMAD SHAEIK WASIM ALIAS VICKY	Independent
Chhattisgarh	Durg City	301	DR. D.D. CHELAK (ADHIVAKTA)	Independent
Chhattisgarh	Durg City	296	ARUN JOSHI	Independent
Chhattisgarh	Durg City	170	MD. AYYOOB PAKIZA	Independent
Chhattisgarh	Durg City	170	MD. AARIF	Independent
Chhattisgarh	Durg City	159	SANTOSH PANDEY	Shivsena
Chhattisgarh	Durg City	157	SATAYNARYAN PASWAN	Rashtriya Aadiwasi Bahujan Party
Chhattisgarh	Durg City	147	SHIVJI SINGH	Independent
Chhattisgarh	Durg City	2102	None of the Above	None of the Above
Chhattisgarh	Durg Gramin	50327	SMT. RAMSHILA SAHU	Bharatiya Janata Party
Chhattisgarh	Durg Gramin	47348	PRATIMA CHANDRAKAR	Indian National Congress
Chhattisgarh	Durg Gramin	20938	URWASHI SAHU	Chattisgarh Swabhiman Manch
Chhattisgarh	Durg Gramin	3815	HINCHHA RAM PARKAR	Independent
Chhattisgarh	Durg Gramin	2152	DAYA RAM SAHU (GURUJI)	Bahujan Samaj Party
Chhattisgarh	Durg Gramin	875	NARAYAN PRASAD YADAV	Independent
Chhattisgarh	Durg Gramin	714	CHAKRADHAR (CHIKU) MISHRA	Independent
Chhattisgarh	Durg Gramin	463	SHYAMAL MITRA	Samajwadi Party
Chhattisgarh	Durg Gramin	436	KRISHNA NAND DWIVEDI	Lok Jan Shakti Party
Chhattisgarh	Durg Gramin	306	MENKA GOSWAMI	Rashtriya Aadiwasi Bahujan Party
Chhattisgarh	Durg Gramin	3544	None of the Above	None of the Above
Chhattisgarh	Gunderdehi	72770	RAJENDRA KUMAR RAI	Indian National Congress
Chhattisgarh	Gunderdehi	51490	VIRENDRA KUMAR SAHU	Bharatiya Janata Party
Chhattisgarh	Gunderdehi	16745	HUMAN SAHU	Chattisgarh Swabhiman Manch
Chhattisgarh	Gunderdehi	14483	DR. BALMUKUND DEWANGAN	Independent
Chhattisgarh	Gunderdehi	2431	YOGESHWAR NIRMALKAR	Independent
Chhattisgarh	Gunderdehi	1983	BABULAL SINHA	Bahujan Samaj Party
Chhattisgarh	Gunderdehi	1474	PURUSHOTTAM LAL MARKANDE	Independent
Chhattisgarh	Gunderdehi	1144	DURGABAI MESHRAM/KANHAIYA LAL MESHRAM	Shivsena
Chhattisgarh	Gunderdehi	680	AMBIKA MISHRA	Independent
Chhattisgarh	Gunderdehi	628	SANAT KUMAR GUPTA	Samajwadi Party
Chhattisgarh	Gunderdehi	436	RAJESH KUMAR SHARMA MAHARAJ	Rashtriya Aadiwasi Bahujan Party
Chhattisgarh	Gunderdehi	3555	None of the Above	None of the Above
Chhattisgarh	Jagdalpur	64803	SANTOSH BAFNA	Bharatiya Janata Party
Chhattisgarh	Jagdalpur	48145	SHAMU KASHYAP	Indian National Congress
Chhattisgarh	Jagdalpur	2666	NASEEM QURAISHI	Communist Party of India
Chhattisgarh	Jagdalpur	1667	NARESH CHANDDRA  YADAV ALIAS BHIM	Bahujan Samaj Party
Chhattisgarh	Jagdalpur	1524	SHANKAR BAGHEL	Independent
Chhattisgarh	Jagdalpur	1361	SHAMU KASHYAP	Independent
Chhattisgarh	Jagdalpur	1277	SHYAM GHOSH	Independent
Chhattisgarh	Jagdalpur	1229	DEVNATH KASHYAP	Bharatiya Dalit Congress
Chhattisgarh	Jagdalpur	835	RAJA RAM TODEM	Chattisgarh Swabhiman Manch
Chhattisgarh	Jagdalpur	655	SHAMBHU PRASAD SONI	Communist Party of India (Marxist-Leninist) Red Star
Chhattisgarh	Jagdalpur	654	RAVISHANKAR SHUKLA	Independent
Chhattisgarh	Jagdalpur	643	SHAMU	Independent
Chhattisgarh	Jagdalpur	628	VIJAY SHRIVASTAVA	National People’s Party
Chhattisgarh	Jagdalpur	392	RADHEKISHAN SAHU	Loktantra Congress Party
Chhattisgarh	Jagdalpur	3469	None of the Above	None of the Above
Chhattisgarh	Jaijaipur	47188	KESHAV CHANDRA	Bahujan Samaj Party
Chhattisgarh	Jaijaipur	44609	DR. KAILASH SAHU	Bharatiya Janata Party
Chhattisgarh	Jaijaipur	38070	DR. MAHANT RAMSUNDARDAS	Indian National Congress
Chhattisgarh	Jaijaipur	2631	MUKESH VOHRA	Communist Party of India
Chhattisgarh	Jaijaipur	2376	VIKRAMADITYA SINGH JUDEV	Independent
Chhattisgarh	Jaijaipur	1639	BHAIYALAL JAISWAL	Samajwadi Party
Chhattisgarh	Jaijaipur	1379	LAKHAN KUMAR KHUNTE	Independent
Chhattisgarh	Jaijaipur	1214	MANHARAN SINGH SIDAR	Gondvana Gantantra Party
Chhattisgarh	Jaijaipur	620	RESHAMLAL BHARDWAJ	Independent
Chhattisgarh	Jaijaipur	472	PREM SHANKAR MAHILANGE	Lok Jan Shakti Party
Chhattisgarh	Jaijaipur	469	KHEMIN BAI	Chattisgarh Swabhiman Manch
Chhattisgarh	Jaijaipur	457	RAKESH KUMAR BHAVE	Independent
Chhattisgarh	Jaijaipur	351	DHANESHWAR PRASAD SAHU	Shivsena
Chhattisgarh	Jaijaipur	235	DEV KUMAR JAISWAL	Suheldev Bhartiya Samaj Party
Chhattisgarh	Jaijaipur	2389	None of the Above	None of the Above
Chhattisgarh	Janjgir-champa	54291	MOTI LAL DEVANGAN	Indian National Congress
Chhattisgarh	Janjgir-champa	44080	NARAYAN PRASAD CHANDEL	Bharatiya Janata Party
Chhattisgarh	Janjgir-champa	27487	AMAR SINGH RATHORE	Bahujan Samaj Party
Chhattisgarh	Janjgir-champa	1255	SHIV NARAYAN KARSH ADVOCATE	Lok Jan Shakti Party
Chhattisgarh	Janjgir-champa	1144	PUNYATMA KASHYAP	Independent
Chhattisgarh	Janjgir-champa	1052	UDAL KIRAN	Bahujan Samaj Mukti Morcha
Chhattisgarh	Janjgir-champa	748	MAYARAM NAT	Asankhya Samaj Party
Chhattisgarh	Janjgir-champa	589	YOGESH SHARMA	National People’s Party
Chhattisgarh	Janjgir-champa	2822	None of the Above	None of the Above
Chhattisgarh	Jashpur	79419	RAJSHARAN BHAGAT	Bharatiya Janata Party
Chhattisgarh	Jashpur	45070	SARHUL RAM BHAGAT	Indian National Congress
Chhattisgarh	Jashpur	15001	GANESH RAM BHAGAT	Independent
Chhattisgarh	Jashpur	6446	KRIPA SHANKAR BHAGAT	Bahujan Samaj Party
Chhattisgarh	Jashpur	2458	VINAY PRAKASH EKKA	Independent
Chhattisgarh	Jashpur	1677	RAJESH LAKRA	Gondvana Gantantra Party
Chhattisgarh	Jashpur	1478	BAJRANGBALI PAINKRA	Independent
Chhattisgarh	Jashpur	4760	None of the Above	None of the Above
Chhattisgarh	Kanker	50586	SHANKER DHRUWA	Indian National Congress
Chhattisgarh	Kanker	45961	SANJAY KODOPI	Bharatiya Janata Party
Chhattisgarh	Kanker	9727	MAHENDRA GAWDE	Independent
Chhattisgarh	Kanker	4197	SMT. MEERA SALAM	Bahujan Samaj Party
Chhattisgarh	Kanker	3689	JHADU RAM NARETY	Chattisgarh Swabhiman Manch
Chhattisgarh	Kanker	2116	RAMESH NETAM	Communist Party of India  (Marxist)
Chhattisgarh	Kanker	1894	HEMLAL MARKAM	Gondvana Gantantra Party
Chhattisgarh	Kanker	1572	MANOHAR NETAM	Independent
Chhattisgarh	Kanker	1552	UMA SHANKAR BHANDARI	Shivsena
Chhattisgarh	Kanker	5208	None of the Above	None of the Above
Chhattisgarh	Kasdol	93629	GAURI SHANKAR AGRAWAL	Bharatiya Janata Party
Chhattisgarh	Kasdol	70701	RAJKAMAL SINGHANIYA	Indian National Congress
Chhattisgarh	Kasdol	33828	RAJ KUMAR PATRE VAKIL	Bahujan Samaj Party
Chhattisgarh	Kasdol	8157	LOKHRAM VIJAN	Independent
Chhattisgarh	Kasdol	3983	RUPESH KUMAR	Independent
Chhattisgarh	Kasdol	2256	SARASRAM GIRI	Independent
Chhattisgarh	Kasdol	1600	RAJU SAHU	Independent
Chhattisgarh	Kasdol	1186	NAMMU NARAYAN PATEL	Independent
Chhattisgarh	Kasdol	885	BRIJ LAL SAHU	Samajwadi Party
Chhattisgarh	Kasdol	728	AJAY KUMAR BAGHMAR	Chattisgarh Swabhiman Manch
Chhattisgarh	Kasdol	580	GHANSHYAM SAHU	Independent
Chhattisgarh	Kasdol	560	CHAITAN KUMAR SAHU	Independent
Chhattisgarh	Kasdol	513	CHANDRASHEKHAR MISHRA	Independent
Chhattisgarh	Kasdol	410	RAMESH KUMAR GHRITLAHARE	Bahujan Samaj Mukti Morcha
Chhattisgarh	Kasdol	374	YUVRAJ YADAV	Shivsena
Chhattisgarh	Kasdol	366	GAURISHANKAR	Independent
Chhattisgarh	Kasdol	324	KAMAL VIBHAR	Independent
Chhattisgarh	Kasdol	2123	None of the Above	None of the Above
Chhattisgarh	Katghora	61646	LAKHAN DEWANGAN	Bharatiya Janata Party
Chhattisgarh	Katghora	48516	BODHRAM KANWAR	Indian National Congress
Chhattisgarh	Katghora	11003	SHANKAR LAL RAJAK	Independent
Chhattisgarh	Katghora	3931	SANTOSHKUMAR YADAV	Gondvana Gantantra Party
Chhattisgarh	Katghora	3257	JAGAT RAM SAHU	Bahujan Samaj Party
Chhattisgarh	Katghora	2072	ANIL KUMAR PANDEY	Samajwadi Party
Chhattisgarh	Katghora	1347	BHUWAN PAL SINGH KANWAR	Independent
Chhattisgarh	Katghora	1037	FHULESHWAR PRASAD SURJAEHA	Independent
Chhattisgarh	Katghora	798	RAGHVENDRA PANDEY	Prabuddha Republican Party
Chhattisgarh	Katghora	436	BANSHILAL PATEL	Janata Dal  (United)
Chhattisgarh	Katghora	428	PRAKASH ANANT	Chattisgarh Swabhiman Manch
Chhattisgarh	Katghora	3434	None of the Above	None of the Above
Chhattisgarh	Kawardha	93645	ASHOK SAHU	Bharatiya Janata Party
Chhattisgarh	Kawardha	91087	AKBAR BHAI	Indian National Congress
Chhattisgarh	Kawardha	6859	KARTIK RAM MARAR	Chattisgarh Swabhiman Manch
Chhattisgarh	Kawardha	5151	MALESH KUMAR MARKAM	Gondvana Gantantra Party
Chhattisgarh	Kawardha	3829	MOHIT SAHU	Independent
Chhattisgarh	Kawardha	3157	KANHAIYA LAL PATEL	Bahujan Samaj Party
Chhattisgarh	Kawardha	2858	ANIL SATNAMI	Independent
Chhattisgarh	Kawardha	1610	JITENDRA KUMAR PURAINAK	Independent
Chhattisgarh	Kawardha	1098	HIMANSHU THAKUR	Akhil Bhartiya Gondwana Party
Chhattisgarh	Kawardha	704	NIRANJAN KHARE	Bharatiya Dalit Congress
Chhattisgarh	Kawardha	554	KRISHNA KUMAR DAHIRE	National People’s Party
Chhattisgarh	Kawardha	9229	None of the Above	None of the Above
Chhattisgarh	Keshkal	53867	SANTRAM NETAM	Indian National Congress
Chhattisgarh	Keshkal	45178	SEVAKRAM NETAM	Bharatiya Janata Party
Chhattisgarh	Keshkal	16962	DANIRAM MARKAM	Independent
Chhattisgarh	Keshkal	6811	BALSINGH NAGWANSHI	Communist Party of India
Chhattisgarh	Keshkal	4378	SON SAY NETAM	Bahujan Samaj Party
Chhattisgarh	Keshkal	3792	RAMLAL SALAM	Independent
Chhattisgarh	Keshkal	2428	PANCHURAM NETAM	Independent
Chhattisgarh	Keshkal	8381	None of the Above	None of the Above
Chhattisgarh	Khairagarh	70133	GIRWAR JANGHEL	Indian National Congress
Chhattisgarh	Khairagarh	67943	KOMAL JANGHEL	Bharatiya Janata Party
Chhattisgarh	Khairagarh	3043	PARAS JANGHEL	Bahujan Samaj Party
Chhattisgarh	Khairagarh	2587	MINESH SAHU	Chattisgarh Swabhiman Manch
Chhattisgarh	Khairagarh	1939	BHOOSHAN LAL SATNAMI	Independent
Chhattisgarh	Khairagarh	750	BHANU PRATAP	Shivsena
Chhattisgarh	Khairagarh	593	JAGDISH SINGH	Samajwadi Party
Chhattisgarh	Khairagarh	588	SUBHASH CHAND KOCHAR JAIN	Nationalist Congress Party
Chhattisgarh	Khairagarh	4643	None of the Above	None of the Above
Chhattisgarh	Khallari	58652	CHUNNI LAL SAHU	Bharatiya Janata Party
Chhattisgarh	Khallari	52653	PARESH BAGBAHRA	Indian National Congress
Chhattisgarh	Khallari	12275	PHOOL SINGH DHRUW (DHRUW SAHAB)	National People’s Party
Chhattisgarh	Khallari	9549	SATISH JAGGI	Nationalist Congress Party
Chhattisgarh	Khallari	3357	MANGTU RAM DHRUW	Communist Party of India
Chhattisgarh	Khallari	2517	CHUNNI LAL	Independent
Chhattisgarh	Khallari	1844	PHULSING DHRUW	Independent
Chhattisgarh	Khallari	1594	JITENDRA CHANDRAKAR	Bahujan Samaj Party
Chhattisgarh	Khallari	1547	SATISH JAG	Independent
Chhattisgarh	Khallari	1468	CHAMPA LAL PATEL	Independent
Chhattisgarh	Khallari	1225	DEEPTI SHAH MANDAVI	Independent
Chhattisgarh	Khallari	829	NILKANTH DIWAN	Gondvana Gantantra Party
Chhattisgarh	Khallari	515	DEVSHARAN NAG	Samajwadi Party
Chhattisgarh	Khallari	5931	None of the Above	None of the Above
Chhattisgarh	Kharsia	95470	UMESH PATEL	Indian National Congress
Chhattisgarh	Kharsia	56582	DR. JAWAHAR LAL NAIK	Bharatiya Janata Party
Chhattisgarh	Kharsia	2433	RAVI LAL RATHIA	Bahujan Samaj Party
Chhattisgarh	Kharsia	1136	MADAN MAHANT	Independent
Chhattisgarh	Kharsia	481	GITA PATEL	Independent
Chhattisgarh	Kharsia	456	AJAY KUMAR SIDAR	Gondvana Gantantra Party
Chhattisgarh	Kharsia	400	UTTAM PRASAD DANSENA	National People’s Party
Chhattisgarh	Kharsia	322	VEERENDRA KUMAR GAVEL	Akhil Bhartiya Gondwana Party
Chhattisgarh	Kharsia	2930	None of the Above	None of the Above
Chhattisgarh	Khujji	51873	BHOLARAM SAHU	Indian National Congress
Chhattisgarh	Khujji	43179	RAJINDAR BHATIYA	Independent
Chhattisgarh	Khujji	28122	VIJAY DUKHU RAM SAHU CHOWKI WALE	Bharatiya Janata Party
Chhattisgarh	Khujji	2612	DEVANAND SAHARE	Nationalist Congress Party
Chhattisgarh	Khujji	2208	BHISHAM LAL URVASA	Independent
Chhattisgarh	Khujji	1691	MUSTAK BHAI	Bahujan Samaj Party
Chhattisgarh	Khujji	1433	ANJU SINHA	Chattisgarh Swabhiman Manch
Chhattisgarh	Khujji	1259	ASHARAM VISHWAKARMA	Independent
Chhattisgarh	Khujji	1075	CHANDRESH KUMAR BHAGEL	Shivsena
Chhattisgarh	Khujji	4608	None of the Above	None of the Above
Chhattisgarh	Kondagaon	54290	MOHAN MARKAM	Indian National Congress
Chhattisgarh	Kondagaon	49155	LATA USENDI	Bharatiya Janata Party
Chhattisgarh	Kondagaon	5229	AMALSAI SORI	Communist Party of India
Chhattisgarh	Kondagaon	3711	SHANKAR SODI	Independent
Chhattisgarh	Kondagaon	3347	RAJKUMAR MARKAM	Bahujan Samaj Party
Chhattisgarh	Kondagaon	3060	MOHAN MARKAM	Independent
Chhattisgarh	Kondagaon	6773	None of the Above	None of the Above
Chhattisgarh	Konta	27610	KAWASI LAKHMA	Indian National Congress
Chhattisgarh	Konta	21824	DHANI RAM BARSE	Bharatiya Janata Party
Chhattisgarh	Konta	19834	MANISH KUNJAM	Communist Party of India
Chhattisgarh	Konta	2579	HUNGA RAM KARTAMI	Bahujan Samaj Party
Chhattisgarh	Konta	4001	None of the Above	None of the Above
Chhattisgarh	Korba	72386	JAI SINGH AGRAWAL (JAI SINGH BHAIYYA)	Indian National Congress
Chhattisgarh	Korba	57937	JOGESH LAMBA	Bharatiya Janata Party
Chhattisgarh	Korba	3846	ARVIND KUMAR SHARMA	Bahujan Samaj Party
Chhattisgarh	Korba	1894	BIJAY KUMAR SAHU	Chattisgarh Swabhiman Manch
Chhattisgarh	Korba	1731	K. N. SINGH	Samajwadi Party
Chhattisgarh	Korba	1362	SHATRUDHAN SAHU KAKA	Independent
Chhattisgarh	Korba	1066	RAJESH KUMAR PANDEY ALIAS LALLU PANDEY	Independent
Chhattisgarh	Korba	949	LALIT KUMAR CHANDRA	Independent
Chhattisgarh	Korba	501	ASHOK MAHRAJ	Gondvana Gantantra Party
Chhattisgarh	Korba	431	RAMKUMAR CHATURVEDI	Independent
Chhattisgarh	Korba	256	MADHUR ROBERTS	Independent
Chhattisgarh	Korba	236	PAWAN DAS MAHANT	Independent
Chhattisgarh	Korba	177	PRADEEP KATHLEY (BABLU BHANCHA)	Republican Party of India (A)
Chhattisgarh	Korba	175	SUNI RAM YADAV	Rashtriya Aadiwasi Bahujan Party
Chhattisgarh	Korba	166	CHANDRA KUMAR SHARMA (PAMMAL)	Lok Jan Shakti Party
Chhattisgarh	Korba	3873	None of the Above	None of the Above
Chhattisgarh	Kota	58390	DR. RENU JOGI	Indian National Congress
Chhattisgarh	Kota	53301	KASHI RAM SAHU	Bharatiya Janata Party
Chhattisgarh	Kota	7432	MANOHAR LAL DHRUV	Gondvana Gantantra Party
Chhattisgarh	Kota	4427	RAM SAHAY BANJARE	Independent
Chhattisgarh	Kota	3002	RAJEEV SAHU	Independent
Chhattisgarh	Kota	1499	MAHESH DIWAKAR	Bahujan Samaj Party
Chhattisgarh	Kota	1266	RAMBILAS SHARMA	Independent
Chhattisgarh	Kota	1166	VINOD KUMAR BANJARE	Independent
Chhattisgarh	Kota	1143	RAKESH SINGH CHAUHAN	Independent
Chhattisgarh	Kota	1045	KASHIRAM SAHU	Chattisgarh Swabhiman Manch
Chhattisgarh	Kota	981	DEEPAK RAJAK	Independent
Chhattisgarh	Kota	933	SANTE LAL BARE	Independent
Chhattisgarh	Kota	742	MUJID AHMAD	Independent
Chhattisgarh	Kota	469	MADAN LAL JAISWAL (MADAN BHAIYA)	Independent
Chhattisgarh	Kota	404	SHIV KUMAR SONI	Independent
Chhattisgarh	Kota	331	BALDEV PRASAD BAGHEL	Independent
Chhattisgarh	Kota	330	HAJI FAKHARUDDIN AHMAD KHAN	Independent
Chhattisgarh	Kota	293	SHYAM KARTIK SURYAVANSHI	Lok Jan Shakti Party
Chhattisgarh	Kota	269	AAJU RAM JAGAT	Independent
Chhattisgarh	Kota	1074	None of the Above	None of the Above
Chhattisgarh	Kunkuri	76593	ROHIT KUMAR SAI	Bharatiya Janata Party
Chhattisgarh	Kunkuri	47727	ABRAHAM TIRKEY	Indian National Congress
Chhattisgarh	Kunkuri	4971	DR.P C KUJUR	Independent
Chhattisgarh	Kunkuri	2335	TEKDHARI RAM MANJHI	Gondvana Gantantra Party
Chhattisgarh	Kunkuri	1957	NESTOR KUJUR	Bahujan Samaj Party
Chhattisgarh	Kunkuri	1373	INDRANATH PAINKRA	Independent
Chhattisgarh	Kunkuri	1324	PRAMOD KUJUR	Independent
Chhattisgarh	Kunkuri	1141	SATMAN SAI	Chhattisgarhi Samaj Party
Chhattisgarh	Kunkuri	4114	None of the Above	None of the Above
Chhattisgarh	Kurud	83190	AJAY CHANDRAKAR	Bharatiya Janata Party
Chhattisgarh	Kurud	56013	LEKHRAM SAHU	Indian National Congress
Chhattisgarh	Kurud	1596	BHOJRAM SAHU	Independent
Chhattisgarh	Kurud	1419	PRABHAT MEGHAWALE	Independent
Chhattisgarh	Kurud	1372	YOUWRAJ SAHU (SOUNGA WALE)	Bhartiya Shakti Chetna Party
Chhattisgarh	Kurud	1178	ANURADHA AGRAWAL	Bahujan Samaj Party
Chhattisgarh	Kurud	655	BHUNESHWAR SAHU	Independent
Chhattisgarh	Kurud	579	MURARILAL SAHU	Independent
Chhattisgarh	Kurud	484	REKHLAL SINHA	Chattisgarh Swabhiman Manch
Chhattisgarh	Kurud	194	TARACHAND BANDHE	Independent
Chhattisgarh	Kurud	167	YOGENDRA KHARE	Bharateeya Manavadhikar party
Chhattisgarh	Kurud	159	OMPRAKASH MARKANDE (ADVOCATE)	Independent
Chhattisgarh	Kurud	4745	None of the Above	None of the Above
Chhattisgarh	Lailunga	75093	SUNITI SATYANAND RATHIA	Bharatiya Janata Party
Chhattisgarh	Lailunga	60892	HRIDAYA RAM RATHIYA	Indian National Congress
Chhattisgarh	Lailunga	5472	KRIPA RAM SIDAR	Gondvana Gantantra Party
Chhattisgarh	Lailunga	3107	DILIP KERKETTA	Bahujan Samaj Party
Chhattisgarh	Lailunga	2127	SURESH KUJUR	Loktantra Congress Party
Chhattisgarh	Lailunga	1697	SUNIL MINJ	National People’s Party
Chhattisgarh	Lailunga	4857	None of the Above	None of the Above
Chhattisgarh	Lormi	52302	TOKHAN  SAHU	Bharatiya Janata Party
Chhattisgarh	Lormi	46061	DHARMJEET SINGH	Indian National Congress
Chhattisgarh	Lormi	16639	GURU SOMESH  GURU BALDAS  GURU GOSAI	Independent
Chhattisgarh	Lormi	3586	SANAT KUMAR SAHU	Independent
Chhattisgarh	Lormi	2371	SANTOSH JAISWAL	Bahujan Samaj Party
Chhattisgarh	Lormi	1851	SWARATHSINGH DHURVE	Gondvana Gantantra Party
Chhattisgarh	Lormi	1455	SANTRAM MASRAM	Independent
Chhattisgarh	Lormi	1059	PADARATH  LAL SAHU	Independent
Chhattisgarh	Lormi	1016	RAMKUMAR DHRITLAHRE	Independent
Chhattisgarh	Lormi	633	PRASHANT KUMAR SHARMA	Independent
Chhattisgarh	Lormi	617	NANKU BHIKHARI	Bahujan Samaj Mukti Morcha
Chhattisgarh	Lormi	558	ASHOK PATEL	Independent
Chhattisgarh	Lormi	445	BALDAU  PRASAD SAHU	Bharatiya Pichhra Dal
Chhattisgarh	Lormi	412	GHANSHYAM DHRUV	National People’s Party
Chhattisgarh	Lormi	403	AGAR KUMAR SAHU	Lok Jan Shakti Party
Chhattisgarh	Lormi	399	NARAD PRASAD DADSENA	Independent
Chhattisgarh	Lormi	290	LALARAM DIWAKAR	Chattisgarh Swabhiman Manch
Chhattisgarh	Lormi	1469	None of the Above	None of the Above
Chhattisgarh	Lundra	64771	CHINTAMANI MAHARAJ	Indian National Congress
Chhattisgarh	Lundra	54825	VIJAY BABA	Bharatiya Janata Party
Chhattisgarh	Lundra	3521	COMRADE RAMLAL	Communist Party of India  (Marxist)
Chhattisgarh	Lundra	2182	ANIL PAINKRA	Bahujan Samaj Party
Chhattisgarh	Lundra	1942	SARJU XESS	Chattisgarh Swabhiman Manch
Chhattisgarh	Lundra	1755	SAJALRAM	Independent
Chhattisgarh	Lundra	1727	VIJAY RAM	Independent
Chhattisgarh	Lundra	1263	CHAKRADHARI SINGH	Nationalist Congress Party
Chhattisgarh	Lundra	1201	TARAN SINGH PAWLE	Independent
Chhattisgarh	Lundra	1187	KUNJ BIHARI SINGH  PAIKRA	Independent
Chhattisgarh	Lundra	5292	None of the Above	None of the Above
Chhattisgarh	Mahasamund	47416	DR. VIMAL CHOPRA	Independent
Chhattisgarh	Mahasamund	42694	AGNI CHANDRAKAR	Indian National Congress
Chhattisgarh	Mahasamund	39609	POONAM CHANDRAKAR	Bharatiya Janata Party
Chhattisgarh	Mahasamund	2301	SANT KUMAR PRADHAN	Bahujan Samaj Party
Chhattisgarh	Mahasamund	1992	HUMAN BANJARE	Independent
Chhattisgarh	Mahasamund	1158	DEJI RANI NETAM	Gondvana Gantantra Party
Chhattisgarh	Mahasamund	709	BAUVA NISHAD	Independent
Chhattisgarh	Mahasamund	394	MAHENDRA SAHU "MUSKAN SALE"	National People’s Party
Chhattisgarh	Mahasamund	393	ARUN HARPAL	Independent
Chhattisgarh	Mahasamund	3929	None of the Above	None of the Above
Chhattisgarh	Manendragarh	32613	SHYAM BIHARI JAISWAL	Bharatiya Janata Party
Chhattisgarh	Manendragarh	28435	GULAB SINGH	Indian National Congress
Chhattisgarh	Manendragarh	12411	RAMANUJ (RAMUCHACHA)	Nationalist Congress Party
Chhattisgarh	Manendragarh	9747	PAVAN KUMAR NETI	Gondvana Gantantra Party
Chhattisgarh	Manendragarh	1036	DR. L. P. MOURYA	Bahujan Samaj Party
Chhattisgarh	Manendragarh	902	SUNIL DUBEY	Independent
Chhattisgarh	Manendragarh	766	SONU SINGH ORAUV(CHHAKKA)	Samajwadi Party
Chhattisgarh	Manendragarh	693	PREM SHANKAR SONI	Independent
Chhattisgarh	Manendragarh	662	KRISHNA SINGH BABA	Socialist Party (India)
Chhattisgarh	Manendragarh	528	MADHAW PRASAD SHARMA	Chattisgarh Swabhiman Manch
Chhattisgarh	Manendragarh	478	DHAJARAM	Independent
Chhattisgarh	Manendragarh	2421	None of the Above	None of the Above
Chhattisgarh	Marwahi	82909	AMIT AJIT JOGI	Indian National Congress
Chhattisgarh	Marwahi	36659	SAMIRA  PAIKRA	Bharatiya Janata Party
Chhattisgarh	Marwahi	6259	SUMAN SINGH WAKDE	Gondvana Gantantra Party
Chhattisgarh	Marwahi	2069	TAPESHWAR SINGH MARAVI	Bahujan Samaj Party
Chhattisgarh	Marwahi	1420	BUDHMAN SINGH DHURVE	Independent
Chhattisgarh	Marwahi	1296	DR. URMILA  SINGH  MARKO	Rashtriya Gondvana Party
Chhattisgarh	Marwahi	1239	PANCHAM  SINGH  MASRAM	Independent
Chhattisgarh	Marwahi	937	THAN SINGH OTTI	Independent
Chhattisgarh	Marwahi	621	GHASIRAM  WAKRE	Independent
Chhattisgarh	Marwahi	469	SMT. GAJMATI  BHANU	Independent
Chhattisgarh	Marwahi	7115	None of the Above	None of the Above
Chhattisgarh	Masturi	86509	DILIP LAHARIYA	Indian National Congress
Chhattisgarh	Masturi	62363	DR. KRISHANMURTI BANDHI	Bharatiya Janata Party
Chhattisgarh	Masturi	11099	ENG.T. R .JOSHI	Bahujan Samaj Party
