state	constituency	votes	candidate	party
Rajasthan	Alwar Rural	600	SAWAI NATH	Bharatiya Yuva Shakti
Rajasthan	Alwar Rural	425	ROOP SINGH SOLANKI	Jago Party
Rajasthan	Alwar Rural	314	BANWARI LAL	Independent
Rajasthan	Alwar Rural	303	BHARAT VEER	Lok Jan Shakti Party
Rajasthan	Alwar Rural	222	RAJWATI	RASHTRIYA JANSEVA - SECULAR PARTY
Rajasthan	Alwar Rural	185	KANHAIYA LAL	Samajwadi Party
Rajasthan	Alwar Rural	1896	None of the Above	None of the Above
Rajasthan	Alwar urban	84791	BANWARI LAL SINGHAL	Bharatiya Janata Party
Rajasthan	Alwar urban	22562	NARENDRA SHARMA	Indian National Congress
Rajasthan	Alwar urban	17413	ABHAY SAINI (PAPPU BHAI)	National People’s Party
Rajasthan	Alwar urban	5777	MAHADEV PRASAD JANGID	Bahujan Samaj Party
Rajasthan	Alwar urban	3144	AJAY AGARWAL	Independent
Rajasthan	Alwar urban	1681	JEET KAUR	Independent
Rajasthan	Alwar urban	1117	BHOLARAM SHARMA	Communist Party of India
Rajasthan	Alwar urban	631	COL. RAJENDRA SINGH KOTHI RAO	Jago Party
Rajasthan	Alwar urban	492	BACHCHU SINGH BASETH	Independent
Rajasthan	Alwar urban	387	ANKIT ANIL  BHARGAVA	Independent
Rajasthan	Alwar urban	297	TEJ PRAKASH KOLI	Independent
Rajasthan	Alwar urban	255	DHEERAJ YADAV	Independent
Rajasthan	Alwar urban	210	KRIPA DEVI GURJAR	Lok Jan Shakti Party
Rajasthan	Alwar urban	109	HARE KRISHANA SHARMA	Bharatiya Yuva Shakti
Rajasthan	Alwar urban	1666	None of the Above	None of the Above
Rajasthan	Amber	51103	NAVEEN PILANIA	National People’s Party
Rajasthan	Amber	50774	SATISH POONIA	Bharatiya Janata Party
Rajasthan	Amber	40651	GANGA SAHAY	Indian National Congress
Rajasthan	Amber	4467	GAJENDRA YADAV	Independent
Rajasthan	Amber	4338	RAMSWAROOP SAINI	Independent
Rajasthan	Amber	3016	UMMED SINGH	Independent
Rajasthan	Amber	1467	RAMJI LAL YADAV	Communist Party of India  (Marxist)
Rajasthan	Amber	1217	NATHU RAM RAIGAR	Bahujan Sangharshh Dal
Rajasthan	Amber	1086	PRABHU DAYAL JAT	Independent
Rajasthan	Amber	776	KRISHAN KUMAR	Independent
Rajasthan	Amber	742	BHARAT	Bahujan Samaj Party
Rajasthan	Amber	668	JUGAL KISHOR MEENA	Independent
Rajasthan	Amber	475	S.D. BUDHIEST	Bharat Nav Nirman Party
Rajasthan	Amber	382	BABULAL	Jago Party
Rajasthan	Amber	2504	None of the Above	None of the Above
Rajasthan	Anta	69960	PRABHU LAL SAINI	Bharatiya Janata Party
Rajasthan	Anta	66561	PRAMOD BHAYA	Indian National Congress
Rajasthan	Anta	1317	SUMITRA DHAKAR	Bahujan Samaj Party
Rajasthan	Anta	1286	OM PRAKASH	National People’s Party
Rajasthan	Anta	765	PRAMOD KUMAR	Independent
Rajasthan	Anta	500	OM PRAKASH	Independent
Rajasthan	Anta	450	SANJAY NAGAR	Bharatiya Yuva Shakti
Rajasthan	Anta	427	CHHOTULAL	Independent
Rajasthan	Anta	1976	None of the Above	None of the Above
Rajasthan	Anupgarh	51145	SHIMLA BAWRI	Bharatiya Janata Party
Rajasthan	Anupgarh	39999	SHIMLA DEVI NAYAK	National Unionist Zamindara Party
Rajasthan	Anupgarh	37827	PAWAN KUMAR DUGGAL	Communist Party of India  (Marxist)
Rajasthan	Anupgarh	12305	HARIRAM	Indian National Congress
Rajasthan	Anupgarh	6886	HARISH SANWARIA	Bahujan Samaj Party
Rajasthan	Anupgarh	1442	DULARAM	Nationalist Congress Party
Rajasthan	Anupgarh	1065	RAJESH KUMAR	Megh Desham Party
Rajasthan	Anupgarh	888	BAGGA SINGH	National People’s Party
Rajasthan	Anupgarh	636	ADURAM	Rajasthan Vikas Party
Rajasthan	Anupgarh	611	KULDEEP KOUR	Bahujan Sangharshh Dal
Rajasthan	Anupgarh	4046	None of the Above	None of the Above
Rajasthan	Asind	73774	RAM LAL GURJAR	Bharatiya Janata Party
Rajasthan	Asind	46465	RAM LAL JAT	Indian National Congress
Rajasthan	Asind	42531	HAGAMI LAL MEWARA	Independent
Rajasthan	Asind	3065	RAGHUVEER PRASAD JAT	Bahujan Samaj Party
Rajasthan	Asind	2060	NARENDRA SINGH	Jago Party
Rajasthan	Asind	1635	SURENDRA SINGH	Independent
Rajasthan	Asind	930	RAMSWAROOP	Independent
Rajasthan	Asind	894	RATAN	Independent
Rajasthan	Asind	798	GHANSHYAM SINGH RATHORE	Independent
Rajasthan	Asind	789	RAMCHANDRA GURJAR	Bharatiya Yuva Shakti
Rajasthan	Asind	346	ARIF MOHAMMAD	Independent
Rajasthan	Asind	6020	None of the Above	None of the Above
Rajasthan	Aspur	69236	GOPI CHAND MEENA	Bharatiya Janata Party
Rajasthan	Aspur	58732	RAIYA MEENA	Indian National Congress
Rajasthan	Aspur	5936	SUKHLAL AHARI	National People’s Party
Rajasthan	Aspur	3316	SHANTA	Bahujan Samaj Party
Rajasthan	Aspur	6535	None of the Above	None of the Above
Rajasthan	Bagidora	81016	MAHENDRAJEET SINGH MALVIYA	Indian National Congress
Rajasthan	Bagidora	66691	KHEMRAJ GARASIYA	Bharatiya Janata Party
Rajasthan	Bagidora	5836	BHURALAL	Janata Dal  (United)
Rajasthan	Bagidora	3139	PRAVIN KATARA	Bahujan Samaj Party
Rajasthan	Bagidora	7259	None of the Above	None of the Above
Rajasthan	Bagru	100947	KAILASH VERMA	Bharatiya Janata Party
Rajasthan	Bagru	54591	DR. PRAHLAD RAGHU	Indian National Congress
Rajasthan	Bagru	11998	RAMJI LAL BAIRWA	National People’s Party
Rajasthan	Bagru	1250	RAJU LAL BAIRWA	Independent
Rajasthan	Bagru	1074	SAROJ BAIRWA	Bahujan Samaj Party
Rajasthan	Bagru	534	PUSHPA RANI	Bahujan Sangharshh Dal
Rajasthan	Bagru	490	RAMAVTAR BAIRWA	Bharatiya Yuva Shakti
Rajasthan	Bagru	453	LAL CHAND BAIRWA	Akhil Bhartiya Aamjan Party
Rajasthan	Bagru	360	RAM DAYAL BAIRWA	Lok Jan Shakti Party
Rajasthan	Bagru	264	YOGESH KHINCHI	Indian Peoples Green Party
Rajasthan	Bagru	4089	None of the Above	None of the Above
Rajasthan	Bali	92454	PUSHPENDRA SINGH	Bharatiya Janata Party
Rajasthan	Bali	72866	RATAN LAL CHOUDHARY	Indian National Congress
Rajasthan	Bali	2799	GAJENDRA SINGH	Independent
Rajasthan	Bali	2411	AMARA RAM	Megh Desham Party
Rajasthan	Bali	2407	MEHBOOB ALI	Bahujan Samaj Party
Rajasthan	Bali	1770	SOHAN	Bharatiya Yuva Shakti
Rajasthan	Bali	1113	RAJU SHAH	National People’s Party
Rajasthan	Bali	711	MOHAN SINGH	Shivsena
Rajasthan	Bali	3623	None of the Above	None of the Above
Rajasthan	Bamanwas	45085	KUNJI LAL	Bharatiya Janata Party
Rajasthan	Bamanwas	39423	NAWAL  KISHORE	Indian National Congress
Rajasthan	Bamanwas	25759	SHYAM LAL MEENA	National People’s Party
Rajasthan	Bamanwas	3375	RAJENDRA  KUMAR  MEENA	Independent
Rajasthan	Bamanwas	3157	BHARAT LAL	Independent
Rajasthan	Bamanwas	1418	RAMDHAN MEENA	Bahujan Samaj Party
Rajasthan	Bamanwas	1409	SANTOSH	Bharatiya Yuva Shakti
Rajasthan	Bamanwas	571	INDIRA	Independent
Rajasthan	Bamanwas	506	MUNSHI	National Youth Party
Rajasthan	Bamanwas	323	DEVI  LAL	Samajwadi Party
Rajasthan	Bamanwas	2710	None of the Above	None of the Above
Rajasthan	Bandikui	41136	ALKA SINGH	Bharatiya Janata Party
Rajasthan	Bandikui	35359	SHAILENDRA JOSHI	National People’s Party
Rajasthan	Bandikui	28671	RAMKISHOR SAINI	Indian National Congress
Rajasthan	Bandikui	11691	BHAGCHAND	Independent
Rajasthan	Bandikui	11313	ANIL KUMAR	Independent
Rajasthan	Bandikui	4066	LOKMANYA SINGH	Independent
Rajasthan	Bandikui	2049	YADVENDRA	Independent
Rajasthan	Bandikui	816	GIRISH KUMAR	Jago Party
Rajasthan	Bandikui	579	MUKESH	Samajwadi Party
Rajasthan	Bandikui	556	RAJKUMARI	Bahujan Samaj Party
Rajasthan	Bandikui	514	LALLURAM	Independent
Rajasthan	Bandikui	464	SURESH KUMAR ASHIWAL	Independent
Rajasthan	Bandikui	1754	None of the Above	None of the Above
Rajasthan	Bansur	71328	SHAKUNTALA RAWAT	Indian National Congress
Rajasthan	Bansur	47412	ROHITASH KUMAR	Bharatiya Janata Party
Rajasthan	Bansur	12737	MUKESH	Independent
Rajasthan	Bansur	3968	OMPRAKASH	Bahujan Samaj Party
Rajasthan	Bansur	1262	ANKUR DAYAMA	Janata Dal  (United)
Rajasthan	Bansur	1199	RAMESH SINGH	Independent
Rajasthan	Bansur	1137	SUNEEL DUTT	Independent
Rajasthan	Bansur	664	SUBE SINGH	Independent
Rajasthan	Bansur	627	SHANKAR SINGH	Independent
Rajasthan	Bansur	609	RAKESH	National People’s Party
Rajasthan	Bansur	425	HAJARI LAL	National Unionist Zamindara Party
Rajasthan	Bansur	378	NIRANJAN LAL	Independent
Rajasthan	Bansur	314	UMARAW SINGH	Independent
Rajasthan	Bansur	182	KAILASH CHAND	Ambedkar Samaj Party
Rajasthan	Bansur	158	SITENDRA KUMAR	Jago Party
Rajasthan	Bansur	150	SUGAN CHAND	Lok Jan Shakti Party
Rajasthan	Bansur	113	SHIV KUMAR GAUR	Jammu & Kashmir National Panthers Party
Rajasthan	Bansur	843	None of the Above	None of the Above
Rajasthan	Banswara	86620	DHAN SINGH RAWAT	Bharatiya Janata Party
Rajasthan	Banswara	56559	ARJUN SINGH BAMANIYA	Indian National Congress
Rajasthan	Banswara	22916	RAJESH KATARA	Janata Dal  (United)
Rajasthan	Banswara	3950	DALICHAND	Independent
Rajasthan	Banswara	2503	KACHARU	Bahujan Samaj Party
Rajasthan	Banswara	5381	None of the Above	None of the Above
Rajasthan	Baran-atru	77087	RAMPAL	Bharatiya Janata Party
Rajasthan	Baran-atru	56487	PANACHAND MEGHWAL	Indian National Congress
Rajasthan	Baran-atru	5525	LAXMAN KUMAR	National People’s Party
Rajasthan	Baran-atru	2129	RAJENDRA KUMAR BAIRWA	Bharatiya Yuva Shakti
Rajasthan	Baran-atru	2127	CHATUR BHUJ MEGH	Bahujan Samaj Party
Rajasthan	Baran-atru	2875	None of the Above	None of the Above
Rajasthan	Bari	53482	GIRRAJ SINGH	Indian National Congress
Rajasthan	Bari	50681	JASWANT	Bharatiya Janata Party
Rajasthan	Bari	38071	DAULATRAM	Bahujan Samaj Party
Rajasthan	Bari	1473	RAKESH	Independent
Rajasthan	Bari	830	SALIM	Independent
Rajasthan	Bari	615	NARESH	Bharatiya Yuva Shakti
Rajasthan	Bari	453	SUMIT SHARMA	National People’s Party
Rajasthan	Bari	318	VIJAY BABU	Bahujan Sangharshh Dal
Rajasthan	Bari	248	RAMSINGH	National Unionist Zamindara Party
Rajasthan	Bari	203	RAMNIWAS	Jago Party
Rajasthan	Bari	164	MURARI LAL	Samajwadi Party
Rajasthan	Bari	1714	None of the Above	None of the Above
Rajasthan	Bari sadri	90161	GAUTAM KUMAR	Bharatiya Janata Party
Rajasthan	Bari sadri	72900	PRAKASH CHAND CHAUDHARY	Indian National Congress
Rajasthan	Bari sadri	2942	MATHARA LAL MEGHWAL	Independent
Rajasthan	Bari sadri	2236	RADHESHYAM MEGHWAL	Bahujan Samaj Party
Rajasthan	Bari sadri	1343	ARCHANA MEENA	National People’s Party
Rajasthan	Bari sadri	823	NARAYAN LAL MEENA	Independent
Rajasthan	Bari sadri	450	NATHU LAL	Independent
Rajasthan	Bari sadri	396	GULAB CHAND	Independent
Rajasthan	Bari sadri	347	MADAN LAL	Shivsena
Rajasthan	Bari sadri	312	SANJAY KUMAR	Samajwadi Party
Rajasthan	Bari sadri	222	DORAN KHAN	Janata Dal  (United)
Rajasthan	Bari sadri	6393	None of the Above	None of the Above
Rajasthan	Barmer	63955	MEWARAM JAIN	Indian National Congress
Rajasthan	Barmer	58042	DR. PRIYANKA CHOWDHARY	Bharatiya Janata Party
Rajasthan	Barmer	19518	DR. MRADU REKHA CHOUDHARY	Independent
Rajasthan	Barmer	2279	SHANKERLAL	Independent
Rajasthan	Barmer	2249	MADAN MOHAN	Bharatiya Yuva Shakti
Rajasthan	Barmer	2221	SHAPHI MOHAMMAD	Independent
Rajasthan	Barmer	1921	CHANDRA PRAKASH	Bahujan Samaj Party
Rajasthan	Barmer	1557	NANAK DAS DHARIWAL	Communist Party of India
Rajasthan	Barmer	1412	HARISH CHANDAK	Independent
Rajasthan	Barmer	1059	BHAWANI SINGH	Independent
Rajasthan	Barmer	684	LAL CHAND GODARA	Jago Party
Rajasthan	Barmer	595	BANA RAM DARGI	Independent
Rajasthan	Barmer	443	HUKMICHAND LOONIYA	Shivsena
Rajasthan	Barmer	2633	None of the Above	None of the Above
Rajasthan	Baseri	38678	RANI SILOTIA	Bharatiya Janata Party
Rajasthan	Baseri	32930	CHHITARIA	National People’s Party
Rajasthan	Baseri	19832	OM PRAKASH	Indian National Congress
Rajasthan	Baseri	4471	RAMJI LAL	Bahujan Samaj Party
Rajasthan	Baseri	3105	DWARIKA	Independent
Rajasthan	Baseri	844	HAJARI LAL	Jago Party
Rajasthan	Baseri	698	SHRILAL KHARE	Samajwadi Party
Rajasthan	Baseri	694	POP SINGH	Bharatiya Yuva Shakti
Rajasthan	Baseri	628	SHREEKRISHAN	National Unionist Zamindara Party
Rajasthan	Baseri	449	RAM PAL	Bahujan Sangharshh Dal
Rajasthan	Baseri	329	SHIVLAL	Bharatiya Bahujan Party
Rajasthan	Baseri	220	MOHAN SINGH	Indian Peoples Green Party
Rajasthan	Baseri	2277	None of the Above	None of the Above
Rajasthan	Bassi	48095	ANJU DEVI DHANKA	Independent
Rajasthan	Bassi	36756	AVANTI	National People’s Party
Rajasthan	Bassi	29703	LAXMAN	Indian National Congress
Rajasthan	Bassi	17818	KANHAIYA LAL	Bharatiya Janata Party
Rajasthan	Bassi	2482	BHARAT HOTLA	Independent
Rajasthan	Bassi	2363	LADU RAM HOTLA	Independent
Rajasthan	Bassi	1292	HARI SINGH VARMA	Independent
Rajasthan	Bassi	1125	RAMCHANDRA MEENA	Independent
Rajasthan	Bassi	709	SURESH CHAND DHANKA	Independent
Rajasthan	Bassi	611	DINESH KUMAR MEENA	Bahujan Samaj Party
Rajasthan	Bassi	378	MAN SINGH MEENA	Independent
Rajasthan	Bassi	372	RAMESH KUMAR HOTLA	Independent
Rajasthan	Bassi	2192	None of the Above	None of the Above
Rajasthan	Bayana	43868	BACHCHU SINGH	Bharatiya Janata Party
Rajasthan	Bayana	38057	RITU BANAVAT	Independent
Rajasthan	Bayana	33748	NIRBHAY LAL	Indian National Congress
Rajasthan	Bayana	21005	MUNNI DEVI	Bahujan Samaj Party
Rajasthan	Bayana	1440	NARESH	Independent
Rajasthan	Bayana	872	RAVINDRA KUMAR	Independent
Rajasthan	Bayana	703	RAMRATAN	Bharatiya Yuva Shakti
Rajasthan	Bayana	653	BHAGVANSINGH	Samajwadi Party
Rajasthan	Bayana	380	RAMNIWAS	Rajasthan Vikas Party
Rajasthan	Bayana	278	YADRAM	Bharatiya Bahujan Party
Rajasthan	Bayana	1928	None of the Above	None of the Above
Rajasthan	Baytoo	73097	KAILASH CHOUDHARY	Bharatiya Janata Party
Rajasthan	Baytoo	59123	COLONEL SONA RAM	Indian National Congress
Rajasthan	Baytoo	3499	SHIVA RAM	Bahujan Samaj Party
Rajasthan	Baytoo	2379	RAHAMTULLAH KHAN	Bharatiya Yuva Shakti
Rajasthan	Baytoo	1926	NARAYAN RAM	Jago Party
Rajasthan	Baytoo	1395	HEERA-RAM	Bahujan Sangharshh Dal
Rajasthan	Baytoo	3071	None of the Above	None of the Above
Rajasthan	Beawar	80574	SHANKAR SINGH	Bharatiya Janata Party
Rajasthan	Beawar	37665	MANOJ CHAUHAN	Indian National Congress
Rajasthan	Beawar	12390	PAPPU	Independent
Rajasthan	Beawar	7129	DEVI SHANKAR	Independent
Rajasthan	Beawar	2160	OMPRAKASH	Communist Party of India
Rajasthan	Beawar	1557	TEJMAL JAIN	Independent
Rajasthan	Beawar	581	CHIMMAN LAL	Bahujan Samaj Party
Rajasthan	Beawar	2778	None of the Above	None of the Above
Rajasthan	Begun	84676	SURESH DHAKER	Bharatiya Janata Party
Rajasthan	Begun	63378	RAJENDRA SINGH BIDHURI	Indian National Congress
Rajasthan	Begun	19837	JITENDRA SINGH RATHORE	Independent
Rajasthan	Begun	4339	SURESH KUMAR SHARMA	Independent
Rajasthan	Begun	3650	MAMATA BAI	National People’s Party
Rajasthan	Begun	3185	BHAWANI SHANKAR	Independent
Rajasthan	Begun	2737	PRAKASH CHANDRA DHAKER	Communist Party of India
Rajasthan	Begun	1008	PRABHULAL MEHAR	Bahujan Samaj Party
Rajasthan	Begun	998	OM PRAKASH VAISHNAV	Independent
Rajasthan	Begun	677	MEETHALAL	Bharatiya Yuva Shakti
Rajasthan	Begun	617	VIJENDRA JOSHI	Jago Party
Rajasthan	Begun	444	R.C. PANCHOLI	Independent
Rajasthan	Begun	413	LAXMAN LAL AHEER	Samajwadi Party
Rajasthan	Begun	4280	None of the Above	None of the Above
Rajasthan	Behror	53835	DR. JASWANT SINGH YADAV	Bharatiya Janata Party
Rajasthan	Behror	35250	BALJEET YADAV (BATKHANI)	Independent
Rajasthan	Behror	33022	DR. RAM CHANDRA YADAV	Independent
Rajasthan	Behror	13024	SITARAM YADAV	Indian National Congress
Rajasthan	Behror	1276	JAGDISH	Bahujan Samaj Party
Rajasthan	Behror	1267	LAKHMEE CHAND YADAV	Independent
Rajasthan	Behror	1193	SHYAM LAL RATHI	Independent
Rajasthan	Behror	826	BALJEET SINGH YADAV	Independent
Rajasthan	Behror	562	GOKAL CHAND	Independent
Rajasthan	Behror	526	DHONKAL RAM	Independent
Rajasthan	Behror	464	MAHENDAR SINGH YADAV	Samajwadi Party
Rajasthan	Behror	418	NARESH YOGI	Jago Party
Rajasthan	Behror	392	RAMAVATAR SHARMA	Independent
Rajasthan	Behror	294	VIVEK KUMAR	Independent
Rajasthan	Behror	148	SUDHEER KUMAR YADAV	Indian Peoples Green Party
Rajasthan	Behror	688	None of the Above	None of the Above
Rajasthan	Bhadra	65040	SANJEEV KUMAR	Bharatiya Janata Party
Rajasthan	Bhadra	38552	BALWAN SINGH POONIA	Communist Party of India  (Marxist)
Rajasthan	Bhadra	33666	SUKHDEV SINGH	Bahujan Samaj Party
Rajasthan	Bhadra	16720	HAZY DAUD	Independent
Rajasthan	Bhadra	11680	JAIDEEP	Indian National Congress
Rajasthan	Bhadra	5653	SANDEEP	Independent
Rajasthan	Bhadra	3666	SARITA CHAUDHARY	Independent
Rajasthan	Bhadra	1668	SURYA PRAKASH	Independent
Rajasthan	Bhadra	904	SATAVIR DHAYAL	National Unionist Zamindara Party
Rajasthan	Bhadra	848	LILURAM	Independent
Rajasthan	Bhadra	835	GYAN SINGH	Independent
Rajasthan	Bhadra	676	SATVEER SINGH	National People’s Party
Rajasthan	Bhadra	626	PARTAP SINGH	Rashtriya Lok Dal
Rajasthan	Bhadra	601	RAMPAL	Bharat Nav Nirman Party
Rajasthan	Bhadra	582	BHAN SINGH	Bharatiya Sant Mat Party
Rajasthan	Bhadra	421	PRADEEP KUMAR	Jago Party
Rajasthan	Bhadra	284	SHER SINGH	Bharatiya Bahujan Party
Rajasthan	Bhadra	255	MASUD	National Loktantrik Party
Rajasthan	Bhadra	212	VIJENDER SINGH	Rajasthan Vikas Party
Rajasthan	Bhadra	882	None of the Above	None of the Above
Rajasthan	Bharatpur	57515	VIJAY BANSAL (PAPPU BANDA)	Bharatiya Janata Party
Rajasthan	Bharatpur	34821	DALVEER SINGH	Bahujan Samaj Party
Rajasthan	Bharatpur	32185	GIRDHARI TIWARI (NETAJI)	Independent
Rajasthan	Bharatpur	14616	MAHENDRA TIWARI	Indian National Congress
Rajasthan	Bharatpur	1607	RAGHVENDRA SINGH	Independent
Rajasthan	Bharatpur	1198	SANJAY KASHMIRIYA	Independent
Rajasthan	Bharatpur	916	SHISHIR KUMAR (GIRDHAR PANDIT)	Samajwadi Party
Rajasthan	Bharatpur	903	LAKHAN SINGH	Independent
Rajasthan	Bharatpur	598	ANITA	Jago Party
Rajasthan	Bharatpur	558	UMMED SINGH	Nationalist Congress Party
Rajasthan	Bharatpur	557	MANOJ DIXIT MALOUNI	Independent
Rajasthan	Bharatpur	444	ANIL	Independent
Rajasthan	Bharatpur	305	DEVENDRA	Independent
Rajasthan	Bharatpur	218	JITENDRA	National People’s Party
Rajasthan	Bharatpur	176	KHEM CHAND	Bharatiya Yuva Shakti
Rajasthan	Bharatpur	1102	None of the Above	None of the Above
Rajasthan	Bhilwara	91582	VITTHAL SHANKAR AVASTHI	Bharatiya Janata Party
Rajasthan	Bhilwara	45466	RAMPAL SONI	Indian National Congress
Rajasthan	Bhilwara	790	SUKHMAL CHOUDHARY	Independent
Rajasthan	Bhilwara	589	BANSHI LAL	Bharatiya Yuva Shakti
Rajasthan	Bhilwara	399	RAM NIVAS JAGETIYA	Jago Party
Rajasthan	Bhilwara	311	NAVEEN JOSHI	Independent
Rajasthan	Bhilwara	192	M0INUDDIN BISAYATI	Indian Union Muslim League
Rajasthan	Bhilwara	184	SHIV PRASAD SHARMA	National People’s Party
Rajasthan	Bhilwara	1897	None of the Above	None of the Above
Rajasthan	Bhim	62550	HARI SINGH RAWAT (PANNA SINGH)	Bharatiya Janata Party
Rajasthan	Bhim	44099	LAKSHMAN SINGH RAWAT (FATEH SINGH)	Independent
Rajasthan	Bhim	7326	GOPAL SINGH RAWAT P.T.I.	Indian National Congress
Rajasthan	Bhim	2017	SURESH KUMAR  DERASARIA	Independent
Rajasthan	Bhim	1921	LAXMAN SINGH RAWAT (DUD SINGH RAWAT)	Independent
Rajasthan	Bhim	1509	AJMAL SINGH RAWAT	National People’s Party
Rajasthan	Bhim	1386	DEVI  LAL  NAGODA	Bahujan Samaj Party
Rajasthan	Bhim	1182	HARI SINGH RAWAT (JALAM SINGH)	Communist Party of India
Rajasthan	Bhim	1082	KAILASH CHANDRA POKHARNA	Independent
Rajasthan	Bhim	1007	GOPALSINGH RAWAT	Nationalist Congress Party
Rajasthan	Bhim	757	GOPAL SINGH	Independent
Rajasthan	Bhim	555	KHIMA RAM SALVI	Independent
Rajasthan	Bhim	439	MOHAN SINGH	Jago Party
Rajasthan	Bhim	2600	None of the Above	None of the Above
Rajasthan	Bhinmal	93141	POORA RAM CHOUDHARY	Bharatiya Janata Party
Rajasthan	Bhinmal	52950	UM SINGH	Indian National Congress
Rajasthan	Bhinmal	3878	SHER KHAN	Independent
Rajasthan	Bhinmal	2356	SAMELARAM	Bahujan Samaj Party
Rajasthan	Bhinmal	1271	LABU	Independent
Rajasthan	Bhinmal	908	MOOL CHAND	Independent
Rajasthan	Bhinmal	532	KRISHAN KUMAR RAJPUROHIT	Independent
Rajasthan	Bhinmal	471	PEER SINGH	Independent
Rajasthan	Bhinmal	423	UMMED SINGH	awami aamjan party
Rajasthan	Bhinmal	419	DEVI SINGH GHASERI	Independent
Rajasthan	Bhinmal	390	CHHAGANA RAM BAGARI	Independent
Rajasthan	Bhinmal	371	PURA RAM	Shivsena
Rajasthan	Bhinmal	314	SUKARAM	Megh Desham Party
Rajasthan	Bhinmal	179	MUKESH SUNDESHA	National People’s Party
Rajasthan	Bhinmal	5667	None of the Above	None of the Above
Rajasthan	Bhopalgarh	88521	KAMASA	Bharatiya Janata Party
Rajasthan	Bhopalgarh	52711	OMPRAKASH	Indian National Congress
Rajasthan	Bhopalgarh	3899	JAGA RAM	Bahujan Samaj Party
Rajasthan	Bhopalgarh	2338	ALLARAM	Independent
Rajasthan	Bhopalgarh	1773	SHANTAKUMARI	Independent
Rajasthan	Bhopalgarh	1074	BEERA RAM	Independent
Rajasthan	Bhopalgarh	996	SARWAN RAM	National People’s Party
Rajasthan	Bhopalgarh	648	LEKHRAJ	Jago Party
Rajasthan	Bhopalgarh	2666	None of the Above	None of the Above
Rajasthan	Bikaner East	77839	SIDDHI KUMARI	Bharatiya Janata Party
Rajasthan	Bikaner East	46162	GOPAL LAL GAHLOT	Indian National Congress
Rajasthan	Bikaner East	1835	YASMEEN KOHARI	National Unionist Zamindara Party
Rajasthan	Bikaner East	1106	MUKHATYAR	Bahujan Samaj Party
Rajasthan	Bikaner East	605	KRISHAN NARAYAN SHARMA	National People’s Party
Rajasthan	Bikaner East	542	VINOD TANWAR	Jago Party
Rajasthan	Bikaner East	487	SWAROOP	Independent
Rajasthan	Bikaner East	350	YAKUB ALI BHATI	Independent
Rajasthan	Bikaner East	265	MANGAL CHAND PRAJAPAT	Independent
Rajasthan	Bikaner East	265	RAM KISHAN GOITAN (SONI)	Independent
Rajasthan	Bikaner East	220	HANUT SINGH BHATI (KALYANSAR)	Independent
Rajasthan	Bikaner East	176	MANOJ KUMAR TIWARI	Samajwadi Party
Rajasthan	Bikaner East	160	BHARAT NANDA	Independent
Rajasthan	Bikaner East	143	KAILASH BAKOLIYA	Independent
Rajasthan	Bikaner East	116	DEVRAJ BHATI	Independent
Rajasthan	Bikaner East	2187	None of the Above	None of the Above
Rajasthan	Bikaner West	65129	GOPAL KRISHAN	Bharatiya Janata Party
Rajasthan	Bikaner West	58705	BULAKI DAS	Indian National Congress
Rajasthan	Bikaner West	1078	SURENDRA SINGH	Independent
Rajasthan	Bikaner West	890	MOHAMMD FARUKH	Bahujan Samaj Party
Rajasthan	Bikaner West	750	RAJ KUMAR GUPTA	National Unionist Zamindara Party
Rajasthan	Bikaner West	342	MOHD. SULEMAN	Independent
Rajasthan	Bikaner West	341	BHAWANI SHANKAR UPADHYAY	Shivsena
Rajasthan	Bikaner West	269	NARSINGH	Independent
Rajasthan	Bikaner West	257	NAVDEEP UPADHAYAY	Independent
Rajasthan	Bikaner West	219	KEDAR	Independent
Rajasthan	Bikaner West	194	MUKESH KHANKHARA	Independent
Rajasthan	Bikaner West	179	MANJUR ALI	Lok Jan Shakti Party
Rajasthan	Bikaner West	167	BHARAT NANDA	Independent
Rajasthan	Bikaner West	2121	None of the Above	None of the Above
Rajasthan	Bilara	94743	ARJUNLAL	Bharatiya Janata Party
Rajasthan	Bilara	58802	HEERARAM	Indian National Congress
Rajasthan	Bilara	2125	SHYAMLAL	Bahujan Samaj Party
Rajasthan	Bilara	1172	PUKHRAJ	National People’s Party
Rajasthan	Bilara	2488	None of the Above	None of the Above
Rajasthan	Bundi	91142	ASHOK DOGRA	Bharatiya Janata Party
Rajasthan	Bundi	63506	MAMTA SHARMA	Indian National Congress
Rajasthan	Bundi	13552	BHARAT KUMAR	National People’s Party
Rajasthan	Bundi	3984	MOINUDEEN	SOCIAL DEMOCRATIC PARTY OF INDIA
Rajasthan	Bundi	2577	PREMSHANKAR	Independent
Rajasthan	Bundi	1964	RANJEET	Bahujan Samaj Party
Rajasthan	Bundi	886	MUKESH	Bharatiya Yuva Shakti
Rajasthan	Bundi	692	JAIPRAKASH	Janata Dal  (United)
Rajasthan	Bundi	4716	None of the Above	None of the Above
Rajasthan	Chaksu	53977	LAXMINARAIN	Bharatiya Janata Party
Rajasthan	Chaksu	41619	PRAKASH CHAND	Indian National Congress
Rajasthan	Chaksu	29417	ASHOK TANWAR	National People’s Party
Rajasthan	Chaksu	2524	SHRINARAYAN GOTHWAL	Independent
Rajasthan	Chaksu	2000	JAIKISHAN NAROLIYA	Independent
