"AC Name","State","male 18-19","female 18-19","others 18-19","total 18-19","gender roll ratio","electors with EPIC","EPIC percent","electors with photo","PER Percent","male above 18","female above 18","others above 18","total above 18"
"Keshoraipatan","Rajasthan",6940,6504,0,13444,"898 ","230173 ",99.00,"229893 ",99.00,121735,109375,0,231110
"Bundi","Rajasthan",5646,3826,0,9472,"929 ","247822 ",100.00,"247822 ",100.00,128474,119348,0,247822
"Pipalda","Rajasthan",3911,2893,0,6804,"903 ","178471 ",100.00,"178471 ",100.00,93792,84679,0,178471
"Sangod","Rajasthan",5671,6314,0,11985,"903 ","179363 ",99.00,"179313 ",99.00,94345,85233,0,179578
"Kota North","Rajasthan",4684,3423,0,8107,"921 ","228269 ",99.00,"228263 ",99.00,118817,109476,0,228293
"Kota South","Rajasthan",5170,4319,0,9489,"925 ","238074 ",99.00,"238074 ",99.00,123709,114396,0,238105
"Ladpura","Rajasthan",5945,3736,0,9681,"897 ","229262 ",100.00,"229262 ",100.00,120862,108400,0,229262
"Ramganj mandi","Rajasthan",4220,2239,0,6459,"891 ","194323 ",100.00,"194323 ",100.00,102777,91546,0,194323
"Anta","Rajasthan",4905,3435,0,8340,"918 ","187435 ",99.00,"186740 ",98.00,98504,90424,0,188928
"Kishanganj","Rajasthan",3925,2734,0,6659,"920 ","183166 ",99.00,"183166 ",99.00,95389,87800,0,183189
"Baran-atru","Rajasthan",5460,3532,0,8992,"916 ","203367 ",98.00,"202643 ",98.00,107434,98451,0,205885
"Chhabra","Rajasthan",6093,4071,0,10164,"889 ","198042 ",99.00,"197840 ",99.00,105027,93326,0,198353
"Dag","Rajasthan",8000,6562,0,14562,"940 ","217622 ",99.00,"216857 ",99.00,112664,105862,0,218526
"Jhalrapatan","Rajasthan",7665,5557,0,13222,"927 ","239551 ",99.00,"239342 ",99.00,124672,115521,0,240193
"Khanpur","Rajasthan",7833,6352,0,14185,"927 ","207656 ",99.00,"207471 ",99.00,108056,100190,0,208246
"Manohar thana","Rajasthan",5830,5521,0,11351,"926 ","215437 ",99.00,"215261 ",99.00,112065,103795,0,215860
"Yoksam-tashiding","Sikkim",203,172,0,375,"901 ","11393 ",100.00,"11393 ",100.00,5993,5400,0,11393
"Yangthang","Sikkim",190,175,0,365,"967 ","10848 ",100.00,"10848 ",100.00,5516,5332,0,10848
"Maneybung-dentam","Sikkim",282,206,0,488,"937 ","12203 ",100.00,"12203 ",100.00,6300,5903,0,12203
"Gyalshing-barnyak","Sikkim",194,132,0,326,"914 ","10320 ",100.00,"10320 ",100.00,5393,4927,0,10320
"Rinchenpong","Sikkim",275,236,0,511,"903 ","12415 ",100.00,"12415 ",100.00,6525,5890,0,12415
"Daramdin","Sikkim",269,227,0,496,"968 ","13269 ",100.00,"13269 ",100.00,6742,6527,0,13269
"Soreong-chakung","Sikkim",278,201,0,479,"955 ","13758 ",100.00,"13758 ",100.00,7037,6721,0,13758
"Salghari-zoom","Sikkim",196,143,0,339,"903 ","9422 ",100.00,"9422 ",100.00,4950,4472,0,9422
"Barfung","Sikkim",200,160,0,360,"921 ","12156 ",100.00,"12156 ",100.00,6328,5828,0,12156
"Poklok-kamrang","Sikkim",221,184,0,405,"948 ","13222 ",100.00,"13222 ",100.00,6789,6433,0,13222
"Namchi-singhithang","Sikkim",174,140,0,314,"1014 ","10628 ",100.00,"10628 ",100.00,5277,5351,0,10628
"Melli","Sikkim",215,194,0,409,"983 ","13159 ",100.00,"13159 ",100.00,6636,6523,0,13159
"Namthang-rateypani","Sikkim",228,193,0,421,"983 ","12997 ",100.00,"12997 ",100.00,6555,6442,0,12997
"Temi-namphing","Sikkim",207,141,0,348,"973 ","12030 ",100.00,"12030 ",100.00,6098,5932,0,12030
"Rangang-yangang","Sikkim",213,178,0,391,"929 ","11583 ",100.00,"11583 ",100.00,6006,5577,0,11583
"Tumen-lingi","Sikkim",283,244,0,527,"964 ","13315 ",100.00,"13315 ",100.00,6780,6535,0,13315
"Khamdong-singtam","Sikkim",198,179,0,377,"913 ","11152 ",100.00,"11152 ",100.00,5830,5322,0,11152
"West pendam","Sikkim",233,199,0,432,"901 ","11987 ",100.00,"11987 ",100.00,6307,5680,0,11987
"Rhenock","Sikkim",269,219,0,488,"938 ","14957 ",100.00,"14957 ",100.00,7718,7239,0,14957
"Chujachen","Sikkim",214,146,0,360,"965 ","15018 ",100.00,"15018 ",100.00,7642,7376,0,15018
"Gnathang-machong","Sikkim",187,180,0,367,"959 ","9865 ",100.00,"9865 ",100.00,5037,4828,0,9865
"Namcheybung","Sikkim",210,164,0,374,"948 ","12604 ",100.00,"12604 ",100.00,6469,6135,0,12604
"Shyari","Sikkim",199,145,0,344,"949 ","12069 ",100.00,"12069 ",100.00,6192,5877,0,12069
"Martam-rumtek","Sikkim",277,242,0,519,"982 ","14177 ",100.00,"14177 ",100.00,7152,7025,0,14177
"Upper tadong","Sikkim",129,108,0,237,"1001 ","8696 ",100.00,"8696 ",100.00,4345,4351,0,8696
"Arithang","Sikkim",135,100,0,235,"895 ","9030 ",100.00,"9030 ",100.00,4764,4266,0,9030
"Gangtok","Sikkim",90,79,0,169,"891 ","9733 ",100.00,"9733 ",100.00,5147,4586,0,9733
"Upper burtuk","Sikkim",153,176,0,329,"978 ","12039 ",100.00,"12039 ",100.00,6087,5952,0,12039
"Kabi lungchuk","Sikkim",184,175,0,359,"1039 ","10776 ",100.00,"10776 ",100.00,5286,5490,0,10776
"Djongu","Sikkim",166,151,0,317,"1055 ","7994 ",100.00,"7994 ",100.00,3890,4104,0,7994
"Lachen mangan","Sikkim",93,110,0,203,"1067 ","6652 ",100.00,"6652 ",100.00,3218,3434,0,6652
"Sangha","Sikkim",51,0,0,51,"15 ","2859 ",100.00,"2859 ",100.00,2817,42,0,2859
"Gummidipoondi","Tamil Nadu",3519,2351,2,5872,"1020 ","238653 ",100.00,"238653 ",100.00,118133,120489,31,238653
"Ponneri","Tamil Nadu",2475,1675,0,4150,"1001 ","222072 ",100.00,"222072 ",100.00,110932,111085,55,222072
"Tiruttani","Tamil Nadu",3679,2574,0,6253,"1017 ","254401 ",100.00,"254401 ",100.00,126091,128292,18,254401
"Thiruvallur","Tamil Nadu",2652,1919,0,4571,"1011 ","228087 ",100.00,"228087 ",100.00,113418,114655,14,228087
"Poonamallee","Tamil Nadu",3436,2385,0,5821,"995 ","274187 ",100.00,"274187 ",100.00,137436,136715,36,274187
"Avadi","Tamil Nadu",4003,2955,3,6961,"975 ","343466 ",100.00,"343466 ",100.00,173845,169566,55,343466
"Maduravoyal","Tamil Nadu",3235,2599,3,5837,"957 ","332639 ",100.00,"332639 ",100.00,169980,162589,70,332639
"Ambattur","Tamil Nadu",2692,1992,3,4687,"961 ","298608 ",100.00,"298608 ",100.00,152238,146316,54,298608
"Madavaram","Tamil Nadu",3786,2676,0,6462,"985 ","343598 ",100.00,"343598 ",100.00,173102,170436,60,343598
"Thiruvottiyur","Tamil Nadu",3010,2257,1,5268,"988 ","255480 ",100.00,"255480 ",100.00,128490,126942,48,255480
"Dr.Radhakrishnan Nagar","Tamil Nadu",6030,4847,8,10885,"1020 ","225648 ",100.00,"225648 ",100.00,111649,113931,68,225648
"Perambur","Tamil Nadu",2872,2135,0,5007,"1006 ","259861 ",100.00,"259861 ",100.00,129557,130277,27,259861
"Kolathur","Tamil Nadu",2225,1869,1,4095,"1012 ","244229 ",100.00,"244229 ",100.00,121339,122842,48,244229
"Villivakkam","Tamil Nadu",4667,3843,5,8515,"1016 ","229661 ",100.00,"229661 ",100.00,113899,115725,37,229661
"Thiru-Vi-Ka-Nagar","Tamil Nadu",2098,1669,0,3767,"1029 ","210072 ",100.00,"210072 ",100.00,103514,106540,18,210072
"Egmore","Tamil Nadu",1706,1442,0,3148,"1007 ","178793 ",100.00,"178793 ",100.00,89070,89705,18,178793
"Royapuram","Tamil Nadu",1925,1587,0,3512,"1014 ","182045 ",100.00,"182045 ",100.00,90355,91661,29,182045
"Harbour","Tamil Nadu",1592,1133,0,2725,"901 ","173645 ",100.00,"173645 ",100.00,91328,82268,49,173645
"Chepauk-Thiruvallikeni","Tamil Nadu",2087,1747,0,3834,"1012 ","211532 ",100.00,"211532 ",100.00,105129,106393,10,211532
"Thousand Lights","Tamil Nadu",1947,1791,3,3741,"1020 ","224831 ",100.00,"224831 ",100.00,111259,113500,72,224831
"Anna Nagar","Tamil Nadu",2547,2227,0,4774,"1009 ","261789 ",100.00,"261789 ",100.00,130284,131464,41,261789
"Virugampakkam","Tamil Nadu",2365,1929,3,4297,"977 ","255651 ",100.00,"255651 ",100.00,129276,126328,47,255651
"Saidapet","Tamil Nadu",2871,2319,2,5192,"1005 ","255180 ",100.00,"255180 ",100.00,127268,127846,66,255180
"Thiyagarayanagar","Tamil Nadu",1917,1763,0,3680,"1000 ","220141 ",100.00,"220141 ",100.00,110059,110046,36,220141
"Mylapore","Tamil Nadu",2110,1727,1,3838,"1044 ","239525 ",100.00,"239525 ",100.00,117191,122306,28,239525
"Velachery","Tamil Nadu",2039,1668,0,3707,"998 ","263596 ",100.00,"263596 ",100.00,131899,131629,68,263596
"Shozhinganallur","Tamil Nadu",4311,3461,0,7772,"972 ","480894 ",100.00,"480894 ",100.00,243855,236993,46,480894
"Alandur","Tamil Nadu",2888,2111,0,4999,"988 ","297631 ",100.00,"297631 ",100.00,149705,147914,12,297631
"Sriperumbudur","Tamil Nadu",3449,2422,0,5871,"1014 ","253681 ",100.00,"253681 ",100.00,125952,127707,22,253681
"Pallavaram","Tamil Nadu",3310,2549,0,5859,"987 ","349440 ",100.00,"349440 ",100.00,175840,173570,30,349440
"Tambaram","Tamil Nadu",2800,2264,0,5064,"984 ","323505 ",100.00,"323505 ",100.00,163060,160405,40,323505
"Chengalpattu","Tamil Nadu",3304,2483,0,5787,"996 ","323369 ",100.00,"323369 ",100.00,161951,161352,66,323369
"Thiruporur","Tamil Nadu",2850,1909,0,4759,"987 ","224293 ",100.00,"224293 ",100.00,112888,111393,12,224293
"Cheyyur","Tamil Nadu",2664,1683,0,4347,"984 ","193411 ",100.00,"193411 ",100.00,97497,95892,22,193411
"Madurantakam","Tamil Nadu",2861,2216,0,5077,"1029 ","204220 ",100.00,"204220 ",100.00,100641,103564,15,204220
"Uthiramerur","Tamil Nadu",3486,2674,0,6160,"1014 ","224310 ",100.00,"224310 ",100.00,111377,112911,22,224310
"Kancheepuram","Tamil Nadu",4089,3142,0,7231,"1024 ","271788 ",100.00,"271788 ",100.00,134276,137494,18,271788
"Arakkonam","Tamil Nadu",2563,1814,0,4377,"1023 ","205752 ",100.00,"205752 ",100.00,101697,104047,8,205752
"Sholingur","Tamil Nadu",3605,2567,0,6172,"1009 ","241203 ",100.00,"241203 ",100.00,120040,121163,0,241203
"Katpadi","Tamil Nadu",2777,2047,0,4824,"1036 ","212774 ",100.00,"212774 ",100.00,104482,108279,13,212774
"Ranipet","Tamil Nadu",3433,2620,0,6053,"1033 ","229351 ",100.00,"229351 ",100.00,112826,116525,0,229351
"Arcot","Tamil Nadu",3479,2782,0,6261,"1032 ","232174 ",100.00,"232174 ",100.00,114263,117910,1,232174
"Vellore","Tamil Nadu",2201,1718,0,3919,"1033 ","226424 ",100.00,"226424 ",100.00,111384,115030,10,226424
"Anaikattu","Tamil Nadu",2549,1780,0,4329,"1024 ","213356 ",100.00,"213356 ",100.00,105404,107951,1,213356
"Kilvaithinankuppam","Tamil Nadu",2647,1836,0,4483,"1005 ","192095 ",100.00,"192095 ",100.00,95812,96282,1,192095
"Gudiyattam","Tamil Nadu",3294,2319,0,5613,"1020 ","240792 ",100.00,"240792 ",100.00,119232,121560,0,240792
"Vaniyambadi","Tamil Nadu",3292,2266,0,5558,"989 ","209125 ",100.00,"209125 ",100.00,105137,103987,1,209125
"Ambur","Tamil Nadu",2690,1877,0,4567,"1024 ","198623 ",100.00,"198623 ",100.00,98123,100499,1,198623
"Jolarpet","Tamil Nadu",3396,2256,0,5652,"1000 ","215327 ",100.00,"215327 ",100.00,107690,107637,0,215327
"Tirupattur","Tamil Nadu",3318,2297,0,5615,"995 ","212255 ",100.00,"212255 ",100.00,106390,105855,10,212255
"Uthangarai","Tamil Nadu",3851,2679,6,6536,"971 ","206593 ",100.00,"206593 ",100.00,104818,101749,26,206593
"Bargur","Tamil Nadu",3637,2810,4,6451,"985 ","217094 ",100.00,"217094 ",100.00,109386,107698,10,217094
"Krishnagiri","Tamil Nadu",3920,2945,0,6865,"1014 ","231016 ",100.00,"231016 ",100.00,114675,116313,28,231016
"Veppanahalli","Tamil Nadu",3696,2384,0,6080,"940 ","215384 ",100.00,"215384 ",100.00,111012,104365,7,215384
"Hosur","Tamil Nadu",3563,2653,4,6220,"918 ","267906 ",100.00,"267906 ",100.00,139655,128212,39,267906
"Thalli","Tamil Nadu",2946,1964,0,4910,"922 ","214580 ",100.00,"214580 ",100.00,111617,102960,3,214580
"Palacode","Tamil Nadu",3712,2287,0,5999,"935 ","197063 ",100.00,"197063 ",100.00,101855,95207,1,197063
"Pennagaram","Tamil Nadu",4045,2300,0,6345,"920 ","210954 ",100.00,"210954 ",100.00,109883,101071,0,210954
"Dharmapuri","Tamil Nadu",4414,3049,0,7463,"961 ","233285 ",100.00,"233285 ",100.00,118956,114281,48,233285
"Pappireddippatti","Tamil Nadu",4109,2678,0,6787,"965 ","231915 ",100.00,"231915 ",100.00,118043,113871,1,231915
"Harur","Tamil Nadu",3333,2178,0,5511,"957 ","211528 ",100.00,"211528 ",100.00,108061,103465,2,211528
"Chengam","Tamil Nadu",3306,2215,0,5521,"989 ","232413 ",100.00,"232413 ",100.00,116843,115570,0,232413
"Tiruvannamalai","Tamil Nadu",3412,2753,1,6166,"1037 ","240016 ",100.00,"240016 ",100.00,117809,122195,12,240016
"Kilpennathur","Tamil Nadu",3289,2436,0,5725,"1010 ","225304 ",100.00,"225304 ",100.00,112109,113194,1,225304
"Kalasapakkam","Tamil Nadu",3334,2118,0,5452,"996 ","206409 ",100.00,"206409 ",100.00,103420,102989,0,206409
"Polur","Tamil Nadu",3635,2309,0,5944,"998 ","216334 ",100.00,"216334 ",100.00,108296,108038,0,216334
"Arani","Tamil Nadu",3890,2918,0,6808,"1034 ","239929 ",100.00,"239929 ",100.00,117970,121959,0,239929
"Cheyyar","Tamil Nadu",3976,3079,0,7055,"1010 ","232318 ",100.00,"232318 ",100.00,115601,116717,0,232318
"Vandavasi","Tamil Nadu",3272,2400,0,5672,"987 ","216422 ",100.00,"216422 ",100.00,108898,107524,0,216422
"Gingee","Tamil Nadu",3169,2779,2,5950,"1004 ","239471 ",100.00,"239471 ",100.00,119496,119955,20,239471
"Mailam","Tamil Nadu",3061,2241,0,5302,"980 ","203680 ",100.00,"203680 ",100.00,102876,100791,13,203680
"Tindivanam","Tamil Nadu",3035,2255,1,5291,"1013 ","212646 ",100.00,"212646 ",100.00,105647,106989,10,212646
"Vanur","Tamil Nadu",2919,2077,1,4997,"1013 ","214685 ",100.00,"214685 ",100.00,106626,108045,14,214685
"Villupuram","Tamil Nadu",3449,2694,0,6143,"1029 ","241942 ",100.00,"241942 ",100.00,119230,122677,35,241942
"Vikravandi","Tamil Nadu",3221,2346,1,5568,"993 ","211882 ",100.00,"211882 ",100.00,106311,105557,14,211882
"Tirukkoyilur","Tamil Nadu",3589,2614,1,6204,"964 ","225049 ",100.00,"225049 ",100.00,114605,110422,22,225049
"Ulundurpettai","Tamil Nadu",4626,3157,2,7785,"966 ","262131 ",100.00,"262131 ",100.00,133334,128771,26,262131
"Rishivandiyam","Tamil Nadu",3594,2373,8,5975,"946 ","233694 ",100.00,"233694 ",100.00,120052,113589,53,233694
"Sankarapuram","Tamil Nadu",3626,2669,7,6302,"982 ","236857 ",100.00,"236857 ",100.00,119492,117337,28,236857
"Kallakurichi","Tamil Nadu",4250,3202,3,7455,"978 ","251168 ",100.00,"251168 ",100.00,126964,124183,21,251168
"Gangavalli","Tamil Nadu",2762,2026,1,4789,"1026 ","207307 ",100.00,"207307 ",100.00,102319,104972,16,207307
"Attur","Tamil Nadu",2820,2162,0,4982,"1033 ","218237 ",100.00,"218237 ",100.00,107330,110901,6,218237
"Yercaud","Tamil Nadu",3835,2709,1,6545,"1011 ","242912 ",100.00,"242912 ",100.00,120764,122141,7,242912
"Omalur","Tamil Nadu",3601,2041,1,5643,"918 ","247249 ",100.00,"247249 ",100.00,128916,118317,16,247249
"Mettur","Tamil Nadu",3245,2076,0,5321,"945 ","245289 ",100.00,"245289 ",100.00,126077,119188,24,245289
"Edappadi","Tamil Nadu",3430,2109,1,5540,"943 ","247912 ",100.00,"247912 ",100.00,127558,120344,10,247912
"Sankari","Tamil Nadu",3298,2060,1,5359,"951 ","240126 ",100.00,"240126 ",100.00,123045,117050,31,240126
"Salem (West)","Tamil Nadu",3048,2126,2,5176,"973 ","249078 ",100.00,"249078 ",100.00,126229,122829,20,249078
"Salem (North)","Tamil Nadu",2894,2361,1,5256,"1014 ","248120 ",100.00,"248120 ",100.00,123167,124926,27,248120
"Salem (South)","Tamil Nadu",3389,2710,0,6099,"1010 ","249392 ",100.00,"249392 ",100.00,124039,125327,26,249392
"Veerapandi","Tamil Nadu",3497,2346,3,5846,"969 ","223893 ",100.00,"223893 ",100.00,113726,110155,12,223893
"Rasipuram","Tamil Nadu",2708,2007,0,4715,"1010 ","209227 ",100.00,"209227 ",100.00,104083,105143,1,209227
"Senthamangalam","Tamil Nadu",2566,1882,0,4448,"1017 ","220760 ",100.00,"220760 ",100.00,109450,111308,2,220760
"Namakkal","Tamil Nadu",2596,1886,0,4482,"1030 ","229513 ",100.00,"229513 ",100.00,113042,116451,20,229513
"Paramathi-Velur","Tamil Nadu",2430,1744,0,4174,"1041 ","199916 ",100.00,"199916 ",100.00,97949,101966,1,199916
"Tiruchengodu","Tamil Nadu",2605,1869,0,4474,"1019 ","205933 ",100.00,"205933 ",100.00,102008,103909,16,205933
"Kumarapalayam","Tamil Nadu",2458,1801,0,4259,"1008 ","216308 ",100.00,"216308 ",100.00,107735,108569,4,216308
"Erode (East)","Tamil Nadu",1794,1378,0,3172,"1010 ","199947 ",100.00,"199947 ",100.00,99493,100453,1,199947
"Erode (West)","Tamil Nadu",2192,1450,0,3642,"996 ","229679 ",100.00,"229679 ",100.00,115039,114612,28,229679
"Modakkurichi","Tamil Nadu",2026,1481,0,3507,"1036 ","210576 ",100.00,"210576 ",100.00,103418,107152,6,210576
"Dharapuram (SC)","Tamil Nadu",2334,1678,0,4012,"1009 ","226081 ",100.00,"226081 ",100.00,112512,113565,4,226081
"Kangayam","Tamil Nadu",2161,1574,0,3735,"1013 ","213823 ",100.00,"213823 ",100.00,106237,107573,13,213823
"Perundurai","Tamil Nadu",2407,1836,0,4243,"1011 ","198540 ",100.00,"198540 ",100.00,98726,99814,0,198540
"Bhavani","Tamil Nadu",2422,1740,3,4165,"983 ","217264 ",100.00,"217264 ",100.00,109549,107708,7,217264
"Anthiyur","Tamil Nadu",2046,1378,1,3425,"981 ","194491 ",100.00,"194491 ",100.00,98195,96292,4,194491
"Gobichettipalayam","Tamil Nadu",2435,1849,0,4284,"1016 ","232745 ",100.00,"232745 ",100.00,115430,117311,4,232745
"Bhavanisagar","Tamil Nadu",2434,1863,1,4298,"995 ","229259 ",100.00,"229259 ",100.00,114921,114332,6,229259
"Udhagamandalam","Tamil Nadu",1724,1326,0,3050,"1029 ","188808 ",100.00,"188808 ",100.00,93047,95761,0,188808
"Gudalur","Tamil Nadu",1944,1364,0,3308,"1008 ","167458 ",100.00,"167458 ",100.00,83403,84055,0,167458
"Coonoor","Tamil Nadu",1578,1252,0,2830,"1053 ","176863 ",100.00,"176863 ",100.00,86139,90724,0,176863
"Mettuppalayam","Tamil Nadu",2506,1861,0,4367,"1014 ","251649 ",100.00,"251649 ",100.00,124947,126696,6,251649
"Avanashi (SC)","Tamil Nadu",2284,1678,1,3963,"1003 ","227400 ",100.00,"227400 ",100.00,113500,113885,15,227400
"Tiruppur (North)","Tamil Nadu",2686,1836,1,4523,"920 ","279492 ",100.00,"279492 ",100.00,145575,133897,20,279492
"Tiruppur (South)","Tamil Nadu",2237,1587,0,3824,"934 ","216036 ",100.00,"216036 ",100.00,111705,104316,15,216036
"Palladam","Tamil Nadu",2449,1858,0,4307,"956 ","281643 ",100.00,"281643 ",100.00,143994,137642,7,281643
"Sulur","Tamil Nadu",2549,1891,0,4440,"1002 ","252759 ",100.00,"252759 ",100.00,126272,126487,0,252759
"Kavundampalayam","Tamil Nadu",3546,2833,0,6379,"979 ","362697 ",100.00,"362697 ",100.00,183298,179399,0,362697
"Coimbatore (North)","Tamil Nadu",2448,1982,0,4430,"973 ","268519 ",100.00,"268519 ",100.00,136088,132431,0,268519
"Thondamuthur","Tamil Nadu",2555,2027,0,4582,"989 ","263701 ",100.00,"263701 ",100.00,132578,131123,0,263701
"Coimbatore (South)","Tamil Nadu",1764,1488,1,3253,"991 ","221986 ",100.00,"221986 ",100.00,111486,110495,5,221986
"Singanallur","Tamil Nadu",2246,1840,0,4086,"978 ","265653 ",100.00,"265653 ",100.00,134312,131328,13,265653
"Kinathukadavu","Tamil Nadu",2808,2194,0,5002,"1004 ","260960 ",100.00,"260960 ",100.00,130194,130766,0,260960
"Pollachi","Tamil Nadu",2331,1965,0,4296,"1028 ","204223 ",100.00,"204223 ",100.00,100694,103528,1,204223
"Valparai","Tamil Nadu",2164,1563,0,3727,"1032 ","182905 ",100.00,"182905 ",100.00,90025,92879,1,182905
"Udumalaipettai","Tamil Nadu",2493,1904,2,4399,"1020 ","227755 ",100.00,"227755 ",100.00,112762,114987,6,227755
"Madathukulam","Tamil Nadu",2311,1742,2,4055,"1003 ","203192 ",100.00,"203192 ",100.00,101423,101764,5,203192
"Palani","Tamil Nadu",2617,1897,0,4514,"1000 ","238338 ",100.00,"238338 ",100.00,119145,119169,24,238338
"Oddanchatram","Tamil Nadu",2442,1744,2,4188,"1004 ","211581 ",100.00,"211581 ",100.00,105566,106011,4,211581
"Athoor","Tamil Nadu",3409,2528,0,5937,"1034 ","255505 ",100.00,"255505 ",100.00,125642,129853,10,255505
"Nilakkottai","Tamil Nadu",2795,2033,0,4828,"1000 ","202124 ",100.00,"202124 ",100.00,101045,101076,3,202124
"Natham","Tamil Nadu",3254,2446,4,5704,"1004 ","241217 ",100.00,"241217 ",100.00,120365,120820,32,241217
"Dindigul","Tamil Nadu",2765,2318,0,5083,"1027 ","225874 ",100.00,"225874 ",100.00,111429,114411,34,225874
"Vedasandur","Tamil Nadu",3177,2351,0,5528,"1007 ","236696 ",100.00,"236696 ",100.00,117909,118786,1,236696
"Aravakurichi","Tamil Nadu",2141,1694,0,3835,"1045 ","191134 ",100.00,"191134 ",100.00,93458,97676,0,191134
"Karur","Tamil Nadu",2861,2639,0,5500,"1078 ","220641 ",100.00,"220641 ",100.00,106185,114456,0,220641
"Krishnarayapuram","Tamil Nadu",2749,2077,0,4826,"1021 ","194096 ",100.00,"194096 ",100.00,96042,98029,25,194096
"Kulithalai","Tamil Nadu",2870,2014,0,4884,"1009 ","197494 ",100.00,"197494 ",100.00,98323,99170,1,197494
"Manapparai","Tamil Nadu",4066,3053,0,7119,"1005 ","250646 ",100.00,"250646 ",100.00,125038,125607,1,250646
"Srirangam","Tamil Nadu",3375,2597,0,5972,"1023 ","260437 ",100.00,"260437 ",100.00,128743,131681,13,260437
"Tiruchirappalli (West)","Tamil Nadu",2761,2296,0,5057,"1043 ","236589 ",100.00,"236589 ",100.00,115817,120767,5,236589
"Tiruchirappalli (East)","Tamil Nadu",2517,2262,0,4779,"1028 ","227323 ",100.00,"227323 ",100.00,112107,115193,23,227323
"Thiruverumbur","Tamil Nadu",2839,2249,1,5089,"998 ","249920 ",100.00,"249920 ",100.00,125079,124811,30,249920
"Lalgudi","Tamil Nadu",2377,1729,0,4106,"1026 ","191331 ",100.00,"191331 ",100.00,94449,96872,10,191331
"Manachanallur","Tamil Nadu",2726,2167,0,4893,"1027 ","208352 ",100.00,"208352 ",100.00,102802,105545,5,208352
"Musiri","Tamil Nadu",2824,2075,0,4899,"1019 ","206386 ",100.00,"206386 ",100.00,102215,104171,0,206386
"Thuraiyur","Tamil Nadu",2318,1806,0,4124,"1035 ","202204 ",100.00,"202204 ",100.00,99371,102833,0,202204
"Perambalur","Tamil Nadu",3488,2558,1,6047,"1035 ","256851 ",100.00,"256851 ",100.00,126225,130616,10,256851
"Kunnam","Tamil Nadu",3726,2624,2,6352,"1003 ","238302 ",100.00,"238302 ",100.00,118986,119301,15,238302
"Ariyalur","Tamil Nadu",3391,2163,0,5554,"997 ","233151 ",100.00,"233151 ",100.00,116748,116403,0,233151
"Jayankondam","Tamil Nadu",3752,2422,0,6174,"995 ","234435 ",100.00,"234435 ",100.00,117513,116922,0,234435
"Tittakudi (SC)","Tamil Nadu",3510,2668,0,6178,"992 ","194916 ",100.00,"194916 ",100.00,97844,97072,0,194916
"Vridhachalam","Tamil Nadu",3890,2426,0,6316,"967 ","216320 ",100.00,"216320 ",100.00,109997,106319,4,216320
"Neyveli","Tamil Nadu",3126,2165,3,5294,"964 ","187180 ",100.00,"187180 ",100.00,95300,91872,8,187180
"Panruti","Tamil Nadu",3137,2189,1,5327,"1011 ","212752 ",100.00,"212752 ",100.00,105769,106976,7,212752
"Cuddalore","Tamil Nadu",2999,2468,1,5468,"1033 ","209828 ",100.00,"209828 ",100.00,103212,106598,18,209828
"Kurinjipadi","Tamil Nadu",3407,2287,0,5694,"979 ","205957 ",100.00,"205957 ",100.00,104053,101903,1,205957
"Bhuvanagiri","Tamil Nadu",3357,2192,0,5549,"971 ","223779 ",100.00,"223779 ",100.00,113529,110250,0,223779
"Chidambaram","Tamil Nadu",3104,1870,0,4974,"1000 ","212138 ",100.00,"212138 ",100.00,106044,106093,1,212138
"Kattumannarkoil(SC)","Tamil Nadu",2885,1854,0,4739,"944 ","196879 ",100.00,"196879 ",100.00,101257,95619,3,196879
"Sirkazhi","Tamil Nadu",3347,2177,0,5524,"1002 ","218699 ",100.00,"218699 ",100.00,109226,109472,1,218699
"Mayiladuthurai","Tamil Nadu",2443,1730,0,4173,"981 ","213446 ",100.00,"213446 ",100.00,107756,105690,0,213446
"Poompuhar","Tamil Nadu",3178,2149,0,5327,"985 ","238048 ",100.00,"238048 ",100.00,119953,118095,0,238048
"Nagapattinam","Tamil Nadu",2578,1632,0,4210,"1022 ","169759 ",100.00,"169759 ",100.00,83954,85805,0,169759
"Kilvelur","Tamil Nadu",2466,1734,0,4200,"995 ","154656 ",100.00,"154656 ",100.00,77519,77137,0,154656
"Vedaranyam","Tamil Nadu",2367,1587,0,3954,"1016 ","172906 ",100.00,"172906 ",100.00,85767,87139,0,172906
"Thiruthuraipoondi","Tamil Nadu",2493,1788,0,4281,"994 ","211743 ",100.00,"211743 ",100.00,106186,105557,0,211743
"Mannargudi","Tamil Nadu",2673,2145,0,4818,"1005 ","226295 ",100.00,"226295 ",100.00,112865,113430,0,226295
"Thiruvarur","Tamil Nadu",3093,2023,0,5116,"999 ","236600 ",100.00,"236600 ",100.00,118377,118216,7,236600
"Nannilam","Tamil Nadu",3064,2003,0,5067,"957 ","243074 ",100.00,"243074 ",100.00,124216,118858,0,243074
"Thiruvidaimarudur","Tamil Nadu",2838,1727,0,4565,"957 ","215729 ",100.00,"215729 ",100.00,110225,105504,0,215729
"Kumbakonam","Tamil Nadu",2787,1993,0,4780,"994 ","221470 ",100.00,"221470 ",100.00,111057,110413,0,221470
"Papanasam","Tamil Nadu",2951,1902,0,4853,"990 ","216821 ",100.00,"216821 ",100.00,108949,107872,0,216821
"Thiruvaiyaru","Tamil Nadu",3079,2261,0,5340,"1007 ","230814 ",100.00,"230814 ",100.00,114997,115817,0,230814
