Sno,Candidate ID,ST_CODE,PC_CODE,ST_NAME,PC_NAME,Constituency,Candidate,Party,Criminal Case,Education,Assets,Liabilities
4823,4372,S01,27,ANDHRA PRADESH,ELURU,Eluru,PILLELLI SUNIL,BSP,0,Not Given,0,0
4837,9216,S22,36,TAMIL NADU,THOOTHUKKUDI,Thoothukkudi,PONRAJ T,IND,0,Not Given,0,0
4892,498,S26,6,CHHATTISGARH,RAJNANDGAON,Rajnandgaon,Praduman Netam,BSP,0,Not Given,0,0
4919,7505,S04,9,BIHAR,ARARIA,Araria,PRAMOD SINGH YADAV,IND,0,Post Graduate,0,"4,000"
4940,1438,S13,10,MAHARASHTRA,NAGPUR,Nagpur,PRATIBHA UDAY KHAPARDE,IND,0,10th Pass,0,0
4944,2305,S18,15,ORISSA,KENDRAPARA,Kendrapara,Pravakar Nayak,KS,0,Post Graduate,0,0
4974,8265,S28,4,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,Nainital-Udhamsingh Nagar,PREM PRAKASH SINGH,SP,0,Not Given,0,0
5016,3651,S13,37,MAHARASHTRA,AHMEDNAGAR,Ahmednagar,PROF. MAHENDRA DADA SHINDE,IND,0,Not Given,0,0
5021,1421,S13,12,MAHARASHTRA,GADCHIROLI-CHIMUR,Gadchiroli-Chimur,PROFFESOR KHANDALE KAWDU TULSHIRAM,KKJHS,0,Not Given,0,0
5028,4482,S01,41,ANDHRA PRADESH,RAJAMPET,Rajampet,PULA RAGHU,IND,0,10th Pass,0,0
5093,9172,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,RADHAKRISHNAN A,IND,0,Not Given,0,0
5123,9212,S22,36,TAMIL NADU,THOOTHUKKUDI,Thoothukkudi,RAGHUPATHI S,IND,0,Not Given,0,0
5144,8271,S28,4,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,Nainital-Udhamsingh Nagar,RAIS AHMAD ANSARI,JD(S),0,Not Given,0,0
5168,6623,S07,6,HARYANA,SONIPAT,Sonipat,RAJ PAL,CPI(ML)(L),0,10th Pass,0,0
5169,7598,U05,3,NCT OF DELHI,EAST DELHI,East Delhi,RAJ PAL SINGH,IND,0,Not Given,0,0
5178,7493,S04,9,BIHAR,ARARIA,Araria,RAJA RAMAN BHASKAR,BSP,0,Not Given,0,0
5182,9173,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,RAJAGOPAL S,IND,0,Not Given,0,0
5184,9130,S22,28,TAMIL NADU,MAYILADUTHURAI,Mayiladuthurai,RAJAKUMAR P,IND,0,Not Given,0,0
5190,7599,U05,3,NCT OF DELHI,EAST DELHI,East Delhi,RAJAN,IND,0,Not Given,0,0
5197,5923,S10,16,KARNATAKA,HASSAN,Hassan,RAJANI NARAYANAGOWDA,IND,0,12th Pass,0,0
5201,8367,S22,11,TAMIL NADU,TIRUVANNAMALAI,Tiruvannamalai,RAJARAM S.A,PNK,0,5th Pass,0,0
5224,5463,S13,30,MAHARASHTRA,MUMBAI SOUTH-CENTRAL,Mumbai South Central,RAJENDRA GANPAT JADHAV,PRCP,0,8th Pass,0,0
5250,8807,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,RAJENDRAN V,IND,0,Not Given,0,0
5299,1222,S24,64,UTTAR PRADESH,GORAKHPUR,Gorakhpur,RAJESH SAHANI,CPI(ML)(L),0,Post Graduate,0,0
5307,1431,S13,10,MAHARASHTRA,NAGPUR,Nagpur,RAJESH SUKHDEV GAIKWAD,KKJHS,0,Graduate,0,"70,000"
5316,7901,S19,3,PUNJAB,KHADOOR SAHIB,Khadoor Sahib,RAJINDER SINGH,IND,0,Not Given,0,0
5323,9174,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,RAJIV R,IND,0,Not Given,0,0
5385,3384,S12,17,MADHYA PRADESH,HOSHANGABAD,Hoshangabad,RAKHI GUPTA,IND,0,Post Graduate,0,0
5476,1805,S24,79,UTTAR PRADESH,MIRZAPUR,Mirzapur,RAM RAJ,IND,0,Not Given,0,"1,50,000"
5543,8817,S22,4,TAMIL NADU,CHENNAI CENTRAL,Chennai Central,RAMANA REDDY.K.V,KDC,0,Graduate,0,0
5551,9160,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,RAMASAMY R.A.,PT,0,Not Given,0,0
5589,69,S26,1,CHHATTISGARH,SURGUJA,Surguja,Ramdeo Lakra,CGVP,0,12th Pass,0,0
5593,1987,S04,38,BIHAR,GAYA,Gaya,Ramdev Arya Paan,ABJS,0,Others,0,0
5604,7693,U05,4,NCT OF DELHI,NEW DELHI,New Delhi,RAMESH BHAGWAT,IND,0,Not Given,0,0
5700,5264,S12,26,MADHYA PRADESH,INDORE,Indore,RAMSINGH,RPIE,0,Literate,0,0
5704,1953,S13,8,MAHARASHTRA,WARDHA,Wardha,RAMTEKE PRAKASH BAKARAM,IND,0,10th Pass,0,0
5708,7553,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,RAN PAL SINGH,BGTD,0,Others,0,0
5716,1092,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,Rangamma,IND,0,Not Given,0,0
5717,1137,S01,21,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam,Rangaraju Kalidindi,IND,0,5th Pass,0,0
5741,7411,S25,31,WEST BENGAL,KANTHI,Kanthi,RASH BEHARI PATRA,BSP,0,12th Pass,0,0
5776,4139,S24,73,UTTAR PRADESH,JAUNPUR,Jaunpur,RAVI SHANKAR,LJP,0,Graduate,0,0
5784,2323,S10,5,KARNATAKA,GULBARGA,Gulbarga,Ravikumar,ANC,0,Not Given,0,0
5809,2954,S03,9,ASSAM,TEZPUR,Tezpur,REGINOLD V. JOHNSON,RSPS,0,10th Pass,0,0
5833,8268,S28,4,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,Nainital-Udhamsingh Nagar,RISHI PAL SINGH,ABRS,0,Not Given,0,0
5876,1695,S10,24,KARNATAKA,BANGALORE NORTH,Bangalore North,S M Raju,IND,0,Graduate,0,0
5883,4756,S01,39,ANDHRA PRADESH,NELLORE,Nellore,S Satyanarayana,PPOI,0,Graduate,0,0
5886,1022,S01,4,ANDHRA PRADESH,NIZAMABAD,Nizamabad,S Sujatha,TPPP,0,Not Given,0,"4,000"
5889,1054,S01,9,ANDHRA PRADESH,HYDERABAD,Hyderabad,S. Gopal Singh,ABJS,1,5th Pass,0,0
5893,5272,S12,26,MADHYA PRADESH,INDORE,Indore,S. R. MANDLOI,IND,0,8th Pass,0,"1,00,000"
5895,7707,U05,7,NCT OF DELHI,SOUTH DELHI,South Delhi,S.F. PURUSHOTTAM,LKJP,0,Not Given,0,0
5920,3616,S13,35,MAHARASHTRA,BARAMATI,Baramati,SACHIN VITTHAL AHIRE,PRCP,0,10th Pass,0,0
5925,1409,S13,11,MAHARASHTRA,BHANDARA-GONDIYA,Bhandara-Gondiya,SADANAND SHRAWANJI GANVIR,IND,0,Not Given,0,0
5960,9158,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,SAKTHIVEL K,MMKA,0,Not Given,0,0
5961,8571,S22,27,TAMIL NADU,CHIDAMBARAM,Chidambaram,"SAKTHIVEL,P",IND,0,Not Given,0,0
5978,641,S01,10,ANDHRA PRADESH,CHEVELLA,Chevella,Sama Srinivasulu,GRIP,0,10th Pass,0,0
5995,8178,S25,21,WEST BENGAL,DIAMOND HARBOUR,Diamond Harbour,SAMIK LAHIRI,CPM,0,Not Given,0,0
6008,9165,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,SAMUDRAM KALAIMANI K,IND,0,Not Given,0,0
6013,8143,S25,16,WEST BENGAL,DUM DUM,Dum Dum,SANATAN RAY CHAUDHURI,LJP,0,Not Given,0,0
6018,3347,S12,15,MADHYA PRADESH,BALAGHAT,Balaghat,SANDEEP SANTRAM,IND,0,Not Given,0,0
6021,3670,S13,38,MAHARASHTRA,SHIRDI,Shirdi,SANDIP BHASKAR GOLAP,IND,0,Not Given,0,0
6029,3585,S13,34,MAHARASHTRA,PUNE,Pune,SANGHARSH ARUN APTE,PRCP,0,Graduate,0,0
6047,3734,S13,41,MAHARASHTRA,LATUR,Latur,SANJAY KABIRDAS GAIKWAD,IND,0,Not Given,0,0
6079,7674,U05,4,NCT OF DELHI,NEW DELHI,New Delhi,SANJEEV KUMAR MISHRA,RVNP,0,Not Given,0,0
6101,8739,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,SANTHASHRINI J.O.R,BSP,0,Not Given,0,0
6109,7616,U05,2,NCT OF DELHI,NORTH EAST DELHI,North East Delhi,SANTOSH DEVI,IND,0,Not Given,0,0
6132,8754,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,SARAVANAN.M,IND,0,Graduate,0,0
6174,8743,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,SATHISH KUMAR. K.P,MMKA,0,Not Given,0,0
6175,8753,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,SATHISH. T.P,IND,0,Not Given,0,0
6179,1096,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,Sathyamma,IND,0,Illiterate,0,0
6184,3658,S13,38,MAHARASHTRA,SHIRDI,Shirdi,SATISH BALASAHEB PALGHADMAL,PRCP,0,Post Graduate,0,0
6203,597,S26,4,CHHATTISGARH,KORBA,Korba,Satrupa,IND,0,Not Given,0,0
6239,646,S01,10,ANDHRA PRADESH,CHEVELLA,Chevella,Sayamollu Narsimulu,IND,0,10th Pass,0,0
6243,5371,S13,25,MAHARASHTRA,THANE,Thane,SAYED SHAFIQ AHMED ZOIDI,IND,0,Not Given,0,0
6249,3527,S13,19,MAHARASHTRA,AURANGABAD,Aurangabad,SAYYED RAUF SAYYED ZAMIR,IND,0,Not Given,0,0
6254,248,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,SD. VHIDODDIN SD. KRIMODDIN,IND,0,Not Given,0,0
6282,9012,S22,16,TAMIL NADU,NAMAKKAL,Namakkal,SELVARAJ.K,SP,0,12th Pass,0,0
6320,700,S01,13,ANDHRA PRADESH,NALGONDA,Nalgonda,Shaik Ahmed,IND,0,Not Given,0,0
6323,1114,S01,17,ANDHRA PRADESH,KHAMMAM,Khammam,Shaik Mader Saheb,TNPP,2,10th Pass,0,0
6331,3485,S13,4,MAHARASHTRA,RAVER,Raver,SHAIKH RAMJAN SHAIKH KARIM,IND,0,Literate,0,0
6332,3526,S13,19,MAHARASHTRA,AURANGABAD,Aurangabad,SHAIKH SALIM PATEL WAHEGAONKAR,IND,0,Literate,0,"15,000"
6375,1476,S11,4,KERALA,WAYANAD,Wayanad,Shanavas Manakulangara Paramb,IND,0,10th Pass,0,0
6376,1792,S24,79,UTTAR PRADESH,MIRZAPUR,Mirzapur,SHANKAR,CPI(ML)(L),1,Not Given,0,0
6381,2324,S10,5,KARNATAKA,GULBARGA,Gulbarga,Shankar Jadhav,BHPP,0,Not Given,0,0
6444,8272,S28,4,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,Nainital-Udhamsingh Nagar,SHEESHPAL SINGH ARYA,ANC,0,Not Given,0,0
6492,6595,S07,5,HARYANA,KARNAL,Karnal,SHIV PARSAD,IND,0,Not Given,0,0
6495,2000,S04,38,BIHAR,GAYA,Gaya,Shiv Shankar Kumar,IND,0,Graduate,0,0
6529,3374,S12,16,MADHYA PRADESH,CHHINDWARA,Chhindwara,SHOAIB KHAN,IND,0,Graduate,0,0
6558,126,S26,8,CHHATTISGARH,RAIPUR,Raipur,Shrikant Kaser,IND,0,8th Pass,0,0
6601,3776,S13,44,MAHARASHTRA,SANGLI,Sangli,SIDDESHWAR SHIVAPPA BHOSALE,IND,0,Not Given,0,0
6609,5153,S12,5,MADHYA PRADESH,SAGAR,Sagar,SIDHARTH BOUDHA AHIRWAR,RPI(A),0,8th Pass,0,0
6640,8276,S28,4,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,Nainital-Udhamsingh Nagar,SITARAM,IND,0,Not Given,0,0
6649,8454,S22,18,TAMIL NADU,TIRUPPUR,Tiruppur,SIVAKUMAR M,BJP,0,Not Given,0,0
6651,8456,S22,18,TAMIL NADU,TIRUPPUR,Tiruppur,SIVAKUMAR N,UMK,0,Not Given,0,0
6656,8755,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,SIVAKUMAR.V,IND,0,Others,0,0
6682,1251,S27,14,JHARKHAND,HAZARIBAGH,Hazaribagh,SNEHLATA DEVI,IND,0,Not Given,0,0
6684,1391,S04,20,BIHAR,SARAN,Saran,Sohail Akthar,BMF,0,12th Pass,0,0
6734,22,S01,12,ANDHRA PRADESH,NAGARKURNOOL,Nagarkurnool,Srinivas,IND,0,12th Pass,0,0
6738,4391,S01,30,ANDHRA PRADESH,GUNTUR,Guntur,SRINIVASA RAO THOTAKURA,AJBP,0,Graduate Professional,0,0
6741,6459,S10,28,KARNATAKA,KOLAR,Kolar,SRINIVASA T.O.,IND,0,Graduate,0,0
6742,8348,S22,7,TAMIL NADU,ARAKKONAM,Arakkonam,SRINIVASAN K,LJP,0,Not Given,0,0
6751,9042,S22,20,TAMIL NADU,COIMBATORE,Coimbatore,STEPHEN GANESHAN S,AIJMK,0,Graduate,0,0
6754,2689,S10,22,KARNATAKA,CHAMARAJANAGAR,Chamarajanagar,SUBBAIAH,IND,0,10th Pass,0,0
6772,7339,S25,12,WEST BENGAL,KRISHNANAGAR,Krishnanagar,SUBIMAL SENGUPTA,CPI(ML)(L),0,Not Given,0,0
6792,8133,S25,15,WEST BENGAL,BARRACKPUR,Barrackpur,SUBRATA SENGUPTA,CPI(ML)(L),0,Graduate,0,0
6908,4885,S25,33,WEST BENGAL,JHARGRAM,Jhargram,Sunil Murmu,IND,0,8th Pass,0,0
6917,5562,S24,33,UTTAR PRADESH,UNNAO,Unnao,SUNILKUMAR,IND,0,12th Pass,0,0
6940,5395,S13,26,MAHARASHTRA,MUMBAI NORTH,Mumbai North,SURENDRA AMBALAL PATEL,IND,0,10th Pass,0,0
6990,8916,S22,8,TAMIL NADU,VELLORE,Vellore,SURESHKUMAR P,IND,2,12th Pass,0,0
7010,3728,S13,41,MAHARASHTRA,LATUR,Latur,SUSANE ATUL GANGARAM,ARP,0,Graduate,0,0
7016,7610,U05,2,NCT OF DELHI,NORTH EAST DELHI,North East Delhi,SUSHIL KUMAR MISHRA,ABHM,0,Graduate Professional,0,0
7027,4886,S25,33,WEST BENGAL,JHARGRAM,Jhargram,Susil Mandi,IND,0,Graduate,0,0
7031,8352,S22,7,TAMIL NADU,ARAKKONAM,Arakkonam,SUTHA N,IND,0,Post Graduate,0,0
7057,6770,S09,2,JAMMU & KASHMIR,SRINAGAR,Srinagar,SYED MUJTABA HUSSAIN BUKHARI,IND,0,Not Given,0,0
7087,4910,S04,10,BIHAR,KISHANGANJ,Kishanganj,TAMAJUL ALI,BJJD,0,Others,0,0
7090,8796,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,TAMIL SELVAN M,IND,0,Not Given,0,0
7091,8597,S22,33,TAMIL NADU,THENI,Theni,TAMIL SELVAN.S,IND,0,10th Pass,0,0
7092,8740,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,TAMILISAISOUNDARARAJAN,BJP,0,Not Given,0,0
7104,5905,S25,37,WEST BENGAL,BISHNUPUR,Bishnupur,Tapas Das,JMM,0,10th Pass,0,0
7127,3676,S13,39,MAHARASHTRA,BEED,Beed,TATE ASHOK SANTRAM,ARP,0,12th Pass,0,0
7131,3596,S13,34,MAHARASHTRA,PUNE,Pune,TATYA ALIAS NARAYAN SHANKAR WAMBHIRE,IND,0,Not Given,0,0
7159,1629,S11,17,KERALA,PATHANAMTHITTA,Pathanamthitta,Thampi,IND,0,12th Pass,0,0
7165,8457,S22,18,TAMIL NADU,TIRUPPUR,Tiruppur,THANGAVEL M,LJP,0,Not Given,0,0
7169,2020,S14,2,MANIPUR,OUTER MANIPUR,Outer Manipur,THANGKHANGIN,LJP,0,Post Graduate,0,0
7184,8556,S22,24,TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli,THIRUMAVALAVAN.M,IND,0,Graduate Professional,0,0
7191,9170,S22,31,TAMIL NADU,SIVAGANGA,Sivaganga,THOOTHAI SELVAM M,IND,0,Not Given,0,0
7233,5057,S04,28,BIHAR,MUNGER,Munger,UCHIT KUMAR,IND,2,12th Pass,0,0
7256,804,S13,7,MAHARASHTRA,AMRAVATI,Amravati,UMAK SHRIKRUSHNA SHYAMRAO,IND,0,Not Given,0,0
7272,1396,S13,11,MAHARASHTRA,BHANDARA-GONDIYA,Bhandara-Gondiya,UNDIRWADE HEMANT JAGIVAN,PRBP,0,Not Given,0,0
7293,244,S13,14,MAHARASHTRA,YAVATMAL-WASHIM,Yavatmal-Washim,UTTAM BHAGAJI KAMBLE,PRCP,0,Literate,0,0
7296,3516,S13,19,MAHARASHTRA,AURANGABAD,Aurangabad,UTTAM MANIK KIRTIKAR,IND,0,Graduate,0,0
7317,6449,S10,28,KARNATAKA,KOLAR,Kolar,V.JAYARAMA,IND,0,Graduate,0,"89,00,000"
7322,1095,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,V.Venkateshwarlu,IND,0,12th Pass,0,0
7325,3774,S13,44,MAHARASHTRA,SANGLI,Sangli,VAGARE MARUTI MURA,IND,0,10th Pass,0,0
7362,5787,S06,8,GUJARAT,AHMEDABAD WEST,Ahmedabad West,VEDUBHAI KAUTIKBHAI SIRSATH,IJP,0,Literate,0,0
7368,9137,S22,29,TAMIL NADU,NAGAPATTINAM,Nagapattinam,VEERAMUTHU G,BSP,0,Not Given,0,0
7374,9249,S22,38,TAMIL NADU,TIRUNELVELI,Tirunelveli,VEIULUMUTHUKUMAR,IND,0,12th Pass,0,0
7407,7730,S04,30,BIHAR,PATNA SAHIB,Patna Sahib,VIDHAN CHANDRA RANA,IND,0,Graduate,0,0
7451,216,S13,12,MAHARASHTRA,GADCHIROLI-CHIMUR,Gadchiroli-Chimur,VIJAY SURAJSING MADAVI,GGP,0,12th Pass,0,0
7463,8480,S22,19,TAMIL NADU,NILGIRIS,Nilgiris,VIJAYARAJ M,RPI(A),0,10th Pass,0,0
7487,5370,S13,25,MAHARASHTRA,THANE,Thane,VILAS DIPAK KHAMBE,IND,0,Not Given,0,0
7504,1722,S24,71,UTTAR PRADESH,SALEMPUR,Salempur,VINDHACHAL,IND,0,Literate,0,0
7530,2179,S06,12,GUJARAT,JAMNAGAR,Jamnagar,VINODBHAI VIRJIBHAI SAGATHIYA,IND,0,Not Given,0,0
7591,8632,S22,39,TAMIL NADU,KANNIYAKUMARI,Kanniyakumari,WILSON,IND,0,12th Pass,0,0
7596,1020,S01,4,ANDHRA PRADESH,NIZAMABAD,Nizamabad,Y Ramulu,BSP,0,Graduate,0,0
7609,59,S01,13,ANDHRA PRADESH,NALGONDA,Nalgonda,Yalagandula Ramu,IND,0,10th Pass,0,0
7612,4446,S01,31,ANDHRA PRADESH,NARASARAOPET,Narasaraopet,YAMPATI VEERANJANEYA REDDY,IND,0,10th Pass,0,0
7630,1076,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,Yetti Chinna Venkaiah,IND,0,Not Given,0,0
7631,1077,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,Yetty Lingaiah,IND,0,Not Given,0,0
7663,7852,S09,1,JAMMU & KASHMIR,BARAMULLA,Baramulla,ZAKIR HUSSAIN SHEIKH,LJP,0,Literate,0,0
7671,8765,S22,2,TAMIL NADU,CHENNAI NORTH,Chennai North,ZEENATH UNNISSA BEGUM.M.B.,IND,0,Not Given,0,0
3371,6487,S04,29,BIHAR,NALANDA,Nalanda,KUMAR RAJESH,IND,0,Graduate,2,0
230,8682,S24,24,UTTAR PRADESH,AONLA,Aonla,AJAY PRATAP SINGH,IND,0,Not Given,31,0
4050,1091,S01,11,ANDHRA PRADESH,MAHBUBNAGAR,Mahbubnagar,Mohammad Ghouse Mohinuddin,IND,0,Not Given,40,0
1009,5719,S24,53,UTTAR PRADESH,BARABANKI,Barabanki,BHAGAUTI,AD,0,5th Pass,100,0
3389,1541,S11,10,KERALA,THRISSUR,Thrissur,Kunjan Pulayan,IND,2,5th Pass,220,"8,000"
3067,1574,S11,13,KERALA,IDUKKI,Idukki,Kanchiyar Peethambaran,IND,0,12th Pass,270,"1,000"
2263,2187,S06,12,GUJARAT,JAMNAGAR,Jamnagar,GOVINDBHAI LALJIBHAI PADHIYAR,IND,0,Literate,300,0
2505,5332,S13,24,MAHARASHTRA,KALYAN,Kalyan,HRUDHAYNATH BAPU WAGHODE ALIAS BALANHAU,KM,0,12th Pass,388,"4,740"
940,3523,S13,19,MAHARASHTRA,AURANGABAD,Aurangabad,BANKAR MILIND RANUJI,IND,0,8th Pass,457,0
592,8544,S22,24,TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli,ASAITHAMBI.P,CPI(ML)(L),1,Graduate Professional,500,0
1314,5303,S13,22,MAHARASHTRA,PALGHAR,Palghar,CHANDRAKANT BALU PHUPANE,BBM,0,Literate,500,0
3036,3731,S13,41,MAHARASHTRA,LATUR,Latur,KAMBLE BANSILAL RAMCHANDRA,IND,0,Literate,500,0
6012,7364,S25,25,WEST BENGAL,HOWRAH,Howrah,SANATAN BAG,IND,0,12th Pass,500,0
6361,7882,S19,2,PUNJAB,AMRITSAR,Amritsar,SHAM LAL,IND,0,Not Given,500,0
6984,841,S04,33,BIHAR,BUXAR,Buxar,Suresh Wadekar,RPI,0,Not Given,500,0
7011,2053,S18,7,ORISSA,BHADRAK,Bhadrak,Susanta Kumar Jena,IND,0,12th Pass,500,0
7410,7437,S25,41,WEST BENGAL,BOLPUR,Bolpur,VIDYA SAGAR METE,BSP,0,Not Given,505,0
6103,506,S10,26,KARNATAKA,BANGALORE SOUTH,Bangalore South,Santhosh Min.B,IND,0,12th Pass,511,0
4565,4768,S01,40,ANDHRA PRADESH,TIRUPATI,Tirupati,O Venkata Krishna Prasad,IND,0,Doctorate,573,0
2043,8329,U07,1,PUDUCHERRY,PUDUCHERRY,Pondicherry,G. SUBRAMANIYAN,IND,0,Graduate,585,0
6234,4376,S01,27,ANDHRA PRADESH,ELURU,Eluru,SAVANAPUDI NAGARAJU,MCPI(S),0,Not Given,600,0
6992,7956,S19,7,PUNJAB,LUDHIANA,Ludhiana,SURINDER PAL,IND,0,Not Given,609,0
3116,3401,S12,19,MADHYA PRADESH,BHOPAL,Bhopal,KARAN KUMAR KAROSIA URF KARAN JEEJA,GGP,0,Literate,750,0
2621,3564,S13,33,MAHARASHTRA,MAVAL,Maval,JAGANNATH PANDURANG KHARGE,IND,0,Post Graduate,878,0
3030,7496,S04,9,BIHAR,ARARIA,Araria,KAMALI DEVI,CPI(ML)(L),0,Not Given,927,0
619,3765,S13,44,MAHARASHTRA,SANGLI,Sangli,ASHOK DNYANU MANE(BHAU),STBP,0,Others,"1,000",0
654,5486,S13,31,MAHARASHTRA,MUMBAI SOUTH,Mumbai South,ASHOK SHANKAR AMBULKAR,IND,0,Not Given,"1,000",0
1114,2115,S06,2,GUJARAT,BANASKANTHA,Banaskantha,BHOPAJI ASHAJI MAJIRANA,IND,0,Not Given,"1,000",0
2898,1618,S11,16,KERALA,MAVELIKKARA,Mavelikkara,K S Sasikala,IND,0,10th Pass,"1,000",0
3225,1786,S24,79,UTTAR PRADESH,MIRZAPUR,Mirzapur,KHELADI,GGP,0,Not Given,"1,000",0
3653,8892,S22,6,TAMIL NADU,KANCHEEPURAM,Kancheepuram,MAGESH KUMAR.E,IND,0,Others,"1,000",0
4357,2594,S06,15,GUJARAT,BHAVNAGAR,Bhavnagar,NANJIBHAI MADHABHAI GOHIL,RPI(A),3,Literate,"1,000",0
4734,865,S04,36,BIHAR,JAHANABAD,Jahanabad,Parichhit Singh,IND,0,12th Pass,"1,000","49,000"
5840,1498,S11,5,KERALA,KOZHIKODE,Kozhikode,Riyaz,IND,0,10th Pass,"1,000",0
5990,8642,S24,7,UTTAR PRADESH,RAMPUR,Rampur,SAMEENA BI,RSBP,3,12th Pass,"1,000",0
6266,8567,S22,27,TAMIL NADU,CHIDAMBARAM,Chidambaram,"SELVAKUMAR, C",RKSP,0,Others,"1,000",0
6290,8573,S22,27,TAMIL NADU,CHIDAMBARAM,Chidambaram,"SENTHAMIL SELVI , K",IND,0,5th Pass,"1,000",0
6793,467,S02,1,ARUNACHAL PRADESH,ARUNACHAL WEST,Arunachal West,SUBU KECHI,IND,2,Graduate Professional,"1,000",0
6904,839,S04,33,BIHAR,BUXAR,Buxar,Sunil Kumar Dubey,IND,0,10th Pass,"1,000","1,53,600"
7361,7026,S24,11,UTTAR PRADESH,BAGHPAT,Baghpat,VEDPAL,IND,1,8th Pass,"1,000",0
7516,1495,S11,5,KERALA,KOZHIKODE,Kozhikode,Vinod K,IND,0,10th Pass,"1,000",0
5502,4014,S24,55,UTTAR PRADESH,AMBEDKAR NAGAR,Ambedkar Nagar,RAM SUKH SAHOO,IND,0,12th Pass,"1,136",0
5304,3260,S12,9,MADHYA PRADESH,SATNA,Satna,RAJESH SINGH BAGHEL,GGP,0,8th Pass,"1,200",0
5345,6821,S19,11,PUNJAB,BATHINDA,Bathinda,RAJNISH KUMAR,IND,0,10th Pass,"1,200",0
2822,5249,S12,25,MADHYA PRADESH,DHAR,Dhar,JITENDRASINGH BHAGHEL,GGP,2,Others,"1,300","87,500"
7427,5968,S20,16,RAJASTHAN,JODHPUR,Jodhpur,Vijay kumar,IND,2,Graduate,"1,304",0
5432,5882,S20,24,RAJASTHAN,KOTA,Kota,RAM KIRISHAN SHARMA,IND,0,Not Given,"1,350",0
3261,5460,S13,30,MAHARASHTRA,MUMBAI SOUTH-CENTRAL,Mumbai South Central,KISHOR BHAGWAN JAGTAP,RSPS,0,Graduate,"1,500",0
4783,1465,S11,2,KERALA,KANNUR,Kannur,Pattathil Raghavan,IND,0,Literate,"1,500",0
4646,6447,S10,28,KARNATAKA,KOLAR,Kolar,P.V.CHANGALARAYAPPA,IND,0,5th Pass,"1,640",0
6291,9087,S22,25,TAMIL NADU,PERAMBALUR,Perambalur,"SENTHIL KUMAR, N.",RKSP,0,10th Pass,"1,750",0
42,1506,S11,7,KERALA,PONNANI,Ponnani,Abdu Ramhan,IND,0,Graduate,"1,900",0
839,3580,S13,34,MAHARASHTRA,PUNE,Pune,BAGBAN JAVED KASIM,IUML,0,Graduate,"2,000","48,000"
913,15,S01,3,ANDHRA PRADESH,KARIMNAGAR,Karimnagar,Balla Suresh,IND,0,5th Pass,"2,000",0
1951,6243,S20,8,RAJASTHAN,ALWAR,Alwar,DURGA PRASAD ALOK,IND,0,Post Graduate,"2,000",0
2029,1671,S11,20,KERALA,THIRUVANANTHAPURAM,Thiruvananthapuram,G Ashokan,IND,0,8th Pass,"2,000",0
2291,8546,S22,24,TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli,GUNASEKARAN.K,AIVP,0,10th Pass,"2,000",0
3118,6927,S24,2,UTTAR PRADESH,KAIRANA,Kairana,KARAN SINGH,JSP,0,Graduate,"2,000",0
3131,3832,S23,2,TRIPURA,TRIPURA EAST,Tripura East,KARNA DHAN CHAKMA,AMB,0,8th Pass,"2,000",0
3787,4903,S25,37,WEST BENGAL,BISHNUPUR,Bishnupur,Manik Bauri,BSP,0,8th Pass,"2,000",0
4063,5338,S13,24,MAHARASHTRA,KALYAN,Kalyan,MOHAMMAD YUSUF FAROOKH KHAN,IND,2,10th Pass,"2,000","20,000"
4637,513,S11,1,KERALA,KASARAGOD,Kasaragod,P.K. Raman,IND,0,10th Pass,"2,000",0
