Sno,Candidate ID,ST_CODE,PC_CODE,ST_NAME,PC_NAME,Constituency,Candidate,Party,Criminal Case,Education,Assets,Liabilities
7589,157,S13,6,MAHARASHTRA,AKOLA,Akola,WASUDEORAO KHADE GURUJI,IND,0,Post Graduate,"6,61,000",0
1709,5426,S13,28,MAHARASHTRA,MUMBAI NORTH-EAST,Mumbai North East,DIKSHA JITENDRA JAGTAP,IND,0,5th Pass,"6,62,000",0
5136,1481,S11,4,KERALA,WAYANAD,Wayanad,Rahmathulla Pooladan,IND,0,10th Pass,"6,62,000","2,50,000"
6226,1289,S27,13,JHARKHAND,PALAMU,Palamau,SATYENDRA KUMAR PASWAN,BSSPA,0,Others,"6,62,000",0
6884,3285,S12,10,MADHYA PRADESH,REWA,Rewa,SUNDAR LAL,IND,0,Literate,"6,63,000",0
4080,5262,S12,26,MADHYA PRADESH,INDORE,Indore,MOHAN CHOUHAN MALVIYA,PRSP,0,8th Pass,"6,65,000",0
7491,4039,S24,57,UTTAR PRADESH,KAISERGANJ,Kaiserganj,VIMAL VERMA,IND,0,10th Pass,"6,65,000",0
2769,8776,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,JAYARAMAN S,SHS,0,5th Pass,"6,67,143","1,60,419"
3689,3132,S04,15,BIHAR,MUZAFFARPUR,Muzaffarpur,MAHENDRA PRASAD,RPP,0,Doctorate,"6,69,318","6,09,494"
4559,2335,S04,40,BIHAR,JAMUI,Jamui,NUNDEO MANJHI,JVM,0,Graduate,"6,70,000",0
5496,1154,S24,69,UTTAR PRADESH,AZAMGARH,Azamgarh,RAM SINGH,IND,0,10th Pass,"6,70,000",0
6479,5340,S13,24,MAHARASHTRA,KALYAN,Kalyan,SHIRSE RAMSINGH UKHAJI,IND,0,Illiterate,"6,70,000","9,00,000"
5597,5055,S04,28,BIHAR,MUNGER,Munger,RAMENDRA MOHAN RAJESH,RSWD,1,Post Graduate,"6,71,331",0
6309,4157,S24,78,UTTAR PRADESH,BHADOHI,Bhadohi,SHAHID,PMSP,0,Post Graduate,"6,72,066",0
2466,6498,S07,1,HARYANA,AMBALA,Ambala,HEM RAJ,LJP,0,Not Given,"6,72,423","3,70,000"
3300,6619,S07,6,HARYANA,SONIPAT,Sonipat,KRISHAN KUMAR,LJP,0,Post Graduate,"6,73,222",0
3429,7577,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,LAIQ AHMED,IND,0,10th Pass,"6,75,000",0
3434,5981,S20,10,RAJASTHAN,KARAULI-DHOLPUR,Karauli-Dholpur,Lakhan singh,IND,0,Post Graduate,"6,75,000",0
5540,8921,S22,8,TAMIL NADU,VELLORE,Vellore,RAMAN,IND,0,Graduate Professional,"6,76,000",0
3777,5804,S06,12,GUJARAT,JAMNAGAR,Jamnagar,MANHARBHAI KACHARABHAI RATHOD,RSP(S),0,10th Pass,"6,76,500",0
523,4178,S27,2,JHARKHAND,DUMKA,Dumka,ARJUN PUJHAR,SP,0,Not Given,"6,77,433","6,112"
5509,1155,S24,69,UTTAR PRADESH,AZAMGARH,Azamgarh,RAM UJAGIR,IND,0,8th Pass,"6,78,500",0
3741,4830,S25,7,WEST BENGAL,MALDAHA UTTAR,Maldaha Uttar,Mallika Sarkar (Nandy),IND,0,Graduate,"6,78,714","1,31,056"
2711,3461,S13,3,MAHARASHTRA,JALGAON,Jalgaon,JANGALU DEVRAM SHIRSATH,HJP,0,8th Pass,"6,80,000",0
2747,8885,S22,6,TAMIL NADU,KANCHEEPURAM,Kancheepuram,JAWAHARLAL NEHRU.P,LJP,0,Post Graduate,"6,80,000",0
3275,3437,S13,1,MAHARASHTRA,NANDURBAR,Nandurbar,KOKANI MANJULABAI SAKHARAM,BBM,0,Not Given,"6,80,000",0
3571,4758,S01,39,ANDHRA PRADESH,NELLORE,Nellore,M Chandra Sekhar Yadav,IND,0,Doctorate,"6,80,000",0
4019,3006,S03,14,ASSAM,LAKHIMPUR,Lakhimpur,MINU BURAGOHAIN,SP,0,Not Given,"6,80,000",0
4776,3711,S13,40,MAHARASHTRA,OSMANABAD,Osmanabad,PATIL MAHADEO DNYANDEO,IND,0,Doctorate,"6,80,000","2,62,000"
7152,8907,S22,8,TAMIL NADU,VELLORE,Vellore,THAGIR AHAMED,LJP,0,Doctorate,"6,83,021","1,00,000"
752,5997,S10,13,KARNATAKA,DAVANAGERE,Davanagere,B. GNANA PRAKASH,IND,0,Post Graduate,"6,85,000","11,000"
6566,8641,S24,7,UTTAR PRADESH,RAMPUR,Rampur,SHRIPAL GUPTA,BSP(K),0,8th Pass,"6,85,000",0
6685,1822,S24,74,UTTAR PRADESH,MACHHLISHAHR,Machhlishahr,SOHAN,IND,3,Not Given,"6,85,000","8,66,956"
7348,2567,S06,13,GUJARAT,JUNAGADH,Junagadh,VASRAMBHAI PUNJABHAI KAMADIYA,IND,1,5th Pass,"6,85,578",0
6745,8526,S22,23,TAMIL NADU,KARUR,Karur,SRINIVASAN. L,IND,0,Graduate,"6,85,878",0
2795,3050,S04,3,BIHAR,PURVI CHAMPARAN,Purvi Champaran,JHAGARU MAHATO,IND,0,8th Pass,"6,86,700",0
5558,3033,S04,2,BIHAR,PASCHIM CHAMPARAN,Paschim Champaran,RAMASHRAY SINGH,CPM,2,Graduate,"6,87,354","50,000"
1233,1680,S10,24,KARNATAKA,BANGALORE NORTH,Bangalore North,C Krishnamurthy,IND,0,10th Pass,"6,88,000",0
3697,2527,S06,5,GUJARAT,SABARKANTHA,Sabarkantha,MAHENDRASINH PADAMSINH SONAGRA(CHAUHAN),IND,0,12th Pass,"6,89,000",0
4120,8008,S24,1,UTTAR PRADESH,SAHARANPUR,Saharanpur,MOHD.ASIF,IND,0,Post Graduate,"6,89,000",0
2180,6394,S20,25,RAJASTHAN,JHALAWAR-BARAN,Jhalawar-Baran,GHASI LAL,BHBP,0,Post Graduate,"6,89,535",0
4642,5140,S12,4,MADHYA PRADESH,GUNA,Guna,P.MAHESH CHANDRA SHASHTRI,IND,0,12th Pass,"6,91,000","4,00,549"
962,4316,S27,10,JHARKHAND,SINGHBHUM,Singhbhum,BARKUWAR GAGRAI,BJP,1,Graduate,"6,91,735","1,17,349"
2021,3107,S04,7,BIHAR,JHANJHARPUR,Jhanjharpur,FIROZ ALAM,IND,0,12th Pass,"6,91,900",0
2651,8648,S24,7,UTTAR PRADESH,RAMPUR,Rampur,JAGDISH SARAN SAGAR,IND,0,5th Pass,"6,93,000",0
5681,1712,S24,71,UTTAR PRADESH,SALEMPUR,Salempur,RAMNAWAMI YADAV,SWJP,0,Literate,"6,94,850","1,000"
724,1231,S24,77,UTTAR PRADESH,VARANASI,Varanasi,AWADHESH KUMAR KUSHWAHA,RSMD,0,Graduate,"6,95,000",0
1667,8508,S22,23,TAMIL NADU,KARUR,Karur,DHARMALINGAM.R,BSP,0,12th Pass,"6,95,000",0
6155,8566,S22,27,TAMIL NADU,CHIDAMBARAM,Chidambaram,"SASIKUMAR, S",DMDK,1,Graduate,"6,95,540",0
7508,7746,S24,12,UTTAR PRADESH,GHAZIABAD,Ghaziabad,VINOD,IND,3,10th Pass,"6,96,000",0
3967,3055,S04,4,BIHAR,SHEOHAR,Sheohar,MD. TANVEER ZAFER,CPI,0,Graduate Professional,"6,97,013",995
2072,2327,S04,40,BIHAR,JAMUI,Jamui,GAJADHAR RAJAK,CPI,0,Literate,"6,98,173",0
337,4421,S01,34,ANDHRA PRADESH,NANDYAL,Nandyal,AMBATI RAMESWARA REDDY,IND,0,Not Given,"7,00,000",0
2120,3003,S03,14,ASSAM,LAKHIMPUR,Lakhimpur,GANGADHAR DUTTA,SHS,0,Graduate,"7,00,000",0
2207,383,S18,3,ORISSA,SAMBALPUR,Sambalpur,Gobind Ram Agrawal,BSP,0,Graduate Professional,"7,00,000","3,01,500"
2271,5632,S24,43,UTTAR PRADESH,KANPUR,Kanpur,GUFRAN AHMED,RWSP,0,12th Pass,"7,00,000",0
2926,625,S10,24,KARNATAKA,BANGALORE NORTH,Bangalore North,K.A. Mohan,IND,0,5th Pass,"7,00,000",0
4690,8533,S22,23,TAMIL NADU,KARUR,Karur,PANDIAN. A,IND,0,Graduate Professional,"7,00,000",0
4773,10,S13,16,MAHARASHTRA,NANDED,Nanded,PATHAN ZAFAR ALI KHAN MAHEMUD ALI KHAN,IND,0,12th Pass,"7,00,000",0
5400,1153,S24,69,UTTAR PRADESH,AZAMGARH,Azamgarh,RAM BHAROS,BUM,0,Not Given,"7,00,000",0
6482,416,S26,7,CHHATTISGARH,DURG,Durg,SHITKARAN MHILWAR,IND,0,Others,"7,00,000","4,00,000"
5100,8669,S24,9,UTTAR PRADESH,AMROHA,Amroha,RADHEKISHAN,IND,0,8th Pass,"7,00,200",0
4004,5675,S24,45,UTTAR PRADESH,JALAUN,Jalaun,MEVALAL,IND,0,12th Pass,"7,01,000",0
5124,7087,S24,14,UTTAR PRADESH,BULANDSHAHR,Bulandshahr,RAGHURAJ SINGH,RTKP,0,8th Pass,"7,01,000",0
1095,2168,S06,10,GUJARAT,RAJKOT,Rajkot,BHIKHABHAI KURJIBHAI SADADIYA,IND,0,Literate,"7,01,172",0
4815,4930,S04,11,BIHAR,KATIHAR,Katihar,PHOOLO DEVI,IND,0,Literate,"7,01,600",0
3472,1888,S24,72,UTTAR PRADESH,BALLIA,Ballia,LALBABU,IND,0,Graduate,"7,02,000",0
3802,1194,S03,2,ASSAM,SILCHAR,Silchar,Manish Bhattacharjee,IND,0,10th Pass,"7,02,000",0
5635,4175,S27,2,JHARKHAND,DUMKA,Dumka,RAMESH TUDU,RJD,0,Post Graduate,"7,02,000","8,00,000"
3664,5139,S12,4,MADHYA PRADESH,GUNA,Guna,MAHADEV PRASAD TIWARI,IND,0,Others,"7,02,346",0
7051,3147,S04,15,BIHAR,MUZAFFARPUR,Muzaffarpur,SYED ALAMDAR HUSSAIN,IND,0,12th Pass,"7,03,500","1,200"
3923,5642,S24,43,UTTAR PRADESH,KANPUR,Kanpur,MAYA KAUSHAL,IND,1,Graduate,"7,05,800",0
7292,8880,S22,6,TAMIL NADU,KANCHEEPURAM,Kancheepuram,UTHRAPATHI.K,BSP,0,Post Graduate,"7,06,996",0
4009,567,S01,18,ANDHRA PRADESH,ARAKU,Araku,Midiyam Babu Rao,CPM,0,Graduate Professional,"7,07,000",0
7108,8165,S25,19,WEST BENGAL,JAYNAGAR,Jaynagar,TAPAS TARAFDAR,RDMP,0,10th Pass,"7,07,500","30,000"
2757,9133,S22,28,TAMIL NADU,MAYILADUTHURAI,Mayiladuthurai,JAYAKUMAR K.N,IND,0,5th Pass,"7,07,750",0
6621,4431,S01,34,ANDHRA PRADESH,NANDYAL,Nandyal,SINGAM VENKATESHWARA REDDY,IND,1,8th Pass,"7,08,500","50,000"
28,4166,S27,1,JHARKHAND,RAJMAHAL,Rajmahal,AAMELIYA HANSDA,RSP,0,8th Pass,"7,09,222",0
878,3155,S04,16,BIHAR,VAISHALI,Vaishali,BALAK NATH SAHANI,IJP,0,Graduate,"7,09,700","12,21,265"
1248,6455,S10,28,KARNATAKA,KOLAR,Kolar,C.K.MUNIYAPPA,IND,0,Not Given,"7,10,000",0
1303,8785,S22,3,TAMIL NADU,CHENNAI SOUTH,Chennai South,CHANDRA SEKARAN R,IND,0,Post Graduate,"7,10,000","3,70,000"
1485,4679,S01,23,ANDHRA PRADESH,KAKINADA,Kakinada,Danam Lazar Babu,IND,0,Graduate Professional,"7,10,000","4,00,000"
6472,3605,S13,34,MAHARASHTRA,PUNE,Pune,SHINDE RAJENDRA BABURAO,IND,0,10th Pass,"7,11,000",0
1055,3548,S13,21,MAHARASHTRA,NASHIK,Nashik,BHARAT HIRMAN PARDESHI,IND,0,Post Graduate,"7,13,500","5,000"
6759,6750,S07,10,HARYANA,FARIDABAD,Faridabad,SUBHASH,RWS,0,12th Pass,"7,14,000",0
1282,6042,S20,3,RAJASTHAN,CHURU,Churu,CHANDAN MAL,IND,0,10th Pass,"7,15,000",0
2857,2952,S03,9,ASSAM,TEZPUR,Tezpur,JUGANANDA HAZARIKA,SP,0,12th Pass,"7,15,000",0
2942,7282,S24,41,UTTAR PRADESH,ETAWAH,Etawah,K.P.D. SHYAMDAS,IND,0,12th Pass,"7,15,000",0
6962,8025,S24,4,UTTAR PRADESH,BIJNOR,Bijnor,SURESH CHAND,RMSP,0,8th Pass,"7,15,000",0
888,91,S26,5,CHHATTISGARH,BILASPUR,Bilaspur,Balaram Sahu,BHPD,0,Not Given,"7,17,000",0
1074,4001,S24,55,UTTAR PRADESH,AMBEDKAR NAGAR,Ambedkar Nagar,BHARTHARI,BRPP,0,Post Graduate,"7,18,400",0
687,5852,S20,16,RAJASTHAN,JODHPUR,Jodhpur,ASLAM KHAN,IND,0,8th Pass,"7,18,750",0
212,3785,S13,46,MAHARASHTRA,RATNAGIRI SINDHUDURG,Ratnagiri Sindhudurg,AJAY ALIAS AABA DADA JADHAV,KKJHS,0,Others,"7,19,500","16,000"
5207,8283,S28,5,UTTARAKHAND,HARDWAR,Hardwar,RAJEEV GUPTA,RJSD,1,12th Pass,"7,19,816","1,00,173"
2501,7831,S08,2,HIMACHAL PRADESH,MANDI,Mandi,HOOKAM CHAND SHASTRI,RWS,0,Graduate,"7,20,000","80,000"
7447,6268,S20,10,RAJASTHAN,KARAULI-DHOLPUR,Karauli-Dholpur,VIJAY SINGH,IND,0,Not Given,"7,20,000",0
3840,4023,S24,57,UTTAR PRADESH,KAISERGANJ,Kaiserganj,MANOJ KUMAR,LD,0,Graduate,"7,21,000",0
5270,6694,S07,8,HARYANA,BHIWANI-MAHENDRAGARH,Bhiwani-Mahendragarh,RAJESH KUMAR,IND,0,10th Pass,"7,21,000",0
426,7062,S24,13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Gautam Budhha Nagar,ANIL KUMAR,IND,0,10th Pass,"7,25,000",0
1468,4774,S25,1,WEST BENGAL,COOCHBEHAR,Coochbehar,Dalendra Roy,AMB,0,10th Pass,"7,25,000",0
7351,8820,S22,4,TAMIL NADU,CHENNAI CENTRAL,Chennai Central,VASU.S,SP,0,Graduate,"7,25,000",0
7624,6467,S10,12,KARNATAKA,UTTARA KANNADA,Uttara Kannada,YASHWANT TIMMANNA NIPPANIKAR,IND,0,Literate,"7,25,500","50,488"
484,6576,S07,4,HARYANA,HISAR,Hisar,ANUP,IND,0,Doctorate,"7,26,000","62,000"
6912,3068,S04,4,BIHAR,SHEOHAR,Sheohar,SUNIL SINGH,IND,0,10th Pass,"7,27,000","10,000"
6679,1188,S03,1,ASSAM,KARIMGANJ,Karimganj,Smt. Malati Roy,IND,0,8th Pass,"7,28,800",0
3353,4045,S24,58,UTTAR PRADESH,SHRAWASTI,Shrawasti,KULDEEP,SBSP,1,Not Given,"7,29,000","2,00,000"
4722,2951,S03,9,ASSAM,TEZPUR,Tezpur,PARASHMONI SINHA,JMM,1,Graduate,"7,30,000",0
6147,7211,S24,21,UTTAR PRADESH,MAINPURI,Mainpuri,SARVESH,JPS,0,12th Pass,"7,30,000",0
4436,1455,S11,3,KERALA,VADAKARA,Vadakara,Naroth Ramachandran,IND,0,5th Pass,"7,30,250","30,000"
1490,1800,S24,79,UTTAR PRADESH,MIRZAPUR,Mirzapur,DANGAR,IND,0,Literate,"7,30,500",0
6136,1067,S01,9,ANDHRA PRADESH,HYDERABAD,Hyderabad,Sardar Singh,IND,0,8th Pass,"7,31,000","1,68,000"
5061,1613,S11,16,KERALA,MAVELIKKARA,Mavelikkara,R S Anil,CPI,0,Graduate,"7,34,225",0
2485,4936,S04,11,BIHAR,KATIHAR,Katihar,HIMRAJ SINGH,IND,0,12th Pass,"7,34,282","8,38,532"
7265,3047,S04,3,BIHAR,PURVI CHAMPARAN,Purvi Champaran,UMESH KR. SINGH,SJP(R),0,Graduate Professional,"7,35,170",0
5663,1887,S24,72,UTTAR PRADESH,BALLIA,Ballia,RAMJI,IND,0,Literate,"7,35,500",0
5481,3190,S04,22,BIHAR,UJIARPUR,Ujiarpur,RAM SAGAR MAHTO,IND,0,Literate,"7,35,750","10,000"
2608,425,S26,8,CHHATTISGARH,RAIPUR,Raipur,"JAFAR HUSSAIN, BABABHAI (PURVA MUTVALLI)",IND,0,Literate,"7,36,000",0
438,7764,S24,20,UTTAR PRADESH,FIROZABAD,Firozabad,ANIL KUMAR SRIVASTAWA@AKELA,JPS,0,Graduate Professional,"7,37,020",0
4226,4927,S04,11,BIHAR,KATIHAR,Katihar,MUNNI DEVI,ABJS,0,Literate,"7,38,000",0
4109,3481,S13,4,MAHARASHTRA,RAVER,Raver,MOHD. MUNAWWAR MOHD. HANIF,IND,0,10th Pass,"7,39,184",0
5404,7435,S25,41,WEST BENGAL,BOLPUR,Bolpur,RAM CHANDRA DOME,CPM,0,Graduate Professional,"7,39,396",0
4473,670,S27,12,JHARKHAND,LOHARDAGA,Lohardaga,Nawal Kishor Singh,IND,0,8th Pass,"7,40,000",0
2424,5711,S24,49,UTTAR PRADESH,FATEHPUR,Fatehpur,HARISH CHANDRA SWARANKAR,IND,0,12th Pass,"7,40,500",0
1781,6186,S20,5,RAJASTHAN,SIKAR,Sikar,DP KUMAWAT,RJVP,0,12th Pass,"7,41,353",0
3321,3865,S24,38,UTTAR PRADESH,SULTANPUR,Sultanpur,KRISHNA NARAYAN,IND,0,Graduate,"7,41,796",0
3463,7307,S24,42,UTTAR PRADESH,KANNAUJ,Kannauj,LAL SINGH,IND,0,8th Pass,"7,42,300",0
1860,7625,U05,5,NCT OF DELHI,NORTH WEST DELHI,North West Delhi,DR. MILIND BHARTI,NELU,0,Graduate Professional,"7,42,653","2,012"
4507,367,S18,1,ORISSA,BARGARH,Bargarh,Niladri Behari Panda,KOKD,1,Graduate Professional,"7,43,000","5,33,200"
4586,7565,U05,1,NCT OF DELHI,CHANDNI CHOWK,Chandni Chowk,OM PRAKASH THAKUR,IND,0,Graduate,"7,45,000",0
902,3223,S09,5,JAMMU & KASHMIR,UDHAMPUR,Udhampur,BALBIR SINGH,JKPDP,0,10th Pass,"7,46,041","9,25,414"
1253,1608,S10,23,KARNATAKA,BANGALORE RURAL,Bangalore Rural,C.THOPAIAH,JD(U),0,5th Pass,"7,47,000","3,000"
2591,4731,S01,38,ANDHRA PRADESH,KADAPA,Kadapa,J Muni Reddy,BSP,1,12th Pass,"7,47,000",0
3443,9229,S22,37,TAMIL NADU,TENKASI,Tenkasi,LAKSHMANAN R,IND,0,Literate,"7,47,000",0
5598,7582,S20,10,RAJASTHAN,KARAULI-DHOLPUR,Karauli-Dholpur,RAMESH,SP,0,10th Pass,"7,48,000",0
1082,3780,S13,45,MAHARASHTRA,SATARA,Satara,BHAUSAHEB GANGARAM WAGH,RSPS,3,Literate,"7,49,039","12,060"
4549,2051,S18,7,ORISSA,BHADRAK,Bhadrak,Nityananda Jena,BSP,0,12th Pass,"7,50,000",0
7079,4432,S01,34,ANDHRA PRADESH,NANDYAL,Nandyal,T.SRINUVASULU,IND,0,Illiterate,"7,50,000","2,00,000"
7425,3925,S24,51,UTTAR PRADESH,PHULPUR,Phulpur,VIJAY KUMAR,GMS,0,Literate,"7,50,000",0
5587,1711,S24,71,UTTAR PRADESH,SALEMPUR,Salempur,RAMDAYAL,JPS,0,Literate,"7,50,700",0
5863,2073,S18,9,ORISSA,DHENKANAL,Dhenkanal,Rudranarayan Pany,BJP,1,Graduate,"7,51,003",0
250,2297,S18,8,ORISSA,JAJPUR,Jajpur,Ajit Kumar Jena,SAMO,0,Post Graduate,"7,51,091",0
4134,3065,S04,4,BIHAR,SHEOHAR,Sheohar,MOHSIN,IND,0,10th Pass,"7,52,000","2,00,000"
1564,8640,S24,7,UTTAR PRADESH,RAMPUR,Rampur,DEEPCHAND GUPTA,JKD,0,Post Graduate,"7,53,381",0
2402,5524,S24,31,UTTAR PRADESH,HARDOI,Hardoi,HARIBAKHSH,NBNP,0,Literate,"7,54,000",0
1680,1895,S24,68,UTTAR PRADESH,LALGANJ,Lalganj,DHARMRAJ,IND,0,10th Pass,"7,54,201",0
2004,5818,S10,10,KARNATAKA,HAVERI,Haveri,FAKKIRESH SHAMBHU BIJAPUR,IND,0,Graduate Professional,"7,55,000",0
990,8184,S25,21,WEST BENGAL,DIAMOND HARBOUR,Diamond Harbour,BECHU MONDAL,IND,0,Graduate Professional,"7,57,000",240
5109,5604,S24,35,UTTAR PRADESH,LUCKNOW,Lucknow,RADHEYSHYAM,IND,0,8th Pass,"7,58,000",0
3761,1312,S24,68,UTTAR PRADESH,LALGANJ,Lalganj,MANBHAWAN,BRPP,0,Not Given,"7,59,500",0
1897,3680,S13,39,MAHARASHTRA,BEED,Beed,DR. SHIVAJIRAO KISANRAO SHENDGE,RSPS,0,Graduate,"7,60,000",0
3237,7059,S24,13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Gautam Budhha Nagar,KINNAR GUDDI SHARMA,IND,0,Literate,"7,60,000",0
3616,6435,S10,27,KARNATAKA,CHIKKBALLAPUR,Chikkballapur,M.RAMAKRISHNAIAH,PPOI,0,10th Pass,"7,60,000",0
4067,2561,S06,13,GUJARAT,JUNAGADH,Junagadh,MOHAMMADYUSUF UMARBHAI CHAND,IND,0,Literate,"7,60,000",0
6242,873,S04,36,BIHAR,JAHANABAD,Jahanabad,SAYED AKBAR IMAM,ABAS,0,12th Pass,"7,60,000","1,00,000"
6782,8399,S22,12,TAMIL NADU,ARANI,Arani,SUBRAMANI P,IND,0,5th Pass,"7,60,000",0
6790,8152,S25,17,WEST BENGAL,BARASAT,Barasat,SUBRATA BOSE,IND,0,8th Pass,"7,62,000",0
7070,1112,S01,17,ANDHRA PRADESH,KHAMMAM,Khammam,T Venkateswar Rao,BSP,0,Graduate,"7,62,000","65,000"
270,1316,S04,39,BIHAR,NAWADA,Nawada,AKhilesh Singh,IND,27,10th Pass,"7,62,287",0
1128,6164,S20,1,RAJASTHAN,GANGANAGAR,Ganganagar,BHURA RAM,IND,0,Literate,"7,62,500","30,000"
2437,7895,S19,3,PUNJAB,KHADOOR SAHIB,Khadoor Sahib,HARJIT SINGH,IND,0,10th Pass,"7,63,000",0
148,1496,S11,5,KERALA,KOZHIKODE,Kozhikode,Adv Sabi Joseph,IND,0,Graduate Professional,"7,63,738",0
4896,7900,S19,3,PUNJAB,KHADOOR SAHIB,Khadoor Sahib,PRAGAT SINGH,IND,0,10th Pass,"7,65,000","25,000"
5726,6477,S04,29,BIHAR,NALANDA,Nalanda,RANJEET KUMAR,BPD,0,Doctorate,"7,66,000",0
2262,2112,S06,1,GUJARAT,KACHCHH,Kachchh,GOVINDBHAI JIVABHAI DAFDA,IND,1,Literate,"7,66,700","32,000"
4926,664,S27,5,JHARKHAND,KODARMA,Kodarma,Pranav Kumar Verma,RJD,0,Post Graduate,"7,68,578",0
3751,1719,S24,71,UTTAR PRADESH,SALEMPUR,Salempur,MAN JI,IND,0,Literate,"7,69,750",0
205,5917,S10,16,KARNATAKA,HASSAN,Hassan,AIJAZ AHMED FAROOQI,IND,0,12th Pass,"7,70,000","4,00,000"
589,276,S13,17,MAHARASHTRA,PARBHANI,Parbhani,ASAD BIN ABDULLAHA BIN,IND,0,Literate,"7,70,000",0
6619,6170,S20,1,RAJASTHAN,GANGANAGAR,Ganganagar,SINDU,IND,0,Illiterate,"7,70,000",0
7332,2588,S06,15,GUJARAT,BHAVNAGAR,Bhavnagar,VALJIBHAI BADHABHAI BORICHA,BSP,0,Graduate,"7,70,000","8,08,170"
5153,949,S04,35,BIHAR,KARAKAT,Karakat,Raj Kishor Misra,AJSP,0,10th Pass,"7,70,900",0
6891,7192,S24,19,UTTAR PRADESH,FATEHPUR SIKRI,Fatehpur Sikri,SUNDER SINGH,IND,0,10th Pass,"7,71,000",0
3819,7348,S25,13,WEST BENGAL,RANAGHAT,Ranaghat,MANMATHA BISWAS,IND,0,8th Pass,"7,71,500","25,000"
6688,6895,S19,13,PUNJAB,PATIALA,Patiala,SOHAN SINGH,IND,0,Not Given,"7,73,000",0
6921,5432,S13,28,MAHARASHTRA,MUMBAI NORTH-EAST,Mumbai North East,SUNITA MOHAN TUPSOUNDARYA,IND,0,Graduate,"7,73,000",0
2226,8258,S28,3,UTTARAKHAND,ALMORA,Almora,GOPAL RAM,RPI(A),0,Illiterate,"7,75,000",0
4963,6062,S20,9,RAJASTHAN,BHARATPUR,Bharatpur,PREM CHAND,IND,0,8th Pass,"7,76,000",0
2514,1510,S11,7,KERALA,PONNANI,Ponnani,Hussain Edayath,IND,0,5th Pass,"7,77,850",0
7500,769,S13,15,MAHARASHTRA,HINGOLI,Hingoli,VINAYAK SHRIRAM BHISE,KM,10,12th Pass,"7,78,000",0
6416,6113,S25,35,WEST BENGAL,PURULIA,Purulia,Shantiram Mahato,INC,1,10th Pass,"7,79,330","12,341"
4759,4174,S27,2,JHARKHAND,DUMKA,Dumka,PASHUPATI KOL,CPI,0,12th Pass,"7,79,960","2,00,000"
352,5587,S24,35,UTTAR PRADESH,LUCKNOW,Lucknow,AMIT PANDEY,IND,0,Post Graduate,"7,80,000",0
1639,5082,S12,1,MADHYA PRADESH,MORENA,Morena,DHALLU (ALLAHBAKSH),IND,0,Literate,"7,80,000",0
3043,4108,S24,62,UTTAR PRADESH,SANT KABIR NAGAR,Sant Kabir Nagar,KAMLA KANT CHAUDHARY,CPI,0,Not Given,"7,80,000",0
3969,3180,S04,22,BIHAR,UJIARPUR,Ujiarpur,MD. TAUKIR,SAP,0,12th Pass,"7,80,000",0
5495,7981,S19,8,PUNJAB,FATEHGARH SAHIB,Fatehgarh Sahib,RAM SINGH,LJP,0,5th Pass,"7,81,000",0
6557,132,S26,9,CHHATTISGARH,MAHASAMUND,Mahasamund,Shridhar Chandrakar,AD,0,Post Graduate,"7,81,000",0
4254,8679,S24,24,UTTAR PRADESH,AONLA,Aonla,MUSHTAQ AHMAD,NELU,0,Post Graduate,"7,81,807",0
2683,7031,S24,11,UTTAR PRADESH,BAGHPAT,Baghpat,JAIPARKASH,IND,0,12th Pass,"7,84,000","11,455"
7619,8039,S24,5,UTTAR PRADESH,NAGINA,Nagina,YASHVIR SINGH,SP,1,12th Pass,"7,84,562",0
5516,4419,S01,34,ANDHRA PRADESH,NANDYAL,Nandyal,RAMA JAGANNADHA REDDY TAMIDELA,LSP,0,Not Given,"7,85,000",0
5567,3278,S12,10,MADHYA PRADESH,REWA,Rewa,RAMAYAN PRASAD PATEL,YVP,0,8th Pass,"7,87,000",0
5643,2195,S06,14,GUJARAT,AMRELI,Amreli,RAMESHBHAI KANUBHAI SANGANI,IND,0,Literate,"7,87,000",0
4872,8320,U07,1,PUDUCHERRY,PUDUCHERRY,Pondicherry,PRADEEP ANIRUDDH,PPOI,0,Post Graduate,"7,88,000","1,40,000"
7382,8877,S22,5,TAMIL NADU,SRIPERUMBUDUR,Sriperumbudur,VELMURUGAN T N,IND,0,10th Pass,"7,88,137","5,06,500"
7392,8966,S22,13,TAMIL NADU,VILUPPURAM,Viluppuram,VENKATESAN S S,AIVP,0,Graduate,"7,88,250",0
1005,2920,S03,6,ASSAM,BARPETA,Barpeta,BHADRESWAR DAS,IND,0,10th Pass,"7,89,000",0
6698,62,S26,1,CHHATTISGARH,SURGUJA,Surguja,Somnath Bhagat,LJP,0,12th Pass,"7,90,000",0
2604,3520,S13,19,MAHARASHTRA,AURANGABAD,Aurangabad,JADHAV TOTARAM GANPAT,IND,1,Others,"7,91,000",0
4137,851,S04,33,BIHAR,BUXAR,Buxar,Mokarram Hussain,SBSP,0,5th Pass,"7,93,000",0
1279,8029,S24,4,UTTAR PRADESH,BIJNOR,Bijnor,CHAND KUMAR,IND,0,Post Graduate,"7,94,000",0
