Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
GEETA,Rohtak,0,Doctorate,1304,BSP,1025,912640,200000,2004
GEETA,Amritsar,0,Post Graduate,2985,BGTD,1026,0,0,2004
GENDA LAL PAL,Mainpuri,0,10th Pass,4653,LP(S),1027,74000,0,2004
GEORGE FERNANDES,Muzaffarpur,0,Others,714,JD(U),1028,33987410,0,2004
GEORGE NJAVARAKKATTU,Cannanore,1,Not Given,1852,IND,1029,253000,10000,2004
GEORGE TIRKEY,Sundargarh,3,12th Pass,2951,IND,1030,7354556,0,2004
GH. MOHD. TANTARY,Anantnag,0,12th Pass,1388,SAP,1031,0,0,2004
GH. MOHI-UD-DIN DAR,Anantnag,0,Not Given,1386,IND,1032,0,0,2004
GH. RASOOL,Anantnag,0,12th Pass,1384,IND,1033,110000,0,2004
GHAN SHYAM,Bijnor,0,Not Given,4132,IND,1034,1087000,0,2004
GHAN SHYAM CHANDR KHARWAR,Bijnor,0,Not Given,4120,BSP,1035,1087000,0,2004
GHAN SHYAM MORWAL,Karol Bagh,0,10th Pass,2788,DBP,1036,78800,0,2004
GHAN SHYAM SHUKLA,Gonda,0,Not Given,4347,BJP,1037,1119000,0,2004
GHANASHYAM BHATTARAI,Lakhimpur,0,10th Pass,390,IND,1038,51000,0,2004
GHANSHYAM KORI,Jalaun,0,Graduate,4424,SP,1039,1929596,0,2004
GHANSHYAM LAL,Chandigarh,0,Others,894,IND,1040,15076200,0,2004
GHATAGE S B,Chikkodi,0,Literate,1699,INC,1041,24768000,3876000,2004
Ghatak Moloy,Asansol,2,Graduate Professional,5091,AITC,1042,3635579,92594,2004
GHISA LAL AGARWALLA,Tezpur,12,12th Pass,418,BJP,1043,18112938,13671007,2004
GHOUSIA BEGUM,Bellary,0,10th Pass,1675,IND,1044,508000,0,2004
GHULAM RASOOL KAR,Baramulla,0,Literate,1392,INC,1045,7438900,0,2004
GHULE SUNITA  SUDHAKAR,Buldhana,0,Literate,2348,IND,1046,400000,0,2004
GIAN PRAKASH SAINI,Chandni Chowk,0,Post Graduate,2727,BSP,1047,7564243,3214000,2004
GIRDHARI LAL BHARGAVA,Jaipur,0,Graduate Professional,3211,BJP,1048,14248322,196196,2004
GIRI NIVARTHI RAO YADAV,Kurnool,0,Post Graduate,125,IND,1049,4842200,0,2004
GIRIDHAR GAMANG,Koraput,0,Graduate,2925,INC,1050,459812,0,2004
GIRIDHARI YADAV,Banka,0,Post Graduate,480,RJD,1051,2841000,351513,2004
GIRIJA PRASAD SINGH,Bikramganj,3,Graduate,536,IND,1052,110000,0,2004
GIRIJA SHANKARA PATIL,Koppal,0,Graduate,1779,JP,1053,2417000,0,2004
GIRIJA VYAS,Udaipur,0,Post Graduate,3298,INC,1054,4313752,671216,2004
Girindra Nath Barman,Cooch Behar,0,Post Graduate,5211,AITC,1055,1430014,112118,2004
GIRISH NARAYAN PANDAY,Rae Bareli,0,Post Graduate,4822,BJP,1056,1395684,38000,2004
GIRJA DEVI,Maharajganj,0,Post Graduate,689,IND,1057,9556899,73350,2004
Gobinda Sakar,Balurghat,0,Not Given,5102,BSP,1058,301600,18600,2004
GODBOLE MANDAKINI GYANU,Latur,0,10th Pass,2465,PRCP,1059,91000,0,2004
Gomasta Prasad Soren,Purulia,0,Others,5392,JKP,1060,911798,0,2004
GONTU VENKATESWARA REDDY,Narasaraopet,0,Graduate,180,IND,1061,1075000,0,2004
Gopal Biswas,Nabadwip,0,Graduate,5379,IND,1062,1000,0,2004
Gopal Ch. Saha,Calcutta North West,0,Not Given,5190,IND,1063,0,0,2004
Gopal Chandra Das,Birbhum,0,Post Graduate,5153,INC,1064,119000,0,2004
Gopal Chandra Modi,Howrah,0,Graduate,5274,IND,1065,569050,30835,2004
Gopal Debnath,Basirhat,0,Graduate,5140,BSP,1066,33500,0,2004
GOPAL HINDUSTANI,East Delhi,0,Others,2760,IND,1067,11500,0,2004
GOPAL K. TANDEL,Daman And Diu,0,Graduate,1013,BJP,1068,28576268,3949827,2004
GOPAL SHARAN KANNAUJIA,Lalganj,0,Graduate,4586,SBSP,1069,535600,0,2004
GOPI CHAND,Hamirpur,0,Graduate,1359,IND,1070,560000,0,2004
Gopinath Mandi,Bankura,0,10th Pass,5112,AMB,1071,0,0,2004
GOTTUMUKKALA SIVA PRASADARAJU,Vijayawada,0,Post Graduate,271,IND,1072,16000,0,2004
GOUR CHANDRA MAJUMDER,Andaman & Nicobar Islands,0,Graduate,9,IND,1073,36200,0,2004
Gour Pada Biswas Mallik,Jangipur,0,5th Pass,5300,BSP,1074,1210000,0,2004
Goutam Das,Dum Dum,0,Graduate,5245,BSP,1075,37000,0,2004
Goutam Mondal,Howrah,0,Graduate,5272,IND,1076,940087,90000,2004
Govardhan S/o Kunwarlal Mohare,Balaghat,0,Not Given,2001,RLD,1077,328800,0,2004
GOVIND SINGH NETI,Raigarh,0,8th Pass,961,GGP,1078,360000,0,2004
GOVINDA,Mumbai North,1,Graduate,2472,INC,1079,145298405,25000000,2004
GOVINDRAO NIKAM,Ratnagiri,0,10th Pass,2639,NCP,1080,4807786,0,2004
GUDIPUDI NARASIMHA RAO,Ongole,0,Not Given,202,IND,1081,20000,300000,2004
GUHARAM AJGALLE,Sarangarh,0,Graduate Professional,983,BJP,1082,1768900,0,2004
GUINNESS HOTTE PAKSHA RANGASWAMY,Bangalore South,0,Graduate,1658,IND,1083,1500000,0,2004
GULAB PASWAN,Rosera,0,10th Pass,799,AD,1084,320000,0,2004
GULAGI NAGARAJ B,Bellary,0,Graduate,1670,JD(S),1085,18772392,1402962,2004
GULHANE SANJAY MAHADEORAO,Yavatmal,0,Graduate,2699,IND,1086,737000,8600,2004
GULJAR KHAN,Almora,0,Not Given,5030,RSBP,1087,100000,0,2004
GUMMI BAKKA REDDY,Nalgonda,0,Not Given,163,IND,1088,125000,0,2004
GUNASEKARAN. N,Mayiladuturai,0,Graduate,3533,CPI(ML)(L),1089,15000,0,2004
GUNIPATI RAMAIAH,Rajampet,0,10th Pass,221,TDP,1090,4239986,606000,2004
GUNJAL RADHESHYAM SHIVRAM,Nashik,0,Graduate,2569,CPI,1091,7613000,0,2004
GUNTA LOKHANDE,Betul,0,Literate,2007,IND,1092,5000,0,2004
GURCHARAN SINGH,Chandigarh,0,Graduate,895,IND,1093,10850000,0,2004
GURDAYAL SINGH SAINI,Kurukshetra,0,10th Pass,1274,BJP,1094,11942800,200000,2004
GURDEEP SINGH BIJRAL,Jammu,0,Post Graduate,1418,IND,1095,90900,0,2004
GURLAL SINGH,Faridkot,0,12th Pass,2999,SAD(M),1096,17473286,200000,2004
GURNAM SINGH,Patiala,0,5th Pass,3071,SAD(M),1097,5850808,0,2004
GURNAM SINGH,Bhatinda,0,Post Graduate,2989,BSP,1098,2171200,20000,2004
Gurudas Dasgupta,Panskura,0,Post Graduate,5382,CPI,1099,3668778,0,2004
GURUDAS KAMBLE GURUJI,Chandrapur,0,12th Pass,2357,IND,1100,41500,0,2004
GYANENDRA PRATAP SINGH,Kaiserganj,0,Post Graduate,4509,INC,1101,6801957,0,2004
GYARA PRATHAP,Nalgonda,0,10th Pass,162,IND,1102,800000,0,2004
H B SRIKANTA MURTHY,Chikmagalur,0,10th Pass,1707,IND,1103,4008000,0,2004
H C SRIKANTAIAH  ALIAS ANNAIAH,Hassan,0,Not Given,1749,INC,1104,97520408,0,2004
H N NANJEGOWDA,Hassan,0,Post Graduate,1750,JD(U),1105,22390000,469342,2004
H. D. DEVEGOWDA,Hassan,0,Others,1748,JD(S),1106,11439574,3582261,2004
H.K. JAISWAL,Secunderabad,0,Not Given,229,IND,1107,0,0,2004
HAJARE BHAJANDAS DAYARAM,Nagpur,0,Graduate,2547,ARP,1108,370000,5000,2004
HAJI ABDUL MALIK,Faridabad,6,Graduate,1225,BSP,1109,11289031,485539,2004
HAJI ABDUR ROUF,Nowgong,0,10th Pass,402,UMFA,1110,1708000,3000,2004
HAJI HABIBURREHAMAN,Ajmer,0,12th Pass,3118,INC,1111,2384936,0,2004
HAJI MD. AZAM SHAIK,Rajampet,0,10th Pass,222,IND,1112,30000,37000,2004
HAJI MUSHTAQ SOLANKI,Kanpur,0,Literate,4529,SP,1113,12805719,0,2004
HAJI RAFIQUE SETH,Amravati,0,10th Pass,2305,IND,1114,1628000,360000,2004
HAJI. D. ABDULLAH,Dahanu,0,Post Graduate,2380,BSP,1115,320000,150000,2004
HALCHAL RAM,Rosera,0,Graduate,796,IND,1116,106000,20000,2004
HAMID (ABDUL HAMID SIDDQIE),Janjgir,0,8th Pass,930,IND,1117,866000,0,2004
HAMID PASHA SARMAST,Gulbarga,0,Literate,1744,MUL,1118,6000,0,2004
HAMIDULLAH WANI,Anantnag,0,10th Pass,1385,AIFB,1119,6273500,0,2004
Hannan Mollah,Uluberia,0,Post Graduate,5423,CPM,1120,621879,0,2004
HANS RAJ PABWAN,Phillaur,0,Graduate,3085,IND,1121,110000,0,2004
HARBANS LAL MAHAJAN,Amritsar,0,8th Pass,2984,SP,1122,5718630,1247815,2004
HARENDER KUMAR,East Delhi,0,12th Pass,2770,IND,1123,106750,0,2004
HARGOPAL SINGH,Patiala,0,10th Pass,3070,BSP,1124,3415000,0,2004
HARI CHOUDHARY,Nawada,0,Not Given,747,IND,1125,35200,0,2004
HARI HAR SWAIN,Aska,0,12th Pass,2854,BJD,1126,12192000,1586478,2004
HARI KRISHAN,Delhi Sadar,0,8th Pass,2744,IND,1127,18000,0,2004
HARI MOHAN SHARMA,Kota,0,Post Graduate,3253,INC,1128,12453278,1026257,2004
HARI PARKASH,Sonepat,2,10th Pass,1343,IND,1129,1027757,0,2004
HARI PRASAD,Sawai Madhopur,0,Literate,3285,SJP(R),1130,25500,0,2004
HARI SINGH,Rohtak,0,Post Graduate,1317,IND,1131,553891,0,2004
HARIDWAR PRASAD SINGH,Arrah,1,10th Pass,438,SAP,1132,3733890,0,2004
HARIKEVAL PRASAD,Salempur,0,Not Given,4892,SP,1133,3037000,0,2004
HARIN PATHAK,Ahmedabad,1,Graduate Professional,1031,BJP,1134,10287931,0,2004
HARISCHANDRA DEVRAM CHAVAN,Malegaon,0,Graduate,2466,BJP,1135,3312291,9033,2004
HARISH NAGPAL,Amroha,0,10th Pass,3964,IND,1136,67234623,0,2004
HARISH TYAGI,East Delhi,0,10th Pass,2764,IND,1137,79537,0,2004
HARIVALLABH SHUKLA,Guna,0,Post Graduate,2079,BJP,1138,1884603,0,2004
HARMAIL SINGH,Faridkot,0,10th Pass,3000,IND,1139,783000,261500,2004
HARMOHAN DHAWAN,Chandigarh,0,Post Graduate,885,INLD,1140,37745991,0,2004
HARPAL SINGH SATHI,Hardwar,0,Graduate,5047,BJP,1141,3271171,340000,2004
Harsa Chhatria,Sundargarh,0,Graduate,2952,BSP,1142,12000,0,2004
HARSH VARDHAN,Maharajganj,3,Graduate,4641,INC,1143,5200000,236200,2004
HARSING TERON,Autonomous District,0,Graduate,312,SAP,1144,1595000,0,2004
HASSAN KHAN,Ladakh,0,Graduate,1423,JKN,1145,3095000,0,2004
HEERA RAM,Pali,0,12th Pass,3270,IND,1146,20400,0,2004
HEERA SINGH MARKAM,Mandla,0,Post Graduate,2165,GGP,1147,613500,0,2004
HEKJEL WOOD,Lakhimpur,0,12th Pass,384,IND,1148,111000,0,2004
HEM RAJ,Chandigarh,0,Graduate Professional,886,BSP,1149,4650000,200000,2004
HEM RAJ,Ambala,0,10th Pass,1202,LJNSP,1150,183053,44260,2004
Hema Choubey,Panskura,1,10th Pass,5383,AITC,1151,492131,0,2004
HEMLAL MURMU,Rajmahal,1,Not Given,1606,JMM,1152,1680400,0,2004
HEMLATA,Janjgir,0,Not Given,933,YGP,1153,1460000,0,2004
HENABATI BARIK,Bolangir,0,Literate,2887,IND,1154,30000,0,2004
HINDURAO N. NAIK NIMBALKAR,Satara,2,8th Pass,2651,SHS,1155,18847587,17200000,2004
HIRA NAND KASHYAP,Simla,0,Post Graduate,1374,BJP,1156,3528287,40300,2004
HIRALAL RAM,Bagaha,0,10th Pass,459,LJNSP,1157,1997374,432071,2004
HIRASAN UIKEY,Balaghat,0,10th Pass,1996,GGP,1158,335282,0,2004
Hiten Barman,Cooch Behar,0,12th Pass,5210,AIFB,1159,546676,279146,2004
HOLKHOMANG HAOKIP,Outer Manipur,0,Post Graduate,2708,NCP,1160,2030000,0,2004
HOSAMANI MOHAMED HANEEF MEERASAB,Dharwad South,0,Not Given,1734,IND,1161,310000,27000,2004
Hossain Amjad,Katwa,0,Not Given,5321,IND,1162,270000,0,2004
Hossain Mahmud Shaikh,Tamluk,1,Post Graduate,5420,IND,1163,906390,542384,2004
Howladar Nripendra Nath,Nabadwip,2,12th Pass,5375,INC,1164,1423000,36114,2004
HUKUM DEO NARAYAN YADAV,Madhubani,0,Graduate,674,BJP,1165,11296061,138313,2004
HUKUMCHAND,Ujjain,0,Literate,2272,IND,1166,32300,0,2004
HUMERA AZIZ,Secunderabad,0,Graduate,227,AIMIM,1167,381000,0,2004
I. D. SWAMI,Karnal,0,Post Graduate,1253,BJP,1168,5932086,11500,2004
IBRAHIM C M,Bangalore North,0,12th Pass,1648,JD(S),1169,54207000,85987,2004
IDLI RAMAPPA,Bellary,3,Post Graduate,1674,CPI(ML)(L),1170,4990,44108,2004
Iftakar Mohammad Khan,Moradabad,0,Graduate,4729,BSP,1171,5998303,1150020,2004
IFTIKHAR SADIQ,Srinagar,0,Graduate,1429,BJP,1172,610000,0,2004
ILIYAS AZMI,Shahabad,0,Graduate,4921,BSP,1173,19683626,0,2004
Imtiaz Ahmed,Calcutta North East,0,10th Pass,5178,IND,1174,34500,0,2004
IMTIYAZ AHMAD RATHER,Anantnag,0,Not Given,1380,IND,1175,600,0,2004
INAGANTI APPARAO,Bapatla,0,Others,36,IND,1176,3298000,200000,2004
INDER SINGH NAMDHARI,Chatra,1,Graduate,1460,JD(U),1177,6900543,634291,2004
INDER SINGH UIKEY,Mandla,0,Graduate,2167,BSP,1178,15000,30000,2004
INDERDEO MAHATO,Giridih,5,10th Pass,1506,JD(U),1179,7369800,200000,2004
INDERJIT SINGH,Mahendragarh,0,Graduate Professional,1287,INC,1180,55105874,1108417,2004
INDI REDDY THIMMA REDDY,Cuddapah,2,Not Given,55,RJD,1181,1150000,180000,2004
Indira Mukherjee ( Moushumi Chatterjee),Calcutta North East,0,Not Given,5171,INC,1182,1924891,0,2004
INDRA KUMAR SINGH CHANDAPURI,Barh,0,Others,497,SP,1183,570000,0,2004
INDRABHAN YADAV,Rewa,1,12th Pass,2207,SP,1184,308432,0,2004
INDRADEO RAM,Aurangabad,0,Literate,457,IND,1185,9000,5000,2004
Indradeo Ray,Serampore,0,Not Given,5413,SP,1186,154800,0,2004
Indrani Mukherjee,Hooghly,0,Graduate,5257,AITC,1187,5450884,545000,2004
INJETI KRISHNA REDDY,Nandyal,2,Not Given,172,IND,1188,3050000,30000,2004
IQBAL AHMED SARADGI,Gulbarga,0,Graduate Professional,1737,INC,1189,11451875,0,2004
IQBALSINGH HAJARASINGH SALHOTRA,Nagpur,0,Literate,2546,IND,1190,1285618,204162,2004
IRFANUR RAHMAN,Madhubani,0,Others,680,RLD,1191,0,0,2004
ISAK KORKORIA,Lakhimpur,0,5th Pass,391,IND,1192,35000,0,2004
ISLAM SABIR,Bareilly,2,12th Pass,4094,SP,1193,5192000,0,2004
ISMAIL MAKWANA,Mumbai North West,0,8th Pass,2508,BSP,1194,45000,526498,2004
JABEEN BORBHUYAN,Dhubri,0,12th Pass,324,BJP,1195,1481689,0,2004
JADHAV BALIKRISHNA ALIAS BALASAHEB BHIMRAO,Karad,0,12th Pass,2427,RSPS,1196,20000,0,2004
JADHAV DATTATREYA NARAYAN,Belgaum,0,10th Pass,1664,IND,1197,1380000,0,2004
JADHAV GANESH DEVRAM,Pune,0,10th Pass,2605,BBM,1198,0,60000,2004
JADHAV VISHNU MAROTI,Nanded,0,10th Pass,2561,IND,1199,0,0,2004
JADU MOHAN TRIPURA,Tripura East,0,10th Pass,3879,INC,1200,964000,0,2004
JAFFER SHARIEF C K,Bangalore North,1,10th Pass,1647,INC,1201,27965887,792842,2004
JAGADEESH D L,Tumkur,0,Post Graduate,1805,JD(S),1202,4453895,0,2004
JAGADGURU MATE MAHADEVI,Dharwad North,0,Not Given,1726,KNDP,1203,2554624,0,2004
JAGANATH PATRO,Berhampur,0,Not Given,2867,IND,1204,25000,0,2004
JAGANNATH MISHRA,Jhanjharpur,1,Doctorate,625,JD(U),1205,6894154,535163,2004
JAGBIR SINGH MALIK,Sonepat,0,Graduate Professional,1337,IND,1206,4591603,0,2004
JAGDAMBIKA PAL,Domariaganj,0,Not Given,4212,INC,1207,1000000,0,2004
JAGDEO RAM,Araria,0,Graduate,433,SAP,1208,30000,0,2004
JAGDISH KUMAR DEMBALA,Chandni Chowk,0,Post Graduate,2738,IND,1209,190000,0,2004
JAGDISH RAI AGGARWAL,Sonepat,0,10th Pass,1347,IND,1210,9500672,0,2004
JAGESHWAR YADAV,Nalanda,0,Others,732,SP,1211,2559000,405098,2004
JAGIR SINGH,Kurukshetra,0,Graduate,1283,IND,1212,6922075,0,2004
JAGIRDAR SHAMSHODDIN AINNODDIN,Washim,0,10th Pass,2683,LRP,1213,702000,0,2004
JAGMEET SINGH BRAR,Ferozepur,0,Graduate,3007,INC,1214,11404217,1330000,2004
JAGMOHAN,Kurukshetra,0,10th Pass,1285,IND,1215,10328000,0,2004
JAGVEER,Baghpat,0,Post Graduate,4008,INC,1216,1144000,0,2004
JAGYA NAND SINGH,Jahanabad,0,12th Pass,616,IND,1217,142000,0,2004
JAI KISHAN,Sonepat,0,Graduate,1351,IND,1218,2910458,80000,2004
JAI KRISHNA MANDAL,Purnea,0,12th Pass,786,SAP,1219,11732223,295345,2004
JAI PARKASH,Hissar,5,12th Pass,1236,INC,1220,4568812,245760,2004
JAI PRAKASH,Mohanlalganj,0,Graduate,4717,SP,1221,16583667,1883335,2004
JAI PRAKASH YADAV,Godda,1,Post Graduate,1519,BSP,1222,131000,16000,2004
JAI SINGH,Kurukshetra,0,Not Given,1284,IND,1223,41500,0,2004
JAIBHAN SINGH PAWAIYA,Gwalior,0,Graduate,2090,BJP,1224,615377,52260,2004
JAIMAL,Rohtak,0,Post Graduate,1324,RSKP,1225,288484,0,2004
JAIPAL,Rohtak,0,Literate,1307,IND,1226,100000,0,2004
JAIPAL REDDY SUDINI,Miryalguda,0,Post Graduate,146,INC,1227,12264007,1546865,2004
JAISRAJ GAUTAM,Akbarpur,0,Graduate,3909,INC,1228,9500,0,2004
JAKIR HUSEN,Jhalawar,0,Not Given,3229,IND,1229,45000,0,2004
JAKKA TARAKA MALLIKARJUNA RAO,Vijayawada,0,Graduate,267,IND,1230,45400,0,2004
JAMEELAHAMED REZA,Belgaum,0,Post Graduate,1663,JD(S),1231,4056000,190000,2004
JAMES,Kurnool,0,12th Pass,121,IND,1232,10000,0,2004
Jamuna Nishad,Gorakhpur,9,Graduate,4362,SP,1233,1423500,0,2004
JANAK ROY,Jhanjharpur,0,10th Pass,627,IND,1234,4816000,260000,2004
JANARDAN PRASAD MISHRA,Sitapur,0,Post Graduate,4964,BJP,1235,3864851,0,2004
Janardan Saha,Vishnupur,0,Post Graduate,5432,AITC,1236,233612,14000,2004
JANARDHANA REDDY NEDURUMALLI,Visakhapatnam,0,Graduate Professional,272,INC,1237,10916531,11212,2004
JANG BAHADUR RAM,Monghyr,0,Literate,701,IND,1238,100000,0,2004
JANKI PASWAN,Gaya,0,12th Pass,580,CPI,1239,170600,0,2004
JANNI APPA RAO,Bhadrachalam,0,12th Pass,39,BSP,1240,100000,0,2004
JASA RAM,Jalore,0,Not Given,3225,IND,1241,2540000,14000,2004
JASBIR SINGH,Jammu,0,Graduate,1419,IND,1242,401086,0,2004
JASKAUR,Sawai Madhopur,0,Post Graduate,3283,BJP,1243,8987768,0,2004
JASVIR SINGH,Bhatinda,0,Graduate,2990,IND,1244,50000,0,2004
JASWANT SINGH BISHNOI,Jodhpur,0,Graduate Professional,3240,BJP,1245,6993029,489166,2004
JASWAR SATYARAM BALLIKARAN,Mumbai North Central,0,12th Pass,2487,BSP,1246,0,0,2004
JASWINDER SINGH,Ambala,0,12th Pass,1201,IND,1247,2466200,900000,2004
JATINDER SINGH ( KAKKA),Kurukshetra,0,Graduate,1275,HVP,1248,34693000,0,2004
JAVED ABIDI,New Delhi,0,Graduate,2799,IND,1249,3623113,132046,2004
JAWAHARLAL NEHRU. P,Chidambaram,0,Graduate Professional,3342,JP,1250,180000,0,2004
JAWARKAR NAMDEORAO SHALIGRAMJI,Amravati,0,Not Given,2307,BBM,1251,10200000,70000,2004
JAY PRAKASH NARAYAN YADAV,Monghyr,1,Post Graduate,694,RJD,1252,1880178,172602,2004
JAYANT MUKUND TINAIKAR,Kanara,3,10th Pass,1763,KNDP,1253,881600,1101000,2004
JAYANTA ANANT DALVI,Nagpur,0,Graduate,2537,BSP,1254,195000,0,2004
JAYANTHI,Bangalore South,0,10th Pass,1656,JD(S),1255,130000,0,2004
JAYANTI PATNAIK,Cuttack,0,Graduate,2891,INC,1256,10472416,0,2004
Jayashree Chakraborty,Krishnagar,0,Post Graduate,5333,SP,1257,1254849,0,2004
JAYASWAL VIRENDRAKUMAR KASTURCHAND,Bhandara,0,Post Graduate,2340,BBM,1258,3030000,0,2004
JAYAWANTIBEN MEHTA,Mumbai South,5,10th Pass,2521,BJP,1259,14581866,0,2004
JEETMAL KHANT,Banswara,0,Graduate,3138,JD(U),1260,940036,192000,2004
JETHMALANI RAM BOOLCHAND,Lucknow,1,Post Graduate,4595,IND,1261,102361000,0,2004
JHANSI BOTCHA,Bobbili,0,Post Graduate,43,INC,1262,25900500,0,2004
JHARI LAL DAS,Darbhanga,0,Graduate,576,IND,1263,150600,0,2004
JIA LAL VERMA,Udhampur,0,Graduate,1443,BSP,1264,3346489,0,2004
Jiban Das,Contai,1,Graduate,5207,IND,1265,1153382,145000,2004
JIGAJINAGI RAMESH CHANDAPPA,Chikkodi,0,Graduate,1698,BJP,1266,5480600,75000,2004
JILANE HOQUE LASKAR,Barpeta,0,10th Pass,321,IND,1267,60000,0,2004
JIRAJ SINGH,Bijnor,0,Graduate,4122,INC,1268,18062640,275436,2004
Jit Narayan Singh,Jadavpur,0,12th Pass,5285,IND,1269,2017800,0,2004
JITEN GOGOI,Kaliabor,0,Literate,361,IND,1270,9294602,299000,2004
JITENDRA ADKU RAUT,Chimur,0,Graduate,2365,IND,1271,0,0,2004
JITENDRA KUMAR,Hajipur,0,Not Given,604,JP,1272,0,0,2004
JITENDRA SWAMI,Maharajganj,1,Post Graduate,684,RJD,1273,1129241,180000,2004
JITENDRA THAKUR,Patna,0,10th Pass,760,AD,1274,0,0,2004
JITENDRA TIWARY,Arrah,0,Literate,444,ABJS,1275,0,0,2004
JITENDRA YADAV,Aurangabad,2,10th Pass,448,BSP,1276,5550000,0,2004
JITENDRA YADAV,Muzaffarpur,0,12th Pass,718,CPI(ML)(L),1277,377518,0,2004
JITU SARMAH,Kaliabor,0,10th Pass,367,IND,1278,565000,0,2004
JIVABHAI AMBALAL PATEL,Mehsana,0,10th Pass,1154,INC,1279,34602412,0,2004
JIWACHHA PASWAN,Purnea,0,10th Pass,780,IND,1280,398000,0,2004
Joachim Baxla,Alipurduars,0,Graduate,5081,RSP,1281,485800,0,2004
JODIK TALI,Arunachal West,0,Post Graduate,303,IND,1282,550729,0,2004
JOE SIMON,Bangalore North,0,12th Pass,1650,KNDP,1283,75000,4450,2004
JOHNY MANI,Muvattupuzha,0,Post Graduate,1939,IND,1284,6537574,0,2004
JOSE JOSEPH,Muvattupuzha,0,Others,1940,IND,1285,1732173,0,2004
JOYRAM MOUT,Jorhat,0,10th Pass,357,SAP,1286,341739,0,2004
JUAL ORAM,Sundargarh,3,10th Pass,2949,BJP,1287,5746675,800000,2004
JUPALLI HANUMANTHA RAO GOUD,Guntur,0,10th Pass,76,BSP,1288,1250000,0,2004
JUREN RAJKHOWA,Kaliabor,0,Graduate,366,IND,1289,658345,0,2004
JYOTESHWAR KUMAR SHARMA,Nalanda,0,10th Pass,734,IND,1290,45000,0,2004
JYOTI SHANKER,Bikramganj,0,Graduate,547,IND,1291,125000,0,2004
JYOTIRADITYA MADHAVRAO SCINDIA,Guna,0,Post Graduate,2078,INC,1292,35827904,0,2004
Jyotirmoy Thakur,Berhampore,0,Graduate,5146,IND,1293,95000,70000,2004
Jyotirmoyee Sikdar,Krishnagar,0,12th Pass,5330,CPM,1294,7545592,1036080,2004
K . SHYAMBABU SUBUDHI,Berhampur,0,10th Pass,2868,IND,1295,300000,0,2004
K A THULASI,Ottapalam,0,Post Graduate,1942,INC,1296,0,0,2004
K AJAYAN,Ottapalam,0,Others,1944,IND,1297,10500,0,2004
K ARUNKUMAR,Calicut,0,Graduate,1839,IND,1298,8895000,0,2004
K BALARAM,Calicut,0,10th Pass,1841,IND,1299,500,0,2004
K KALIMUTHU,Andaman & Nicobar Islands,1,8th Pass,11,IND,1300,472440,73878,2004
K P SREESAN,Badagara,0,Graduate,1829,BJP,1301,488622,0,2004
K PERUMAL,Andaman & Nicobar Islands,0,Literate,12,SWD,1302,7752141,0,2004
K T KUNHIKANNAN,Badagara,1,Not Given,1830,IND,1303,200000,0,2004
K VEERENDRA KUMAR,Calicut,0,10th Pass,1837,IND,1304,1000,0,2004
K. ASUNGBA SANGTAM,Nagaland,0,Graduate,2721,INC,1305,14946062,0,2004
K. C. SINGH BABA,Nainital,0,12th Pass,5054,INC,1306,23708052,2906552,2004
K. C. TYAGI,Meerut,0,Graduate,4680,JD(U),1307,8777999,327956,2004
K. CHANDRA SHAKHER RAO,Karimnagar,0,Graduate,106,TRS,1308,8598858,2559507,2004
K. ESWAR RAO,Tirupathi,0,12th Pass,257,TRS,1309,0,0,2004
K. FRANCIS GEORGE,Idukki,1,Graduate Professional,1876,KEC,1310,11417962,78919,2004
K. K. SHARMA,Meerut,0,Post Graduate,4681,INC,1311,19586707,0,2004
K. LAXMAIAH YADAV,Medak,0,Graduate,144,IND,1312,180000,0,2004
K. SURESH KURUP,Kottayam,0,Graduate Professional,1896,CPM,1313,1818560,993202,2004
K. V. KRISHNA KUMAR,Kurnool,1,Graduate,128,IND,1314,50000,0,2004
K. VENKATESULU,Anantapur,0,12th Pass,29,PPOI,1315,54000,0,2004
K. VIRUPAXAPPA,Koppal,0,10th Pass,1774,INC,1316,5230246,1046888,2004
K.H. MUNIYAPPA,Kolar,0,Graduate,1766,INC,1317,6187039,397195,2004
K.S.RATNAM,Nagarkurnool,0,Not Given,153,IND,1318,6897500,506545,2004
KABEER BHAKT ASWANT DAS SAHU KARORPATI JEEVAN BIMA AGENT,Raipur,0,10th Pass,972,IND,1319,1009000,176000,2004
Kabi Roy,Barasat,0,Graduate,5122,SAP,1320,0,0,2004
KABINDRA PURKYASTHA,Silchar,0,Post Graduate,406,BJP,1321,4194019,239231,2004
KADAM SURYAJIRAO ALIAS CHIMANRAO SHANKARAO,Satara,0,Graduate,2652,IND,1322,25564111,0,2004
KADAPPA GADE,Osmanabad,0,Graduate,2582,IND,1323,2341000,0,2004
"KADER MOHIDEEN, K. M",Vellore,0,Post Graduate,3858,DMK,1324,2800000,450000,2004
KAILASH,Sawai Madhopur,0,Literate,3284,BSP,1325,383420,0,2004
KAILASH BAITHA,Bagaha,0,10th Pass,458,JD(U),1326,49000,35000,2004
KAILASH CHANDRA,Secunderabad,0,12th Pass,237,IND,1327,0,0,2004
KAILASH JOSHI,Bhopal,0,10th Pass,2027,BJP,1328,2695080,0,2004
KAILASH MEGHWAL,Tonk,0,Post Graduate,3294,BJP,1329,10950282,0,2004
