Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
G S Kumar,Bangalore North,0,10th Pass,1682,IND,2037,3851000,55000,2009
G Sampada Rao,Amalapuram,0,Graduate Professional,4682,BSP,2038,20000,0,2009
G V Harsha Kumar,Amalapuram,1,Post Graduate,4684,INC,2039,7089000,1014298,2009
G. N. SIDDESH,Davanagere,0,12th Pass,5996,IND,2040,6149100,4078000,2009
G. Nagendra,Tumkur,0,10th Pass,630,IND,2041,5000,0,2009
G. Rajaiah,Secunderabad,0,Graduate,1051,IND,2042,63056,35271,2009
G. SUBRAMANIYAN,Pondicherry,0,Graduate,8329,IND,2043,585,0,2009
G. VENKATACHALAM,Chittoor,0,Post Graduate,4369,LSP,2044,250000,115000,2009
G. Vidyasagar,Nagarkurnool,0,Graduate,386,LSP,2045,1011000,0,2009
G.B.Muthukumar,Chikkballapur,0,Post Graduate,2079,IND,2046,3269000,5023,2009
G.BALASWAMY,Nandyal,0,Post Graduate,4426,IND,2047,543820,0,2009
G.Chandranna,Kolar,2,12th Pass,634,JD(S),2048,56096750,700000,2009
G.D.,Tikamgarh,0,Graduate Professional,5160,BSP,2049,2007070,50000,2009
G.Mallesham Goud,Chevella,0,Graduate,57,IND,2050,400000,0,2009
G.N. RAVI,Chikkballapur,0,Not Given,6441,IND,2051,0,100000,2009
G.Narayanappa,Chikkballapur,0,10th Pass,2080,IND,2052,650000,0,2009
G.S. BASAVARAJU,Tumkur,0,Graduate Professional,4579,BJP,2053,54382029,8761621,2009
G.Vijayalaxmi,Mahbubnagar,0,Not Given,58,PPOI,2054,105000,0,2009
GADAKH TUKARAM GANGADHAR,Ahmednagar,2,Graduate,3641,BSP,2055,34951273,4726208,2009
GADDALA NAGABHUSHANAM,Anantapur,2,Post Graduate,4344,BSP,2056,575000,9000,2009
Gaddala Vinay Kumar,Peddapalle,0,8th Pass,14,IND,2057,5284500,1050,2009
Gaddam Raji Reddy,Karimnagar,0,Not Given,1017,IND,2058,1030000,0,2009
Gaddam Srinivas,Nizamabad,0,Doctorate,1023,IND,2059,11437000,0,2009
GADDIGOUDAR P C,Bagalkot,0,Graduate Professional,2262,BJP,2060,16762000,6674134,2009
GAFFAR ALI,Damoh,0,Post Graduate,5183,IND,2061,2650000,0,2009
GAGANDEO YADAV,Purvi Champaran,0,10th Pass,3044,BSP,2062,12815340,1093030,2009
GAGNGA DHAR SHUKLA,Gonda,2,8th Pass,4067,IND,2063,2095000,0,2009
GAIKWAD APPASAHEB GANGADHAR,Shirdi,0,5th Pass,3661,IND,2064,355000,0,2009
GAIKWAD BALASAHEB RAMCHANDRA,Ahmednagar,0,8th Pass,3649,IND,2065,100000,0,2009
GAIKWAD DATTA NAMDEO,Nashik,12,10th Pass,3538,SHS,2066,17138562,0,2009
GAIKWAD PATIL BHUSHAN BAJIRAO,Dhule,0,12th Pass,3452,IND,2067,30000,0,2009
GAIKWAD PRAMOD RAMCHANDRA,Solapur,3,12th Pass,3735,BSP,2068,1705000,340000,2009
GAIKWAD RAVINDRA VISHWANATH,Osmanabad,7,Post Graduate,3692,SHS,2069,9276577,2189253,2009
GAIKWAD SUNIL BALIRAM,Latur,0,Post Graduate,3718,BJP,2070,4050351,89010,2009
GAIKWAD UMAJI PANDURANG,Osmanabad,1,12th Pass,3704,IND,2071,40000,8000,2009
GAJADHAR RAJAK,Jamui,0,Literate,2327,CPI,2072,698173,0,2009
GAJANAN AAPSING BRAHMANE,Khargone,1,12th Pass,5280,IND,2073,573000,0,2009
GAJANAN BURMAL DODWADE,Yavatmal-Washim,0,12th Pass,1928,IND,2074,4180000,0,2009
GAJANAN KASHIRAM PATIL (HEMBADE),Yavatmal-Washim,1,12th Pass,1923,KM,2075,515000,11000,2009
GAJANAN KIRTIKAR,Mumbai North West,0,Graduate,5398,SHS,2076,32690000,1147000,2009
GAJANAN RAJARAM SIRSAT,Buldhana,0,Literate,153,RSP,2077,191000,0,2009
GAJAY SINGH,Saharanpur,0,10th Pass,8000,INC,2078,60422000,0,2009
GAJBHIYE BRAMHASWARUP BABURAO,Bhandara-Gondiya,0,12th Pass,1400,IND,2079,36770,24000,2009
GAJBHIYE RAJENDRA MAHADEO,Bhandara-Gondiya,0,Not Given,214,IND,2080,38000,392000,2009
GAJENDER PRATAP BHADANA,Faridabad,0,Graduate,6739,AIFB(S),2081,14858000,0,2009
GAJENDRA SINGH GAUR,Indore,0,Graduate,5267,IND,2082,418500,0,2009
Gajendrapal singh,Dausa,0,Graduate,5977,KKJHS,2083,4455000,0,2009
GAJENDRASINGH RAJUKHEDI,Dhar,0,Graduate Professional,5247,INC,2084,20653466,0,2009
Gajjela Swamy,Peddapalle,0,10th Pass,1001,BSP,2085,1574000,0,2009
Gajju Pedda Narsimhulu,Mahbubnagar,0,Not Given,1083,IND,2086,0,0,2009
GALI RAMA SUBBA REDDY,Nandyal,0,5th Pass,4424,IND,2087,160000,30000,2009
Gali Satyavathi,Kakinada,0,Not Given,4671,RPI,2088,120000,0,2009
Gamha Singh,Mayurbhanj,0,Graduate,2270,BSP,2089,6246814,1000000,2009
GANAPATHI P M,Viluppuram,1,5th Pass,8962,DMDK,2090,10948000,2312000,2009
GANARAM,Karauli-Dholpur,0,Literate,6069,IND,2091,6811200,0,2009
GANARAM UIKEY,Chhindwara,0,Literate,3361,IND,2092,830000,30000,2009
Gandam Chandramouli,Bhongir,0,Post Graduate,548,PRAP,2093,2700000,0,2009
GANDHI DILIPKUMAR MANSUKHLAL,Ahmednagar,9,10th Pass,3642,BJP,2094,13053391,955351,2009
GANDHISELVAN.S,Namakkal,2,Post Graduate,9008,DMK,2095,4068457,0,2009
GANDRV,Morena,0,Not Given,5080,IND,2096,350000,0,2009
GANESAN K,Kallakurichi,0,Graduate,8989,IND,2097,515000,0,2009
GANESAN LA,Chennai South,0,10th Pass,8768,BJP,2098,62871,0,2009
GANESAN S,Mayiladuthurai,0,10th Pass,9116,AIVP,2099,224000,0,2009
GANESH ARJUN ZORE,Buldhana,0,12th Pass,151,IND,2100,130000,0,2009
GANESH HANUMANTARAO MOKHASHI,Bangalore South,0,Not Given,1449,IND,2101,0,0,2009
GANESH M.A.S.S,Salem,0,10th Pass,8411,AITC,2102,2100000,0,2009
GANESH PAL,North East Delhi,0,12th Pass,7607,BSKP,2103,1517000,0,2009
GANESH PANT,Garhwal,0,Graduate,8246,LJP,2104,2270500,22000,2009
Ganesh Ram,Palamau,0,Graduate,680,JKP,2105,1590000,0,2009
Ganesh Ray,Bankura,0,10th Pass,4891,BSP,2106,0,0,2009
GANESH SHANKAR PANDEY,Maharajganj,0,Graduate,989,BSP,2107,15548924,662717,2009
Ganesh Shankar Vidyarthi,Nawada,0,Graduate,1328,CPM,2108,2213057,1000000,2009
GANESH SINGH,Satna,3,Post Graduate,3251,BJP,2109,7372032,16585,2009
GANESH TULSHIRAM TATHE,Akola,0,10th Pass,756,KKJHS,2110,2073000,80000,2009
GANESHA,Chitradurga,0,Not Given,2665,IND,2111,0,0,2009
GANESHAMURTHI.A.,Erode,1,Graduate,8429,MDMK,2112,26729518,1085323,2009
GANESHBHAI MEGHRAJBHAI JUDAL,Patan,0,Graduate,2122,IND,2113,51708,0,2009
GANESHI LAL,Agra,0,Literate,7155,IND,2114,385389,0,2009
GANESHRAM LODHI,Vidisha,0,Literate,3393,IND,2115,1517520,0,2009
GANGA  SINGH,Jalore,0,10th Pass,6350,SP,2116,2530820,1110,2009
GANGA CHARAN,Pilibhit,0,Graduate Professional,8091,BSP,2117,298273248,0,2009
GANGA PRASAD KUSHWAHA,Deoria,0,10th Pass,1858,PRBD,2118,1258589,0,2009
GANGA RAM,Fatehpur Sikri,0,Post Graduate,7201,IND,2119,3387000,190000,2009
GANGADHAR DUTTA,Lakhimpur,0,Graduate,3003,SHS,2120,700000,0,2009
GANGADHAR GADE,Amravati,0,Not Given,169,BSP,2121,0,0,2009
GANGADURAI.G,Chennai Central,0,Not Given,8813,JJ,2122,84000,0,2009
GANGADYAL,Ballia,0,8th Pass,1885,IND,2123,0,0,2009
GANGAPRASAD LALANBHAI YADAV,Navsari,2,Illiterate,4566,MJP,2124,6342094,0,2009
Gangapuri Ravinder Goud,Mahbubnagar,0,Not Given,1082,IND,2125,0,0,2009
Gangaram Nishad,Rajnandgaon,0,Not Given,497,EKSP,2126,0,0,2009
GANGJI DAYABHAI MAHESHWARI,Kachchh,0,Literate,2490,IND,2127,25000,0,2009
GANGURDE BALU KISAN,Dindori,0,10th Pass,3534,IND,2128,1078426,35000,2009
GANGURDE DIPAK SHANKAR,Dindori,0,Graduate,3530,BSP,2129,2426998,853762,2009
GANNE TUKARAM RAMBHAU,Latur,0,Not Given,3723,JSS,2130,0,0,2009
GANPAT GOND,Shahdol,0,10th Pass,3304,GMS,2131,25000,0,2009
Ganpat singh Rajpurohit,Pali,0,12th Pass,5972,JGP,2132,160000,0,2009
GANPATI TUKARAM KAMBLE ALIAS G.T. KAMBLE,Sangli,0,Graduate,3770,IND,2133,0,0,2009
GANUGAPENTA UTTAMA REDDY,Narasaraopet,0,Graduate,4438,LSP,2134,182000,0,2009
GANVIR SHIVKUMAR NAGARCHI,Bhandara-Gondiya,0,Not Given,205,CPI,2135,0,0,2009
GARIKAPATI SUDHAKAR,Bapatla,0,8th Pass,4357,RDMP,2136,60000,0,2009
GARUD MILIND MADHAV (M.G.),Mumbai South Central,0,5th Pass,5461,RPIE,2137,65000,0,2009
GAUD FAUJDAR RANGI,Thane,0,Literate,5358,IND,2138,2419000,0,2009
GAURAB SAHA,Howrah,0,10th Pass,7361,IND,2139,84920,0,2009
GAURI SHANKAR YADAV,Jhanjharpur,1,Graduate,3100,BSP,2140,1574000,0,2009
GAURIBEN MOHANBHAI DEVGANA,Jamnagar,0,Literate,5798,IND,2141,39000,0,2009
GAURISHANKAR,Bhadohi,0,Graduate,4158,IND,2142,550000,0,2009
GAURISHANKER,Etawah,0,Post Graduate,7273,BSP,2143,12280096,2977140,2009
GAUTAM CHAUDHARY,Kaushambi,0,Graduate Professional,3908,BJP,2144,3518000,0,2009
Gautam Prasad,Maharajganj,0,12th Pass,977,IND,2145,87526,321803,2009
GAUTAM SINGH RAJPUT KUSHWAH,Gwalior,1,Others,5109,RSMD,2146,910000,0,2009
GAVIT JEEVA PANDU,Dindori,6,Graduate,3529,CPM,2147,4679319,500000,2009
GAVIT MANIKRAO HODLYA,Nandurbar,0,5th Pass,3434,INC,2148,41064753,0,2009
GAVIT SHARAD KRUSHNRAO,Nandurbar,2,Graduate,3438,SP,2149,6253087,1046020,2009
GAWAI RAJENDRA RAMKRUSHNA,Amravati,0,Graduate Professional,172,RPI,2150,5038450,11075,2009
GAYA PRASAD,Kanpur,0,Others,5637,IND,2151,344500,0,2009
GAYA PRASAD,Barabanki,0,5th Pass,5721,IND,2152,1240225,92500,2009
GAYA PRASAD,Sitapur,0,Graduate,5508,CPI(ML)(L),2153,1103431,32000,2009
GAYADEEN,Ambedkar Nagar,0,8th Pass,4008,IND,2154,575000,0,2009
GAYATHRI.S,Tiruvallur,0,Post Graduate,8725,DMK,2155,30870000,0,2009
GAZI ATEZAD AHMED MUBEEN AHMED KHAN,Dhule,0,8th Pass,3451,IND,2156,25000,0,2009
GEETA,North West Delhi,0,Not Given,7621,RPI(A),2157,1838500,0,2009
GEETA MANDAL,Godda,1,Not Given,4197,CPI(ML)(L),2158,115251,0,2009
GEETA RANI,Bathinda,0,10th Pass,6829,ABSR,2159,110000,0,2009
GEETA SINGH,Jaunpur,0,Graduate Professional,4137,RDMP,2160,1600000,0,2009
GEETABEN MANJIBHAI SAROLA,Rajkot,0,Literate,2407,IND,2161,601500,0,2009
GEJENDER,Sonipat,0,10th Pass,6620,KKJHS,2162,9273262,0,2009
Gend Das Mahant,Korba,0,8th Pass,592,IND,2163,544000,0,2009
GENDA LAL PAL,Mainpuri,0,10th Pass,7207,RALP,2164,825000,0,2009
GENDAN LAL,Rampur,0,8th Pass,8647,IND,2165,175000,0,2009
GEORGE FERNANDES,Muzaffarpur,0,10th Pass,3141,IND,2166,95439798,0,2009
GH AHMAD MALLA,Baramulla,0,Literate,7855,AIFB,2167,400000,0,2009
GH MOHI-UD-DIN SHAH,Anantnag,0,Graduate,6412,IND,2168,630000,0,2009
GH MOHMAD SAMOON,Baramulla,0,Post Graduate,7859,IND,2169,450000,0,2009
GH MUSTAFA KASANA,Baramulla,0,Post Graduate,7849,BSP,2170,800000,0,2009
GH NABI PARRAY,Baramulla,0,12th Pass,7858,RPI(A),2171,0,0,2009
GH RASOOL BHAT,Baramulla,0,8th Pass,7856,ANC,2172,7974000,60000,2009
GHAN SHYAM SINGH LODHI,Rampur,0,8th Pass,8636,BSP,2173,12493082,6200000,2009
GHANSHYAM CHANDEL,Indore,0,Graduate,5268,IND,2174,1342500,19000,2009
GHANSHYAM DASS,New Delhi,0,8th Pass,7686,IND,2175,6117000,0,2009
GHANSHYAM MORWAL,Chandni Chowk,0,10th Pass,7548,DBP,2176,167000,0,2009
GHANSHYAM SHARMA,Gautam Budhha Nagar,0,8th Pass,7071,RWS,2177,16280000,515000,2009
GHANSHYAM TIWARI,Jaipur,0,Graduate Professional,5833,BJP,2178,40640039,10830551,2009
GHANSYAM ANURAGI,Jalaun,2,Post Graduate,5662,SP,2179,6350833,0,2009
GHASI LAL,Jhalawar-Baran,0,Post Graduate,6394,BHBP,2180,689535,0,2009
Ghasiram Mohanta,Balasore,0,Graduate,2286,IND,2181,3206120,30000,2009
Ghorabana Behera,Kandhamal,0,Post Graduate,728,IND,2182,180000,15000,2009
GHORPADE SAVEETA ASHOK,Baramati,0,Literate,3618,IND,2183,2001500,25000,2009
GHOSH BABU SAW,Baharampur,0,Not Given,7319,IND,2184,20375000,0,2009
Ghosh Mridul,Balurghat,3,10th Pass,4847,AUDF,2185,40000,300907,2009
GHULAM MURTAZA,Ladakh,0,Post Graduate,8719,JKPDP,2186,55500,0,2009
GHURAN RAM,Palamau,1,Graduate,1280,RJD,2187,3831048,1060802,2009
GIAN KAUR,Khadoor Sahib,0,Literate,7897,IND,2188,360000,0,2009
Gidla Simhachalam,Kakinada,0,Graduate Professional,4672,RDMP,2189,0,0,2009
GIRAJA SHANKAR YADAVA,Jaunpur,0,Others,4136,GGP,2190,1141655,140,2009
GIRDHARI LAL,Ludhiana,2,Graduate,7950,LBP,2191,523635,331394,2009
GIRDHARI SINGH,Rajsamand,0,8th Pass,6368,IND,2192,213715,0,2009
GIRDHARILAL,Hamirpur,0,Not Given,5686,NELU,2193,110000,0,2009
GIREESH BHARTIYA,Etawah,0,5th Pass,7283,IND,2194,30000,0,2009
GIRIJA SHANKER.R,Chennai Central,0,Graduate Professional,8829,IND,2195,15400000,0,2009
GIRIJA VYAS,Chittorgarh,1,Doctorate,6158,INC,2196,8721354,0,2009
GIRIRAJ.D,Chennai North,0,5th Pass,8750,IND,2197,70000,0,2009
GIRIRAJAN M,Chennai South,0,10th Pass,8782,IND,2198,110000,0,2009
Girish A.Rai,Dakshina Kannada,0,Post Graduate,4606,BSP,2199,51899000,1759457,2009
GIRISH CHANDRA PASI,Kaushambi,9,Graduate,3907,BSP,2200,2407001,0,2009
GIRISH CHANDRA SRIVASTAV,Lucknow,0,12th Pass,5592,IND,2201,2901500,0,2009
GIRISH CHANDRA VERMA,Faizabad,0,Graduate,3979,AD,2202,3031000,1507828,2009
Girish Narayan Singh,Karakat,0,5th Pass,941,IND,2203,597000,75000,2009
GIRISHCHANDRA MADHAVLAL BHAVSAR,Vadodara,0,10th Pass,2639,IND,2204,1025000,4000,2009
GIRJA SINGH PATEL,Satna,0,Post Graduate,3256,AD,2205,1050000,114000,2009
"GNANAPRAGASHAM, P.S.",Perambalur,0,Not Given,9095,IND,2206,0,0,2009
Gobind Ram Agrawal,Sambalpur,0,Graduate Professional,383,BSP,2207,700000,301500,2009
GOBINDA CHANDRA NASKAR,Bangaon,0,Post Graduate,8124,AITC,2208,2549515,0,2009
Gobinda Hansda,Balurghat,0,Not Given,4846,BSP,2209,0,0,2009
GODE NARAYAN SHAHUJI,Chandrapur,0,Literate,774,IND,2210,2165975,30000,2009
GODSE HEMANT TUKARAM,Nashik,0,Others,3542,MNS,2211,19966017,1822149,2009
GOHEL GAUTAMKUMAR NATVARSINH,Daman & Diu,0,12th Pass,5749,IND,2212,420000,641000,2009
GOKAL CHAND,Amritsar,0,5th Pass,7884,IND,2213,938000,0,2009
GOKALBHAI KHODABHAI PARMAR,Rajkot,0,10th Pass,2171,LPSP,2214,2075,0,2009
Golak Prasad Mallik,Bhadrak,0,Graduate,2290,IND,2215,2633697,300000,2009
GOLAP HUSSAIN MAZUMDER,Barpeta,0,Post Graduate,2918,IND,2216,50000,0,2009
GOLLA BABU RAO,Bapatla,0,Post Graduate,4361,IND,2217,50000,0,2009
GOMAT SINGH MAHARAJ SINGH DANGI,Sagar,0,Literate,5156,IND,2218,6215000,200000,2009
GOPAL,Bahraich,0,Graduate Professional,5731,SBSP,2219,345000,0,2009
GOPAL BHAIYA,Damoh,0,10th Pass,5184,IND,2220,30000,0,2009
Gopal Chandra Kar,Cuttack,1,Graduate Professional,2443,BSP,2221,17371963,0,2009
GOPAL ORAON,Lohardaga,0,12th Pass,1274,IND,2222,2406000,0,2009
GOPAL R,Madurai,0,8th Pass,8582,IND,2223,33000,0,2009
GOPAL RAGHUNATH JAMSANDEKAR,Mumbai North,0,8th Pass,5385,IND,2224,140908,0,2009
GOPAL RAM,Jalore,1,5th Pass,6351,IND,2225,3442000,0,2009
GOPAL RAM,Almora,0,Illiterate,8258,RPI(A),2226,775000,0,2009
GOPAL ROUT,Barrackpur,5,8th Pass,8134,IND,2227,8000,0,2009
GOPAL SAINI,Mathura,0,5th Pass,7136,IND,2228,54000,0,2009
GOPAL SINGH,Rajsamand,0,Graduate Professional,5874,INC,2229,4106255,489648,2009
GOPAL SWROOP JOSHI,Allahabad,0,Graduate,3958,IND,2230,1095000,0,2009
GOPALAKRISHNAN C,Vellore,0,Graduate Professional,8914,IND,2231,5477600,820500,2009
Gopesh Chandra Sarkar,Raiganj,0,Doctorate,4804,BJP,2232,3623491,40381,2009
GOPI KRISHAN,Churu,0,10th Pass,6177,IND,2233,625000,0,2009
GOPINATH V,Chennai South,0,Graduate Professional,8770,DMDK,2234,30999000,0,2009
GORA CHAND KOLEY,Howrah,0,8th Pass,7357,IND,2235,1045000,75000,2009
GORAKH PRASAD JAISWAL,Deoria,0,10th Pass,1854,BSP,2236,24217040,0,2009
GORAKHNATH,Bhadohi,0,Post Graduate,4149,BSP,2237,10158748,433968,2009
GORAV,Rohtak,1,Post Graduate,6661,IND,2238,10310000,0,2009
GORDHANBHAI PRAGJIBHAI ZADAPHIA,Bhavnagar,0,Post Graduate,2198,MJP,2239,8191743,2542721,2009
Gorre Ramesh,Peddapalle,0,Graduate Professional,1005,IND,2240,300000,0,2009
GORREMUCHU CHINNA RAO,Bapatla,0,5th Pass,4360,IND,2241,258000,110985,2009
GOSWAMI VISHWA BHUSHAN BHARTI,Chandigarh,0,12th Pass,8302,JD(U),2242,101000,0,2009
Gotam Lal Meena,Udaipur,0,Not Given,5939,CPI(ML)(L),2243,48300,0,2009
GOURI SINGH YADAV,Sagar,0,8th Pass,5148,SP,2244,13104000,4800000,2009
GOUSIA BEGUM,Koppal,0,10th Pass,7814,IND,2245,75000,0,2009
GOUTAM DAS,Asansol,0,12th Pass,8717,LJP,2246,221298,33568,2009
GOUTAM GAYEN,Howrah,0,8th Pass,7365,IND,2247,7000,0,2009
GOVANAM THANGAVEL K S,Salem,0,Literate,8413,IND,2248,225000,0,2009
GOVANAM THANGAVEL.K.S.,Erode,0,Literate,8440,IND,2249,225000,0,2009
GOVARDHAN CHANGO BHAGAT,Kalyan,3,8th Pass,5334,IND,2250,56677052,2700000,2009
GOVARDHAN PATLE URF HITLAR,Balaghat,0,5th Pass,3341,IND,2251,20000,0,2009
GOVIND,Gorakhpur,0,Illiterate,1209,IND,2252,4202000,0,2009
GOVIND,Sitapur,0,Post Graduate,5509,KKJHS,2253,892623,0,2009
GOVIND ACHARAY,Darbhanga,0,10th Pass,3120,IND,2254,390384,0,2009
GOVIND LAL MARANDI,Godda,0,10th Pass,4198,RSP,2255,12599,60000,2009
GOVIND PRASAD MISHRA,Sidhi,0,Graduate Professional,3289,BJP,2256,5187425,0,2009
GOVIND RAM MEGHWAL,Bikaner,0,Not Given,7661,BSP,2257,6406595,2782337,2009
GOVIND SINGH,Kota,0,10th Pass,6131,BSP,2258,5847000,1000000,2009
GOVINDARAJAN K M,Kallakurichi,0,Not Given,8984,AIVP,2259,950000,0,2009
GOVINDARAJI P V,Vellore,0,12th Pass,8905,SP,2260,2750000,0,2009
GOVINDASAMY. P,Tiruvannamalai,0,Post Graduate,8362,BSP,2261,2882824,0,2009
GOVINDBHAI JIVABHAI DAFDA,Kachchh,1,Literate,2112,IND,2262,766700,32000,2009
GOVINDBHAI LALJIBHAI PADHIYAR,Jamnagar,0,Literate,2187,IND,2263,300,0,2009
GOVINDBHAI LAXMANBHAI RATHOD,Navsari,0,Illiterate,2227,IND,2264,660000,50000,2009
GOVINDHASAMY.P.,Erode,0,5th Pass,8441,IND,2265,30580,0,2009
GOWSIA BASHIR,Baramulla,0,Graduate,7860,IND,2266,21050000,0,2009
GRIDHARI YADAV,Banka,0,Post Graduate,5032,INC,2267,6837392,358535,2009
GUBBALA TAMMAIAH,Narsapuram,0,Doctorate,4453,PRAP,2268,5869653,825248,2009
GUDDU PREMCHAND,Ujjain,3,5th Pass,5215,INC,2269,105031313,1500000,2009
GUDIPALLI SATHYA BABUJI,Bapatla,0,Graduate,4359,IND,2270,3900000,0,2009
GUFRAN AHMED,Kanpur,0,12th Pass,5632,RWSP,2271,700000,0,2009
GULAB,Robertsganj,2,Others,1774,PDFO,2272,2547000,0,2009
GULAB CHANDRA,Kaushambi,0,5th Pass,3913,IND,2273,150000,0,2009
GULAB CHANDRA PASWAN,Jamui,0,Graduate,2334,RKJP,2274,100000,0,2009
GULAB GRAMEEN,Allahabad,0,12th Pass,3946,LD,2275,25300,0,2009
GULAB RAJ,Khagaria,3,Graduate Professional,5002,IND,2276,321500,0,2009
GULAB SINGH,Hisar,0,5th Pass,6557,NELU,2277,2070000,20000,2009
GULAB SONKAR,Kaushambi,0,Graduate,3912,IJP,2278,243000,0,2009
GULAB TATYA WAGHMODE,Pune,0,Post Graduate,3579,BBM,2279,2677000,906000,2009
GULABRAV,Betul,0,10th Pass,3424,RDMP,2280,1125000,0,2009
GULAM RASOOL SHAH,Baramulla,0,10th Pass,7857,JKANC,2281,1737000,0,2009
GULAM SABIR,Faizabad,0,5th Pass,3980,NBNP,2282,1864000,1000000,2009
GULAMMOHAMMAD ABDULKARIM MALIK,Anand,0,Literate,2603,IND,2283,83792,0,2009
GULMOHAMMAD ISMAIL KHOKHHOR,Amreli,0,10th Pass,2580,IND,2284,0,0,2009
GULZAR,Baghpat,0,5th Pass,7020,ASP,2285,5303347,223846,2009
Gummadi Pullaiah,Mahabubabad,0,Graduate,1920,BSP,2286,400000,0,2009
GUNASEKARAN N,Mayiladuthurai,0,Not Given,9117,CPI(ML)(L),2287,0,0,2009
GUNASEKARAN P,Sivaganga,0,Not Given,9167,IND,2288,0,0,2009
"GUNASEKARAN, A.",Perambalur,0,Post Graduate,9093,IND,2289,71500,0,2009
GUNASEKARAN. D,Dharmapuri,0,Post Graduate,8945,MMKA,2290,270000,0,2009
GUNASEKARAN.K,Tiruchirappalli,0,10th Pass,8546,AIVP,2291,2000,0,2009
GUNASEKARAN.M,Chennai Central,0,Graduate Professional,8831,IND,2292,333000,0,2009
GUNDEKAR SANJAY ADELU,Hingoli,0,Not Given,761,IND,2293,0,0,2009
GUNIN HAZARIKA,Kaliabor,0,Post Graduate,2974,AGP,2294,8483272,134950,2009
GUNWANT LAL SHARMA,Chittorgarh,0,Graduate Professional,5871,IND,2295,6976000,290000,2009
GUNWANT TUKARAMJI DAWANDE,Wardha,0,Graduate,1950,IND,2296,72000,35200,2009
GURAV KALYAN BHANUDAS,Beed,1,10th Pass,3675,RKSP,2297,0,0,2009
GURCHARAN SINGH,Ludhiana,0,10th Pass,7962,IND,2298,0,0,2009
GURCHARAN SINGH GALIB,Ludhiana,0,12th Pass,7945,SAD,2299,35295747,2600000,2009
GURDAN SINGH,Jodhpur,0,8th Pass,6329,JKNPP,2300,480000,0,2009
GURDAYAL,Alwar,0,Graduate,6244,IND,2301,1595000,125000,2009
GURDAYAL SINGH,Kurukshetra,0,10th Pass,6503,BSP,2302,21392000,400000,2009
GURDEV SINGH,Firozpur,0,Graduate Professional,6785,BSP,2303,10732000,157500,2009
GURINDER SINGH SOOD,Ludhiana,0,Not Given,7951,JKNPP,2304,16238000,410000,2009
GURJIT SINGH,Khadoor Sahib,0,8th Pass,7898,IND,2305,1866997,88000,2009
GURMEET SINGH,Gurdaspur,0,12th Pass,7869,IND,2306,6048761,500000,2009
GURMEET SINGH RANGHRETA,Faridkot,1,12th Pass,7989,PLP,2307,2000000,100000,2009
GURNAM SINGH CHANDEL,Shimla,0,8th Pass,7844,SP,2308,50000,2000000,2009
GURPAL SINGH,Firozpur,0,Post Graduate,6804,IND,2309,16008000,1100000,2009
GURPREET SINGH,Faridkot,0,10th Pass,7996,IND,2310,33500,16000,2009
GURPREET SINGH KHANNA,Gurdaspur,0,12th Pass,7865,BGTD,2311,1286000,32000,2009
GURU (A) GURUMOORTHY S,Tiruvannamalai,0,12th Pass,8374,IND,2312,18500,0,2009
GURU C,Tiruvannamalai,0,8th Pass,8372,IND,2313,302000,0,2009
Guru Dada Lokesh Maharaj,Durg,0,Post Graduate,107,IND,2314,976000,0,2009
Gurudas Dasgupta,Ghatal,0,Post Graduate,4850,CPI,2315,3654001,0,2009
GURUMURTHY S,Nilgiris,3,12th Pass,8477,BJP,2316,2235500,665000,2009
GURUPADAGOUDA VENKANAGOUDA PATIL,Dharwad,0,5th Pass,6005,IND,2317,118215000,0,2009
GURUSAMY P,Tiruvannamalai,0,8th Pass,8373,IND,2318,517115,0,2009
Gutha Sukender Reddy,Nalgonda,0,12th Pass,36,INC,2319,16040830,16662997,2009
Guvvala Balaraj,Nagarkurnool,0,Graduate Professional,387,TRS,2320,22769600,9560000,2009
GYAN TIWARI,Sitapur,1,Graduate,5503,BJP,2321,13139861,897000,2009
H A Shivakumar,Bangalore North,0,Post Graduate,1683,IND,2322,20000,0,2009
H D KUMARA SWAMY,Bangalore Rural,3,Graduate,2047,JD(S),2323,491683477,336237223,2009
H K KENCHVEERAPPA HEBBALU,Davanagere,0,10th Pass,5946,IND,2324,1100000,0,2009
H Pillaiah,Bangalore North,0,8th Pass,1684,IND,2325,0,0,2009
H S RAMANNA,Mandya,0,12th Pass,6013,PPOI,2326,61000,0,2009
H S SHEKARAPPA,Shimoga,0,5th Pass,2251,IND,2327,2676000,500000,2009
H. D. Devegowda,Hassan,0,Others,4624,JD(S),2328,19624664,6499000,2009
H. ESWARAPPA BOVI,Davanagere,0,Literate,5944,IND,2329,605000,0,2009
H. NAGARAJ PALEGARA,Davanagere,0,10th Pass,5949,IND,2330,0,0,2009
H. V. Divakar,Gulbarga,0,Graduate,2320,IND,2331,182500,5000,2009
H.M. EHSANULLA PATEL,Davanagere,0,8th Pass,5945,IND,2332,1545000,10000,2009
H.R.SHIVAKUMAR,Chikkballapur,0,12th Pass,6433,IND,2333,4313000,220000,2009
H.T.Sangliana,Bangalore Central,0,Graduate,1314,INC,2334,25466411,0,2009
HABIB SURUR,Khandwa,2,8th Pass,5293,MUL,2335,1524345,0,2009
HABIBBHAI ISHABHAI SACHADA,Jamnagar,1,Literate,5800,IND,2336,657098,0,2009
