Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year,ST_CODE,PC_CODE
Satya Prakash Sharma,BHILWARA,0,12th Pass,2426,IND,6588,536875,0,2014,S20,23
Satyabrata Bandyopadhyay,DUM DUM,0,Post Graduate,9795,Rashtriya Janadhikar Suraksha Party,6589,3574024,10000,2014,S25,16
Satyadev Yadav,GHAZIPUR,1,Post Graduate,9587,Naitik Party,6590,103020000,200000,2014,S24,75
Satyalal Sarkar,JALPAIGURI,0,Graduate,1786,BJP,6591,12290350,1267598,2014,S25,3
Satyanarayan Patel,INDORE,0,12th Pass,4773,INC,6592,699196061,8162155,2014,S12,26
Satyanarayan Patnaik Kurada,VISAKHAPATNAM,0,12th Pass,9045,IND,6593,60529,0,2014,S01,21
Satyapal Singh,FIROZABAD,1,Doctorate,4390,BJP,6594,33097756,944483,2014,S24,20
Satyaprakash Srivastava,VARANASI,0,Graduate,9742,IND,6595,7467250,0,2014,S24,77
Satyavathi Kommu,AMALAPURAM,0,Illiterate,8479,IND,6596,1399700,0,2014,S01,24
Satyavijay Vithoba Chavan,MUMBAI NORTH,0,8th Pass,7200,IND,6597,2385347,0,2014,S13,26
Satyendra,JANJGIR-CHAMPA,0,Others,5393,Ambedkarite Party of India,6598,565700,70000,2014,S26,3
Satyendra Bhandari,SITAMARHI,0,10th Pass,9110,Bahujan Mukti Party,6599,1006000,0,2014,S04,5
Sau.Asha Sahebrao Patil,JALGAON,0,12th Pass,5837,Maharashtra Parivartan Sena (T),6600,115000,0,2014,S13,3
Saugata Roy,DUM DUM,0,Post Graduate,9356,AITC,6601,19452011,2500000,2014,S25,16
Saumen Mitra,KOLKATA UTTAR,0,Graduate,9816,IND,6602,6170000,0,2014,S25,24
Saumitra Khan,BISHNUPUR,1,12th Pass,8270,AITC,6603,1197255,0,2014,S25,37
Saurabh Narain Singh,HAZARIBAGH,2,Post Graduate,2836,INC,6604,415506982,0,2014,S27,14
Saurabh Pratap Singh,MORADABAD,0,Post Graduate,3131,AITC,6605,729238,0,2014,S24,6
Savio Oliver Rodrigues,SOUTH GOA,0,Graduate Professional,3023,Goa Su-Raj Party,6606,1892000,0,2014,S05,2
Savithiri.K,DHARMAPURI,0,5th Pass,6994,Ulzaipali Makkal Katchy,6607,260000,0,2014,S22,10
Savitri,GAUTAM BUDHHA NAGAR,0,10th Pass,1708,IND,6608,20577047,0,2014,S24,13
Savitri,KARNAL,0,Illiterate,2041,IND,6609,3700000,200000,2014,S07,5
Savitri Bai Foole,BAHRAICH,8,Graduate,8043,BJP,6610,1121491,538145,2014,S24,56
Savitri Thakur,DHAR,0,10th Pass,4183,BJP,6611,9606464,1582845,2014,S12,25
Sawake Ramkrushna Pundlikrao,YAVATMAL-WASHIM,0,10th Pass,1521,CPI(ML) Red star,6612,612264,0,2014,S13,14
Sawant Arvind Ganpat,MUMBAI SOUTH,1,Graduate,5913,SHS,6613,13067446,0,2014,S13,31
Saxen,SHRAWASTI,0,Graduate,8615,Samyak Parivartan Party,6614,233186,0,2014,S24,58
Sayad Rashid Ali,BAREILLY,0,Post Graduate,3083,IND,6615,6894000,0,2014,S24,25
Sayaji Shankar Kharat,SHIRDI,0,Post Graduate,3684,IND,6616,4602900,1222000,2014,S13,38
Sayed Abdul Rahim,PARBHANI,0,Graduate,3332,Welfare Party Of India,6617,259400,0,2014,S13,17
Sayed Gulamhusain Amirhamza,MUMBAI NORTH EAST,0,Graduate,7228,Republican Party of India,6618,142000,1708849,2014,S13,28
Sayeed Javed Ali,RAIPUR,0,5th Pass,4635,IND,6619,250500,0,2014,S26,8
Sayyad Afjalali Alias Chhanubhai,BHANDARA-GONDIYA,0,5th Pass,1460,Minorities democratic party,6620,1093000,0,2014,S13,11
Sayyad Ferojoddin,ZAHIRABAD,0,12th Pass,7770,BSP,6621,50000,0,2014,S01,5
Sayyad Husain Ahmad,JALNA,0,Literate,5868,IND,6622,490000,0,2014,S13,18
Sayyad Mo. Kayam,DHULE,0,8th Pass,5214,IND,6623,66000,0,2014,S13,2
Sayyad Mohamd Sayyad Ibrahim,OSMANABAD,0,Post Graduate,3609,Bahujan Mukti Party,6624,402248,0,2014,S13,40
Sayyad Salim Sayyad Alim,DHULE,0,12th Pass,5199,IND,6625,109000,0,2014,S13,2
Sayyad Shafiyoddin Vahiyoddin,AURANGABAD,0,10th Pass,7613,Welfare Party Of India,6626,75000,0,2014,S13,19
Sayyad Tanvir Sayyad Hamja,NANDED,0,8th Pass,3308,Majlis Bachao Tahreek,6627,50000,0,2014,S13,16
Sayyed Asif Zafar Ali,BHARUCH,0,5th Pass,7317,Apna Desh Party,6628,10000,0,2014,S06,22
Sayyed Minhaj Ali Sayyad Wajed Ali (Pendkhajurwale),BEED,0,12th Pass,3888,IND,6629,1125000,235000,2014,S13,39
Sayyed Mubin Rahimtulla,BEED,0,10th Pass,3889,IND,6630,871000,2300000,2014,S13,39
Sayyed Navidujjamma,BEED,1,Graduate,3887,IND,6631,2539615,0,2014,S13,39
Sayyed Salim Fattu,BEED,1,Illiterate,3890,IND,6632,60000,275000,2014,S13,39
Seema Mishra,BHADOHI,0,Post Graduate,8053,SP,6633,218115154,14993600,2014,S24,78
Seema Rani,FARIDKOT,0,Graduate Professional,7789,IND,6634,212286,0,2014,S19,9
Seema Upadhyay,FATEHPUR SIKRI,0,Graduate,4990,BSP,6635,98220327,11340556,2014,S24,19
Seemakurthi Srinivasa Rao,VISAKHAPATNAM,0,10th Pass,9046,IND,6636,4115000,0,2014,S01,21
"Seemanur Prabu, S.",PERAMBALUR,0,Others,7116,DMK,6637,18402538,0,2014,S22,25
Seetha Mallar. A,CHENNAI NORTH,0,Others,6884,IND,6638,1770000,0,2014,S22,2
Seetharamadhas,KANNIYAKUMARI,0,Others,7029,IND,6639,1238000,0,2014,S22,39
Seetharaman.E,BANGALORE CENTRAL,0,10th Pass,610,IND,6640,1283611,0,2014,S10,25
Sekh Akhiruddin,JAMSHEDPUR,0,8th Pass,2850,Jharkhand Party (Naren),6641,1535000,0,2014,S27,9
Sekh Ibrahim Ali,TAMLUK,2,Graduate,9440,CPI(M),6642,1072759,0,2014,S25,30
Sekhar Babu Dorababu Addanki,NARSAPURAM,0,10th Pass,8962,IND,6643,230000,0,2014,S01,26
Seleena Prakkanam,PATHANAMTHITTA,2,12th Pass,965,BSP,6644,25500,0,2014,S11,17
Selima Sultana,NOWGONG,0,10th Pass,4890,IND,6645,677952,18404,2014,S03,10
Selvaganapathy.G,TIRUNELVELI,0,Graduate,7598,IND,6646,190000,0,2014,S22,38
Selvakumar Perin Baraj Nadar,MUMBAI SOUTH CENTRAL,0,5th Pass,5951,IND,6647,2353210,0,2014,S13,30
Selvakumara Chinnayan S,ERODE,0,Post Graduate,6350,AIADMK,6648,47459708,0,2014,S22,17
Selvam G,KANCHEEPURAM,0,Post Graduate,7005,DMK,6649,7304895,563000,2014,S22,6
Selvam.G,NAMAKKAL,0,Post Graduate,5686,IND,6650,91614000,2000000,2014,S22,16
Selvaraj,POLLACHI,0,Post Graduate,7135,INC,6651,54282853,8800000,2014,S22,21
Selvaraj A,SIVAGANGA,0,8th Pass,7477,IND,6652,185400,0,2014,S22,31
"Selvaraj, S.",KARUR,0,Graduate Professional,7052,IND,6653,260000,0,2014,S22,23
"Selvaraj, V.M.",PERAMBALUR,0,Post Graduate,7114,BSP,6654,2152232,38000,2014,S22,25
Selvaraj.R,NAMAKKAL,0,8th Pass,5672,BSP,6655,201000,0,2014,S22,16
Selvaraj.S,NAMAKKAL,0,8th Pass,5680,IND,6656,3271000,0,2014,S22,16
Senapati Uttam Sapan,NAGPUR,1,5th Pass,1444,IND,6657,398038,0,2014,S13,10
Sengal Naranbhai Tulshibhai,AHMEDABAD EAST,0,10th Pass,7259,Bahujan Suraksha Dal,6658,45000,0,2014,S06,7
"Senguttuvan, B.",VELLORE,0,Post Graduate,7393,AIADMK,6659,9197355,440478,2014,S22,8
Senguttuvan.R,CUDDALORE,0,5th Pass,6318,IND,6660,408500,0,2014,S22,26
Senthamizhselvi,CHIDAMBARAM,0,5th Pass,4050,IND,6661,116422,44500,2014,S22,27
Senthil Kumar M,SALEM,0,Graduate,5701,IND,6662,149900,0,2014,S22,15
Senthil Kumar. K,CHENNAI NORTH,0,Others,6887,IND,6663,190500,0,2014,S22,2
"Senthil Rajan Mallar, K.",THENI,1,Post Graduate,7519,IND,6664,682600,0,2014,S22,33
Senthil S,TIRUVANNAMALAI,0,Others,5428,IND,6665,3714000,0,2014,S22,11
Senthilmurugan.S,CUDDALORE,0,Graduate Professional,6311,BSP,6666,517700,0,2014,S22,26
Senthilpandian. Thalai. T.A.P,NAGAPATTINAM,0,Graduate Professional,7095,INC,6667,4240000,93000,2014,S22,29
Seshraj,SAHARANPUR,0,Others,1738,IND,6668,106068354,0,2014,S24,1
Sethupathy,ERODE,1,Graduate,6340,BSP,6669,14267730,100000,2014,S22,17
Sewak Ram Ahirwar,TIKAMGARH,1,12th Pass,3012,BSP,6670,1982450,29199,2014,S12,6
Seyyed Mohammed Khasim.K,LAKSHADWEEP,2,12th Pass,909,SP,6671,5236685,0,2014,U06,1
Shabbir Ahmad,BAHRAICH,1,12th Pass,8041,SP,6672,7062525,207782,2014,S24,56
Shabbir Husen,SANT KABIR NAGAR,0,Not Given,8102,Jai Hind Samaj Party,6673,3775000,0,2014,S24,62
Shabnam,MUZAFFARNAGAR,0,Literate,1629,IND,6674,805000,0,2014,S24,3
Shabnum,MISRIKH,0,Graduate,6714,IND,6675,464025,0,2014,S24,32
Shachindra Nath Brahma,MANGALDOI,0,10th Pass,4445,IND,6676,41000,0,2014,S03,8
Shafeer Muhammed,CHALAKUDY,3,10th Pass,1918,SDPI,6677,1435046,170695,2014,S11,11
Shafi Ahmed,BANGALORE CENTRAL,0,5th Pass,3725,IND,6678,1025000,0,2014,S10,25
Shafik Ahamad Sadat Khan,THANE,0,Others,5655,IND,6679,8479287,0,2014,S13,25
Shah Abrar Ahmed Nazeer Ahmed,BHIWANDI,0,Graduate Professional,5188,Peace Party,6680,197500,0,2014,S13,23
Shah Alam Alias Guddu Jamali,AZAMGARH,0,Post Graduate,9208,BSP,6681,702918903,41500000,2014,S24,69
Shah Mukeshkumar Khodidas,GANDHINAGAR,0,12th Pass,7339,IND,6682,1550000,55000,2014,S06,6
Shah Tariq Anwar,KATIHAR,1,Graduate,4109,NCP,6683,104600951,20454853,2014,S04,11
Shahabuddin,JAUNPUR,6,8th Pass,9646,Rashtriya Ulama Council,6684,7181000,3550000,2014,S24,73
Shahanavaj,SAHARANPUR,0,12th Pass,1737,Rashtriya Janmorcha,6685,919230,0,2014,S24,1
Shahid,SOUTH DELHI,0,10th Pass,1281,IND,6686,5305000,0,2014,U05,7
Shahid Ali Khan,SHEOHAR,3,Graduate Professional,8324,JD(U),6687,47446000,2985065,2014,S04,4
Shahid Manzoor,MEERUT,0,Post Graduate,1635,SP,6688,34814614,231000,2014,S24,10
Shahid Sharif,NAGPUR,0,Graduate,2530,JD(U),6689,1450325,0,2014,S13,10
Shahjan Masood Urf Shahdan,SAHARANPUR,2,Graduate,54,SP,6690,11192498,0,2014,S24,1
Shahnawaj Rana,BIJNOR,11,Graduate Professional,57,SP,6691,145562257,54311908,2014,S24,4
Shahzad Shamsher Khan Pathan,MUMBAI SOUTH,0,Graduate,5921,Awami Vikas Party,6692,30604689,1275000,2014,S13,31
Shaik Ghouse Peer,KADAPA,0,Graduate Professional,8930,Jai Samaikyandhra Party,6693,13929207,670425,2014,S01,38
Shaik Mahmood,KARIMNAGAR,0,Graduate,6223,Welfare Party Of India,6694,2055000,0,2014,S01,3
Shaik Moin,HYDERABAD,0,Literate,7896,IND,6695,40000,0,2014,S01,9
Shaik Sayyad Shaik Mahmood,AURANGABAD,0,5th Pass,7612,IND,6696,451000,0,2014,S13,19
Shaik. Mohammad Shafi,ANANTAPUR,0,Post Graduate,9086,IND,6697,14386694,1760200,2014,S01,36
Shaikh Afajaloddin Azimoddin,NANDED,0,Not Given,3307,Lok Bharati,6698,1650000,0,2014,S13,16
Shaikh Azizuddin Quraishi,MANDSOUR,0,Post Graduate,4799,AIFB,6699,5000,0,2014,S12,23
Shaikh Chand Shiakh Miya,BEED,0,Literate,3883,IND,6700,50000,0,2014,S13,39
Shaikh Fateh Mohammad,MUMBAI NORTH,4,5th Pass,7199,IND,6701,13300000,0,2014,S13,26
Shaikh Hasan Dagdu,NAVSARI,0,Literate,4894,IND,6702,149000,28000,2014,S06,25
Shaikh Iptekhar Zakeebaba,BEED,0,12th Pass,3859,Welfare Party Of India,6703,35000,0,2014,S13,39
Shaikh Jabbar Shaikh Usuf,YAVATMAL-WASHIM,0,8th Pass,1499,IND,6704,500,0,2014,S13,14
Shaikh Kalim Abdul Latif,PANCHMAHAL,0,8th Pass,6607,SP,6705,536400,0,2014,S06,18
Shaikh Majitmiya Jivamiya,PANCHMAHAL,0,10th Pass,6608,JD(U),6706,416000,15000,2014,S06,18
Shaikh Mo. Asgar Sakhawat,RAVER,1,12th Pass,5602,Republican Party of India,6707,50000,0,2014,S13,4
Shaikh Mubarak Mainoddin,OSMANABAD,0,5th Pass,3610,IND,6708,80000,0,2014,S13,40
Shaikh Mukhatar Ah. Mo. Qasim,DHULE,0,Graduate Professional,5204,Welfare Party Of India,6709,3718797,0,2014,S13,2
Shaikh Nayeem Shaikhlal,HINGOLI,0,12th Pass,3518,SP,6710,9355936,270817,2014,S13,15
Shaikh Nurjaha Yasin,MAVAL,0,8th Pass,3371,IND,6711,18451152,0,2014,S13,33
Shaikh Shabbir Nabi,HATKANANGLE,0,Literate,3500,Maharashtra Parivartan Sena (T),6712,150000,150000,2014,S13,48
Shaikh Shafiq Shabbir,BEED,1,10th Pass,3884,IND,6713,109000,0,2014,S13,39
Shaikh Shahajan Paigambar,MADHA,0,5th Pass,3586,IND,6714,145000,0,2014,S13,43
Shaikh Shakir,RAVER,0,Graduate Professional,5621,IND,6715,500,0,2014,S13,4
Shaikhh Shaherabi Jainoddin Shaikh,RAVER,0,5th Pass,5622,IND,6716,10120,1040,2014,S13,4
Shailender Kumar,NORTH WEST DELHI,0,Graduate,1314,IND,6717,620000,10000,2014,U05,5
Shailendra Kumar,KAUSHAMBI,4,Graduate,8078,SP,6718,52220299,3272228,2014,S24,50
Shailendra Kumar Banjare,DURG,0,Post Graduate,4682,Shakti Sena (Bharat Desh),6719,51260000,0,2014,S26,7
Shailendra Kumar Prajapati,ALLAHABAD,0,12th Pass,8457,IND,6720,6430641,0,2014,S24,52
Shailendra Kumar Shaili,BHOPAL,0,Post Graduate,2909,CPI,6721,8582000,0,2014,S12,19
Shailendra Kumar Shukla,FAIZABAD,0,Graduate Professional,8697,Naitik Party,6722,51800,0,2014,S24,54
Shailendra Pratap Singh,SULTANPUR,3,Graduate Professional,8112,AAP,6723,90402574,15026000,2014,S24,38
Shailendra Singh,LUCKNOW,1,8th Pass,6691,IND,6724,175000,60000,2014,S24,35
Shailendra Singh Kushwah,GUNA,0,Graduate,2937,AAP,6725,3626314,2075000,2014,S12,4
Shailendrakumar Patil,DHARWAD,1,Graduate,846,IND,6726,35000,0,2014,S10,11
Shailesh Kumar,NALANDA,0,Graduate Professional,2716,Ati Picchara party,6727,4445777,0,2014,S04,29
Shailesh Kumar Diwakar,VALMIKI NAGAR,0,Post Graduate,9193,BSP,6728,9860000,600000,2014,S04,1
Shailesh Kumar Urph Bulo Mandal,BHAGALPUR,1,12th Pass,4470,RJD,6729,20216734,0,2014,S04,26
Shaileshkumar Maganbhai Parmar,BHARUCH,0,12th Pass,5306,IND,6730,140000,0,2014,S06,22
Shajar Khan,THIRUVANANTHAPURAM,0,Post Graduate,15,SUCI(C),6731,26800,0,2014,S11,20
Shajumon Vattekad,ALATHUR,0,10th Pass,957,BJP,6732,1772801,32653,2014,S11,9
Shakaldev Mandal,SUPAUL,1,Graduate Professional,5276,Samajwadi Janata Party (Rashtriya),6733,82854500,0,2014,S04,8
Shakeel Ahmed,EAST DELHI,0,12th Pass,1366,Jai Maha Bharath Party,6734,882000,0,2014,U05,3
