Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year,ST_CODE,PC_CODE
Kiritbhai Harjibhai Vasani,SURAT,0,5th Pass,5318,Yuva Sarkar,3326,1140550,0,2014,S06,24
Kirodi Lal,DAUSA,1,Graduate Professional,4234,National Peoples Party,3327,22522693,1170000,2014,S20,11
Kirtawade Vidhyadhar Bhimrao,THANE,0,10th Pass,7257,BSP,3328,721500,0,2014,S13,25
Kirti Azad,DARBHANGA,4,Graduate,6166,BJP,3329,28531267,431860,2014,S04,14
Kirti Singh,DHAURAHRA,0,Post Graduate,5503,SHS,3330,27853253,0,2014,S24,29
Kirti Vardhan Singh,GONDA,0,Post Graduate,8394,BJP,3331,74738429,9275782,2014,S24,59
Kishan Kumar Sharma,LUDHIANA,0,8th Pass,7755,JKNPP,3332,98000,0,2014,S19,7
Kishan Lal,ALWAR,0,8th Pass,5086,IND,3333,3061599,0,2014,S20,8
Kishan Lal,BARABANKI,0,5th Pass,5488,SHS,3334,425020,0,2014,S24,53
Kishan Lal,SHAHJAHANPUR,0,8th Pass,3209,Lok Dal,3335,140000,0,2014,S24,27
Kishan Lal Kushwah,GWALIOR,0,8th Pass,2959,Rashtriya Samanta Dal,3336,3740000,0,2014,S12,3
Kishan Nathu Ghutiya,DADRA & NAGAR HAVELI,0,12th Pass,7899,SHS,3337,408417,0,2014,U03,1
Kishan Nayak Banoth,KHAMMAM,0,10th Pass,4526,IND,3338,50000,0,2014,S01,17
Kishan Pal Singh,FARRUKHABAD,0,8th Pass,4975,IND,3339,3393000,80000,2014,S24,40
Kishan Pal Singh,GAUTAM BUDHHA NAGAR,0,10th Pass,678,AAP,3340,14376352,592054,2014,S24,13
Kishanbhai Vestabhai Patel,VALSAD,2,12th Pass,6601,INC,3341,9272641,2857545,2014,S06,26
Kishor Bajpai,KANPUR,0,10th Pass,5720,IND,3342,323000,30000,2014,S24,43
Kishor Kumar,UJIARPUR,0,12th Pass,8832,Rashtriya Lok Samta Party,3343,16197016,50000,2014,S04,22
Kishor Kumar Murmu,DHANBAD,0,Others,4158,Bahujan Mukti Party,3344,1545450,0,2014,S27,7
Kishor Rambhau Kinkar,WARDHA,1,Graduate,319,Bahujan Mukti Party,3345,12132347,345000,2014,S13,8
Kishore,ERNAKULAM,0,10th Pass,1932,IND,3346,90000,0,2014,S11,12
Kishore Chandra Suryanarayana Deo Vyricherla,ARAKU,0,Post Graduate,8860,INC,3347,41503500,0,2014,S01,18
Kishore Kumar,KARAULI-DHOLPUR,0,Literate,5115,IND,3348,3104400,0,2014,S20,10
Kishori Das,SITAMARHI,2,Post Graduate,8554,AAP,3349,2120000,0,2014,S04,5
Kismat Sharma,KARNAL,0,10th Pass,439,IND,3350,1350000,540000,2014,S07,5
"Kittusamy, P.",COIMBATORE,0,5th Pass,6978,IND,3351,80000,0,2014,S22,20
Klhaja Sirajuddin,SECUNDERABAD,0,Post Graduate,6438,Majlis Markaz-e-Siyasee Party,3352,2000000,0,2014,S01,8
Kodikunnil Suresh,MAVELIKKARA,1,Graduate Professional,13,INC,3353,13251330,3439654,2014,S11,16
Kokare Shivaji Jaysingh,BARAMATI,0,8th Pass,3493,IND,3354,9381000,75000,2014,S13,35
Kola Venkata Prasad Varma,KAKINADA,0,10th Pass,9118,RJD,3355,1000,0,2014,S01,23
Kolangi. M,CHENNAI NORTH,0,Literate,6881,IND,3356,2000,0,2014,S22,2
Kolar Kesava,KOLAR,7,Graduate,2616,JD(S),3357,168319791,75522284,2014,S10,28
Kolati Gopinath,NELLORE,0,Graduate Professional,8342,Pyramid Party of India,3358,2272624,0,2014,S01,39
Koli Patel Somabhai Gandalal,SURENDRANAGAR,0,5th Pass,7645,INC,3359,79184058,0,2014,S06,9
Kollabathula Richmond Carey,RAJAHMUNDRY,0,Graduate,8982,Gareeb Aadmi Party,3360,1990000,133630,2014,S01,25
Kolsepatil Baban Gangadhar,AHMEDNAGAR,3,Graduate Professional,3489,IND,3361,337159952,2379701,2014,S13,37
Kolusu Partha Sarathy,MACHILIPATNAM,6,12th Pass,8205,Yuvajana Sramika Rythu Congress Party,3362,59930668,3851887,2014,S01,28
Komatireddy Rajgopal Reddy,BHONGIR,0,Graduate,4519,INC,3363,667095133,6813472,2014,S01,14
Kommu Ramesh,KHAMMAM,0,Post Graduate,4527,IND,3364,50000,0,2014,S01,17
Kommusani Pedda Kambagiriswami,NANDYAL,0,10th Pass,8949,IND,3365,370000,0,2014,S01,34
Kompally Prabhudas,MEDAK,0,10th Pass,6837,RPI(A),3366,1901000,270000,2014,S01,6
Konakalla Narayana Rao,MACHILIPATNAM,0,12th Pass,8339,TDP,3367,34850000,9800000,2014,S01,28
Konda Raghava Reddy,CHEVELLA,0,Graduate,7918,Yuvajana Sramika Rythu Congress Party,3368,16905000,2500000,2014,S01,10
Konda Vishweshwar Reddy,CHEVELLA,0,Post Graduate,1013,TRS,3369,5286230210,74111133,2014,S01,10
Kondapalli Venkateswarlu,NARASARAOPET,0,Graduate Professional,8888,INC,3370,69781168,9723000,2014,S01,31
Kondaraju Jampana,ANAKAPALLE,0,12th Pass,8847,Jai Samaikyandhra Party,3371,4121000,0,2014,S01,22
Kondiparthi Venkat Prasad,KURNOOL,0,Graduate,8941,Republican Party of India,3372,9557285,1300000,2014,S01,35
Konki Venkata Rao,AMALAPURAM,0,Others,8844,Republican Paksha (Khoripa),3373,31500,5000,2014,S01,24
Kori Lal,TONK-SAWAI MADHOPUR,0,5th Pass,5144,IND,3374,2019500,0,2014,S20,12
Korukonda Vijaya Lakshmi Pandit,ELURU,0,12th Pass,8176,IND,3375,10318671,0,2014,S01,27
Kotapati Narsimham Naidu,NIZAMABAD,0,Graduate Professional,6493,IND,3376,16711873,6452871,2014,S01,4
Kothandapani B,TIRUVANNAMALAI,0,10th Pass,5434,IND,3377,300000,0,2014,S22,11
Kothapalli Geetha,ARAKU,0,Post Graduate,8865,Yuvajana Sramika Rythu Congress Party,3378,65147467,43261606,2014,S01,18
Kothapalli Subramanyam,TIRUPATI,0,Graduate Professional,8344,CPI(M),3379,1426110,0,2014,S01,40
Kothuru Satyanarayana Gupta,KURNOOL,0,Post Graduate,8939,IND,3380,3087000,560000,2014,S01,35
Kotiganahalli Ramaiah,KOLAR,0,12th Pass,2618,AAP,3381,7724963,1285958,2014,S10,28
Kotla Jaya Surya Prakash Reddy,KURNOOL,0,Graduate,8201,INC,3382,57182614,3000000,2014,S01,35
Koutharapu Ravindra,GUNTUR,2,Graduate Professional,8186,Great India Party,3383,38861445,20591835,2014,S01,30
Koyalkar Bhoj Raj,MALKAJGIRI,0,8th Pass,7876,IND,3384,0,0,2014,S01,7
Kranti Kumar Chandrakar,RAIPUR,0,Graduate Professional,5400,IND,3385,3748061,0,2014,S26,8
Kripa Narayan Rai,SANT KABIR NAGAR,0,Graduate,8441,IND,3386,4320500,100000,2014,S24,62
Kripa Shankar Bhagat,RAIGARH,0,Post Graduate,4132,BSP,3387,3141334,0,2014,S26,2
Kriparam Sidar,RAIGARH,0,8th Pass,4638,GGP,3388,7745000,400000,2014,S26,2
Kripashankar Yadav,CHHINDWARA,0,12th Pass,1593,IND,3389,1106345,0,2014,S12,16
Krishan Kumar,BASTI,0,Graduate Professional,8386,IND,3390,5852717,0,2014,S24,61
Krishan Kumar Dixit,FARRUKHABAD,0,12th Pass,4965,RASHTRIYA VIKLANG PARTY,3391,3433843,0,2014,S24,40
Krishan Kumar Saran,CHURU,0,Graduate,2313,AAP,3392,20295507,3900000,2014,S20,3
Krishan Pal,FARIDABAD,0,Graduate Professional,1047,BJP,3393,296440144,19707475,2014,S07,10
Krishan Pal,BAGHPAT,1,12th Pass,1649,Naitik Party,3394,4414465,0,2014,S24,11
Krishan Sharma,AMRITSAR,0,12th Pass,7667,Nav Bharat Democratic Party,3395,485500,780000,2014,S19,2
Krishana Kumari Yadav,KHAGARIA,4,Graduate,6189,RJD,3396,78352261,1850000,2014,S04,25
Krishanpal,KAIRANA,0,Literate,1605,IND,3397,10804500,0,2014,S24,2
Krishna Adhikari,KHERI,5,10th Pass,3112,CPI(ML)L,3398,5000,0,2014,S24,28
Krishna Das,KARIMGANJ,0,12th Pass,76,BJP,3399,2794334,0,2014,S03,1
Krishna Devi,BHIND,0,Graduate,2901,AAP,3400,11415750,1325000,2014,S12,2
Krishna Kumar Dadhich,AJMER,0,Graduate,3417,IND,3401,100000,0,2014,S20,13
Krishna Kumar Ojha,KAISERGANJ,0,12th Pass,8069,BSP,3402,11667824,1930282,2014,S24,57
Krishna Kumar Paswan,DARBHANGA,0,Graduate,6168,IND,3403,22000,0,2014,S04,14
Krishna Nandan Singh,RAIPUR,0,Post Graduate,5401,IND,3404,2220153,0,2014,S26,8
Krishna Pratap,JAUNPUR,0,Doctorate,9261,BJP,3405,40656909,4673939,2014,S24,73
Krishna Raj,SHAHJAHANPUR,0,Post Graduate,3206,BJP,3406,16506411,3612812,2014,S24,27
Krishna Sharan,KHAJURAHO,0,Graduate,2969,Brihattar Bharat Prajatantra Sewa Party,3407,1600500,0,2014,S12,8
Krishna Singh,KODARMA,1,Literate,648,JD(U),3408,518000,0,2014,S27,5
Krishna Singh,RAJMAHAL,0,12th Pass,4174,IUML,3409,680000,2680000,2014,S27,1
Krishna Tirath,NORTH WEST DELHI,0,Graduate,872,INC,3410,56882796,0,2014,U05,5
Krishnadas (Kd) Biswas,BANGAON,0,Graduate,9310,BJP,3411,7057456,0,2014,S25,14
Krishnamoorthy A,DINDIGUL,0,Graduate Professional,6324,DMDK,3412,11703000,0,2014,S22,22
"Krishnamoorthy, K.",THENI,0,8th Pass,7508,CPI(ML) Red Star,3413,320000,0,2014,S22,33
Krishnamurthy,MANDYA,0,12th Pass,614,RPI(A),3414,6110000,100000,2014,S10,20
Krishnamurthy.M,MANDYA,0,Post Graduate,2560,BSP,3415,839000,0,2014,S10,20
Krishnan Eranhikkal,ALATHUR,0,12th Pass,1902,SDPI,3416,903301,20000,2014,S11,9
Krishnan S,SIVAGANGA,0,Graduate Professional,7469,CPI,3417,7153000,1656914,2014,S22,31
Krishnan.M,NAMAKKAL,0,Graduate Professional,3945,IND,3418,1000,0,2014,S22,16
Krishnankutty M.K.,ERNAKULAM,0,10th Pass,304,CPI(ML) Red star,3419,879121,40000,2014,S11,12
Krishnankutty V,ALATHUR,0,10th Pass,1904,IND,3420,146988,6000,2014,S11,9
Krishnapada Majumder,JAYNAGAR,0,Post Graduate,9382,BJP,3421,8249242,0,2014,S25,19
Krishnasamy Vandayar.T,THANJAVUR,0,Graduate Professional,7457,INC,3422,173643172,11034462,2014,S22,30
Krishnasamy.A.,TENKASI,0,8th Pass,7576,IND,3423,447500,0,2014,S22,37
Kristappa Nimmala,HINDUPUR,2,Graduate,8911,TDP,3424,35793637,998480,2014,S01,37
Krupal Balaji Tumane,RAMTEK,1,Graduate,942,SHS,3425,46564362,216000,2014,S13,9
Krushnarao Ingle,BULDHANA,0,Literate,1385,IND,3426,206100,35000,2014,S13,5
Kshatriya Birjusinh Motisinh,GANDHINAGAR,0,12th Pass,5322,IND,3427,115000,0,2014,S06,6
Kshirsagar Shivaji Jagannath,OSMANABAD,0,Post Graduate,3601,IND,3428,6142200,0,2014,S13,40
Kshirsagar Vijay Maruti,OSMANABAD,0,Post Graduate,3602,IND,3429,90000,47500,2014,S13,40
Kshitish Chandra Mandal,JALPAIGURI,0,Graduate,1787,BSP,3430,550000,0,2014,S25,3
Kuber,GHAZIPUR,0,8th Pass,9590,IND,3431,611269,57000,2014,S24,75
Kuber Vasudev Subbaji,HAVERI,0,12th Pass,2168,IND,3432,2996700,0,2014,S10,10
Kulamani Samal,JAGATSINGHPUR,0,Graduate Professional,3712,BJD,3433,25158570,0,2014,S18,16
Kulamani Urma,BARGARH,0,8th Pass,793,Paschimanchal Vikas Party,3434,153000,0,2014,S18,1
Kuldeep Bishnoi,HISAR,1,Graduate,1054,Haryana Janhit Congress (BL),3435,786595116,104464405,2014,S07,4
Kuldeep Kumar,JHANSI,0,Graduate,7911,IND,3436,4185617,0,2014,S24,46
Kuldeep Rai Sharma,ANDAMAN & NICOBAR ISLANDS,0,Graduate Professional,122,INC,3437,31594826,5034619,2014,U01,1
Kuldeep S/O Ishwar Singh,HISAR,0,Graduate,2011,IND,3438,1522160,0,2014,S07,4
Kuldeep S/O Karan Singh,HISAR,0,8th Pass,2012,IND,3439,225700,0,2014,S07,4
Kuldeep S/O Madan Lal,HISAR,0,5th Pass,2015,IND,3440,1012562,48000,2014,S07,4
Kuldeep S/O Narain Singh,HISAR,0,5th Pass,2013,IND,3441,55000,0,2014,S07,4
Kuldeep S/O Pardumn,HISAR,0,Post Graduate,2014,IND,3442,260000,102000,2014,S07,4
Kuldeep S/O Sajjan,HISAR,0,12th Pass,2016,IND,3443,6548165,137000,2014,S07,4
Kuldeep Singh,MORENA,1,Graduate,4083,IND,3444,856024,0,2014,S12,1
Kuldeep Singh,KURUKSHETRA,0,10th Pass,1035,Republican Party of India,3445,53708428,0,2014,S07,2
Kuldeep Singh,BATHINDA,0,10th Pass,6120,BSP,3446,8095000,0,2014,S19,11
Kuldeep Singh S/O Shishpal,HISAR,0,Post Graduate,2007,Bahujan Mukti Party,3447,25500,0,2014,S07,4
Kuldip Kumar,JALANDHAR,0,10th Pass,7711,IND,3448,0,0,2014,S19,4
Kulkarni Chandrashekharayya Gurulingayya,HAVERI,0,Graduate,2166,IND,3449,1725000,20000,2014,S10,10
Kulwant Singh,FATEHGARH SAHIB,0,10th Pass,7772,SAD,3450,1396118874,174538688,2014,S19,8
Kulwinder Pal Singh,LUDHIANA,0,Graduate Professional,7762,IND,3451,1140000,0,2014,S19,7
Kumait Ram Sandil,SURGUJA,0,Post Graduate,4144,IND,3452,3610829,200829,2014,S26,1
Kumar Chandra Mardi,JAMSHEDPUR,2,8th Pass,2855,AAP,3453,3820000,0,2014,S27,9
Kumar Chowdary Yadav,SECUNDERABAD,0,8th Pass,6445,Samaikyandhra Parirakshana Samithi,3454,13312000,70000,2014,S01,8
Kumar Indra Bhushan,PATALIPUTRA,2,Graduate,2752,IND,3455,9122284,285000,2014,S04,31
Kumar Rajiv,PATNA SAHIB,0,Post Graduate,2770,IND,3456,0,0,2014,S04,30
Kumar Vivek Gautam,EAST DELHI,0,Graduate,1351,IND,3457,390500,1900000,2014,U05,3
Kumar.P S/O Palaniappan,TIRUCHIRAPPALLI,0,Graduate,7455,IND,3458,1090000,155000,2014,S22,24
Kumaran.V,DHARMAPURI,0,Doctorate,6990,IND,3459,2850000,0,2014,S22,10
Kumarasamy K.K,ERODE,0,Graduate Professional,6339,AAP,3460,11661670,2200000,2014,S22,17
Kumari Rita,MADHUBANI,0,Graduate,6242,SHS,3461,2555000,0,2014,S04,6
Kumbha Ram,GANGANAGAR,1,12th Pass,2296,IND,3462,3550978,0,2014,S20,1
Kumbhare Hansraj Gulab,CHANDRAPUR,0,Post Graduate,925,BSP,3463,551500,0,2014,S13,13
Kumkum Singh,BHAGALPUR,1,Doctorate,5251,Bharat Vikas Morcha,3464,825000,0,2014,S04,26
Kummari Giri,CHEVELLA,0,10th Pass,6209,Pyramid Party of India,3465,290000,0,2014,S01,10
Kuna Ramam,VISAKHAPATNAM,0,Post Graduate,9052,AAP,3466,29512350,480000,2014,S01,21
Kunaje Manjunatha Gowda,SHIMOGA,0,Graduate,2222,BSP,3467,1413790,0,2014,S10,14
Kunal Banerjee,KANTHI,0,Graduate,9394,INC,3468,1288088,30000,2014,S25,31
Kunal Priyadarshi,MUZAFFARPUR,0,Graduate,9098,Rashtriya Krantikari Samajwadi Party,3469,2550000,0,2014,S04,15
Kunal Singh,PATNA SAHIB,0,12th Pass,2766,INC,3470,51271000,750000,2014,S04,30
Kunche Peda Satyanarayana,AMALAPURAM,0,5th Pass,8846,Pyramid Party of India,3471,1240000,140000,2014,S01,24
Kunche Ramadas,KAKINADA,0,Post Graduate,8932,IND,3472,202000,0,2014,S01,23
Kundan Prasad Singh,PATALIPUTRA,0,12th Pass,2757,AAP,3473,4833000,0,2014,S04,31
Kundarapu Ramesh,NALGONDA,0,5th Pass,7930,BSP,3474,311578,0,2014,S01,13
Kundeti Ravi,MEDAK,0,Post Graduate,6832,IND,3475,1332000,0,2014,S01,6
Kunj Bihar Paswan,PURNIA,0,Literate,5271,IND,3476,1266625,83000,2014,S04,12
Kunj Bihari Paikra,SURGUJA,0,Graduate Professional,4143,Bahujan Mukti Party,3477,2337000,125000,2014,S26,1
Kunjawati,BANSGAON,0,Graduate,9522,IND,3478,1249585,0,2014,S24,67
Kunnil Shajahan,THIRUVANANTHAPURAM,3,Graduate,351,SDPI,3479,1105500,350000,2014,S11,20
Kunnukuzhi S Mani,THIRUVANANTHAPURAM,0,10th Pass,345,IND,3480,5000040,0,2014,S11,20
Kunwar Bhartendra,BIJNOR,2,Post Graduate,1764,BJP,3481,24840646,0,2014,S24,4
Kunwar Devendra Singh Yadav,ETAH,1,Doctorate,4271,SP,3482,1249971797,77123717,2014,S24,22
Kunwar Pushpendra Singh,HAMIRPUR,1,Post Graduate,5527,BJP,3483,71265181,2825539,2014,S24,47
Kunwar Ratanjit Pratap Narain Singh,KUSHI NAGAR,0,Graduate,9265,INC,3484,104788960,11500000,2014,S24,65
Kunwar Rewati Raman Singh Alias Mani,ALLAHABAD,0,Graduate Professional,8004,SP,3485,46224239,0,2014,S24,52
Kunwar Sarvraj Singh,AONLA,0,Graduate Professional,3050,SP,3486,25118224,0,2014,S24,24
Kunwer Sarvesh Kumar,MORADABAD,4,10th Pass,3117,BJP,3487,72866898,600000,2014,S24,6
Kuppayee R,SALEM,0,12th Pass,5695,IND,3488,150000,0,2014,S22,15
Kuppuraj C,DINDIGUL,0,Post Graduate,6330,IND,3489,2160000,0,2014,S22,22
Kuppuramu .D,RAMANATHAPURAM,0,Graduate Professional,7154,BJP,3490,24225393,0,2014,S22,35
Kurane Ajay Prakash,KOLHAPUR,0,Graduate,3531,BSP,3491,2255800,0,2014,S13,47
Kushadhwaj Bala,BAHARAMPUR,0,12th Pass,9305,BSP,3492,3141000,0,2014,S25,10
Kushal Bhardwaj,MANDI,3,Post Graduate,8000,CPI(M),3493,1561535,0,2014,S08,2
Kusheshwar Bhagat,GURGAON,0,8th Pass,2084,IND,3494,181000,0,2014,S07,9
Kusum Kumari,FARIDABAD,0,Post Graduate,2090,All India Peoples Front,3495,75167,0,2014,S07,10
Kusum Sherwal,AMBALA,0,Doctorate,412,INLD,3496,21378240,696974,2014,S07,1
Kutikuppala Surya Rao,VISAKHAPATNAM,0,Doctorate,9043,IND,3497,53726000,700000,2014,S01,21
Kutub Ahmed Mazumder,SILCHAR,0,Graduate,2261,AIUDF,3498,1249603,190679,2014,S03,2
Kutubuddin Kazi,BAGALKOT,0,10th Pass,2547,AAP,3499,3002000,200000,2014,S10,3
Kuvarjibhai Mohanbhai Bavaliya,RAJKOT,1,Graduate Professional,6532,INC,3500,20465581,137692,2014,S06,10
Kuwar Harivansh Singh,PRATAPGARH,5,Graduate,8743,Apna Dal,3501,383137665,149404112,2014,S24,39
Kuwar Jitin Prasad,DHAURAHRA,0,Post Graduate,5506,INC,3502,101050407,0,2014,S24,29
L.P.Yadunandana,TUMKUR,0,Graduate,3819,IND,3503,340000,0,2014,S10,19
La.Ganesan,CHENNAI SOUTH,0,12th Pass,6914,BJP,3504,307000,0,2014,S22,3
Labha Ram,JAMMU,0,12th Pass,571,IND,3505,860000,230000,2014,S09,6
Lachhman Singh S/O S.Gulzar Singh,FATEHGARH SAHIB,0,5th Pass,6143,IND,3506,100000,0,2014,S19,8
Lachhman Singh S/O S.Saroop Singh,FATEHGARH SAHIB,2,10th Pass,7778,IND,3507,1592500,360000,2014,S19,8
Ladu Kishore Swain,ASKA,0,Graduate,823,BJD,3508,3488390,25000,2014,S18,19
Laik Ahmed,NAINITAL-UDHAMSINGH NAGAR,0,Graduate Professional,7974,BSP,3509,101151000,30000,2014,S28,4
Laiq Ahmad,BAREILLY,0,Not Given,3081,Naitik Party,3510,1645600,9400,2014,S24,25
Lakhan Lahare,JANJGIR-CHAMPA,0,Post Graduate,4120,IND,3511,2584567,0,2014,S26,3
Lakhan Lal,TIKAMGARH,0,12th Pass,3020,IND,3512,482600,70000,2014,S12,6
Lakhan Lal Chauhan,JANJGIR-CHAMPA,0,10th Pass,5392,Bahujan Mukti Party,3513,1603217,0,2014,S26,3
Lakhan Lal Sahu S/O Nandram Sahu,BILASPUR,0,5th Pass,5379,IND,3514,2236151,0,2014,S26,5
Lakhan Lal Sahu S/O Santram Sahu,BILASPUR,0,8th Pass,5378,IND,3515,250000,0,2014,S26,5
Lakhan Sahu S/O Mahindar Sahu,BILASPUR,0,Literate,5380,IND,3516,52500,0,2014,S26,5
Lakhan Sahu S/O Manohar Lal,BILASPUR,0,5th Pass,5375,IND,3517,2218603,0,2014,S26,5
Lakhan Singh,BHARATPUR,0,8th Pass,4227,Peoples Green Party,3518,2879000,0,2014,S20,9
Lakhan Singh Baghel,GUNA,0,Graduate,2935,BSP,3519,19797009,550000,2014,S12,4
Lakhanlal Sau S/O Kalyan Lal Sahu,BILASPUR,0,Post Graduate,106,BJP,3520,8661133,306357,2014,S26,5
Lakhvir Singh,HOSHIARPUR,0,8th Pass,7730,Democratic Bharatiya Samaj Party,3521,235000,0,2014,S19,5
Lakhvir Singh,FATEHGARH SAHIB,0,5th Pass,7776,JKNPP,3522,72500,0,2014,S19,8
Lakhwinder Singh Malhi,PATIALA,0,12th Pass,7865,IND,3523,108340000,576000,2014,S19,13
Lakkhiram,KARAULI-DHOLPUR,0,Post Graduate,4239,INC,3524,2915000,0,2014,S20,10
Lakshaman,GHAZIPUR,0,5th Pass,9593,IND,3525,220000,160000,2014,S24,75
Lakshi Kanta Kurmi,TEZPUR,0,8th Pass,237,CPI(ML)L,3526,106200,0,2014,S03,9
Lakshman Masturiya,MAHASAMUND,0,Post Graduate,2799,AAP,3527,2242689,0,2014,S26,9
Lakshman Paswan,SHEOHAR,0,8th Pass,8825,JMM,3528,237345,0,2014,S04,4
Lakshman Singh,VIDISHA,0,Graduate,5232,INC,3529,83783624,17068702,2014,S12,18
Lakshmanan @ Lakkan.A,TIRUNELVELI,0,8th Pass,7606,IND,3530,12061000,0,2014,S22,38
Lakshmi,FATEHPUR SIKRI,1,Graduate,5006,AAP,3531,886000,0,2014,S24,19
Lakshmi Gandan,VIRUDHUNAGAR,4,Graduate Professional,7539,IND,3532,446386,21500,2014,S22,34
Lakshmi Hebbalkar,BELGAUM,0,Post Graduate,1180,INC,3533,83015088,2579238,2014,S10,2
Lakshmi Narayan,NEW DELHI,0,8th Pass,1330,Bharatiya Bahujan Party,3534,8202800,0,2014,U05,4
Lakshmi Reddy Putta,KADAPA,3,Graduate Professional,8920,AIFB,3535,7500000,4733000,2014,S01,38
Lal Bahadur,LALGANJ,0,12th Pass,9273,Bahujan Mukti Party,3536,2619800,18000,2014,S24,68
Lal Bahadur,AMETHI,0,Post Graduate,8459,IND,3537,1532900,0,2014,S24,37
Lal Bahadur Sada,SAMASTIPUR,6,10th Pass,6251,CPI(M),3538,2077500,0,2014,S04,23
Lal Bahadur Singh,SIDHI,0,10th Pass,1548,Samata Samadhan Party,3539,312000,0,2014,S12,11
Lal Bahadur Singh Patel,PATNA SAHIB,1,10th Pass,2760,Krantikari Vikas Dal,3540,830000,0,2014,S04,30
Lal Chand,BHIWANI-MAHENDRAGARH,0,Graduate,870,Republican Backward Congress,3541,11484000,0,2014,S07,8
Lal Das,JABALPUR,0,10th Pass,755,GGP,3542,8070000,130000,2014,S12,13
Lal Hussain,KANGRA,0,Illiterate,7999,BSP,3543,3441000,500000,2014,S08,1
Lal Ji Verma,SHRAWASTI,0,Post Graduate,8107,BSP,3544,71207500,2175000,2014,S24,58
Lal Jotindra Dev,RANCHI,0,Post Graduate,4012,Akhil Bhartiya Jharkhand Party,3545,7216000,0,2014,S27,8
Lal Krishna Advani,GANDHINAGAR,1,Graduate Professional,4596,BJP,3546,75915276,0,2014,S06,6
Lal Say Kumar Bhagat,LOHARDAGA,0,12th Pass,482,CPI(ML)L,3547,1319000,0,2014,S27,12
Lal Singh Tomar,AKBARPUR,6,Post Graduate,4933,SP,3548,42832429,12923479,2014,S24,44
Lala Kol,SHAHDOL,0,8th Pass,1562,IND,3549,130100,2000,2014,S12,12
Lala Ram,MANDI,1,10th Pass,8539,BSP,3550,1323000,856000,2014,S08,2
Lalan Prasad,SARAN,0,10th Pass,8815,IND,3551,411000,500000,2014,S04,20
Lalchand,UJJAIN,0,12th Pass,4813,IND,3552,5915000,0,2014,S12,22
Lalchand Prasad,BANSGAON,0,Doctorate,9521,Ambedkar Samaj Party,3553,482718,0,2014,S24,67
Laldev Ram,PALAMAU,0,12th Pass,1258,Bahujan Mukti Party,3554,7293888,0,2014,S27,13
Lalit Babar,SOLAPUR,0,Graduate,3695,AAP,3555,3798836,0,2014,S13,42
Lalit Chauhan,MUZAFFARNAGAR,0,12th Pass,1614,JD(U),3556,685000,0,2014,S24,3
Lalit Gaurishankar Sharma,JALGAON,0,10th Pass,5848,IND,3557,1425150,150000,2014,S13,3
Lalit Kumar,BHIWANI-MAHENDRAGARH,0,Graduate Professional,866,AAP,3558,8922356,4625841,2014,S07,8
Lalit Kumar Patel,RAIPUR,0,Graduate Professional,5402,IND,3559,50000,0,2014,S26,8
Lalit Mittal,FARIDABAD,0,Post Graduate,2099,IND,3560,4295126,0,2014,S07,10
Lalit Mohon Suklabaidya,KARIMGANJ,2,Post Graduate,2246,INC,3561,11328972,0,2014,S03,1
Lalit Singha,DARJEELING,0,8th Pass,3029,Bahujan Mukti Party,3562,269500,0,2014,S25,4
Lalitesh Pati Tripathi,MIRZAPUR,1,Graduate,9286,INC,3563,71001002,0,2014,S24,79
Lalitha Malayalappuzha,PATHANAMTHITTA,0,10th Pass,1967,IND,3564,110000,0,2014,S11,17
"Lalitha, K.",VELLORE,0,10th Pass,7414,IND,3565,470000,0,2014,S22,8
Lalji,MACHHLISHAHR,0,Illiterate,9682,Bhartiya Shakti Chetna Party,3566,526500,0,2014,S24,74
Lalji Kumar Rakesh,VAISHALI,0,Post Graduate,9473,IND,3567,1367000,0,2014,S04,16
Lallan,VARANASI,0,5th Pass,9740,Manavadhikar Janshakti Party,3568,250000,0,2014,S24,77
Lallan Rup Narayan Pathak,BUXAR,0,Doctorate,2657,IND,3569,7750000,0,2014,S04,33
Lalli Ram Rai,GUNA,0,Illiterate,2943,IND,3570,131000,0,2014,S12,4
Lallu Ram,NALANDA,0,Literate,2730,Bahujan Mukti Party,3571,61000,0,2014,S04,29
Lallu Singh,FAIZABAD,1,Post Graduate,8397,BJP,3572,15127861,3640964,2014,S24,54
Lalu Rai,SARAN,1,12th Pass,8142,IND,3573,6155000,100000,2014,S04,20
Lambodar Kanhar,KANDHAMAL,2,Graduate Professional,1164,IND,3574,1303200,38000,2014,S18,13
Lamlalmoi@ Momoi Gangte,OUTER MANIPUR,0,Graduate,1010,CPI(ML)L,3575,800000,0,2014,S14,2
Lamminlien Gangte,OUTER MANIPUR,0,Illiterate,536,JD(U),3576,5177000,0,2014,S14,2
Lata Sinha,NALANDA,0,Post Graduate,2721,IND,3577,2330367,64000,2014,S04,29
Lataben Ashokkumar Dwivedi,NAVSARI,0,10th Pass,7643,IND,3578,1794000,75000,2014,S06,25
Lawrence Anthony,ROBERTSGANJ,0,12th Pass,9725,IND,3579,1230000,0,2014,S24,80
Lawrencia Lakra,SUNDARGARH,0,12th Pass,1138,IND,3580,1500,0,2014,S18,2
Laxman,FARIDABAD,0,Not Given,2098,IND,3581,127600,0,2014,S07,10
